,Concept_ID,mn,nl
142,Gras::N,ногоо,gras
143,Wurzel::N,үндэс,wortel
144,Baum::N,мод,boom
145,Stamm::N,иш,stam
146,Stamm::N,гуалин,stam
147,Rinde::N,холтос,schors
148,Ast::N,гишүү,tak
149,Zweig::N,салаа,twijg
150,Blatt::N,навч,blad
151,Birke::N,хус,berk
152,Kiefer[Baum]::N,нарс,den
153,Weide[Baum]::N,уд,wilg
154,Weide[Baum]::N,бургас,wilg
155,Tanne::N,гачуур,spar
156,Horn::N,эвэр,hoorn
157,Feder::N,өд,veer
158,Feder::N,өд,pluim
159,Fell::N,арьс,vel
160,Flügel::N,жигүүр,vleugel
161,Flügel::N,далавч,vleugel
162,Klaue::N,савар,klauw
163,Klaue::N,хумс,klauw
164,Kralle::N,савар,klauw
165,Schwanz::N,сүүл,staart
166,Ei::N,өндөг,ei
167,Nest::N,үүр,nest
168,Bau::N,нүх,hol
169,Bau::N,элүү,hol
170,Tier::N,амьтан,dier
171,Tier::N,адгуус,dier
172,Herde::N,сүрэг,kudde
173,Kuh::N,үнээ,koe
174,Bulle::N,бух,stier
175,Pferd::N,морь,paard
176,Pferd::N,адуу,paard
177,Schaf::N,хонь,schaap
178,Schwein::N,гахай,varken
179,Hund::N,нохой,hond
180,Katze::N,муур,kat
181,Katze::N,мигуй,kat
182,Bär::N,баавгай,beer
183,Eichhörnchen::N,хэрэм,eekhoorntje
184,Elch::N,хандгай,eland
185,Fuchs::N,үнэг,vos
186,Hase::N,туулай,haas
187,Maus::N,хулгана,muis
188,Wolf::N,чоно,wolf
189,Vogel::N,шувуу,vogel
190,Schwarm::N,сүрэг,zwerm
191,Huhn::N,тахиа,kip
192,Huhn::N,тахиа,hoen
193,Hahn::N,эр тахиа,haan
194,Gans::N,галуу,gans
195,Adler::N,бүргэд,arend
196,Ente::N,нугас,eend
197,Eule::N,ууль,uil
198,Kranich::N,тогоруу,kraanvogel
199,Krähe::N,хэрээ,kraai
200,Kuckuck::N,хөхөө,koekoek
201,Schwan::N,хун,zwaan
202,Fisch::N,загас,vis
203,Barsch::N,алгана,baars
204,Hecht::N,цурхай,snoek
205,Schlange[Tier]::N,могой,slang
206,Wurm::N,өт,worm
207,Wurm::N,хорхой,worm
208,Spinne::N,аалз,spin
209,Ameise::N,шоргоолж,mier
210,Laus::N,бөөс,luis
211,Mücke::N,шумуул,mug
212,Fliege::N,ялаа,vlieg
213,Schmetterling::N,эрвээхэй,vlinder
214,Beere::N,жимсгэнэ,bes
215,Apfel::N,алим,appel
216,Pilz::N,мөөг,paddestoel
217,Zwiebel::N,сонгино,ui
218,Saat::N,тариа,zaad
219,Korn::N,үр,graan
220,Korn::N,үр,korrel
221,Korn::N,мөхлөг,graan
222,Korn::N,мөхлөг,korrel
223,Heu::N,өвс,hooi
224,Schale::N,хальс,schil
225,Grube::N,алам,kuil
226,Grube::N,нүх,kuil
227,Falle::N,хавх,val
228,Falle::N,занга,val
229,Schlinge::N,урхи,strop
230,Spur::N,мөр,spoor
231,Asche::N,үнс,as
232,Dreck::N,хир,drek
233,Eisen::N,төмөр,ijzer
234,Gold::N,алт,goud
235,Silber::N,мөнгө,zilver
236,Kohle::N,нүүрс,kool
237,Glas::N,шил,glas
238,Lehm::N,шавар,klei
239,Sand::N,элс,zand
240,Mensch::N,хүн,mens
241,Mann::N,эр,man
242,Mann::N,эрэгтэй,man
243,Frau::N,эмэгтэй,vrouw
244,Frau::N,хатагтай,vrouw
245,Kind::N,хүүхэд,kind
246,Junge::N,хүү,jongen
247,Mädchen::N,охин,meisje
248,Mädchen::N,бүсгүй,meisje
249,Familie::N,айл,gezin
250,Familie::N,айл,familie
251,Großvater::N,өвгөн аав,grootvader
252,Großmutter::N,эмэг эх,grootmoeder
253,Großmutter::N,эмгээ,grootmoeder
254,Eltern::N,эцэг эх,ouders
255,Vater::N,аав,vader
256,Vater::N,эцэг,vader
257,Mutter::N,эх,moeder
258,Mutter::N,ээж,moeder
259,Sohn::N,хүү,zoon
260,Tochter::N,охин,dochter
261,Bruder::N,ах,broer
262,Bruder::N,ах,broeder
263,Bruder::N,дүү,broer
264,Bruder::N,дүү,broeder
265,Schwester::N,эгч,zus
266,Schwester::N,эгч,zuster
267,Schwester::N,охин дүү,zus
268,Schwester::N,охин дүү,zuster
269,Onkel::N,авга ах,oom
270,Onkel::N,нагац ах,oom
271,Tante::N,авга эгч,tante
272,Tante::N,нагац эгч,tante
273,Ehemann::N,нөхөр,echtgenoot
274,Ehefrau::N,эхнэр,echtgenote
275,Ehefrau::N,гэргий,echtgenote
276,Freude::N,баяр,vreugde
277,Freude::N,баясгалан,vreugde
278,Gelächter::N,инээдэм,gelach
279,Glück::N,жаргалан,geluk
280,Kummer::N,гаслан,verdriet
281,Wunsch::N,ерөөл,wens
282,Wunsch::N,ерөөл,verlangen
283,Lust::N,дур,zin
284,Lust::N,дур,lust
285,Lust::N,хүсэл,zin
286,Lust::N,хүсэл,lust
287,Geist::N,оюун,geest
288,Gedanke::N,сэтгэл,gedachte
289,Gedächtnis::N,ой,geheugen
290,Gedächtnis::N,цээж,geheugen
291,Verstand::N,ухаан,verstand
292,Sinn::N,утга,betekenis
293,Grund::N,учир,reden
294,Wahrheit::N,үнэн,waarheid
295,Gespräch::N,яриа,gesprek
296,Märchen::N,явган үлгэр,sprookje
297,Erzählung::N,тууж,verhaal
298,Nachricht::N,мэдээ,tijding
299,Neuigkeit::N,сонин,nieuws
300,Neuigkeit::N,сонин,nieuwtje
301,Name::N,нэр,naam
302,Rätsel::N,оньсого,raadsel
303,Rede::N,хэлсэн үг,rede
304,Sprache::N,хэл,taal
305,Stimme::N,дуу,stem
306,Wort::N,үг,woord
307,Zeichen::N,тамга,teken
308,Zeichen::N,тэмдэг,teken
309,Ruf::N,дуудлага,roep
310,Lärm::N,шуугиан,lawaai
311,Lärm::N,чимээ,lawaai
312,Laut::N,анир,klank
313,Laut::N,анир,geluid
314,Laut::N,дуу,klank
315,Laut::N,дуу,geluid
316,Ton::N,авиа,toon
317,Ton::N,авиа,klank
318,Ton::N,аялгуу,toon
319,Ton::N,аялгуу,klank
320,Lied::N,дуу,lied
321,Ruhe::N,энх,rust
322,Ruhe::N,энх,stilte
323,Ruhe::N,тайван,rust
324,Ruhe::N,тайван,stilte
325,Leute::N,хүмүүс,lui
326,Leute::N,хүмүүс,mensen
327,Volk::N,улс,volk
328,Arbeit::N,ажил,werk
329,Arbeit::N,ажил,arbeid
330,Arbeit::N,хөдөлмөр,werk
331,Arbeit::N,хөдөлмөр,arbeid
332,Gast::N,зочин,gast
333,Gast::N,айлчин,gast
334,Geschenk::N,бэлэг,cadeau
335,Geschenk::N,бэлэг,geschenk
336,Spiel::N,наадам,spel
337,Spiel::N,тоглоом,spel
338,Gesellschaft::N,хамт байх,gezelschap
339,Hilfe::N,тусламж,hulp
340,Freund::N,найз,vriend
341,Freund::N,нөхөр,vriend
342,Kamerad::N,хань,maat
343,Kamerad::N,хань,metgezel
344,Kamerad::N,нөхөр,maat
345,Kamerad::N,нөхөр,metgezel
346,Angelegenheit::N,хэрэг,zaak
347,Angelegenheit::N,хэрэг,aangelegenheid
348,Anzahl::N,тоо,tal
349,Anzahl::N,тоо,aantal
350,Art::N,төрөл,slag
351,Art::N,төрөл,soort
352,Art::N,янз,slag
353,Art::N,янз,soort
354,Stück::N,хэсэг,stuk
355,Teil::N,хувь,deel
356,Teil::N,хэсэг,deel
357,Hälfte::N,хагас,helft
358,Kreis::N,тойрог,kring
359,Kreis::N,тойрог,cirkel
360,Kreis::N,хүрээ,kring
361,Kreis::N,хүрээ,cirkel
362,Kreuz::N,загалмай,kruis
363,Linie::N,шугам,lijn
364,Strich::N,зураас,haal
365,Strich::N,зураас,streep
366,Abstand::N,зай,afstand
367,Entfernung::N,зай,afstand
368,Entfernung::N,хол ойр,afstand
369,Gegend::N,хавь,streek
370,Gegend::N,газар,streek
371,Platz::N,зай,ruimte
372,Platz::N,завсар,ruimte
373,Ort::N,газар,oord
374,Ort::N,газар,plaats
375,Ort::N,байр,oord
376,Ort::N,байр,plaats
377,Seite::N,тал,zij
378,Seite::N,тал,kant
379,Seite::N,тал,zijde
380,Seite::N,этгээд,zij
381,Seite::N,этгээд,kant
382,Seite::N,этгээд,zijde
383,Mitte::N,төв,midden
384,Mitte::N,дунд,midden
385,Gegenstand::N,юм,voorwerp
386,Sache::N,үйл,zaak
387,Sache::N,хэрэг,zaak
388,Rand::N,зах,rand
389,Rand::N,зах,boord
390,Rand::N,хөвөө,rand
391,Rand::N,хөвөө,boord
392,Kante::N,ирмэг,kant
393,Ecke::N,өнцөг,hoek
394,Spitze::N,үзүүр,punt
395,Spitze::N,үзүүр,spits
396,Ende::N,зах,einde
397,Ende::N,зах,uiteinde
398,Ende::N,үзүүр,einde
399,Ende::N,үзүүр,uiteinde
400,Loch::N,цоорхой,gat
401,Loch::N,онгорхой,gat
402,Winkel::N,өнцөг,hoek
403,Muster::N,хээ,dessin
404,Muster::N,хээ,patroon
405,Muster::N,угалз,dessin
406,Muster::N,угалз,patroon
407,Größe::N,хэмжээ,grootte
408,Länge::N,урт,lengte
409,Höhe::N,өндөр,hoogte
410,Gewicht::N,жин,gewicht
411,Menge::N,тоо,hoeveelheid
412,Haufen::N,бөөн,hoop
413,Reihe::N,эгнээ,rij
414,Reihe::N,эгнээ,reeks
415,Boot::N,завь,boot
416,Ruder::N,сэлүүр,roeiriem
417,Schlitten::N,чарга,slee
418,Schlitten::N,чарга,slede
419,Ski::N,цана,ski
420,Lagerfeuer::N,түүдэг,kampvuur
421,Last::N,ачаа,last
422,Last::N,ачаа,vracht
423,Gang::N,явдал,wandeling
424,Schritt::N,алхам,stap
425,Schritt::N,алхам,schrede
426,Norden::N,умар,noorden
427,Süden::N,урд,zuiden
428,Süden::N,өмнө,zuiden
429,Westen::N,өрнө,westen
430,Westen::N,баруун,westen
431,Osten::N,зүүн,oosten
432,Osten::N,дорно,oosten
433,Holz::N,мод,hout
434,Brett::N,банз,plank
435,Platte::N,хавтан,plaat
436,Stütze::N,тулгуур,stut
437,Stütze::N,тулгуур,steun
438,Stütze::N,тулга,stut
439,Stütze::N,тулга,steun
440,Stange::N,сургааг,stang
441,Stock::N,саваа,stok
442,Stab::N,таяг,staf
443,Rohr::N,хоолой,pijp
444,Haus::N,гэр,huis
445,Haus::N,байшин,huis
446,Heim::N,гэр,tehuis
447,Ofen::N,зуух,kachel
448,Ofen::N,пийшин,kachel
449,Fußboden::N,шал,vloer
450,Tisch::N,ширээ,tafel
451,Stuhl::N,сандал,stoel
452,Wiege::N,өлгий,wieg
453,Bett::N,ор,bed
454,Regal::N,тавиур,rek
455,Kiste::N,авдар,kist
456,Kiste::N,хайрцаг,kist
457,Fenster::N,гэгээвч,raam
458,Fenster::N,гэгээвч,venster
459,Tür::N,үүд,deur
460,Tür::N,хаалга,deur
461,Tor::N,хаалга,poort
462,Zaun::N,хашаа,omheining
463,Dach::N,дээвэр,dak
464,Leiter::N,шат,ladder
465,Besen::N,хамуур,bezem
466,Besen::N,туужуу,bezem
467,Spaten::N,хүрз,schop
468,Schaufel::N,хүрз,schep
469,Gabel::N,сэрээ,vork
470,Löffel::N,халбага,lepel
471,Messer::N,хутга,mes
472,Nagel::N,хадаас,spijker
473,Netz::N,өөш,net
474,Netz::N,тор,net
475,Haken::N,гох,haak
476,Griff::N,иш,handvat
477,Griff::N,сэнж,handvat
478,Schloss::N,цуурга,slot
479,Schloss::N,цоож,slot
480,Bild::N,зураг,beeld
481,Figur::N,баримал,figuur
482,Puppe::N,хүүхэлдэй,pop
483,Beutel::N,агсаа,zak
484,Beutel::N,агсаа,buidel
485,Beutel::N,уут,zak
486,Beutel::N,уут,buidel
487,Bündel::N,боодол,pak
488,Bündel::N,боодол,bundel
489,Tasche::N,цүнх,tas
490,Eimer::N,хөнөг,emmer
491,Eimer::N,хувин,emmer
492,Deckel::N,таг,deksel
493,Deckel::N,хавхаг,deksel
494,Geschirr::N,сав суулга,vaatwerk
495,Sack::N,шуудай,zak
496,Tasse::N,аяга,kop
497,Topf::N,тогоо,pan
498,Kessel::N,тогоо,ketel
499,Essen::N,идээ,eten
500,Nahrung::N,хүнс,voedsel
501,Speise::N,идээ,spijs
502,Fleisch::N,мах,vlees
503,Getreide::N,будаа,graan
504,Brei::N,богшмол,pap
505,Brei::N,богшмол,brij
506,Brei::N,будаа,pap
507,Brei::N,будаа,brij
508,Brot::N,талх,brood
509,Scheibe::N,зүсэм,plak
510,Scheibe::N,зүсэм,snede
511,Scheibe::N,хэрчим,plak
512,Scheibe::N,хэрчим,snede
513,Fett::N,өөх,vet
514,Butter::N,тос,boter
515,Öl::N,тос,olie
516,Salz::N,давс,zout
517,Suppe::N,шөл,soep
518,Honig::N,бал,honing
519,Milch::N,сүү,melk
520,Tee::N,цай,thee
521,Leder::N,арьс,leer
522,Leder::N,арьс,leder
523,Leder::N,савхи,leer
524,Leder::N,савхи,leder
525,Wolle::N,ноос,wol
526,Wolle::N,унгас,wol
527,Stoff::N,бөс,stof
528,Nadel::N,зүү,naald
529,Faden::N,боолт,draad
530,Faden::N,утас,draad
531,Knopf::N,товч,knoop
532,Knoten::N,зангилаа,knoop
533,Farbe::N,будаг,verf
534,Kleidung::N,хувцас,kledij
535,Kleidung::N,хувцас,kleding
536,Hemd::N,цамц,hemd
537,Kragen::N,зах заам,kraag
538,Ärmel::N,ханцуй,mouw
539,Hose::N,өмд,broek
540,Hose::N,өмд,pantalon
541,Gürtel::N,бүс,riem
542,Gürtel::N,бүс,gordel
543,Mütze::N,малгай,muts
544,Mütze::N,бүрх,muts
545,Schuh::N,туфли,schoen
546,Stiefel::N,гутал,laars
547,Ring::N,бөгж,ring
548,Band::N,тууз,lint
549,Kamm::N,сам,kam
550,Spiegel::N,толь,spiegel
551,Riemen::N,тасам,riem
552,Riemen::N,сур,riem
553,Schnur::N,татлага,koord
554,Leine::N,оосор,lijn
555,Decke::N,хөнжил,deken
556,Decke::N,хучлага,deken
557,Kissen::N,дэр,kussen
558,Tuch::N,алчуур,doek
559,Tuch::N,даавуу,doek
560,Handtuch::N,алчуур,handdoek
561,Kraft::N,чадал,kracht
562,Kraft::N,хүч,kracht
563,Stärke::N,эрч,sterkte
564,Stärke::N,тэнхээ,sterkte
565,Gesundheit::N,бие,gezondheid
566,Gesundheit::N,эрүүл мэнд,gezondheid
567,Krankheit::N,эмгэг,ziekte
568,Schmerz::N,өвчин,pijn
569,Wunde::N,шарх,wond
570,Fieber::N,халуун,koorts
571,Arznei::N,эм,medicament
572,Arznei::N,эм,geneesmiddel
573,Brücke::N,гүүр,brug
574,Brunnen::N,худаг,put
575,Brunnen::N,худаг,bron
576,Weide::N,бэлчээр,wei
577,Weide::N,бэлчээр,weide
578,Pfad::N,жим,pad
579,Pfad::N,зөрөг,pad
580,Weg::N,зам,weg
581,Weg::N,харгуй,weg
582,Straße::N,зам,baan
583,Straße::N,зам,straat
584,Straße::N,харгуй,baan
585,Straße::N,харгуй,straat
586,Dorf::N,тосгон,dorp
587,Dorf::N,гацаа,dorp
588,Stadt::N,хот,stad
589,Brief::N,захидал,brief
590,Brief::N,захиа,brief
591,Buch::N,ном,boek
592,Buch::N,бичиг,boek
593,Buchstabe::N,үсэг,letter
594,Zeitung::N,сонин,krant
595,Zeitung::N,сонин,dagblad
596,Leben::N,амь,leven
597,Leben::N,амьдрал,leven
598,Tod::N,үхэл,dood
599,Grab::N,булш,graf
600,Kirche::N,сүм,kerk
601,Sünde::N,нүгэл,zonde
602,Sünde::N,хилэнц,zonde
603,Gott::N,бурхан,god
604,Arbeiter::N,ажилчин,arbeider
605,Arbeiter::N,хөдөлмөрчин,arbeider
606,Chef::N,дарга,chef
607,Meister::N,дархан,meester
608,Arzt::N,эмч,arts
609,Arzt::N,эмч,dokter
610,Lehrer::N,багш,leraar
611,Lehrer::N,багш,onderwijzer
612,Geld::N,цаас,geld
613,Geld::N,мөнгө,geld
614,Geschäft::N,наймаа,zaak
615,Laden::N,дэлгүүр,winkel
616,Preis::N,үнэ,prijs
617,Ware::N,таваар,waar
618,Ware::N,бараа,waar
619,Nutzen::N,ашиг,nut
620,Nutzen::N,ашиг,voordeel
621,Reichtum::N,баялаг,rijkdom
622,Welt::N,дэлхий,wereld
623,Welt::N,орчлон,wereld
624,Land::N,улс,land
625,Land::N,орон,land
626,Staat::N,төр,staat
627,Staat::N,гүрэн,staat
628,König::N,ван,koning
629,Macht::N,засаг,macht
630,Grenze::N,хил,grens
631,Krieg::N,дайн,oorlog
632,Feind::N,дайсан,vijand
633,Gewalt::N,хүчирхэх,geweld
634,Kampf::N,тэмцэл,strijd
635,Kampf::N,тэмцэл,gevecht
636,Kampf::N,байлдаан,strijd
637,Kampf::N,байлдаан,gevecht
638,Bogen[Waffe]::N,нум,boog
639,Pfeil::N,годил,pijl
640,Pfeil::N,сум,pijl
641,Gewehr::N,буу,geweer
642,Fehler::N,эндэл,fout
643,Fehler::N,алдаа,fout
644,Lüge::N,худал,leugen
645,Schaden::N,хор,schade
646,Schaden::N,хөнөөл,schade
647,Unglück::N,гай,tegenspoed
648,Unglück::N,гамшиг,tegenspoed
649,Schuld::N,гэм,schuld
650,Schuld::N,буруу,schuld
651,Alter::N,нас,leeftijd
652,Schluss::N,эцэс,slot
653,Schluss::N,төгсгөл,slot
654,Zeit::N,цаг,tijd
655,Tag::N,өдөр,dag
656,Morgen::N,өглөө,morgen
657,Morgen::N,өглөө,ochtend
658,Mittag::N,үд,middag
659,Abend::N,үдэш,avond
660,Nacht::N,шөнө,nacht
661,Woche::N,долоо хоног,week
662,Monat::N,сар,maand
663,Jahr::N,жил,jaar
664,Frühling::N,хавар,lente
665,Frühling::N,хавар,voorjaar
666,Sommer::N,зун,zomer
667,Herbst::N,намар,herfst
668,Winter::N,өвөл,winter
669,Januar::N,нэгдүгээр сар,januari
670,Februar::N,хоёрдугаар сар,februari
671,März::N,гуравдугаар сар,maart
672,April::N,дөрөвдүгээр сар,april
673,Mai::N,тавдугаар сар,mei
674,Juni::N,зургаадугаар сар,juni
675,Juli::N,долдугаар сар,juli
676,August::N,наймдугаар сар,augustus
677,September::N,есдүгээр сар,september
678,Oktober::N,аравдугаар сар,oktober
679,November::N,арван нэгдүгээр сар,november
680,Dezember::N,арван хоёрдугаар сар,december
681,Montag::N,даваа,maandag
682,Dienstag::N,мягмар,dinsdag
683,Mittwoch::N,лхагва,woensdag
684,Donnerstag::N,пүрэв,donderdag
685,Freitag::N,баасан,vrijdag
686,Samstag::N,бямба,zaterdag
687,Sonntag::N,ням,zondag
688,groß::A,их,groot
689,groß::A,том,groot
690,klein::A,бага,klein
691,klein::A,жаахан,klein
692,lang::A,урт,lang
693,kurz::A,охор,kort
694,kurz::A,богино,kort
695,breit::A,өргөн,breed
696,schmal::A,уйтан,smal
697,schmal::A,нарийн,smal
698,dicht::A,нягт,dicht
699,dicht::A,чигжүү,dicht
700,dick[Gegenstand]::A,зузаан,dik
701,dünn::A,нимгэн,dun
702,fein::A,нарийн,fijn
703,fest::A,бөх,vast
704,fest::A,хатуу,vast
705,flach::A,хавтгай,plat
706,glatt::A,цагаан,glad
707,hart::A,хатуу,hard
708,weich::A,зөөлөн,week
709,rund::A,дугуй,rond
710,rund::A,дугариг,rond
711,spitz::A,шовх,spits
712,spitz::A,шовх,puntig
713,spitz::A,шовгор,spits
714,spitz::A,шовгор,puntig
715,scharf::A,хурц,scherp
716,scharf::A,иртэй,scherp
717,stumpf::A,мохоо,stomp
718,schwer::A,хүнд,zwaar
719,schön::A,гуа,mooi
720,schön::A,гуа,fraai
721,schön::A,сайхан,mooi
722,schön::A,сайхан,fraai
723,heiß::A,халуун,heet
724,warm::A,дулаан,warm
725,kalt::A,хүйтэн,koud
726,kühl::A,сэрүүн,koel
727,frisch::A,эрүүл,fris
728,frisch::A,жихүүн,fris
729,feucht::A,чийгтэй,vochtig
730,nass::A,нойтон,nat
731,trocken::A,хатсан,droog
732,voll::A,дүүрэн,vol
733,leer::A,хоосон,leeg
734,offen::A,онгорхой,open
735,geschlossen::A,битүү,gesloten
736,geschlossen::A,хаалтай,gesloten
737,sauber::A,цэвэр,net
738,sauber::A,цэвэр,schoon
739,sauber::A,хиргүй,net
740,sauber::A,хиргүй,schoon
741,schmutzig::A,бохир,vuil
742,schmutzig::A,хиртэй,vuil
743,roh::A,түүхий,rauw
744,reif::A,болсон,rijp
745,lecker::A,амттай,lekker
746,süß::A,амттай,zoet
747,süß::A,чихэрлэг,zoet
748,bitter::A,гашуун,bitter
749,sauer::A,эсгэлэн,zuur
750,hell::A,гэгээн,licht
751,hell::A,гэгээн,helder
752,hell::A,гэрэлтэй,licht
753,hell::A,гэрэлтэй,helder
754,dunkel::A,бараан,donker
755,dunkel::A,харанхуй,donker
756,schwarz::A,хар,zwart
757,weiß::A,цагаан,wit
758,rot::A,улаан,rood
759,gelb::A,шар,geel
760,blau::A,хөх,blauw
761,blau::A,цэнхэр,blauw
762,grün::A,ногоон,groen
763,grau::A,орог,grijs
764,grau::A,саарал,grijs
765,bunt::A,эрээн,bont
766,billig::A,хямд,goedkoop
767,teuer::A,үнэтэй,duur
768,wertvoll::A,үнэт,kostbaar
769,wertvoll::A,үнэт,waardevol
770,blind::A,сохор,blind
771,taub::A,чих хатуу,doof
772,kräftig::A,чийрэг,krachtig
773,stark::A,хүчтэй,sterk
774,stark::A,чадалтай,sterk
775,schwach::A,сул,zwak
776,fett::A,тарган,vet
777,fett::A,голигор,vet
778,schlank::A,голшиг,slank
779,hübsch::A,сайхан,leuk
780,hübsch::A,хөөрхөн,leuk
781,böse::A,муу,kwaad
782,böse::A,хортой,kwaad
783,dumm::A,тэнэг,dom
784,faul::A,залхуу,lui
785,fleißig::A,чармайлтгай,vlijtig
786,geizig::A,харамч,gierig
787,klug::A,цэцэн,slim
788,klug::A,цэцэн,schrander
789,klug::A,цэцэн,verstandig
790,geschickt::A,дүйтэй,handig
791,geschickt::A,дүйтэй,vaardig
792,lieb::A,хайрт,lief
793,lustig::A,цэнгэлтэй,vrolijk
794,sanft::A,наалинхай,zacht
795,hungrig::A,өлөн,hongerig
796,hungrig::A,өлссөн,hongerig
797,krank::A,өвчтэй,ziek
798,nackt::A,нүцгэн,naakt
799,traurig::A,гунигт,treurig
800,traurig::A,гунигт,bedroefd
801,lebendig::A,амьд,levend
802,lebendig::A,амьтай,levend
803,gut::A,сайн,goed
804,schlecht::A,муу,slecht
805,schlecht::A,өөдгүй,slecht
806,richtig::A,зөв,juist
807,richtig::A,зүйтэй,juist
808,schlimm::A,муухай,erg
809,schlimm::A,муухай,kwaad
810,wahr::A,үнэн,waar
811,wahr::A,жинхэнэ,waar
812,alt::A,хуучин,oud
813,neu::A,шинэ,nieuw
814,ehemalig::A,агсан,voormalig
815,ehemalig::A,байсан,voormalig
816,alt[Lebewesen]::A,өвгөн,oud
817,alt[Lebewesen]::A,хижээл,oud
