,Concept_ID,xal,cy
172,Huhn::N,така,cyw
173,Hahn::N,эр така,ceiliog
174,Gans::N,һалун,gŵydd
175,Adler::N,һәрд,eryr
176,Ente::N,нуһсн,hwyad
177,Eule::N,һурвлһ,tylluan
178,Kranich::N,тоһрун,garan
179,Kranich::N,тоһрун,crychydd
180,Krähe::N,шаазһа,brân
181,Kuckuck::N,эргин хуцдг,cog
182,Kuckuck::N,эргин хуцдг,cwcw
183,Schwan::N,хун,alarch
184,Fisch::N,заһсн,pysgod
185,Barsch::N,шүрг,draenog
186,Hecht::N,цурх,penhwyad
187,Schlange[Tier]::N,моһа,neidr
188,Wurm::N,өтн,abwydyn
189,Wurm::N,өтн,pryf genwair
190,Spinne::N,аралҗн,cor
191,Spinne::N,аралҗн,pryf copyn
192,Ameise::N,шорһлҗн,morgrugyn
193,Laus::N,бөөсн,lleuen
194,Mücke::N,бөкүн,gwybedyn
195,Fliege::N,батхн,cleren
196,Schmetterling::N,эрвәкә,glöyn byw
197,Schmetterling::N,эрвәкә,iâr fach yr haf
198,Beere::N,бөөлҗрһн,aeronen
199,Apfel::N,альмн,afal
200,Pilz::N,теңгрин ки,madarch
201,Zwiebel::N,мәңгрснә толһа,nionyn
202,Zwiebel::N,мәңгрснә толһа,winwnsyn
203,Saat::N,буудян экн,had
204,Korn::N,экн,grawn
205,Heu::N,өвсн,gwair
206,Schale::N,хальсн,croen
207,Schale::N,хальсн,plisgyn
208,Grube::N,нүкн,pwll
209,Grube::N,нүкн,pydew
210,Falle::N,урх,magl
211,Falle::N,хавх,magl
212,Schlinge::N,бүтү,cwlwm rhedeg
213,Spur::N,мөр,ôl
214,Asche::N,үмсн,lludw
215,Dreck::N,бальчг,baw
216,Dreck::N,бальчг,budreddi
217,Eisen::N,төмр,haearn
218,Gold::N,алтн,aur
219,Silber::N,мөңгн,arian
220,Silber::N,цаһан мөңгн,arian
221,Kohle::N,нүүрсн,glo
222,Glas::N,шил,gwydr
223,Lehm::N,шавр,clai
224,Sand::N,элсн,tywod
225,Mensch::N,күн,dyn
226,Mensch::N,күмн,dyn
227,Mann::N,эр,dyn
228,Frau::N,күүкд күн,merch
229,Frau::N,күүкд күн,gwraig
230,Kind::N,үрн,plentyn
231,Junge::N,көвүн,hogyn
232,Junge::N,көвүн,bachgen
233,Mädchen::N,бичкн күүкн,merch
234,Mädchen::N,бичкн күүкн,geneth
235,Familie::N,бүл,teulu
236,Familie::N,бүл,tylwyth
237,Großvater::N,өвк эцк,taid
238,Großvater::N,өвк эцк,tad-cu
239,Großvater::N,наһц эцк,taid
240,Großvater::N,наһц эцк,tad-cu
241,Großmutter::N,эмг эк,nain
242,Großmutter::N,эмг эк,mam-gu
243,Großmutter::N,наһц эк,nain
244,Großmutter::N,наһц эк,mam-gu
245,Eltern::N,эк эцк хойр,rhieni
246,Vater::N,эцк,tad
247,Mutter::N,эк,mam
248,Sohn::N,көвүн,mab
249,Tochter::N,күүкн,merch
250,Bruder::N,дү көвүн,brawd
251,Schwester::N,эгч,chwaer
252,Schwester::N,дү күүкн,chwaer
253,Onkel::N,авһ,ewythr
254,Onkel::N,наһцх,ewythr
255,Tante::N,наһц эгч,modryb
256,Ehemann::N,залу,gŵr
257,Ehefrau::N,гергн,gwraig
258,Freude::N,байр,gorfoledd
259,Gelächter::N,инәдн,chwerthin
260,Glück::N,җирһл,hapusrwydd
261,Glück::N,сәәхн җирһл,hapusrwydd
262,Kummer::N,зовлң,galar
263,Wunsch::N,дурн,dymuniad
264,Lust::N,җилвтлһн,chwant
265,Geist::N,зөрг,ysbryd
266,Gedanke::N,ухан,meddwl
267,Gedächtnis::N,чееҗин тодлвр,cof
268,Verstand::N,ухан,meddwl
269,Sinn::N,учр-утх,ystyr
270,Grund::N,учр,achos
271,Grund::N,учр,rheswm
272,Grund::N,шалтан,achos
273,Grund::N,шалтан,rheswm
274,Wahrheit::N,үнн,gwir
275,Wahrheit::N,үнн,gwirionedd
276,Gespräch::N,күүндвүр,sgwrs
277,Märchen::N,тууль,chwedl werin
278,Erzählung::N,келвр,stori
279,Nachricht::N,медүллһн,neges
280,Neuigkeit::N,зәңг,newydd
281,Name::N,нерн,enw
282,Rätsel::N,тәәлвртә тууль,pos
283,Rede::N,келлһн,araith
284,Sprache::N,келн,iaith
285,Stimme::N,дун,llais
286,Wort::N,үг,gair
287,Zeichen::N,темдг,arwydd
288,Ruf::N,дуудлһн,galwad
289,Lärm::N,шууган,trwst
290,Laut::N,ә,sain
291,Ton::N,дун,tôn
292,Lied::N,дун,cân
293,Ruhe::N,амулң,tawelwch
294,Leute::N,әмтн,pobl
295,Volk::N,улс,pobl
296,Arbeit::N,көдлмш,gwaith
297,Gast::N,гиич,gwestai
298,Geschenk::N,белг,rhodd
299,Geschenk::N,белг,anrheg
300,Spiel::N,наадн,chwarae
301,Gesellschaft::N,олн,cwmni
302,Hilfe::N,нөкд,cymorth
303,Freund::N,иньг,cyfaill
304,Kamerad::N,үр,cydymaith
305,Angelegenheit::N,керг,pwnc
306,Anzahl::N,то,cyfrif
307,Art::N,зүүл,bath
308,Stück::N,хусг,darn
309,Teil::N,хүв,rhan
310,Hälfte::N,өрәл,hanner
311,Kreis::N,төгрг,cylch
312,Kreuz::N,кирс,croes
313,Linie::N,зурасн,llinell
314,Strich::N,татасн,strôc
315,Strich::N,татасн,trawiad
316,Abstand::N,зә,bwlch
317,Abstand::N,зә,pellter
318,Entfernung::N,һазр,pellter
319,Gegend::N,һазр,cylch
320,Platz::N,зә,lle
321,Ort::N,бәәрн,lle
322,Seite::N,тал,ochr
323,Seite::N,хаҗу,ochr
324,Seite::N,хәврһ,ochr
325,Mitte::N,дунд,canol
326,Gegenstand::N,юмн,eitem
327,Sache::N,юмн,peth
328,Rand::N,зах,cwr
329,Rand::N,зах,ymyl
330,Kante::N,ирмәг,min
331,Kante::N,ирмәг,ymyl
332,Ecke::N,өнцг,cornel
333,Spitze::N,үзүр,blaen
334,Ende::N,үзүр,pen
335,Loch::N,хаһрха,twll
336,Winkel::N,булң,congl
337,Muster::N,намч,patrwm
338,Größe::N,кемҗән,maint
339,Größe::N,кемҗән,maintioli
340,Länge::N,ут,hyd
341,Höhe::N,өндр,uchder
342,Gewicht::N,күнд,pwysau
343,Gewicht::N,чиңнүр,pwysau
344,Menge::N,ик,swm
345,Menge::N,ик,maint
346,Haufen::N,ова,pentwr
347,Reihe::N,зерг,rhes
348,Reihe::N,зерглән,rhes
349,Boot::N,оңһц,cwch
350,Ruder::N,хәәв,rhwyf
351,Schlitten::N,цан,sled
352,Schlitten::N,цан,car llusg
353,Ski::N,лыҗ,sgi
354,Lagerfeuer::N,костёр,coelcerth
355,Last::N,күнд,llwyth
356,Gang::N,йовлһн,tro
357,Schritt::N,ишкм,cam
358,Norden::N,ар үзг,gogledd
359,Süden::N,өмн,de
360,Süden::N,өмн үзг,de
361,Westen::N,барун,gorllewin
362,Westen::N,барун үзг,gorllewin
363,Osten::N,зүн,dwyrain
364,Osten::N,зүн үзг,dwyrain
365,Holz::N,модн,pren
366,Brett::N,харһа,bwrdd
367,Brett::N,харһа,astell
368,Platte::N,хавтха чолун,llech
369,Stütze::N,тулг,ateg
370,Stütze::N,тулг,cynhalydd
371,Stange::N,уньн,polyn
372,Stock::N,модн,ffon
373,Stock::N,модн,brigyn
374,Stab::N,шуург,ffon
375,Rohr::N,турва,pibell
376,Haus::N,гер,tŷ
377,Heim::N,гер-бул,cartref
378,Ofen::N,беш,stof
379,Fußboden::N,девскр,llawr
380,Tisch::N,ширә,bwrdd
381,Stuhl::N,стул,cadair
382,Wiege::N,өлгә,crud
383,Wiege::N,дүүҗң,crud
384,Bett::N,орн,gwely
385,Bett::N,орндг,gwely
386,Regal::N,таг,silff
387,Regal::N,тәвц,silff
388,Kiste::N,яршг,bocs
389,Kiste::N,яршг,blwch
390,Fenster::N,терз,ffenestr
391,Tür::N,үүдн,drws
392,Tor::N,үүдн,porth
393,Tor::N,өргн үүдн,porth
394,Tor::N,хашан үүдн,porth
395,Zaun::N,хаша,ffens
396,Dach::N,деевр,to
397,Leiter::N,шат,ysgol
398,Leiter::N,давшур,ysgol
399,Besen::N,сәвүр,ysgub
400,Spaten::N,күрз,rhaw
401,Schaufel::N,совг,rhaw
402,Gabel::N,серә,fforc
403,Löffel::N,ухр,llwy
404,Messer::N,утх,cyllell
405,Nagel::N,хадасн,hoel
406,Netz::N,гөлм,gwe
407,Netz::N,гөлм,rhwyd
408,Haken::N,дегә,bach
409,Griff::N,иш,carn
410,Griff::N,бәрүл,carn
411,Schloss::N,оньс,clo
412,Bild::N,зург,llun
413,Bild::N,зург,pictiwr
414,Figur::N,фигур,ffigur
415,Puppe::N,наадһа,dol
416,Beutel::N,мишг,cwd
417,Bündel::N,багла,bwndel
418,Bündel::N,багла,coflaid
419,Bündel::N,боодһа,bwndel
420,Bündel::N,боодһа,coflaid
421,Tasche::N,сумк,cod
422,Eimer::N,суулһ,bwced
423,Eimer::N,суулһ,cunnog
424,Deckel::N,бүркәсн,caead
425,Geschirr::N,сав,llestri
426,Geschirr::N,сав-сарх,llestri
427,Sack::N,мишг,sach
428,Tasse::N,ааһ,cwpan
429,Topf::N,кастрюль,pot
430,Topf::N,кастрюль,crochan
431,Kessel::N,хәәсн,tegell
432,Essen::N,зоогллһн,pryd o fwyd
433,Nahrung::N,теҗәл,bwyd
434,Speise::N,хот,saig
435,Fleisch::N,махн,cig
436,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,ŷd
437,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,llafur
438,Brei::N,хаш,uwd
439,Brot::N,өдмг,bara
440,Scheibe::N,зүсм,tafell
441,Fett::N,өөкн,saim
442,Fett::N,өөкн,braster
443,Butter::N,тосн,ymenyn
444,Öl::N,тосн,olew
445,Salz::N,давсн,halen
446,Suppe::N,шөлн,cawl
447,Honig::N,бал,mêl
448,Milch::N,үсн,llaeth
449,Milch::N,үсн,llefrith
450,Tee::N,цә,te
451,Leder::N,арсн,lledr
452,Wolle::N,утцн,gwlân
453,Wolle::N,эд,gwlân
454,Stoff::N,эд,lliain
455,Stoff::N,эд,brethyn
456,Nadel::N,зүн,nodwydd
457,Faden::N,утцн,edau
458,Faden::N,утцн,edefyn
459,Knopf::N,товч,botwm
460,Knoten::N,зәңгдә,cwlwm
461,Farbe::N,будг,paent
462,Kleidung::N,хувцн,dillad
463,Kleidung::N,хувцн,gwisgoedd
464,Kleidung::N,хувц-хунр,dillad
465,Kleidung::N,хувц-хунр,gwisgoedd
466,Hemd::N,киилг,crys
467,Kragen::N,зах,coler
468,Ärmel::N,ханцн,llawes
469,Hose::N,шалвур,trowsus
470,Gürtel::N,бүс,gwregys
471,Mütze::N,махла,cap
472,Schuh::N,башмгуд,esgid
473,Stiefel::N,һосн,botasen
474,Ring::N,билцг,modrwy
475,Band::N,лент,rhuban
476,Kamm::N,сам,crib
477,Spiegel::N,толь,drych
478,Riemen::N,бүс,strap
479,Schnur::N,деесн,llinyn
480,Leine::N,бурнтг,tennyn
481,Leine::N,нохан көтлвр,tennyn
482,Decke::N,көнҗл,blanced
483,Decke::N,көнҗл,gwrthban
484,Kissen::N,дер,clustog
485,Kissen::N,дер,gobennydd
486,Tuch::N,альчур,sgarff
487,Handtuch::N,полотенц,tywel
488,Handtuch::N,полотенц,lliain sychu
489,Handtuch::N,һар-нүүрин альчур,tywel
490,Handtuch::N,һар-нүүрин альчур,lliain sychu
491,Kraft::N,күчн,grym
492,Stärke::N,чидл,nerth
493,Stärke::N,чидл,cryfder
494,Gesundheit::N,эрүл-менд,iechyd
495,Krankheit::N,өвчн,afiechyd
496,Krankheit::N,өвчн,anhwylder
497,Schmerz::N,өвдлһн,poen
498,Schmerz::N,өвдлһн,gwayw
499,Wunde::N,шав,clwyf
500,Fieber::N,безг,twymyn
501,Arznei::N,эм,meddyginiaeth
502,Brücke::N,тагт,pont
503,Brunnen::N,худг,ffynnon
504,Weide::N,малын идг,porfa
505,Pfad::N,цувг,llwybr
506,Weg::N,хаалһ,ffordd
507,Straße::N,зам,heol
508,Straße::N,зам,ffordd
509,Dorf::N,хотн,pentref
510,Stadt::N,балһсн,tref
511,Brief::N,бичг,llythyr
512,Buch::N,дегтр,llyfr
513,Buchstabe::N,үзг,llythyren
514,Zeitung::N,газет,papur newydd
515,Leben::N,җирһл,bywyd
516,Tod::N,үкл,marwolaeth
517,Tod::N,өңгрлһн,marwolaeth
518,Grab::N,оршалһна нүкн,bedd
519,Kirche::N,чонҗ,eglwys
520,Sünde::N,нүл,pechod
521,Sünde::N,килнц,pechod
522,Gott::N,бурхн,duw
523,Arbeiter::N,көдлмшч,gweithiwr
524,Chef::N,толһач,pennaeth
525,Meister::N,урн,meistr
526,Arzt::N,эмч,meddyg
527,Lehrer::N,багш,athro
528,Geld::N,мөңгн,pres
529,Geld::N,мөңгн,arian
530,Geschäft::N,көдлмш,busnes
531,Laden::N,лавк,siop
532,Preis::N,үн,pris
533,Ware::N,эд-тавр,nwydd
534,Nutzen::N,олз,elw
535,Nutzen::N,олз,budd
536,Reichtum::N,зөөр,cyfoeth
537,Welt::N,орчлң,byd
538,Welt::N,делкә,byd
539,Land::N,орн-нутг,gwlad
540,Staat::N,государств,gwladwriaeth
541,König::N,хан,brenin
542,Macht::N,йосн,grym
543,Macht::N,йосн,awdurdod
544,Grenze::N,меҗә,ffin
545,Grenze::N,меҗә,goror
546,Krieg::N,дән,rhyfel
547,Feind::N,дәәсн,gelyn
548,Gewalt::N,күч һарһлһн,ffyrnigrwydd
549,Kampf::N,ноолдан,brwydr
550,Kampf::N,бәрлдлһн,brwydr
551,Bogen[Waffe]::N,саадг,bwa
552,Pfeil::N,сумн,saeth
553,Gewehr::N,бу,dryll
554,Fehler::N,алдг,gwall
555,Fehler::N,алдг,camgymeriad
556,Lüge::N,худл,celwydd
557,Lüge::N,худл,anwiredd
558,Schaden::N,хорлт,niwed
559,Schaden::N,хорлт,difrod
560,Unglück::N,гүрм,anffawd
561,Schuld::N,гем,bai
562,Schuld::N,буру,bai
563,Alter::N,насн,oed
564,Schluss::N,чилгч,diwedd
565,Zeit::N,цаг,amser
566,Tag::N,өдр,dydd
567,Tag::N,өдр,diwrnod
568,Morgen::N,өрүн,bore
569,Mittag::N,үд,nawn
570,Abend::N,асхн,noswaith
571,Nacht::N,сө,nos
572,Woche::N,долан хонг,wythnos
573,Monat::N,сар,mis
574,Jahr::N,җил,blwyddyn
575,Frühling::N,хавр,gwanwyn
576,Sommer::N,зун,haf
577,Herbst::N,намр,hydref
578,Winter::N,үвл,gaeaf
579,Januar::N,январь,Ionawr
580,Februar::N,февраль,Chwefror
581,März::N,март,Mawrth
582,März::N,моһа сар,Mawrth
583,April::N,апрель,Ebrill
584,Mai::N,май,Mai
585,Juni::N,июнь,Mehefin
586,Juni::N,мөчн сар,Mehefin
587,Juli::N,июль,Gorffennaf
588,August::N,август,Awst
589,September::N,һаха сар,Medi
590,Oktober::N,октябрь,Hydref
591,November::N,ноябрь,Tachwedd
592,November::N,үкр сар,Tachwedd
593,Dezember::N,бар сар,Rhagfyr
594,Montag::N,понедельник,dydd Llun
595,Dienstag::N,вторник,dydd Mawrth
596,Mittwoch::N,среда,dydd Mercher
597,Mittwoch::N,үлмҗ өдр,dydd Mercher
598,Donnerstag::N,четверг,dydd Iau
599,Donnerstag::N,пүрвә өдр,dydd Iau
600,Freitag::N,пятниц,dydd Gwener
601,Samstag::N,суббот,dydd Sadwrn
602,Sonntag::N,нарн өдр,dydd Sul
603,Sonntag::N,воскресень,dydd Sul
604,groß::A,ик,mawr
605,klein::A,бичкн,bach
606,lang::A,ут,hir
607,kurz::A,оһтр,byr
608,kurz::A,оһтр,cwta
609,breit::A,өргн,llydan
610,schmal::A,уутьхн,cul
611,dicht::A,нигт,dwys
612,dick[Gegenstand]::A,зузан,trwchus
613,dünn::A,нимгн,tenau
614,fein::A,нәрхн,main
615,fest::A,бат,cadarn
616,flach::A,хавтха,gwastad
617,glatt::A,тегш,llyfn
618,glatt::A,тиньгр,llyfn
619,hart::A,хату,caled
620,weich::A,җөөлн,meddal
621,weich::A,җөөлкн,meddal
622,rund::A,төгрг,crwn
623,spitz::A,шовһр,pigfain
624,scharf::A,хурц,miniog
625,stumpf::A,мука,pŵl
626,schwer::A,күнд,trwm
627,schön::A,сәәхн,teg
628,schön::A,сәәхн,hardd
629,schön::A,сәәхн,prydferth
630,heiß::A,халун,poeth
631,warm::A,дулан,twym
632,warm::A,дулан,cynnes
633,kalt::A,киитн,oer
634,kühl::A,серүн,oeraidd
635,frisch::A,серүн,iach
636,feucht::A,чиигтә,llaith
637,nass::A,чиигтә,gwlyb
638,trocken::A,хагсу,sych
639,voll::A,дүүрң,llawn
640,leer::A,сул,gwag
641,leer::A,хоосн,gwag
642,offen::A,секәтә,agored
643,geschlossen::A,хаалһата,caead
644,geschlossen::A,хаалһата,caeëdig
645,sauber::A,цевр,glân
646,schmutzig::A,киртә,budr
647,schmutzig::A,киртә,brwnt
648,roh::A,түүкә,amrwd
649,reif::A,болсн,aeddfed
650,lecker::A,әмтәхн,blasus
651,lecker::A,әмтәхн,danteithiol
652,süß::A,әмтәхн,melys
653,bitter::A,һашун,chwerw
654,bitter::A,һашута,chwerw
655,sauer::A,ишклң,sur
656,hell::A,герлтә,disglair
657,dunkel::A,харңһу,tywyll
658,schwarz::A,хар,du
659,weiß::A,цаһан,gwyn
660,rot::A,улан,coch
661,gelb::A,шар,melyn
662,blau::A,көк,glas
663,grün::A,көк,gwyrdd
664,grau::A,бор,llwyd
665,bunt::A,алг,lliwgar
666,bunt::A,эрәтә,lliwgar
667,billig::A,кимд,rhad
668,teuer::A,үнтә,drud
669,wertvoll::A,үнтә,gwerthfawr
670,wertvoll::A,эрднь,gwerthfawr
671,blind::A,сохр,dall
672,taub::A,дүлә,byddar
673,kräftig::A,күчтә,nerthol
674,kräftig::A,күчтә,grymus
675,stark::A,чаңһ,cryf
676,stark::A,чаңһ,cadarn
677,schwach::A,күчн тату,gwan
678,fett::A,тарһн,tew
679,schlank::A,эццн,main
680,hübsch::A,көркхн,tlws
681,böse::A,уурта,drwg
682,dumm::A,тенг,twp
683,faul::A,залху,diog
684,fleißig::A,кинән,dyfal
685,fleißig::A,кинмһә,dyfal
686,geizig::A,ховдг,crintach
687,geizig::A,ховдг,cybyddlyd
688,klug::A,ухата,deallus
689,geschickt::A,чадмг,medrus
690,geschickt::A,чадмг,deheuig
691,lieb::A,эңкр,hoff
692,lieb::A,эңкр,annwyl
693,lustig::A,сергмҗтә,llon
694,lustig::A,җирһлтә,llon
695,sanft::A,номһн,mwyn
696,hungrig::A,өлн,newynog
697,hungrig::A,харһнсн,newynog
698,krank::A,өвчтә,sâl
699,krank::A,өвчтә,gwael
700,krank::A,шалтгта,sâl
701,krank::A,шалтгта,gwael
702,nackt::A,нүцкн,noeth
703,traurig::A,һундлта,trist
704,lebendig::A,әмд,yn fyw
705,gut::A,сән,da
706,schlecht::A,му,drwg
707,schlecht::A,му,gwael
708,richtig::A,зөвтә,cywir
709,schlimm::A,җигшүртә,enbyd
710,wahr::A,үнн,gwir
711,wahr::A,мөн,gwir
712,alt::A,хуучн,hen
713,neu::A,шин,newydd
714,ehemalig::A,хуучн,blaenorol
715,alt[Lebewesen]::A,көгшн,oedrannus
716,jung::A,баһ,ifanc
717,arm::A,угатя,tlawd
718,reich::A,байн,cyfoethog
719,bekannt::A,таньл,cynefin
720,bekannt::A,таньл,cyfarwydd
721,bekannt::A,таньдг,cynefin
722,bekannt::A,таньдг,cyfarwydd
723,berühmt::A,туурсн,enwog
724,fremd::A,күүнә,estron
725,verschieden::A,әдл биш,gwahanol
726,verschieden::A,йилһәтә,gwahanol
727,nah::A,өөрхн,agos
728,fern::A,хол,pell
729,linker::A,зүн,aswy
730,linker::A,зүн,chwith
731,rechter::A,барун,de
732,rechter::A,барун,deau
733,anderer::A,талдан,arall
734,erster::A,негдгч,cyntaf
735,zweiter::A,хойрдгч,ail
736,dritter::A,һурвдгч,trydydd
737,letzter::A,отхн,olaf
738,allein::ADV,һанцарн,unig
739,allein::ADV,һанцарн,ar ei ben ei hun
740,auf einmal::ADV,нег дәкҗ,ar yr un pryd
741,zusammen::ADV,хамдан,ynghyd
742,zusammen::ADV,хамдан,gyda'i gilydd
743,lange::ADV,удан,amser hir
744,plötzlich::ADV,генткн,yn sydyn
745,sofort::ADV,дарунь,ar unwaith
746,später::ADV,сүүлд,yn ddiweddarach
747,jetzt::ADV,ода,yn awr
748,heute::ADV,эндр,heddiw
749,morgen::ADV,маңһдур,yfory
750,bald::ADV,дарунь,yn fuan
751,bald::ADV,дарунь,gyda hyn
752,dann::ADV,дәкәд,yna
753,dann::ADV,дәкәд,y pryd hwnnw
754,gestern::ADV,өцклдүр,ddoe
755,einst::ADV,нег саамд,gynt
756,damals::ADV,тиигхд,ar y pryd
757,damals::ADV,тиигхд,bryd hynny
758,danach::ADV,тегәд,wedyn
759,vorher::ADV,урд,o'r blaen
760,zuerst::ADV,түрүләд,yn gyntaf
761,einmal::ADV,нег дәкҗ,unwaith
762,manchmal::ADV,зәрмдән,weithiau
763,manchmal::ADV,зәрмдән,ar brydiau
764,oft::ADV,хара биш,yn aml
765,oft::ADV,хара биш,yn fynych
766,oft::ADV,хатяр биш,yn aml
767,oft::ADV,хатяр биш,yn fynych
768,oft::ADV,дару-дарунь,yn aml
769,oft::ADV,дару-дарунь,yn fynych
770,immer::ADV,оньдинд,bob amser
771,niemals::ADV,кезә чмгн биш,ni ... byth
772,niemals::ADV,кезә чмгн биш,ni ... erioed
773,hier::ADV,энд,yma
