,Concept_ID,bg,es
60,Hunger::N,глад,hambre
61,Träne::N,сълза,lágrima
62,Geschmack::N,вкус,gusto
63,Geruch::N,миризма,olor
64,Schlaf::N,сън,sueño
65,Traum::N,сън,sueño
66,Traum::N,сън,ensueño
67,Himmel::N,небе,cielo
68,Sonne::N,слънце,sol
69,Mond::N,луна,luna
70,Mond::N,месец,luna
71,Stern::N,звезда,estrella
72,Luft::N,въздух,aire
73,Wind::N,вятър,viento
74,Welle::N,вълна,ola
75,Welle::N,вълна,onda
76,Wasser::N,вода,agua
77,Stein::N,камък,piedra
78,Boden::N,земя,suelo
79,Boden::N,почва,suelo
80,Erde::N,земя,tierra
81,Erde::N,почва,tierra
82,Staub::N,прах,polvo
83,Rauch::N,дим,humo
84,Rauch::N,пушек,humo
85,Funke::N,искра,chispa
86,Feuer::N,огън,fuego
87,Licht::N,светлина,luz
88,Schatten::N,сянка,sombra
89,Wetter::N,време,tiempo
90,Nebel::N,мъгла,niebla
91,Wolke::N,облак,nube
92,Regen::N,дъжд,lluvia
93,Schnee::N,сняг,nieve
94,Eis::N,лед,hielo
95,Frost::N,мраз,helada
96,Kälte::N,студ,frío
97,Hitze::N,жега,calor
98,Hitze::N,горещина,calor
99,Raureif::N,скреж,escarcha
100,Raureif::N,слана,escarcha
101,Regenbogen::N,дъга,arco iris
102,Donner::N,гръм,trueno
103,Strömung::N,течение,corriente
104,Tropfen::N,капка,gota
105,Schaum::N,пяна,espuma
106,Schmutz::N,кал,suciedad
107,Schmutz::N,мръсотия,suciedad
108,See::N,езеро,lago
109,Sumpf::N,блато,pantano
110,Moor::N,мочурище,turbera
111,Wiese::N,ливада,prado
112,Wiese::N,ливада,pradera
113,Wald::N,гора,bosque
114,Hügel::N,рид,colina
115,Hügel::N,хълм,colina
116,Anhöhe::N,могила,cerro
117,Anhöhe::N,възвишение,cerro
118,Berg::N,планина,monte
119,Berg::N,планина,montaña
120,Gipfel::N,връх,cima
121,Gipfel::N,връх,cumbre
122,Höhle::N,пещера,cueva
123,Höhle::N,пещера,caverna
124,Abhang::N,склон,cuesta
125,Abhang::N,склон,declive
126,Abhang::N,стръмнина,cuesta
127,Abhang::N,стръмнина,declive
128,Quelle::N,извор,fuente
129,Quelle::N,извор,manantial
130,Bach::N,поток,arroyo
131,Fluss::N,река,río
132,Ufer::N,бряг,orilla
133,Küste::N,бряг,costa
134,Küste::N,крайбрежие,costa
135,Festland::N,суша,tierra firme
136,Meer::N,море,mar
137,Bucht::N,залив,cala
138,Bucht::N,залив,bahía
139,Insel::N,остров,isla
140,Blume::N,цвете,flor
141,Gras::N,трева,hierba
142,Wurzel::N,корен,raíz
143,Baum::N,дърво,árbol
144,Stamm::N,стъбло,tronco
145,Rinde::N,кора,corteza
146,Ast::N,клон,rama
147,Zweig::N,клон,ramo
148,Blatt::N,лист,hoja
149,Birke::N,бреза,abedul
150,Kiefer[Baum]::N,бор,pino
151,Weide[Baum]::N,върба,sauce
152,Tanne::N,ела,abeto
153,Horn::N,рог,asta
154,Horn::N,рог,cuerno
155,Feder::N,перо,pluma
156,Fell::N,кожа,piel
157,Flügel::N,крило,ala
158,Klaue::N,нокът,garra
159,Kralle::N,нокът,uña
160,Kralle::N,нокът,garra
161,Schwanz::N,опашка,cola
162,Ei::N,яйце,huevo
163,Nest::N,гнездо,nido
164,Bau::N,дупка,madriguera
165,Tier::N,животно,animal
166,Herde::N,стадо,rebaño
167,Kuh::N,крава,vaca
168,Bulle::N,бик,toro
169,Pferd::N,кон,caballo
170,Schaf::N,овца,oveja
171,Schwein::N,свиня,cerdo
172,Hund::N,куче,perro
173,Katze::N,котка,gato
174,Bär::N,мечка,oso
175,Eichhörnchen::N,катерица,ardilla
176,Elch::N,лос,alce
177,Fuchs::N,лисица,zorro
178,Hase::N,заек,liebre
179,Maus::N,мишка,ratón
180,Wolf::N,вълк,lobo
181,Vogel::N,птица,ave
182,Vogel::N,птица,pájaro
183,Schwarm::N,рой,bandada
184,Schwarm::N,рояк,bandada
185,Huhn::N,кокошка,gallina
186,Hahn::N,петел,gallo
187,Gans::N,гъска,oca
188,Gans::N,гъска,ganso
189,Adler::N,орел,águila
190,Ente::N,патица,pato
191,Eule::N,сова,lechuza
192,Kranich::N,жерав,grulla
193,Krähe::N,врана,corneja
194,Kuckuck::N,кукувица,cuco
195,Schwan::N,лебед,cisne
196,Fisch::N,риба,pez
197,Barsch::N,костур,perca
198,Hecht::N,щука,lucio
199,Schlange[Tier]::N,змия,serpiente
200,Wurm::N,червей,gusano
201,Spinne::N,паяк,araña
202,Ameise::N,мравка,hormiga
203,Laus::N,въшка,piojo
204,Mücke::N,комар,mosquito
205,Fliege::N,муха,mosca
206,Schmetterling::N,пеперуда,mariposa
207,Beere::N,плод,baya
208,Apfel::N,ябълка,manzana
209,Pilz::N,гъба,seta
210,Pilz::N,гъба,hongo
211,Zwiebel::N,лук,cebolla
212,Zwiebel::N,кромид,cebolla
213,Saat::N,семе,siembra
214,Korn::N,зърно,grano
215,Heu::N,сено,heno
216,Schale::N,кора,cáscara
217,Grube::N,яма,foso
218,Grube::N,дупка,foso
219,Falle::N,примка,trampa
220,Schlinge::N,клуп,lazo
221,Spur::N,диря,huella
222,Spur::N,следа,huella
223,Asche::N,пепел,ceniza
224,Dreck::N,кал,suciedad
225,Eisen::N,желязо,hierro
226,Gold::N,злато,oro
227,Silber::N,сребро,plata
228,Kohle::N,въглища,carbón
229,Glas::N,стъкло,vidrio
230,Glas::N,стъкло,cristal
231,Lehm::N,глина,barro
232,Sand::N,пясък,arena
233,Mensch::N,човек,hombre
234,Mensch::N,човек,ser humano
235,Mann::N,мъж,hombre
236,Frau::N,жена,mujer
237,Kind::N,дете,niño
238,Junge::N,момче,chico
239,Junge::N,момче,muchacho
240,Mädchen::N,момиче,chica
241,Mädchen::N,момиче,muchacha
242,Familie::N,фамилия,familia
243,Familie::N,семейство,familia
244,Großvater::N,дядо,abuelo
245,Großmutter::N,баба,abuela
246,Eltern::N,родители,padres
247,Vater::N,баща,padre
248,Mutter::N,майка,madre
249,Sohn::N,син,hijo
250,Tochter::N,дъщеря,hija
251,Bruder::N,брат,hermano
252,Schwester::N,сестра,hermana
253,Onkel::N,чичо,tío
254,Onkel::N,вуйчо,tío
255,Tante::N,леля,tía
256,Ehemann::N,съпруг,esposo
257,Ehefrau::N,съпруга,esposa
258,Freude::N,радост,placer
259,Freude::N,радост,alegría
260,Gelächter::N,смях,risa
261,Gelächter::N,смях,carcajada
262,Glück::N,щастие,felicidad
263,Kummer::N,тъга,pena
264,Wunsch::N,желание,deseo
265,Lust::N,желание,ganas
266,Geist::N,дух,mente
267,Geist::N,дух,espíritu
268,Gedanke::N,мисъл,idea
269,Gedanke::N,мисъл,pensamiento
270,Gedächtnis::N,памет,memoria
271,Verstand::N,ум,razón
272,Verstand::N,ум,entendimiento
273,Verstand::N,разум,razón
274,Verstand::N,разум,entendimiento
275,Sinn::N,смисъл,sentido
276,Sinn::N,смисъл,significado
277,Grund::N,причина,causa
278,Wahrheit::N,правда,verdad
279,Gespräch::N,разговор,conversación
280,Märchen::N,приказка,cuento
281,Erzählung::N,разказ,cuento
282,Erzählung::N,разказ,narración
283,Nachricht::N,вест,mensaje
284,Nachricht::N,известие,mensaje
285,Neuigkeit::N,новина,noticia
286,Name::N,име,nombre
287,Rätsel::N,гатанка,acertijo
288,Rätsel::N,гатанка,adivinanza
289,Rede::N,реч,discurso
290,Rede::N,слово,discurso
291,Sprache::N,език,lengua
292,Stimme::N,глас,voz
293,Wort::N,дума,palabra
294,Zeichen::N,знак,señal
295,Ruf::N,зов,llamada
296,Lärm::N,шум,ruido
297,Lärm::N,шум,barullo
298,Lärm::N,глъчка,ruido
299,Lärm::N,глъчка,barullo
300,Laut::N,звук,sonido
301,Ton::N,тон,tono
302,Lied::N,песен,canción
303,Ruhe::N,тишина,calma
304,Ruhe::N,тишина,silencio
305,Ruhe::N,спокойствие,calma
306,Ruhe::N,спокойствие,silencio
307,Leute::N,хора,gente
308,Volk::N,народ,pueblo
309,Arbeit::N,труд,trabajo
310,Arbeit::N,работа,trabajo
311,Gast::N,гост,huésped
312,Gast::N,гост,invitado
313,Geschenk::N,дар,regalo
314,Geschenk::N,подарък,regalo
315,Spiel::N,игра,juego
316,Gesellschaft::N,общество,compañía
317,Hilfe::N,помощ,ayuda
318,Hilfe::N,помощ,socorro
319,Freund::N,приятел,amigo
320,Kamerad::N,другар,camarada
321,Kamerad::N,другар,compañero
322,Angelegenheit::N,работа,asunto
323,Anzahl::N,брой,cantidad
324,Anzahl::N,количество,cantidad
325,Art::N,вид,tipo
326,Art::N,вид,clase
327,Stück::N,къс,pieza
328,Stück::N,парче,pieza
329,Teil::N,дял,parte
330,Teil::N,част,parte
331,Hälfte::N,половина,mitad
332,Kreis::N,кръг,círculo
333,Kreuz::N,кръст,cruz
334,Linie::N,черта,línea
335,Strich::N,щрих,raya
336,Strich::N,щрих,trazo
337,Strich::N,черта,raya
338,Strich::N,черта,trazo
339,Abstand::N,дистанция,distancia
340,Abstand::N,разстояние,distancia
341,Entfernung::N,разстояние,distancia
342,Gegend::N,местност,región
343,Gegend::N,местност,comarca
344,Platz::N,място,espacio
345,Ort::N,място,sitio
346,Seite::N,страна,lado
347,Seite::N,страна,costado
348,Mitte::N,среда,medio
349,Mitte::N,среда,centro
350,Gegenstand::N,предмет,objeto
351,Sache::N,вещ,cosa
352,Rand::N,ръб,borde
353,Kante::N,ръб,borde
354,Kante::N,кант,borde
355,Ecke::N,ъгъл,esquina
356,Spitze::N,връх,punta
357,Spitze::N,острие,punta
358,Ende::N,край,cabo
359,Ende::N,край,extremo
360,Loch::N,дупка,agujero
361,Loch::N,дупка,abertura
362,Winkel::N,кът,ángulo
363,Winkel::N,ъгъл,ángulo
364,Muster::N,десен,dibujo
365,Muster::N,образец,dibujo
366,Größe::N,големина,tamaño
367,Länge::N,дължина,longitud
368,Höhe::N,висота,altura
369,Höhe::N,висота,altitud
370,Höhe::N,височина,altura
371,Höhe::N,височина,altitud
372,Gewicht::N,тегло,peso
373,Gewicht::N,тежест,peso
374,Menge::N,количество,cantidad
375,Haufen::N,куп,montón
376,Haufen::N,грамада,montón
377,Reihe::N,ред,fila
378,Reihe::N,редица,fila
379,Boot::N,лодка,bote
380,Boot::N,лодка,barca
381,Ruder::N,весло,remo
382,Ruder::N,гребло,remo
383,Schlitten::N,шейна,trineo
384,Ski::N,ски,esquí
385,Lagerfeuer::N,огнище,hoguera
386,Last::N,товар,carga
387,Gang::N,ход,marcha
388,Gang::N,вървеж,marcha
389,Schritt::N,стъпка,paso
390,Norden::N,север,norte
391,Süden::N,юг,sur
392,Westen::N,запад,oeste
393,Osten::N,изток,este
394,Holz::N,дърво,madera
395,Brett::N,дъска,tabla
396,Stange::N,прът,vara
397,Stange::N,прът,percha
398,Stange::N,върлина,vara
399,Stange::N,върлина,percha
400,Stock::N,прът,palo
401,Stock::N,прът,bastón
402,Stock::N,тояга,palo
403,Stock::N,тояга,bastón
404,Stab::N,прът,vara
405,Stab::N,прът,bastón
406,Rohr::N,цев,tubo
407,Rohr::N,тръба,tubo
408,Haus::N,къща,casa
409,Heim::N,дом,hogar
410,Ofen::N,печка,estufa
411,Fußboden::N,под,suelo
412,Tisch::N,маса,mesa
413,Stuhl::N,стол,silla
414,Wiege::N,люлка,cuna
415,Bett::N,легло,cama
416,Bett::N,креват,cama
417,Regal::N,рафт,estantería
418,Regal::N,етажерка,estantería
419,Kiste::N,кутия,caja
420,Kiste::N,сандък,caja
421,Fenster::N,прозорец,ventana
422,Tür::N,врата,puerta
423,Tor::N,врата,puerta
424,Zaun::N,ограда,valla
425,Zaun::N,ограда,cercado
426,Dach::N,покрив,techo
427,Dach::N,покрив,tejado
428,Leiter::N,стълба,escalera
429,Besen::N,метла,escoba
430,Spaten::N,лопата,pala
431,Schaufel::N,лопата,pala
432,Schaufel::N,лопата,paleta
433,Gabel::N,вилица,tenedor
434,Löffel::N,лъжица,cuchara
435,Messer::N,нож,cuchillo
436,Nagel::N,гвоздей,clavo
437,Netz::N,мрежа,red
438,Haken::N,кука,gancho
439,Haken::N,кука,corchete
440,Haken::N,закачалка,gancho
441,Haken::N,закачалка,corchete
442,Griff::N,ръчка,asa
443,Griff::N,ръчка,mango
444,Griff::N,дръжка,asa
445,Griff::N,дръжка,mango
446,Schloss::N,брава,cerradura
447,Schloss::N,ключалка,cerradura
448,Bild::N,картина,imagen
449,Figur::N,фигура,figura
450,Puppe::N,кукла,muñeca
451,Beutel::N,кесия,bolsa
452,Bündel::N,връзка,haz
453,Tasche::N,чанта,bolso
454,Eimer::N,кофа,cubo
455,Deckel::N,капак,tapa
456,Deckel::N,капак,tapadera
457,Deckel::N,похлупак,tapa
458,Deckel::N,похлупак,tapadera
459,Geschirr::N,съдове,vajilla
460,Sack::N,чувал,saco
461,Tasse::N,чаша,taza
462,Topf::N,гърне,olla
463,Topf::N,гърне,marmita
464,Topf::N,тенджера,olla
465,Topf::N,тенджера,marmita
466,Kessel::N,котел,caldera
467,Essen::N,ядене,comida
468,Nahrung::N,храна,alimento
469,Speise::N,ястие,plato
470,Fleisch::N,месо,carne
471,Getreide::N,зърнено храни,cereales
472,Brei::N,каша,puré
473,Brei::N,каша,papilla
474,Brot::N,хляб,pan
475,Scheibe::N,резен,lonja
476,Scheibe::N,резен,rebanada
477,Fett::N,мазнина,grasa
478,Butter::N,масло,mantequilla
479,Öl::N,олио,aceite
480,Öl::N,оливия,aceite
481,Salz::N,сол,sal
482,Suppe::N,супа,sopa
483,Honig::N,мед,miel
484,Milch::N,мляко,leche
485,Tee::N,чай,té
486,Leder::N,кожа,cuero
487,Wolle::N,вълна,lana
488,Stoff::N,плат,tela
489,Stoff::N,плат,tejido
490,Stoff::N,материал,tela
491,Stoff::N,материал,tejido
492,Nadel::N,игла,aguja
493,Faden::N,конец,hilo
494,Knopf::N,копче,botón
495,Knoten::N,възел,nudo
496,Farbe::N,боя,pintura
497,Kleidung::N,дрехи,ropa
498,Kleidung::N,дрехи,vestidos
499,Kleidung::N,облекло,ropa
500,Kleidung::N,облекло,vestidos
501,Hemd::N,риза,camisa
502,Kragen::N,яка,cuello
503,Ärmel::N,ръкав,manga
504,Hose::N,панталони,pantalón
505,Gürtel::N,пояс,cinturón
506,Gürtel::N,колан,cinturón
507,Mütze::N,каскет,gorro
508,Mütze::N,фуражка,gorro
509,Schuh::N,обувка,zapato
510,Stiefel::N,ботуш,bota
511,Ring::N,пръстен,anillo
512,Band::N,лента,cinta
513,Band::N,връзка,cinta
514,Kamm::N,гребен,peine
515,Spiegel::N,огледало,espejo
516,Riemen::N,каиш,correa
517,Riemen::N,ремък,correa
518,Schnur::N,връв,cuerda
519,Leine::N,връв,correa
520,Leine::N,въже,correa
521,Decke::N,покривка,manta
522,Kissen::N,възглавница,almohada
523,Tuch::N,сукно,pañuelo
524,Handtuch::N,пешкир,toalla
525,Handtuch::N,кърпа за лице,toalla
526,Kraft::N,мощ,fuerza
527,Kraft::N,сила,fuerza
528,Stärke::N,сила,fuerza
529,Gesundheit::N,здраве,salud
530,Krankheit::N,болест,enfermedad
531,Schmerz::N,болка,dolor
532,Wunde::N,рана,llaga
533,Wunde::N,рана,herida
534,Fieber::N,треска,fiebre
535,Fieber::N,температура,fiebre
536,Arznei::N,лек,medicina
537,Arznei::N,лек,medicamento
538,Arznei::N,лекарство,medicina
539,Arznei::N,лекарство,medicamento
540,Brücke::N,мост,puente
541,Brunnen::N,чешма,pozo
542,Brunnen::N,кладенец,pozo
543,Weide::N,паша,pasto
544,Weide::N,пасище,pasto
545,Pfad::N,пътека,sendero
546,Weg::N,път,camino
547,Straße::N,шосе,vía
548,Straße::N,шосе,carretera
549,Dorf::N,село,aldea
550,Dorf::N,село,pueblo
551,Stadt::N,град,ciudad
552,Brief::N,писмо,carta
553,Buch::N,книга,libro
554,Buchstabe::N,буква,letra
555,Buchstabe::N,буква,carácter
556,Zeitung::N,вестник,diario
557,Zeitung::N,вестник,periódico
558,Leben::N,живот,vida
559,Tod::N,смърт,muerte
560,Grab::N,гроб,tumba
561,Grab::N,гроб,sepulcro
562,Kirche::N,църква,iglesia
563,Sünde::N,грях,pecado
564,Gott::N,бог,dios
565,Arbeiter::N,работник,obrero
566,Arbeiter::N,работник,trabajador
567,Chef::N,шеф,jefe
568,Chef::N,началник,jefe
569,Meister::N,майстор,maestro
570,Arzt::N,лекар,médico
571,Lehrer::N,учител,profesor
572,Geld::N,пари,dinero
573,Geschäft::N,сделка,negocio
574,Laden::N,дюкян,tienda
575,Laden::N,магазин,tienda
576,Preis::N,цена,precio
577,Ware::N,стока,mercancía
578,Nutzen::N,полза,provecho
579,Nutzen::N,облага,provecho
580,Reichtum::N,богатство,riqueza
581,Welt::N,свят,mundo
582,Land::N,страна,país
583,Staat::N,щат,Estado
584,Staat::N,държава,Estado
585,König::N,крал,rey
586,Macht::N,мощ,poder
587,Macht::N,мощ,potencia
588,Macht::N,власт,poder
589,Macht::N,власт,potencia
590,Grenze::N,граница,frontera
591,Krieg::N,война,guerra
592,Feind::N,враг,enemigo
593,Feind::N,неприятел,enemigo
594,Gewalt::N,сила,violencia
595,Gewalt::N,насилие,violencia
596,Kampf::N,борба,lucha
597,Kampf::N,борба,combate
598,Kampf::N,сражение,lucha
599,Kampf::N,сражение,combate
600,Bogen[Waffe]::N,лък,arco
601,Pfeil::N,стрела,flecha
602,Gewehr::N,пушка,fusil
603,Gewehr::N,пушка,escopeta
604,Fehler::N,грешка,error
605,Lüge::N,лъжа,mentira
606,Schaden::N,повреда,daño
607,Unglück::N,нещастие,desgracia
608,Schuld::N,вина,culpa
609,Alter::N,възраст,edad
610,Schluss::N,край,fin
611,Schluss::N,край,final
612,Zeit::N,време,tiempo
613,Tag::N,ден,día
614,Morgen::N,утро,mañana
615,Morgen::N,сутрин,mañana
616,Mittag::N,обед,mediodía
617,Mittag::N,пладне,mediodía
618,Abend::N,вечер,noche
619,Nacht::N,нощ,noche
620,Woche::N,седмица,semana
621,Monat::N,месец,mes
622,Jahr::N,година,año
623,Frühling::N,пролет,primavera
624,Sommer::N,лято,verano
625,Herbst::N,есен,otoño
626,Winter::N,зима,invierno
627,Januar::N,януари,enero
628,Februar::N,февруари,febrero
629,März::N,март,marzo
630,April::N,април,abril
631,Mai::N,май,mayo
632,Juni::N,юни,junio
633,Juli::N,юли,julio
634,August::N,август,agosto
635,September::N,септември,septiembre
636,Oktober::N,октомври,octubre
637,November::N,ноември,noviembre
638,Dezember::N,декември,diciembre
639,Montag::N,понеделник,lunes
640,Dienstag::N,вторник,martes
641,Mittwoch::N,сряда,miércoles
642,Donnerstag::N,четвъртък,jueves
643,Freitag::N,петък,viernes
644,Samstag::N,събота,sábado
645,Sonntag::N,неделя,domingo
646,groß::A,едър,grande
647,groß::A,голям,grande
648,klein::A,малък,pequeño
649,klein::A,дребен,pequeño
650,lang::A,дълъг,largo
651,kurz::A,къс,corto
652,breit::A,широк,ancho
653,schmal::A,тесен,estrecho
654,dicht::A,гъст,denso
655,dick[Gegenstand]::A,дебел,grueso
656,dünn::A,тънък,fino
657,dünn::A,тънък,delgado
658,fein::A,фин,fino
659,fein::A,фин,delicado
660,fein::A,тънък,fino
661,fein::A,тънък,delicado
662,fest::A,твърд,firme
663,fest::A,твърд,sólido
664,fest::A,плътен,firme
665,fest::A,плътен,sólido
666,flach::A,равен,plano
667,flach::A,плосък,plano
668,glatt::A,гладък,liso
669,hart::A,твърд,duro
670,hart::A,корав,duro
671,weich::A,мек,muelle
672,rund::A,кръгъл,redondo
673,spitz::A,островръх,agudo
674,spitz::A,островръх,apuntado
675,scharf::A,остър,agudo
676,scharf::A,остър,afilado
677,stumpf::A,тъп,sin filo
678,schwer::A,тежък,pesado
679,schön::A,хубав,bello
680,schön::A,хубав,hermoso
681,schön::A,красив,bello
682,schön::A,красив,hermoso
683,heiß::A,жарък,caluroso
684,warm::A,топъл,cálido
685,warm::A,топъл,caliente
686,kalt::A,студен,frío
687,kühl::A,хладен,fresco
688,frisch::A,свеж,fresco
689,feucht::A,влажен,húmedo
690,nass::A,мокър,mojado
691,trocken::A,сух,seco
692,voll::A,пълен,lleno
693,leer::A,празен,vacío
694,offen::A,откровен,abierto
695,geschlossen::A,закрит,cerrado
696,geschlossen::A,затворен,cerrado
697,sauber::A,чист,limpio
698,schmutzig::A,мръсен,sucio
699,roh::A,суров,crudo
700,reif::A,зрял,maduro
701,lecker::A,вкусен,rico
702,lecker::A,вкусен,sabroso
703,süß::A,сладък,dulce
704,bitter::A,горчив,amargo
705,sauer::A,кисел,agrio
706,hell::A,ясен,claro
707,hell::A,светъл,claro
708,dunkel::A,тъмен,oscuro
709,schwarz::A,черен,negro
710,weiß::A,бял,blanco
711,rot::A,червен,rojo
712,gelb::A,жълт,amarillo
713,blau::A,син,azul
714,grün::A,зелен,verde
715,grau::A,сив,gris
716,bunt::A,шарен,multicolor
717,bunt::A,пъстър,multicolor
718,billig::A,евтин,barato
719,teuer::A,скъп,caro
720,wertvoll::A,ценен,valioso
721,wertvoll::A,ценен,precioso
722,blind::A,сляп,ciego
723,taub::A,глух,sordo
724,kräftig::A,силен,fuerte
725,stark::A,здрав,fuerte
726,stark::A,здрав,vigoroso
727,stark::A,силен,fuerte
728,stark::A,силен,vigoroso
729,schwach::A,слаб,débil
730,fett::A,тлъст,obeso
731,schlank::A,тънък,esbelto
732,schlank::A,строен,esbelto
733,hübsch::A,хубав,mono
734,hübsch::A,хубав,guapo
735,böse::A,зъл,malo
736,dumm::A,глупав,tonto
737,dumm::A,глупав,estúpido
738,faul::A,ленив,vago
739,faul::A,ленив,perezoso
740,faul::A,мързелив,vago
741,faul::A,мързелив,perezoso
742,fleißig::A,прилежен,aplicado
743,fleißig::A,прилежен,diligente
744,geizig::A,скъпернически,avaro
745,klug::A,умен,sensato
746,klug::A,умен,inteligente
747,klug::A,разумен,sensato
748,klug::A,разумен,inteligente
749,geschickt::A,умел,hábil
750,geschickt::A,сръчен,hábil
751,lieb::A,мил,querido
752,lieb::A,драг,querido
753,lustig::A,весел,alegre
754,sanft::A,нежен,suave
755,sanft::A,кротък,suave
756,hungrig::A,гладен,hambriento
757,krank::A,болен,enfermo
758,nackt::A,гол,desnudo
759,traurig::A,тъжен,triste
760,traurig::A,печален,triste
761,lebendig::A,жив,vivo
762,lebendig::A,жив,viviente
763,gut::A,добър,bueno
764,schlecht::A,лош,malo
765,richtig::A,правилен,justo
766,richtig::A,правилен,correcto
767,schlimm::A,лош,malo
768,schlimm::A,лош,grave
769,wahr::A,верен,verídico
770,wahr::A,верен,verdadero
771,wahr::A,истински,verídico
772,wahr::A,истински,verdadero
773,alt::A,стар,viejo
774,alt::A,древен,viejo
775,neu::A,нов,nuevo
776,ehemalig::A,бивш,antiguo
777,alt[Lebewesen]::A,стар,viejo
778,jung::A,млад,joven
779,arm::A,беден,pobre
780,reich::A,богат,rico
781,bekannt::A,познат,conocido
782,bekannt::A,известен,conocido
783,berühmt::A,почут,famoso
784,berühmt::A,почут,célebre
785,berühmt::A,известен,famoso
786,berühmt::A,известен,célebre
787,fremd::A,чужд,extraño
788,verschieden::A,разен,diverso
789,verschieden::A,разен,distinto
790,verschieden::A,разен,diferente
791,verschieden::A,различен,diverso
792,verschieden::A,различен,distinto
793,verschieden::A,различен,diferente
794,nah::A,близък,cercano
795,fern::A,далечен,lejano
796,linker::A,ляв,izquierdo
797,rechter::A,прав,derecho
798,anderer::A,друг,otro
799,erster::A,пръв,primero
800,erster::A,първи,primero
801,zweiter::A,втори,segundo
802,dritter::A,трети,tercero
803,letzter::A,последен,último
804,allein::ADV,само,a solo
805,auf einmal::ADV,същевременно,de una vez
806,zusammen::ADV,заедно,juntos
807,lange::ADV,дълго,mucho tiempo
808,plötzlich::ADV,изведнъж,de repente
809,sofort::ADV,веднага,en seguida
810,später::ADV,по-късно,más tarde
811,jetzt::ADV,сега,ahora
812,heute::ADV,днес,hoy
813,morgen::ADV,утре,mañana
814,bald::ADV,скоро,pronto
815,bald::ADV,скоро,en breve
816,dann::ADV,после,luego
817,dann::ADV,после,entonces
818,dann::ADV,тогава,luego
819,dann::ADV,тогава,entonces
820,gestern::ADV,вчера,ayer
821,einst::ADV,някога,antaño
822,damals::ADV,тогава,entonces
823,danach::ADV,после,después
824,danach::ADV,след това,después
825,vorher::ADV,преди,antes
826,vorher::ADV,преди това,antes
827,zuerst::ADV,най-напред,primero
828,einmal::ADV,веднъж,una vez
829,einmal::ADV,един път,una vez
830,manchmal::ADV,понякога,a veces
831,oft::ADV,често,a menudo
832,oft::ADV,често,con frecuencia
833,immer::ADV,винаги,siempre
834,niemals::ADV,никога,jamás
835,hier::ADV,тук,aquí
836,hier::ADV,тука,aquí
837,hierhin::ADV,насам,acá
838,von hier::ADV,оттук,desde aquí
839,von hier::ADV,оттука,desde aquí
840,dort::ADV,там,ahí
841,dort::ADV,там,allí
842,dorthin::ADV,натам,allí
843,dorthin::ADV,натам,hacia allí
844,dorthin::ADV,нататък,allí
845,dorthin::ADV,нататък,hacia allí
846,geradeaus::ADV,направо,todo derecho
847,vorwärts::ADV,напред,adelante
848,rückwärts::ADV,назад,hacia atrás
849,zurück::ADV,обратно,atrás
850,unten::ADV,долу,abajo
851,hinab::ADV,надолу,hacia abajo
852,oben::ADV,горе,arriba
853,hinauf::ADV,нагоре,hacia arriba
854,überall::ADV,навсякъде,por todas partes
855,nicht::ADV,не,no
856,ein wenig::ADV,малко,un poco
857,kaum::ADV,едва,apenas
858,kaum::ADV,едвам,apenas
859,sehr::ADV,много,muy
860,sehr::ADV,много,mucho
861,sehr::ADV,твърде,muy
