,Concept_ID,la,zh
94,Schaum::N,spuma,泡沫
95,Schmutz::N,sordes,赃物
96,Schmutz::N,squalor,赃物
97,See::N,lacus,湖
98,Sumpf::N,palus,沼泽
99,Moor::N,palus,沼泽
100,Wiese::N,pratum,草地
101,Wald::N,silva,森林
102,Hügel::N,collis,丘陵
103,Anhöhe::N,specula,山丘
104,Berg::N,mons,山
105,Gipfel::N,vertex,峰
106,Höhle::N,caverna,洞穴
107,Höhle::N,spelunca,洞穴
108,Abhang::N,declivum,斜坡
109,Quelle::N,fons,泉
110,Bach::N,rivus,溪
111,Fluss::N,flumen,河流
112,Ufer::N,ripa,岸
113,Küste::N,litus,海岸
114,Festland::N,continens,大陆
115,Meer::N,mare,海
116,Bucht::N,sinus,海湾
117,Insel::N,insula,岛
118,Blume::N,flos,花
119,Gras::N,herba,草
120,Gras::N,gramen,草
121,Wurzel::N,radix,根
122,Baum::N,arbor,树
123,Stamm::N,truncus,树干
124,Rinde::N,cortex,树皮
125,Ast::N,ramus,树枝
126,Zweig::N,ramus,树枝
127,Blatt::N,folium,叶子
128,Birke::N,betulla,桦木
129,Kiefer[Baum]::N,pinus,松树
130,Weide[Baum]::N,salix,柳树
131,Tanne::N,abies,冷杉
132,Horn::N,cornu,角
133,Feder::N,penna,羽毛
134,Fell::N,pellis,皮毛
135,Flügel::N,ala,翅膀
136,Klaue::N,unguis,爪子
137,Kralle::N,unguis,爪子
138,Schwanz::N,cauda,尾巴
139,Ei::N,ovum,蛋
140,Nest::N,nidus,巢
141,Bau::N,cavum,穴
142,Bau::N,latibulum,穴
143,Tier::N,bestia,动物
144,Herde::N,grex,群
145,Kuh::N,vacca,母牛
146,Bulle::N,taurus,公牛
147,Pferd::N,equus,马
148,Schaf::N,ovis,羊
149,Schwein::N,sus,猪
150,Schwein::N,porcus,猪
151,Hund::N,canis,狗
152,Katze::N,felis,猫
153,Bär::N,ursus,熊
154,Eichhörnchen::N,sciurus,松鼠
155,Elch::N,alces,麋鹿
156,Fuchs::N,vulpes,狐狸
157,Hase::N,lepus,兔子
158,Maus::N,mus,老鼠
159,Wolf::N,lupus,狼
160,Vogel::N,avis,鸟
161,Schwarm::N,examen,群
162,Huhn::N,gallina,鸡
163,Hahn::N,gallus,公鸡
164,Gans::N,anser,鹅
165,Adler::N,aquila,鹰
166,Ente::N,anas,鸭
167,Eule::N,ulula,猫头鹰
168,Eule::N,noctua,猫头鹰
169,Kranich::N,grus,鹤
170,Krähe::N,cornix,乌鸦
171,Kuckuck::N,cuculus,布谷鸟
172,Schwan::N,olor,天鹅
173,Schwan::N,cycnus,天鹅
174,Fisch::N,piscis,鱼
175,Barsch::N,perca,鲈鱼
176,Hecht::N,esox,狗鱼
177,Schlange[Tier]::N,serpens,蛇
178,Wurm::N,vermis,蠕虫
179,Spinne::N,aranea,蜘蛛
180,Ameise::N,formica,蚂蚁
181,Laus::N,pediculus,虱子
182,Mücke::N,culex,蚊子
183,Fliege::N,musca,苍蝇
184,Schmetterling::N,papilio,蝴蝶
185,Beere::N,baca,将果
186,Apfel::N,malum,苹果
187,Pilz::N,fungus,蘑菇
188,Zwiebel::N,cepa,洋葱
189,Saat::N,seges,种子
190,Korn::N,granum,谷粒
191,Heu::N,faenum,干草
192,Schale::N,putamen,壳
193,Grube::N,fovea,坑
194,Falle::N,pedica,圈套
195,Schlinge::N,laqueus,活扣
196,Spur::N,vestigium,踪迹
197,Asche::N,cinis,灰烬
198,Dreck::N,lutum,污垢
199,Eisen::N,ferrum,铁
200,Gold::N,aurum,金子
201,Silber::N,argentum,银
202,Kohle::N,carbo,煤
203,Glas::N,vitrum,玻璃
204,Lehm::N,lutum,粘土
205,Sand::N,arena,沙
206,Mensch::N,homo,人
207,Mann::N,vir,男子
208,Frau::N,mulier,妇女
209,Kind::N,puer,小孩
210,Kind::N,infans,小孩
211,Junge::N,puer,男孩
212,Mädchen::N,puella,女孩
213,Familie::N,familia,家庭
214,Großvater::N,avus,祖父
215,Großmutter::N,avia,祖母
216,Eltern::N,parentes,父母
217,Vater::N,pater,父亲
218,Mutter::N,mater,母亲
219,Sohn::N,filius,儿子
220,Tochter::N,filia,女儿
221,Bruder::N,frater,兄弟
222,Schwester::N,soror,姐妹
223,Onkel::N,patruus,伯父
224,Onkel::N,avunculus,伯父
225,Tante::N,amita,阿姨
226,Ehemann::N,maritus,丈夫
227,Ehefrau::N,uxor,妻子
228,Freude::N,gaudium,愉快
229,Freude::N,laetitia,愉快
230,Gelächter::N,risus,大笑
231,Glück::N,felicitas,运气
232,Kummer::N,aegritudo,苦恼
233,Wunsch::N,voluntas,愿望
234,Wunsch::N,desiderium,愿望
235,Lust::N,libido,乐趣
236,Lust::N,voluptas,乐趣
237,Geist::N,mens,精神
238,Geist::N,animus,精神
239,Gedanke::N,sententia,思想
240,Gedächtnis::N,memoria,记性
241,Verstand::N,ratio,理智
242,Verstand::N,ingenium,理智
243,Sinn::N,sensus,感觉
244,Grund::N,causa,理由
245,Wahrheit::N,veritas,真理
246,Gespräch::N,sermo,谈话
247,Märchen::N,fabula,童话
248,Erzählung::N,fabula,故事
249,Erzählung::N,narratio,故事
250,Nachricht::N,nuntius,消息
251,Neuigkeit::N,novitas,新闻
252,Name::N,nomen,名字
253,Rätsel::N,aenigma,谜语
254,Rede::N,oratio,讲话
255,Sprache::N,lingua,语言
256,Stimme::N,vox,声音
257,Wort::N,verbum,词
258,Wort::N,vocabulum,词
259,Zeichen::N,signum,标记
260,Ruf::N,clamor,呼喊
261,Lärm::N,strepitus,噪音
262,Laut::N,sonus,响声
263,Ton::N,sonus,声音
264,Lied::N,carmen,歌曲
265,Ruhe::N,quies,安静
266,Leute::N,homines,人们
267,Volk::N,populus,人民
268,Arbeit::N,labor,劳动
269,Gast::N,hospes,客人
270,Gast::N,conviva,客人
271,Geschenk::N,munus,礼物
272,Spiel::N,ludus,游戏
273,Gesellschaft::N,societas,陪同
274,Hilfe::N,auxilium,帮助
275,Hilfe::N,subsidium,帮助
276,Freund::N,amicus,朋友
277,Kamerad::N,socius,同志
278,Angelegenheit::N,res,事情
279,Anzahl::N,numerus,数目
280,Art::N,genus,种类
281,Stück::N,frustum,块
282,Stück::N,fragmentum,块
283,Teil::N,pars,部分
284,Hälfte::N,dimidium,一半
285,Kreis::N,orbis,圆
286,Kreis::N,circus,圆
287,Kreuz::N,crux,十字架
288,Linie::N,linea,线条
289,Strich::N,lineamentum,划
290,Abstand::N,intervallum,距离
291,Entfernung::N,spatium,距离
292,Gegend::N,loca,地区
293,Gegend::N,regio,地区
294,Platz::N,locus,场所
295,Ort::N,locus,地点
296,Seite::N,latus,面
297,Mitte::N,medium,中间
298,Gegenstand::N,res,物品
299,Sache::N,res,物
300,Rand::N,margo,边
301,Kante::N,angulus,棱
302,Ecke::N,angulus,角
303,Spitze::N,cacumen,尖
304,Ende::N,caput,结尾
305,Loch::N,foramen,洞
306,Winkel::N,angulus,角度
307,Muster::N,exemplum,模型
308,Größe::N,magnitudo,大小
309,Länge::N,longitudo,长度
310,Höhe::N,altitudo,高度
311,Gewicht::N,pondus,重量
312,Menge::N,copia,数量
313,Haufen::N,acervus,堆
314,Reihe::N,ordo,行
315,Boot::N,navicula,小船
316,Ruder::N,remus,奖
317,Schlitten::N,sclodia,雪橇
318,Ski::N,narta,雪板
319,Lagerfeuer::N,ignis,营火
320,Last::N,onus,负担
321,Gang::N,cursus,行走
322,Schritt::N,gradus,步伐
323,Norden::N,septentriones,北
324,Süden::N,meridies,南
325,Westen::N,occidens,西
326,Osten::N,oriens,东
327,Holz::N,lignum,木材
328,Brett::N,tabula,木板
329,Platte::N,lamina,平板
330,Stütze::N,adminiculum,支架
331,Stange::N,pertica,杆
332,Stock::N,baculum,棒
333,Stab::N,scipio,棍
334,Rohr::N,tubus,管子
335,Haus::N,aedes,房屋
336,Heim::N,domicilium,家
337,Ofen::N,fornax,炉子
338,Fußboden::N,solum,地板
339,Tisch::N,mensa,桌子
340,Stuhl::N,sella,椅子
341,Wiege::N,cunae,摇蓝
342,Bett::N,lectus,床
343,Regal::N,foruli,架子
344,Kiste::N,cista,箱子
345,Fenster::N,fenestra,窗户
346,Tür::N,ianua,门
347,Tor::N,porta,大门
348,Zaun::N,saepes,篱笆
349,Dach::N,tectum,屋顶
350,Leiter::N,scalae,梯子
351,Besen::N,scopae,扫帚
352,Spaten::N,pala,铁锹
353,Schaufel::N,pala,铁锹
354,Gabel::N,fuscinula,叉
355,Löffel::N,coclear,食匙
356,Messer::N,culter,刀
357,Nagel::N,clavus,钉子
358,Netz::N,rete,网
359,Haken::N,hamus,钩子
360,Griff::N,manubrium,把柄
361,Schloss::N,claustra,锁
362,Bild::N,tabula,图画
363,Bild::N,pictura,图画
364,Figur::N,statunculum,人像
365,Puppe::N,pupa,娃娃
366,Beutel::N,sacculus,袋子
367,Bündel::N,fascis,捆
368,Tasche::N,sacculus,手提包
369,Eimer::N,situla,桶
370,Deckel::N,operculum,盖子
371,Geschirr::N,vasa,餐具
372,Sack::N,saccus,袋子
373,Tasse::N,pocillum,杯子
374,Topf::N,olla,锅
375,Kessel::N,aenum,水壶
376,Essen::N,cena,进餐
377,Nahrung::N,cibus,食物
378,Nahrung::N,alimenta,食物
379,Speise::N,cibus,菜肴
380,Fleisch::N,caro,肉
381,Getreide::N,frumentum,谷物
382,Brei::N,puls,粥
383,Brot::N,panis,面包
384,Scheibe::N,frustum,片
385,Fett::N,pingue,脂肪
386,Butter::N,butȳrum,黄油
387,Öl::N,oleum,油
388,Salz::N,sal,盐
389,Suppe::N,ius,汤
390,Honig::N,mel,蜂蜜
391,Milch::N,lac,奶
392,Tee::N,thea,茶
393,Leder::N,corium,皮革
394,Wolle::N,lana,毛线
395,Stoff::N,textum,织物
396,Nadel::N,acus,针
397,Faden::N,filum,线
398,Knopf::N,bulla,纽扣
399,Knoten::N,nodus,结
400,Farbe::N,pigmentum,颜色
401,Kleidung::N,vestimenta,衣服
402,Hemd::N,tunica,衬衫
403,Kragen::N,collare,领子
404,Ärmel::N,manica,袖子
405,Hose::N,bracae,裤子
406,Gürtel::N,cingulum,腰带
407,Mütze::N,pilleus,帽子
408,Schuh::N,calceus,鞋
409,Stiefel::N,pero,靴子
410,Stiefel::N,caliga,靴子
411,Ring::N,anulus,戒指
412,Band::N,redimiculum,带子
413,Kamm::N,pecten,梳子
414,Spiegel::N,speculum,镜子
415,Riemen::N,lorum,皮带
416,Schnur::N,linum,绳子
417,Leine::N,retinaculum,皮带
418,Decke::N,lodix,被子
419,Kissen::N,pulvinus,软垫
420,Tuch::N,velum,巾
421,Handtuch::N,mantele,手巾
422,Kraft::N,vis,力
423,Stärke::N,robur,力量
424,Gesundheit::N,valetudo,健康
425,Krankheit::N,morbus,病
426,Schmerz::N,dolor,痛
427,Wunde::N,vulnus,伤口
428,Fieber::N,febris,发烧
429,Arznei::N,remedium,药
430,Brücke::N,pons,桥
431,Brunnen::N,puteus,井
432,Weide::N,pascua,牧场
433,Pfad::N,semita,小路
434,Weg::N,iter,路
435,Straße::N,via,街
436,Dorf::N,vicus,村庄
437,Stadt::N,urbs,城市
438,Stadt::N,oppidum,城市
439,Brief::N,epistula,信
440,Buch::N,liber,书
441,Buchstabe::N,littera,字母
442,Zeitung::N,diurnum,报纸
443,Leben::N,vita,生命
444,Tod::N,mors,死亡
445,Grab::N,sepulcrum,坟墓
446,Kirche::N,ecclesia,教堂
447,Sünde::N,peccatum,罪
448,Gott::N,deus,上帝
449,Arbeiter::N,operarius,工人
450,Chef::N,praefectus,上司
451,Meister::N,magister,师傅
452,Arzt::N,medicus,医生
453,Lehrer::N,magister,教师
454,Geld::N,aes,钱
455,Geld::N,pecunia,钱
456,Geschäft::N,negotium,交易
457,Laden::N,taberna,商店
458,Preis::N,pretium,价格
459,Ware::N,merx,商品
460,Nutzen::N,utilitas,好处
461,Reichtum::N,opes,财富
462,Reichtum::N,divitiae,财富
463,Welt::N,mundus,世界
464,Land::N,terra,国家
465,Staat::N,res publica,国家
466,König::N,rex,国王
467,Macht::N,potestas,权力
468,Grenze::N,limes,边界
469,Krieg::N,bellum,战争
470,Feind::N,inimicus,敌人
471,Gewalt::N,vis,暴力
472,Kampf::N,pugna,战斗
473,Bogen[Waffe]::N,arcus,弓
474,Pfeil::N,sagitta,箭
475,Gewehr::N,sclopetum,枪
476,Fehler::N,error,错误
477,Lüge::N,mendacium,谎话
478,Schaden::N,damnum,损失
479,Schaden::N,detrimentum,损失
480,Unglück::N,miseria,不幸
481,Unglück::N,calamitas,不幸
482,Schuld::N,culpa,过错
483,Alter::N,aetas,年龄
484,Schluss::N,finis,结束
485,Zeit::N,tempus,时间
486,Tag::N,dies,天
487,Morgen::N,mane,早晨
488,Mittag::N,meridies,中午
489,Abend::N,vesper,晚上
490,Nacht::N,nox,夜
491,Woche::N,septimana,星期
492,Monat::N,mensis,月
493,Jahr::N,annus,年
494,Frühling::N,ver,春天
495,Sommer::N,aestas,夏天
496,Herbst::N,autumnus,秋天
497,Winter::N,hiems,冬天
498,Januar::N,Ianuarius,一月
499,Februar::N,Februarius,二月
500,März::N,Martius,三月
501,April::N,Aprilis,四月
502,Mai::N,Maius,五月
503,Juni::N,Iunius,六月
504,Juli::N,Iulius,七月
505,August::N,Augustus,八月
506,September::N,September,九月
507,Oktober::N,Octobris,十月
508,November::N,Novembris,十一月
509,Dezember::N,December,十二月
510,Montag::N,dies lunae,星期一
511,Dienstag::N,dies Martis ,星期二
512,Mittwoch::N,dies Mercurii,星期三
513,Donnerstag::N,dies Iovis,星期四
514,Freitag::N,dies Veneris,星期五
515,Samstag::N,dies Saturni,星期六
516,Sonntag::N,dominicus,星期日
517,Sonntag::N,dies solis,星期日
518,groß::A,magnus,大
519,klein::A,parvus,小
520,lang::A,longus,长
521,kurz::A,brevis,短
522,breit::A,latus,宽
523,schmal::A,angustus,细长的
524,dicht::A,densus,密
525,dick[Gegenstand]::A,crassus,厚
526,dünn::A,tenuis,薄
527,fein::A,subtilis,细小
528,fest::A,solidus,固体
529,fest::A,stabilis,固体
530,flach::A,planus,平坦
531,glatt::A,levis,光滑
532,hart::A,durus,硬
533,weich::A,mollis,软
534,rund::A,rotundus,圆
535,spitz::A,acutus,尖
536,scharf::A,acer,锋利
537,stumpf::A,hebes,钝
538,schwer::A,gravis,重
539,schön::A,pulcher,美丽
540,schön::A,formosus,美丽
541,heiß::A,fervidus,烫
542,warm::A,calidus,暖和
543,kalt::A,frigidus,冷
544,kühl::A,frigidus,凉
545,frisch::A,recens,新鲜
546,feucht::A,umidus,潮湿
547,nass::A,madidus,湿
548,trocken::A,aridus,干
549,voll::A,plenus,满
550,leer::A,vacuus,空
551,offen::A,apertus,敞开
552,geschlossen::A,clausus,关闭
553,sauber::A,lautus,干净
554,schmutzig::A,sordidus,肮脏
555,roh::A,crudus,生
556,reif::A,maturus,成熟
557,lecker::A,delicatus,好吃
558,süß::A,dulcis,甜
559,bitter::A,amarus,苦
560,bitter::A,acerbus,苦
561,sauer::A,acidus,酸
562,hell::A,clarus,亮
563,dunkel::A,obscurus,阴暗
564,schwarz::A,niger,黑
565,weiß::A,albus,白
566,rot::A,ruber,红
567,gelb::A,flavus,黄
568,blau::A,caeruleus,蓝
569,grün::A,viridis,绿
570,grau::A,canus,灰色
571,bunt::A,varius,五彩
572,billig::A,vilis,便宜
573,teuer::A,carus,贵
574,wertvoll::A,pretiosus,贵重
575,blind::A,caecus,瞎
576,taub::A,surdus,聋
577,kräftig::A,robustus,强壮
578,stark::A,firmus,强壮
579,stark::A,validus,强壮
580,schwach::A,debilis,弱
581,schwach::A,infirmus,弱
582,fett::A,crassus,胖
583,schlank::A,procerus,苗条
584,hübsch::A,pulcher,漂亮
585,böse::A,improbus,邪恶
586,dumm::A,stultus,笨
587,dumm::A,stupidus,笨
588,faul::A,piger,懒惰
589,fleißig::A,sedulus,勤奋
590,geizig::A,avarus,吝啬
591,klug::A,prudens,聪明
592,geschickt::A,sollers,灵巧
593,lieb::A,carus,可爱
594,lustig::A,iocosus,快乐
595,sanft::A,clemens,柔和
596,hungrig::A,impastus,饥饿
597,krank::A,aeger,患病
598,nackt::A,nudus,裸体
599,traurig::A,maestus,悲哀
600,lebendig::A,vivus,活
601,gut::A,bonus,好
602,schlecht::A,malus,坏
603,richtig::A,rectus,正确
604,schlimm::A,malus,糟糕
605,wahr::A,verus,真
606,alt::A,antiquus,旧
607,neu::A,novus,新
608,ehemalig::A,pristinus,以前
609,alt[Lebewesen]::A,vetus,老
610,jung::A,iuvenis,年轻
611,arm::A,pauper,贫穷
612,reich::A,dives,富裕
613,bekannt::A,notus,出名
614,berühmt::A,celeber,著名
615,berühmt::A,illustris,著名
616,fremd::A,peregrinus,陌生
617,verschieden::A,varius,不同
618,nah::A,propinquus,近
619,fern::A,longinquus,遥远
620,linker::A,sinister,左
621,rechter::A,dexter,右
622,anderer::A,alius,别的
623,erster::A,primus,第一
624,zweiter::A,secundus,第二
625,dritter::A,tertius,第三
626,letzter::A,ultimus,最后
627,allein::ADV,solum,单独
628,auf einmal::ADV,simul,同时
629,zusammen::ADV,una,一起
630,lange::ADV,diu,许久
631,plötzlich::ADV,subito,忽然
632,plötzlich::ADV,repente,忽然
633,sofort::ADV,statim,立刻
634,später::ADV,postea,以后
635,jetzt::ADV,nunc,现在
636,heute::ADV,hodie,今天
637,morgen::ADV,cras,明天
638,bald::ADV,mox,即将
639,dann::ADV,deinde,然后
640,gestern::ADV,heri,昨天
641,einst::ADV,olim,曾经
642,damals::ADV,tum,当时
643,danach::ADV,postea,随后
644,vorher::ADV,antea,事先
645,zuerst::ADV,primo,首先
646,einmal::ADV,semel,一次
647,manchmal::ADV,interdum,有时
648,oft::ADV,saepe,时常
649,immer::ADV,semper,总是
650,niemals::ADV,numquam,从未
651,hier::ADV,hic,这里
652,hierhin::ADV,huc,到这里
653,von hier::ADV,hinc,由此
654,dort::ADV,ibi,那里
655,dorthin::ADV,eo,到那里
656,geradeaus::ADV,recte,一直往前
657,vorwärts::ADV,porro,向前
658,rückwärts::ADV,retro,向后
659,zurück::ADV,retro,退后
660,unten::ADV,infra,下面
661,hinab::ADV,pessum,向下
662,oben::ADV,supra,上面
663,hinauf::ADV,sursum,向上
664,überall::ADV,ubique,到处
665,nicht::ADV,non,不
666,ein wenig::ADV,paulum,一点儿
667,kaum::ADV,vix,几乎不
668,kaum::ADV,aegre,几乎不
669,sehr::ADV,valde,很
670,sehr::ADV,magnopere,很
671,so::ADV,ita,如此
672,noch::ADV,etiam,还
673,nur::ADV,solum,只
674,nur::ADV,tantum,只
675,schon::ADV,iam,已经
676,wieder::ADV,rursus,又
677,vergebens::ADV,frustra,
678,vor::PRP,ante,在...面前
679,hinter::PRP,post,在...背后
680,unter::PRP,sub,在...下面
681,durch::PRP,per,穿过
682,neben::PRP,iuxta,在...旁
683,zwischen::PRP,inter,在...之间
684,wegen::PRP,propter,由于
685,dies::PRN,hoc,这
686,das::PRN,id,那
687,alles::PRN,omnia,一切
688,ich::PRN,ego,我
689,du::PRN,tu,你
690,er::PRN,is,他
691,er::PRN,ille,他
692,wir::PRN,nos,我们
693,ihr::PRN,vos,你们
694,sie::PRN,ii,她
695,sie::PRN,illi,她
696,was::FPRN,quid,什么
697,wer::FPRN,quis,谁
698,wo::FADV,ubi,哪里
699,wohin::FADV,quo,去哪里
700,wie::FADV,quomodo,怎么
701,warum::FADV,cur,为什么
702,wieviel::FNUM,quantum,多少
703,eins::NUM,unus,一
704,zwei::NUM,duo,二
705,drei::NUM,tres,三
706,vier::NUM,quattuor,四
707,fünf::NUM,quinque,五
708,sechs::NUM,sex,六
709,sieben::NUM,septem,七
710,acht::NUM,octo,八
711,neun::NUM,novem,九
712,zehn::NUM,decem,十
713,elf::NUM,undecim,十一
714,zwölf::NUM,duodecim,十二
715,zwanzig::NUM,viginti,二十
716,dreißig::NUM,triginta,三十
717,vierzig::NUM,quadraginta,四十
718,fünfzig::NUM,quinquaginta,五十
719,sechzig::NUM,sexaginta,六十
720,siebzig::NUM,septuaginta,七十
721,achtzig::NUM,octoginta,八十
722,neunzig::NUM,nonaginta,九十
723,hundert::NUM,centum,百
724,tausend::NUM,mille,千
725,und::CNJ,et,和
726,und::CNJ,-que,和
727,oder::CNJ,vel,或者
728,stehen::V,stare,站
729,sitzen::V,sedere,坐
730,liegen::V,iacere,躺着
731,hängen::V,pendere,挂着
732,werden::V,fieri,成为
733,passieren::V,accidere,发生
734,beginnen::V,incipere,开始
735,enden::V,finem habere,终止
736,wechseln::V,mutari,变迁
737,aufgehen[Sonne]::V,oriri,升起
738,untergehen[Sonne]::V,occidere,下落
739,scheinen[Sonne]::V,lucere,照射
740,donnern::V,tonare,打雷
741,wehen::V,flare,飘扬
742,strömen::V,fluere,流
743,fließen::V,manare,流动
744,sich drehen::V,torqueri,转动
745,schwanken::V,vacillare,摇摆
746,schwingen::V,vibrare,摇
747,fallen::V,cadere,坠落
748,brennen::V,ardere,燃烧
749,rauchen::V,fumare,冒烟
750,regnen::V,pluere,下雨
751,gefrieren::V,congelari,结冰
752,tauen::V,rorare,融化
753,schmelzen::V,liquescere,溶化
754,trocknen::V,arescere,变干
755,sieden::V,fervere,煮
756,faulen::V,putescere,腐烂
757,verfaulen::V,putescere,腐烂
758,reißen::V,scindi,撕
759,versinken::V,mergi,下沉
760,vergehen::V,praeterire,流逝
761,erscheinen::V,apparere,出现
762,verschwinden::V,discedere,消失
763,sinken::V,labi,下降
764,abnehmen::V,deminui,减少
765,zunehmen::V,augeri,增加
766,steigen::V,augescere,上升
767,wachsen::V,crescere,生长
768,glänzen::V,splendere,发光
769,funkeln::V,micare,闪烁
770,lärmen::V,strepere,吵闹
771,läuten::V,sonare,响
772,klingeln::V,tinnire,按铃
773,klirren::V,crepare,
774,brausen::V,saevire,疾驶
775,rauschen::V,crepare,
776,klingen::V,sonare,听起来
777,bellen::V,latrare,吠
778,heulen::V,ululare,嗥
779,blasen::V,flare,吹
780,pfeifen::V,sibilare,吹口哨
781,schreien::V,clamare,叫喊
782,stöhnen::V,gemere,呻吟
783,zittern::V,tremere,颤抖
784,zittern::V,trepidare,颤抖
785,leben::V,vivere,生存
786,geboren werden::V,nasci,出生
787,atmen::V,spirare,呼吸
788,trinken::V,bibere,喝
789,essen::V,edere,吃
790,schlucken::V,devorare,咽
791,müde werden::V,fatigari,疲倦
792,einschlafen::V,obdormiscere,入睡
793,schlafen::V,dormire,睡觉
794,aufwachen::V,expergisci,睡醒
795,aufstehen::V,exsurgere,起床
796,sich erholen::V,se reficere,休养
797,krank werden::V,aegrescere,生病
798,krank sein::V,aegrotare,生病
799,schmerzen::V,dolere,疼痛
800,husten::V,tussire,咳
801,genesen::V,convalescere,痊愈
802,sterben::V,mori,死
803,umkommen::V,perire,丧命
804,sich bewegen::V,se movere,移动
805,sich rühren::V,micare,动弹
806,sich erheben::V,surgere,站起
807,sich setzen::V,considere,坐
808,hinfallen::V,cadere,跌倒
809,laufen::V,vadere,步行
810,schreiten::V,gradi,迈步
811,spazierengehen::V,ambulare,散步
812,eilen::V,properare,急忙
813,sich beeilen::V,festinare,赶快
814,sausen::V,currere,疾驰
815,rennen::V,currere,奔跑
816,springen::V,salire,跳
817,klettern::V,niti,攀缘
818,schaukeln::V,oscillare,荡秋千
819,kriechen::V,repere,爬行
820,kriechen::V,serpere,爬行
821,schwimmen::V,nare,游泳
822,schwimmen::V,natare,游泳
823,tauchen::V,mergere,潜水
824,rudern::V,remigare,划船
825,fahren::V,vehi,行驶
826,fliegen::V,volare,飞
827,gehen::V,ire,走
828,gehen::V,vadere,走
829,weggehen::V,abire,离去
830,weggehen::V,discedere,离去
831,abfahren::V,proficisci,出发
832,anhalten::V,consistere,停住
833,hineingehen::V,inire,进去
834,hineingehen::V,ingredi,进去
835,eintreten::V,intrare,进入
836,kommen::V,venire,来
837,ankommen::V,advenire,到达
838,zurückkommen::V,revenire,回来
839,bleiben::V,manere,停留
840,warten::V,opperiri,等
841,erwarten::V,opperiri,等候
842,erwarten::V,expectare,等候
843,suchen::V,quaerere,找
844,finden::V,reperire,找到
845,versuchen::V,conari,尝试
846,versuchen::V,temptare,尝试
847,vorbereiten::V,parare,预备
848,lieben::V,amare,爱
849,mögen::V,amare,喜欢
850,lachen::V,ridere,笑
851,rühren::V,commovere,
852,weinen::V,flere,哭
853,schimpfen::V,increpare,骂
854,sich ärgern::V,indignari,生气
855,sich fürchten::V,vereri,害怕
856,fürchten::V,timere,害怕
857,fliehen::V,fugere,逃走
858,flüchten::V,effugere,逃跑
859,sehen::V,videre,看
860,anschauen::V,aspectare,注视
861,ansehen::V,spectare,注视
862,hören::V,audire,听
