,Concept_ID,zh,et
313,Menge::N,数量,hulk
314,Haufen::N,堆,hunnik
315,Reihe::N,行,rivi
316,Boot::N,小船,paat
317,Ruder::N,奖,aer
318,Schlitten::N,雪橇,saan
319,Ski::N,雪板,suusk
320,Lagerfeuer::N,营火,lõke
321,Last::N,负担,koorem
322,Gang::N,行走,käik
323,Schritt::N,步伐,samm
324,Norden::N,北,põhi
325,Süden::N,南,lõuna
326,Westen::N,西,lääs
327,Osten::N,东,ida
328,Holz::N,木材,puu
329,Brett::N,木板,saelaud
330,Platte::N,平板,plaat
331,Stütze::N,支架,tugi
332,Stange::N,杆,latt
333,Stange::N,杆,teivas
334,Stock::N,棒,kepp
335,Stab::N,棍,varras
336,Rohr::N,管子,toru
337,Haus::N,房屋,maja
338,Heim::N,家,kodu
339,Ofen::N,炉子,ahi
340,Fußboden::N,地板,põrand
341,Tisch::N,桌子,laud
342,Stuhl::N,椅子,tool
343,Wiege::N,摇蓝,häll
344,Wiege::N,摇蓝,kätki
345,Bett::N,床,voodi
346,Regal::N,架子,riiul
347,Kiste::N,箱子,kast
348,Fenster::N,窗户,aken
349,Tür::N,门,uks
350,Tor::N,大门,värav
351,Zaun::N,篱笆,aed
352,Zaun::N,篱笆,tara
353,Dach::N,屋顶,katus
354,Leiter::N,梯子,redel
355,Besen::N,扫帚,luud
356,Spaten::N,铁锹,labidas
357,Schaufel::N,铁锹,kühvel
358,Gabel::N,叉,kahvel
359,Löffel::N,食匙,lusikas
360,Messer::N,刀,nuga
361,Nagel::N,钉子,nael
362,Netz::N,网,võrk
363,Haken::N,钩子,haak
364,Haken::N,钩子,konks
365,Griff::N,把柄,sang
366,Griff::N,把柄,käepide
367,Schloss::N,锁,lukk
368,Bild::N,图画,pilt
369,Figur::N,人像,kuju
370,Figur::N,人像,kujund
371,Puppe::N,娃娃,nukk
372,Beutel::N,袋子,paun
373,Bündel::N,捆,kimp
374,Tasche::N,手提包,kott
375,Eimer::N,桶,pang
376,Eimer::N,桶,ämber
377,Deckel::N,盖子,kaas
378,Geschirr::N,餐具,nõud
379,Sack::N,袋子,kott
380,Tasse::N,杯子,tass
381,Topf::N,锅,pada
382,Kessel::N,水壶,pada
383,Essen::N,进餐,söök
384,Nahrung::N,食物,toit
385,Speise::N,菜肴,roog
386,Fleisch::N,肉,liha
387,Getreide::N,谷物,teravili
388,Brei::N,粥,puder
389,Brot::N,面包,sai
390,Brot::N,面包,leib
391,Scheibe::N,片,viil
392,Scheibe::N,片,viilukas
393,Fett::N,脂肪,rasv
394,Butter::N,黄油,või
395,Öl::N,油,õli
396,Salz::N,盐,sool
397,Suppe::N,汤,supp
398,Honig::N,蜂蜜,mesi
399,Milch::N,奶,piim
400,Tee::N,茶,tee
401,Leder::N,皮革,nahk
402,Wolle::N,毛线,vill
403,Stoff::N,织物,kangas
404,Nadel::N,针,nõel
405,Faden::N,线,niit
406,Knopf::N,纽扣,nööp
407,Knoten::N,结,sõlm
408,Farbe::N,颜色,värv
409,Kleidung::N,衣服,riided
410,Kleidung::N,衣服,riietus
411,Hemd::N,衬衫,särk
412,Kragen::N,领子,krae
413,Ärmel::N,袖子,varrukas
414,Hose::N,裤子,püksid
415,Gürtel::N,腰带,vöö
416,Mütze::N,帽子,müts
417,Schuh::N,鞋,king
418,Stiefel::N,靴子,saabas
419,Ring::N,戒指,sõrmus
420,Band::N,带子,lint
421,Kamm::N,梳子,kamm
422,Spiegel::N,镜子,peegel
423,Riemen::N,皮带,rihm
424,Schnur::N,绳子,nöör
425,Leine::N,皮带,jalutusrihm
426,Decke::N,被子,tekk
427,Kissen::N,软垫,padi
428,Tuch::N,巾,kalev
429,Handtuch::N,手巾,käterätik
430,Kraft::N,力,jõud
431,Stärke::N,力量,tugevus
432,Gesundheit::N,健康,tervis
433,Krankheit::N,病,haigus
434,Schmerz::N,痛,valu
435,Wunde::N,伤口,haav
436,Fieber::N,发烧,palavik
437,Arznei::N,药,ravim
438,Brücke::N,桥,sild
439,Brunnen::N,井,kaev
440,Weide::N,牧场,karjamaa
441,Pfad::N,小路,rada
442,Weg::N,路,tee
443,Straße::N,街,tee
444,Dorf::N,村庄,küla
445,Stadt::N,城市,linn
446,Brief::N,信,kiri
447,Buch::N,书,raamat
448,Buchstabe::N,字母,täht
449,Zeitung::N,报纸,ajaleht
450,Leben::N,生命,elu
451,Tod::N,死亡,surm
452,Grab::N,坟墓,haud
453,Kirche::N,教堂,kirik
454,Sünde::N,罪,patt
455,Gott::N,上帝,jumal
456,Arbeiter::N,工人,tööline
457,Chef::N,上司,ülemus
458,Chef::N,上司,juhataja
459,Meister::N,师傅,meister
460,Arzt::N,医生,arst
461,Lehrer::N,教师,õpetaja
462,Geld::N,钱,raha
463,Geschäft::N,交易,äri
464,Laden::N,商店,pood
465,Laden::N,商店,kauplus
466,Preis::N,价格,hind
467,Ware::N,商品,kaup
468,Nutzen::N,好处,tulu
469,Nutzen::N,好处,kasulikkus
470,Reichtum::N,财富,rikkus
471,Welt::N,世界,maailm
472,Land::N,国家,maa
473,Staat::N,国家,riik
474,König::N,国王,kuningas
475,Macht::N,权力,võim
476,Grenze::N,边界,piir
477,Krieg::N,战争,sõda
478,Feind::N,敌人,vaenlane
479,Gewalt::N,暴力,väevõim
480,Kampf::N,战斗,võitlus
481,Bogen[Waffe]::N,弓,vibu
482,Pfeil::N,箭,nool
483,Gewehr::N,枪,püss
484,Fehler::N,错误,viga
485,Lüge::N,谎话,vale
486,Schaden::N,损失,kahju
487,Unglück::N,不幸,häda
488,Unglück::N,不幸,õnnetus
489,Schuld::N,过错,süü
490,Alter::N,年龄,iga
491,Schluss::N,结束,lõpp
492,Zeit::N,时间,aeg
493,Tag::N,天,päev
494,Morgen::N,早晨,hommik
495,Mittag::N,中午,lõuna
496,Mittag::N,中午,keskpäev
497,Abend::N,晚上,õhtu
498,Nacht::N,夜,öö
499,Woche::N,星期,nädal
500,Monat::N,月,kuu
501,Jahr::N,年,aasta
502,Frühling::N,春天,kevad
503,Sommer::N,夏天,suvi
504,Herbst::N,秋天,sügis
505,Winter::N,冬天,talv
506,Januar::N,一月,jaanuar
507,Februar::N,二月,veebruar
508,März::N,三月,märts
509,April::N,四月,aprill
510,Mai::N,五月,mai
511,Juni::N,六月,juuni
512,Juli::N,七月,juuli
513,August::N,八月,august
514,September::N,九月,september
515,Oktober::N,十月,oktoober
516,November::N,十一月,november
517,Dezember::N,十二月,detsember
518,Montag::N,星期一,esmaspäev
519,Dienstag::N,星期二,teisipäev
520,Mittwoch::N,星期三,kesknädal
521,Donnerstag::N,星期四,neljapäev
522,Freitag::N,星期五,reede
523,Samstag::N,星期六,laupäev
524,Sonntag::N,星期日,pühapäev
525,groß::A,大,suur
526,klein::A,小,väike
527,klein::A,小,pisike
528,lang::A,长,pikk
529,kurz::A,短,lühike
530,breit::A,宽,lai
531,schmal::A,细长的,kitsas
532,dicht::A,密,tihe
533,dick[Gegenstand]::A,厚,jäme
534,dünn::A,薄,õhuke
535,dünn::A,薄,peenike
536,fein::A,细小,peen
537,fein::A,细小,õhuke
538,fest::A,固体,püsiv
539,fest::A,固体,kindel
540,flach::A,平坦,lame
541,flach::A,平坦,tasane
542,glatt::A,光滑,sile
543,hart::A,硬,kõva
544,weich::A,软,pehme
545,rund::A,圆,ümar
546,spitz::A,尖,torkav
547,scharf::A,锋利,terav
548,stumpf::A,钝,nüri
549,schwer::A,重,raske
550,schön::A,美丽,kena
551,heiß::A,烫,kuum
552,heiß::A,烫,palav
553,warm::A,暖和,soe
554,kalt::A,冷,külm
555,kühl::A,凉,jahe
556,frisch::A,新鲜,värske
557,feucht::A,潮湿,niiske
558,nass::A,湿,märg
559,trocken::A,干,kuiv
560,voll::A,满,täis
561,leer::A,空,tühi
562,offen::A,敞开,avatud
563,offen::A,敞开,lahtine
564,geschlossen::A,关闭,suletud
565,sauber::A,干净,puhas
566,schmutzig::A,肮脏,räpane
567,schmutzig::A,肮脏,määrdunud
568,roh::A,生,toores
569,reif::A,成熟,küps
570,lecker::A,好吃,hõrk
571,lecker::A,好吃,maitsev
572,süß::A,甜,magus
573,bitter::A,苦,mõru
574,sauer::A,酸,hapu
575,hell::A,亮,hele
576,dunkel::A,阴暗,pime
577,schwarz::A,黑,must
578,weiß::A,白,valge
579,rot::A,红,punane
580,gelb::A,黄,kollane
581,blau::A,蓝,sinine
582,grün::A,绿,roheline
583,grau::A,灰色,hall
584,bunt::A,五彩,kirju
585,bunt::A,五彩,värviline
586,billig::A,便宜,odav
587,teuer::A,贵,kallis
588,wertvoll::A,贵重,väärtuslik
589,blind::A,瞎,pime
590,taub::A,聋,kurt
591,kräftig::A,强壮,jõuline
592,stark::A,强壮,tugev
593,schwach::A,弱,nõrk
594,schwach::A,弱,jõuetu
595,fett::A,胖,rasvane
596,schlank::A,苗条,sale
597,hübsch::A,漂亮,kena
598,böse::A,邪恶,tige
599,dumm::A,笨,juhm
600,dumm::A,笨,rumal
601,faul::A,懒惰,laisk
602,fleißig::A,勤奋,virk
603,fleißig::A,勤奋,hoolas
604,geizig::A,吝啬,ihne
605,klug::A,聪明,tark
606,klug::A,聪明,arukas
607,klug::A,聪明,mõistlik
608,geschickt::A,灵巧,osav
609,lieb::A,可爱,armas
610,lustig::A,快乐,lõbus
611,sanft::A,柔和,õrn
612,hungrig::A,饥饿,näljane
613,krank::A,患病,haige
614,nackt::A,裸体,alasti
615,traurig::A,悲哀,kurb
616,lebendig::A,活,elus
617,gut::A,好,hea
618,schlecht::A,坏,halb
619,richtig::A,正确,õige
620,schlimm::A,糟糕,paha
621,wahr::A,真,tõene
622,alt::A,旧,vana
623,neu::A,新,uus
624,ehemalig::A,以前,endine
625,alt[Lebewesen]::A,老,vana
626,jung::A,年轻,noor
627,arm::A,贫穷,vaene
628,reich::A,富裕,rikas
629,bekannt::A,出名,teada
630,bekannt::A,出名,tuttav
631,berühmt::A,著名,tuntud
632,fremd::A,陌生,võõras
633,verschieden::A,不同,erinev
634,nah::A,近,lähedane
635,fern::A,遥远,kauge
636,linker::A,左,vasak
637,rechter::A,右,parem
638,anderer::A,别的,muu
639,anderer::A,别的,teine
640,erster::A,第一,esimene
641,zweiter::A,第二,teine
642,dritter::A,第三,kolmas
643,letzter::A,最后,viimane
644,allein::ADV,单独,üksi
645,auf einmal::ADV,同时,korraga
646,auf einmal::ADV,同时,ühekorraga
647,zusammen::ADV,一起,koos
648,zusammen::ADV,一起,üheskoos
649,lange::ADV,许久,kaua
650,plötzlich::ADV,忽然,äkki
651,plötzlich::ADV,忽然,järsku
652,sofort::ADV,立刻,kohe
653,später::ADV,以后,hiljem
654,jetzt::ADV,现在,nüüd
655,heute::ADV,今天,täna
656,morgen::ADV,明天,homme
657,bald::ADV,即将,pea
658,bald::ADV,即将,varsti
659,dann::ADV,然后,siis
660,gestern::ADV,昨天,eile
661,einst::ADV,曾经,vanasti
662,damals::ADV,当时,tookord
663,danach::ADV,随后,seejärel
664,vorher::ADV,事先,enne
665,zuerst::ADV,首先,enne
666,zuerst::ADV,首先,esmalt
667,einmal::ADV,一次,kord
668,einmal::ADV,一次,üks kord
669,manchmal::ADV,有时,mõnikord
670,oft::ADV,时常,tihti
671,oft::ADV,时常,sageli
672,immer::ADV,总是,ikka
673,immer::ADV,总是,alati
674,niemals::ADV,从未,mitte kunagi
675,hier::ADV,这里,siin
676,hierhin::ADV,到这里,siia
677,von hier::ADV,由此,siit
678,dort::ADV,那里,seal
679,dorthin::ADV,到那里,sinna
680,geradeaus::ADV,一直往前,otse edasi
681,vorwärts::ADV,向前,edasi
682,rückwärts::ADV,向后,tagurpidi
683,zurück::ADV,退后,tagasi
684,unten::ADV,下面,all
685,unten::ADV,下面,allpool
686,hinab::ADV,向下,alla
687,oben::ADV,上面,ülal
688,hinauf::ADV,向上,üles
689,überall::ADV,到处,kõikjal
690,nicht::ADV,不,ei
691,nicht::ADV,不,mitte
692,ein wenig::ADV,一点儿,veidi
693,ein wenig::ADV,一点儿,natuke
694,kaum::ADV,几乎不,vaevalt
695,sehr::ADV,很,väga
696,so::ADV,如此,nii
697,noch::ADV,还,veel
698,nur::ADV,只,ainult
699,schon::ADV,已经,juba
700,wieder::ADV,又,jälle
701,vor::PRP,在...面前,ees
702,hinter::PRP,在...背后,taha
703,unter::PRP,在...下面,all
704,durch::PRP,穿过,läbi
705,durch::PRP,穿过,kaudu
706,neben::PRP,在...旁,kõrval
707,zwischen::PRP,在...之间,vahel
708,wegen::PRP,由于,tõttu
709,wegen::PRP,由于,pärast
710,dies::PRN,这,see
711,das::PRN,那,see
712,alles::PRN,一切,kõik
713,ich::PRN,我,mina
714,du::PRN,你,sina
715,er::PRN,他,tema
716,wir::PRN,我们,me
717,ihr::PRN,你们,te
718,sie::PRN,她,nad
719,was::FPRN,什么,mis
720,wer::FPRN,谁,kes
721,wo::FADV,哪里,kus
722,wohin::FADV,去哪里,kuhu
723,wie::FADV,怎么,kuidas
724,warum::FADV,为什么,miks
725,wieviel::FNUM,多少,mitu
726,wieviel::FNUM,多少,kui palju
727,eins::NUM,一,üks
728,zwei::NUM,二,kaks
729,drei::NUM,三,kolm
730,vier::NUM,四,neli
731,fünf::NUM,五,viis
732,sechs::NUM,六,kuus
733,sieben::NUM,七,seitse
734,acht::NUM,八,kaheksa
735,neun::NUM,九,üheksa
736,zehn::NUM,十,kümme
737,elf::NUM,十一,üksteist
738,zwölf::NUM,十二,kaksteist
739,zwanzig::NUM,二十,kakskümmend
740,dreißig::NUM,三十,kolmkümmend
741,vierzig::NUM,四十,nelikümmend
742,fünfzig::NUM,五十,viiskümmend
743,sechzig::NUM,六十,kuuskümmend
744,siebzig::NUM,七十,seitsekümmend
745,achtzig::NUM,八十,kaheksakümmend
746,neunzig::NUM,九十,üheksakümmend
747,hundert::NUM,百,sada
748,tausend::NUM,千,tuhat
749,und::CNJ,和,ja
750,oder::CNJ,或者,või
751,stehen::V,站,seisma
752,sitzen::V,坐,istuma
753,liegen::V,躺着,lamama
754,hängen::V,挂着,rippuma
755,werden::V,成为,saama
756,werden::V,成为,hakkama
757,passieren::V,发生,juhtuma
758,beginnen::V,开始,algama
759,beginnen::V,开始,hakkama
760,enden::V,终止,lõppema
761,wechseln::V,变迁,vahelduma
762,aufgehen[Sonne]::V,升起,tõusma
763,untergehen[Sonne]::V,下落,loojuma
764,scheinen[Sonne]::V,照射,paistma
765,donnern::V,打雷,kõmisema
766,wehen::V,飘扬,puhuma
767,strömen::V,流,voolama
768,fließen::V,流动,voolama
769,sich drehen::V,转动,pöörduma
770,schwanken::V,摇摆,kõikuma
771,schwingen::V,摇,võnkuma
772,fallen::V,坠落,langema
773,brennen::V,燃烧,põlema
774,rauchen::V,冒烟,suitsema
775,regnen::V,下雨,sadama
776,gefrieren::V,结冰,kinni külmuma
777,tauen::V,融化,sulama
778,schmelzen::V,溶化,sulama
779,trocknen::V,变干,kuivama
780,sieden::V,煮,keema
781,faulen::V,腐烂,mädanema
782,verfaulen::V,腐烂,mädanema
783,reißen::V,撕,rebenema
784,versinken::V,下沉,uppuma
785,vergehen::V,流逝,mööduma
786,erscheinen::V,出现,ilmuma
787,verschwinden::V,消失,kaduma
788,sinken::V,下降,vajuma
789,sinken::V,下降,langema
790,abnehmen::V,减少,vähenema
791,abnehmen::V,减少,kahenema
792,zunehmen::V,增加,kasvama
793,steigen::V,上升,tõusma
794,steigen::V,上升,üles minema
795,wachsen::V,生长,kasvama
796,glänzen::V,发光,läikimä
797,funkeln::V,闪烁,sädelema
798,lärmen::V,吵闹,lärmama
799,läuten::V,响,helisema
800,klingeln::V,按铃,helisema
801,brausen::V,疾驶,kohisema
802,klingen::V,听起来,kõlama
803,bellen::V,吠,haukuma
804,heulen::V,嗥,uluma
805,blasen::V,吹,puhuma
806,pfeifen::V,吹口哨,vilistama
807,schreien::V,叫喊,karjuma
808,stöhnen::V,呻吟,oigama
809,zittern::V,颤抖,värisema
810,leben::V,生存,elama
811,leben::V,生存,elus olema
812,geboren werden::V,出生,sündima
813,atmen::V,呼吸,hingama
814,trinken::V,喝,jooma
815,essen::V,吃,sööma
816,schlucken::V,咽,neelama
817,müde werden::V,疲倦,väsima
818,einschlafen::V,入睡,uinuma
819,schlafen::V,睡觉,magama
820,aufwachen::V,睡醒,ärkama
821,aufstehen::V,起床,ärkama
822,aufstehen::V,起床,üles tõusma
823,sich erholen::V,休养,puhkama
824,krank werden::V,生病,haigestuma
825,krank werden::V,生病,haigeks jääma
826,krank sein::V,生病,haige olema
827,schmerzen::V,疼痛,valutama
828,husten::V,咳,köhima
829,genesen::V,痊愈,toibuma
830,sterben::V,死,surema
831,umkommen::V,丧命,surma saama
832,sich bewegen::V,移动,liikuma
833,sich rühren::V,动弹,liikuma
834,sich erheben::V,站起,kerkima
835,sich setzen::V,坐,istet võtma
836,hinfallen::V,跌倒,kukkuma
837,hinfallen::V,跌倒,maha kukkuma
838,laufen::V,步行,kõndima
839,schreiten::V,迈步,astuma
840,spazierengehen::V,散步,jalutama
841,eilen::V,急忙,ruttama
842,eilen::V,急忙,kiirustama
843,sich beeilen::V,赶快,ruttama
844,sich beeilen::V,赶快,kiirustama
845,sausen::V,疾驰,kihutama
846,sausen::V,疾驰,tormama
847,rennen::V,奔跑,jooksma
848,rennen::V,奔跑,kihutama
849,springen::V,跳,hüppama
850,klettern::V,攀缘,ronima
851,schaukeln::V,荡秋千,kiikuma
852,kriechen::V,爬行,roomama
853,schwimmen::V,游泳,ujuma
