,Concept_ID,bg,ru
866,steigen::V,покачвам се,подниматься
867,wachsen::V,раста,расти
868,glänzen::V,лъщя,блестеть
869,glänzen::V,блестя,блестеть
870,funkeln::V,искря,сверкать
871,lärmen::V,шумя,шуметь
872,läuten::V,звъня,звонить
873,klingeln::V,звъня,звонить
874,klirren::V,звънтя,звякать
875,klirren::V,дрънкам,звякать
876,brausen::V,буча,бушевать
877,rauschen::V,шумя,шелестеть
878,klingen::V,звуча,звучать
879,bellen::V,лая,лаять
880,heulen::V,вия,выть
881,heulen::V,рева,выть
882,blasen::V,духна,дунуть
883,pfeifen::V,свиря,свистеть
884,schreien::V,крещя,кричать
885,stöhnen::V,стена,стонать
886,stöhnen::V,пъшкам,стонать
887,zittern::V,треперя,дрожать
888,leben::V,живея,жить
889,geboren werden::V,родя се,родиться
890,atmen::V,дишам,дышать
891,trinken::V,пия,пить
892,essen::V,ям,есть
893,essen::V,ям,кушать
894,schlucken::V,гълтам,глотать
895,müde werden::V,уморя се,устать
896,einschlafen::V,заспя,заснуть
897,schlafen::V,спя,спать
898,aufwachen::V,събудя се,проснуться
899,aufstehen::V,стана,встать
900,sich erholen::V,отдъхвам си,отдыхать
901,krank werden::V,заболея,заболеть
902,krank sein::V,боледувам,болеть
903,schmerzen::V,боля,болеть
904,husten::V,кашлям,кашлять
905,genesen::V,оздравея,поправиться
906,sterben::V,умра,умереть
907,umkommen::V,загина,погибнуть
908,sich bewegen::V,движа се,двигаться
909,sich bewegen::V,мърдам се,двигаться
910,sich rühren::V,движа се,шевельнуться
911,sich erheben::V,стана,встать
912,sich setzen::V,седна,сесть
913,hinfallen::V,падна,упасть
914,laufen::V,ходя,ходить
915,schreiten::V,крача,шагать
916,spazierengehen::V,разхождам се,гулять
917,eilen::V,бързам,спешить
918,sich beeilen::V,побързам,торопиться
919,sausen::V,тичам,мчаться
920,rennen::V,бягам,бегать
921,springen::V,скачам,прыгать
922,klettern::V,катеря се,лазать
923,schaukeln::V,люлея се,раскачиваться
924,kriechen::V,лазя,ползать
925,kriechen::V,пълзя,ползать
926,schwimmen::V,плувам,плавать
927,tauchen::V,гмуркам се,нырять
928,rudern::V,греба,грести
929,fahren::V,пътувам,ехать
930,fliegen::V,летя,летать
931,fliegen::V,хвърча,летать
932,gehen::V,ида,идти
933,gehen::V,вървя,идти
934,weggehen::V,отида си,уйти
935,abfahren::V,отпътувам,отправиться
936,anhalten::V,спра се,остановиться
937,hineingehen::V,влизам,входить
938,eintreten::V,вляза,войти
939,kommen::V,ида,прийти
940,kommen::V,дойда,прийти
941,ankommen::V,пристигна,прибыть
942,zurückkommen::V,върна се,возвратиться
943,bleiben::V,остана,остаться
944,warten::V,чакам,ждать
945,erwarten::V,очаквам,ожидать
946,suchen::V,търся,искать
947,finden::V,намеря,найти
948,versuchen::V,опитам,пытаться
949,vorbereiten::V,подготвя,подготовить
950,lieben::V,любя,любить
951,mögen::V,обичам,любить
952,lachen::V,смея се,смеяться
953,rühren::V,трогна,растрогать
954,weinen::V,плача,плакать
955,schimpfen::V,ругая,ругаться
956,schimpfen::V,псувам,ругаться
957,sich ärgern::V,ядосам се,сердиться
958,sich fürchten::V,боя се,бояться
959,sich fürchten::V,страхувам се,бояться
960,fürchten::V,боя се от,бояться
961,fürchten::V,страхувам се от,бояться
962,fliehen::V,бягам,убегать
963,flüchten::V,бягам,убежать
964,flüchten::V,избягам,убежать
965,sehen::V,видя,видеть
966,anschauen::V,гледам,посмотреть
967,ansehen::V,поглеждам,смотреть
968,hören::V,чувам,слышать
969,zuhören::V,слушам,слушать
970,probieren::V,опитам,пробовать
971,riechen::V,подуша,нюхать
972,fühlen::V,усещам,чувствовать
973,fühlen::V,чувствувам,чувствовать
974,scheinen::V,изглеждам,казаться
975,zu sehen sein::V,виждам се,виднеться
976,vernehmen::V,доловя,услышать
977,frieren::V,мръзна,мерзнуть
978,tun::V,правя,делать
979,können::V,мога,мочь
980,können::V,мога,уметь
981,wollen::V,ща,хотеть
982,wollen::V,искам,хотеть
983,anfangen::V,започна,начать
984,beenden::V,свърша,закончить
985,beenden::V,завърша,закончить
986,aufhören::V,престана,перестать
987,gelingen::V,успея,удаться
988,gelingen::V,сполуча,удаться
989,geraten::V,удам се,оказаться
990,öffnen::V,отворя,открыть
991,schließen::V,затворя,закрыть
992,stellen::V,поставя,поставить
993,setzen::V,туря,посадить
994,legen::V,сложа,класть
995,legen::V,слагам,класть
996,berühren::V,докосна,трогать
997,verbinden::V,свържа,связать
998,bedecken::V,покрия,покрыть
999,aufhängen::V,закача,повесить
1000,anzünden::V,запаля,зажечь
1001,aufheben::V,вдигна,поднять
1002,aufheben::V,повдигна,поднять
1003,zurücklassen::V,оставя,оставить
1004,verlieren::V,загубя,потерять
1005,fallen lassen::V,изпусна,уронить
1006,machen::V,направя,сделать
1007,herstellen::V,произведа,изготовить
1008,bauen::V,строя,строить
1009,reparieren::V,поправя,чинить
1010,verbessern::V,подобря,улучшить
1011,ändern::V,променя,изменить
1012,graben::V,копая,копать
1013,beugen::V,прегъна,согнуть
1014,biegen::V,прегъна,погнуть
1015,drehen::V,въртя,вертеть
1016,wenden::V,обърна,повернуть
1017,umdrehen::V,обърна,перевернуть
1018,heben::V,вдигам,поднимать
1019,hochheben::V,издигна,поднять
1020,ergreifen::V,хвана,схватить
1021,ergreifen::V,обхвана,схватить
1022,halten::V,държа,держать
1023,drücken::V,натискам,нажимать
1024,drücken::V,притискам,нажимать
1025,schieben::V,тикам,толкать
1026,kratzen::V,одраскам,скрести
1027,lecken::V,лижа,лизать
1028,lecken::V,ближа,лизать
1029,beißen::V,хапя,кусать
1030,beißen::V,ухапя,кусать
1031,abreißen::V,откъсна,оторвать
1032,abschneiden::V,отрежа,отрезать
1033,binden::V,вържа,вязать
1034,stecken::V,пъхна,воткнуть
1035,brechen::V,троша,сломать
1036,klopfen::V,чукам,стучать
1037,hauen::V,бия,бить
1038,kleben::V,лепя,клеить
1039,kleben::V,залепя,клеить
1040,reiben::V,трия,тереть
1041,reiben::V,търкам,тереть
1042,streichen::V,намажа,намазать
1043,schleifen::V,остря,точить
1044,schneiden::V,режа,резать
1045,rütteln::V,разтърсвам,шатать
1046,schütteln::V,клатя,трясти
1047,schütteln::V,друсам,трясти
1048,schwenken::V,размахам,махать
1049,schütten::V,сипя,налить
1050,füllen::V,напълня,наполнить
1051,einwickeln::V,увия,завернуть
1052,einwickeln::V,завия,завернуть
1053,tragen::V,нося,нести
1054,schleppen::V,влача,тащить
1055,ziehen::V,тегля,тянуть
1056,ziehen::V,дръпна,тянуть
1057,aufbewahren::V,съхраня,хранить
1058,werfen::V,хвърля,бросать
1059,fangen::V,ловя,ловить
1060,fangen::V,уловя,ловить
1061,packen::V,хвана,схватить
1062,verstecken::V,крия,спрятать
1063,verstecken::V,скрия,спрятать
1064,teilen::V,разделя,разделить
1065,schicken::V,изпращам,посылать
1066,bringen::V,донеса,принести
1067,hinzufügen::V,прибавя,добавить
1068,bekommen::V,сдобия се,достать
1069,erhalten::V,получа,получить
1070,nehmen::V,взема,взять
1071,wählen::V,избирам,выбрать
1072,auswählen::V,избера,отобрать
1073,bewahren::V,пазя,сохранить
1074,behindern::V,преча,препятствовать
1075,behindern::V,спъвам,препятствовать
1076,verderben::V,разваля,испортить
1077,beschädigen::V,повредя,повредить
1078,zerbrechen::V,счупя,разбить
1079,zerreißen::V,скъсам,разорвать
1080,zerstören::V,разруша,разрушить
1081,verbrennen::V,изгоря,сжечь
1082,geben::V,дам,дать
1083,reichen::V,подам,передать
1084,schenken::V,подаря,дарить
1085,versprechen::V,обещая,обещать
1086,wünschen::V,желая,желать
1087,loben::V,хваля,хвалить
1088,küssen::V,целувам,целовать
1089,wiegen::V,люлея,качать
1090,zudecken::V,покрия,накрыть
1091,wecken::V,събудя,разбудить
1092,zeigen::V,покажа,показать
1093,führen::V,водя,вести
1094,führen::V,заведа,вести
1095,lehren::V,уча,учить
1096,unterrichten::V,преподавам,преподавать
1097,aufziehen::V,отгледам,воспитать
1098,leiten::V,ръководя,руководить
1099,leiten::V,управлявам,руководить
1100,antreiben::V,подкарвам,подгонять
1101,lassen::V,накарам,заставить
1102,einladen::V,поканя,пригласить
1103,vereinigen::V,съединя,объединить
1104,besuchen::V,посетя,посетить
1105,treffen::V,срещна,встретить
1106,sich versammeln::V,събера се,собраться
1107,spielen::V,играя,играть
1108,singen::V,пея,петь
1109,tanzen::V,танцувам,плясать
1110,tanzen::V,танцувам,танцевать
1111,sich trennen::V,разделя се,расстаться
1112,verlassen::V,напусна,покинуть
1113,retten::V,спася,спасти
1114,bewachen::V,охранявам,охранять
1115,schützen::V,запазя,уберегать
1116,verteidigen::V,защитя,защитить
1117,sich schlagen::V,бия се,драться
1118,schießen::V,стрелям,стрелять
1119,siegen::V,победя,победить
1120,ärgern::V,ядосам,сердить
1121,schlagen::V,бия,ударить
1122,schlagen::V,ударя,ударить
1123,treten::V,ритам,пинать
1124,stechen::V,бодна,уколоть
1125,stoßen::V,бутна,толкнуть
1126,stoßen::V,блъсна,толкнуть
1127,stören::V,смутя,помешать
1128,belästigen::V,отегча,надоедать
1129,belästigen::V,безпокоя,надоедать
1130,verbergen::V,скрия,скрыть
1131,täuschen::V,измамя,обмануть
1132,betrügen::V,измамя,смошенничать
1133,töten::V,убия,убить
1134,töten::V,умъртвя,убить
1135,wohnen::V,живея,проживать
1136,arbeiten::V,работя,работать
1137,sammeln::V,събера,собрать
1138,pflücken::V,бера,рвать
1139,pflücken::V,бера,срывать
1140,pflücken::V,откъсна,рвать
1141,pflücken::V,откъсна,срывать
1142,jagen::V,ловувам,охотиться
1143,fischen::V,ловя риба,рыбачить
1144,fassen::V,хвана,поймать
1145,hüten::V,пазя,пасти
1146,treiben::V,карам,гнать
1147,anbinden::V,завържа,привязать
1148,füttern::V,храня,кормить
1149,melken::V,доя,доить
1150,hacken::V,сека,рубить
1151,gießen::V,полея,полить
1152,reifen::V,узрея,созреть
1153,zubereiten::V,приготвя,приготовить
1154,kochen::V,варя,варить
1155,backen::V,пека,печь
1156,braten::V,пържа,жарить
1157,umrühren::V,разбъркам,перемешать
1158,stricken::V,плета,вязать
1159,nähen::V,шия,шить
1160,färben::V,боядисам,покрасить
1161,reinigen::V,почистя,очистить
1162,waschen::V,мия,стирать
1163,waschen::V,пера,стирать
1164,abwischen::V,избърша,вытереть
1165,spülen::V,плакна,полоскать
1166,fegen::V,измета,подметать
1167,kehren::V,мета,мести
1168,baden::V,къпя се,купаться
1169,sich waschen::V,мия се,мыться
1170,ausziehen::V,съблека,снять
1171,anziehen::V,облека,надеть
1172,sich anziehen::V,облека се,одеться
1173,kämmen::V,реша,причесать
1174,kämmen::V,вчеша,причесать
1175,schmücken::V,накича,украсить
1176,sagen::V,кажа,сказать
1177,sprechen::V,говоря,говорить
1178,reden::V,говоря,разговаривать
1179,sich unterhalten::V,разговарям,беседовать
1180,fragen::V,запитам,спросить
1181,bitten::V,моля,просить
1182,erzählen::V,разкажа,рассказать
1183,mitteilen::V,съобщя,сообщить
1184,nennen::V,нарека,назвать
1185,rufen::V,викам,звать
1186,rufen::V,повикам,звать
1187,prahlen::V,хваля се,хвастаться
1188,übersetzen::V,преведа,перевести
1189,denken::V,мисля,думать
1190,glauben::V,вярвам,верить
1191,bemerken::V,забележа,заметить
1192,erkennen::V,позная,узнать
1193,begreifen::V,схвана,понять
1194,begreifen::V,схвана,постичь
1195,verstehen::V,разбера,услышать
1196,lernen::V,уча се,учиться
1197,wissen::V,зная,знать
1198,sich erinnern an::V,спомня си за,вспомнить
1199,vergessen::V,забравя,забыть
1200,messen::V,меря,мерить
1201,zählen::V,броя,считать
1202,rechnen::V,сметна,считать
1203,lesen::V,чета,читать
1204,malen::V,рисувам,рисовать
1205,zeichnen::V,рисувам,рисовать
1206,schreiben::V,пиша,писать
1207,besitzen::V,имам,иметь
1208,besitzen::V,притежавам,иметь
1209,kaufen::V,купя,купить
1210,kaufen::V,купувам,купить
1211,verkaufen::V,продам,продать
1212,bezahlen::V,заплатя,заплатить
1213,zahlen::V,платя,платить
1214,beherrschen::V,владея,владеть
1215,ertragen::V,понеса,вытерпеть
1216,Platte::N,,плита
1217,Stütze::N,,подпорка
1218,stehlen::V,,украсть
