,Concept_ID,vep,ga
68,Schlaf::N,uni,codladh
69,Traum::N,unikuva,taibhreamh
70,Himmel::N,taivaz,spéir
71,Sonne::N,päiväine,grian
72,Mond::N,kudmaine,ré
73,Mond::N,kudmaine,gealach
74,Stern::N,tähtaz,rinn
75,Stern::N,tähtaz,réalta
76,Luft::N,il'm,aer
77,Wind::N,döl,gaoth
78,Wind::N,tullei,gaoth
79,Welle::N,ald,tonn
80,Welle::N,laineh,tonn
81,Wasser::N,vezi,uisce
82,Stein::N,kivi,cloch
83,Boden::N,ma,talamh
84,Boden::N,pohj,talamh
85,Erde::N,ma,cré
86,Erde::N,ma,ithir
87,Staub::N,pölü,dusta
88,Staub::N,pölü,deannach
89,Rauch::N,savu,toit
90,Rauch::N,savu,deatach
91,Funke::N,kibin,drithle
92,Feuer::N,lämoi,tine
93,Licht::N,vauktuz,solas
94,Schatten::N,pil'vez,scáth
95,Schatten::N,kuvahaine,scáth
96,Wetter::N,sä,aimsir
97,Nebel::N,sumeg,ceo
98,Wolke::N,pil'v,néal
99,Wolke::N,pil'v,scamall
100,Regen::N,vihm,báisteach
101,Regen::N,vihm,fearthainn
102,Schnee::N,lumi,sneachta
103,Eis::N,jä,oighear
104,Frost::N,hala,sioc
105,Frost::N,pakaine,sioc
106,Kälte::N,vilu,fuacht
107,Hitze::N,räk,teas
108,Hitze::N,räk,teocht
109,Raureif::N,hüde,sioc bán
110,Regenbogen::N,jumalanbembel',stua ceatha
111,Regenbogen::N,jumalanbembel',bogha báistí
112,Donner::N,juru,toirneach
113,Donner::N,jumalanjuru,toirneach
114,Strömung::N,joksmuz,sruth
115,Tropfen::N,tilkuine,deoir
116,Schaum::N,vaht,cúr
117,Schmutz::N,redu,salachar
118,Schmutz::N,pačak,salachar
119,See::N,järv,loch
120,Sumpf::N,so,portach
121,Moor::N,so,caorán
122,Moor::N,so,móinteán
123,Wiese::N,nit,cluain
124,Wiese::N,nit,móinéar
125,Wald::N,mec,coill
126,Wald::N,mec,foraois
127,Hügel::N,kukaz,ard
128,Anhöhe::N,kukaz,ard
129,Anhöhe::N,kukaz,ardán
130,Berg::N,mägi,sliabh
131,Gipfel::N,ladv,barr
132,Gipfel::N,ladv,mullach
133,Höhle::N,mägionduz,uaimh
134,Höhle::N,mägionduz,pluais
135,Abhang::N,paute,fána
136,Quelle::N,lähte,foinse
137,Bach::N,oja,sruthán
138,Fluss::N,jogi,abhainn
139,Ufer::N,rand,bruach
140,Küste::N,randišt,cósta
141,Küste::N,randišt,cladach
142,Festland::N,kuivma,míntír
143,Meer::N,meri,muir
144,Meer::N,meri,farraige
145,Bucht::N,laht,bá
146,Bucht::N,laht,cuan
147,Insel::N,sar',inis
148,Insel::N,sar',oileán
149,Blume::N,änik,bláth
150,Gras::N,hein,féar
151,Wurzel::N,jur',rúta
152,Wurzel::N,jur',fréamh
153,Baum::N,pu,crann
154,Stamm::N,tüvi,stoc
155,Stamm::N,tüvi,tamhan
156,Rinde::N,kor',coirt
157,Rinde::N,kor',craiceann
158,Ast::N,oks,géag
159,Zweig::N,oks,géag
160,Zweig::N,oks,craobh
161,Zweig::N,barb,géag
162,Zweig::N,barb,craobh
163,Blatt::N,lehtez,duille
164,Blatt::N,lehtez,duilleog
165,Birke::N,koiv,beith
166,Birke::N,koiv,crann beithe
167,Kiefer[Baum]::N,pedai,péine
168,Weide[Baum]::N,raid,saileach
169,Tanne::N,kuz',giúis
170,Horn::N,sar'v,adharc
171,Feder::N,höuneh,cleite
172,Fell::N,nahk,clúmh
173,Flügel::N,suug,eite
174,Flügel::N,suug,sciathán
175,Klaue::N,künz',crúb
176,Klaue::N,künz',crobh
177,Kralle::N,künz',crobh
178,Schwanz::N,händ,eireaball
179,Ei::N,muna,ubh
180,Nest::N,peza,nead
181,Bau::N,uru,brocais
182,Tier::N,živat,ainmhí
183,Tier::N,živat,beithíoch
184,Herde::N,kogo,tréad
185,Kuh::N,lehm,bó
186,Bulle::N,härg,tarbh
187,Pferd::N,hebo,each
188,Pferd::N,hebo,capall
189,Schaf::N,lambaz,caora
190,Schwein::N,siga,muc
191,Hund::N,koir,madra
192,Katze::N,kaži,cat
193,Bär::N,kondi,béar
194,Eichhörnchen::N,orav,iora
195,Elch::N,hirb',eilc
196,Fuchs::N,reboi,sionnach
197,Fuchs::N,reboi,madra rua
198,Hase::N,jäniš,giorria
199,Maus::N,hir',luch
200,Wolf::N,händikaz,mac tíre
201,Vogel::N,lind,éan
202,Schwarm::N,parveh,saithe
203,Huhn::N,kana,cearc
204,Hahn::N,kukoi,coileach
205,Gans::N,hanh',gé
206,Adler::N,orl,iolar
207,Ente::N,sorz,lacha
208,Eule::N,hir'pulo,ulchabhán
209,Kranich::N,kurg,grús
210,Krähe::N,variš,caróg
211,Krähe::N,variš,préachán
212,Kuckuck::N,kägi,cuach
213,Schwan::N,joucen,eala
214,Fisch::N,kala,iasc
215,Barsch::N,ahven,péirse
216,Hecht::N,haug',liús
217,Schlange[Tier]::N,kü,nathair
218,Schlange[Tier]::N,mado,nathair
219,Wurm::N,mado,péist
220,Spinne::N,hämähouk,damhán alla
221,Ameise::N,murahaine,seangán
222,Laus::N,täi,míol
223,Mücke::N,säs'k,muiscít
224,Mücke::N,säs'k,corrmhíol
225,Fliege::N,kärbhaine,cuil
226,Fliege::N,kärbhaine,cuileog
227,Schmetterling::N,lipkaine,féileacán
228,Beere::N,marj,caor
229,Apfel::N,jablok,úll
230,Pilz::N,sen',beacán
231,Pilz::N,sen',muisiriún
232,Pilz::N,babuk,beacán
233,Pilz::N,babuk,muisiriún
234,Zwiebel::N,lauk,oinniún
235,Saat::N,semned,síol
236,Korn::N,jüvä,gráinne
237,Korn::N,vill',gráinne
238,Heu::N,hein,féar
239,Schale::N,kor',scaimh
240,Grube::N,kop,poll
241,Falle::N,rida,gaiste
242,Schlinge::N,rihm,sealán
243,Spur::N,jäl'g,rian
244,Asche::N,tuhk,luaith
245,Dreck::N,redu,salachar
246,Dreck::N,pačak,salachar
247,Eisen::N,raud,iarann
248,Gold::N,kuld,ór
249,Silber::N,hobed,airgead
250,Kohle::N,hil',gual
251,Glas::N,stökol,gloine
252,Lehm::N,savi,cré
253,Sand::N,lete,gaineamh
254,Mensch::N,mez',duine
255,Mensch::N,ristit,duine
256,Mann::N,mez',fear
257,Frau::N,naine,bean
258,Kind::N,laps',gasúr
259,Kind::N,laps',páiste
260,Junge::N,poig,buachaill
261,Junge::N,prihaine,buachaill
262,Mädchen::N,neičukaine,cailín
263,Familie::N,kanz,teaghlach
264,Familie::N,kanz,comhluadar
265,Familie::N,pereh,teaghlach
266,Familie::N,pereh,comhluadar
267,Großvater::N,ded,seanathair
268,Großmutter::N,bab,seanmháthair
269,Eltern::N,vanhembad,tuismitheoirí
270,Eltern::N,kazvatajad,tuismitheoirí
271,Vater::N,tat,athair
272,Mutter::N,mam,máthair
273,Sohn::N,poig,mac
274,Tochter::N,tütär,iníon
275,Bruder::N,veik,deartháir
276,Bruder::N,vell',deartháir
277,Schwester::N,čiža,deirfiúr
278,Schwester::N,sizar,deirfiúr
279,Onkel::N,däd',uncail
280,Tante::N,tädi,aintín
281,Ehemann::N,mužik,fear céile
282,Ehefrau::N,ak,bean chéile
283,Freude::N,ilo,áthas
284,Freude::N,ihastuz,áthas
285,Gelächter::N,nagr,gáire
286,Glück::N,oza,séan
287,Glück::N,oza,sonas
288,Kummer::N,gor'a,brón
289,Kummer::N,gor'a,buairt
290,Wunsch::N,taht,guí
291,Wunsch::N,taht,achainí
292,Lust::N,himo,fonn
293,Geist::N,heng,meon
294,Geist::N,heng,spiorad
295,Gedanke::N,meletuz,smaoineamh
296,Gedächtnis::N,mušt,cuimhne
297,Verstand::N,mel',ciall
298,Verstand::N,mel',intinn
299,Sinn::N,jüvä,brí
300,Sinn::N,jüvä,ciall
301,Grund::N,sü,fáth
302,Wahrheit::N,tozi,fírinne
303,Gespräch::N,lodu,comhrá
304,Gespräch::N,pagin,comhrá
305,Märchen::N,sarn,scéal
306,Erzählung::N,sanutez,scéal
307,Nachricht::N,tedotuz,teachtaireacht
308,Neuigkeit::N,uzištuz,scéala
309,Name::N,nimi,ainm
310,Rätsel::N,ozoitez,tomhas
311,Rede::N,pagin,óráid
312,Rede::N,pagin,aitheasc
313,Rede::N,sanad,óráid
314,Rede::N,sanad,aitheasc
315,Sprache::N,kel',teanga
316,Stimme::N,än',guth
317,Wort::N,sana,focal
318,Zeichen::N,znam,comhartha
319,Ruf::N,kida,glaoch
320,Ruf::N,kucund,glaoch
321,Lärm::N,judu,torann
322,Laut::N,kulund,fuaim
323,Ton::N,kulund,ton
324,Lied::N,pajo,amhrán
325,Ruhe::N,lebu,suaimhneas
326,Leute::N,rahvaz,muintir
327,Volk::N,rahvaz,pobal
328,Arbeit::N,tö,obair
329,Arbeit::N,rad,obair
330,Gast::N,adiv,aoi
331,Geschenk::N,lahj,féirín
332,Geschenk::N,lahj,bronntanas
333,Spiel::N,vänd,cluiche
334,Gesellschaft::N,sebr,comhluadar
335,Hilfe::N,abu,cúnamh
336,Hilfe::N,abu,cabhair
337,Freund::N,sebranik,cara
338,Kamerad::N,sebranik,comrádaí
339,Angelegenheit::N,azj,ábhar
340,Anzahl::N,lugu,líon
341,Art::N,rod,sórt
342,Art::N,rod,saghas
343,Art::N,rodsugu,sórt
344,Art::N,rodsugu,saghas
345,Stück::N,pala,píosa
346,Stück::N,supal,píosa
347,Teil::N,pala,cuid
348,Teil::N,pala,páirt
349,Hälfte::N,pol',leath
350,Kreis::N,ümbruz,ciorcal
351,Kreis::N,kehkruz,ciorcal
352,Kreuz::N,rist,cros
353,Linie::N,pird,líne
354,Strich::N,pird,stríoc
355,Abstand::N,keskust,achar
356,Entfernung::N,matk,fad
357,Gegend::N,taho,ceantar
358,Platz::N,avaruz',áit
359,Platz::N,avaruz',spás
360,Ort::N,koht,áit
361,Seite::N,pol',taobh
362,Seite::N,kül'g,taobh
363,Mitte::N,kesk,lár
364,Gegenstand::N,kalu,ball
365,Gegenstand::N,kalu,ábhar
366,Sache::N,azj,ní
367,Sache::N,azj,rud
368,Rand::N,röun,imeall
369,Rand::N,röun,ciumhais
370,Kante::N,röun,corr
371,Kante::N,röun,colbha
372,Ecke::N,saum,coirnéal
373,Spitze::N,agjaine,gob
374,Spitze::N,agjaine,barr
375,Ende::N,agj,ceann
376,Ende::N,agj,foirceann
377,Loch::N,reig,poll
378,Winkel::N,čoga,cúinne
379,Winkel::N,čoga,uillinn
380,Winkel::N,saum,cúinne
381,Winkel::N,saum,uillinn
382,Muster::N,kirjam,patrún
383,Größe::N,suruz',méid
384,Größe::N,suruz',toise
385,Länge::N,piduz,fad
386,Höhe::N,korktuz',airde
387,Gewicht::N,jügu,meáchan
388,Gewicht::N,vedäduz,meáchan
389,Menge::N,äjüz',méid
390,Haufen::N,kogo,cnap
391,Reihe::N,rivi,líne
392,Reihe::N,rivi,sraith
393,Boot::N,veneh,bád
394,Ruder::N,air,rámh
395,Ruder::N,air,maide rámha
396,Schlitten::N,regi,carr sleamhnáin
397,Schlitten::N,regut,carr sleamhnáin
398,Ski::N,suks',scí
399,Lagerfeuer::N,nodj,tine champa
400,Lagerfeuer::N,pažag,tine champa
401,Last::N,jüguz,ualach
402,Gang::N,astund,siúlóid
403,Schritt::N,hašk,céim
404,Schritt::N,hašk,coiscéim
405,Norden::N,pohjoine,tuaisceart
406,Süden::N,suvi,deisceart
407,Westen::N,päivlaskm,iarthar
408,Osten::N,päivnouzm,oirthear
409,Holz::N,pu,adhmad
410,Brett::N,laud,clár
411,Platte::N,keitim,leac
412,Stütze::N,tugi,taca
413,Stange::N,arz',polla
414,Stange::N,arz',cuaille
415,Stock::N,kalu,bata
416,Stock::N,kalu,maide
417,Stab::N,seibaz,maide
418,Stab::N,seibaz,bachall
419,Rohr::N,torv,píopa
420,Haus::N,pert',teach
421,Heim::N,kodi,baile
422,Ofen::N,päč,sornóg
423,Fußboden::N,lava,urlár
424,Tisch::N,laud,bord
425,Tisch::N,laud,tábla
426,Tisch::N,stal'c,bord
427,Tisch::N,stal'c,tábla
428,Stuhl::N,ištim,cathaoir
429,Wiege::N,kätte,cliabhán
430,Bett::N,sija,leaba
431,Bett::N,magaduzsija,leaba
432,Regal::N,palič,seilf
433,Kiste::N,mülütim,bosca
434,Fenster::N,ikun,fuinneoig
435,Tür::N,uks',doras
436,Tor::N,verai,geata
437,Zaun::N,aid,fál
438,Zaun::N,aid,claí
439,Dach::N,katuz,díon
440,Leiter::N,pordhad,dréimire
441,Besen::N,lud,scuab
442,Besen::N,vast,scuab
443,Spaten::N,labid,spád
444,Spaten::N,labid,rámhainn
445,Schaufel::N,labid,sluasaid
446,Gabel::N,hangoine,forc
447,Gabel::N,hangoine,gabhlóg
448,Löffel::N,luzik,spúnóg
449,Messer::N,veič,scian
450,Nagel::N,nagl,tairne
451,Netz::N,verk,líon
452,Netz::N,verk,eangach
453,Haken::N,kouk,croch
454,Griff::N,kägä,cos
455,Griff::N,kägä,hanla
456,Griff::N,varz',cos
457,Griff::N,varz',hanla
458,Schloss::N,lukkol,glas
459,Bild::N,kuva,pictiúr
460,Figur::N,figur,fíor
461,Puppe::N,tätüine,bábóg
462,Beutel::N,havad,mála
463,Beutel::N,havad,mealbhóg
464,Bündel::N,toppaz,beart
465,Bündel::N,käč,beart
466,Tasche::N,sumk,mála
467,Eimer::N,vädr,buicéad
468,Deckel::N,katuz,clár
469,Deckel::N,katuz,claibín
470,Geschirr::N,astii,soithí
471,Geschirr::N,astii,gréithe
472,Sack::N,havad,sac
473,Sack::N,havad,mála
474,Tasse::N,čašk,cupán
475,Topf::N,pada,pota
476,Kessel::N,katil,citeal
477,Essen::N,sönd,béile
478,Nahrung::N,söm,bia
479,Speise::N,sömine,mias
480,Fleisch::N,liha,feoil
481,Getreide::N,vill',grán
482,Getreide::N,vill',arbhar
483,Brei::N,pudr,brúitín
484,Brot::N,leib,arán
485,Scheibe::N,bibaleh,píosa
486,Scheibe::N,bibaleh,slisne
487,Scheibe::N,šlik,píosa
488,Scheibe::N,šlik,slisne
489,Fett::N,razv,saill
490,Fett::N,razv,méathras
491,Butter::N,voi,im
492,Öl::N,voi,ola
493,Salz::N,sol,salann
494,Suppe::N,lem',sú
495,Suppe::N,lem',anraith
496,Suppe::N,keitoz,sú
497,Suppe::N,keitoz,anraith
498,Honig::N,mezi,mil
499,Milch::N,maid,bainne
500,Tee::N,čai,tae
501,Leder::N,nahk,leathar
502,Wolle::N,vill,olann
503,Stoff::N,kangaz,éadach
504,Nadel::N,negl,snáthaid
505,Faden::N,nit',snáth
506,Knopf::N,nübl',cnaipe
507,Knoten::N,sol'm,snaidhm
508,Farbe::N,muju,péint
509,Kleidung::N,sobad,éadaí
510,Hemd::N,paid,léine
511,Kragen::N,kagluz,bóna
512,Ärmel::N,hijam,muinchille
513,Hose::N,štanad,bríste
514,Hose::N,štanad,treabhsar
515,Gürtel::N,vö,crios
516,Mütze::N,šapuk,caipín
517,Schuh::N,keng',bróg
518,Stiefel::N,sapug,buatais
519,Ring::N,rengaz,fáinne
520,Band::N,lentaine,ribín
521,Kamm::N,suga,cíor
522,Spiegel::N,zerkol,scáthán
523,Riemen::N,vö,iall
524,Riemen::N,vö,strapa
525,Schnur::N,nor,téad
526,Schnur::N,nor,sreangán
527,Leine::N,talutimnor,iall
528,Decke::N,sijakatuz,pluid
529,Decke::N,sijakatuz,blaincéad
530,Kissen::N,pöluz,piliúr
531,Kissen::N,pöluz,adhartán
532,Tuch::N,paik,scaif
533,Handtuch::N,käzipaik,tuáille
534,Kraft::N,vägi,fórsa
535,Stärke::N,vahvuz',neart
536,Gesundheit::N,tervhuz,sláinte
537,Krankheit::N,läžund,tinneas
538,Krankheit::N,läžund,breoiteacht
539,Schmerz::N,kibu,pian
540,Wunde::N,čapatez,goin
541,Fieber::N,säru,fiabhras
542,Arznei::N,zel'l',cógas
543,Brücke::N,sild,droichead
544,Brunnen::N,kaiv,tobar
545,Weide::N,omaluine,féarach
546,Pfad::N,tehut,cosán
547,Pfad::N,tehut,conair
548,Weg::N,te,slí
549,Weg::N,te,bealach
550,Straße::N,te,bóthar
551,Dorf::N,külä,sráidbhaile
552,Stadt::N,lidn,baile
553,Stadt::N,lidn,cathair
554,Brief::N,kirjeine,litir
555,Buch::N,kirj,cín
556,Buch::N,kirj,leabhar
557,Buchstabe::N,kirjam,litir
558,Zeitung::N,lehtez,nuachtán
559,Leben::N,elo,saol
560,Leben::N,elo,beatha
561,Tod::N,surm,bás
562,Grab::N,kaum,uaigh
563,Kirche::N,jumalanpert',eaglais
564,Sünde::N,grähk,peaca
565,Gott::N,jumal,dia
566,Arbeiter::N,radnik,oibrí
567,Chef::N,pämez',saoiste
568,Chef::N,pämez',ceannasaí
569,Meister::N,mastar,máistir
570,Arzt::N,lekar',lia
571,Arzt::N,lekar',dochtúir
572,Lehrer::N,opendai,oide
573,Lehrer::N,opendai,múinteoir
574,Geld::N,rahad,airgead
575,Geschäft::N,biznes,gnó
576,Laden::N,lauk,siopa
577,Preis::N,arv,praghas
578,Ware::N,tavar,earra
579,Nutzen::N,liža,tairbhe
580,Reichtum::N,kodielo,rachmas
581,Reichtum::N,kodielo,saibhreas
582,Reichtum::N,kal'huz',rachmas
583,Reichtum::N,kal'huz',saibhreas
584,Welt::N,mail'm,domhan
585,Land::N,ma,tír
586,Staat::N,valdkund,stát
587,König::N,kunigaz,rí
588,Macht::N,vald,cumhacht
589,Grenze::N,röun,críoch
590,Grenze::N,röun,teorainn
591,Krieg::N,soda,cogadh
592,Feind::N,vihanik,namhaid
593,Feind::N,vastustai,namhaid
594,Gewalt::N,vägivald,foréigean
595,Kampf::N,tora,troid
596,Bogen[Waffe]::N,taug,bogha
597,Pfeil::N,nol,saighead
598,Gewehr::N,oružj,gunna
599,Fehler::N,viga,botún
600,Fehler::N,viga,meancóg
601,Lüge::N,kelastuz,bréag
602,Lüge::N,kelastuz,éitheach
603,Schaden::N,pahuz',dochar
604,Schaden::N,pahuz',damáiste
605,Unglück::N,bed,drochrath
606,Unglück::N,gor'a,drochrath
607,Schuld::N,värhuz',locht
608,Schuld::N,värhuz',milleán
609,Alter::N,igä,aois
610,Schluss::N,lop,deireadh
611,Zeit::N,aig,am
612,Zeit::N,aig,aimsir
613,Tag::N,päiv,lá
614,Morgen::N,homendez,maidin
615,Mittag::N,keskpäiv,nóin
616,Abend::N,eht,tráthnóna
617,Nacht::N,ö,oíche
618,Woche::N,nedal',seachtain
619,Monat::N,ku,mí
620,Jahr::N,voz',bliain
621,Frühling::N,keväz',earrach
622,Sommer::N,keza,samhradh
623,Herbst::N,sügüz',fómhar
624,Winter::N,tal'v,geimhreadh
625,Januar::N,viluku,Eanáir
626,Februar::N,uhoku,Feabhra
627,März::N,keväz'ku,Márta
628,April::N,sulaku,Aibreán
629,Mai::N,semendku,Bealtaine
630,Juni::N,kezaku,Meitheamh
631,Juli::N,heinku,Iúil
632,August::N,eloku,Lúnasa
633,September::N,sügüz'ku,Meán Fómhair
634,Oktober::N,reduku,Deireadh Fómhair
635,November::N,kül'mku,Samhain
636,November::N,kül'mku,Mí na Samhna
637,Dezember::N,tal'vku,Mí na Nollag
638,Montag::N,ezmärg,Luan
639,Montag::N,ezmärg,Dé Luain
640,Dienstag::N,tožnarg,Máirt
641,Dienstag::N,tožnarg,Dé Máirt
642,Mittwoch::N,koumanz'päiv,Céadaoin
643,Mittwoch::N,koumanz'päiv,Dé Céadaoin
644,Donnerstag::N,nellänz'päiv,Déardaoin
645,Freitag::N,pätnič,Aoine
646,Freitag::N,pätnič,Dé hAoine
647,Freitag::N,videnz'päiv,Aoine
648,Freitag::N,videnz'päiv,Dé hAoine
649,Samstag::N,sobat,Satharn
650,Samstag::N,sobat,Dé Sathairn
651,Sonntag::N,pühäpäiv,Domhnach
652,Sonntag::N,pühäpäiv,Dé Domhnaigh
653,groß::A,sur',mór
654,groß::A,järed,mór
655,klein::A,pen',beag
656,klein::A,pičuine,beag
657,lang::A,pit'k,fada
658,kurz::A,lühüd,gearr
659,kurz::A,lühüd,gairid
660,breit::A,leved,leathan
661,breit::A,leved,fairsing
662,schmal::A,kaid,cúng
663,dicht::A,tihed,dlúth
664,dick[Gegenstand]::A,paks,tiubh
665,dünn::A,hoik,caol
666,dünn::A,hoik,tanaí
667,fein::A,hen,scáinte
668,fein::A,hen,fíneálta
669,fest::A,luja,daingean
670,fest::A,ninev,daingean
671,flach::A,lapak,cothrom
672,glatt::A,siled,mín
673,glatt::A,siled,sleamhain
674,hart::A,kova,crua
675,weich::A,pehmed,bog
676,rund::A,kehker,cruinn
677,spitz::A,nügu,gobach
678,spitz::A,nügu,biorach
679,spitz::A,terav,gobach
680,spitz::A,terav,biorach
681,scharf::A,terav,géar
682,scharf::A,terav,faobhrach
683,stumpf::A,tül'c,maol
684,schwer::A,jüged,trom
685,schön::A,čoma,álainn
686,heiß::A,räk,te
687,warm::A,läm',te
688,kalt::A,vilu,fuar
689,kühl::A,raibak,fionnuar
690,kühl::A,viluhk,fionnuar
691,frisch::A,lahed,úr
692,frisch::A,lahed,friseáilte
693,feucht::A,neps,tais
694,feucht::A,toreh,tais
695,nass::A,märg,fliuch
696,trocken::A,kuiv,tirim
697,voll::A,täuz',lán
698,leer::A,joudai,folamh
699,offen::A,avoin,oscailte
700,offen::A,avol'jaine,oscailte
701,geschlossen::A,saubaline,dúnta
702,geschlossen::A,saubaline,druidte
703,sauber::A,puhtaz,glan
704,schmutzig::A,redukaz,salach
705,roh::A,rohk,amh
706,roh::A,toreh,amh
707,reif::A,küps,aibí
708,lecker::A,magukaz,blasta
709,süß::A,maged,milis
710,bitter::A,karged,searbh
711,sauer::A,muiged,géar
712,sauer::A,muiged,searbh
713,hell::A,kirkas,geal
714,hell::A,kirkas,soilseach
715,hell::A,valgei,geal
716,hell::A,valgei,soilseach
717,dunkel::A,pimed,dorcha
718,schwarz::A,must,dubh
719,weiß::A,vauged,bán
720,rot::A,rusked,dearg
721,gelb::A,pakuine,buí
722,blau::A,sinine,gorm
723,grün::A,vihand,glas
724,grün::A,vihand,uaine
725,grau::A,hahk,liath
726,bunt::A,kirjav,ildathach
727,bunt::A,kirjav,dathannach
728,billig::A,odav,saor
729,teuer::A,kalliž,daor
730,teuer::A,kalliž,costasach
731,wertvoll::A,arvokas,luachmhar
732,blind::A,soged,dall
733,blind::A,soged,caoch
734,taub::A,kurdiž,bodhar
735,kräftig::A,vägev,cumhachtach
736,stark::A,vahv,tréan
737,stark::A,vahv,láidir
738,stark::A,vägekaz,tréan
739,stark::A,vägekaz,láidir
740,schwach::A,väll',lag
741,schwach::A,väll',fann
742,fett::A,razvakaz,ramhar
743,schlank::A,kapos,caol
744,schlank::A,kapos,seang
745,hübsch::A,čoma,álainn
746,hübsch::A,čoma,dathúil
747,böse::A,äred,olc
748,böse::A,käred,olc
749,dumm::A,el'getoi,dúr
750,dumm::A,el'getoi,amaideach
751,faul::A,lašk,falsa
752,faul::A,lašk,leisciúil
753,fleißig::A,radonnavedii,dícheallach
754,geizig::A,ažlak,barainneach
755,geizig::A,ažlak,sprionlaithe
756,klug::A,melev,cliste
757,klug::A,melekaz,cliste
758,geschickt::A,mahtokaz,oilte
759,geschickt::A,mahtokaz,ealaíonta
760,lieb::A,izo,dil
761,lieb::A,izo,dílis
762,lieb::A,sula,dil
763,lieb::A,sula,dílis
764,lustig::A,ilokaz,aerach
765,lustig::A,ilokaz,meidhreach
766,sanft::A,laskav,bog
767,sanft::A,laskav,séimh
768,hungrig::A,näl'ghine,ocrach
769,krank::A,läžui,tinn
770,krank::A,läžui,breoite
771,nackt::A,alastoi,nocht
772,traurig::A,opalahine,brónach
773,lebendig::A,eläb,beo
774,gut::A,hüvä,maith
775,schlecht::A,huba,dona
776,schlecht::A,huba,droch-
777,richtig::A,oiged,ceart
778,schlimm::A,paha,gránna
779,schlimm::A,paha,tubaisteach
780,wahr::A,todesine,fíor
781,alt::A,vanh,sean
782,neu::A,uz',úr
783,neu::A,uz',nua
784,ehemalig::A,edeline,iar-
785,ehemalig::A,edeline,sean-
786,alt[Lebewesen]::A,ravaz,sean
787,alt[Lebewesen]::A,ravaz,aosta
788,jung::A,nor',óg
789,arm::A,gol'l',bocht
790,reich::A,elokaz,saibhir
791,reich::A,elokaz,rachmasach
792,bekannt::A,tutab,atá eolas air
793,berühmt::A,tetab,cailiúil
794,berühmt::A,tetab,clúiteach
795,fremd::A,veraz,coimhthíoch
796,verschieden::A,erazvuitte,éagsúil
797,verschieden::A,erazvuitte,difriúil
798,nah::A,läheline,gar
799,nah::A,läheline,deas
800,fern::A,edahaine,i bhfad uainn
801,fern::A,edahaine,i bhfad i gcéin
802,linker::A,hura,clé
803,rechter::A,oiged,deas
804,anderer::A,toine,eile
805,erster::A,ezmäine,céad
806,zweiter::A,toine,dóú
807,zweiter::A,toine,dara
808,dritter::A,koumanz',tríú
809,dritter::A,koumanz',treas
810,letzter::A,jäl'gmäine,déanach
811,letzter::A,jäl'gmäine,deireanach
812,allein::ADV,üksnäze,i d'aonar
813,auf einmal::ADV,ühten aigan,ag an am céanna
814,zusammen::ADV,ühtes,le chéile
815,zusammen::ADV,ühtes,in eineacht
816,lange::ADV,hätken,fada
817,plötzlich::ADV,äkkid,go tobann
818,plötzlich::ADV,äkkid,i dtobainne
819,sofort::ADV,kerdalaz,ar an toirt
