,Concept_ID,lt,be
102,Strömung::N,tėkmė,цячэнне
103,Tropfen::N,lašas,кропля
104,Schaum::N,putos,пена
105,Schmutz::N,purvas,гразь
106,See::N,ežeras,возера
107,Sumpf::N,klampynė,багна
108,Sumpf::N,liūnas,багна
109,Moor::N,pelkė,балота
110,Wiese::N,pieva,луг
111,Wald::N,miškas,лес
112,Hügel::N,kalva,узгорак
113,Anhöhe::N,kauburys,узвышша
114,Berg::N,kalnas,гара
115,Gipfel::N,viršūnė,вяршыня
116,Höhle::N,ola,пячора
117,Abhang::N,šlaitas,схіл
118,Abhang::N,nuokalnė,схіл
119,Quelle::N,versmė,крыніца
120,Quelle::N,šaltinis,крыніца
121,Bach::N,upelis,ручай
122,Fluss::N,upė,рака
123,Ufer::N,krantas,бераг
124,Küste::N,pajūris,узбярэжжа
125,Festland::N,sausuma,суша
126,Meer::N,jūra,мора
127,Bucht::N,įlanka,бухта
128,Bucht::N,užutekis,бухта
129,Insel::N,sala,востраў
130,Blume::N,gėlė,кветка
131,Gras::N,žolė,трава
132,Wurzel::N,šaknis,корань
133,Baum::N,medis,дрэва
134,Stamm::N,kamienas,ствол
135,Rinde::N,žievė,кара
136,Ast::N,šaka,сук
137,Zweig::N,šakelė,галіна
138,Blatt::N,lapas,ліст
139,Birke::N,beržas,бяроза
140,Kiefer[Baum]::N,pušis,хвоя
141,Kiefer[Baum]::N,pušis,сасна
142,Weide[Baum]::N,karklas,вярба
143,Tanne::N,eglė,яліна
144,Tanne::N,kėnis,яліна
145,Horn::N,ragas,рог
146,Feder::N,plunksna,пяро
147,Fell::N,kailis,шкура
148,Flügel::N,sparnas,крыло
149,Klaue::N,kanopa,кіпцюр
150,Kralle::N,nagas,лапа
151,Schwanz::N,uodega,хвост
152,Ei::N,kiaušinis,яйка
153,Nest::N,gūžta,гняздо
154,Nest::N,lizdas,гняздо
155,Bau::N,ola,нара
156,Tier::N,gyvūnas,жывёла
157,Herde::N,banda,статак
158,Herde::N,kaimenė,статак
159,Kuh::N,karvė,карова
160,Bulle::N,bulius,бык
161,Pferd::N,arklys,конь
162,Schaf::N,avis,авечка
163,Schwein::N,kiaulė,свіння
164,Hund::N,šuo,сабака
165,Katze::N,katė,кошка
166,Bär::N,lokys,мядзведзь
167,Eichhörnchen::N,voveraitė,вавёрка
168,Elch::N,briedis,лось
169,Fuchs::N,lapė,ліса
170,Hase::N,kiškas,заяц
171,Maus::N,pelė,мыш
172,Wolf::N,vilkas,воўк
173,Vogel::N,paukštis,птах
174,Vogel::N,paukštis,птушка
175,Schwarm::N,spiečius,чарада
176,Huhn::N,višta,курыца
177,Hahn::N,gaidys,певень
178,Gans::N,žąsis,гусь
179,Adler::N,erelis,арол
180,Ente::N,antis,качка
181,Eule::N,pelėda,сава
182,Kranich::N,gervė,жораў
183,Kranich::N,gervė,журавель
184,Krähe::N,varna,варона
185,Kuckuck::N,gegužė,зязюля
186,Schwan::N,gulbė,лебедзь
187,Fisch::N,žuvis,рыба
188,Barsch::N,ešerys,акунь
189,Hecht::N,lydeka,шчупак
190,Schlange[Tier]::N,gyvatė,змяя
191,Wurm::N,kirmėlė,чарвяк
192,Spinne::N,voras,павук
193,Ameise::N,skruzdė,мурашка
194,Laus::N,utėlė,вош
195,Mücke::N,uodas,камар
196,Fliege::N,musė,муха
197,Schmetterling::N,drugys,матыль
198,Schmetterling::N,peteliškė,матыль
199,Beere::N,uoga,ягада
200,Apfel::N,obuolys,яблык
201,Pilz::N,grybas,грыб
202,Zwiebel::N,svogūnas,цыбуля
203,Saat::N,sėkla,семя
204,Korn::N,grūdai,зерне
205,Heu::N,šienas,сена
206,Schale::N,žievelė,шалупінне
207,Grube::N,duobė,яма
208,Falle::N,pinklės,пастка
209,Falle::N,žabangai,пастка
210,Schlinge::N,kilpa,сіло
211,Spur::N,vėžė,след
212,Spur::N,pėdos,след
213,Spur::N,pėdsakas,след
214,Asche::N,pelenai,попел
215,Dreck::N,purvas,бруд
216,Eisen::N,geležis,жалеза
217,Gold::N,auksas,золата
218,Silber::N,sidabras,сребра
219,Kohle::N,anglis,вугаль
220,Glas::N,stiklas,шкло
221,Lehm::N,molis,гліна
222,Sand::N,smėlis,пясок
223,Mensch::N,žmogus,чалавек
224,Mann::N,vyras,мужчына
225,Mann::N,vyriškis,мужчына
226,Frau::N,moteris,жанчына
227,Kind::N,vaikas,дзіця
228,Junge::N,vaikinas,хлопчык
229,Junge::N,berniukas,хлопчык
230,Mädchen::N,mergytė,дзяўчынка
231,Mädchen::N,mergaitė,дзяўчынка
232,Familie::N,šeima,сямʼя
233,Großvater::N,senelis,дзядуля
234,Großmutter::N,senelė,бабуля
235,Eltern::N,tėvai,бацькі
236,Vater::N,tėvas,бацька
237,Mutter::N,motina,маці
238,Sohn::N,sūnus,сын
239,Tochter::N,duktė,дачка
240,Bruder::N,brolis,брат
241,Schwester::N,sesuo,сястра
242,Onkel::N,dėdė,дзядзька
243,Tante::N,teta,цётка
244,Ehemann::N,vyras,муж
245,Ehefrau::N,žmona,жонка
246,Freude::N,džiaugsmas,радасць
247,Gelächter::N,juokas,смех
248,Glück::N,laimė,шчасце
249,Kummer::N,vargas,гора
250,Kummer::N,rūpestis,гора
251,Wunsch::N,troškimas,жаданне
252,Wunsch::N,pageidavimas,жаданне
253,Lust::N,noras,цяга
254,Lust::N,geidulys,цяга
255,Geist::N,dvasia,дух
256,Gedanke::N,mintis,думка
257,Gedächtnis::N,atmintis,памяць
258,Verstand::N,protas,розум
259,Sinn::N,prasmė,сэнс
260,Grund::N,priežastis,зачэпка
261,Wahrheit::N,tiesa,праўда
262,Wahrheit::N,teisybė,праўда
263,Gespräch::N,pokalbis,размова
264,Märchen::N,pasaka,казка
265,Erzählung::N,apsakymas,расказ
266,Erzählung::N,apsakymas,апавяданне
267,Erzählung::N,pasakojimas,расказ
268,Erzählung::N,pasakojimas,апавяданне
269,Nachricht::N,žinia,вестка
270,Nachricht::N,žinia,паведамленне
271,Neuigkeit::N,naujiena,навіна
272,Name::N,vardas,імя
273,Rätsel::N,mįslė,загадка
274,Rede::N,kalba,прамова
275,Sprache::N,kalba,мова
276,Stimme::N,balsas,голас
277,Wort::N,žodis,слова
278,Zeichen::N,žymė,знак
279,Zeichen::N,ženklas,знак
280,Ruf::N,šauksmas,кліч
281,Lärm::N,triukšmas,шум
282,Laut::N,garsas,гук
283,Ton::N,tonas,гучанне
284,Ton::N,garsas,гучанне
285,Lied::N,daina,песня
286,Lied::N,giesmė,песня
287,Ruhe::N,ramybė,спакой
288,Ruhe::N,ramumas,спакой
289,Leute::N,žmonės,людзі
290,Volk::N,tauta,народ
291,Arbeit::N,darbas,праца
292,Arbeit::N,darbas,работа
293,Arbeit::N,triūsas,праца
294,Arbeit::N,triūsas,работа
295,Gast::N,svečias,госць
296,Geschenk::N,dovana,падарунак
297,Spiel::N,žaismas,гульня
298,Spiel::N,žaidimas,гульня
299,Gesellschaft::N,draugija,таварыства
300,Gesellschaft::N,kompanija,таварыства
301,Hilfe::N,pagalba,дапамога
302,Freund::N,draugas,друг
303,Freund::N,draugas,сябар
304,Freund::N,bičiulis,друг
305,Freund::N,bičiulis,сябар
306,Kamerad::N,draugas,прыяцель
307,Angelegenheit::N,dalykas,справа
308,Angelegenheit::N,reikalas,справа
309,Anzahl::N,kiekis,колькасць
310,Anzahl::N,skaičius,колькасць
311,Art::N,rūšis,від
312,Stück::N,gabalas,кусок
313,Stück::N,gabalas,кавалак
314,Teil::N,dalis,частка
315,Hälfte::N,pusė,палова
316,Hälfte::N,pusė,палавіна
317,Kreis::N,ratas,круг
318,Kreis::N,apskritis,круг
319,Kreis::N,apskritimas,круг
320,Kreuz::N,kryžius,крыж
321,Linie::N,linija,лінія
322,Strich::N,brėžis,рыса
323,Strich::N,brūkšnys,рыса
324,Abstand::N,atstumas,прамежак
325,Entfernung::N,atstumas,адлегласць
326,Gegend::N,vietovė,мясцовасць
327,Platz::N,vieta,месца
328,Ort::N,vieta,месца
329,Ort::N,vietovė,месца
330,Seite::N,pusė,бок
331,Seite::N,šonas,бок
332,Mitte::N,vidurys,сярэдзіна
333,Gegenstand::N,dalykas,прадмет
334,Sache::N,daiktas,рэч
335,Rand::N,kraštas,край
336,Rand::N,pakraštys,край
337,Kante::N,kraštas,руб
338,Kante::N,kraštas,кант
339,Ecke::N,kertė,вугал
340,Ecke::N,kampas,вугал
341,Spitze::N,priekis,кончык
342,Spitze::N,priešakys,кончык
343,Ende::N,galas,канец
344,Loch::N,skylė,дзірка
345,Winkel::N,kampas,вугал
346,Winkel::N,kampelis,вугал
347,Muster::N,raštas,узор
348,Größe::N,dydis,памер
349,Größe::N,didumas,памер
350,Länge::N,ilgis,даўжыня
351,Länge::N,ilgumas,даўжыня
352,Höhe::N,aukštis,вышыня
353,Höhe::N,aukštuma,вышыня
354,Gewicht::N,svoris,вага
355,Gewicht::N,svarstis,вага
356,Menge::N,kiekis,колькасць
357,Menge::N,daugybė,колькасць
358,Haufen::N,krūva,куча
359,Haufen::N,šūsnis,куча
360,Reihe::N,greta,рад
361,Boot::N,valtis,лодка
362,Boot::N,laivelis,лодка
363,Ruder::N,irklas,вясло
364,Schlitten::N,rogės,сані
365,Schlitten::N,rogutės,сані
366,Ski::N,slidė,лыжа
367,Lagerfeuer::N,laužas,вогнішча
368,Last::N,našta,цяжар
369,Last::N,nešulys,цяжар
370,Gang::N,eisena,ход
371,Schritt::N,žingsnis,шаг
372,Schritt::N,žingsnis,крок
373,Norden::N,šiaurė,поўнач
374,Norden::N,žiemiai,поўнач
375,Süden::N,pietūs,поўдзень
376,Westen::N,vakarai,захад
377,Osten::N,rytai,усход
378,Holz::N,mediena,дрэва
379,Holz::N,mediena,драўніна
380,Brett::N,lenta,дошка
381,Platte::N,plokštė,пліта
382,Stütze::N,atrama,падпорка
383,Stütze::N,atspara,падпорка
384,Stange::N,lazda,жэрдка
385,Stange::N,kartis,жэрдка
386,Stock::N,lazda,палка
387,Stab::N,kartis,шост
388,Rohr::N,vamzdis,труба
389,Haus::N,namas,дом
390,Heim::N,namai,дом
391,Heim::N,namai,хата
392,Ofen::N,krosnis,печ
393,Fußboden::N,grindys,падлога
394,Tisch::N,stalas,стол
395,Stuhl::N,kėdė,стул
396,Stuhl::N,kėdė,крэсла
397,Wiege::N,lopšys,калыска
398,Bett::N,lova,ложак
399,Bett::N,lova,пасцель
400,Bett::N,patalai,ложак
401,Bett::N,patalai,пасцель
402,Regal::N,lentyna,паліца
403,Kiste::N,dėžė,скрынка
404,Fenster::N,langas,акно
405,Tür::N,durys,дзверы
406,Tor::N,vartai,вароты
407,Zaun::N,tvora,агароджа
408,Dach::N,stogas,дах
409,Leiter::N,kopėčios,лесвіца
410,Besen::N,šluota,мятла
411,Spaten::N,lopeta,лапата
412,Spaten::N,lopeta,жалязняк
413,Spaten::N,kastuvas,лапата
414,Spaten::N,kastuvas,жалязняк
415,Schaufel::N,semtuvas,шуфлік
416,Schaufel::N,semtuvas,лапатка
417,Gabel::N,šakutė,відэлец
418,Löffel::N,šaukštas,лыжка
419,Messer::N,peilis,нож
420,Nagel::N,vinis,цвік
421,Netz::N,tinklas,сетка
422,Haken::N,vagis,крук
423,Haken::N,kablys,крук
424,Griff::N,kotas,ручка
425,Griff::N,rankena,ручка
426,Schloss::N,spyna,замок
427,Schloss::N,užraktas,замок
428,Bild::N,paveikslas,карціна
429,Figur::N,figūra,фігура
430,Puppe::N,lėlė,лялька
431,Beutel::N,krepšys,мяшок
432,Beutel::N,maišelis,мяшок
433,Bündel::N,ryšulys,вязка
434,Tasche::N,krepšelis,торба
435,Eimer::N,kibiras,вядро
436,Deckel::N,dangtis,накрыўка
437,Geschirr::N,indai,пасуда
438,Sack::N,maišas,мех
439,Tasse::N,puodukas,кубак
440,Topf::N,puodas,каструля
441,Kessel::N,katilas,кацёл
442,Essen::N,valgis,ежа
443,Nahrung::N,penas,харч
444,Nahrung::N,maistas,харч
445,Speise::N,patiekalas,страва
446,Fleisch::N,mėsa,мяса
447,Getreide::N,javai,збожжа
448,Brei::N,košė,каша
449,Brot::N,duona,хлеб
450,Scheibe::N,riekė,луста
451,Scheibe::N,riekė,скібка
452,Fett::N,taukai,тлушч
453,Fett::N,riebalai,тлушч
454,Butter::N,sviestas,масла
455,Öl::N,aliejus,алей
456,Salz::N,druska,соль
457,Suppe::N,sriuba,суп
458,Honig::N,medus,мёд
459,Milch::N,pienas,малако
460,Tee::N,arbata,чай
461,Tee::N,arbata,гарбата
462,Leder::N,oda,скура
463,Wolle::N,vilna,воўна
464,Stoff::N,audeklas,тканіна
465,Nadel::N,adata,іголка
466,Faden::N,gija,нітка
467,Faden::N,siūlas,нітка
468,Knopf::N,saga,гузік
469,Knoten::N,mazgas,вузел
470,Farbe::N,dažai,фарба
471,Kleidung::N,rūbai,адзенне
472,Kleidung::N,drabužiai,адзенне
473,Hemd::N,marškiniai,кашуля
474,Kragen::N,apykaklė,каўнер
475,Ärmel::N,rankovė,рукаў
476,Hose::N,kelnės,штаны
477,Gürtel::N,juosta,пояс
478,Gürtel::N,diržas,пояс
479,Mütze::N,kepurė,шапка
480,Schuh::N,batas,чаравік
481,Stiefel::N,auliniai batai,бот
482,Ring::N,žiedas,кольца
483,Band::N,kaspinas,стужка
484,Kamm::N,šukos,расчоска
485,Spiegel::N,veidrodis,люстра
486,Riemen::N,diržas,рэмень
487,Schnur::N,virvė,вяроўка
488,Leine::N,pavadėlis,павадок
489,Decke::N,antklodė,коўдра
490,Kissen::N,pagalvė,падушка
491,Kissen::N,priegalvis,падушка
492,Tuch::N,skarelė,хустка
493,Handtuch::N,rankšluostis,ручнік
494,Kraft::N,jėga,сіла
495,Stärke::N,stiprumas,моц
496,Gesundheit::N,sveikata,здароўе
497,Krankheit::N,liga,хвароба
498,Schmerz::N,skausmas,боль
499,Wunde::N,žaizda,рана
500,Fieber::N,karštis,гарачка
501,Fieber::N,karštis,ліхаманка
502,Arznei::N,vaistas,лекі
503,Brücke::N,tiltas,мост
504,Brunnen::N,šulinys,калодзеж
505,Weide::N,ganykla,паша
506,Weide::N,gluosnis,паша
507,Pfad::N,takas,сцежка
508,Weg::N,kelias,шлях
509,Weg::N,kelias,дарога
510,Straße::N,gatvė,вуліца
511,Dorf::N,kaimas,вёска
512,Dorf::N,sodžius,вёска
513,Stadt::N,miestas,горад
514,Brief::N,laiškas,ліст
515,Brief::N,laiškas,пісьмо
516,Buch::N,knyga,кніга
517,Buchstabe::N,raidė,літара
518,Zeitung::N,laikraštis,газета
519,Leben::N,gyvybė,жыццё
520,Leben::N,gyvenimas,жыццё
521,Tod::N,mirtis,смерць
522,Grab::N,kapas,магіла
523,Kirche::N,bažnyčia,касцёл
524,Kirche::N,bažnyčia,царква
525,Sünde::N,nuodėmė,грэх
526,Sünde::N,nusidėjimas,грэх
527,Gott::N,dievas,бог
528,Arbeiter::N,darbininkas,рабочы
529,Chef::N,šefas,начальнік
530,Chef::N,vadovas,начальнік
531,Chef::N,viršininkas,начальнік
532,Meister::N,meistras,майстар
533,Arzt::N,gydytojas,урач
534,Lehrer::N,mokytojas,настаўнік
535,Geld::N,pinigai,грошы
536,Geschäft::N,biznis,заняцце
537,Laden::N,krautuvė,крама
538,Laden::N,krautuvė,магазін
539,Laden::N,parduotuvė,крама
540,Laden::N,parduotuvė,магазін
541,Preis::N,kaina,цана
542,Ware::N,prekė,тавар
543,Nutzen::N,nauda,выгада
544,Nutzen::N,pelnas,выгада
545,Reichtum::N,turtas,багацце
546,Welt::N,pasaulis,свет
547,Land::N,žemė,краіна
548,Land::N,šalis,краіна
549,Staat::N,valstija,дзяржава
550,König::N,karalius,кароль
551,Macht::N,galia,улада
552,Macht::N,valdžia,улада
553,Grenze::N,riba,граніца
554,Grenze::N,siena,граніца
555,Krieg::N,karas,вайна
556,Feind::N,priešas,вораг
557,Gewalt::N,jėga,насілле
558,Gewalt::N,smurtas,насілле
559,Gewalt::N,prievarta,насілле
560,Kampf::N,kova,барацьба
561,Bogen[Waffe]::N,lankas,лук
562,Pfeil::N,strėlė,страла
563,Gewehr::N,šautuvas,ружжо
564,Fehler::N,klaida,памылка
565,Lüge::N,melas,хлусня
566,Schaden::N,nuostolis,шкода
567,Schaden::N,apgadinimas,шкода
568,Unglück::N,nelaimė,ліха
569,Unglück::N,nelaimė,бядота
570,Schuld::N,kaltė,віна
571,Alter::N,amžius,узрост
572,Schluss::N,pabaiga,канец
573,Zeit::N,laikas,час
574,Tag::N,diena,дзень
575,Morgen::N,rytas,ранак
576,Morgen::N,rytas,раніца
577,Mittag::N,vidurdienis,паўдня
578,Mittag::N,vidurdienis,поўдзень
579,Abend::N,vakaras,вечар
580,Nacht::N,naktis,ноч
581,Woche::N,savaitė,тыдзень
582,Monat::N,mėnuo,месяц
583,Jahr::N,metai,год
584,Frühling::N,pavasaris,вясна
585,Sommer::N,vasara,лета
586,Herbst::N,ruduo,восень
587,Winter::N,žiema,зіма
588,Januar::N,sausis,студзень
589,Februar::N,vasaris,люты
590,März::N,kovas,сакавік
591,April::N,balandis,красавік
592,Mai::N,gegužė,май
593,Mai::N,gegužė,травень
594,Juni::N,birželis,чэрвень
595,Juli::N,liepa,ліпень
596,August::N,rugpjūtis,жнівень
597,September::N,rugsėjis,верасень
598,Oktober::N,spalis,кастрычнік
599,November::N,lapkritis,лістапад
600,Dezember::N,gruodis,снежань
601,Montag::N,pirmadienis,панядзелак
602,Dienstag::N,antradienis,аўторак
603,Mittwoch::N,trečiadienis,серада
604,Donnerstag::N,ketvirtadienis,чацвер
605,Freitag::N,penktadienis,пятніца
606,Samstag::N,šeštadienis,субота
607,Sonntag::N,sekmadienis,нядзеля
608,groß::A,didis,вялікі
609,groß::A,didelis,вялікі
610,klein::A,mažas,маленькі
611,lang::A,ilgas,доўгі
612,kurz::A,trumpas,кароткі
613,breit::A,platus,шырокі
614,schmal::A,smulkus,вузкі
615,dicht::A,tankus,густы
616,dick[Gegenstand]::A,storas,тоўсты
617,dünn::A,plonas,тонкі
618,fein::A,smulkus,тонкі
619,fest::A,kietas,моцны
620,fest::A,tvirtas,моцны
621,flach::A,lėkštas,плоскі
622,flach::A,plokščias,плоскі
623,glatt::A,slidus,гладкі
624,hart::A,kietas,цвёрды
625,weich::A,minkštas,мяккі
626,rund::A,apvalus,круглы
627,rund::A,apskritas,круглы
628,spitz::A,aštrus,спічасты
629,spitz::A,aštrus,востраканцовы
630,spitz::A,smailus,спічасты
631,spitz::A,smailus,востраканцовы
632,scharf::A,aštrus,востры
633,stumpf::A,bukas,тупы
634,stumpf::A,atšipęs,тупы
635,schwer::A,sunkus,цяжкі
636,schön::A,gražus,прыгожы
637,heiß::A,karštas,гарачы
638,warm::A,šiltas,цёплы
639,kalt::A,šaltas,холадны
640,kühl::A,vėsus,халаднаваты
641,kühl::A,bejausmis,халаднаваты
642,frisch::A,šviežias,свежы
643,feucht::A,drėgnas,вільготны
644,nass::A,šlapias,мокры
645,trocken::A,sausas,сухі
646,voll::A,pilnas,поўны
647,leer::A,tuščias,пусты
648,offen::A,atviras,адкрыты
649,offen::A,atviras,адчынены
650,geschlossen::A,uždaras,закрыты
651,geschlossen::A,uždaras,зачынены
652,geschlossen::A,uždarytas,закрыты
653,geschlossen::A,uždarytas,зачынены
654,sauber::A,švarus,чысты
655,schmutzig::A,nešvarus,брудны
656,schmutzig::A,purvinas,брудны
657,roh::A,žalias,сыры
658,reif::A,prinokęs,спелы
659,reif::A,pribrendęs,спелы
660,lecker::A,gardus,смачны
661,süß::A,saldus,салодкі
662,bitter::A,kartus,горкі
663,sauer::A,gižus,кіслы
664,sauer::A,rūgštus,кіслы
665,hell::A,šviesus,светлы
666,hell::A,skaistus,светлы
667,dunkel::A,tamsus,цёмны
668,schwarz::A,juodas,чорны
669,weiß::A,baltas,белы
670,rot::A,raudonas,чырвоны
671,gelb::A,geltonas,жоўты
672,blau::A,mėlynas,сіні
673,grün::A,žalias,зялёны
674,grau::A,pilkas,шэры
675,bunt::A,margas,пяресты
676,bunt::A,spalvotas,пяресты
677,billig::A,pigus,танны
678,teuer::A,brangus,дарагі
679,wertvoll::A,vertingas,цэнны
680,wertvoll::A,vertingas,каштоўны
681,blind::A,aklas,сляпы
682,taub::A,kurčias,глухі
683,kräftig::A,stiprus,магутны
684,stark::A,stiprus,сільны
685,schwach::A,silpnas,слабы
686,fett::A,riebus,тлусты
687,schlank::A,laibas,стройны
688,schlank::A,lieknas,стройны
689,hübsch::A,gražus,чароўны
690,böse::A,blogas,злы
691,dumm::A,paikas,дурны
692,dumm::A,kvailas,дурны
693,faul::A,tingus,лянівы
694,fleißig::A,stropus,руплівы
695,fleißig::A,kruopštus,руплівы
696,geizig::A,šykštus,прагны
697,klug::A,sumanus,разумны
698,klug::A,protingas,разумны
699,geschickt::A,apsukrus,умелы
700,lieb::A,mielas,мілы
701,lustig::A,smagus,вясёлы
702,lustig::A,linksmas,вясёлы
703,sanft::A,švelnus,ласкавы
704,sanft::A,minkštas,ласкавы
705,hungrig::A,alkanas,галодны
706,krank::A,ligotas,хворы
707,krank::A,sergantis,хворы
708,nackt::A,nuogas,голы
709,traurig::A,liūdnas,сумны
710,lebendig::A,gyvas,жывы
711,gut::A,geras,добры
712,schlecht::A,blogas,кепскі
713,schlecht::A,prastas,кепскі
714,richtig::A,tikras,правільны
715,richtig::A,teisingas,правільны
716,schlimm::A,blogas,агідны
717,schlimm::A,prastas,агідны
718,wahr::A,tikras,сапраўдны
719,alt::A,senas,стары
720,neu::A,naujas,новы
721,ehemalig::A,buvęs,былы
722,alt[Lebewesen]::A,pagyvenęs,стары
723,jung::A,jaunas,малады
724,arm::A,neturtingas,бедны
725,reich::A,turtingas,багаты
726,bekannt::A,žinomas,знаёмы
727,bekannt::A,pažįstamas,знаёмы
728,berühmt::A,žymus,славуты
729,berühmt::A,garsus,славуты
730,fremd::A,svetimas,чужы
731,verschieden::A,įvairus,розны
732,nah::A,artimas,блізкі
733,fern::A,tolimas,далёкі
734,linker::A,kairys,левы
735,rechter::A,dešinys,правы
736,anderer::A,kitas,іншы
737,anderer::A,kitas,другі
738,erster::A,pirmas,першы
739,zweiter::A,antras,другі
740,dritter::A,trečias,трэці
741,letzter::A,paskutinis,апошні
742,allein::ADV,vienas,сам
743,allein::ADV,vienas,адзін
744,auf einmal::ADV,iš karto,адразу
745,zusammen::ADV,kartu,разам
746,zusammen::ADV,drauge,разам
747,lange::ADV,ilgai,доўга
748,plötzlich::ADV,staiga,раптам
749,sofort::ADV,tuojau,зараз
750,später::ADV,vėliau,пазней
751,später::ADV,paskiau,пазней
752,jetzt::ADV,dabãr,цяпер
753,heute::ADV,šiandien,сёння
754,morgen::ADV,rytoj,заўтра
755,bald::ADV,greitai,хутка
756,bald::ADV,greitai,неўзабаве
757,bald::ADV,netrukus,хутка
758,bald::ADV,netrukus,неўзабаве
759,dann::ADV,po to,потым
760,gestern::ADV,vakar,учора
761,einst::ADV,kadaise,аднойчы
762,einst::ADV,kitą kartą,аднойчы
763,damals::ADV,anuomet,тады
764,damals::ADV,anuokart,тады
765,danach::ADV,po to,затым
766,danach::ADV,paskui,затым
767,vorher::ADV,anksčiau,раней
768,zuerst::ADV,pirma,спярша
769,zuerst::ADV,pirma,спачатку
770,zuerst::ADV,iš pradžių̃,спярша
771,zuerst::ADV,iš pradžių̃,спачатку
772,einmal::ADV,kartą,адзін раз
773,einmal::ADV,vieną kartą,адзін раз
774,manchmal::ADV,kai kada,часам
775,oft::ADV,dažnai,часта
776,immer::ADV,visada,заўсёды
777,immer::ADV,visuomet,заўсёды
778,niemals::ADV,niekada,ніколі
779,niemals::ADV,niekuomet,ніколі
780,hier::ADV,čia,тут
781,hierhin::ADV,šen,сюды
782,hierhin::ADV,čionai,сюды
783,von hier::ADV,iš čia,адсюль
784,von hier::ADV,iš čia,адгэтуль
785,dort::ADV,ten,там
786,dort::ADV,tenai,там
787,dorthin::ADV,ten,туды
788,dorthin::ADV,ten link,туды
789,geradeaus::ADV,tiesiai,прама
790,vorwärts::ADV,pirmyn,наперад
791,rückwärts::ADV,atbulai,назад
792,zurück::ADV,atgal,назад
