,Concept_ID,sk,xal
86,Kälte::N,chlad,киитн
87,Hitze::N,horúčava,халун
88,Raureif::N,srieň,цаң
89,Raureif::N,srieň,кирү
90,Raureif::N,inovať,цаң
91,Raureif::N,inovať,кирү
92,Regenbogen::N,dúha,солңһ
93,Donner::N,hrom,оһтрһун дун
94,Strömung::N,prúdenie,урсхл
95,Tropfen::N,kvapka,дусал
96,Schaum::N,pena,көөсн
97,Schmutz::N,špina,кир
98,Schmutz::N,nečistota,кир
99,See::N,jazero,нур
100,Sumpf::N,bahno,унул
101,Moor::N,močiar,улм
102,Wiese::N,lúka,хадлһн
103,Wald::N,les,ө-модн
104,Wald::N,hora,ө-модн
105,Hügel::N,vŕšok,толһа
106,Anhöhe::N,výšina,хамр
107,Anhöhe::N,vyvýšenina,хамр
108,Berg::N,hora,уул
109,Gipfel::N,vrchol,ора
110,Höhle::N,jaskyňa,хадин көндә
111,Abhang::N,úbočie,ташу
112,Quelle::N,prameň,булг
113,Bach::N,potok,һооҗур
114,Fluss::N,rieka,һол
115,Ufer::N,breh,көвә
116,Küste::N,pobrežie,көвә
117,Küste::N,pobrežie,теңгсин көвә
118,Festland::N,pevnina,хүүрә һазр
119,Meer::N,more,теңгс
120,Bucht::N,záliv,цекә
121,Bucht::N,záliv,теңгсин цекә
122,Bucht::N,zátoka,цекә
123,Bucht::N,zátoka,теңгсин цекә
124,Insel::N,ostrov,арл
125,Blume::N,kvet,цецг
126,Blume::N,kvetina,цецг
127,Gras::N,tráva,ноһан
128,Wurzel::N,koreň,уңг
129,Baum::N,strom,модн
130,Stamm::N,kmeň,шилв
131,Stamm::N,kmeň,һол модн
132,Rinde::N,kôra,көрсн
133,Ast::N,konár,ац
134,Zweig::N,vetva,ац
135,Blatt::N,list,хамтхасн
136,Birke::N,breza,хусм модн
137,Kiefer[Baum]::N,sosna,шар харһа
138,Kiefer[Baum]::N,borovica,шар харһа
139,Weide[Baum]::N,vŕba,удн
140,Tanne::N,jedľa,җөөлн цаһан модн
141,Horn::N,roh,өвр
142,Feder::N,pero,өрвлг
143,Fell::N,koža,арсн
144,Fell::N,kožušina,арсн
145,Flügel::N,krídlo,җивр
146,Klaue::N,paznecht,хумсн
147,Kralle::N,pazúr,тавг
148,Schwanz::N,chvost,сүл
149,Ei::N,vajce,өндгн
150,Ei::N,vajíčko,өндгн
151,Nest::N,hniezdo,үр
152,Bau::N,nora,нүкн
153,Tier::N,zviera,мал
154,Herde::N,stádo,сүрг мал
155,Kuh::N,krava,үкр
156,Bulle::N,býk,бух
157,Pferd::N,kôň,мөрн
158,Schaf::N,ovca,хөн
159,Schwein::N,sviňa,һаха
160,Hund::N,pes,ноха
161,Katze::N,mačka,мис
162,Bär::N,medveď,аю
163,Eichhörnchen::N,veverička,кермн
164,Elch::N,los,хандһа
165,Fuchs::N,líška,арат
166,Hase::N,zajac,туула
167,Maus::N,myš,хулһн
168,Wolf::N,vlk,чон
169,Vogel::N,vták,шовун
170,Schwarm::N,roj,зел
171,Huhn::N,kurča,така
172,Huhn::N,sliepka,така
173,Hahn::N,kohút,эр така
174,Gans::N,hus,һалун
175,Adler::N,orol,һәрд
176,Ente::N,kačka,нуһсн
177,Ente::N,kačica,нуһсн
178,Eule::N,sova,һурвлһ
179,Kranich::N,žeriav,тоһрун
180,Krähe::N,vrana,шаазһа
181,Kuckuck::N,kukučka,эргин хуцдг
182,Schwan::N,labuť,хун
183,Fisch::N,ryba,заһсн
184,Barsch::N,ostriež,шүрг
185,Hecht::N,šťuka,цурх
186,Schlange[Tier]::N,had,моһа
187,Wurm::N,červ,өтн
188,Spinne::N,pavúk,аралҗн
189,Ameise::N,mravec,шорһлҗн
190,Laus::N,voš,бөөсн
191,Mücke::N,komár,бөкүн
192,Fliege::N,mucha,батхн
193,Schmetterling::N,motýľ,эрвәкә
194,Beere::N,bobuľa,бөөлҗрһн
195,Apfel::N,jablko,альмн
196,Pilz::N,hríb,теңгрин ки
197,Zwiebel::N,cibuľa,мәңгрснә толһа
198,Saat::N,osivo,буудян экн
199,Korn::N,zrno,экн
200,Heu::N,seno,өвсн
201,Schale::N,šupa,хальсн
202,Schale::N,škrupina,хальсн
203,Grube::N,jama,нүкн
204,Falle::N,pasca,урх
205,Falle::N,pasca,хавх
206,Falle::N,klepec,урх
207,Falle::N,klepec,хавх
208,Schlinge::N,slučka,бүтү
209,Spur::N,stopa,мөр
210,Asche::N,popol,үмсн
211,Dreck::N,kal,бальчг
212,Dreck::N,blato,бальчг
213,Eisen::N,železo,төмр
214,Gold::N,zlato,алтн
215,Silber::N,striebro,мөңгн
216,Silber::N,striebro,цаһан мөңгн
217,Kohle::N,uhlie,нүүрсн
218,Glas::N,sklo,шил
219,Lehm::N,íl,шавр
220,Lehm::N,hlina,шавр
221,Sand::N,piesok,элсн
222,Mensch::N,človek,күн
223,Mensch::N,človek,күмн
224,Mann::N,muž,эр
225,Mann::N,chlap,эр
226,Frau::N,žena,күүкд күн
227,Kind::N,dieťa,үрн
228,Junge::N,chlapec,көвүн
229,Mädchen::N,dievka,бичкн күүкн
230,Familie::N,rodina,бүл
231,Großvater::N,dedo,өвк эцк
232,Großvater::N,dedo,наһц эцк
233,Großvater::N,starý otec,өвк эцк
234,Großvater::N,starý otec,наһц эцк
235,Großmutter::N,babička,эмг эк
236,Großmutter::N,babička,наһц эк
237,Großmutter::N,stará mať,эмг эк
238,Großmutter::N,stará mať,наһц эк
239,Eltern::N,rodičia,эк эцк хойр
240,Vater::N,otec,эцк
241,Mutter::N,mať,эк
242,Mutter::N,matka,эк
243,Sohn::N,syn,көвүн
244,Tochter::N,dcéra,күүкн
245,Bruder::N,brat,дү көвүн
246,Schwester::N,sestra,эгч
247,Schwester::N,sestra,дү күүкн
248,Onkel::N,ujo,авһ
249,Onkel::N,ujo,наһцх
250,Onkel::N,strýko,авһ
251,Onkel::N,strýko,наһцх
252,Tante::N,teta,наһц эгч
253,Tante::N,tetka,наһц эгч
254,Ehemann::N,muž,залу
255,Ehemann::N,manžel,залу
256,Ehefrau::N,žena,гергн
257,Ehefrau::N,manželka,гергн
258,Freude::N,radosť,байр
259,Gelächter::N,smiech,инәдн
260,Glück::N,šťastie,җирһл
261,Glück::N,šťastie,сәәхн җирһл
262,Kummer::N,žiaľ,зовлң
263,Kummer::N,zármutok,зовлң
264,Wunsch::N,prianie,дурн
265,Lust::N,chuť,җилвтлһн
266,Geist::N,duch,зөрг
267,Gedanke::N,myšlienka,ухан
268,Gedächtnis::N,pamäť,чееҗин тодлвр
269,Verstand::N,rozum,ухан
270,Sinn::N,zmysel,учр-утх
271,Grund::N,dôvod,учр
272,Grund::N,dôvod,шалтан
273,Grund::N,príčina,учр
274,Grund::N,príčina,шалтан
275,Wahrheit::N,pravda,үнн
276,Gespräch::N,reč,күүндвүр
277,Gespräch::N,rozhovor,күүндвүр
278,Märchen::N,rozprávka,тууль
279,Erzählung::N,poviedka,келвр
280,Nachricht::N,správa,медүллһн
281,Neuigkeit::N,novinka,зәңг
282,Name::N,meno,нерн
283,Rätsel::N,záhada,тәәлвртә тууль
284,Rätsel::N,hádanka,тәәлвртә тууль
285,Rede::N,reč,келлһн
286,Sprache::N,reč,келн
287,Sprache::N,jazyk,келн
288,Stimme::N,hlas,дун
289,Wort::N,slovo,үг
290,Zeichen::N,znak,темдг
291,Ruf::N,volanie,дуудлһн
292,Ruf::N,zavolanie,дуудлһн
293,Lärm::N,hluk,шууган
294,Lärm::N,hurhaj,шууган
295,Laut::N,zvuk,ә
296,Ton::N,tón,дун
297,Ton::N,zvuk,дун
298,Lied::N,pieseň,дун
299,Ruhe::N,pokoj,амулң
300,Leute::N,ľudia,әмтн
301,Volk::N,ľud,улс
302,Volk::N,národ,улс
303,Arbeit::N,práca,көдлмш
304,Arbeit::N,robota,көдлмш
305,Gast::N,hosť,гиич
306,Geschenk::N,dar,белг
307,Spiel::N,hra,наадн
308,Gesellschaft::N,spoločnosť,олн
309,Hilfe::N,pomoc,нөкд
310,Freund::N,priateľ,иньг
311,Kamerad::N,kamarát,үр
312,Angelegenheit::N,vec,керг
313,Angelegenheit::N,záležitosť,керг
314,Anzahl::N,počet,то
315,Anzahl::N,množstvo,то
316,Art::N,druh,зүүл
317,Stück::N,kus,хусг
318,Stück::N,kúsok,хусг
319,Teil::N,časť,хүв
320,Hälfte::N,polka,өрәл
321,Hälfte::N,polovica,өрәл
322,Kreis::N,kruh,төгрг
323,Kreuz::N,kríž,кирс
324,Linie::N,línia,зурасн
325,Strich::N,čiara,татасн
326,Abstand::N,vzdialenosť,зә
327,Entfernung::N,vzdialenosť,һазр
328,Gegend::N,kraj,һазр
329,Gegend::N,krajina,һазр
330,Platz::N,miesto,зә
331,Ort::N,miesto,бәәрн
332,Seite::N,bok,тал
333,Seite::N,bok,хаҗу
334,Seite::N,bok,хәврһ
335,Seite::N,strana,тал
336,Seite::N,strana,хаҗу
337,Seite::N,strana,хәврһ
338,Mitte::N,stred,дунд
339,Gegenstand::N,predmet,юмн
340,Sache::N,vec,юмн
341,Rand::N,kraj,зах
342,Rand::N,okraj,зах
343,Kante::N,hrana,ирмәг
344,Ecke::N,roh,өнцг
345,Spitze::N,hrot,үзүр
346,Spitze::N,špička,үзүр
347,Ende::N,koniec,үзүр
348,Loch::N,diera,хаһрха
349,Winkel::N,kút,булң
350,Muster::N,vzor,намч
351,Muster::N,vzorka,намч
352,Größe::N,veľkosť,кемҗән
353,Länge::N,dĺžka,ут
354,Höhe::N,výška,өндр
355,Gewicht::N,váha,күнд
356,Gewicht::N,váha,чиңнүр
357,Menge::N,množstvo,ик
358,Haufen::N,hŕba,ова
359,Reihe::N,rad,зерг
360,Reihe::N,rad,зерглән
361,Boot::N,čln,оңһц
362,Ruder::N,veslo,хәәв
363,Schlitten::N,sane,цан
364,Ski::N,lyža,лыҗ
365,Lagerfeuer::N,táborák,костёр
366,Last::N,ťarcha,күнд
367,Last::N,bremeno,күнд
368,Gang::N,chôdza,йовлһн
369,Schritt::N,krok,ишкм
370,Norden::N,sever,ар үзг
371,Süden::N,juh,өмн
372,Süden::N,juh,өмн үзг
373,Westen::N,západ,барун
374,Westen::N,západ,барун үзг
375,Osten::N,východ,зүн
376,Osten::N,východ,зүн үзг
377,Holz::N,drevo,модн
378,Brett::N,doska,харһа
379,Platte::N,doska,хавтха чолун
380,Platte::N,platňa,хавтха чолун
381,Stütze::N,opora,тулг
382,Stange::N,tyč,уньн
383,Stock::N,palica,модн
384,Stab::N,palica,шуург
385,Rohr::N,rúra,турва
386,Haus::N,dom,гер
387,Heim::N,domov,гер-бул
388,Ofen::N,pec,беш
389,Ofen::N,kachle,беш
390,Fußboden::N,dlážka,девскр
391,Fußboden::N,podlaha,девскр
392,Tisch::N,stôl,ширә
393,Stuhl::N,stolička,стул
394,Wiege::N,kolíska,өлгә
395,Wiege::N,kolíska,дүүҗң
396,Bett::N,lôžko,орн
397,Bett::N,lôžko,орндг
398,Bett::N,posteľ,орн
399,Bett::N,posteľ,орндг
400,Regal::N,regál,таг
401,Regal::N,regál,тәвц
402,Regal::N,polica,таг
403,Regal::N,polica,тәвц
404,Kiste::N,debna,яршг
405,Fenster::N,okno,терз
406,Fenster::N,oblok,терз
407,Tür::N,dvere,үүдн
408,Tor::N,vráta,үүдн
409,Tor::N,vráta,өргн үүдн
410,Tor::N,vráta,хашан үүдн
411,Zaun::N,plot,хаша
412,Zaun::N,ohrada,хаша
413,Dach::N,krov,деевр
414,Dach::N,strecha,деевр
415,Leiter::N,rebrík,шат
416,Leiter::N,rebrík,давшур
417,Leiter::N,rebrina,шат
418,Leiter::N,rebrina,давшур
419,Besen::N,metla,сәвүр
420,Spaten::N,rýľ,күрз
421,Schaufel::N,lopata,совг
422,Gabel::N,vidlička,серә
423,Löffel::N,lyžica,ухр
424,Messer::N,nôž,утх
425,Nagel::N,klinec,хадасн
426,Netz::N,sieť,гөлм
427,Haken::N,hák,дегә
428,Haken::N,háčik,дегә
429,Griff::N,rukoväť,иш
430,Griff::N,rukoväť,бәрүл
431,Schloss::N,zámka,оньс
432,Bild::N,obraz,зург
433,Figur::N,figúra,фигур
434,Puppe::N,bábka,наадһа
435,Puppe::N,bábika,наадһа
436,Beutel::N,vrece,мишг
437,Beutel::N,vrecko,мишг
438,Bündel::N,uzlík,багла
439,Bündel::N,uzlík,боодһа
440,Bündel::N,zväzok,багла
441,Bündel::N,zväzok,боодһа
442,Tasche::N,taška,сумк
443,Tasche::N,kabelka,сумк
444,Eimer::N,vedro,суулһ
445,Deckel::N,vrchnák,бүркәсн
446,Deckel::N,pokrývka,бүркәсн
447,Geschirr::N,nádoba,сав
448,Geschirr::N,nádoba,сав-сарх
449,Sack::N,mech,мишг
450,Sack::N,vrece,мишг
451,Tasse::N,šálka,ааһ
452,Topf::N,hrniec,кастрюль
453,Kessel::N,kotol,хәәсн
454,Essen::N,jedlo,зоогллһн
455,Nahrung::N,strava,теҗәл
456,Nahrung::N,potrava,теҗәл
457,Speise::N,jedlo,хот
458,Fleisch::N,mäso,махн
459,Getreide::N,obilie,хот болҗ эдлгддг цецгүдтә урһмл
460,Brei::N,kaša,хаш
461,Brot::N,chlieb,өдмг
462,Scheibe::N,kotúč,зүсм
463,Scheibe::N,krajec,зүсм
464,Fett::N,tuk,өөкн
465,Fett::N,masť,өөкн
466,Butter::N,maslo,тосн
467,Öl::N,olej,тосн
468,Salz::N,soľ,давсн
469,Suppe::N,polievka,шөлн
470,Honig::N,med,бал
471,Milch::N,mlieko,үсн
472,Tee::N,čaj,цә
473,Leder::N,koža,арсн
474,Wolle::N,vlna,утцн
475,Wolle::N,vlna,эд
476,Stoff::N,súkno,эд
477,Nadel::N,ihla,зүн
478,Faden::N,niť,утцн
479,Faden::N,vlákno,утцн
480,Knopf::N,gombík,товч
481,Knoten::N,uzol,зәңгдә
482,Farbe::N,farba,будг
483,Kleidung::N,šaty,хувцн
484,Kleidung::N,šaty,хувц-хунр
485,Kleidung::N,šatstvo,хувцн
486,Kleidung::N,šatstvo,хувц-хунр
487,Hemd::N,košeľa,киилг
488,Kragen::N,golier,зах
489,Ärmel::N,rukáv,ханцн
490,Hose::N,nohavice,шалвур
491,Gürtel::N,pás,бүс
492,Gürtel::N,opasok,бүс
493,Mütze::N,čiapka,махла
494,Schuh::N,obuv,башмгуд
495,Schuh::N,topánka,башмгуд
496,Stiefel::N,čižma,һосн
497,Ring::N,prsteň,билцг
498,Band::N,stuha,лент
499,Kamm::N,hrebeň,сам
500,Spiegel::N,zrkadlo,толь
501,Riemen::N,remeň,бүс
502,Schnur::N,šnúra,деесн
503,Leine::N,vodidlo,бурнтг
504,Leine::N,vodidlo,нохан көтлвр
505,Decke::N,deka,көнҗл
506,Decke::N,prikrývka,көнҗл
507,Kissen::N,poduška,дер
508,Tuch::N,šatka,альчур
509,Handtuch::N,uterák,полотенц
510,Handtuch::N,uterák,һар-нүүрин альчур
511,Kraft::N,moc,күчн
512,Stärke::N,sila,чидл
513,Gesundheit::N,zdravie,эрүл-менд
514,Krankheit::N,nemoc,өвчн
515,Krankheit::N,choroba,өвчн
516,Schmerz::N,bolesť,өвдлһн
517,Wunde::N,rana,шав
518,Fieber::N,horúčka,безг
519,Arznei::N,liek,эм
520,Brücke::N,most,тагт
521,Brunnen::N,studňa,худг
522,Weide::N,pastva,малын идг
523,Pfad::N,chodník,цувг
524,Weg::N,cesta,хаалһ
525,Straße::N,hradská,зам
526,Dorf::N,dedina,хотн
527,Stadt::N,mesto,балһсн
528,Brief::N,list,бичг
529,Buch::N,kniha,дегтр
530,Buchstabe::N,litera,үзг
531,Buchstabe::N,písmeno,үзг
532,Zeitung::N,noviny,газет
533,Leben::N,život,җирһл
534,Tod::N,smrť,үкл
535,Tod::N,smrť,өңгрлһн
536,Grab::N,hrob,оршалһна нүкн
537,Kirche::N,kostol,чонҗ
538,Sünde::N,hriech,нүл
539,Sünde::N,hriech,килнц
540,Gott::N,boh,бурхн
541,Arbeiter::N,robotník,көдлмшч
542,Arbeiter::N,pracnovík,көдлмшч
543,Chef::N,šéf,толһач
544,Chef::N,riaditeľ,толһач
545,Meister::N,majster,урн
546,Arzt::N,lekár,эмч
547,Lehrer::N,učiteľ,багш
548,Geld::N,peniaze,мөңгн
549,Geschäft::N,obchod,көдлмш
550,Laden::N,obchod,лавк
551,Preis::N,cena,үн
552,Ware::N,tovar,эд-тавр
553,Nutzen::N,osoh,олз
554,Nutzen::N,úžitok,олз
555,Reichtum::N,bohatstvo,зөөр
556,Welt::N,svet,орчлң
557,Welt::N,svet,делкә
558,Land::N,územie,орн-нутг
559,Land::N,krajina,орн-нутг
560,Staat::N,štát,государств
561,König::N,kráľ,хан
562,Macht::N,moc,йосн
563,Macht::N,mocnosť,йосн
564,Grenze::N,hranica,меҗә
565,Krieg::N,vojna,дән
566,Feind::N,nepriateľ,дәәсн
567,Gewalt::N,násilie,күч һарһлһн
568,Kampf::N,boj,ноолдан
569,Kampf::N,boj,бәрлдлһн
570,Bogen[Waffe]::N,luk,саадг
571,Pfeil::N,šíp,сумн
572,Pfeil::N,strela,сумн
573,Gewehr::N,puška,бу
574,Fehler::N,omyl,алдг
575,Fehler::N,chyba,алдг
576,Lüge::N,lož,худл
577,Schaden::N,ujma,хорлт
578,Schaden::N,škoda,хорлт
579,Unglück::N,nešťastie,гүрм
580,Schuld::N,vina,гем
581,Schuld::N,vina,буру
582,Schuld::N,previnenie,гем
583,Schuld::N,previnenie,буру
584,Alter::N,vek,насн
585,Schluss::N,záver,чилгч
586,Schluss::N,koniec,чилгч
587,Zeit::N,čas,цаг
588,Tag::N,deň,өдр
589,Morgen::N,ráno,өрүн
590,Mittag::N,poludnie,үд
591,Abend::N,večer,асхн
592,Nacht::N,noc,сө
593,Woche::N,týždeň,долан хонг
594,Monat::N,mesiac,сар
595,Jahr::N,rok,җил
596,Frühling::N,jar,хавр
597,Sommer::N,leto,зун
598,Herbst::N,jeseň,намр
599,Winter::N,zima,үвл
600,Januar::N,január,январь
601,Februar::N,február,февраль
602,März::N,marec,март
603,März::N,marec,моһа сар
604,April::N,apríl,апрель
605,Mai::N,máj,май
606,Juni::N,jún,июнь
607,Juni::N,jún,мөчн сар
608,Juli::N,júl,июль
609,August::N,august,август
610,September::N,september,һаха сар
611,Oktober::N,október,октябрь
612,November::N,november,ноябрь
613,November::N,november,үкр сар
614,Dezember::N,december,бар сар
615,Montag::N,pondelok,понедельник
616,Dienstag::N,utorok,вторник
617,Mittwoch::N,streda,среда
618,Mittwoch::N,streda,үлмҗ өдр
619,Donnerstag::N,štvrtok,четверг
620,Donnerstag::N,štvrtok,пүрвә өдр
621,Freitag::N,piatok,пятниц
622,Samstag::N,sobota,суббот
623,Sonntag::N,nedeľa,нарн өдр
624,Sonntag::N,nedeľa,воскресень
625,groß::A,veľký,ик
626,klein::A,malý,бичкн
627,lang::A,dlhý,ут
628,kurz::A,krátky,оһтр
629,breit::A,široký,өргн
630,schmal::A,úzky,уутьхн
631,dicht::A,hustý,нигт
632,dick[Gegenstand]::A,tlstý,зузан
633,dünn::A,tenký,нимгн
634,fein::A,jemný,нәрхн
635,fest::A,pevný,бат
636,flach::A,rovný,хавтха
637,flach::A,plochý,хавтха
638,glatt::A,hladký,тегш
639,glatt::A,hladký,тиньгр
640,hart::A,tvrdý,хату
641,weich::A,mäkký,җөөлн
642,weich::A,mäkký,җөөлкн
643,rund::A,guľatý,төгрг
644,rund::A,okrúhly,төгрг
645,spitz::A,končitý,шовһр
646,scharf::A,ostrý,хурц
647,stumpf::A,tupý,мука
648,schwer::A,ťažký,күнд
649,schön::A,pekný,сәәхн
650,schön::A,krásny,сәәхн
651,heiß::A,horúci,халун
652,warm::A,teplý,дулан
653,kalt::A,studený,киитн
654,kühl::A,chladný,серүн
655,frisch::A,svieži,серүн
656,feucht::A,vlhký,чиигтә
657,feucht::A,zvlhnutý,чиигтә
658,nass::A,mokrý,чиигтә
659,trocken::A,suchý,хагсу
660,voll::A,plný,дүүрң
661,leer::A,prázdny,сул
662,leer::A,prázdny,хоосн
663,offen::A,otvorený,секәтә
664,geschlossen::A,zavretý,хаалһата
665,sauber::A,čistý,цевр
666,schmutzig::A,špinavý,киртә
667,roh::A,surový,түүкә
668,reif::A,zrelý,болсн
669,lecker::A,chutný,әмтәхн
670,süß::A,sladký,әмтәхн
671,bitter::A,horký,һашун
672,bitter::A,horký,һашута
673,sauer::A,kyslý,ишклң
674,hell::A,jasný,герлтә
675,hell::A,svetlý,герлтә
676,dunkel::A,temný,харңһу
677,schwarz::A,čierny,хар
678,weiß::A,biely,цаһан
679,rot::A,červený,улан
680,gelb::A,žltý,шар
681,blau::A,modrý,көк
682,blau::A,belasý,көк
683,grün::A,zelený,көк
684,grau::A,šedý,бор
685,bunt::A,pestrý,алг
686,bunt::A,pestrý,эрәтә
687,billig::A,lacný,кимд
688,teuer::A,drahý,үнтә
689,wertvoll::A,cenný,үнтә
690,wertvoll::A,cenný,эрднь
691,blind::A,slepý,сохр
692,taub::A,hluchý,дүлә
693,kräftig::A,silný,күчтә
694,stark::A,silný,чаңһ
695,schwach::A,slabý,күчн тату
696,schwach::A,bezvládny,күчн тату
697,fett::A,tučný,тарһн
698,schlank::A,štíhly,эццн
699,hübsch::A,šumný,көркхн
700,hübsch::A,švárny,көркхн
701,böse::A,zlý,уурта
702,dumm::A,hlúpy,тенг
703,faul::A,lenivý,залху
704,fleißig::A,snaživý,кинән
705,fleißig::A,snaživý,кинмһә
706,fleißig::A,usilovný,кинән
707,fleißig::A,usilovný,кинмһә
708,geizig::A,skupý,ховдг
709,geizig::A,lakomý,ховдг
710,klug::A,múdry,ухата
711,klug::A,bystrý,ухата
712,geschickt::A,zručný,чадмг
713,geschickt::A,šikovný,чадмг
714,lieb::A,milý,эңкр
715,lustig::A,veselý,сергмҗтә
716,lustig::A,veselý,җирһлтә
717,sanft::A,nežný,номһн
718,hungrig::A,lačný,өлн
719,hungrig::A,lačný,харһнсн
720,hungrig::A,hladný,өлн
721,hungrig::A,hladný,харһнсн
722,krank::A,chorý,өвчтә
723,krank::A,chorý,шалтгта
724,krank::A,nemocný,өвчтә
725,krank::A,nemocný,шалтгта
726,nackt::A,nahý,нүцкн
727,traurig::A,smutný,һундлта
728,lebendig::A,živý,әмд
729,gut::A,dobrý,сән
730,schlecht::A,zlý,му
731,richtig::A,správny,зөвтә
732,schlimm::A,zlý,җигшүртә
733,schlimm::A,nepríjemný,җигшүртә
734,wahr::A,pravý,үнн
735,wahr::A,pravý,мөн
736,wahr::A,pravdivý,үнн
737,wahr::A,pravdivý,мөн
738,alt::A,starý,хуучн
739,neu::A,nový,шин
740,ehemalig::A,bývalý,хуучн
741,alt[Lebewesen]::A,starý,көгшн
742,jung::A,mladý,баһ
743,arm::A,chudobný,угатя
744,reich::A,bohatý,байн
745,bekannt::A,známy,таньл
746,bekannt::A,známy,таньдг
747,berühmt::A,slávny,туурсн
748,berühmt::A,povestný,туурсн
749,fremd::A,cudzí,күүнә
750,verschieden::A,rôzny,әдл биш
751,verschieden::A,rôzny,йилһәтә
752,verschieden::A,rozličný,әдл биш
753,verschieden::A,rozličný,йилһәтә
754,nah::A,blízky,өөрхн
755,fern::A,ďaleký,хол
756,linker::A,ľavý,зүн
757,rechter::A,pravý,барун
758,anderer::A,iný,талдан
759,anderer::A,druhý,талдан
760,erster::A,prvý,негдгч
761,zweiter::A,druhý,хойрдгч
762,dritter::A,tretí,һурвдгч
763,letzter::A,ostatný,отхн
764,letzter::A,posledný,отхн
765,allein::ADV,sám,һанцарн
766,auf einmal::ADV,zároveň,нег дәкҗ
767,zusammen::ADV,spolu,хамдан
768,zusammen::ADV,spoločne,хамдан
769,lange::ADV,dlho,удан
770,plötzlich::ADV,náhle,генткн
771,sofort::ADV,hneď,дарунь
772,sofort::ADV,ihneď,дарунь
773,später::ADV,neskoršie,сүүлд
774,jetzt::ADV,teraz,ода
775,heute::ADV,dnes,эндр
776,morgen::ADV,zajtra,маңһдур
777,bald::ADV,skoro,дарунь
778,dann::ADV,nato,дәкәд
779,dann::ADV,potom,дәкәд
780,gestern::ADV,včera,өцклдүр
781,einst::ADV,kedysi,нег саамд
782,einst::ADV,niekedy,нег саамд
783,damals::ADV,vtedy,тиигхд
784,danach::ADV,potom,тегәд
785,danach::ADV,podľa toho,тегәд
786,vorher::ADV,napred,урд
787,vorher::ADV,predtým,урд
788,zuerst::ADV,najprv,түрүләд
789,einmal::ADV,raz,нег дәкҗ
790,einmal::ADV,jedenkrát,нег дәкҗ
791,manchmal::ADV,občas,зәрмдән
792,manchmal::ADV,niekedy,зәрмдән
793,oft::ADV,často,хара биш
794,oft::ADV,často,хатяр биш
795,oft::ADV,často,дару-дарунь
796,immer::ADV,vždy,оньдинд
