,Concept_ID,br,ka
170,Vogel::N,labous,ფრინველი
171,Schwarm::N,nijad,გუნდი
172,Huhn::N,yar,დედალი
173,Hahn::N,kilhog,მამალი
174,Gans::N,gwazenn,ბატი
175,Adler::N,erer,არწივი
176,Ente::N,houad,იხვი
177,Eule::N,toud,ბუ
178,Kranich::N,garan,წერო
179,Krähe::N,bran,ყვავი
180,Kuckuck::N,koukoug,გუგული
181,Schwan::N,alarc'h,გედი
182,Fisch::N,pesk,თევზი
183,Barsch::N,brell,ქორჭილა
184,Hecht::N,beked,ქარიყლაპია
185,Schlange[Tier]::N,naer,გველი
186,Wurm::N,preñv,ჭია
187,Spinne::N,kevnidenn,ობობა
188,Ameise::N,merion,ჭიანჭველა
189,Laus::N,laouenn,ტილი
190,Laus::N,laouenn,მკბენარი
191,Mücke::N,moustik,კოღო
192,Fliege::N,kelienenn,ბუზი
193,Schmetterling::N,balafenn,პეპელა
194,Beere::N,hog,კენკრა
195,Apfel::N,aval,ვაშლი
196,Pilz::N,kabell-touseg,სოკო
197,Zwiebel::N,ognonenn,ხახვი
198,Saat::N,had,თესლი
199,Korn::N,ed,მარცვალი
200,Heu::N,foenn,თივა
201,Schale::N,peliadur,ჩენჩო
202,Falle::N,pech,ხაფანგი
203,Schlinge::N,krouglas,მახე
204,Asche::N,ludu,ფერფლი
205,Dreck::N,fank,ტალახი
206,Dreck::N,fank,სიბინძურე
207,Eisen::N,houarn,რკინა
208,Gold::N,aour,ოქრო
209,Silber::N,arc'hant,ვერცხლი
210,Kohle::N,glaou,ნახშირი
211,Glas::N,gwer,მინა
212,Sand::N,traezh,ქვიშა
213,Mensch::N,den,ადამიანი
214,Mann::N,den,კაცი
215,Frau::N,maouez,ქალი
216,Kind::N,bugel,ბავშვი
217,Junge::N,paotr,ვაჟი
218,Mädchen::N,plac'h,გოგო
219,Familie::N,familh,ოჯახი
220,Großvater::N,tad-kozh,პაპა
221,Großvater::N,tad-kozh,ბაბუა
222,Großmutter::N,mamm-gozh,ბებია
223,Großmutter::N,mamm-gozh,დიდედა
224,Eltern::N,kerent,მშობლები
225,Vater::N,tad,მამა
226,Mutter::N,mamm,დედა
227,Sohn::N,mab,ვაჟიშვილი
228,Tochter::N,merc'h,ქალიშვილი
229,Bruder::N,breur,ძმა
230,Schwester::N,c'hoar,და
231,Onkel::N,eontr,ბიძა
232,Tante::N,moereb,დეიდა
233,Tante::N,moereb,მამიდა
234,Ehemann::N,gwaz,ქმარი
235,Ehefrau::N,gwreg,ცოლი
236,Freude::N,levenez,სიხარული
237,Gelächter::N,c'hoarzherezh,სიცილი
238,Glück::N,chañs,ბედნიერება
239,Kummer::N,doan,მწუხარება
240,Wunsch::N,c'hoant,წადილი
241,Wunsch::N,c'hoant,სურვილი
242,Lust::N,c'hoant,წადილი
243,Geist::N,spered,სული
244,Gedanke::N,soñj,ფიქრი
245,Gedächtnis::N,eñvor,მეხსიერება
246,Verstand::N,skiant,ჭკუა
247,Verstand::N,skiant,გონება
248,Sinn::N,ster,მნიშვნელობა
249,Grund::N,kaoz,მიზეზი
250,Wahrheit::N,gwirionez,სიმართლე
251,Wahrheit::N,gwirionez,ჭეშმარიტება
252,Gespräch::N,kaozeadenn,ბაასი
253,Gespräch::N,kaozeadenn,საუბარი
254,Märchen::N,kaoz korriganez,არაკი
255,Märchen::N,kaoz korriganez,ზღაპარი
256,Erzählung::N,kontadenn,თქმულება
257,Nachricht::N,keloù,ცნობა
258,Nachricht::N,keloù,ამბავი
259,Neuigkeit::N,kelaouenn,სიახლე
260,Name::N,anv,სახელი
261,Rätsel::N,divinatez,გამოცანა
262,Rede::N,diskour,სიტყვა
263,Sprache::N,yezh,ენა
264,Stimme::N,mouezh,ხმა
265,Wort::N,ger,სიტყვა
266,Zeichen::N,sin,ნიშანი
267,Ruf::N,galv,ძახილი
268,Lärm::N,trouz,ხმაური
269,Ton::N,ton,ტონი
270,Lied::N,kanaouenn,სიმღერა
271,Ruhe::N,sioulded,სიწყნარე
272,Leute::N,tud,ადამიანები
273,Volk::N,pobl,ერი
274,Volk::N,pobl,ხალხი
275,Arbeit::N,labour,მუშაობა
276,Gast::N,kouviad,სტუმარი
277,Geschenk::N,prof,საჩუქარი
278,Spiel::N,c'hoari,თამაში
279,Gesellschaft::N,kompagnunezh,საზოგადოება
280,Gesellschaft::N,kavandad,საზოგადოება
281,Hilfe::N,sikour,შველა
282,Hilfe::N,sikour,დახმარება
283,Freund::N,mignon,მეგობარი
284,Kamerad::N,kamarad,ამხანაგი
285,Angelegenheit::N,afer,საქმე
286,Anzahl::N,niver,ოდენობა
287,Art::N,sort,სახეობა
288,Stück::N,tamm,ნატეხი
289,Teil::N,pezh,წილი
290,Hälfte::N,hanterenn,ნახევარი
291,Kreis::N,kelc'h,წრე
292,Kreuz::N,kroaz,ჯვარი
293,Linie::N,linenn,ხაზი
294,Strich::N,tenn,შტრიხი
295,Abstand::N,distok,მანძილი
296,Entfernung::N,keid,სიშორე
297,Entfernung::N,kehid,სიშორე
298,Gegend::N,korn-bro,არე
299,Gegend::N,korn-bro,მხარე
300,Platz::N,plasenn,ფართობი
301,Ort::N,lec'h,ადგილი
302,Seite::N,tu,მხარე
303,Mitte::N,kreiz,შუა
304,Gegenstand::N,tra,საგანი
305,Sache::N,tra,ნივთი
306,Rand::N,kantenn,კიდე
307,Kante::N,kantenn,ნაწიბული
308,Ecke::N,korn,კუთხე
309,Spitze::N,begell,წვეტი
310,Ende::N,dibenn,ბოლო
311,Loch::N,toull,ხვრელი
312,Muster::N,tresadenn,მოხატულობა
313,Größe::N,ment,ზომა
314,Größe::N,ment,სიდიდე
315,Länge::N,hirder,სიგრძე
316,Höhe::N,uhelder,სიმაღლე
317,Gewicht::N,pouez,წონა
318,Menge::N,bern,რაოდენობა
319,Haufen::N,bern,გროვა
320,Reihe::N,steud,რიგი
321,Reihe::N,steud,წყება
322,Boot::N,bag,გემი
323,Ruder::N,roeñv,ხოფი
324,Ruder::N,roeñv,ნიჩაბი
325,Schlitten::N,trainell,მარხილი
326,Ski::N,ski,თხილამური
327,Last::N,karg,ტვირთი
328,Gang::N,kerzh,სვლა
329,Schritt::N,paz,ბიჯი
330,Norden::N,norzh,ჩრდილოეთი
331,Norden::N,hanternoz,ჩრდილოეთი
332,Süden::N,su,სამხრეთი
333,Süden::N,kreisteiz,სამხრეთი
334,Westen::N,kuzh-heol,დასავლეთი
335,Osten::N,reter,აღმოსავლეთი
336,Osten::N,sav-heol,აღმოსავლეთი
337,Holz::N,koad,ხე
338,Brett::N,plankenn,დაფა
339,Brett::N,plankenn,ფიცარი
340,Platte::N,plakenn,თლილი ქვა
341,Stütze::N,harp,საყრდენი
342,Stange::N,sparl,ჭოკი
343,Stock::N,bazh,კეტი
344,Stab::N,bazh,ლატანი
345,Rohr::N,tub,მილაკი
346,Rohr::N,korz,მილაკი
347,Haus::N,ti,სახლი
348,Heim::N,kêr,ოჯახის კერა
349,Ofen::N,forn,ღუმელი
350,Fußboden::N,plañchod,იატაკი
351,Tisch::N,taol,სუფრა
352,Tisch::N,taol,მაგიდა
353,Stuhl::N,kador,სკამი
354,Wiege::N,kavell,აკვანი
355,Bett::N,gwele,საწოლი
356,Bett::N,gwele,სარეცელი
357,Regal::N,estajerenn,თაროები
358,Kiste::N,kased,ყუთი
359,Kiste::N,kased,სკივრი
360,Fenster::N,prenestr,ფანჯარა
361,Fenster::N,prenestr,სარკმელი
362,Tür::N,dor,ბჭე
363,Tür::N,dor,კარი
364,Tor::N,portal,ჭიშკარი
365,Zaun::N,sklotur,ღობე
366,Zaun::N,sklotur,გალავანი
367,Dach::N,toenn,სახურავი
368,Leiter::N,skeul,კიბე
369,Besen::N,skubell,ცოცხი
370,Spaten::N,pal,ნიჩაბი
371,Schaufel::N,pal,ბარი
372,Gabel::N,fourchetez,ჩანგალი
373,Löffel::N,loa,კოვზი
374,Messer::N,kontell,დანა
375,Nagel::N,tach,ლურსმანი
376,Netz::N,roued,ბადე
377,Haken::N,krog,კავი
378,Haken::N,krog,კაუჭი
379,Griff::N,kemer,ტარი
380,Schloss::N,potenn,კლიტე
381,Schloss::N,potenn,საკეტი
382,Bild::N,skeudenn,სურათი
383,Figur::N,skeud,ფიგურა
384,Figur::N,figur,ფიგურა
385,Puppe::N,merc'hodenn,თოჯინა
386,Beutel::N,sac'h,პარკი
387,Bündel::N,feskenn,გალა
388,Bündel::N,feskenn,ასხმა
389,Tasche::N,sac'h,ჩანთა
390,Eimer::N,sailh,ჩამჩა
391,Deckel::N,pallenn,ხუფი
392,Deckel::N,pallenn,სარქველი
393,Geschirr::N,listriaj,ჭურჭელი
394,Sack::N,sac'h,ტომარა
395,Tasse::N,tas,ფინჯანი
396,Topf::N,pod,ქოთანი
397,Kessel::N,chaodouron,ქვაბი
398,Essen::N,pred,ჭამა
399,Nahrung::N,boued,საზრდო
400,Nahrung::N,boued,საკვები
401,Speise::N,meuz,საჭმელი
402,Fleisch::N,kig,ხორცი
403,Getreide::N,ed,მარცვლოვანი
404,Brei::N,yod,ფაფა
405,Brot::N,bara,პური
406,Scheibe::N,tailhenn,ნაჭერი
407,Fett::N,lard,ქონი
408,Fett::N,lard,ცხიმი
409,Butter::N,amann,კარაქი
410,Öl::N,eoul,ზეთი
411,Salz::N,holen,მარილი
412,Suppe::N,soubenn,სუფი
413,Honig::N,mel,თაფლი
414,Milch::N,laezh,რძე
415,Tee::N,te,ჩაი
416,Leder::N,lêr,ტყავი
417,Wolle::N,gloan,მატყლი
418,Stoff::N,danvez,ქსოვილი
419,Nadel::N,nadoz,ნემსი
420,Faden::N,neudenn,ძაფი
421,Faden::N,neudenn,მკედი
422,Knopf::N,bouton,ღილი
423,Knoten::N,skoulm,ნასკვი
424,Farbe::N,liv,საღებავი
425,Kleidung::N,dilhad,ტანსაცმელი
426,Hemd::N,roc'hed,ხალათი
427,Hemd::N,roc'hed,პერანგი
428,Kragen::N,gouzoug,საყელო
429,Ärmel::N,milgin,სახელო
430,Hose::N,bragoù,შარვალი
431,Gürtel::N,gouriz,ქამარი
432,Mütze::N,boned,ქუდი
433,Schuh::N,botez,ფეხსაცმელი
434,Stiefel::N,botez,ჩექმა
435,Ring::N,gwalenn,ბეჭედი
436,Band::N,bagad,ბაფთი
437,Kamm::N,krib,სავარცხელი
438,Spiegel::N,melezour,სარკე
439,Riemen::N,lerenn,ღვედი
440,Schnur::N,kordenn,ლარი
441,Leine::N,roll,ჯაჭვი
442,Decke::N,golo,საბანი
443,Kissen::N,goubenner,ბალიში
444,Tuch::N,mezher,მაუდი
445,Tuch::N,mezher,თავშალი
446,Handtuch::N,toailhon,ხელსახოცი
447,Kraft::N,nerzh,ძალა
448,Stärke::N,nerzhder,ღონე
449,Gesundheit::N,yec'hed,ჯანმრთელობა
450,Krankheit::N,klañved,სენი
451,Krankheit::N,klañved,ავადმყოფობა
452,Schmerz::N,poan,ტკივილი
453,Schmerz::N,droug,ტკივილი
454,Wunde::N,gloazadenn,იარი
455,Wunde::N,gloazadenn,ჭრილობა
456,Fieber::N,terzhienn,ციება
457,Arznei::N,louzoù,წამალი
458,Brücke::N,pont,ხიდი
459,Brunnen::N,puñs,ჭა
460,Weide::N,prad,საძოვარი
461,Pfad::N,gwenodenn,ბილიკი
462,Weg::N,hent,გზა
463,Straße::N,ru,შარაგზა
464,Straße::N,hent,შარაგზა
465,Dorf::N,kêr,დაბა
466,Dorf::N,kêr,სოფელი
467,Dorf::N,kêriadenn,დაბა
468,Dorf::N,kêriadenn,სოფელი
469,Stadt::N,kêr,ქალაქი
470,Brief::N,lizher,წერილი
471,Buch::N,levr,წიგნი
472,Buchstabe::N,lizherenn,ასო
473,Zeitung::N,kazetenn,გაზეთი
474,Leben::N,buhez,სიცოცხლე
475,Tod::N,marv,სიკვდილი
476,Grab::N,bez,სამარე
477,Grab::N,bez,საფლავი
478,Kirche::N,iliz,ეკლესია
479,Sünde::N,pec'hed,ცოდვა
480,Gott::N,doue,ღმერთი
481,Arbeiter::N,labourer,მუშა
482,Arbeiter::N,micherour,მუშა
483,Chef::N,penn,გამგე
484,Meister::N,mestr,ოსტატი
485,Arzt::N,mezeg,ექიმი
486,Arzt::N,mezeg,მკურნალი
487,Arzt::N,medisin,ექიმი
488,Arzt::N,medisin,მკურნალი
489,Lehrer::N,skolaer,მასწავლებელი
490,Lehrer::N,kelenner,მასწავლებელი
491,Geld::N,arc'hant,ფული
492,Geschäft::N,stal,საქმე
493,Geschäft::N,stal,ბიზნესი
494,Laden::N,stal,დუქანი
495,Laden::N,stal,მაღაზია
496,Preis::N,priz,ფასი
497,Ware::N,marc'hadourezh,საქონელი
498,Nutzen::N,gounidegezh,ხეირი
499,Nutzen::N,lañs,ხეირი
500,Nutzen::N,profit,ხეირი
501,Nutzen::N,spleit,ხეირი
502,Reichtum::N,pinvidigezh,სიმდიდრე
503,Welt::N,douar,მსოფლიო
504,Land::N,bro,მხარე
505,Land::N,bro,ქვეყანა
506,Staat::N,stad,სახელმწიფო
507,König::N,roue,მეფე
508,Macht::N,galloud,ძლიერება
509,Grenze::N,harzoù,ზღვარი
510,Krieg::N,brezel,ომი
511,Feind::N,eneber,მტერი
512,Gewalt::N,tâerder,სისასტიკე
513,Kampf::N,kann,ბრძოლა
514,Bogen[Waffe]::N,gwareg,მშვილდი
515,Pfeil::N,saezh,ისარი
516,Pfeil::N,saezh,მახვილი
517,Gewehr::N,fuzuilh,თოფი
518,Gewehr::N,fuzuilh,შაშხანა
519,Fehler::N,fazi,შეცდომა
520,Lüge::N,gaou,სიცრუე
521,Schaden::N,gwall,ვნება
522,Unglück::N,gwalleur,ხიფათი
523,Unglück::N,gwalleur,უბედურება
524,Schuld::N,kablusted,ბრალი
525,Schuld::N,pec'hedigezh,ბრალი
526,Alter::N,oad,ასაკი
527,Schluss::N,diwezh,ბოლო
528,Schluss::N,diwezh,დასასრული
529,Zeit::N,amzer,დრო
530,Tag::N,deizh,დღე
531,Morgen::N,beure,დილა
532,Morgen::N,mintin,დილა
533,Mittag::N,kreisteiz,შუადღე
534,Abend::N,abardaez,საღამო
535,Nacht::N,noz,ღამე
536,Woche::N,sizhun,კვირა
537,Monat::N,miz,თვე
538,Jahr::N,bloaz,წელი
539,Frühling::N,nevezamzer,გაზაფხული
540,Sommer::N,hañv,ზაფხული
541,Herbst::N,diskaramzer,შემოდგომა
542,Winter::N,goañv,ზამთარი
543,Januar::N,Genver,იანვარი
544,Februar::N,C'hwevrer,თებერვალი
545,März::N,Meurzh,მარტი
546,April::N,Ebrel,აპრილი
547,Mai::N,Mae,მაისი
548,Juni::N,Mezheven,ივნისი
549,Juli::N,Gouhere,ივლისი
550,August::N,Eost,აგვისტო
551,September::N,Gwengolo,სექტემბერი
552,Oktober::N,Here,ოქტომბერი
553,November::N,Du,ნოემბერი
554,Dezember::N,Kerzu,დეკემბერი
555,Montag::N,Lun,ორშაბათი
556,Dienstag::N,Meurzh,სამშაბათი
557,Mittwoch::N,Merc'her,ოთხშაბათი
558,Donnerstag::N,Yaou,ხუთშაბათი
559,Freitag::N,Gwener,პარასკევი
560,Samstag::N,Sadorn,შაბათი
561,Sonntag::N,Sul,კვირა
562,groß::A,bras,დიდი
563,klein::A,bihan,მცირე
564,klein::A,bihan,პატარა
565,lang::A,hir,გრძელი
566,kurz::A,berr,მოკლე
567,breit::A,ledan,ფართო
568,breit::A,ledan,განიერი
569,schmal::A,strizh,ვიწრო
570,schmal::A,strizh,წვრილი
571,dicht::A,stank,მჭიდრო
572,dick[Gegenstand]::A,tev,სქელი
573,dünn::A,moan,წვრილი
574,fein::A,munut,თხელი
575,fest::A,start,მყარი
576,flach::A,plaen,ბრტყელი
577,glatt::A,lintr,გლუ
578,glatt::A,levn,გლუ
579,hart::A,kalet,მაგარი
580,weich::A,blot,რბილი
581,rund::A,ront,მრგვალი
582,spitz::A,poentet,წვეტიანი
583,scharf::A,dremm,მჭრელი
584,stumpf::A,talsoc'h,ბლაგვი
585,schwer::A,pounner,მძიმე
586,schön::A,kaer,ლამაზი
587,heiß::A,tomm,ცხელი
588,warm::A,tomm,თბილი
589,kalt::A,yen,ცივი
590,kühl::A,yen,გრილი
591,frisch::A,fresk,სუფთა
592,feucht::A,gleb,ნოტიო
593,nass::A,gleb,სველი
594,trocken::A,sec'h,მშრალი
595,voll::A,leun,სავსე
596,leer::A,goullo,ცარიელი
597,offen::A,digor,ღია
598,offen::A,digor,გაშლილი
599,geschlossen::A,serr,დახურული
600,sauber::A,naet,სუფთა
601,sauber::A,naet,წმინდა
602,schmutzig::A,lous,ტალახიანი
603,roh::A,kriz,უმი
604,reif::A,darev,მწიფე
605,lecker::A,lipous,გემრიელი
606,lecker::A,saourus,გემრიელი
607,süß::A,dous,ტკბილი
608,bitter::A,c'hwerv,მწარე
609,sauer::A,trenk,მჟავე
610,hell::A,sklaer,ნათელი
611,dunkel::A,teñval,ბნელი
612,schwarz::A,du,შავი
613,weiß::A,gwenn,თეთრი
614,rot::A,ruz,წითელი
615,gelb::A,melen,ყვითელი
616,blau::A,glas,ლურჯი
617,blau::A,glas,ცისფერი
618,grün::A,gwer,მწვანე
619,grau::A,louet,რუხი
620,grau::A,louet,ნაცრისფერი
621,bunt::A,liesliv,ჭრელი
622,bunt::A,liesliv,ფერადი
623,billig::A,marc'had-mat,იაფი
624,teuer::A,ker,ძვირი
625,wertvoll::A,prizius,ღირსიანი
626,blind::A,dall,ბრმა
627,taub::A,bouzar,ყრუ
628,kräftig::A,start,ძალავანი
629,stark::A,kreñv,ძლიერი
630,stark::A,kreñv,ღონიერი
631,schwach::A,gwan,სუსტი
632,fett::A,lard,სქელი
633,schlank::A,sinkl,გამხდარი
634,hübsch::A,koant,ეშხიანი
635,hübsch::A,koant,მშვენიერი
636,böse::A,gwall,ავი
637,böse::A,gwall,ბოროტი
638,dumm::A,glep,ბოთე
639,dumm::A,glep,სულელი
640,faul::A,lezirek,ზანტი
641,faul::A,lezirek,ზარმაცი
642,fleißig::A,studius,ბეჯითი
643,fleißig::A,studius,მუყაითი
644,geizig::A,tost,ძუნწი
645,klug::A,speredek,ჭკვიანი
646,geschickt::A,dornet,მარჯვე
647,geschickt::A,dornet,გაწაფული
648,lieb::A,koant,სატრფიალო
649,lustig::A,laouen,მხიარული
650,sanft::A,flour,ალერსიანი
651,sanft::A,flour,გრძნობიერი
652,hungrig::A,marnaon,მშიერი
653,krank::A,klañv,სნეული
654,krank::A,klañv,ავადმყოფი
655,nackt::A,noazh,ტიტველი
656,traurig::A,trist,მწუხარე
657,traurig::A,trist,სევდიანი
658,lebendig::A,bev,ცოცხალი
659,gut::A,mad,კარგი
660,schlecht::A,fall,უხეირო
661,schlecht::A,gwall,უხეირო
662,richtig::A,reizh,ნამდვილი
663,schlimm::A,gwall,ცუდი
664,wahr::A,gwir,სწორი
665,wahr::A,gwir,ჭეშმარიტი
666,alt::A,kozh,ძველი
667,neu::A,nevez,ახალი
668,ehemalig::A,kozh,ყოფილი
669,alt[Lebewesen]::A,kozh,ბებერი
670,jung::A,yaouank,ნორჩი
671,jung::A,yaouank,ახალგაზრდა
672,arm::A,paour,ღარიბი
673,reich::A,pinvidik,მდიდარი
674,bekannt::A,anavezet,ცნობილი
675,berühmt::A,brudet,გამოჩენილი
676,fremd::A,dizanav,უცხო
677,fremd::A,dizanav,გარეშე
678,verschieden::A,disheñel,სხვაგვარი
679,nah::A,nes,ახლო
680,fern::A,diabell,შორი
681,fern::A,diabell,შორეული
682,linker::A,kleiz,მარცხენა
683,rechter::A,dehoù,მარჯვენა
684,anderer::A,all,სხვა
685,erster::A,kentañ,პირველი
686,zweiter::A,eil,მეორე
687,dritter::A,trede,მესამე
688,letzter::A,diwezhañ,ბოლო
689,letzter::A,diwezhañ,უკანასკნელი
690,allein::ADV,e-unan,მარტო
691,auf einmal::ADV,ar un dro,ერთდროულად
692,zusammen::ADV,asambles,ერთად
693,lange::ADV,pell,დიდხანს
694,plötzlich::ADV,en un taol,მოულოდნელად
695,sofort::ADV,diouzhtu,ახლავე
696,später::ADV,diwezhatoc'h,მოგვიანებით
697,jetzt::ADV,bremañ,ახლა
698,heute::ADV,hiziv,დღეს
699,morgen::ADV,arc'hoazh,ხვალ
700,bald::ADV,hepdale,მალე
701,dann::ADV,a-c'houde,მერე
702,gestern::ADV,dec'h,გუშინ
703,einst::ADV,gwechall,ოდესღაც
704,damals::ADV,neuze,მაშინ
705,danach::ADV,goude,მერმე
706,danach::ADV,goude,შემდეგ
707,vorher::ADV,diagent,ადრე
708,vorher::ADV,diagent,წინათ
709,zuerst::ADV,da gentañ,ჯერ
710,einmal::ADV,ur wech,ერთხელ
711,manchmal::ADV,a-wechoù,ხან
712,manchmal::ADV,a-wechoù,ზოგჯერ
713,oft::ADV,alies,ხშირად
714,immer::ADV,atav,მუდამ
715,immer::ADV,atav,ყოველთვის
716,immer::ADV,bepred,მუდამ
717,immer::ADV,bepred,ყოველთვის
718,niemals::ADV,gwech ebet,არასდროს
719,hier::ADV,amañ,აქ
720,hierhin::ADV,dre amañ,აქეთ
721,von hier::ADV,alemañ,აქედან
722,dort::ADV,aze,იქ
723,dort::ADV,ahont,იქ
724,dorthin::ADV,di,იქით
725,dorthin::ADV,aze,იქით
726,dorthin::ADV,ahont,იქით
