,Concept_ID,tt,lt
102,Tropfen::N,тамчы,lašas
103,Schaum::N,күбек,putos
104,Schmutz::N,пычрак,purvas
105,See::N,күл,ežeras
106,Sumpf::N,саз,klampynė
107,Sumpf::N,саз,liūnas
108,Moor::N,торфлык,pelkė
109,Wiese::N,болын,pieva
110,Wald::N,урман,miškas
111,Hügel::N,калку,kalva
112,Anhöhe::N,үр,kauburys
113,Berg::N,тау,kalnas
114,Gipfel::N,оч,viršūnė
115,Höhle::N,мәгарә,ola
116,Abhang::N,кабырга,šlaitas
117,Abhang::N,кабырга,nuokalnė
118,Quelle::N,чишмә,versmė
119,Quelle::N,чишмә,šaltinis
120,Bach::N,елга,upelis
121,Fluss::N,дәрья,upė
122,Ufer::N,су кырые,krantas
123,Küste::N,яр буе,pajūris
124,Festland::N,коры җир,sausuma
125,Meer::N,диңгез,jūra
126,Bucht::N,бухта,įlanka
127,Bucht::N,бухта,užutekis
128,Bucht::N,култык,įlanka
129,Bucht::N,култык,užutekis
130,Insel::N,атау,sala
131,Insel::N,утрау,sala
132,Blume::N,чәчкә,gėlė
133,Gras::N,үлән,žolė
134,Wurzel::N,тамыр,šaknis
135,Baum::N,агач,medis
136,Stamm::N,кәүсә,kamienas
137,Rinde::N,кабык,žievė
138,Ast::N,ботак,šaka
139,Zweig::N,ботак,šakelė
140,Zweig::N,тармак,šakelė
141,Blatt::N,яфрак,lapas
142,Birke::N,каен,beržas
143,Kiefer[Baum]::N,нарат,pušis
144,Weide[Baum]::N,тал,karklas
145,Tanne::N,чыршы,eglė
146,Tanne::N,чыршы,kėnis
147,Horn::N,мөгез,ragas
148,Feder::N,йон,plunksna
149,Fell::N,тире,kailis
150,Flügel::N,канат,sparnas
151,Klaue::N,тырнак,kanopa
152,Kralle::N,тырнак,nagas
153,Schwanz::N,койрык,uodega
154,Ei::N,күкәй,kiaušinis
155,Ei::N,йомырка,kiaušinis
156,Nest::N,оя,gūžta
157,Nest::N,оя,lizdas
158,Bau::N,өн,ola
159,Tier::N,хайван,gyvūnas
160,Herde::N,көтү,banda
161,Herde::N,көтү,kaimenė
162,Kuh::N,сыер,karvė
163,Bulle::N,үгез,bulius
164,Pferd::N,ат,arklys
165,Schaf::N,сарык,avis
166,Schwein::N,дуңгыз,kiaulė
167,Hund::N,эт,šuo
168,Katze::N,песи,katė
169,Bär::N,аю,lokys
170,Eichhörnchen::N,тиен,voveraitė
171,Elch::N,поши,briedis
172,Fuchs::N,төлке,lapė
173,Hase::N,куян,kiškas
174,Maus::N,тычкан,pelė
175,Wolf::N,бүре,vilkas
176,Vogel::N,кош,paukštis
177,Schwarm::N,көтү,spiečius
178,Huhn::N,тавык,višta
179,Hahn::N,әтәч,gaidys
180,Gans::N,каз,žąsis
181,Adler::N,каракош,erelis
182,Ente::N,үрдәк,antis
183,Eule::N,ябалак,pelėda
184,Kranich::N,торна,gervė
185,Krähe::N,карга,varna
186,Kuckuck::N,күке,gegužė
187,Kuckuck::N,кәккүк,gegužė
188,Schwan::N,аккош,gulbė
189,Fisch::N,балык,žuvis
190,Barsch::N,алабуга,ešerys
191,Hecht::N,чуртан,lydeka
192,Schlange[Tier]::N,елан,gyvatė
193,Wurm::N,корт,kirmėlė
194,Spinne::N,үрмәкүч,voras
195,Ameise::N,кырмыска,skruzdė
196,Laus::N,бет,utėlė
197,Mücke::N,черки,uodas
198,Mücke::N,озынборын,uodas
199,Fliege::N,чебен,musė
200,Schmetterling::N,күбәләк,drugys
201,Schmetterling::N,күбәләк,peteliškė
202,Beere::N,җиләк,uoga
203,Apfel::N,алма,obuolys
204,Pilz::N,гөмбә,grybas
205,Zwiebel::N,суган,svogūnas
206,Zwiebel::N,суганбаш,svogūnas
207,Saat::N,орлык,sėkla
208,Korn::N,иген,grūdai
209,Korn::N,орлык,grūdai
210,Heu::N,печән,šienas
211,Schale::N,кабык,žievelė
212,Grube::N,баз,duobė
213,Grube::N,чокыр,duobė
214,Falle::N,тозак,pinklės
215,Falle::N,тозак,žabangai
216,Falle::N,капкын,pinklės
217,Falle::N,капкын,žabangai
218,Schlinge::N,элмәк,kilpa
219,Spur::N,эз,vėžė
220,Spur::N,эз,pėdos
221,Spur::N,эз,pėdsakas
222,Asche::N,көл,pelenai
223,Dreck::N,пычрак,purvas
224,Eisen::N,тимер,geležis
225,Gold::N,алтын,auksas
226,Silber::N,көмеш,sidabras
227,Kohle::N,күмер,anglis
228,Glas::N,пыяла,stiklas
229,Lehm::N,балчык,molis
230,Sand::N,ком,smėlis
231,Mensch::N,адәм,žmogus
232,Mensch::N,инсан,žmogus
233,Mann::N,ир,vyras
234,Mann::N,ир,vyriškis
235,Frau::N,хатын,moteris
236,Kind::N,бала,vaikas
237,Junge::N,малай,vaikinas
238,Junge::N,малай,berniukas
239,Mädchen::N,кыз,mergytė
240,Mädchen::N,кыз,mergaitė
241,Familie::N,гаилә,šeima
242,Großvater::N,бабай,senelis
243,Großmutter::N,әби,senelė
244,Eltern::N,ата-ана,tėvai
245,Vater::N,ата,tėvas
246,Mutter::N,ана,motina
247,Sohn::N,ул,sūnus
248,Tochter::N,кыз,duktė
249,Bruder::N,кардәш,brolis
250,Schwester::N,апа,sesuo
251,Schwester::N,сеңел,sesuo
252,Onkel::N,дәдә,dėdė
253,Onkel::N,дәдәй,dėdė
254,Tante::N,түти,teta
255,Tante::N,тәтәй,teta
256,Ehemann::N,ир,vyras
257,Ehefrau::N,хатын,žmona
258,Freude::N,сөенеч,džiaugsmas
259,Gelächter::N,көлү,juokas
260,Gelächter::N,көлеш,juokas
261,Glück::N,бәхет,laimė
262,Kummer::N,хәсрәт,vargas
263,Kummer::N,хәсрәт,rūpestis
264,Wunsch::N,теләк,troškimas
265,Wunsch::N,теләк,pageidavimas
266,Lust::N,теләк,noras
267,Lust::N,теләк,geidulys
268,Lust::N,теләү,noras
269,Lust::N,теләү,geidulys
270,Geist::N,рух,dvasia
271,Gedanke::N,уй,mintis
272,Gedanke::N,фикер,mintis
273,Gedächtnis::N,хәтер,atmintis
274,Verstand::N,акыл,protas
275,Sinn::N,мәгънә,prasmė
276,Grund::N,сәбәп,priežastis
277,Wahrheit::N,хак,tiesa
278,Wahrheit::N,хак,teisybė
279,Gespräch::N,әңгәмә,pokalbis
280,Märchen::N,әкият,pasaka
281,Erzählung::N,хикәя,apsakymas
282,Erzählung::N,хикәя,pasakojimas
283,Nachricht::N,хәбәр,žinia
284,Neuigkeit::N,яңалык,naujiena
285,Name::N,исем,vardas
286,Rätsel::N,табышмак,mįslė
287,Rede::N,нотык,kalba
288,Sprache::N,тел,kalba
289,Stimme::N,тавыш,balsas
290,Wort::N,сүз,žodis
291,Zeichen::N,ишарә,žymė
292,Zeichen::N,ишарә,ženklas
293,Ruf::N,дәшү,šauksmas
294,Lärm::N,шау,triukšmas
295,Laut::N,аваз,garsas
296,Ton::N,шалтырату,tonas
297,Ton::N,шалтырату,garsas
298,Lied::N,җыр,daina
299,Lied::N,җыр,giesmė
300,Ruhe::N,тынлык,ramybė
301,Ruhe::N,тынлык,ramumas
302,Leute::N,халык,žmonės
303,Volk::N,халык,tauta
304,Arbeit::N,эш,darbas
305,Arbeit::N,эш,triūsas
306,Arbeit::N,хезмәт,darbas
307,Arbeit::N,хезмәт,triūsas
308,Gast::N,кунак,svečias
309,Geschenk::N,бүләк,dovana
310,Spiel::N,уен,žaismas
311,Spiel::N,уен,žaidimas
312,Gesellschaft::N,җәмгыять,draugija
313,Gesellschaft::N,җәмгыять,kompanija
314,Hilfe::N,ярдәм,pagalba
315,Hilfe::N,булышлык,pagalba
316,Freund::N,дус,draugas
317,Freund::N,дус,bičiulis
318,Kamerad::N,иптәш,draugas
319,Angelegenheit::N,эш,dalykas
320,Angelegenheit::N,эш,reikalas
321,Anzahl::N,микъдар,kiekis
322,Anzahl::N,микъдар,skaičius
323,Art::N,төр,rūšis
324,Stück::N,кисәк,gabalas
325,Teil::N,өлеш,dalis
326,Hälfte::N,ярым,pusė
327,Kreis::N,түгәрәк,ratas
328,Kreis::N,түгәрәк,apskritis
329,Kreis::N,түгәрәк,apskritimas
330,Kreuz::N,хач,kryžius
331,Kreuz::N,тәре,kryžius
332,Linie::N,сызык,linija
333,Strich::N,сызык,brėžis
334,Strich::N,сызык,brūkšnys
335,Abstand::N,ара,atstumas
336,Entfernung::N,ераклык,atstumas
337,Gegend::N,урын,vietovė
338,Platz::N,бушлык,vieta
339,Ort::N,урын,vieta
340,Ort::N,урын,vietovė
341,Seite::N,як,pusė
342,Seite::N,як,šonas
343,Mitte::N,урта,vidurys
344,Gegenstand::N,нәрсә,dalykas
345,Sache::N,нәрсә,daiktas
346,Rand::N,чит,kraštas
347,Rand::N,чит,pakraštys
348,Kante::N,кырый,kraštas
349,Ecke::N,почмак,kertė
350,Ecke::N,почмак,kampas
351,Spitze::N,оч,priekis
352,Spitze::N,оч,priešakys
353,Ende::N,азак,galas
354,Loch::N,тишек,skylė
355,Winkel::N,почмак,kampas
356,Winkel::N,почмак,kampelis
357,Muster::N,парча,raštas
358,Größe::N,зурлык,dydis
359,Größe::N,зурлык,didumas
360,Länge::N,озынлык,ilgis
361,Länge::N,озынлык,ilgumas
362,Höhe::N,биеклек,aukštis
363,Höhe::N,биеклек,aukštuma
364,Gewicht::N,авырлык,svoris
365,Gewicht::N,авырлык,svarstis
366,Menge::N,микъдар,kiekis
367,Menge::N,микъдар,daugybė
368,Haufen::N,өем,krūva
369,Haufen::N,өем,šūsnis
370,Reihe::N,рәт,greta
371,Boot::N,каек,valtis
372,Boot::N,каек,laivelis
373,Boot::N,көймә,valtis
374,Boot::N,көймә,laivelis
375,Ruder::N,ишкәк,irklas
376,Schlitten::N,чана,rogės
377,Schlitten::N,чана,rogutės
378,Ski::N,чаңгы,slidė
379,Lagerfeuer::N,костёр,laužas
380,Last::N,йөк,našta
381,Last::N,йөк,nešulys
382,Gang::N,йөреш,eisena
383,Schritt::N,адым,žingsnis
384,Norden::N,төньяк,šiaurė
385,Norden::N,төньяк,žiemiai
386,Süden::N,көньяк,pietūs
387,Westen::N,көнбатыш,vakarai
388,Osten::N,шәрык,rytai
389,Osten::N,көнчыгыш,rytai
390,Holz::N,агач,mediena
391,Brett::N,такта,lenta
392,Platte::N,плитә,plokštė
393,Stütze::N,таяу,atrama
394,Stütze::N,таяу,atspara
395,Stange::N,колга,lazda
396,Stange::N,колга,kartis
397,Stock::N,таяк,lazda
398,Stab::N,таяк,kartis
399,Rohr::N,торба,vamzdis
400,Haus::N,өй,namas
401,Haus::N,йорт,namas
402,Heim::N,гаилә,namai
403,Heim::N,нәсел,namai
404,Ofen::N,мич,krosnis
405,Fußboden::N,идән,grindys
406,Tisch::N,өстәл,stalas
407,Stuhl::N,утыргыч,kėdė
408,Wiege::N,бишек,lopšys
409,Bett::N,ятак,lova
410,Bett::N,ятак,patalai
411,Bett::N,урын-җир,lova
412,Bett::N,урын-җир,patalai
413,Regal::N,киштә,lentyna
414,Regal::N,шүрлек,lentyna
415,Kiste::N,әрҗә,dėžė
416,Fenster::N,тәрәзә,langas
417,Tür::N,ишек,durys
418,Tor::N,капка,vartai
419,Zaun::N,койма,tvora
420,Dach::N,түбә,stogas
421,Leiter::N,баскыч,kopėčios
422,Besen::N,себерке,šluota
423,Spaten::N,көрәк,lopeta
424,Spaten::N,көрәк,kastuvas
425,Schaufel::N,көрәк,semtuvas
426,Gabel::N,чәннечке,šakutė
427,Löffel::N,кашык,šaukštas
428,Messer::N,пычак,peilis
429,Nagel::N,кадак,vinis
430,Netz::N,челтәр,tinklas
431,Haken::N,ыргак,vagis
432,Haken::N,ыргак,kablys
433,Griff::N,тотка,kotas
434,Griff::N,тотка,rankena
435,Schloss::N,йозак,spyna
436,Schloss::N,йозак,užraktas
437,Bild::N,рәсем,paveikslas
438,Bild::N,картина,paveikslas
439,Figur::N,сын,figūra
440,Figur::N,фигура,figūra
441,Puppe::N,курчак,lėlė
442,Beutel::N,луза,krepšys
443,Beutel::N,луза,maišelis
444,Bündel::N,бәйләм,ryšulys
445,Tasche::N,букча,krepšelis
446,Eimer::N,чиләк,kibiras
447,Deckel::N,капкач,dangtis
448,Geschirr::N,савыт-саба,indai
449,Geschirr::N,кашык-аяк,indai
450,Sack::N,капчык,maišas
451,Tasse::N,чынаяк,puodukas
452,Topf::N,чүлмәк,puodas
453,Kessel::N,казан,katilas
454,Essen::N,ашау,valgis
455,Nahrung::N,азык,penas
456,Nahrung::N,азык,maistas
457,Nahrung::N,тәгам,penas
458,Nahrung::N,тәгам,maistas
459,Nahrung::N,ашамлык,penas
460,Nahrung::N,ашамлык,maistas
461,Speise::N,ризык,patiekalas
462,Fleisch::N,ит,mėsa
463,Getreide::N,ашлык,javai
464,Brei::N,ботка,košė
465,Brot::N,ипи,duona
466,Brot::N,икмәк,duona
467,Scheibe::N,телем,riekė
468,Fett::N,май,taukai
469,Fett::N,май,riebalai
470,Butter::N,май,sviestas
471,Öl::N,май,aliejus
472,Salz::N,тоз,druska
473,Suppe::N,шулпа,sriuba
474,Honig::N,бал,medus
475,Milch::N,сөт,pienas
476,Tee::N,чәй,arbata
477,Leder::N,күн,oda
478,Wolle::N,йон,vilna
479,Stoff::N,тукыма,audeklas
480,Nadel::N,энә,adata
481,Faden::N,җеп,gija
482,Faden::N,җеп,siūlas
483,Knopf::N,төймә,saga
484,Knoten::N,төен,mazgas
485,Farbe::N,буяу,dažai
486,Kleidung::N,кием,rūbai
487,Kleidung::N,кием,drabužiai
488,Hemd::N,күлмәк,marškiniai
489,Kragen::N,яка,apykaklė
490,Ärmel::N,җиң,rankovė
491,Hose::N,чалбар,kelnės
492,Gürtel::N,билбау,juosta
493,Gürtel::N,билбау,diržas
494,Mütze::N,бүрек,kepurė
495,Schuh::N,башмак,batas
496,Stiefel::N,итек,auliniai batai
497,Ring::N,балдак,žiedas
498,Band::N,тасма,kaspinas
499,Kamm::N,тарак,šukos
500,Spiegel::N,көзге,veidrodis
501,Riemen::N,каеш,diržas
502,Schnur::N,бау,virvė
503,Leine::N,тезген,pavadėlis
504,Decke::N,юрган,antklodė
505,Kissen::N,мендәр,pagalvė
506,Kissen::N,мендәр,priegalvis
507,Tuch::N,яулык,skarelė
508,Handtuch::N,сөлгә,rankšluostis
509,Kraft::N,егәр,jėga
510,Kraft::N,дәрман,jėga
511,Stärke::N,көч,stiprumas
512,Stärke::N,дәрман,stiprumas
513,Gesundheit::N,саулык,sveikata
514,Krankheit::N,чир,liga
515,Krankheit::N,хаста,liga
516,Krankheit::N,сырхау,liga
517,Schmerz::N,авырту,skausmas
518,Wunde::N,яра,žaizda
519,Wunde::N,җәрәхәт,žaizda
520,Fieber::N,бизгәк,karštis
521,Arznei::N,дару,vaistas
522,Brücke::N,күпер,tiltas
523,Brunnen::N,кое,šulinys
524,Weide::N,утлавык,ganykla
525,Weide::N,утлавык,gluosnis
526,Pfad::N,сукмак,takas
527,Weg::N,юл,kelias
528,Straße::N,урам,gatvė
529,Dorf::N,авыл,kaimas
530,Dorf::N,авыл,sodžius
531,Stadt::N,шәһәр,miestas
532,Brief::N,хат,laiškas
533,Buch::N,китап,knyga
534,Buchstabe::N,хәреф,raidė
535,Zeitung::N,газет,laikraštis
536,Zeitung::N,газета,laikraštis
537,Leben::N,гомер,gyvybė
538,Leben::N,гомер,gyvenimas
539,Leben::N,тормыш,gyvybė
540,Leben::N,тормыш,gyvenimas
541,Leben::N,тереклек,gyvybė
542,Leben::N,тереклек,gyvenimas
543,Tod::N,үлем,mirtis
544,Grab::N,гүр,kapas
545,Grab::N,кабер,kapas
546,Kirche::N,чиркәү,bažnyčia
547,Sünde::N,язык,nuodėmė
548,Sünde::N,язык,nusidėjimas
549,Sünde::N,гөнаһ,nuodėmė
550,Sünde::N,гөнаһ,nusidėjimas
551,Gott::N,алла,dievas
552,Gott::N,ходай,dievas
553,Arbeiter::N,эшче,darbininkas
554,Chef::N,башлык,šefas
555,Chef::N,башлык,vadovas
556,Chef::N,башлык,viršininkas
557,Meister::N,оста,meistras
558,Arzt::N,врач,gydytojas
559,Arzt::N,табиб,gydytojas
560,Lehrer::N,укытучы,mokytojas
561,Lehrer::N,мөгаллим,mokytojas
562,Geld::N,акча,pinigai
563,Geschäft::N,эш,biznis
564,Laden::N,кибет,krautuvė
565,Laden::N,кибет,parduotuvė
566,Laden::N,магазин,krautuvė
567,Laden::N,магазин,parduotuvė
568,Preis::N,бәя,kaina
569,Preis::N,бәһа,kaina
570,Ware::N,товар,prekė
571,Nutzen::N,файда,nauda
572,Nutzen::N,файда,pelnas
573,Reichtum::N,байлык,turtas
574,Welt::N,дөнья,pasaulis
575,Land::N,ил,žemė
576,Land::N,ил,šalis
577,Staat::N,дәүләт,valstija
578,König::N,патша,karalius
579,Macht::N,хакимият,galia
580,Macht::N,хакимият,valdžia
581,Grenze::N,чик,riba
582,Grenze::N,чик,siena
583,Krieg::N,сугыш,karas
584,Feind::N,дошман,priešas
585,Gewalt::N,көчләү,jėga
586,Gewalt::N,көчләү,smurtas
587,Gewalt::N,көчләү,prievarta
588,Kampf::N,көрәш,kova
589,Bogen[Waffe]::N,җәя,lankas
590,Pfeil::N,ук,strėlė
591,Gewehr::N,мылтык,šautuvas
592,Fehler::N,хата,klaida
593,Lüge::N,ялган,melas
594,Schaden::N,зыян,nuostolis
595,Schaden::N,зыян,apgadinimas
596,Schaden::N,зарар,nuostolis
597,Schaden::N,зарар,apgadinimas
598,Unglück::N,бәла,nelaimė
599,Schuld::N,гаеп,kaltė
600,Alter::N,яшь,amžius
601,Schluss::N,ахыр,pabaiga
602,Zeit::N,заман,laikas
603,Tag::N,көн,diena
604,Morgen::N,иртә,rytas
605,Mittag::N,өйлә,vidurdienis
606,Abend::N,кич,vakaras
607,Nacht::N,төн,naktis
608,Woche::N,атна,savaitė
609,Monat::N,ай,mėnuo
610,Jahr::N,ел,metai
611,Frühling::N,яз,pavasaris
612,Sommer::N,җәй,vasara
613,Herbst::N,көз,ruduo
614,Winter::N,кыш,žiema
615,Januar::N,гыйнвар,sausis
616,Februar::N,февраль,vasaris
617,März::N,март,kovas
618,April::N,апрель,balandis
619,Mai::N,май,gegužė
620,Juni::N,июнь,birželis
621,Juli::N,июль,liepa
622,August::N,август,rugpjūtis
623,September::N,сентябрь,rugsėjis
624,Oktober::N,октябрь,spalis
625,November::N,ноябрь,lapkritis
626,Dezember::N,декабрь,gruodis
627,Montag::N,дүшәмбе,pirmadienis
628,Dienstag::N,сишәмбе,antradienis
629,Mittwoch::N,чәршәмбе,trečiadienis
630,Donnerstag::N,атнакич,ketvirtadienis
631,Donnerstag::N,пәнҗешәмбе,ketvirtadienis
632,Freitag::N,җомга,penktadienis
633,Samstag::N,шимбә,šeštadienis
634,Sonntag::N,якшәмбе,sekmadienis
635,groß::A,зур,didis
636,groß::A,зур,didelis
637,klein::A,кечкенә,mažas
638,lang::A,озын,ilgas
639,kurz::A,кыска,trumpas
640,breit::A,киң,platus
641,schmal::A,кысык,smulkus
642,dicht::A,куе,tankus
643,dick[Gegenstand]::A,калын,storas
644,dünn::A,нечкә,plonas
645,fein::A,нәзакәтле,smulkus
646,fest::A,нык,kietas
647,fest::A,нык,tvirtas
648,flach::A,яссы,lėkštas
649,flach::A,яссы,plokščias
650,flach::A,ялпак,lėkštas
651,flach::A,ялпак,plokščias
652,glatt::A,шома,slidus
653,hart::A,каты,kietas
654,weich::A,йомшак,minkštas
655,rund::A,түгәрәк,apvalus
656,rund::A,түгәрәк,apskritas
657,spitz::A,очлы,aštrus
658,spitz::A,очлы,smailus
659,scharf::A,үткен,aštrus
660,stumpf::A,үтмәс,bukas
661,stumpf::A,үтмәс,atšipęs
662,schwer::A,салмак,sunkus
663,schön::A,гүзәл,gražus
664,heiß::A,эссе,karštas
665,warm::A,җылы,šiltas
666,kalt::A,суык,šaltas
667,kalt::A,салкын,šaltas
668,kühl::A,салкынча,vėsus
669,kühl::A,салкынча,bejausmis
670,frisch::A,салкынча,šviežias
671,feucht::A,юеш,drėgnas
672,nass::A,дымлы,šlapias
673,trocken::A,коры,sausas
674,voll::A,тулы,pilnas
675,leer::A,буш,tuščias
676,offen::A,ачык,atviras
677,geschlossen::A,йомык,uždaras
678,geschlossen::A,йомык,uždarytas
679,sauber::A,пакь,švarus
680,sauber::A,чиста,švarus
681,schmutzig::A,керле,nešvarus
682,schmutzig::A,керле,purvinas
683,schmutzig::A,пычрак,nešvarus
684,schmutzig::A,пычрак,purvinas
685,roh::A,чи,žalias
686,reif::A,өлгергән,prinokęs
687,reif::A,өлгергән,pribrendęs
688,lecker::A,тәмле,gardus
689,süß::A,татлы,saldus
690,bitter::A,ачы,kartus
691,sauer::A,әче,gižus
692,sauer::A,әче,rūgštus
693,hell::A,якты,šviesus
694,hell::A,якты,skaistus
695,dunkel::A,кара,tamsus
696,schwarz::A,кара,juodas
697,weiß::A,ак,baltas
698,rot::A,кызыл,raudonas
699,gelb::A,сары,geltonas
700,blau::A,күк,mėlynas
701,grün::A,яшел,žalias
702,grau::A,соры,pilkas
703,bunt::A,чуар,margas
704,bunt::A,чуар,spalvotas
705,billig::A,арзан,pigus
706,teuer::A,хаклы,brangus
707,wertvoll::A,кыйммәтле,vertingas
708,blind::A,сукыр,aklas
709,blind::A,күзсез,aklas
710,taub::A,чукрак,kurčias
711,taub::A,саңгырау,kurčias
712,kräftig::A,егәрле,stiprus
713,stark::A,нык,stiprus
714,stark::A,базык,stiprus
715,schwach::A,зәгыйфь,silpnas
716,fett::A,симез,riebus
717,schlank::A,нәзек,laibas
718,schlank::A,нәзек,lieknas
719,hübsch::A,чибәр,gražus
720,böse::A,усал,blogas
721,dumm::A,акылсыз,paikas
722,dumm::A,акылсыз,kvailas
723,faul::A,ялкау,tingus
724,faul::A,иренчәк,tingus
725,fleißig::A,тырыш,stropus
726,fleißig::A,тырыш,kruopštus
727,fleißig::A,тырышучан,stropus
728,fleißig::A,тырышучан,kruopštus
729,geizig::A,саран,šykštus
730,klug::A,акыллы,sumanus
731,klug::A,акыллы,protingas
732,geschickt::A,маһир,apsukrus
733,lieb::A,сөекле,mielas
734,lustig::A,күңелле,smagus
735,lustig::A,күңелле,linksmas
736,sanft::A,басынкы,švelnus
737,sanft::A,басынкы,minkštas
738,hungrig::A,ач,alkanas
739,krank::A,чирле,ligotas
740,krank::A,чирле,sergantis
741,krank::A,сырхау,ligotas
742,krank::A,сырхау,sergantis
743,nackt::A,шәрә,nuogas
744,traurig::A,ямансу,liūdnas
745,lebendig::A,тере,gyvas
746,gut::A,яхшы,geras
747,schlecht::A,начар,blogas
748,schlecht::A,начар,prastas
749,richtig::A,дөрес,tikras
750,richtig::A,дөрес,teisingas
751,schlimm::A,әшәкә,blogas
752,schlimm::A,әшәкә,prastas
753,wahr::A,чып-чын,tikras
754,alt::A,иске,senas
755,neu::A,яңа,naujas
756,ehemalig::A,элекке,buvęs
757,alt[Lebewesen]::A,карт,pagyvenęs
758,jung::A,яшь,jaunas
759,arm::A,фәкыйрь,neturtingas
760,reich::A,бай,turtingas
761,bekannt::A,таныш,žinomas
762,bekannt::A,таныш,pažįstamas
763,berühmt::A,атаклы,žymus
764,berühmt::A,атаклы,garsus
765,fremd::A,ят,svetimas
766,verschieden::A,төрле,įvairus
767,nah::A,якын,artimas
768,fern::A,ерак,tolimas
769,linker::A,сул,kairys
770,rechter::A,уң,dešinys
771,anderer::A,бүтән,kitas
772,erster::A,беренче,pirmas
773,zweiter::A,икенче,antras
774,dritter::A,өченче,trečias
775,letzter::A,ахыргы,paskutinis
776,allein::ADV,ялгыз,vienas
777,auf einmal::ADV,бердән,iš karto
778,zusammen::ADV,бергә,kartu
779,zusammen::ADV,бергә,drauge
780,lange::ADV,озак,ilgai
781,plötzlich::ADV,искәрмәстән,staiga
782,sofort::ADV,хәзер,tuojau
783,später::ADV,соңрак,vėliau
784,später::ADV,соңрак,paskiau
785,jetzt::ADV,хәзер,dabãr
786,heute::ADV,бүген,šiandien
787,morgen::ADV,иртәгә,rytoj
788,bald::ADV,тиздән,greitai
789,bald::ADV,тиздән,netrukus
790,dann::ADV,аннары,po to
