,Concept_ID,ce,he
265,Gesellschaft::N,юкъаралла,חברה
266,Hilfe::N,гӏо,עזרה
267,Freund::N,доттагl,חבר
268,Freund::N,доттагl,ידיד
269,Kamerad::N,накъост,רע
270,Angelegenheit::N,гӏуллакх,ענין
271,Anzahl::N,терахь,מספר
272,Stück::N,юьхк,חתיכה
273,Teil::N,дакъа,פרק
274,Hälfte::N,ах,חצי
275,Kreis::N,го,מעגל
276,Kreuz::N,жӏара,צלב
277,Linie::N,сиз,קו
278,Strich::N,сиз,קו קצר
279,Abstand::N,юкъ,מרחק
280,Gegend::N,мeттиг,נוף
281,Platz::N,майда,שטח
282,Ort::N,меттиг,אתר
283,Ort::N,меттиг,מקום
284,Seite::N,aгӏo,צד
285,Mitte::N,юкъ,אמצע
286,Gegenstand::N,хӏума,אוביקט
287,Sache::N,хӏума,דבר
288,Rand::N,йист,פרור
289,Kante::N,йист,קצה
290,Ecke::N,са,פנה
291,Spitze::N,ралла,קצה
292,Ende::N,юьхьиг,סוף
293,Loch::N,ӏуьрг,חר
294,Winkel::N,са,פנה
295,Muster::N,дагар,תבנית
296,Muster::N,тӏамар,תבנית
297,Größe::N,барам,גדל
298,Länge::N,йохалла,ארך
299,Höhe::N,локхалла,קומה
300,Höhe::N,локхалла,גבה
301,Gewicht::N,йозалла,משקל
302,Menge::N,дукхалла,כמות
303,Haufen::N,сал,ערמה
304,Haufen::N,оьла,ערמה
305,Reihe::N,рагӏ,רצף
306,Reihe::N,могӏа,רצף
307,Boot::N,кема,סירה
308,Ruder::N,пийсиг,משוט
309,Schlitten::N,салаз,מזחלת
310,Ski::N,когсалаз,מגלשים
311,Lagerfeuer::N,цӏе,מדורה
312,Last::N,дукъ,משא
313,Gang::N,лелар,הליכה
314,Schritt::N,гӏулч,צעד
315,Norden::N,къилбаседе,צפון
316,Süden::N,къилбе,דרום
317,Westen::N,малхбузе,מערב
318,Osten::N,малхбале,מזרח
319,Holz::N,дечиг,עץ
320,Brett::N,у,קרש
321,Platte::N,у,לוח
322,Stütze::N,гӏopтоp,משען
323,Stange::N,гӏуркх,מוט
324,Stock::N,ӏаса,מקל
325,Stab::N,гӏаж,מוט
326,Rohr::N,биргӏа,צנור
327,Haus::N,цӏа,בית
328,Heim::N,кхерч,בית
329,Ofen::N,кхерч,תנור
330,Fußboden::N,цӏенкъа,רצפה
331,Tisch::N,шун,שלחן
332,Stuhl::N,гӏант,כסא
333,Wiege::N,ага,ערש
334,Bett::N,маьнга,מטה
335,Regal::N,терхи,מדף
336,Kiste::N,яьшка,תבה
337,Kiste::N,яьшка,ארגז
338,Fenster::N,кор,חלון
339,Tür::N,неӏ,דלת
340,Tor::N,ков,שער
341,Zaun::N,керт,גדר
342,Dach::N,тхов,גג
343,Leiter::N,лами,סלם
344,Besen::N,нуй,מטאטא
345,Spaten::N,бел,את
346,Schaufel::N,аьшкал,את
347,Gabel::N,мӏара,מזלג
348,Löffel::N,ӏайг,כף
349,Messer::N,урс,סכין
350,Nagel::N,хьостам,מסמר
351,Netz::N,бой,רשת
352,Haken::N,мӏара,וו
353,Haken::N,мӏара,קרס
354,Schloss::N,чӏега,מנעול
355,Bild::N,сурт,תמונה
356,Puppe::N,тайниг,בבה
357,Beutel::N,гали,שק
358,Bündel::N,кочар,צרור
359,Tasche::N,тӏоьрмиг,שקית
360,Eimer::N,чийлик,דלי
361,Deckel::N,негӏар,מכסה
362,Geschirr::N,пхьегӏа,כלים
363,Sack::N,гали,שק
364,Tasse::N,кад,ספל
365,Topf::N,яй,סיר
366,Kessel::N,яй,קנקן
367,Essen::N,юург,אכל
368,Essen::N,юург,ארוחה
369,Nahrung::N,кхача,הזנה
370,Nahrung::N,кхача,תזונה
371,Speise::N,юург,מאכל
372,Speise::N,юург,ארוחה
373,Fleisch::N,жижиг,בשר
374,Getreide::N,буьртиг,דגן
375,Brei::N,xудар,מחית
376,Brot::N,бепиг,לחם
377,Brot::N,кхаллар,לחם
378,Scheibe::N,цастар,עגול
379,Scheibe::N,цастар,פרוסה
380,Fett::N,мохь,שמן
381,Butter::N,налха,חמאה
382,Öl::N,даьтта,שמן
383,Salz::N,туьха,מלח
384,Suppe::N,чорпа,מרק
385,Honig::N,моз,דבש
386,Milch::N,шура,חלב
387,Tee::N,чай,תה
388,Leder::N,цӏока,עור
389,Wolle::N,тӏapгӏa,צמר
390,Stoff::N,кӏади,בד
391,Stoff::N,кӏади,אריג
392,Nadel::N,маха,מחט
393,Faden::N,тай,חוט
394,Knopf::N,нуьйда,כפתור
395,Knoten::N,шад,קשר
396,Farbe::N,сир,צבע
397,Farbe::N,басар,צבע
398,Kleidung::N,бедар,בגדים
399,Hemd::N,коч,חלצה
400,Kragen::N,кач,צוארון
401,Ärmel::N,пхьош,שרוול
402,Hose::N,хеча,מכנסים
403,Gürtel::N,доьхка,חגורה
404,Mütze::N,куй,כובע
405,Schuh::N,мача,נעל
406,Stiefel::N,этка,מגף
407,Ring::N,чӏуг,טבעת
408,Band::N,лента,סרט
409,Kamm::N,ехк,מסרק
410,Spiegel::N,куьзга,מראה
411,Riemen::N,доьхка,רצועה
412,Schnur::N,муш,חבל
413,Leine::N,кочатосу доьхка,מושכות
414,Decke::N,юргӏа,שמיכה
415,Kissen::N,гIайба,כרית
416,Tuch::N,исхар,צעיף
417,Handtuch::N,гата,מגבת
418,Kraft::N,гӏора,כוח
419,Stärke::N,гӏап,און
420,Gesundheit::N,могашалла,בריאות
421,Krankheit::N,цамгар,מחלה
422,Schmerz::N,лазар,כאב
423,Wunde::N,чов,פציעה
424,Fieber::N,xорша,חם
425,Arznei::N,молха,תרופה
426,Brücke::N,тӏай,גשר
427,Brunnen::N,гӏу,באר
428,Weide::N,дак,אחו
429,Weide::N,дак,מרעה
430,Pfad::N,тача,שביל
431,Pfad::N,тача,מדרכה
432,Weg::N,некъ,דרך
433,Straße::N,урам,כביש
434,Dorf::N,юрт,כפר
435,Stadt::N,гӏала,עיר
436,Brief::N,кехат,מכתב
437,Buch::N,жайна,ספר
438,Buchstabe::N,элп,אות
439,Zeitung::N,газет,עתון
440,Leben::N,дахар,חיים
441,Tod::N,далар,מות
442,Tod::N,ӏожалла,מות
443,Grab::N,каш,קבר
444,Kirche::N,килс,כנסיה
445,Sünde::N,къа,חטא
446,Gott::N,дела,אל
447,Arbeiter::N,белхало,פועל
448,Chef::N,хьаькам,ראש
449,Chef::N,хьаькам,מנהל
450,Meister::N,говзанча,ממחה
451,Arzt::N,лор,רופא
452,Lehrer::N,хьехархо,מורה
453,Geld::N,aхча,כסף
454,Geschäft::N,туька,עסקה
455,Laden::N,туька,חנות
456,Preis::N,мах,מחיר
457,Ware::N,хlума,סחורה
458,Nutzen::N,пайда,תועלת
459,Reichtum::N,хьал,עשר
460,Welt::N,дуьне,עולם
461,Land::N,мохк,ארץ
462,Staat::N,пачхьалкх,מדינה
463,König::N,паччахь,מלך
464,Macht::N,ӏедал,כוח
465,Grenze::N,доза,גבול
466,Krieg::N,тӏом,מלחמה
467,Feind::N,мостагӏ,אויב
468,Gewalt::N,гӏело,אלימות
469,Kampf::N,къийсам,קרב
470,Kampf::N,къийсам,לחימה
471,Pfeil::N,пха,חץ
472,Gewehr::N,топ,רובה
473,Fehler::N,гӏалат,טעות
474,Lüge::N,аьшпаш,שקר
475,Schaden::N,зен,נזק
476,Unglück::N,бала,מזל רע
477,Schuld::N,бехк,אשמה
478,Alter::N,хан,גיל
479,Schluss::N,чакхе,סיום
480,Zeit::N,хан,זמן
481,Tag::N,де,יום
482,Morgen::N,ӏуьйре,בקר
483,Mittag::N,делкъе,צהרים
484,Abend::N,суьйре,ערב
485,Nacht::N,буьйса,לילה
486,Woche::N,кӏира,שבוע
487,Monat::N,бутт,חדש
488,Jahr::N,шо,שנה
489,Frühling::N,бӏаьсте,אביב
490,Sommer::N,аьхке,קיץ
491,Herbst::N,гуьйре,סתו
492,Winter::N,ӏа,חרף
493,Januar::N,январь,ינואר
494,Februar::N,февраль,פברואר
495,März::N,март,מרץ
496,April::N,апрель,אפריל
497,Mai::N,май,מאי
498,Juni::N,июнь,יוני
499,Juli::N,июль,יולי
500,August::N,август,אוגוסט
501,September::N,сентябрь,ספטמבר
502,Oktober::N,октябрь,אוקטובר
503,November::N,ноябрь,נובמבר
504,Dezember::N,декабрь,דצמבר
505,Montag::N,оршот,יום שני
506,Dienstag::N,шинара,יום שלישי
507,Mittwoch::N,кхаара,יום רביעי
508,Donnerstag::N,еара,יום חמישי
509,Freitag::N,пӏераска,יום ששי
510,Samstag::N,шот,יום שבת
511,Sonntag::N,кӏиранде,יום ראשון
512,groß::A,доккха,גדול
513,klein::A,кегий,קטן
514,lang::A,еха,ארך
515,kurz::A,доца,קצר
516,breit::A,шуьйра,רחב
517,schmal::A,готта,צר
518,dicht::A,луьста,צפוף
519,dick[Gegenstand]::A,стомма,עבה
520,dünn::A,дуткъа,דק
521,fein::A,ховха,מעדן
522,fest::A,чӏогӏа,מוצק
523,flach::A,чӏапа,שטוח
524,glatt::A,шера,חלק
525,hart::A,чӏогӏa,קשיח
526,weich::A,кӏеда,רך
527,rund::A,горга,עגל
528,spitz::A,ира,חד
529,scharf::A,ира,חד
530,stumpf::A,аьртa,קהה
531,schwer::A,деза,כבד
532,schön::A,хаза,יפה
533,heiß::A,довха,חם
534,warm::A,довха,חם
535,kalt::A,шийла,קר
536,kühl::A,шийла,צונן
537,frisch::A,керла,טרי
538,feucht::A,тӏуьна,לח
539,nass::A,тӏеда,רטוב
540,trocken::A,eкъа,יבש
541,voll::A,дуьзна,מלא
542,leer::A,яьсса,ריק
543,offen::A,диллина,פתוח
544,geschlossen::A,дӏакъевлина,סגור
545,geschlossen::A,дӏачӏагӏдина,סגור
546,sauber::A,цӏена,נקי
547,schmutzig::A,боьха,מלכלך
548,roh::A,буьйда,חי
549,reif::A,хилла,בשל
550,lecker::A,чоме,טעים
551,süß::A,мерза,מתוק
552,bitter::A,къаьхьа,מר
553,sauer::A,муьста,חמוץ
554,hell::A,сирла,בהיר
555,dunkel::A,бодане,עמום
556,schwarz::A,ӏаьржа,שחר
557,weiß::A,кӏайн,לבן
558,rot::A,цӏен,אדם
559,gelb::A,можа,צהב
560,blau::A,сийна,כחל
561,grün::A,баьццара,ירק
562,grau::A,cира,אפר
563,grau::A,мокха,אפר
564,bunt::A,къорза,צבעוני
565,billig::A,дораха,זול
566,teuer::A,деза,יקר
567,wertvoll::A,мехала,יקר ערך
568,blind::A,бӏаьрзе,עור
569,taub::A,къора,חרש
570,kräftig::A,нуьцкъала,חסן
571,stark::A,зоьртала,חזק
572,stark::A,нуьцкъала,חזק
573,schwach::A,гӏорасиза,חלש
574,fett::A,дерстана,שמן
575,schlank::A,куц долу,רזה
576,hübsch::A,хаза,יפה תאר
577,böse::A,вон,רשע
578,dumm::A,сонта,טפש
579,faul::A,мало ен,עצלן
580,fleißig::A,тӏера,חרוץ
581,geizig::A,пис,קמצן
582,geizig::A,сутара,קמצן
583,klug::A,хьекъале,נבון
584,klug::A,хьекъале,פקח
585,geschickt::A,тӏахъаьлла,מימן
586,lieb::A,хьоме,יקר
587,lieb::A,хьоме,אהוב
588,lustig::A,самукъане,עליז
589,sanft::A,кlеда,עדין
590,hungrig::A,меца,רעב
591,krank::A,цомгуш долу,חולה
592,nackt::A,дерзана,ערום
593,traurig::A,самукъане воцу,עצוב
594,lebendig::A,дийна,חי
595,gut::A,дика,טוב
596,schlecht::A,вон,גרוע
597,richtig::A,нийса,נכון
598,schlimm::A,вон,רע
599,wahr::A,бакъдолу,אמתי
600,alt::A,къена,ישן
601,neu::A,керла,חדש
602,ehemalig::A,хилла,לשעבר
603,alt[Lebewesen]::A,къена,זקן
604,jung::A,къона,צעיר
605,arm::A,къен,עני
606,reich::A,хьоле,עשיר
607,bekannt::A,девзаш долу,ידוע
608,berühmt::A,цӏеяхана,מפרסם
609,fremd::A,нехан,זר
610,verschieden::A,тайп-тайпанара,שונה
611,nah::A,гергара,קרוב
612,fern::A,гена,רחוק
613,fern::A,генара,רחוק
614,linker::A,аьрру,שמאלי
615,rechter::A,аьтту,ימין
616,anderer::A,кхин,אחר
617,erster::A,хьалхара,ראשון
618,zweiter::A,шолгIа,שני
619,dritter::A,кхоалгӏа,שלישי
620,letzter::A,тӏаьххьара,אחרון
621,allein::ADV,цхьаъ,לבד
622,auf einmal::ADV,цу сохьтта,בו-זמנית
623,zusammen::ADV,цхьана,ביחד
624,lange::ADV,дукха,הרבה זמן
625,plötzlich::ADV,цIеххьана,לפתע
626,plötzlich::ADV,цIеххьана,פתאום
627,sofort::ADV,цу сохьтта,מיד
628,später::ADV,тӏаьхьо,לאחר זמן
629,später::ADV,тӏаьхьо,יותר מאחר
630,jetzt::ADV,хӏинца,עכשיו
631,heute::ADV,тахана,היום
632,morgen::ADV,кхана,מחר
633,bald::ADV,кеста,בקרוב
634,dann::ADV,тӏаккха,אחר-כך
635,gestern::ADV,селхана,אתמול
636,einst::ADV,цкъа,לפנים
637,damals::ADV,хӏетахьь,אז
638,danach::ADV,тӏаккха,אחר-כך
639,vorher::ADV,хьалхa,לפני זה
640,zuerst::ADV,хьалха,קדם
641,einmal::ADV,цкъа,פעם
642,manchmal::ADV,цкъаццкъа,לפעמים
643,oft::ADV,кест-кеста,לעתים קרובות
644,immer::ADV,даим,תמיד
645,niemals::ADV,цкъа а,אף פעם
646,hier::ADV,кхузахь,כאן
647,hierhin::ADV,кхуза,פה
648,von hier::ADV,кхузара,מפה
649,dort::ADV,цигахь,שם
650,dorthin::ADV,цига,שם
651,geradeaus::ADV,нийса дӏа,ישר
652,vorwärts::ADV,хьалха,קדימה
653,rückwärts::ADV,юха,לאחור
654,zurück::ADV,юха,בחזרה
655,zurück::ADV,юха,אחורנית
656,unten::ADV,лахахь,למטה
657,hinab::ADV,охьа,למטה
658,oben::ADV,лакхахь,מעל
659,oben::ADV,лакхахь,למעלה
660,hinauf::ADV,хьала,למעלה
661,überall::ADV,массанхьа,בכל מקום
662,nicht::ADV,ца,לא
663,ein wenig::ADV,кӏеззиг,קצת
664,kaum::ADV,халла,בקשי
665,sehr::ADV,вуно,מאוד
666,noch::ADV,кхин,עוד
667,noch::ADV,кхин,עדין
668,nur::ADV,бен ...ца,רק
669,schon::ADV,хӏинцале,כבר
670,wieder::ADV,юха а,שוב
671,vergebens::ADV,эрна,לריק
672,vergebens::ADV,эрна,לשוא
673,vor::PRP,хьалха,מול
674,hinter::PRP,тӏехьа,מאחורי
675,unter::PRP,кIелахь,מתחת
676,durch::PRP,чекх,דרך
677,neben::PRP,юххе,ליד
678,neben::PRP,юххе,על-יד
679,zwischen::PRP,юккъехь,בין
680,wegen::PRP,дуьхьа,בשל
681,wegen::PRP,дуьхьа,בגלל
682,dies::PRN,и,זה
683,dies::PRN,иза,זה
684,das::PRN,и,זה
685,das::PRN,иза,זה
686,alles::PRN,дерриг,הכל
687,ich::PRN,cо,אני
688,du::PRN,хьо,את
689,du::PRN,хьо,אתה
690,er::PRN,и,הוא
691,er::PRN,иза,הוא
692,wir::PRN,тхо,אנחנו
693,wir::PRN,вай,אנחנו
694,ihr::PRN,шу,לה
695,sie::PRN,уьш,הם
696,was::FPRN,хӏун,מה
697,wer::FPRN,мила,מי
698,wo::FADV,мичaхь,איפה
699,wohin::FADV,мича,לאן
700,wie::FADV,муха,איך
701,warum::FADV,хӏунда,למה
702,wieviel::FNUM,мел,כמה
703,wieviel::FNUM,маса,כמה
704,eins::NUM,цхьаъ,אחד
705,zwei::NUM,шиъ,שתים
706,drei::NUM,кхоъ,שלושה
707,vier::NUM,диъ,ארבעה
708,fünf::NUM,пхиъ,חמשה
709,sechs::NUM,ялх,ששה
710,sieben::NUM,ворхӏ,שבעה
711,acht::NUM,бархӏ,שמונה
712,neun::NUM,исс,תשעה
713,zehn::NUM,итт,עשרה
714,elf::NUM,цхьайтта,אחת עשרה
715,zwölf::NUM,шийтта,שתים עשרה
716,zwanzig::NUM,ткъа,עשרים
717,dreißig::NUM,ткъе итт,שלושים
718,vierzig::NUM,шовзткъа,ארבעים
719,fünfzig::NUM,шовзткъе итт,חמשים
720,sechzig::NUM,кхузткъа,ששים
721,siebzig::NUM,кхузткъе итт,שבעים
722,achtzig::NUM,дезткъа,שמונים
723,neunzig::NUM,дезткъе итт,תשעים
724,hundert::NUM,бӏе,מאה
725,tausend::NUM,эзар,אלף
726,und::CNJ,a,ו
727,oder::CNJ,я,או
728,stehen::V,латта,עמד
729,sitzen::V,хиъна ӏан,ישב
730,liegen::V,ӏилла,שכב
731,hängen::V,кхаза,היה תלוי
732,werden::V,хила,הפך ל
733,passieren::V,хила,קרה
734,beginnen::V,доло,התחיל
735,enden::V,дӏадерза,הסתים
736,wechseln::V,хийца,השתנה
737,aufgehen[Sonne]::V,кхета,זרח
738,untergehen[Sonne]::V,чубуза,שקע
739,scheinen[Sonne]::V,серло яла,בהק
740,donnern::V,къекъа,רעם
741,wehen::V,хьекха,נשב
742,strömen::V,эха,זרם
743,fließen::V,охьаэха,זרם
744,sich drehen::V,хьийза,הסתובב
745,schwanken::V,леста,התנודד
746,schwingen::V,лесто,התנענע
747,fallen::V,охьакхета,נפל
748,brennen::V,дага,בער
749,rauchen::V,оза,עשן
750,regnen::V,догlа догlу,ירד גשם
751,gefrieren::V,гӏоро,קפא
752,tauen::V,даша,נמס
753,schmelzen::V,лала,התיך
754,trocknen::V,дакъо,התיבש
755,sieden::V,кхехка,רתח
756,faulen::V,дахкадала,רקב
757,verfaulen::V,дахкадала,רקב
758,reißen::V,хеда,נקרע
759,versinken::V,хичудаха,טבע
760,vergehen::V,дlаэха,עבר
761,erscheinen::V,схьадала,נגלה
762,erscheinen::V,схьадала,הופיע
763,erscheinen::V,ӏоттадала,נגלה
764,erscheinen::V,ӏоттадала,הופיע
765,verschwinden::V,къайладала,נעלם
766,sinken::V,лахдала,ירד
767,zunehmen::V,лакхадала,רבה
768,steigen::V,хьаладала,עלה
769,wachsen::V,кхиа,גדל
770,glänzen::V,лепа,נצץ
771,glänzen::V,лепа,בהק
772,funkeln::V,къега,נצנץ
773,lärmen::V,гӏовгӏаян,רעש
774,läuten::V,детта,צלצל
775,klingeln::V,дека,צלצל
776,klirren::V,дека,קרקש
777,brausen::V,хьаьдда даха,געש
778,rauschen::V,леста,רשרש
779,klingen::V,дека,נשמע
