,Concept_ID,la,lbe
79,Feuer::N,ignis,цӏу
80,Licht::N,lux,чани
81,Licht::N,lumen,чани
82,Schatten::N,umbra,ххют
83,Wetter::N,caelum,гьава
84,Wetter::N,tempestas,гьава
85,Nebel::N,nebula,шархь ттурлу
86,Wolke::N,nubes,ттурлу
87,Regen::N,imber,гъарал
88,Regen::N,pluvia,гъарал
89,Schnee::N,nix,марххала
90,Eis::N,glacies,микӏ
91,Frost::N,gelu,дяркъу
92,Frost::N,gelu,замгьар
93,Kälte::N,frigus,дяркъу
94,Hitze::N,calor,кӏиришиву
95,Hitze::N,aestus,кӏиришиву
96,Raureif::N,pruina,сил
97,Raureif::N,pruina,бурса
98,Regenbogen::N,arcus,ссурул ккуртта
99,Donner::N,tonitrus,къув
100,Strömung::N,fluctus,экьинанаву
101,Tropfen::N,gutta,кӏунтӏ
102,Schaum::N,spuma,хьама
103,Schmutz::N,sordes,кьяркьи
104,Schmutz::N,squalor,кьяркьи
105,See::N,lacus,бяр
106,Sumpf::N,palus,кунцӏа
107,Moor::N,palus,
108,Wiese::N,pratum,кьан
109,Wald::N,silva,вацӏа
110,Hügel::N,collis,бакӏу
111,Anhöhe::N,specula,
112,Berg::N,mons,зунтту
113,Gipfel::N,vertex,мицӏ
114,Höhle::N,caverna,нух
115,Höhle::N,spelunca,нух
116,Abhang::N,declivum,сун
117,Quelle::N,fons,дайдихьу
118,Quelle::N,fons,бакӏ
119,Bach::N,rivus,чӏрир нех
120,Fluss::N,flumen,нех
121,Ufer::N,ripa,зума
122,Küste::N,litus,зумаинхалу
123,Küste::N,litus,зуманицӏалу
124,Festland::N,continens,кьири
125,Meer::N,mare,хьхьири
126,Bucht::N,sinus,
127,Insel::N,insula,жазира
128,Blume::N,flos,тӏутӏи
129,Gras::N,herba,уртту
130,Gras::N,gramen,уртту
131,Wurzel::N,radix,мархха
132,Baum::N,arbor,мурхь
133,Stamm::N,truncus,ттарцӏ
134,Rinde::N,cortex,ккамара
135,Ast::N,ramus,матӏи
136,Zweig::N,ramus,къяртта
137,Blatt::N,folium,чӏапӏи
138,Birke::N,betulla,кӏялахӏи
139,Birke::N,betulla,кӏялахӏилул мурхь
140,Kiefer[Baum]::N,pinus,ттар
141,Kiefer[Baum]::N,pinus,ттарлил мурхь
142,Weide[Baum]::N,salix,щавщи
143,Tanne::N,abies,ттарлил мурхь
144,Horn::N,cornu,хъи
145,Feder::N,penna,лелуххул тӏиму
146,Fell::N,pellis,бурчу
147,Flügel::N,ala,хъа
148,Flügel::N,ala,ххурупӏайрал тӏиму
149,Klaue::N,unguis,михь
150,Kralle::N,unguis,ххяппа
151,Schwanz::N,cauda,магъ
152,Ei::N,ovum,ккунук
153,Nest::N,nidus,кюру
154,Bau::N,cavum,цукъуккутӏ
155,Bau::N,latibulum,цукъуккутӏ
156,Tier::N,bestia,хӏайван
157,Herde::N,grex,газу
158,Kuh::N,vacca,оьл
159,Bulle::N,taurus,ниц
160,Pferd::N,equus,чу
161,Schaf::N,ovis,тта
162,Schwein::N,sus,дунгъуз
163,Schwein::N,porcus,дунгъуз
164,Hund::N,canis,ккаччи
165,Katze::N,felis,ччиту
166,Bär::N,ursus,цуша
167,Eichhörnchen::N,sciurus,бюрхттукку
168,Elch::N,alces,ниц-бюрин
169,Fuchs::N,vulpes,цулчӏа
170,Fuchs::N,vulpes,куча цулчӏа
171,Hase::N,lepus,бюрх
172,Maus::N,mus,кӏулу
173,Wolf::N,lupus,барцӏ
174,Vogel::N,avis,лелуххи
175,Schwarm::N,examen,гьухъала
176,Huhn::N,gallina,аьнакӏи
177,Hahn::N,gallus,ажари
178,Gans::N,anser,къаз
179,Adler::N,aquila,барзу
180,Ente::N,anas,урдак
181,Eule::N,ulula,ису
182,Eule::N,ulula,ччиккумяв
183,Eule::N,noctua,ису
184,Eule::N,noctua,ччиккумяв
185,Kranich::N,grus,кьурукь
186,Krähe::N,cornix,хъатӏу
187,Kuckuck::N,cuculus,ччикку
188,Schwan::N,olor,урттил къаз
189,Schwan::N,cycnus,урттил къаз
190,Fisch::N,piscis,чавахъ
191,Barsch::N,perca,
192,Hecht::N,esox,
193,Schlange[Tier]::N,serpens,шатта
194,Wurm::N,vermis,кьюнукьай шатта
195,Spinne::N,aranea,ххялцу
196,Ameise::N,formica,митӏикьукьу
197,Laus::N,pediculus,
198,Mücke::N,culex,мичӏак
199,Fliege::N,musca,зимиз
200,Schmetterling::N,papilio,чӏимучӏали
201,Beere::N,baca,хӏаллил ахъулсса
202,Apfel::N,malum,гьивч
203,Pilz::N,fungus,ттуккул иис
204,Zwiebel::N,cepa,лаччул чсмусул бакӏ
205,Saat::N,seges,гьанна
206,Korn::N,granum,къама
207,Heu::N,faenum,ххулув
208,Schale::N,putamen,ккиртту
209,Grube::N,fovea,кӏаланг
210,Falle::N,pedica,къатӏа
211,Schlinge::N,laqueus,хӏатӏ
212,Spur::N,vestigium,ша
213,Asche::N,cinis,лах
214,Dreck::N,lutum,кьяркьи
215,Dreck::N,lutum,венп
216,Eisen::N,ferrum,мах
217,Gold::N,aurum,муси
218,Silber::N,argentum,арцу
219,Kohle::N,carbo,кӏалаш
220,Kohle::N,carbo,хъуручӏ
221,Glas::N,vitrum,пюрун
222,Lehm::N,lutum,сина аьрщи
223,Sand::N,arena,къун
224,Mensch::N,homo,инсан
225,Mann::N,vir,чув
226,Mann::N,vir,адимина
227,Frau::N,mulier,щарсса
228,Frau::N,mulier,хъамитайпа
229,Kind::N,puer,чӏиви оьрчӏ
230,Kind::N,infans,чӏиви оьрчӏ
231,Junge::N,puer,оьрчӏ
232,Junge::N,puer,бурхьин оьрчӏ
233,Mädchen::N,puella,душ
234,Familie::N,familia,кулпат
235,Großvater::N,avus,ттатта
236,Großvater::N,avus,ниттил ппу
237,Großmutter::N,avia,буттал нину
238,Eltern::N,parentes,нину-ппу
239,Vater::N,pater,ппу
240,Mutter::N,mater,нину
241,Sohn::N,filius,арс
242,Tochter::N,filia,душ
243,Bruder::N,frater,уссу
244,Schwester::N,soror,ссу
245,Onkel::N,patruus,буттауссу
246,Onkel::N,avunculus,буттауссу
247,Tante::N,amita,буттал ссу
248,Ehemann::N,maritus,лас
249,Ehefrau::N,uxor,щар
250,Ehefrau::N,uxor,щарсса
251,Freude::N,gaudium,шадшиву
252,Freude::N,gaudium,ххаришиву
253,Freude::N,laetitia,шадшиву
254,Freude::N,laetitia,ххаришиву
255,Gelächter::N,risus,хъяхъаву
256,Glück::N,felicitas,талихӏ
257,Kummer::N,aegritudo,дард
258,Wunsch::N,voluntas,мурад
259,Wunsch::N,desiderium,мурад
260,Lust::N,libido,гьавас
261,Lust::N,libido,ччаву
262,Lust::N,voluptas,гьавас
263,Lust::N,voluptas,ччаву
264,Geist::N,mens,рухӏ
265,Geist::N,animus,рухӏ
266,Gedanke::N,sententia,пикри
267,Gedächtnis::N,memoria,дакӏний личӏаву
268,Verstand::N,ratio,аькьлу
269,Verstand::N,ingenium,аькьлу
270,Sinn::N,sensus,мяъна
271,Grund::N,causa,багьана
272,Wahrheit::N,veritas,тӏайламур
273,Wahrheit::N,veritas,хӏакьмур
274,Gespräch::N,sermo,ихтилат
275,Märchen::N,fabula,магьа
276,Erzählung::N,fabula,хавар
277,Erzählung::N,narratio,хавар
278,Nachricht::N,nuntius,хавар
279,Neuigkeit::N,novitas,хавар
280,Name::N,nomen,цӏа
281,Rätsel::N,aenigma,ссигьа
282,Rede::N,oratio,гъалгъа
283,Sprache::N,lingua,маз
284,Stimme::N,vox,чӏу
285,Stimme::N,vox,чӏукӏа
286,Wort::N,verbum,махъ
287,Wort::N,vocabulum,махъ
288,Zeichen::N,signum,лишан
289,Ruf::N,clamor,
290,Lärm::N,strepitus,чӏу
291,Laut::N,sonus,чӏу
292,Ton::N,sonus,чӏу
293,Lied::N,carmen,балай
294,Ruhe::N,quies,дигьалагру
295,Leute::N,homines,инсантал
296,Volk::N,populus,ил
297,Volk::N,populus,халкь
298,Arbeit::N,labor,заву
299,Gast::N,hospes,хъамаличу
300,Gast::N,conviva,хъамаличу
301,Geschenk::N,munus,бухчакарши
302,Geschenk::N,munus,лажинккакку
303,Spiel::N,ludus,тӏуркӏу
304,Gesellschaft::N,societas,жямат
305,Gesellschaft::N,societas,ккуран
306,Hilfe::N,auxilium,кумаг
307,Hilfe::N,subsidium,кумаг
308,Freund::N,amicus,дус
309,Kamerad::N,socius,хӏаласу
310,Angelegenheit::N,res,иш
311,Anzahl::N,numerus,аьдад
312,Art::N,genus,жинс
313,Stück::N,frustum,касак
314,Stück::N,fragmentum,касак
315,Teil::N,pars,бутӏа
316,Hälfte::N,dimidium,дачӏи
317,Kreis::N,orbis,кюрщан
318,Kreis::N,circus,кюрщан
319,Kreuz::N,crux,ххач
320,Linie::N,linea,щва
321,Strich::N,lineamentum,щва
322,Abstand::N,intervallum,манзил
323,Entfernung::N,spatium,манзил
324,Gegend::N,loca,кӏану
325,Gegend::N,regio,кӏану
326,Platz::N,locus,
327,Ort::N,locus,кӏану
328,Seite::N,latus,чул
329,Seite::N,latus,чулухалу
330,Mitte::N,medium,дя
331,Gegenstand::N,res,зат
332,Sache::N,res,зат
333,Rand::N,margo,зума
334,Kante::N,angulus,
335,Ecke::N,angulus,мурцӏу
336,Spitze::N,cacumen,мицӏ
337,Ende::N,caput,зума
338,Loch::N,foramen,ккутӏ
339,Winkel::N,angulus,мурцӏу
340,Muster::N,exemplum,накьич
341,Größe::N,magnitudo,
342,Länge::N,longitudo,лахъишиву
343,Höhe::N,altitudo,лахъшиву
344,Gewicht::N,pondus,дуццин
345,Gewicht::N,pondus,кӏушиву
346,Menge::N,copia,
347,Haufen::N,acervus,бакӏу
348,Reihe::N,ordo,кьюкьа
349,Boot::N,navicula,луткка
350,Ruder::N,remus,весло
351,Ruder::N,remus,чӏатӏа
352,Schlitten::N,sclodia,чана
353,Schlitten::N,sclodia,санкка
354,Ski::N,narta,лижарду
355,Lagerfeuer::N,ignis,къавтӏн
356,Last::N,onus,гьиву
357,Gang::N,cursus,нанаву
358,Schritt::N,gradus,ша
359,Norden::N,septentriones,ухссав
360,Norden::N,septentriones,ухссавнил чулухалу
361,Süden::N,meridies,кьилва
362,Westen::N,occidens,баргълагавал
363,Westen::N,occidens,баргълагавал чул
364,Osten::N,oriens,баргъбуккай чулухалу
365,Holz::N,lignum,тӏама
366,Brett::N,tabula,тахта
367,Platte::N,lamina,гъуни
368,Stütze::N,adminiculum,гьалакӏу
369,Stange::N,pertica,къазихъ
370,Stock::N,baculum,ттархь
371,Stab::N,scipio,ччантӏакъу
372,Rohr::N,tubus,бургъу
373,Haus::N,aedes,къатта
374,Heim::N,domicilium,къатта
375,Ofen::N,fornax,пач
376,Fußboden::N,solum,чӏанкъатта
377,Tisch::N,mensa,усттул
378,Stuhl::N,sella,кӏану
379,Wiege::N,cunae,оьрчӏал кӏану
380,Bett::N,lectus,тах
381,Regal::N,foruli,чӏаму
382,Kiste::N,cista,яшикӏ
383,Kiste::N,cista,къурши
384,Fenster::N,fenestra,чӏавахьулу
385,Tür::N,ianua,нуз
386,Tür::N,ianua,нузкьун
387,Tor::N,porta,къапу
388,Tor::N,porta,дарваза
389,Zaun::N,saepes,дайгьузанну
390,Dach::N,tectum,магъи
391,Dach::N,tectum,цӏиялу
392,Leiter::N,scalae,чуртту
393,Besen::N,scopae,чӏатлу
394,Spaten::N,pala,бил
395,Schaufel::N,pala,чӏатӏа
396,Gabel::N,fuscinula,гьиссилу
397,Löffel::N,coclear,къуса
398,Messer::N,culter,чӏила
399,Nagel::N,clavus,мяр
400,Netz::N,rete,къери
401,Haken::N,hamus,къича
402,Griff::N,manubrium,куяму
403,Schloss::N,claustra,кьункьула
404,Bild::N,tabula,сурат
405,Bild::N,pictura,сурат
406,Figur::N,statunculum,
407,Puppe::N,pupa,ссихьу
408,Beutel::N,sacculus,чантай
409,Bündel::N,fascis,гьи
410,Bündel::N,fascis,къар
411,Tasche::N,sacculus,
412,Eimer::N,situla,бадра
413,Deckel::N,operculum,къапаза
414,Geschirr::N,vasa,пюрунчӏул
415,Geschirr::N,vasa,тӏахӏникӏичӏу
416,Sack::N,saccus,къап
417,Sack::N,saccus,дарваг
418,Tasse::N,pocillum,пижан
419,Tasse::N,pocillum,пинжан
420,Tasse::N,pocillum,инкираччатӏи
421,Tasse::N,pocillum,цинцилттал бушкъап
422,Topf::N,olla,кӏункӏур
423,Kessel::N,aenum,чаг
424,Kessel::N,aenum,кӏункӏур
425,Essen::N,cena,дукия
426,Essen::N,cena,дукин
427,Nahrung::N,cibus,дукра
428,Nahrung::N,alimenta,дукра
429,Speise::N,cibus,дукра
430,Fleisch::N,caro,дикӏ
431,Getreide::N,frumentum,къама
432,Brei::N,puls,ккурч
433,Brot::N,panis,ччатӏ
434,Scheibe::N,frustum,парча
435,Fett::N,pingue,аьгъушиву
436,Butter::N,butȳrum,нагь
437,Butter::N,butȳrum,лагаву
438,Öl::N,oleum,
439,Salz::N,sal,цӏву
440,Suppe::N,ius,накь
441,Honig::N,mel,ницӏ
442,Milch::N,lac,накӏ
443,Tee::N,thea,чяй
444,Leder::N,corium,бурчу
445,Wolle::N,lana,ппал
446,Stoff::N,textum,янна
447,Nadel::N,acus,ххалаххи
448,Faden::N,filum,ххал
449,Knopf::N,bulla,банд
450,Knoten::N,nodus,къурхъ
451,Farbe::N,pigmentum,сир
452,Kleidung::N,vestimenta,янна
453,Kleidung::N,vestimenta,лаххия
454,Hemd::N,tunica,гьухъа
455,Kragen::N,collare,дарвач
456,Ärmel::N,manica,кахха
457,Hose::N,bracae,хӏажак
458,Gürtel::N,cingulum,мухӏлу
459,Mütze::N,pilleus,кьяпа
460,Schuh::N,calceus,
461,Stiefel::N,pero,чакма
462,Stiefel::N,caliga,чакма
463,Ring::N,anulus,кӏисса
464,Band::N,redimiculum,линт
465,Kamm::N,pecten,ттарал
466,Spiegel::N,speculum,дагьани
467,Riemen::N,lorum,эн
468,Schnur::N,linum,хьхьа
469,Leine::N,retinaculum,
470,Decke::N,lodix,виргъан
471,Kissen::N,pulvinus,кӏаралу
472,Tuch::N,velum,карщи
473,Handtuch::N,mantele,калихьу
474,Handtuch::N,mantele,лажинлихьу
475,Kraft::N,vis,эллаж
476,Stärke::N,robur,гуж
477,Gesundheit::N,valetudo,цӏуллу-сагъшиву
478,Krankheit::N,morbus,къашайшиву
479,Schmerz::N,dolor,къюву
480,Wunde::N,vulnus,щаву
481,Fieber::N,febris,кӏиришиву
482,Arznei::N,remedium,дару
483,Brücke::N,pons,ламу
484,Brunnen::N,puteus,къуй
485,Weide::N,pascua,бизантту
486,Pfad::N,semita,жегъир ххуллу
487,Weg::N,iter,ххуллу
488,Straße::N,via,ххуллу
489,Dorf::N,vicus,щар
490,Dorf::N,vicus,шяравалу
491,Stadt::N,urbs,шагьру
492,Stadt::N,oppidum,шагьру
493,Brief::N,epistula,чагъар
494,Buch::N,liber,лу
495,Buchstabe::N,littera,хӏарп
496,Zeitung::N,diurnum,кказит
497,Leben::N,vita,оьрму
498,Tod::N,mors,ажал
499,Tod::N,mors,бивкӏу
500,Tod::N,mors,ивчӏаву
501,Grab::N,sepulcrum,гьав
502,Kirche::N,ecclesia,килиса
503,Sünde::N,peccatum,бунагъ
504,Gott::N,deus,зал
505,Arbeiter::N,operarius,зузала
506,Chef::N,praefectus,ялувма
507,Meister::N,magister,усттар
508,Arzt::N,medicus,хӏакин
509,Lehrer::N,magister,учитель
510,Geld::N,aes,арцу
511,Geld::N,pecunia,арцу
512,Geschäft::N,negotium,даву
513,Laden::N,taberna,ттучан
514,Preis::N,pretium,багъа
515,Ware::N,merx,хъус
516,Nutzen::N,utilitas,хайр
517,Nutzen::N,utilitas,мюнпат
518,Reichtum::N,opes,давлат
519,Reichtum::N,opes,аваданшиву
520,Reichtum::N,divitiae,давлат
521,Reichtum::N,divitiae,аваданшиву
522,Welt::N,mundus,дуниял
523,Land::N,terra,билаят
524,Staat::N,res publica,паччахӏлугъ
525,König::N,rex,
526,Macht::N,potestas,власть
527,Grenze::N,limes,дазу
528,Krieg::N,bellum,дяъви
529,Feind::N,inimicus,душман
530,Gewalt::N,vis,къия
531,Kampf::N,pugna,лачӏуи уккаву
532,Bogen[Waffe]::N,arcus,ккуртта
533,Pfeil::N,sagitta,чӏатӏаракӏ
534,Gewehr::N,sclopetum,ттупанг
535,Fehler::N,error,гъалатӏ
536,Lüge::N,mendacium,щялмахъ
537,Schaden::N,damnum,зарал
538,Schaden::N,detrimentum,зарал
539,Unglück::N,miseria,бала
540,Unglück::N,calamitas,бала
541,Schuld::N,culpa,тахсир
542,Alter::N,aetas,оьрму
543,Schluss::N,finis,ахир
544,Zeit::N,tempus,чӏун
545,Tag::N,dies,кьини
546,Morgen::N,mane,кӏюрх
547,Mittag::N,meridies,ахттайн
548,Mittag::N,meridies,дяахттайн
549,Mittag::N,meridies,ахттайн чӏун
550,Abend::N,vesper,маркӏачӏан
551,Nacht::N,nox,хьхьу
552,Woche::N,septimana,нюжмар
553,Monat::N,mensis,барз
554,Jahr::N,annus,шин
555,Frühling::N,ver,инт
556,Sommer::N,aestas,гъи
557,Herbst::N,autumnus,ссут
558,Winter::N,hiems,кӏи
559,Januar::N,Ianuarius,цалчинмур барз
560,Februar::N,Februarius,кӏилчинмур барз
561,März::N,Martius,шамилчинмур барз
562,April::N,Aprilis,апрель
563,April::N,Aprilis,мукьилчинмур барз
564,Mai::N,Maius,май
565,Mai::N,Maius,ххюлчинмур барз
566,Juni::N,Iunius,июнь
567,Juni::N,Iunius,ряххилчинмур барз
568,Juli::N,Iulius,июль
569,Juli::N,Iulius,Арулчинмур барз
570,August::N,Augustus,мяйлчинмур барз
571,September::N,September,урчӏилчинмур барз
572,Oktober::N,Octobris,ацӏилчинмур барз
573,November::N,Novembris,ацӏния цалчинмур барз
574,Dezember::N,December,ацӏния кӏилчинмур барз
575,Montag::N,dies lunae,итин
576,Montag::N,dies lunae,итин кьини
577,Dienstag::N,dies Martis ,тталат
578,Dienstag::N,dies Martis ,тталат кьини
579,Mittwoch::N,dies Mercurii,арвахӏ
580,Donnerstag::N,dies Iovis,хамис
581,Freitag::N,dies Veneris,нюжмар
582,Freitag::N,dies Veneris,нюжмар кьини
583,Samstag::N,dies Saturni,ххуллун
584,Samstag::N,dies Saturni,ххуллун кьини
585,Sonntag::N,dominicus,алхӏат
586,Sonntag::N,dominicus,алхӏат кьини
587,Sonntag::N,dies solis,алхӏат
588,Sonntag::N,dies solis,алхӏат кьини
589,groß::A,magnus,бугъарасса
590,klein::A,parvus,чӏивисса
591,lang::A,longus,лахъисса
592,kurz::A,brevis,кутӏасса
593,breit::A,latus,уттасса
594,schmal::A,angustus,уттакӏюласса
595,dicht::A,densus,ццунсса
596,dick[Gegenstand]::A,crassus,ганзсса
597,dünn::A,tenuis,кӏюласса
598,fein::A,subtilis,
599,fest::A,solidus,цӏакьсса
600,fest::A,solidus,кьянкьасса
601,fest::A,stabilis,цӏакьсса
602,fest::A,stabilis,кьянкьасса
603,flach::A,planus,баягъисса
604,flach::A,planus,цӏубакъасса
605,flach::A,planus,куртӏ дакъасса
606,glatt::A,levis,дюрчӏусса
607,hart::A,durus,кьянкьасса
608,weich::A,mollis,кӏукӏлусса
609,rund::A,rotundus,ккурккисса
610,spitz::A,acutus,ярксса
611,spitz::A,acutus,дайлсса
612,spitz::A,acutus,мицӏ бусса
613,scharf::A,acer,ярксса
614,scharf::A,acer,дайлсса
615,scharf::A,acer,мицӏ бусса
616,stumpf::A,hebes,къуркъасса
617,schwer::A,gravis,кӏусса
618,schön::A,pulcher,аьнтӏикӏасса
619,schön::A,formosus,аьнтӏикӏасса
620,heiß::A,fervidus,кӏирисса
621,warm::A,calidus,гъелисса
622,kalt::A,frigidus,дяркъусса
623,kühl::A,frigidus,дюхлулсса
624,frisch::A,recens,цӏусса
625,feucht::A,umidus,атилсса
626,feucht::A,umidus,хъавтусса
627,nass::A,madidus,атилсса
628,nass::A,madidus,хъавтусса
629,trocken::A,aridus,кьавкьсса
630,trocken::A,aridus,кьакьан бувсса
631,voll::A,plenus,бувцӏусса
632,leer::A,vacuus,бачӏвасса
633,offen::A,apertus,тӏивтӏусса
634,geschlossen::A,clausus,лавкьусса
635,sauber::A,lautus,марцӏсса
636,schmutzig::A,sordidus,чапалсса
637,roh::A,crudus,шакъавхьсса
638,reif::A,maturus,дирсса
639,lecker::A,delicatus,нахӏусса
640,lecker::A,delicatus,тӏааьнсса
641,süß::A,dulcis,нацӏусса
642,bitter::A,amarus,кьурчӏисса
643,bitter::A,acerbus,кьурчӏисса
644,sauer::A,acidus,туршсса
645,hell::A,clarus,чаннасса
646,dunkel::A,obscurus,цӏансса
647,schwarz::A,niger,лухӏисса
648,weiß::A,albus,кӏяласса
649,rot::A,ruber,ятӏулсса
650,gelb::A,flavus,хъахъисса
651,blau::A,caeruleus,някӏсса
652,grün::A,viridis,щюлисса
653,grau::A,canus,оьрусса
654,bunt::A,varius,оьрчӏикӏурисса
655,billig::A,vilis,кьювкьусса
656,teuer::A,carus,ххирасса
657,wertvoll::A,pretiosus,багьасса
658,blind::A,caecus,мурчӏисса
659,taub::A,surdus,къюкӏсса
660,kräftig::A,robustus,гужсса
661,stark::A,firmus,кьянкьасса
662,stark::A,validus,кьянкьасса
663,schwach::A,debilis,заэвсса
664,schwach::A,infirmus,заэвсса
665,fett::A,crassus,бучсса
666,schlank::A,procerus,бювхъусса
667,hübsch::A,pulcher,янусса
668,böse::A,improbus,оьсса
669,dumm::A,stultus,ахӏмакьсса
670,dumm::A,stupidus,ахӏмакьсса
671,faul::A,piger,танмалсса
672,faul::A,piger,курчӏилсса
673,fleißig::A,sedulus,хӏарачат бусса
674,geizig::A,avarus,янттарцӏансса
675,klug::A,prudens,аькьлу бусса
676,geschickt::A,sollers,паргалсса
677,lieb::A,carus,аьзизсса
678,lustig::A,iocosus,тяхъасса
679,sanft::A,clemens,иминсса
680,hungrig::A,impastus,ккашилсса
681,krank::A,aeger,къашавайсса
682,nackt::A,nudus,кӏачӏасса
683,traurig::A,maestus,пашмансса
684,lebendig::A,vivus,уттавасса
685,gut::A,bonus,ххуйсса
686,schlecht::A,malus,оьккисса
687,richtig::A,rectus,саргъунсса
688,schlimm::A,malus,оьккисса
689,wahr::A,verus,хӏакьсса
690,alt::A,antiquus,кугьнасса
691,neu::A,novus,цӏусса
692,ehemalig::A,pristinus,хъхъичӏвасса
693,alt[Lebewesen]::A,vetus,агьилсса
694,jung::A,iuvenis,чӏавасса
695,jung::A,iuvenis,жагьилсса
696,arm::A,pauper,мискинсса
697,reich::A,dives,авадансса
698,bekannt::A,notus,дусъсса
699,berühmt::A,celeber,машгьурсса
700,berühmt::A,illustris,машгьурсса
701,fremd::A,peregrinus,чил
702,verschieden::A,varius,личӏи-личӏисса
703,nah::A,propinquus,гъансса
704,fern::A,longinquus,архсса
705,linker::A,sinister,кияхсса
706,linker::A,sinister,кюччахсса
707,rechter::A,dexter,урчӏахсса
708,anderer::A,alius,цамур
709,erster::A,primus,цалчинмур
710,erster::A,primus,цалчиннсса
711,zweiter::A,secundus,кӏилчиимур
712,dritter::A,tertius,шамулчинмур
713,letzter::A,ultimus,махъва-махъмур
714,allein::ADV,solum,ялгъузну
715,auf einmal::ADV,simul,
716,zusammen::ADV,una,цачӏу
717,zusammen::ADV,una,архӏал
718,lange::ADV,diu,батӏи къабуклай
719,lange::ADV,diu,хъунмасса хӏаллай
720,plötzlich::ADV,subito,цакуну
721,plötzlich::ADV,repente,цакуну
722,sofort::ADV,statim,мугьлат бакъа
723,später::ADV,postea,махъ
724,jetzt::ADV,nunc,утти
725,jetzt::ADV,nunc,цӏана
726,heute::ADV,hodie,хӏакьину
727,morgen::ADV,cras,гьуит
728,morgen::ADV,cras,гьунттий
729,bald::ADV,mox,
730,dann::ADV,deinde,яла
731,gestern::ADV,heri,лахьхьу
732,einst::ADV,olim,
733,damals::ADV,tum,та чӏумал
734,danach::ADV,postea,яла
735,vorher::ADV,antea,хьхьнчӏ
736,vorher::ADV,antea,хьхьичӏва
737,zuerst::ADV,primo,бакӏрай
738,zuerst::ADV,primo,цӏу бутӏуй
739,einmal::ADV,semel,цал
740,manchmal::ADV,interdum,ваксса-таксса
741,oft::ADV,saepe,чӏявуну
742,immer::ADV,semper,мудан
743,immer::ADV,semper,даиман
744,niemals::ADV,numquam,тачӏав
745,hier::ADV,hic,шикку
746,hierhin::ADV,huc,шиккун
747,von hier::ADV,hinc,шичча
748,dort::ADV,ibi,гикку
749,dorthin::ADV,eo,тиккун
750,geradeaus::ADV,recte,тӏайланм
751,vorwärts::ADV,porro,хьхьичӏунмай
752,rückwärts::ADV,retro,махъа-хьхьичӏунмай
753,zurück::ADV,retro,махъунмай
754,unten::ADV,infra,лув
755,hinab::ADV,pessum,бакӏ-ялавай
