,Concept_ID,lt,pt
107,Schmutz::N,purvas,imundície
108,See::N,ežeras,lago
109,Sumpf::N,klampynė,charco
110,Sumpf::N,klampynė,pântano
111,Sumpf::N,liūnas,charco
112,Sumpf::N,liūnas,pântano
113,Moor::N,pelkė,pântano
114,Wiese::N,pieva,prado
115,Wald::N,miškas,bosque
116,Wald::N,miškas,floresta
117,Hügel::N,kalva,colina
118,Anhöhe::N,kauburys,alto
119,Anhöhe::N,kauburys,outeiro
120,Berg::N,kalnas,monte
121,Berg::N,kalnas,montanha
122,Gipfel::N,viršūnė,pico
123,Höhle::N,ola,caverna
124,Abhang::N,šlaitas,encosta
125,Abhang::N,nuokalnė,encosta
126,Quelle::N,versmė,fonte
127,Quelle::N,šaltinis,fonte
128,Bach::N,upelis,regato
129,Bach::N,upelis,ribeiro
130,Fluss::N,upė,rio
131,Ufer::N,krantas,beira
132,Küste::N,pajūris,costa
133,Festland::N,sausuma,terra firme
134,Meer::N,jūra,mar
135,Bucht::N,įlanka,baía
136,Bucht::N,užutekis,baía
137,Insel::N,sala,ilha
138,Blume::N,gėlė,flor
139,Gras::N,žolė,erva
140,Wurzel::N,šaknis,raiz
141,Baum::N,medis,árvore
142,Stamm::N,kamienas,tronco
143,Rinde::N,žievė,casca
144,Ast::N,šaka,ramo
145,Zweig::N,šakelė,galho
146,Blatt::N,lapas,folha
147,Birke::N,beržas,bétula
148,Kiefer[Baum]::N,pušis,pinheiro
149,Weide[Baum]::N,karklas,salgueiro
150,Tanne::N,eglė,abeto
151,Tanne::N,kėnis,abeto
152,Horn::N,ragas,corno
153,Horn::N,ragas,chifre
154,Feder::N,plunksna,pena
155,Fell::N,kailis,pele
156,Flügel::N,sparnas,asa
157,Klaue::N,kanopa,pata
158,Kralle::N,nagas,unha
159,Kralle::N,nagas,garra
160,Schwanz::N,uodega,rabo
161,Schwanz::N,uodega,cauda
162,Ei::N,kiaušinis,ovo
163,Nest::N,gūžta,ninho
164,Nest::N,lizdas,ninho
165,Bau::N,ola,toca
166,Bau::N,ola,covil
167,Tier::N,gyvūnas,animal
168,Herde::N,banda,rebanho
169,Herde::N,kaimenė,rebanho
170,Kuh::N,karvė,vaca
171,Bulle::N,bulius,touro
172,Pferd::N,arklys,cavalo
173,Schaf::N,avis,ovelha
174,Schwein::N,kiaulė,porco
175,Hund::N,šuo,cão
176,Katze::N,katė,gata
177,Bär::N,lokys,urso
178,Eichhörnchen::N,voveraitė,esquilo
179,Elch::N,briedis,alce
180,Fuchs::N,lapė,raposa
181,Hase::N,kiškas,lebre
182,Maus::N,pelė,rato
183,Wolf::N,vilkas,lobo
184,Vogel::N,paukštis,ave
185,Vogel::N,paukštis,pássaro
186,Schwarm::N,spiečius,bando
187,Schwarm::N,spiečius,enxame
188,Huhn::N,višta,galinha
189,Hahn::N,gaidys,galo
190,Gans::N,žąsis,ganso
191,Adler::N,erelis,águia
192,Ente::N,antis,pata
193,Eule::N,pelėda,mocho
194,Eule::N,pelėda,coruja
195,Kranich::N,gervė,grou
196,Krähe::N,varna,gralha
197,Kuckuck::N,gegužė,cuco
198,Schwan::N,gulbė,cisne
199,Fisch::N,žuvis,peixe
200,Barsch::N,ešerys,perca
201,Hecht::N,lydeka,lúcio
202,Schlange[Tier]::N,gyvatė,serpente
203,Wurm::N,kirmėlė,verme
204,Spinne::N,voras,aranha
205,Ameise::N,skruzdė,formiga
206,Laus::N,utėlė,piolho
207,Mücke::N,uodas,mosquito
208,Fliege::N,musė,mosca
209,Schmetterling::N,drugys,borboleta
210,Schmetterling::N,peteliškė,borboleta
211,Beere::N,uoga,bago
212,Apfel::N,obuolys,maçã
213,Pilz::N,grybas,fungo
214,Pilz::N,grybas,cogumelo
215,Zwiebel::N,svogūnas,cebola
216,Saat::N,sėkla,sementeira
217,Korn::N,grūdai,grão
218,Heu::N,šienas,feno
219,Schale::N,žievelė,casca
220,Grube::N,duobė,cova
221,Grube::N,duobė,fossa
222,Falle::N,pinklės,armadilha
223,Falle::N,žabangai,armadilha
224,Schlinge::N,kilpa,laço
225,Spur::N,vėžė,pista
226,Spur::N,vėžė,vestígio
227,Spur::N,pėdos,pista
228,Spur::N,pėdos,vestígio
229,Spur::N,pėdsakas,pista
230,Spur::N,pėdsakas,vestígio
231,Asche::N,pelenai,cinza
232,Dreck::N,purvas,sujidade
233,Eisen::N,geležis,ferro
234,Gold::N,auksas,ouro
235,Silber::N,sidabras,prata
236,Kohle::N,anglis,carvão
237,Glas::N,stiklas,vidro
238,Lehm::N,molis,barro
239,Lehm::N,molis,argila
240,Sand::N,smėlis,areia
241,Mensch::N,žmogus,homem
242,Mensch::N,žmogus,pessoa
243,Mann::N,vyras,homem
244,Mann::N,vyriškis,homem
245,Frau::N,moteris,mulher
246,Kind::N,vaikas,filho
247,Kind::N,vaikas,criança
248,Junge::N,vaikinas,rapaz
249,Junge::N,vaikinas,menino
250,Junge::N,berniukas,rapaz
251,Junge::N,berniukas,menino
252,Mädchen::N,mergytė,menina
253,Mädchen::N,mergytė,rapariga
254,Mädchen::N,mergaitė,menina
255,Mädchen::N,mergaitė,rapariga
256,Familie::N,šeima,família
257,Großvater::N,senelis,avô
258,Großmutter::N,senelė,avó
259,Eltern::N,tėvai,pais
260,Vater::N,tėvas,pai
261,Mutter::N,motina,mãe
262,Sohn::N,sūnus,filho
263,Tochter::N,duktė,filha
264,Bruder::N,brolis,irmão
265,Schwester::N,sesuo,irmã
266,Onkel::N,dėdė,tio
267,Tante::N,teta,tia
268,Ehemann::N,vyras,esposo
269,Ehefrau::N,žmona,esposa
270,Freude::N,džiaugsmas,prazer
271,Freude::N,džiaugsmas,alegria
272,Gelächter::N,juokas,risada
273,Gelächter::N,juokas,gargalhada
274,Glück::N,laimė,felicidade
275,Kummer::N,vargas,aflição
276,Kummer::N,vargas,desgosto
277,Kummer::N,rūpestis,aflição
278,Kummer::N,rūpestis,desgosto
279,Wunsch::N,troškimas,desejo
280,Wunsch::N,pageidavimas,desejo
281,Lust::N,noras,vontade
282,Lust::N,geidulys,vontade
283,Geist::N,dvasia,mente
284,Geist::N,dvasia,espírito
285,Gedanke::N,mintis,ideia
286,Gedanke::N,mintis,pensamento
287,Gedächtnis::N,atmintis,memória
288,Verstand::N,protas,razão
289,Verstand::N,protas,inteligência
290,Sinn::N,prasmė,sentido
291,Sinn::N,prasmė,significado
292,Grund::N,priežastis,causa
293,Grund::N,priežastis,motivo
294,Wahrheit::N,tiesa,verdade
295,Wahrheit::N,teisybė,verdade
296,Gespräch::N,pokalbis,conversa
297,Gespräch::N,pokalbis,conversação
298,Märchen::N,pasaka,conto
299,Erzählung::N,apsakymas,conto
300,Erzählung::N,apsakymas,narrativa
301,Erzählung::N,pasakojimas,conto
302,Erzählung::N,pasakojimas,narrativa
303,Nachricht::N,žinia,mensagem
304,Neuigkeit::N,naujiena,notícia
305,Neuigkeit::N,naujiena,novidade
306,Name::N,vardas,nome
307,Rätsel::N,mįslė,adivinha
308,Rede::N,kalba,oração
309,Rede::N,kalba,discurso
310,Sprache::N,kalba,língua
311,Stimme::N,balsas,voz
312,Wort::N,žodis,palavra
313,Zeichen::N,žymė,marca
314,Zeichen::N,ženklas,marca
315,Ruf::N,šauksmas,grito
316,Ruf::N,šauksmas,chamada
317,Lärm::N,triukšmas,ruído
318,Lärm::N,triukšmas,barulho
319,Laut::N,garsas,som
320,Ton::N,tonas,tom
321,Ton::N,garsas,tom
322,Lied::N,daina,canção
323,Lied::N,giesmė,canção
324,Ruhe::N,ramybė,calma
325,Ruhe::N,ramybė,silêncio
326,Ruhe::N,ramumas,calma
327,Ruhe::N,ramumas,silêncio
328,Leute::N,žmonės,gente
329,Leute::N,žmonės,pessoas
330,Volk::N,tauta,povo
331,Volk::N,tauta,nação
332,Arbeit::N,darbas,trabalho
333,Arbeit::N,triūsas,trabalho
334,Gast::N,svečias,hóspede
335,Gast::N,svečias,convidado
336,Geschenk::N,dovana,prenda
337,Geschenk::N,dovana,presente
338,Spiel::N,žaismas,jogo
339,Spiel::N,žaidimas,jogo
340,Gesellschaft::N,draugija,companhia
341,Gesellschaft::N,kompanija,companhia
342,Hilfe::N,pagalba,ajuda
343,Hilfe::N,pagalba,socorro
344,Freund::N,draugas,amigo
345,Freund::N,bičiulis,amigo
346,Kamerad::N,draugas,camarada
347,Angelegenheit::N,dalykas,assunto
348,Angelegenheit::N,reikalas,assunto
349,Anzahl::N,kiekis,número
350,Anzahl::N,kiekis,quantidade
351,Anzahl::N,skaičius,número
352,Anzahl::N,skaičius,quantidade
353,Art::N,rūšis,tipo
354,Art::N,rūšis,espécie
355,Stück::N,gabalas,pedaço
356,Teil::N,dalis,peça
357,Teil::N,dalis,parte
358,Hälfte::N,pusė,metade
359,Kreis::N,ratas,círculo
360,Kreis::N,apskritis,círculo
361,Kreis::N,apskritimas,círculo
362,Kreuz::N,kryžius,cruz
363,Linie::N,linija,linha
364,Strich::N,brėžis,traço
365,Strich::N,brūkšnys,traço
366,Abstand::N,atstumas,distância
367,Entfernung::N,atstumas,distância
368,Gegend::N,vietovė,área
369,Gegend::N,vietovė,região
370,Platz::N,vieta,lugar
371,Ort::N,vieta,sítio
372,Ort::N,vietovė,sítio
373,Seite::N,pusė,lado
374,Seite::N,šonas,lado
375,Mitte::N,vidurys,meio
376,Gegenstand::N,dalykas,objecto
377,Sache::N,daiktas,coisa
378,Rand::N,kraštas,bordo
379,Rand::N,kraštas,margem
380,Rand::N,pakraštys,bordo
381,Rand::N,pakraštys,margem
382,Kante::N,kraštas,borda
383,Kante::N,kraštas,aresta
384,Ecke::N,kertė,esquina
385,Ecke::N,kampas,esquina
386,Spitze::N,priekis,ponta
387,Spitze::N,priešakys,ponta
388,Ende::N,galas,cabo
389,Ende::N,galas,extremo
390,Loch::N,skylė,furo
391,Loch::N,skylė,buraco
392,Winkel::N,kampas,canto
393,Winkel::N,kampas,ângulo
394,Winkel::N,kampelis,canto
395,Winkel::N,kampelis,ângulo
396,Muster::N,raštas,padrão
397,Muster::N,raštas,desenho
398,Größe::N,dydis,tamanho
399,Größe::N,didumas,tamanho
400,Länge::N,ilgis,comprimento
401,Länge::N,ilgumas,comprimento
402,Höhe::N,aukštis,altura
403,Höhe::N,aukštis,altitude
404,Höhe::N,aukštuma,altura
405,Höhe::N,aukštuma,altitude
406,Gewicht::N,svoris,peso
407,Gewicht::N,svarstis,peso
408,Menge::N,kiekis,quantidade
409,Menge::N,daugybė,quantidade
410,Haufen::N,krūva,pilha
411,Haufen::N,šūsnis,pilha
412,Reihe::N,greta,fila
413,Boot::N,valtis,barco
414,Boot::N,laivelis,barco
415,Ruder::N,irklas,remo
416,Schlitten::N,rogės,trenó
417,Schlitten::N,rogutės,trenó
418,Ski::N,slidė,esqui
419,Lagerfeuer::N,laužas,fogueira
420,Last::N,našta,carga
421,Last::N,nešulys,carga
422,Gang::N,eisena,curso
423,Gang::N,eisena,caminhada
424,Schritt::N,žingsnis,passo
425,Norden::N,šiaurė,norte
426,Norden::N,žiemiai,norte
427,Süden::N,pietūs,sul
428,Westen::N,vakarai,oeste
429,Westen::N,vakarai,ocidente
430,Osten::N,rytai,este
431,Osten::N,rytai,leste
432,Osten::N,rytai,oriente
433,Holz::N,mediena,madeira
434,Brett::N,lenta,tábua
435,Brett::N,lenta,prancha
436,Platte::N,plokštė,laje
437,Platte::N,plokštė,chapa
438,Stütze::N,atrama,apoio
439,Stütze::N,atrama,suporte
440,Stütze::N,atspara,apoio
441,Stütze::N,atspara,suporte
442,Stange::N,lazda,vara
443,Stange::N,lazda,barra
444,Stange::N,kartis,vara
445,Stange::N,kartis,barra
446,Stock::N,lazda,pau
447,Stock::N,lazda,bengala
448,Stab::N,kartis,bastão
449,Rohr::N,vamzdis,cano
450,Haus::N,namas,casa
451,Heim::N,namai,lar
452,Heim::N,namai,casa
453,Ofen::N,krosnis,estufa
454,Ofen::N,krosnis,aquecedor
455,Fußboden::N,grindys,piso
456,Tisch::N,stalas,mesa
457,Stuhl::N,kėdė,cadeira
458,Wiege::N,lopšys,berço
459,Bett::N,lova,cama
460,Bett::N,patalai,cama
461,Regal::N,lentyna,estante
462,Regal::N,lentyna,prateleira
463,Kiste::N,dėžė,caixa
464,Fenster::N,langas,janela
465,Tür::N,durys,porta
466,Tor::N,vartai,portão
467,Zaun::N,tvora,cerca
468,Zaun::N,tvora,vedação
469,Dach::N,stogas,telhado
470,Leiter::N,kopėčios,escada
471,Leiter::N,kopėčios,escada móvel
472,Besen::N,šluota,vassoura
473,Spaten::N,lopeta,pá
474,Spaten::N,kastuvas,pá
475,Schaufel::N,semtuvas,pá
476,Gabel::N,šakutė,garfo
477,Löffel::N,šaukštas,colher
478,Messer::N,peilis,faca
479,Nagel::N,vinis,cravo
480,Netz::N,tinklas,rede
481,Haken::N,vagis,gancho
482,Haken::N,kablys,gancho
483,Griff::N,kotas,asa
484,Griff::N,kotas,cabo
485,Griff::N,rankena,asa
486,Griff::N,rankena,cabo
487,Schloss::N,spyna,fechadura
488,Schloss::N,užraktas,fechadura
489,Bild::N,paveikslas,imagem
490,Figur::N,figūra,figura
491,Puppe::N,lėlė,boneca
492,Beutel::N,krepšys,saco
493,Beutel::N,krepšys,bolsa
494,Beutel::N,maišelis,saco
495,Beutel::N,maišelis,bolsa
496,Bündel::N,ryšulys,fardo
497,Tasche::N,krepšelis,saco
498,Tasche::N,krepšelis,bolso
499,Eimer::N,kibiras,balde
500,Deckel::N,dangtis,tampa
501,Geschirr::N,indai,louça
502,Sack::N,maišas,saca
503,Tasse::N,puodukas,chávena
504,Topf::N,puodas,tacho
505,Topf::N,puodas,panela
506,Kessel::N,katilas,caldeira
507,Essen::N,valgis,refeição
508,Nahrung::N,penas,comida
509,Nahrung::N,penas,alimento
510,Nahrung::N,maistas,comida
511,Nahrung::N,maistas,alimento
512,Speise::N,patiekalas,prato
513,Fleisch::N,mėsa,carne
514,Getreide::N,javai,cereais
515,Brei::N,košė,puré
516,Brot::N,duona,pão
517,Scheibe::N,riekė,fatia
518,Fett::N,taukai,banha
519,Fett::N,taukai,gordura
520,Fett::N,riebalai,banha
521,Fett::N,riebalai,gordura
522,Butter::N,sviestas,manteiga
523,Öl::N,aliejus,azeite
524,Salz::N,druska,sal
525,Suppe::N,sriuba,sopa
526,Suppe::N,sriuba,caldo
527,Honig::N,medus,mel
528,Milch::N,pienas,leite
529,Tee::N,arbata,chá
530,Leder::N,oda,couro
531,Wolle::N,vilna,lã
532,Stoff::N,audeklas,pano
533,Stoff::N,audeklas,tecido
534,Nadel::N,adata,agulha
535,Faden::N,gija,fio
536,Faden::N,siūlas,fio
537,Knopf::N,saga,botão
538,Knoten::N,mazgas,nó
539,Farbe::N,dažai,corante
540,Kleidung::N,rūbai,roupa
541,Kleidung::N,rūbai,vestuário
542,Kleidung::N,drabužiai,roupa
543,Kleidung::N,drabužiai,vestuário
544,Hemd::N,marškiniai,camisa
545,Kragen::N,apykaklė,gola
546,Ärmel::N,rankovė,manga
547,Hose::N,kelnės,calça
548,Gürtel::N,juosta,cinto
549,Gürtel::N,diržas,cinto
550,Mütze::N,kepurė,boné
551,Mütze::N,kepurė,barrete
552,Schuh::N,batas,sapato
553,Stiefel::N,auliniai batai,bota
554,Ring::N,žiedas,anel
555,Band::N,kaspinas,fita
556,Band::N,kaspinas,faixa
557,Kamm::N,šukos,pente
558,Spiegel::N,veidrodis,espelho
559,Riemen::N,diržas,correia
560,Schnur::N,virvė,corda
561,Schnur::N,virvė,cordel
562,Leine::N,pavadėlis,trela
563,Decke::N,antklodė,cobertor
564,Kissen::N,pagalvė,almofada
565,Kissen::N,priegalvis,almofada
566,Tuch::N,skarelė,pano
567,Handtuch::N,rankšluostis,toalha
568,Kraft::N,jėga,força
569,Stärke::N,stiprumas,força
570,Gesundheit::N,sveikata,saúde
571,Krankheit::N,liga,doença
572,Krankheit::N,liga,enfermidade
573,Schmerz::N,skausmas,dor
574,Wunde::N,žaizda,chaga
575,Wunde::N,žaizda,ferida
576,Fieber::N,karštis,febre
577,Arznei::N,vaistas,remédio
578,Brücke::N,tiltas,ponte
579,Brunnen::N,šulinys,poço
580,Weide::N,ganykla,pastagem
581,Weide::N,gluosnis,pastagem
582,Pfad::N,takas,senda
583,Pfad::N,takas,trilho
584,Weg::N,kelias,caminho
585,Straße::N,gatvė,via
586,Straße::N,gatvė,estrada
587,Dorf::N,kaimas,aldeia
588,Dorf::N,sodžius,aldeia
589,Stadt::N,miestas,cidade
590,Brief::N,laiškas,carta
591,Buch::N,knyga,livro
592,Buchstabe::N,raidė,letra
593,Zeitung::N,laikraštis,jornal
594,Leben::N,gyvybė,vida
595,Leben::N,gyvenimas,vida
596,Tod::N,mirtis,morte
597,Grab::N,kapas,túmulo
598,Grab::N,kapas,sepultura
599,Kirche::N,bažnyčia,igreja
600,Sünde::N,nuodėmė,pecado
601,Sünde::N,nusidėjimas,pecado
602,Gott::N,dievas,deus
603,Arbeiter::N,darbininkas,operário
604,Arbeiter::N,darbininkas,trabalhador
605,Chef::N,šefas,chefe
606,Chef::N,šefas,patrão
607,Chef::N,vadovas,chefe
608,Chef::N,vadovas,patrão
609,Chef::N,viršininkas,chefe
610,Chef::N,viršininkas,patrão
611,Meister::N,meistras,mestre
612,Arzt::N,gydytojas,médico
613,Lehrer::N,mokytojas,professor
614,Geld::N,pinigai,dinheiro
615,Geschäft::N,biznis,negócio
616,Laden::N,krautuvė,loja
617,Laden::N,parduotuvė,loja
618,Preis::N,kaina,preço
619,Ware::N,prekė,mercadoria
620,Nutzen::N,nauda,proveito
621,Nutzen::N,pelnas,proveito
622,Reichtum::N,turtas,riqueza
623,Welt::N,pasaulis,mundo
624,Land::N,žemė,país
625,Land::N,šalis,país
626,Staat::N,valstija,Estado
627,König::N,karalius,rei
628,Macht::N,galia,poder
629,Macht::N,galia,potência
630,Macht::N,valdžia,poder
631,Macht::N,valdžia,potência
632,Grenze::N,riba,fronteira
633,Grenze::N,siena,fronteira
634,Krieg::N,karas,guerra
635,Feind::N,priešas,inimigo
636,Gewalt::N,jėga,violência
637,Gewalt::N,smurtas,violência
638,Gewalt::N,prievarta,violência
639,Kampf::N,kova,luta
640,Kampf::N,kova,combate
641,Bogen[Waffe]::N,lankas,arco
642,Pfeil::N,strėlė,seta
643,Pfeil::N,strėlė,flecha
644,Gewehr::N,šautuvas,espingarda
645,Fehler::N,klaida,erro
646,Fehler::N,klaida,falha
647,Lüge::N,melas,mentira
648,Schaden::N,nuostolis,dano
649,Schaden::N,nuostolis,estrago
650,Schaden::N,apgadinimas,dano
651,Schaden::N,apgadinimas,estrago
652,Unglück::N,nelaimė,desgraça
653,Schuld::N,kaltė,culpa
654,Alter::N,amžius,idade
655,Schluss::N,pabaiga,fim
656,Zeit::N,laikas,tempo
657,Tag::N,diena,dia
658,Morgen::N,rytas,manhã
659,Mittag::N,vidurdienis,meio-dia
660,Abend::N,vakaras,noite
661,Abend::N,vakaras,tardinha
662,Nacht::N,naktis,noite
663,Woche::N,savaitė,semana
664,Monat::N,mėnuo,mês
665,Jahr::N,metai,ano
666,Frühling::N,pavasaris,primavera
667,Sommer::N,vasara,verão
668,Herbst::N,ruduo,outono
669,Winter::N,žiema,inverno
670,Januar::N,sausis,Janeiro
671,Februar::N,vasaris,Fevereiro
672,März::N,kovas,Março
673,April::N,balandis,Abril
674,Mai::N,gegužė,Maio
675,Juni::N,birželis,Junho
676,Juli::N,liepa,Julho
677,August::N,rugpjūtis,Agosto
678,September::N,rugsėjis,Setembro
679,Oktober::N,spalis,Outubro
680,November::N,lapkritis,Novembro
681,Dezember::N,gruodis,Dezembro
682,Montag::N,pirmadienis,segunda-feira
683,Dienstag::N,antradienis,terça-feira
684,Mittwoch::N,trečiadienis,quarta-feira
685,Donnerstag::N,ketvirtadienis,quinta-feira
686,Freitag::N,penktadienis,sexta-feira
687,Samstag::N,šeštadienis,sábado
688,Sonntag::N,sekmadienis,domingo
689,groß::A,didis,grande
690,groß::A,didelis,grande
691,klein::A,mažas,pequeno
692,lang::A,ilgas,comprido
693,kurz::A,trumpas,curto
694,breit::A,platus,largo
695,schmal::A,smulkus,estreito
696,dicht::A,tankus,denso
697,dick[Gegenstand]::A,storas,grosso
698,dünn::A,plonas,delgado
699,fein::A,smulkus,fino
700,fein::A,smulkus,subtil
701,fest::A,kietas,firme
702,fest::A,kietas,sólido
703,fest::A,tvirtas,firme
704,fest::A,tvirtas,sólido
705,flach::A,lėkštas,plano
706,flach::A,plokščias,plano
707,glatt::A,slidus,liso
708,hart::A,kietas,duro
709,weich::A,minkštas,mole
710,rund::A,apvalus,redondo
711,rund::A,apskritas,redondo
712,spitz::A,aštrus,agudo
713,spitz::A,smailus,agudo
714,scharf::A,aštrus,afiado
715,stumpf::A,bukas,rombo
716,stumpf::A,atšipęs,rombo
717,schwer::A,sunkus,pesado
718,schön::A,gražus,belo
719,schön::A,gražus,bonito
720,heiß::A,karštas,quente
721,warm::A,šiltas,quente
722,kalt::A,šaltas,frio
723,kühl::A,vėsus,fresco
724,kühl::A,bejausmis,fresco
725,frisch::A,šviežias,fresco
726,feucht::A,drėgnas,húmido
727,nass::A,šlapias,molhado
728,trocken::A,sausas,seco
729,voll::A,pilnas,cheio
730,leer::A,tuščias,vazio
731,offen::A,atviras,aberto
732,geschlossen::A,uždaras,fechado
733,geschlossen::A,uždarytas,fechado
734,sauber::A,švarus,limpo
735,schmutzig::A,nešvarus,sujo
736,schmutzig::A,purvinas,sujo
737,roh::A,žalias,cru
738,reif::A,prinokęs,maduro
739,reif::A,pribrendęs,maduro
740,lecker::A,gardus,delicioso
741,süß::A,saldus,doce
742,bitter::A,kartus,amargo
743,sauer::A,gižus,azedo
744,sauer::A,rūgštus,azedo
745,hell::A,šviesus,claro
746,hell::A,skaistus,claro
747,dunkel::A,tamsus,escuro
748,dunkel::A,tamsus,sombrio
749,schwarz::A,juodas,preto
750,weiß::A,baltas,branco
751,rot::A,raudonas,vermelho
752,gelb::A,geltonas,amarelo
753,blau::A,mėlynas,azul
754,grün::A,žalias,verde
755,grau::A,pilkas,cinzento
756,bunt::A,margas,colorido
757,bunt::A,spalvotas,colorido
758,billig::A,pigus,barato
759,teuer::A,brangus,caro
760,wertvoll::A,vertingas,valioso
761,wertvoll::A,vertingas,precioso
762,blind::A,aklas,cego
763,taub::A,kurčias,surdo
764,kräftig::A,stiprus,forte
765,kräftig::A,stiprus,poderoso
766,stark::A,stiprus,forte
767,stark::A,stiprus,robusto
768,schwach::A,silpnas,débil
769,fett::A,riebus,gordo
770,schlank::A,laibas,esbelto
771,schlank::A,lieknas,esbelto
772,hübsch::A,gražus,giro
773,hübsch::A,gražus,bonito
774,böse::A,blogas,mau
775,dumm::A,paikas,parvo
776,dumm::A,paikas,estúpido
777,dumm::A,kvailas,parvo
778,dumm::A,kvailas,estúpido
779,faul::A,tingus,preguiçoso
780,fleißig::A,stropus,aplicado
781,fleißig::A,stropus,diligente
782,fleißig::A,kruopštus,aplicado
783,fleißig::A,kruopštus,diligente
784,geizig::A,šykštus,avarento
785,klug::A,sumanus,prudente
786,klug::A,sumanus,inteligente
787,klug::A,protingas,prudente
788,klug::A,protingas,inteligente
789,geschickt::A,apsukrus,hábil
790,lieb::A,mielas,caro
791,lieb::A,mielas,querido
792,lustig::A,smagus,alegre
793,lustig::A,linksmas,alegre
794,sanft::A,švelnus,suave
795,sanft::A,švelnus,brando
796,sanft::A,minkštas,suave
797,sanft::A,minkštas,brando
798,hungrig::A,alkanas,faminto
799,krank::A,ligotas,doente
800,krank::A,ligotas,enfermo
801,krank::A,sergantis,doente
802,krank::A,sergantis,enfermo
803,nackt::A,nuogas,nu
804,nackt::A,nuogas,despido
805,traurig::A,liūdnas,triste
806,lebendig::A,gyvas,vivo
807,gut::A,geras,bom
808,schlecht::A,blogas,mau
809,schlecht::A,blogas,ruim
810,schlecht::A,prastas,mau
811,schlecht::A,prastas,ruim
812,richtig::A,tikras,justo
813,richtig::A,tikras,correcto
