,Concept_ID,zh,te
716,zunehmen::V,增加,పెరుగుట
717,steigen::V,上升,లేచు
718,wachsen::V,生长,పెరుగు
719,glänzen::V,发光,ప్రకాశించు
720,funkeln::V,闪烁,ప్రకాశించు
721,lärmen::V,吵闹,అరుచుట
722,läuten::V,响,మేళవించుట
723,klingeln::V,按铃,వాయించుట
724,brausen::V,疾驶,గర్జించు
725,klingen::V,听起来,ధ్వనించుట
726,bellen::V,吠,అఱచు
727,heulen::V,嗥,కూయు
728,blasen::V,吹,దురద్పప్టము
729,pfeifen::V,吹口哨,ఈలవేయు
730,schreien::V,叫喊,అఱచు
731,stöhnen::V,呻吟,మూలుగు
732,zittern::V,颤抖,వణకు
733,leben::V,生存,జీవించుట
734,geboren werden::V,出生,పుట్టుట
735,atmen::V,呼吸,ఉపిరి తీయు
736,trinken::V,喝,త్రాగు
737,essen::V,吃,తిను
738,schlucken::V,咽,మ్రింగు
739,müde werden::V,疲倦,అలయు
740,einschlafen::V,入睡,నిద్రించు
741,schlafen::V,睡觉,నిద్రురించు
742,aufwachen::V,睡醒,మేలుకొను
743,aufstehen::V,起床,లేచు
744,sich erholen::V,休养,నడ్డి వాల్చు
745,krank werden::V,生病,జబ్బుపడు
746,krank sein::V,生病,జబ్బు చేయు
747,schmerzen::V,疼痛,నొచ్చుట
748,husten::V,咳,దగ్గుట
749,genesen::V,痊愈,కుదురుట
750,sterben::V,死,మరణించు
751,umkommen::V,丧命,నశించు
752,sich bewegen::V,移动,కదలు
753,sich rühren::V,动弹,కదలు
754,sich erheben::V,站起,లేచు
755,sich setzen::V,坐,కూర్చుణ్డు
756,hinfallen::V,跌倒,దొర్లు
757,laufen::V,步行,నడచు
758,schreiten::V,迈步,అడుగుపెట్టుట
759,spazierengehen::V,散步,పచారు చేయు
760,eilen::V,急忙,తొందరపడు
761,sich beeilen::V,赶快,త్వరపెట్టు
762,sausen::V,疾驰,విసరికొట్టు
763,rennen::V,奔跑,పరుగెత్తు
764,springen::V,跳,దుముకు
765,klettern::V,攀缘,ఎక్కు
766,schaukeln::V,荡秋千,ఉయ్యాల ఊగు 
767,kriechen::V,爬行,ప్రాకు
768,schwimmen::V,游泳,ఈదు
769,tauchen::V,潜水,మునుగు
770,rudern::V,划船,తెడ్లతోఁగడపు
771,fahren::V,行驶,నడపు
772,fliegen::V,飞,ఎగురు
773,gehen::V,走,పోవు
774,weggehen::V,离去,బయలుదేరు
775,abfahren::V,出发,విడిచిపోవు
776,anhalten::V,停住,నిలుపు
777,hineingehen::V,进去,ప్రవేశించు
778,eintreten::V,进入,ప్రవేశించు
779,kommen::V,来,వచ్చు
780,ankommen::V,到达,వచ్చి చేరు
781,zurückkommen::V,回来,తిరిగీవచ్చుట
782,bleiben::V,停留,ఉండు
783,warten::V,等,కనిపెట్టు
784,erwarten::V,等候,నిరిక్షించు
785,suchen::V,找,వెదకు
786,finden::V,找到,కనుగొను
787,versuchen::V,尝试,ప్రయత్నించు
788,vorbereiten::V,预备,తయారుచేయు
789,lieben::V,爱,ప్రేమించు
790,mögen::V,喜欢,ఇష్టపడు
791,lachen::V,笑,నవ్వు
792,weinen::V,哭,వీడ్చు
793,schimpfen::V,骂,గొణుగు
794,sich ärgern::V,生气,అలుగు
795,sich fürchten::V,害怕,భయపడు
796,fürchten::V,害怕,భయపడు
797,fliehen::V,逃走,పాఱిపోపు
798,flüchten::V,逃跑,తప్పించుకొను
799,sehen::V,看,చూచు
800,anschauen::V,注视,చూచు
801,ansehen::V,注视,కాచియుండు
802,hören::V,听,విను
803,zuhören::V,倾听,విను
804,probieren::V,尝,చవిచూచుట
805,riechen::V,闻,వాసనచూచు
806,fühlen::V,感到,స్పర్శించుట
807,scheinen::V,照耀,కనబడు
808,zu sehen sein::V,可以看到,చూవు
809,vernehmen::V,审讯,విను
810,frieren::V,觉得冷,చలికి వడకు
811,tun::V,作,చేయు
812,können::V,能,గల
813,wollen::V,要,కోరు
814,anfangen::V,开始,ఆరంభించు
815,beenden::V,结束,ముగించు
816,aufhören::V,停止,నిలుపు
817,gelingen::V,成功,గెలుపాందు
818,geraten::V,陷于,వెలువడు
819,öffnen::V,打开,తెఱచు
820,schließen::V,关,మూయు
821,stellen::V,放,ఉంచు
822,setzen::V,放,ఉంచు
823,legen::V,摆,పెట్టు
824,berühren::V,触,తాకు
825,verbinden::V,联结,చేర్చుట
826,bedecken::V,覆盖,మూయు
827,aufhängen::V,挂,వ్రేలాడదీయు
828,anzünden::V,点,వెలిగించు
829,aufheben::V,拾起,సేకరించు
830,zurücklassen::V,遗留,విడుచు
831,verlieren::V,丧失,పోగొట్టుకొను
832,fallen lassen::V,让掉下,జాఱవిడుచు
833,machen::V,做,చేయు
834,herstellen::V,生产,ఉత్పత్తిచేయు
835,bauen::V,建造,నిర్మించు
836,reparieren::V,修理,సరిచేయు
837,verbessern::V,改进,వృద్ధి చేయు
838,ändern::V,改变,మార్చు
839,graben::V,挖,త్రవ్వు
840,beugen::V,弯下,వంచు
841,biegen::V,弯,వంచు
842,drehen::V,转动,నూలువడుకు
843,wenden::V,转动,త్రిప్పు
844,umdrehen::V,转动,త్రిప్పు
845,heben::V,举起,ఎత్తు
846,hochheben::V,抬高,ఎత్తు
847,ergreifen::V,抓住,వశపఱచుకొను
848,halten::V,拿着,ఉంచు
849,drücken::V,压,అణచు
850,schieben::V,推,నొక్కు
851,kratzen::V,搔,గోకు
852,lecken::V,舔,నాకు
853,beißen::V,咬,కఱచు
854,abreißen::V,撕下,తెగతెంచు
855,abschneiden::V,切断,తెగకొట్టు
856,binden::V,捆,కట్టు
857,stecken::V,插,తగులుకొనివుండుట
858,brechen::V,断裂,పగులగొట్టు
859,klopfen::V,敲,కొట్టు
860,hauen::V,揍,కొట్టు
861,kleben::V,粘,అంటుకొను
862,reiben::V,摩擦,రాచు
863,streichen::V,涂,వ్యాపింపజేయు
864,schleifen::V,拖曳,రాచు
865,schneiden::V,切,కోయు
866,rütteln::V,颠簸,కుదిలించుట
867,schütteln::V,摇动,కదల్చు
868,schwenken::V,摇动,ఊచుట
869,schütten::V,倒,పోయు
870,füllen::V,填满,నింపు
871,einwickeln::V,包,చుట్టు
872,tragen::V,提,మోయు
873,schleppen::V,扛,ఈడ్చు
874,ziehen::V,拉,ఈడ్చు
875,aufbewahren::V,保存,కాపాడు
876,werfen::V,扔,విసరు
877,fangen::V,捕捉,పట్టుకొను
878,packen::V,抓住,పట్టుకొను
879,verstecken::V,藏,దాచు
880,teilen::V,分,భాగించు
881,schicken::V,派遣,పంపు
882,bringen::V,带来,తెచ్చు
883,hinzufügen::V,添加,చేర్చు
884,bekommen::V,得到,సంపాదించు
885,erhalten::V,接到,పుచ్చుకొను
886,nehmen::V,拿,తీసికొను
887,wählen::V,挑选,ఇష్టపడు
888,auswählen::V,选择,ఏరుకొను
889,bewahren::V,保持,భద్రపఱుచు
890,behindern::V,防碍,అడ్డగించుట
891,verderben::V,败坏,చెఱచు
892,beschädigen::V,损坏,చెరుపుట
893,zerbrechen::V,破碎,పగులగొట్టు
894,zerreißen::V,撕碎,చించు
895,zerstören::V,毁坏,వాశనము చేయు
896,verbrennen::V,燃烧,కాల్చు
897,geben::V,给,ఇచ్చు
898,reichen::V,递给,అందుకొనుట
899,schenken::V,赠送,అర్పించు
900,versprechen::V,许诺,వాగ్దత్తము చేయు
901,wünschen::V,祝,కోరు
902,loben::V,表扬,స్తుతించు
903,küssen::V,亲,ముద్దుపెట్టుకొను
904,wiegen::V,轻摇,ఊచుట
905,zudecken::V,盖上,మూయు
906,wecken::V,唤起,నిద్రపలేపుట
907,zeigen::V,指,చూవు
908,führen::V,带领,దారిచూపు
909,lehren::V,教,బోధించు
910,unterrichten::V,讲课,నేర్పు
911,aufziehen::V,抚养,పెంచు
912,leiten::V,领导,తీసుకపోవుట
913,antreiben::V,催促,ప్రేరేపించు
914,lassen::V,让,అనుమతించు
915,einladen::V,邀请,ఆహ్వానించు
916,vereinigen::V,统一,కూడుట
917,besuchen::V,参观,పోయి చూచు
918,treffen::V,会面,కలియు
919,sich versammeln::V,聚集,కూర్చు
920,spielen::V,玩,ఆట లాడు
921,singen::V,唱歌,పాడు
922,tanzen::V,跳舞,నృత్యముచేయు
923,sich trennen::V,分别,ఎడబాయుట
924,verlassen::V,离开,విడుచు
925,retten::V,救,తప్పించుట
926,bewachen::V,守卫,కాపాడు
927,schützen::V,保护,రక్షించు
928,verteidigen::V,保卫,రక్షించు
929,sich schlagen::V,打架,జగడమాడు
930,schießen::V,射击,కాల్చు
931,siegen::V,获胜,గెలుచు
932,ärgern::V,激怒,పీడించుట
933,schlagen::V,打,కొట్టు
934,treten::V,踢,తన్ను
935,stechen::V,刺,కుట్టు
936,stoßen::V,撞,గెంటు
937,stehlen::V,盗窃,దొంగిలించు
938,stören::V,干扰,కలతపఱచు
939,belästigen::V,打搅,పీడించు
940,verbergen::V,隐藏,దాచు
941,täuschen::V,欺骗,మోసము చేయు
942,betrügen::V,欺骗,మోసపుచ్చు
943,töten::V,杀,చంపు
944,wohnen::V,居住,నివసించు
945,arbeiten::V,工作,పనిచేయు
946,sammeln::V,收集,ప్రోగుచేయు
947,pflücken::V,采,యేరుట
948,jagen::V,打猎,వేటాడు
949,fischen::V,捕鱼,వెదకు
950,fassen::V,捉住,పట్టుకొమ
951,hüten::V,守护,మందచేరుట
952,treiben::V,漂,నడపు
953,anbinden::V,拴,కట్టు
954,füttern::V,喂,భోజనము పెట్టు
955,melken::V,挤奶,పాలు పితుకు
956,hacken::V,剁细,నఱకు
957,gießen::V,浇,నీళ్ళుకట్టుట
958,reifen::V,成熟,పండుట
959,kochen::V,煮,వండు
960,backen::V,烤,రొట్టెకాల్చు
961,braten::V,煎,వేపు
962,umrühren::V,搅拌,కదులుట
963,stricken::V,织,అల్లు
964,nähen::V,缝,కుట్టు
965,färben::V,染色,రంగు వేయు
966,reinigen::V,清洁,శుభ్రము చేయు
967,waschen::V,洗,కడుగు
968,abwischen::V,擦掉,తుడుచు
969,spülen::V,清洗,నీటిలో జడించు
970,fegen::V,扫,ఊడ్చు
971,kehren::V,打扫,ఊడ్చు
972,baden::V,给...洗澡,స్నానము చేయు
973,sich waschen::V,洗澡,కడుగు
974,ausziehen::V,脱,విప్పు
975,anziehen::V,穿,ధరించు
976,sich anziehen::V,穿衣,బట్టలు వేసుకొను
977,sich anziehen::V,穿衣,తొడుగుకొను
978,kämmen::V,梳,దువ్వుట
979,schmücken::V,装饰,అలంకరించు
980,sagen::V,说,చెప్పు
981,sprechen::V,说,చెప్పు
982,reden::V,讲,మాటలాడు
983,sich unterhalten::V,聊天,ముచ్చటలాడు
984,fragen::V,问,ప్రశ్నించు
985,bitten::V,请,కోరు
986,erzählen::V,叙述,చెప్పు
987,mitteilen::V,通知,తెలియజేయు
988,nennen::V,叫做,పేరు వెట్టు
989,rufen::V,叫,పిలుచు
990,prahlen::V,吹牛,జల్లి
991,übersetzen::V,翻译,తర్జుమాచేయు
992,denken::V,想,ఆలోచించు
993,glauben::V,以为,నమ్ము
994,bemerken::V,发觉,గుర్తించు
995,erkennen::V,识别,గుర్తించు
996,begreifen::V,理解,గ్రహించు
997,verstehen::V,明白,గ్రహించు
998,lernen::V,学,నేర్చు కొను
999,wissen::V,知道,తెలిసికొను
1000,sich erinnern an::V,回忆,జ్ఞాపకముంచుకొను
1001,vergessen::V,忘记,మఱచిపోవు
1002,messen::V,测量,కొలుచుట
1003,zählen::V,数,లెక్కపెట్టు
1004,rechnen::V,计算,లెక్కపెట్టు
1005,lesen::V,读,చదువు
1006,malen::V,画,పూనుట
1007,zeichnen::V,绘制,వ్రాసుట
1008,schreiben::V,写,వ్రాయు
1009,besitzen::V,占有,కలిగియుండు
1010,kaufen::V,买,కొను
1011,verkaufen::V,卖,అమ్ము
1012,bezahlen::V,付钱,చెల్లించు
1013,zahlen::V,支付,చెల్లించు
1014,beherrschen::V,统治,ఏలు
1015,ertragen::V,忍耐,భరించు
1016,vergebens::ADV,,నిష్ఫలముగా
1017,klirren::V,,ఘంటానాదము
1018,rauschen::V,,చటచటమనుట
1019,rühren::V,,గుండె తాకు
1020,zubereiten::V,,వండు
