,Concept_ID,kn,lez
70,Staub::N,ದೂಳು,руг
71,Rauch::N,ಹೊಗೆ,гум
72,Funke::N,ಕಿಡಿ,цӏелхем
73,Feuer::N,ಬೆಂಕಿ,цӏай
74,Licht::N,ಬೆಳಕು,экв
75,Schatten::N,ನೆರಳು,серин
76,Wetter::N,ಹವ,гьава
77,Nebel::N,ಮಂಜು,ччилин циф
78,Wolke::N,ಮೋಡ,циф
79,Regen::N,ಮಳೆ,марф
80,Schnee::N,ಹಿಮ,жив
81,Eis::N,ಮಂಜುಗಡ್ಡೆ,мурк
82,Frost::N,ಮಂಜು,аяз
83,Kälte::N,ಹಿಮ,мекь
84,Kälte::N,ಹಿಮ,мекьивал
85,Hitze::N,ಉಷ್ಣ,зегьем
86,Raureif::N,ಇಬ್ಬನಿ,къирав
87,Regenbogen::N,ಇಂದ್ರಚಾಪ,яргъируш
88,Donner::N,ಗುಡುಗು,цавун ван
89,Strömung::N,ಪ್ರವಾಹ,
90,Tropfen::N,ತೊಟ್ಟು,стӏал
91,Schaum::N,ನೊರೆ,каф
92,Schmutz::N,ಕಸ,чирк
93,Schmutz::N,ಕಸ,кьуруш
94,See::N,ಸರೋವರ,вир
95,Sumpf::N,ಜೌಗುಸ್ಥಳ,уьлен
96,Moor::N,ಬಂಜರು ಭೂಮಿ,
97,Wiese::N,ಹುಲ್ಲುಗಾವಲು,векь
98,Wald::N,ಕಾಡು,там
99,Hügel::N,ಗುಡ್ಡೆ,кӏунтӏ
100,Anhöhe::N,ದಿಬ್ಬ,тепе
101,Anhöhe::N,ದಿಬ್ಬ,гьуьндуьрвал
102,Berg::N,ಮಲೆ,дагъ
103,Berg::N,ಪರ್ವತ,дагъ
104,Gipfel::N,ಶೃಂಗ,кӏукӏ
105,Höhle::N,ಗುಹೆ,кьветӏ
106,Abhang::N,ಇಳಿಜಾರು,гуьне
107,Quelle::N,ಮೂಲ,чешме
108,Bach::N,ತೊರೆ,булах
109,Fluss::N,ನದಿ,вацӏ
110,Ufer::N,ತೀರ,къерех
111,Küste::N,ದಂಡೆ,къерех
112,Festland::N,ಭೂಮಿ,кьурамат
113,Meer::N,ಕಡಲು,гьуьл
114,Bucht::N,ಖಾರಿ,бухта
115,Insel::N,ದ್ವೀಪ,остров
116,Blume::N,ಸುಮ,цуьк
117,Gras::N,ಹುಲ್ಲು,хъач
118,Wurzel::N,ಬೇರು,дувул
119,Baum::N,ಮರ,ттар
120,Stamm::N,ಕಾಂಡ,тан
121,Rinde::N,ತೂಗಟಿ,чкал
122,Ast::N,ಶಾಖೆ,тӏур
123,Zweig::N,ರೆಂಬೆ,хел
124,Blatt::N,ಎಲೆ,пеш
125,Birke::N,ಬರ್ಚ್ ಮರ,верх
126,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,шамагъаж
127,Weide[Baum]::N,ವಿಲೋಮರ,цӏвелин ттар
128,Tanne::N,ಭದ್ರದಾರು,ель
129,Horn::N,ಕೊಂಬು,карч
130,Feder::N,ಪುಕ್ಕ,цӏакул
131,Fell::N,ರೋಮ,хам
132,Flügel::N,ರೆಕ್ಕೆ,лув
133,Klaue::N,ಪಂಜ,къармах
134,Kralle::N,ಉಗುರು,пац
135,Kralle::N,ಉಗುರು,тапас
136,Schwanz::N,ಬಾಲ,ттум
137,Ei::N,ಮೊಟ್ಟೆ,кака
138,Nest::N,ಗೂಡು,муг
139,Bau::N,ಅಡಗುದಾಣ,тӏеквен
140,Tier::N,ಪ್ರಾಣಿ,гьайван
141,Herde::N,ಗುಂಪು,суьруь
142,Kuh::N,ಹಸು,ккал
143,Bulle::N,ಗೂಳಿ,яц
144,Bulle::N,ಗೂಳಿ,бугъа
145,Pferd::N,ಕುದುರೆ,балкӏан
146,Schaf::N,ಕುರಿ,хеб
147,Schwein::N,ಹಂದಿ,вак
148,Hund::N,ನಾಯಿ,кицӏ
149,Katze::N,ಬೆಕ್ಕು,кац
150,Bär::N,ಕರಡಿ,сев
151,Eichhörnchen::N,ಉಡುತೆ,белка
152,Elch::N,ಕಡವೆ,лось
153,Fuchs::N,ನರಿ,сикӏ
154,Hase::N,ಮೊಲ,къуьр
155,Maus::N,ಇಲಿ,кьиф
156,Wolf::N,ತೋಳ,жанавур
157,Vogel::N,ಪಕ್ಷಿ,луван ничхир
158,Schwarm::N,ಗುಂಪು,луж
159,Huhn::N,ಚಿಕ್,верч
160,Hahn::N,ಹುಂಜ,кӏек
161,Gans::N,ವರಟೆ,къаз
162,Adler::N,ಗರುಡ,лекь
163,Ente::N,ಬಾತು,пӏатӏ
164,Eule::N,ಗೂಬೆ,тӏиб
165,Kranich::N,ಕೊಕ್ಕರ,дурна
166,Krähe::N,ಕಾಗೆ,къаргъа
167,Kuckuck::N,ಕೋಗಿಲೆ,кукупӏ
168,Schwan::N,ಹಂಸಪಕ್ಷಿ,къугь
169,Fisch::N,ಮೀನು,гъед
170,Barsch::N,ಪರ್ಚ್ ಮೀನು,окунь
171,Hecht::N,ಪೈಕ್ ಮೀನು,щука
172,Schlange[Tier]::N,ಹಾವು,илан
173,Schlange[Tier]::N,ಹಾವು,гъуьлягъ
174,Wurm::N,ಹುಳು,квак
175,Spinne::N,ಊರ್ಣನಾಭ,хуьшрекан
176,Ameise::N,ಇರುವೆ,цегв
177,Laus::N,ಹೇನು,нет
178,Mücke::N,ಸೊಳ್ಳೆ,ветӏ
179,Fliege::N,ನೊಣ,тӏветӏ
180,Schmetterling::N,ಪತಂಗ,чепелукь
181,Beere::N,ನಯವಣ್ಣು,куьлуь емиш
182,Apfel::N,ಸೇಬು,ич
183,Pilz::N,ಅಣಬೆ,къарникъуз
184,Zwiebel::N,ನೀರುಳ್ಳಿ,чичӏек
185,Saat::N,ಬಿತ್ತ,тумар
186,Korn::N,ಬೀಜ,твар
187,Heu::N,ಕರಡ,векь
188,Heu::N,ಕರಡ,векьер
189,Schale::N,ಹೊಟ್ಟು,пириш
190,Schale::N,ಹೊಟ್ಟು,хъуьруьш
191,Grube::N,ಗುಂಡಿ,фур
192,Falle::N,ಬೋನು,ракьар
193,Schlinge::N,ಉರುಲು,гьалкъа
194,Spur::N,ಜಾಡು,гел
195,Asche::N,ಬೂದಿ,руьхъ
196,Dreck::N,ಹೊಲಸು,чирк
197,Dreck::N,ಹೊಲಸು,кьуруш
198,Eisen::N,ಕಬ್ಬಿಣ,ракь
199,Gold::N,ಚಿನ್ನ,алтун
200,Silber::N,ಬೆಳ್ಳಿ,гимиш
201,Kohle::N,ಕಲ್ಲಿದ್ದಲು,цӏивин
202,Glas::N,ಗಾಜು,шуьше
203,Lehm::N,ಜೇಡಿಮಣ್ಣು,ччеб
204,Sand::N,ಮರಳು,къум
205,Mensch::N,ಪುರುಷ,инсан
206,Mann::N,ಆಳು,итим
207,Frau::N,ಹೆಣ್ಣು,паб
208,Frau::N,ಹೆಣ್ಣು,дишегьли
209,Kind::N,ಮಗು,аял
210,Junge::N,ಹುಡುಗ,гада
211,Mädchen::N,ಹುಡುಗಿ,руш
212,Familie::N,ಕುಟುಂಬ,хзан
213,Familie::N,ಕುಟುಂಬ,килфет
214,Großvater::N,ಅಜ್ಜ,чӏехи буба
215,Großmutter::N,ಅಮ್ಮ,чӏехи диде
216,Eltern::N,ಹೆತ್ತವರು,диде-буба
217,Vater::N,ತಂದೆ,буба
218,Mutter::N,ಅಮ್ಮ,диде
219,Sohn::N,ಮಗ ,хва
220,Tochter::N,ಮಗಳು,руш
221,Bruder::N,ತಮ್ಮ,стха
222,Schwester::N,ತಂಗಿ,вах
223,Onkel::N,ಸೋದರಮಾವ,ими
224,Onkel::N,ಸೋದರಮಾವ,халу
225,Onkel::N,ದೊಡ್ಡಪ್ಪ,ими
226,Onkel::N,ದೊಡ್ಡಪ್ಪ,халу
227,Tante::N,ಚಿಕ್ಕಮ್ಮ,эме
228,Tante::N,ಚಿಕ್ಕಮ್ಮ,хала
229,Ehemann::N,ಗಂಡ,гъуьл
230,Ehefrau::N,ಹೆಂಡತಿ,паб
231,Freude::N,ನಲಿವು,шадвал
232,Gelächter::N,ನಗೆ,хъвер
233,Glück::N,ಆನಂದ,бахт
234,Kummer::N,ದುಃಖ,дерт
235,Kummer::N,ದುಃಖ,хажалат
236,Wunsch::N,ಬಯಕೆ,мурад
237,Lust::N,ಇಷ್ಟ,гьевес
238,Geist::N,ಆತ್ಮ,руьгь
239,Gedanke::N,ಯೋಚನೆ,фикир
240,Gedächtnis::N,ಸ್ಮರಣೆ,
241,Verstand::N,ಮನಸ್ಸು,акьул
242,Sinn::N,ಅರ್ಥ,мана
243,Grund::N,ಕಾರಣ,себеб
244,Wahrheit::N,ಸತ್ಯ,керчек
245,Wahrheit::N,ಸತ್ಯ,гьакъикъат
246,Gespräch::N,ಸಂಭಾಷಣೆ,ихтилат
247,Märchen::N,ಸುಳ್ಳು ಕಥೆ,мах
248,Erzählung::N,ಕಥೆ,кьиса
249,Nachricht::N,ಸಂದೇಶ,хабар
250,Neuigkeit::N,ಸುದ್ದಿ,цӏийи хабар
251,Name::N,ಹೆಸರು,тӏвар
252,Rätsel::N,ಒಗಟು,мискӏал
253,Rede::N,ಮಾತು,рахун
254,Sprache::N,ಭಾಷೆ,чӏал
255,Stimme::N,ಧ್ವನಿ,ван
256,Wort::N,ಮಾತು,гаф
257,Zeichen::N,ಗುರುತು,ишара
258,Ruf::N,ಕೂಗು,эвер
259,Lärm::N,ಸದ್ದು,ван-сес
260,Laut::N,ಶಬ್ದ,ван
261,Laut::N,ಶಬ್ದ,сес
262,Ton::N,ನಾದ,ван-сес
263,Lied::N,ಗಾನ,мани
264,Ruhe::N,ಶಾಂತಿ,ласвал
265,Ruhe::N,ಶಾಂತಿ,фаракъат
266,Ruhe::N,ಶಾಂತಿ,асайиш
267,Leute::N,ಮಂದಿ,инсанар
268,Volk::N,ಜನಾಂಗ,халкь
269,Arbeit::N,ಕೆಲಸ,кӏвалах
270,Gast::N,ಅತಿಥಿ,мугьман
271,Geschenk::N,ಕಾಣಿಕೆ,савкьат
272,Spiel::N,ಆಟ,къугъун
273,Gesellschaft::N,ಸಂಗ,жемят
274,Gesellschaft::N,ಸಂಗ,общество
275,Hilfe::N,ಸಹಾಯ,куьмек
276,Freund::N,ಸ್ನೇಹಿತ,дуст
277,Kamerad::N,ಜೊತೆಗಾರ,яр-дуст
278,Angelegenheit::N,ವಿಚಾರ,кар
279,Anzahl::N,ಎಣಿಕೆ,сан
280,Anzahl::N,ಎಣಿಕೆ,кьадар
281,Art::N,ತರ,жуьре
282,Stück::N,ತುಂಡು,кӏус
283,Teil::N,ಭಾಗ,пай
284,Hälfte::N,ಅರ್ಧ,зур
285,Hälfte::N,ಅರ್ಧ,зур пай
286,Kreis::N,ವೃತ್ತ,круг
287,Kreis::N,ವೃತ್ತ,чкаяр
288,Kreis::N,ವೃತ್ತ,элкъвей цӏар
289,Kreuz::N,ಶಿಲುಬೆ,хаш
290,Linie::N,ರೀಖೆ,цӏар
291,Strich::N,ಗೀಟು,цӏар
292,Abstand::N,ಅಂತರ,ара
293,Entfernung::N,ದೂರ,мензил
294,Gegend::N,ವಿಸ್ತೀರ್ಣ,чка
295,Platz::N,ಅಂತರ,ара
296,Ort::N,ಸ್ಥಳ,чка
297,Seite::N,ಪಕ್ಷ,пад
298,Mitte::N,ನಡು,юкь
299,Gegenstand::N,ವಸ್ತು,затӏ
300,Sache::N,ವಸ್ತು,шей
301,Sache::N,ವಸ್ತು,затӏ
302,Rand::N,ಅಂಚು,къерех
303,Kante::N,ಅಂಚು,син
304,Ecke::N,ಮೂಲೆ,пӏипӏ
305,Spitze::N,ತುದಿ,кӏвенкӏв
306,Ende::N,ಕೊನೆ,кьил
307,Loch::N,ತೂತು,тӏеквен
308,Winkel::N,ಕೋನ,пӏипӏ
309,Muster::N,ನಮೂನೆ,гишир
310,Größe::N,ಪ್ರಮಾಣ,кьадар
311,Länge::N,ಉದ್ದ,яргъивал
312,Höhe::N,ಎತ್ತರ,кьакьанвал
313,Gewicht::N,ತೂಕ,заланвал
314,Menge::N,ಮೊತ್ತ,кьадар
315,Haufen::N,ರಾಶಿ,хара
316,Reihe::N,ಸಾಲು,жерге
317,Boot::N,ದೋಣಿ,луьткве
318,Ruder::N,ಹುಟ್ಟು,кьусу
319,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,гъелерар
320,Ski::N,ಜಾರುಪಟ್ಟಿ,
321,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,цӏай
322,Last::N,ಹೊರೆ,заланвал
323,Gang::N,ತಿರುಗಾಟ,ериш
324,Schritt::N,ಹೆಜ್ಜೆ,къадам
325,Norden::N,ಉತ್ತರ,кефер
326,Norden::N,ಉತ್ತರ,кефер пад
327,Süden::N,ದಕ್ಷಿಣ,кьибле
328,Westen::N,ಪಶ್ಚಿಮ,рагъакӏидай пад
329,Osten::N,ಮೂಡಲು,рагъэкъечӏдай пад
330,Holz::N,ಚೌಬೀನೆ,кӏарас
331,Brett::N,ಹಲಗೆ,кьул
332,Brett::N,ಹಲಗೆ,тахта
333,Platte::N,ಹಲಗೆ,
334,Stütze::N,ಆಸರೆ,даях
335,Stange::N,ಕಂಬ,юрк
336,Stock::N,ಕೋಲು,лаш
337,Stab::N,ದೊಣ್ಣೆ,юрк
338,Rohr::N,ನಳಿಕೆ,турба
339,Haus::N,ಮನೆ,ужагъ
340,Heim::N,ಗೃಹ,кӏвал
341,Ofen::N,ಒಲೆ,пич
342,Fußboden::N,ನೆಲ,кӏвалин ччил
343,Tisch::N,ಮೇಜು,стол
344,Stuhl::N,ಕುರ್ಚಿ,стул
345,Wiege::N,ತೊಟ್ಟಿಲು,кьеб
346,Bett::N,ಹಾಸಿಗೆ,тахт
347,Regal::N,ಬೀರು,кьацӏ
348,Kiste::N,ಪಟ್ಟಿಗೆ,ящик
349,Fenster::N,ಕಿಟಕಿ,дакӏар
350,Tür::N,ಬಾಗಿಲು,рак
351,Tor::N,ಹೆಬ್ಬಾಗಿಲು,варар
352,Zaun::N,ಬೇಲಿ,пару
353,Dach::N,ಮಾಳಿಗೆ,къав
354,Leiter::N,ಏಣಿ,гурар
355,Besen::N,ಪೊರಕೆ,таран кул
356,Spaten::N,ಗುದ್ದಲಿ,ппер
357,Schaufel::N,ಸನಿಕೆ,хекендаз
358,Gabel::N,ಕವಲು,шиш
359,Löffel::N,ಚಮಚ,тӏур
360,Messer::N,ಚಾಕು,чукӏул
361,Nagel::N,ಆಣಿ,мих
362,Netz::N,ಬಲೆ,чил
363,Haken::N,ಕೊಂಡಿ,къармах
364,Griff::N,ಹಿಡಿ,ттум
365,Schloss::N,ವೀಗ,куьлег
366,Bild::N,ಚಿತ್ರ,шикил
367,Bild::N,ಚಿತ್ರ,суьрет
368,Figur::N,ಆಕಾರ,фигура
369,Puppe::N,ಗೊಂಬೆ,нини
370,Beutel::N,ಸಂಚಿ,тагъар
371,Bündel::N,ಕಟ್ಟು,галгам
372,Tasche::N,ಚೀಲ,чанта
373,Eimer::N,ಬಾನೆ,ведре
374,Deckel::N,ಮುಚ್ಚಳ,кьил
375,Deckel::N,ಮುಚ್ಚಳ,къалпагъ
376,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,къаб-къажах
377,Sack::N,ಮೂಟೆ,чувал
378,Tasse::N,ಬಟ್ಟಲು,сукӏра
379,Topf::N,ಮಡಕೆ,къажгъан
380,Kessel::N,ಕೆಟಲ್,къажгъан
381,Essen::N,ಊಟ,тӏуьн
382,Nahrung::N,ಆಹಾರ,тӏуьн
383,Speise::N,ಊಟ,хуьрек
384,Fleisch::N,ಮಾಂಸ,як
385,Getreide::N,ಧಾನ್ಯ,техил
386,Brei::N,ಗಂಜಿ,хапӏа
387,Brei::N,ಗಂಜಿ,хешил
388,Brot::N,ರೊಟ್ಟಿ,фу
389,Scheibe::N,ಹೋಳು,чӏук
390,Fett::N,ಕೊಬ್ಬು,ягълу
391,Butter::N,ಬೆಣ್ಣೆ,гъери
392,Öl::N,ಎಣ್ಣೆ,ягълу
393,Salz::N,ಉಪ್ಪು,кьел
394,Suppe::N,ಎಸರು,суп
395,Suppe::N,ಎಸರು,шурпа
396,Honig::N,ಮಧು,вирт
397,Milch::N,ಹಾಲು,нек
398,Tee::N,ಚಹ,чай
399,Leder::N,ಚಕ್ಕಳ,тумаж
400,Wolle::N,ಉಣ್ಣೆ,йис
401,Stoff::N,ಬಟ್ಟೆ,парча
402,Nadel::N,ಸೂಜಿ,раб
403,Faden::N,ದಾರ,гъал
404,Knopf::N,ಗುಂಡು,дуьгме
405,Knoten::N,ಗಂಟು,тӏвал
406,Farbe::N,ಬಣ್ಣ,ранг
407,Kleidung::N,ಅರಿವೆ,партал
408,Hemd::N,ಅಂಗಿ,перем
409,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,хев
410,Ärmel::N,ತೋಳು,хел
411,Hose::N,ಇಜಾರ,шалвар
412,Gürtel::N,ಬೆಲ್ಟು,чӏул
413,Mütze::N,ಟೋಪಿ,бармак
414,Mütze::N,ಟೋಪಿ,бапӏах
415,Schuh::N,ಪಾದರಕ್ಷೆ,ботинка
416,Stiefel::N,ಬೂಟು,чекме
417,Ring::N,ಉಂಗುರ,тупӏал
418,Band::N,ರಿಬ್ಬನ್,тасма
419,Kamm::N,ಹಣಿಗೆ,регъ
420,Spiegel::N,ಕನ್ನಡಿ,гуьзгуь
421,Riemen::N,ಬಾರು,къайиш
422,Schnur::N,ಹುರಿ,еб
423,Leine::N,ಹಗ್ಗ,
424,Decke::N,ಕಂಬಳಿ,яргъан
425,Kissen::N,ದಿಂಬು,хъуьцуьган
426,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,шал
427,Handtuch::N,ಚೌಕ,дасмал
428,Kraft::N,ಬಲ,гуж
429,Stärke::N,ಶಕ್ತಿ,къуват
430,Gesundheit::N,ಆರೋಗ್ಯ,сагъвал
431,Krankheit::N,ರೋಗ,тӏал
432,Schmerz::N,ನೋವು,тӏал
433,Schmerz::N,ನೋವು,тӏарвал
434,Wunde::N,ಗಾಯ,хер
435,Fieber::N,ಜ್ವರ,ифин
436,Arznei::N,ಔಷಧ,дарман
437,Brücke::N,ಸೇತುವೆ,муьгъ
438,Brunnen::N,ಬಾವಿ,къуй
439,Weide::N,ಗೋಮಾಳ,уьруьш
440,Pfad::N,ದಾರಿ,рехъ
441,Weg::N,ಹಾದಿ,рехъ
442,Straße::N,ರಸ್ತೆ,рехъ
443,Dorf::N,ಹಳ್ಳಿ,хуьр
444,Stadt::N,ಪಟ್ಟಣ,шегьер
445,Brief::N,ಕಾಗದ,кагъаз
446,Buch::N,ಪುಸ್ತಕ,улуб
447,Buchstabe::N,ಅಕ್ಷರ,гьарф
448,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,газета
449,Leben::N,ಜೀವನ,уьмуьр
450,Tod::N,ಮರಣ,кьиникь
451,Grab::N,ಗೋರಿ,сур
452,Kirche::N,ಚರ್ಚು,килиса
453,Sünde::N,ಪಾಪ,гунагь
454,Gott::N,ದೇವರು,аллагь
455,Arbeiter::N,ಕೆಲಸಗಾರ,фяле
456,Chef::N,ದಣಿ,гьаким
457,Meister::N,ಶಿಕ್ಷಕ,устӏар
458,Arzt::N,ವೈದ್ಯ,доктор
459,Lehrer::N,ಉಪಾಧ್ಯಾಯ,муаллим
460,Geld::N,ಹಣ,пул
461,Geschäft::N,ವಾಣಿಜ್ಯ,
462,Laden::N,ಅಂಗಡಿ,магазин
463,Preis::N,ಬೆಲೆ,къимет
464,Ware::N,ಸರಕು,мал
465,Ware::N,ಸರಕು,товар
466,Nutzen::N,ಲಾಭ,хийир
467,Nutzen::N,ಲಾಭ,менфят
468,Reichtum::N,ಸಂಪತ್ತು,девлет
469,Welt::N,ಭೂಲೋಕ,дуьнья
470,Land::N,ದೇಶ,уьлкве
471,Staat::N,ರಾಜ್ಯ,пачагьлугъ
472,Staat::N,ರಾಜ್ಯ,государство
473,König::N,ರಾಜ,пачагь
474,Macht::N,ಅಧಿಕಾರ,власть
475,Grenze::N,ಗಡಿ,сергьят
476,Krieg::N,ಯುದ್ಧ,дяве
477,Feind::N,ಶತ್ರು,душман
478,Gewalt::N,ಹಿಂಸೆ,гуж
479,Kampf::N,ಹೋರಾಟ,женг
480,Bogen[Waffe]::N,ಬಿಲ್ಲು,чӏемерук
481,Pfeil::N,ಅಂಬು,хьел
482,Gewehr::N,ಬಂದೂಕು,тфенг
483,Fehler::N,ತಪ್ಪು,гъалатӏ
484,Lüge::N,ಸುಳ್ಳು,ттаб
485,Schaden::N,ಹಾನಿ,зиян
486,Schaden::N,ಹಾನಿ,зарар
487,Unglück::N,ಅಪಾಯ,бала
488,Unglück::N,ಅಪಾಯ,бедбахтвал
489,Schuld::N,ದೋಷ,тахсир
490,Alter::N,ಮುಪ್ಪು,яш
491,Schluss::N,ಮುಕ್ತಾಯ,эхир
492,Zeit::N,ಕಾಲ,вяде
493,Tag::N,ದಿನ,югъ
494,Morgen::N,ಮುಂಜಾನೆ,пакама
495,Mittag::N,ನಡುಹಗಲು,нисин
496,Abend::N,ಸಂಜೆ,няни
497,Nacht::N,ರಾತ್ರಿ,йиф
498,Woche::N,ವಾರ,гьафте
499,Monat::N,ತಿಂಗಳು,варз
500,Jahr::N,ಸಂವತ್ಸರ,йис
501,Frühling::N,ವಸಂತ,гатфар
502,Sommer::N,ಬಿಸಿಲುಕಾಲ,гад
503,Herbst::N,ಶರತ್ಕಾಲ,зул
504,Winter::N,ಚಳಿಗಾಲ,кьуьд
505,Januar::N,ನಾಲ್ಚಳಿ,январь
506,Februar::N,ಅಯ್ಚಳಿ,февраль
507,März::N,ಮೊಬ್ಬೇಸಿಗೆ,март
508,April::N,ಇಬ್ಬೇಸಿಗೆ,апрель
509,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,май
510,Juni::N,ಮೊಮ್ಮಳೆ,июнь
511,Juli::N,ಇಮ್ಮಳೆ,июль
512,August::N,ಮುಮ್ಮಳೆ,август
513,September::N,ನಾಲ್ಮಳೆ,сентябрь
514,Oktober::N,ಮೊಚ್ಚಳಿ,октябрь
515,November::N,ಇಚ್ಚಳಿ,ноябрь
516,Dezember::N,ಮುಚ್ಚಳಿ,декабрь
517,Montag::N,ಸೋಮುವಾರ,ислен
518,Dienstag::N,ಮಂಗಳವಾರ,саласа
519,Mittwoch::N,ಬುಧವಾರ,арбе
520,Donnerstag::N,ಗುರುವಾರ,хемис югъ
521,Freitag::N,ಶುಕ್ರವಾರ,жуьмя
522,Freitag::N,ಶುಕ್ರವಾರ,жуьмя югъ
523,Samstag::N,ಶನಿವಾರ,киш
524,Sonntag::N,ಭಾನುವಾರ,гьяд
525,groß::A,ದೊಡ್ಡ,еке
526,groß::A,ದೊಡ್ಡ,чӏехи
527,klein::A,ಪುಟ್ಟ,гъвечӏи
528,lang::A,ದೀರ್ಘ,яргъи
529,kurz::A,ಚಕ್ಕ,куьруь
530,breit::A,ಅಗಲವಾದ,гьяркьуь
531,schmal::A,ಇಕ್ಕಟ್ಟಾದ,гуьтӏуь
532,dicht::A,ದಟ್ಟ,къалин
533,dick[Gegenstand]::A,ದಟ್ಟ,
534,dünn::A,ತೆಳು,кьелечӏ
535,fein::A,ಕೋಮಲ,шуькӏуь
536,fest::A,ಘನ,кӏеви
537,flach::A,ಚಪ್ಪಟೆ,кьулу
538,glatt::A,ನಯ,цӏалцӏам
539,hart::A,ಗಟ್ಟಿ,кӏеви
540,weich::A,ಮೃದುವಾದ,хъуьтуьл
541,rund::A,ವರ್ತುಳ,элкъвей
542,spitz::A,ಮೊನಚಾದ,хци
543,scharf::A,ತೀಕ್ಷ್ಣ,хци
544,stumpf::A,ಮೊಂಡು,къуьруь
545,schwer::A,ಭಾರಿ,залан
546,schön::A,ಸುಂದರ,иер
547,heiß::A,ಬಿಸಿ,кудай
548,warm::A,ಬಿಸಿ,чими
549,kalt::A,ತಣ್ಣನೆಯ,мекьи
550,kühl::A,ತಂಪಾದ,къайи
551,frisch::A,ನಿರ್ಮಲ,таза
552,frisch::A,ನಿರ್ಮಲ,михьи
553,feucht::A,ಒದ್ದೆಯಾದ,ламу
554,nass::A,ಒದ್ದೆಯಾದ,кьежей
555,trocken::A,ಶುಷ್ಕ,кьуру
556,voll::A,ತುಂಬಿದ,ацӏай
557,leer::A,ಖಾಲಿ,буш
