,Concept_ID,kn,lez
1074,waschen::V,ತೊಳೆ,чуьхуьн
1075,abwischen::V,ಒರಸು,гуьцӏун
1076,spülen::V,ಗಲಬರಿಸು,экъуьрун
1077,fegen::V,ಗುಡಿಸು,шуткун
1078,kehren::V,ಗುಡಿಸು,кул алтадун
1079,baden::V,ಸ್ನಾನಮಾಡು,эхъуьн
1080,sich waschen::V,ತೊಳೆ,жендек чуьхуьн
1081,ausziehen::V,ಬಿಚ್ಚು,хутӏунун
1082,ausziehen::V,ಬಿಚ್ಚು,галудун
1083,anziehen::V,ಹಾಕು,алукӏун
1084,sich anziehen::V,ಹಾಕು,алукӏун
1085,sich anziehen::V,ಹಾಕು,парталар алукӏун
1086,kämmen::V,ಬಾಚು,эвягъун
1087,schmücken::V,ಅಲಂಕರಿಸು,безетмишун
1088,schmücken::V,ಅಲಂಕರಿಸು,гуьрчегарун
1089,sagen::V,ಹೇಳು,лугьун
1090,sprechen::V,ನುಡಿ,рахун
1091,reden::V,ನುಡಿ,рахун
1092,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,ихтилат авун
1093,fragen::V,ವಿಚಾರಿಸು,жузун
1094,bitten::V,ಬೇಡು,тӏалабун
1095,erzählen::V,ಹೇಳು,ахъаюн
1096,mitteilen::V,ತಿಳಿಸು,хабар гун
1097,nennen::V,ಹೆಸರಿಡು,тӏвар гун
1098,rufen::V,ಕರೆ,эверун
1099,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,яцӏу гафар авун
1100,übersetzen::V,ಭಾಷಾಂತರಿಸು,таржума авун
1101,übersetzen::V,ಭಾಷಾಂತರಿಸು,гафладун
1102,denken::V,ಯೋಚಿಸು,фикир авун
1103,glauben::V,ನಂಬು,агъун
1104,bemerken::V,ಗಮನಿಸು,фикир гун
1105,erkennen::V,ಗುರುತುಹಿಡಿ,
1106,begreifen::V,ಗ್ರಹಿಸು,гъавурда акьун
1107,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,
1108,lernen::V,ಕಲಿ,кӏелун
1109,wissen::V,ಅರಿ,чир хьун
1110,wissen::V,ಅರಿ,чирхьун
1111,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,рикӏел хуьн
1112,vergessen::V,ಮರೆತುವಿಡು,рикӏелай фин
1113,vergessen::V,ಮರೆತುವಿಡು,рикӏелай алатун
1114,messen::V,ಅಳೆ,алцумун
1115,zählen::V,ಗಣಿಸು,гьисабун
1116,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,гьисабун
1117,lesen::V,ಓದು,кӏелун
1118,malen::V,ಬಿಡಿಸು,кхьин
1119,malen::V,ಬಿಡಿಸು,шикилар чӏугун
1120,zeichnen::V,ಬಿಡಿಸು,чӏугун
1121,schreiben::V,ಬರೆ,кхьин
1122,besitzen::V,ಒಡೆಯನಾಗಿರು,иеси хьун
1123,kaufen::V,ಕೊಳ್ಳು,къачун
1124,kaufen::V,ಕೊಳ್ಳು,маса къачун
1125,verkaufen::V,ಕೊಡು,гун
1126,verkaufen::V,ಕೊಡು,маса гун
1127,bezahlen::V,ಬೆಲೆತೆರು,къимет гун
1128,bezahlen::V,ಬೆಲೆತೆರು,эвезда авун
1129,bezahlen::V,ಬೆಲೆತೆರು,гьакъи агакьрун
1130,zahlen::V,ಹಣವನ್ನುಕೊಡು,къимет гун
1131,zahlen::V,ಹಣವನ್ನುಕೊಡು,эвезда авун
1132,zahlen::V,ಹಣವನ್ನುಕೊಡು,гьакъи агакьрун
1133,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,иеси хьун
1134,ertragen::V,ಸಹಿಸು,таб гун
