,Concept_ID,br,zh
59,Luft::N,aer,空气
60,Wind::N,avel,风
61,Welle::N,houlenn,波
62,Wasser::N,dour,水
63,Stein::N,maen,石头
64,Boden::N,tachenn,地面
65,Erde::N,douar,地
66,Staub::N,poultr,灰尘
67,Rauch::N,moged,烟
68,Funke::N,ful,火花
69,Feuer::N,tan,火
70,Licht::N,gouloù,光
71,Schatten::N,disheol,影子
72,Wetter::N,amzer,天气
73,Nebel::N,brumenn,雾
74,Wolke::N,koumoulenn,云
75,Regen::N,glav,雨
76,Schnee::N,erc'h,雪
77,Eis::N,skorn,冰
78,Frost::N,rev,霜冻
79,Kälte::N,yen,寒冷
80,Hitze::N,tommder,炎热
81,Raureif::N,frim,霜
82,Regenbogen::N,gwareg-ar-glav,虹
83,Donner::N,kurun,雷
84,Strömung::N,red,水流
85,Tropfen::N,bannac'h,滴
86,Tropfen::N,takenn,滴
87,Schaum::N,spoum,泡沫
88,Schmutz::N,fank,赃物
89,See::N,lenn,湖
90,Sumpf::N,gwern,沼泽
91,Moor::N,taouarc'heg,沼泽
92,Wiese::N,prad,草地
93,Wald::N,koad,森林
94,Hügel::N,torgenn,丘陵
95,Anhöhe::N,run,山丘
96,Berg::N,menez,山
97,Gipfel::N,barr,峰
98,Höhle::N,kav,洞穴
99,Abhang::N,naou,斜坡
100,Quelle::N,feunteun,泉
101,Bach::N,gwazh,溪
102,Fluss::N,stêr,河流
103,Ufer::N,ribl,岸
104,Küste::N,aod,海岸
105,Festland::N,douar,大陆
106,Meer::N,mor,海
107,Bucht::N,mor-bihan,海湾
108,Insel::N,enez,岛
109,Blume::N,bleunienn,花
110,Gras::N,geot,草
111,Wurzel::N,gwrizienn,根
112,Baum::N,gwezenn,树
113,Stamm::N,kef,树干
114,Rinde::N,rusk,树皮
115,Ast::N,barr,树枝
116,Zweig::N,bod,树枝
117,Blatt::N,delienn,叶子
118,Birke::N,bezvenn,桦木
119,Kiefer[Baum]::N,pinenn,松树
120,Weide[Baum]::N,halegenn,柳树
121,Tanne::N,sapenn,冷杉
122,Horn::N,korn,角
123,Feder::N,pluñv,羽毛
124,Fell::N,kreoñ,皮毛
125,Flügel::N,askell,翅膀
126,Klaue::N,skilf,爪子
127,Kralle::N,skilf,爪子
128,Schwanz::N,lost,尾巴
129,Ei::N,vi,蛋
130,Nest::N,neizh,巢
131,Bau::N,douarenn,穴
132,Tier::N,loen,动物
133,Herde::N,tropell,群
134,Kuh::N,buoc'h,母牛
135,Bulle::N,tarv,公牛
136,Pferd::N,marc'h,马
137,Schaf::N,dañvad,羊
138,Schwein::N,pemoc'h,猪
139,Hund::N,ki,狗
140,Katze::N,kazh,猫
141,Bär::N,arzh,熊
142,Eichhörnchen::N,gwiñver,松鼠
143,Elch::N,karv-dour,麋鹿
144,Fuchs::N,louarn,狐狸
145,Hase::N,gad,兔子
146,Maus::N,logodenn,老鼠
147,Wolf::N,bleiz,狼
148,Vogel::N,labous,鸟
149,Schwarm::N,nijad,群
150,Huhn::N,yar,鸡
151,Hahn::N,kilhog,公鸡
152,Gans::N,gwazenn,鹅
153,Adler::N,erer,鹰
154,Ente::N,houad,鸭
155,Eule::N,toud,猫头鹰
156,Kranich::N,garan,鹤
157,Krähe::N,bran,乌鸦
158,Kuckuck::N,koukoug,布谷鸟
159,Schwan::N,alarc'h,天鹅
160,Fisch::N,pesk,鱼
161,Barsch::N,brell,鲈鱼
162,Hecht::N,beked,狗鱼
163,Schlange[Tier]::N,naer,蛇
164,Wurm::N,preñv,蠕虫
165,Spinne::N,kevnidenn,蜘蛛
166,Ameise::N,merion,蚂蚁
167,Laus::N,laouenn,虱子
168,Mücke::N,moustik,蚊子
169,Fliege::N,kelienenn,苍蝇
170,Schmetterling::N,balafenn,蝴蝶
171,Beere::N,hog,将果
172,Apfel::N,aval,苹果
173,Pilz::N,kabell-touseg,蘑菇
174,Zwiebel::N,ognonenn,洋葱
175,Saat::N,had,种子
176,Korn::N,ed,谷粒
177,Heu::N,foenn,干草
178,Schale::N,peliadur,壳
179,Falle::N,pech,圈套
180,Schlinge::N,krouglas,活扣
181,Asche::N,ludu,灰烬
182,Dreck::N,fank,污垢
183,Eisen::N,houarn,铁
184,Gold::N,aour,金子
185,Silber::N,arc'hant,银
186,Kohle::N,glaou,煤
187,Glas::N,gwer,玻璃
188,Sand::N,traezh,沙
189,Mensch::N,den,人
190,Mann::N,den,男子
191,Frau::N,maouez,妇女
192,Kind::N,bugel,小孩
193,Junge::N,paotr,男孩
194,Mädchen::N,plac'h,女孩
195,Familie::N,familh,家庭
196,Großvater::N,tad-kozh,祖父
197,Großmutter::N,mamm-gozh,祖母
198,Eltern::N,kerent,父母
199,Vater::N,tad,父亲
200,Mutter::N,mamm,母亲
201,Sohn::N,mab,儿子
202,Tochter::N,merc'h,女儿
203,Bruder::N,breur,兄弟
204,Schwester::N,c'hoar,姐妹
205,Onkel::N,eontr,伯父
206,Tante::N,moereb,阿姨
207,Ehemann::N,gwaz,丈夫
208,Ehefrau::N,gwreg,妻子
209,Freude::N,levenez,愉快
210,Gelächter::N,c'hoarzherezh,大笑
211,Glück::N,chañs,运气
212,Kummer::N,doan,苦恼
213,Wunsch::N,c'hoant,愿望
214,Lust::N,c'hoant,乐趣
215,Geist::N,spered,精神
216,Gedanke::N,soñj,思想
217,Gedächtnis::N,eñvor,记性
218,Verstand::N,skiant,理智
219,Sinn::N,ster,感觉
220,Grund::N,kaoz,理由
221,Wahrheit::N,gwirionez,真理
222,Gespräch::N,kaozeadenn,谈话
223,Märchen::N,kaoz korriganez,童话
224,Erzählung::N,kontadenn,故事
225,Nachricht::N,keloù,消息
226,Neuigkeit::N,kelaouenn,新闻
227,Name::N,anv,名字
228,Rätsel::N,divinatez,谜语
229,Rede::N,diskour,讲话
230,Sprache::N,yezh,语言
231,Stimme::N,mouezh,声音
232,Wort::N,ger,词
233,Zeichen::N,sin,标记
234,Ruf::N,galv,呼喊
235,Lärm::N,trouz,噪音
236,Ton::N,ton,声音
237,Lied::N,kanaouenn,歌曲
238,Ruhe::N,sioulded,安静
239,Leute::N,tud,人们
240,Volk::N,pobl,人民
241,Arbeit::N,labour,劳动
242,Gast::N,kouviad,客人
243,Geschenk::N,prof,礼物
244,Spiel::N,c'hoari,游戏
245,Gesellschaft::N,kompagnunezh,陪同
246,Gesellschaft::N,kavandad,陪同
247,Hilfe::N,sikour,帮助
248,Freund::N,mignon,朋友
249,Kamerad::N,kamarad,同志
250,Angelegenheit::N,afer,事情
251,Anzahl::N,niver,数目
252,Art::N,sort,种类
253,Stück::N,tamm,块
254,Teil::N,pezh,部分
255,Hälfte::N,hanterenn,一半
256,Kreis::N,kelc'h,圆
257,Kreuz::N,kroaz,十字架
258,Linie::N,linenn,线条
259,Strich::N,tenn,划
260,Abstand::N,distok,距离
261,Entfernung::N,keid,距离
262,Entfernung::N,kehid,距离
263,Gegend::N,korn-bro,地区
264,Platz::N,plasenn,场所
265,Ort::N,lec'h,地点
266,Seite::N,tu,面
267,Mitte::N,kreiz,中间
268,Gegenstand::N,tra,物品
269,Sache::N,tra,物
270,Rand::N,kantenn,边
271,Kante::N,kantenn,棱
272,Ecke::N,korn,角
273,Spitze::N,begell,尖
274,Ende::N,dibenn,结尾
275,Loch::N,toull,洞
276,Muster::N,tresadenn,模型
277,Größe::N,ment,大小
278,Länge::N,hirder,长度
279,Höhe::N,uhelder,高度
280,Gewicht::N,pouez,重量
281,Menge::N,bern,数量
282,Haufen::N,bern,堆
283,Reihe::N,steud,行
284,Boot::N,bag,小船
285,Ruder::N,roeñv,奖
286,Schlitten::N,trainell,雪橇
287,Ski::N,ski,雪板
288,Last::N,karg,负担
289,Gang::N,kerzh,行走
290,Schritt::N,paz,步伐
291,Norden::N,norzh,北
292,Norden::N,hanternoz,北
293,Süden::N,su,南
294,Süden::N,kreisteiz,南
295,Westen::N,kuzh-heol,西
296,Osten::N,reter,东
297,Osten::N,sav-heol,东
298,Holz::N,koad,木材
299,Brett::N,plankenn,木板
300,Platte::N,plakenn,平板
301,Stütze::N,harp,支架
302,Stange::N,sparl,杆
303,Stock::N,bazh,棒
304,Stab::N,bazh,棍
305,Rohr::N,tub,管子
306,Rohr::N,korz,管子
307,Haus::N,ti,房屋
308,Heim::N,kêr,家
309,Ofen::N,forn,炉子
310,Fußboden::N,plañchod,地板
311,Tisch::N,taol,桌子
312,Stuhl::N,kador,椅子
313,Wiege::N,kavell,摇蓝
314,Bett::N,gwele,床
315,Regal::N,estajerenn,架子
316,Kiste::N,kased,箱子
317,Fenster::N,prenestr,窗户
318,Tür::N,dor,门
319,Tor::N,portal,大门
320,Zaun::N,sklotur,篱笆
321,Dach::N,toenn,屋顶
322,Leiter::N,skeul,梯子
323,Besen::N,skubell,扫帚
324,Spaten::N,pal,铁锹
325,Schaufel::N,pal,铁锹
326,Gabel::N,fourchetez,叉
327,Löffel::N,loa,食匙
328,Messer::N,kontell,刀
329,Nagel::N,tach,钉子
330,Netz::N,roued,网
331,Haken::N,krog,钩子
332,Griff::N,kemer,把柄
333,Schloss::N,potenn,锁
334,Bild::N,skeudenn,图画
335,Figur::N,skeud,人像
336,Figur::N,figur,人像
337,Puppe::N,merc'hodenn,娃娃
338,Beutel::N,sac'h,袋子
339,Bündel::N,feskenn,捆
340,Tasche::N,sac'h,手提包
341,Eimer::N,sailh,桶
342,Deckel::N,pallenn,盖子
343,Geschirr::N,listriaj,餐具
344,Sack::N,sac'h,袋子
345,Tasse::N,tas,杯子
346,Topf::N,pod,锅
347,Kessel::N,chaodouron,水壶
348,Essen::N,pred,进餐
349,Nahrung::N,boued,食物
350,Speise::N,meuz,菜肴
351,Fleisch::N,kig,肉
352,Getreide::N,ed,谷物
353,Brei::N,yod,粥
354,Brot::N,bara,面包
355,Scheibe::N,tailhenn,片
356,Fett::N,lard,脂肪
357,Butter::N,amann,黄油
358,Öl::N,eoul,油
359,Salz::N,holen,盐
360,Suppe::N,soubenn,汤
361,Honig::N,mel,蜂蜜
362,Milch::N,laezh,奶
363,Tee::N,te,茶
364,Leder::N,lêr,皮革
365,Wolle::N,gloan,毛线
366,Stoff::N,danvez,织物
367,Nadel::N,nadoz,针
368,Faden::N,neudenn,线
369,Knopf::N,bouton,纽扣
370,Knoten::N,skoulm,结
371,Farbe::N,liv,颜色
372,Kleidung::N,dilhad,衣服
373,Hemd::N,roc'hed,衬衫
374,Kragen::N,gouzoug,领子
375,Ärmel::N,milgin,袖子
376,Hose::N,bragoù,裤子
377,Gürtel::N,gouriz,腰带
378,Mütze::N,boned,帽子
379,Schuh::N,botez,鞋
380,Stiefel::N,botez,靴子
381,Ring::N,gwalenn,戒指
382,Band::N,bagad,带子
383,Kamm::N,krib,梳子
384,Spiegel::N,melezour,镜子
385,Riemen::N,lerenn,皮带
386,Schnur::N,kordenn,绳子
387,Leine::N,roll,皮带
388,Decke::N,golo,被子
389,Kissen::N,goubenner,软垫
390,Tuch::N,mezher,巾
391,Handtuch::N,toailhon,手巾
392,Kraft::N,nerzh,力
393,Stärke::N,nerzhder,力量
394,Gesundheit::N,yec'hed,健康
395,Krankheit::N,klañved,病
396,Schmerz::N,poan,痛
397,Schmerz::N,droug,痛
398,Wunde::N,gloazadenn,伤口
399,Fieber::N,terzhienn,发烧
400,Arznei::N,louzoù,药
401,Brücke::N,pont,桥
402,Brunnen::N,puñs,井
403,Weide::N,prad,牧场
404,Pfad::N,gwenodenn,小路
405,Weg::N,hent,路
406,Straße::N,ru,街
407,Straße::N,hent,街
408,Dorf::N,kêr,村庄
409,Dorf::N,kêriadenn,村庄
410,Stadt::N,kêr,城市
411,Brief::N,lizher,信
412,Buch::N,levr,书
413,Buchstabe::N,lizherenn,字母
414,Zeitung::N,kazetenn,报纸
415,Leben::N,buhez,生命
416,Tod::N,marv,死亡
417,Grab::N,bez,坟墓
418,Kirche::N,iliz,教堂
419,Sünde::N,pec'hed,罪
420,Gott::N,doue,上帝
421,Arbeiter::N,labourer,工人
422,Arbeiter::N,micherour,工人
423,Chef::N,penn,上司
424,Meister::N,mestr,师傅
425,Arzt::N,mezeg,医生
426,Arzt::N,medisin,医生
427,Lehrer::N,skolaer,教师
428,Lehrer::N,kelenner,教师
429,Geld::N,arc'hant,钱
430,Geschäft::N,stal,交易
431,Laden::N,stal,商店
432,Preis::N,priz,价格
433,Ware::N,marc'hadourezh,商品
434,Nutzen::N,gounidegezh,好处
435,Nutzen::N,lañs,好处
436,Nutzen::N,profit,好处
437,Nutzen::N,spleit,好处
438,Reichtum::N,pinvidigezh,财富
439,Welt::N,douar,世界
440,Land::N,bro,国家
441,Staat::N,stad,国家
442,König::N,roue,国王
443,Macht::N,galloud,权力
444,Grenze::N,harzoù,边界
445,Krieg::N,brezel,战争
446,Feind::N,eneber,敌人
447,Gewalt::N,tâerder,暴力
448,Kampf::N,kann,战斗
449,Bogen[Waffe]::N,gwareg,弓
450,Pfeil::N,saezh,箭
451,Gewehr::N,fuzuilh,枪
452,Fehler::N,fazi,错误
453,Lüge::N,gaou,谎话
454,Schaden::N,gwall,损失
455,Unglück::N,gwalleur,不幸
456,Schuld::N,kablusted,过错
457,Schuld::N,pec'hedigezh,过错
458,Alter::N,oad,年龄
459,Schluss::N,diwezh,结束
460,Zeit::N,amzer,时间
461,Tag::N,deizh,天
462,Morgen::N,beure,早晨
463,Morgen::N,mintin,早晨
464,Mittag::N,kreisteiz,中午
465,Abend::N,abardaez,晚上
466,Nacht::N,noz,夜
467,Woche::N,sizhun,星期
468,Monat::N,miz,月
469,Jahr::N,bloaz,年
470,Frühling::N,nevezamzer,春天
471,Sommer::N,hañv,夏天
472,Herbst::N,diskaramzer,秋天
473,Winter::N,goañv,冬天
474,Januar::N,Genver,一月
475,Februar::N,C'hwevrer,二月
476,März::N,Meurzh,三月
477,April::N,Ebrel,四月
478,Mai::N,Mae,五月
479,Juni::N,Mezheven,六月
480,Juli::N,Gouhere,七月
481,August::N,Eost,八月
482,September::N,Gwengolo,九月
483,Oktober::N,Here,十月
484,November::N,Du,十一月
485,Dezember::N,Kerzu,十二月
486,Montag::N,Lun,星期一
487,Dienstag::N,Meurzh,星期二
488,Mittwoch::N,Merc'her,星期三
489,Donnerstag::N,Yaou,星期四
490,Freitag::N,Gwener,星期五
491,Samstag::N,Sadorn,星期六
492,Sonntag::N,Sul,星期日
493,groß::A,bras,大
494,klein::A,bihan,小
495,lang::A,hir,长
496,kurz::A,berr,短
497,breit::A,ledan,宽
498,schmal::A,strizh,细长的
499,dicht::A,stank,密
500,dick[Gegenstand]::A,tev,厚
501,dünn::A,moan,薄
502,fein::A,munut,细小
503,fest::A,start,固体
504,flach::A,plaen,平坦
505,glatt::A,lintr,光滑
506,glatt::A,levn,光滑
507,hart::A,kalet,硬
508,weich::A,blot,软
509,rund::A,ront,圆
510,spitz::A,poentet,尖
511,scharf::A,dremm,锋利
512,stumpf::A,talsoc'h,钝
513,schwer::A,pounner,重
514,schön::A,kaer,美丽
515,heiß::A,tomm,烫
516,warm::A,tomm,暖和
517,kalt::A,yen,冷
518,kühl::A,yen,凉
519,frisch::A,fresk,新鲜
520,feucht::A,gleb,潮湿
521,nass::A,gleb,湿
522,trocken::A,sec'h,干
523,voll::A,leun,满
524,leer::A,goullo,空
525,offen::A,digor,敞开
526,geschlossen::A,serr,关闭
527,sauber::A,naet,干净
528,schmutzig::A,lous,肮脏
529,roh::A,kriz,生
530,reif::A,darev,成熟
531,lecker::A,lipous,好吃
532,lecker::A,saourus,好吃
533,süß::A,dous,甜
534,bitter::A,c'hwerv,苦
535,sauer::A,trenk,酸
536,hell::A,sklaer,亮
537,dunkel::A,teñval,阴暗
538,schwarz::A,du,黑
539,weiß::A,gwenn,白
540,rot::A,ruz,红
541,gelb::A,melen,黄
542,blau::A,glas,蓝
543,grün::A,gwer,绿
544,grau::A,louet,灰色
545,bunt::A,liesliv,五彩
546,billig::A,marc'had-mat,便宜
547,teuer::A,ker,贵
548,wertvoll::A,prizius,贵重
549,blind::A,dall,瞎
550,taub::A,bouzar,聋
551,kräftig::A,start,强壮
552,stark::A,kreñv,强壮
553,schwach::A,gwan,弱
554,fett::A,lard,胖
555,schlank::A,sinkl,苗条
556,hübsch::A,koant,漂亮
557,böse::A,gwall,邪恶
558,dumm::A,glep,笨
559,faul::A,lezirek,懒惰
560,fleißig::A,studius,勤奋
561,geizig::A,tost,吝啬
562,klug::A,speredek,聪明
563,geschickt::A,dornet,灵巧
564,lieb::A,koant,可爱
565,lustig::A,laouen,快乐
566,sanft::A,flour,柔和
567,hungrig::A,marnaon,饥饿
568,krank::A,klañv,患病
569,nackt::A,noazh,裸体
570,traurig::A,trist,悲哀
571,lebendig::A,bev,活
572,gut::A,mad,好
573,schlecht::A,fall,坏
574,schlecht::A,gwall,坏
575,richtig::A,reizh,正确
576,schlimm::A,gwall,糟糕
577,wahr::A,gwir,真
578,alt::A,kozh,旧
579,neu::A,nevez,新
580,ehemalig::A,kozh,以前
581,alt[Lebewesen]::A,kozh,老
582,jung::A,yaouank,年轻
583,arm::A,paour,贫穷
584,reich::A,pinvidik,富裕
585,bekannt::A,anavezet,出名
586,berühmt::A,brudet,著名
587,fremd::A,dizanav,陌生
588,verschieden::A,disheñel,不同
589,nah::A,nes,近
590,fern::A,diabell,遥远
591,linker::A,kleiz,左
592,rechter::A,dehoù,右
593,anderer::A,all,别的
594,erster::A,kentañ,第一
595,zweiter::A,eil,第二
596,dritter::A,trede,第三
597,letzter::A,diwezhañ,最后
598,allein::ADV,e-unan,单独
599,auf einmal::ADV,ar un dro,同时
600,zusammen::ADV,asambles,一起
601,lange::ADV,pell,许久
602,plötzlich::ADV,en un taol,忽然
603,sofort::ADV,diouzhtu,立刻
604,später::ADV,diwezhatoc'h,以后
605,jetzt::ADV,bremañ,现在
606,heute::ADV,hiziv,今天
607,morgen::ADV,arc'hoazh,明天
608,bald::ADV,hepdale,即将
609,dann::ADV,a-c'houde,然后
610,gestern::ADV,dec'h,昨天
611,einst::ADV,gwechall,曾经
612,damals::ADV,neuze,当时
613,danach::ADV,goude,随后
614,vorher::ADV,diagent,事先
615,zuerst::ADV,da gentañ,首先
616,einmal::ADV,ur wech,一次
617,manchmal::ADV,a-wechoù,有时
618,oft::ADV,alies,时常
619,immer::ADV,atav,总是
620,immer::ADV,bepred,总是
621,niemals::ADV,gwech ebet,从未
622,hier::ADV,amañ,这里
623,hierhin::ADV,dre amañ,到这里
624,von hier::ADV,alemañ,由此
625,dort::ADV,aze,那里
626,dort::ADV,ahont,那里
627,dorthin::ADV,di,到那里
628,dorthin::ADV,aze,到那里
629,dorthin::ADV,ahont,到那里
630,geradeaus::ADV,war-eeun,一直往前
631,vorwärts::ADV,war-raok,向前
632,rückwärts::ADV,war-lerc'h,向后
633,zurück::ADV,war-dreñv,退后
634,unten::ADV,en traoñ,下面
635,hinab::ADV,a-izel,向下
636,oben::ADV,en nec'h,上面
637,hinauf::ADV,e-krec'h,向上
638,überall::ADV,dre-holl,到处
639,nicht::ADV,ne ... ket,不
640,ein wenig::ADV,un tammig,一点儿
641,kaum::ADV,a-boan,几乎不
642,sehr::ADV,-tre,很
643,sehr::ADV,-kenañ,很
644,so::ADV,evel-se,如此
645,noch::ADV,c'hoazh,还
646,nur::ADV,hepken,只
647,schon::ADV,dija,已经
648,wieder::ADV,adarre,又
649,vor::PRP,dirak,在...面前
650,hinter::PRP,a-drek,在...背后
651,hinter::PRP,a-dreñv,在...背后
652,unter::PRP,dindan,在...下面
653,durch::PRP,dre,穿过
654,neben::PRP,e-kichen,在...旁
655,zwischen::PRP,etre,在...之间
656,wegen::PRP,abalamour da,由于
657,dies::PRN,hemañ,这
658,das::PRN,se,那
659,das::PRN,hennezh,那
660,alles::PRN,pep tra,一切
661,ich::PRN,me,我
662,du::PRN,te,你
663,er::PRN,eñ,他
664,wir::PRN,ni,我们
665,ihr::PRN,c'hwi,你们
666,sie::PRN,int,她
667,was::FPRN,petra,什么
668,wer::FPRN,piv,谁
669,wo::FADV,pelec'h,哪里
670,wohin::FADV,da belec'h,去哪里
671,wie::FADV,penaos,怎么
672,warum::FADV,perak,为什么
673,wieviel::FNUM,pet,多少
674,eins::NUM,unan,一
675,zwei::NUM,daou,二
676,drei::NUM,tri,三
677,vier::NUM,pevar,四
678,fünf::NUM,pemp,五
679,sechs::NUM,c'hwec'h,六
680,sieben::NUM,seizh,七
681,acht::NUM,eizh,八
682,neun::NUM,nav,九
683,zehn::NUM,dek,十
684,elf::NUM,unnek,十一
685,zwölf::NUM,daouzek,十二
686,zwanzig::NUM,ugent,二十
687,dreißig::NUM,tregont,三十
688,vierzig::NUM,daou-ugent,四十
689,fünfzig::NUM,hanter-kant,五十
690,sechzig::NUM,tri-ugent,六十
691,siebzig::NUM,dek ha tri-ugent,七十
692,achtzig::NUM,pevar-ugent,八十
693,neunzig::NUM,dek ha pevar-ugent,九十
694,hundert::NUM,kant,百
695,tausend::NUM,mil,千
696,und::CNJ,ha,和
697,oder::CNJ,pe,或者
698,stehen::V,bezañ a-sav,站
699,sitzen::V,azezañ,坐
700,sitzen::V,bezañ en e goazez,坐
701,liegen::V,bezañ en e c'hourvez,躺着
702,hängen::V,krougañ,挂着
703,werden::V,dazonet,成为
704,passieren::V,c'hoarvezout,发生
705,beginnen::V,stagañ,开始
706,enden::V,achuiñ,终止
707,wechseln::V,cheñch,变迁
708,aufgehen[Sonne]::V,dirouzañ,升起
709,scheinen[Sonne]::V,lugernañ,照射
710,donnern::V,taranal,打雷
711,wehen::V,c'hwezhañ,飘扬
712,strömen::V,deredek,流
713,fließen::V,redek,流动
714,sich drehen::V,troiñ,转动
715,schwanken::V,trantellat,摇摆
716,schwingen::V,froumal,摇
717,fallen::V,kouezhañ,坠落
718,brennen::V,deviñ,燃烧
719,rauchen::V,divogedañ,冒烟
720,regnen::V,glavañ,下雨
721,gefrieren::V,reviñ,结冰
722,tauen::V,diskornañ,融化
723,schmelzen::V,teuziñ,溶化
724,trocknen::V,sec'hañ,变干
725,sieden::V,berviñ,煮
726,faulen::V,breinañ,腐烂
727,verfaulen::V,breinañ,腐烂
728,reißen::V,darnaouiñ,撕
729,versinken::V,sodellañ,下沉
730,vergehen::V,tremen,流逝
731,erscheinen::V,donet war-wel,出现
732,verschwinden::V,monet diwar wel,消失
733,sinken::V,en em izelat,下降
734,abnehmen::V,nebeutaat,减少
735,zunehmen::V,kreskiñ,增加
736,steigen::V,sevel,上升
737,wachsen::V,kreskiñ,生长
738,glänzen::V,lugernañ,发光
739,funkeln::V,elieniñ,闪烁
740,lärmen::V,rabotat,吵闹
741,klirren::V,diridignat,
742,klirren::V,sterlinkañ,
743,brausen::V,gwegal,疾驶
744,rauschen::V,trouzal,
745,klingen::V,seniñ,听起来
746,bellen::V,harzhal,吠
747,heulen::V,yudal,嗥
748,blasen::V,c'hwezhañ,吹
749,pfeifen::V,c'hwitellat,吹口哨
750,schreien::V,huchal,叫喊
751,stöhnen::V,hirvoudiñ,呻吟
752,zittern::V,krenañ,颤抖
753,leben::V,bevañ,生存
754,geboren werden::V,genel,出生
755,atmen::V,tennañ e anal,呼吸
756,trinken::V,evañ,喝
757,essen::V,debriñ,吃
758,schlucken::V,lonkañ,咽
759,müde werden::V,skuizhañ,疲倦
760,einschlafen::V,menel kousket,入睡
761,schlafen::V,kousket,睡觉
762,aufwachen::V,dihuniñ,睡醒
763,aufstehen::V,sevel,起床
764,sich erholen::V,diskuizhañ,休养
765,krank werden::V,klañviñ,生病
766,krank sein::V,bezañ klañv,生病
767,schmerzen::V,skourjezañ,疼痛
768,husten::V,pasaat,咳
769,husten::V,peudal,咳
770,genesen::V,pareañ,痊愈
771,sterben::V,mervel,死
772,umkommen::V,perisañ,丧命
773,sich bewegen::V,bouljal,移动
774,sich rühren::V,fiñval,动弹
775,sich erheben::V,sevel,站起
776,sich setzen::V,azezañ,坐
777,sich setzen::V,mont en e goazez,坐
778,hinfallen::V,kouezhañ,跌倒
779,laufen::V,redek,步行
780,schreiten::V,kerzhet,迈步
781,spazierengehen::V,pourmen,散步
782,eilen::V,hastañ,急忙
783,sich beeilen::V,hastañ,赶快
784,sausen::V,karzhañ,疾驰
785,rennen::V,redek,奔跑
786,springen::V,lammat,跳
787,klettern::V,krimpat,攀缘
788,schaukeln::V,brañsellat,荡秋千
789,kriechen::V,skrampañ,爬行
790,schwimmen::V,neuial,游泳
791,tauchen::V,splujañ,潜水
792,rudern::V,roeñvat,划船
793,fahren::V,kas,行驶
794,fahren::V,bleniañ,行驶
795,fliegen::V,nijal,飞
796,gehen::V,mont,走
797,weggehen::V,mont kuit,离去
798,abfahren::V,mont kuit,出发
799,anhalten::V,chom a-sav,停住
800,hineingehen::V,monet e-barzh,进去
801,eintreten::V,monet e-barzh,进入
802,kommen::V,dont,来
803,ankommen::V,erruout,到达
804,zurückkommen::V,addonet,回来
805,bleiben::V,chom,停留
806,warten::V,gortoz,等
807,erwarten::V,gortoz,等候
808,suchen::V,klask,找
809,finden::V,kavout,找到
810,versuchen::V,klask,尝试
811,vorbereiten::V,aozañ,预备
812,lieben::V,karout,爱
813,mögen::V,karout,喜欢
814,lachen::V,c'hoarzin,笑
815,rühren::V,tenerañ,
816,weinen::V,gouelañ,哭
817,schimpfen::V,krozal,骂
818,sich ärgern::V,fachañ,生气
819,sich ärgern::V,en em fachañ,生气
820,fliehen::V,tec'het,逃走
821,flüchten::V,tuzañ,逃跑
822,sehen::V,gwelet,看
823,anschauen::V,sellout ouzh,注视
824,ansehen::V,sellout ouzh,注视
825,hören::V,klevet,听
826,zuhören::V,selaou,倾听
827,probieren::V,blasa,尝
828,riechen::V,klevet,闻
829,fühlen::V,santout,感到
830,scheinen::V,diskouez bezañ,照耀
831,zu sehen sein::V,bezañ gwelus,可以看到
