,Concept_ID,el,tt
121,Berg::N,βουνό,тау
122,Gipfel::N,κορυφή,оч
123,Höhle::N,σπηλιά,мәгарә
124,Abhang::N,πλαγιά,кабырга
125,Quelle::N,πηγή,чишмә
126,Quelle::N,βρύση,чишмә
127,Bach::N,ρυάκι,елга
128,Fluss::N,ποτάμι,дәрья
129,Fluss::N,ποταμός,дәрья
130,Ufer::N,όχθη,су кырые
131,Küste::N,ακτή,яр буе
132,Küste::N,ακρογιαλιά,яр буе
133,Festland::N,στεριά,коры җир
134,Meer::N,θάλασσα,диңгез
135,Bucht::N,κόλπος,бухта
136,Bucht::N,κόλπος,култык
137,Insel::N,νησί,атау
138,Insel::N,νησί,утрау
139,Insel::N,νήσος,атау
140,Insel::N,νήσος,утрау
141,Blume::N,άνθος,чәчкә
142,Blume::N,λουλούδι,чәчкә
143,Gras::N,χόρτο,үлән
144,Gras::N,χορτάρι,үлән
145,Wurzel::N,ρίζα,тамыр
146,Baum::N,δέντρο,агач
147,Stamm::N,κορμός,кәүсә
148,Rinde::N,φλούδα,кабык
149,Ast::N,κλαδί,ботак
150,Zweig::N,κλαδί,ботак
151,Zweig::N,κλαδί,тармак
152,Zweig::N,κλάδος,ботак
153,Zweig::N,κλάδος,тармак
154,Blatt::N,φύλλο,яфрак
155,Birke::N,σημύδα,каен
156,Kiefer[Baum]::N,πεύκο,нарат
157,Weide[Baum]::N,ιτιά,тал
158,Tanne::N,έλατο,чыршы
159,Horn::N,κέρας,мөгез
160,Horn::N,κέρατο,мөгез
161,Feder::N,φτερό,йон
162,Fell::N,δέρμα,тире
163,Fell::N,τομάρι,тире
164,Flügel::N,πτερύγιο,канат
165,Klaue::N,κουλό,тырнак
166,Kralle::N,νύχι,тырнак
167,Schwanz::N,ουρά,койрык
168,Ei::N,αβγό,күкәй
169,Ei::N,αβγό,йомырка
170,Nest::N,φωλιά,оя
171,Bau::N,φωλιά,өн
172,Tier::N,ζώο,хайван
173,Herde::N,κοπάδι,көтү
174,Kuh::N,αγελάδα,сыер
175,Bulle::N,ταύρος,үгез
176,Pferd::N,άλογο,ат
177,Schaf::N,πρόβατο,сарык
178,Schwein::N,γουρούνι,дуңгыз
179,Hund::N,σκυλί,эт
180,Hund::N,σκύλος,эт
181,Katze::N,γάτα,песи
182,Bär::N,άρκτος,аю
183,Bär::N,αρκούδα,аю
184,Eichhörnchen::N,βερβερίτσα,тиен
185,Elch::N,άλκη,поши
186,Fuchs::N,αλεπού,төлке
187,Hase::N,λαγός,куян
188,Maus::N,ποντικός,тычкан
189,Wolf::N,λύκος,бүре
190,Vogel::N,πουλί,кош
191,Schwarm::N,σμήνος,көтү
192,Huhn::N,κότα,тавык
193,Huhn::N,όρνιθα,тавык
194,Hahn::N,πετεινός,әтәч
195,Gans::N,χήνα,каз
196,Adler::N,αετός,каракош
197,Ente::N,πάπια,үрдәк
198,Eule::N,κουκουβάγια,ябалак
199,Kranich::N,γερανός,торна
200,Krähe::N,καρακάξα,карга
201,Kuckuck::N,κούκος,күке
202,Kuckuck::N,κούκος,кәккүк
203,Schwan::N,κύκνος,аккош
204,Fisch::N,ψάρι,балык
205,Barsch::N,πέρκα,алабуга
206,Hecht::N,λούτσος,чуртан
207,Schlange[Tier]::N,φίδι,елан
208,Wurm::N,σκουλήκι,корт
209,Spinne::N,αράχνη,үрмәкүч
210,Ameise::N,μυρμήγκι,кырмыска
211,Laus::N,ψείρα,бет
212,Mücke::N,κουνούπι,черки
213,Mücke::N,κουνούπι,озынборын
214,Fliege::N,μύγα,чебен
215,Schmetterling::N,πεταλούδα,күбәләк
216,Beere::N,ρόγα,җиләк
217,Apfel::N,μήλο,алма
218,Pilz::N,μανιτάρι,гөмбә
219,Zwiebel::N,κρεμμύδι,суган
220,Zwiebel::N,κρεμμύδι,суганбаш
221,Saat::N,σπόρος,орлык
222,Korn::N,σπυρί,иген
223,Korn::N,σπυρί,орлык
224,Heu::N,σανός,печән
225,Schale::N,τσόφλι,кабык
226,Grube::N,λάκκος,баз
227,Grube::N,λάκκος,чокыр
228,Falle::N,παγίδα,тозак
229,Falle::N,παγίδα,капкын
230,Schlinge::N,θηλειά,элмәк
231,Spur::N,ίχνος,эз
232,Asche::N,στάχτη,көл
233,Dreck::N,βρωμιά,пычрак
234,Eisen::N,σίδερο,тимер
235,Gold::N,μάλαμα,алтын
236,Gold::N,χρυσάφι,алтын
237,Silber::N,ασήμι,көмеш
238,Silber::N,άργυρος,көмеш
239,Kohle::N,κάρβουνο,күмер
240,Glas::N,γυαλί,пыяла
241,Lehm::N,πηλός,балчык
242,Sand::N,άμμος,ком
243,Mensch::N,άνθρωπος,адәм
244,Mensch::N,άνθρωπος,инсан
245,Mann::N,άνδρας,ир
246,Frau::N,γυναίκα,хатын
247,Kind::N,παιδί,бала
248,Junge::N,αγόρι,малай
249,Mädchen::N,κοπέλα,кыз
250,Mädchen::N,κορίτσι,кыз
251,Familie::N,οικογένεια,гаилә
252,Großvater::N,παππούς,бабай
253,Großmutter::N,γιαγιά,әби
254,Eltern::N,γονείς,ата-ана
255,Vater::N,πατέρας,ата
256,Mutter::N,μητέρα,ана
257,Sohn::N,γιος,ул
258,Tochter::N,κόρη,кыз
259,Bruder::N,αδελφός,кардәш
260,Schwester::N,αδελφή,апа
261,Schwester::N,αδελφή,сеңел
262,Onkel::N,θείος,дәдә
263,Onkel::N,θείος,дәдәй
264,Tante::N,θεία,түти
265,Tante::N,θεία,тәтәй
266,Ehemann::N,σύζυγος,ир
267,Ehefrau::N,σύζυγος,хатын
268,Freude::N,χαρά,сөенеч
269,Gelächter::N,γέλια,көлү
270,Gelächter::N,γέλια,көлеш
271,Glück::N,ευτυχία,бәхет
272,Kummer::N,έγνοια,хәсрәт
273,Wunsch::N,επιθυμία,теләк
274,Lust::N,όρεξη,теләк
275,Lust::N,όρεξη,теләү
276,Geist::N,πνέυμα,рух
277,Gedanke::N,σκέψη,уй
278,Gedanke::N,σκέψη,фикер
279,Gedächtnis::N,μνήμη,хәтер
280,Verstand::N,νους,акыл
281,Sinn::N,νόημα,мәгънә
282,Grund::N,λόγος,сәбәп
283,Wahrheit::N,αλήθεια,хак
284,Gespräch::N,συνομιλία,әңгәмә
285,Märchen::N,παραμύθι,әкият
286,Erzählung::N,διήγημα,хикәя
287,Nachricht::N,είδηση,хәбәр
288,Neuigkeit::N,νέο,яңалык
289,Name::N,όνομα,исем
290,Rätsel::N,αίνιγμα,табышмак
291,Rede::N,λόγος,нотык
292,Rede::N,ομιλία,нотык
293,Sprache::N,γλώσσα,тел
294,Stimme::N,φωνή,тавыш
295,Wort::N,λέξη,сүз
296,Zeichen::N,σημείο,ишарә
297,Ruf::N,κραυγή,дәшү
298,Lärm::N,θόρυβος,шау
299,Laut::N,ήχος,аваз
300,Ton::N,ήχος,шалтырату
301,Ton::N,τόνος,шалтырату
302,Lied::N,τραγούδι,җыр
303,Ruhe::N,ησυχία,тынлык
304,Leute::N,κόσμος,халык
305,Leute::N,άνθρωποι,халык
306,Volk::N,λαός,халык
307,Arbeit::N,εργασία,эш
308,Arbeit::N,εργασία,хезмәт
309,Gast::N,επισκέπτης,кунак
310,Geschenk::N,δώρο,бүләк
311,Spiel::N,παιχνίδι,уен
312,Gesellschaft::N,κοινωνία,җәмгыять
313,Hilfe::N,βοήθεια,ярдәм
314,Hilfe::N,βοήθεια,булышлык
315,Freund::N,φίλος,дус
316,Kamerad::N,σύντροφος,иптәш
317,Angelegenheit::N,υπόθεση,эш
318,Anzahl::N,αριθμός,микъдар
319,Art::N,είδος,төр
320,Stück::N,κομμάτι,кисәк
321,Teil::N,μέρος,өлеш
322,Hälfte::N,μισό,ярым
323,Kreis::N,κύκλος,түгәрәк
324,Kreuz::N,σταυρός,хач
325,Kreuz::N,σταυρός,тәре
326,Linie::N,γραμμή,сызык
327,Strich::N,γραμμή,сызык
328,Abstand::N,απόσταση,ара
329,Entfernung::N,απόσταση,ераклык
330,Gegend::N,περιοχή,урын
331,Gegend::N,τοποθεσία,урын
332,Platz::N,χώρος,бушлык
333,Ort::N,τόπος,урын
334,Seite::N,πλευρά,як
335,Mitte::N,μέση,урта
336,Gegenstand::N,αντικείμενο,нәрсә
337,Sache::N,πράγμα,нәрсә
338,Rand::N,άκρη,чит
339,Rand::N,χείλος,чит
340,Kante::N,άκρη,кырый
341,Ecke::N,γωνιά,почмак
342,Spitze::N,μύτη,оч
343,Ende::N,άκρη,азак
344,Loch::N,τρύπα,тишек
345,Winkel::N,γωνία,почмак
346,Muster::N,σχέδιο,парча
347,Größe::N,μέγεθος,зурлык
348,Länge::N,μήκος,озынлык
349,Höhe::N,ύψος,биеклек
350,Gewicht::N,βάρος,авырлык
351,Menge::N,ποσότητα,микъдар
352,Haufen::N,σωρός,өем
353,Reihe::N,αράδα,рәт
354,Boot::N,βάρκα,каек
355,Boot::N,βάρκα,көймә
356,Ruder::N,κουπί,ишкәк
357,Schlitten::N,έλκηθρο,чана
358,Ski::N,σκι,чаңгы
359,Lagerfeuer::N,φωτιά,костёр
360,Last::N,φορτίο,йөк
361,Gang::N,δρόμος,йөреш
362,Schritt::N,βήμα,адым
363,Norden::N,βορράς,төньяк
364,Süden::N,νότος,көньяк
365,Westen::N,δύση,көнбатыш
366,Osten::N,ανατολή,шәрык
367,Osten::N,ανατολή,көнчыгыш
368,Holz::N,ξύλο,агач
369,Brett::N,σανίδι,такта
370,Platte::N,πλάκα,плитә
371,Stütze::N,στήριγμα,таяу
372,Stange::N,ραβδί,колга
373,Stange::N,κοντός,колга
374,Stock::N,ξύλο,таяк
375,Stock::N,μπαστούνι,таяк
376,Stab::N,ραβδί,таяк
377,Rohr::N,σωλήνας,торба
378,Haus::N,σπίτι,өй
379,Haus::N,σπίτι,йорт
380,Heim::N,σπίτι,гаилә
381,Heim::N,σπίτι,нәсел
382,Ofen::N,σόμπα,мич
383,Ofen::N,θερμάστρα,мич
384,Fußboden::N,πάτωμα,идән
385,Tisch::N,τραπέζι,өстәл
386,Stuhl::N,καρέκλα,утыргыч
387,Wiege::N,κούνια,бишек
388,Bett::N,κρεβάτι,ятак
389,Bett::N,κρεβάτι,урын-җир
390,Regal::N,ράφι,киштә
391,Regal::N,ράφι,шүрлек
392,Kiste::N,κιβώτιο,әрҗә
393,Fenster::N,παράθυρο,тәрәзә
394,Tür::N,πόρτα,ишек
395,Tor::N,πύλη,капка
396,Zaun::N,φράχτης,койма
397,Dach::N,στέγη,түбә
398,Leiter::N,σκάλα,баскыч
399,Leiter::N,κλίμακα,баскыч
400,Besen::N,σκούπα,себерке
401,Spaten::N,φτυάρι,көрәк
402,Schaufel::N,φτυάρι,көрәк
403,Gabel::N,πιρούνι,чәннечке
404,Löffel::N,κουτάλι,кашык
405,Messer::N,μαχαίρι,пычак
406,Nagel::N,καρφί,кадак
407,Netz::N,δίχτυ,челтәр
408,Haken::N,γάντζος,ыргак
409,Haken::N,αγκίστρι,ыргак
410,Griff::N,λαβή,тотка
411,Schloss::N,κλειδαριά,йозак
412,Bild::N,εικόνα,рәсем
413,Bild::N,εικόνα,картина
414,Figur::N,ανάστημα,сын
415,Figur::N,ανάστημα,фигура
416,Puppe::N,κούκλα,курчак
417,Beutel::N,πουγγί,луза
418,Bündel::N,δεμάτι,бәйләм
419,Tasche::N,τσάντα,букча
420,Eimer::N,κουβάς,чиләк
421,Deckel::N,καπάκι,капкач
422,Geschirr::N,σκεύη,савыт-саба
423,Geschirr::N,σκεύη,кашык-аяк
424,Sack::N,σάκος,капчык
425,Tasse::N,φλιτζάνι,чынаяк
426,Topf::N,χύτρα,чүлмәк
427,Kessel::N,καζάνι,казан
428,Essen::N,φαγητό,ашау
429,Nahrung::N,τροφή,азык
430,Nahrung::N,τροφή,тәгам
431,Nahrung::N,τροφή,ашамлык
432,Speise::N,φαγητό,ризык
433,Fleisch::N,κρέας,ит
434,Getreide::N,σιτάρι,ашлык
435,Brei::N,χυλός,ботка
436,Brot::N,ψωμί,ипи
437,Brot::N,ψωμί,икмәк
438,Brot::N,άρτος,ипи
439,Brot::N,άρτος,икмәк
440,Scheibe::N,φέτα,телем
441,Fett::N,πάχος,май
442,Butter::N,βούτυρο,май
443,Öl::N,λάδι,май
444,Salz::N,αλάτι,тоз
445,Suppe::N,σούπα,шулпа
446,Honig::N,μέλι,бал
447,Milch::N,γάλα,сөт
448,Tee::N,τσάι,чәй
449,Leder::N,πετσί,күн
450,Wolle::N,μαλλί,йон
451,Stoff::N,ύφασμα,тукыма
452,Nadel::N,βελόνα,энә
453,Faden::N,κλωστή,җеп
454,Knopf::N,κουμπί,төймә
455,Knoten::N,κόμπος,төен
456,Farbe::N,μπογιά,буяу
457,Kleidung::N,ρούχα,кием
458,Kleidung::N,ενδυμασία,кием
459,Hemd::N,πουκάμισο,күлмәк
460,Kragen::N,κολάρο,яка
461,Ärmel::N,μανίκι,җиң
462,Hose::N,πανταλόνι,чалбар
463,Gürtel::N,ζώνη,билбау
464,Mütze::N,σκούφος,бүрек
465,Schuh::N,παπούτσι,башмак
466,Stiefel::N,μπότα,итек
467,Ring::N,δαχτυλίδι,балдак
468,Band::N,κορδέλα,тасма
469,Kamm::N,χτένα,тарак
470,Spiegel::N,καθρέφτης,көзге
471,Riemen::N,λουρί,каеш
472,Schnur::N,κορδόνι,бау
473,Leine::N,σχοινί,тезген
474,Decke::N,κουβέρτα,юрган
475,Kissen::N,μαξιλάρι,мендәр
476,Tuch::N,πανί,яулык
477,Tuch::N,μαντήλι,яулык
478,Handtuch::N,πετσέτα,сөлгә
479,Kraft::N,δύναμη,егәр
480,Kraft::N,δύναμη,дәрман
481,Stärke::N,ισχύς,көч
482,Stärke::N,ισχύς,дәрман
483,Stärke::N,δύναμη,көч
484,Stärke::N,δύναμη,дәрман
485,Gesundheit::N,υγεία,саулык
486,Krankheit::N,αρρώστια,чир
487,Krankheit::N,αρρώστια,хаста
488,Krankheit::N,αρρώστια,сырхау
489,Schmerz::N,πόνος,авырту
490,Wunde::N,πληγή,яра
491,Wunde::N,πληγή,җәрәхәт
492,Fieber::N,πυρετός,бизгәк
493,Arznei::N,φάρμακο,дару
494,Brücke::N,γέφυρα,күпер
495,Brunnen::N,πηγάδι,кое
496,Weide::N,βοσκή,утлавык
497,Pfad::N,μονοπάτι,сукмак
498,Weg::N,δρόμος,юл
499,Straße::N,οδός,урам
500,Straße::N,δρόμος,урам
501,Dorf::N,χωριό,авыл
502,Stadt::N,πόλη,шәһәр
503,Brief::N,γράμμα,хат
504,Brief::N,επιστολή,хат
505,Buch::N,βιβλίο,китап
506,Buchstabe::N,γράμμα,хәреф
507,Zeitung::N,εφημερίδα,газет
508,Zeitung::N,εφημερίδα,газета
509,Leben::N,ζωή,гомер
510,Leben::N,ζωή,тормыш
511,Leben::N,ζωή,тереклек
512,Leben::N,βίος,гомер
513,Leben::N,βίος,тормыш
514,Leben::N,βίος,тереклек
515,Tod::N,θάνατος,үлем
516,Grab::N,τάφος,гүр
517,Grab::N,τάφος,кабер
518,Kirche::N,εκκλησία,чиркәү
519,Sünde::N,αμαρτία,язык
520,Sünde::N,αμαρτία,гөнаһ
521,Gott::N,θεός,алла
522,Gott::N,θεός,ходай
523,Arbeiter::N,εργάτης,эшче
524,Chef::N,προϊστάμενος,башлык
525,Meister::N,μάστορας,оста
526,Meister::N,αρχιτεχνίτης,оста
527,Arzt::N,γιατρός,врач
528,Arzt::N,γιατρός,табиб
529,Lehrer::N,δάσκαλος,укытучы
530,Lehrer::N,δάσκαλος,мөгаллим
531,Geld::N,λεφτά,акча
532,Geld::N,χρήματα,акча
533,Geschäft::N,συναλλαγή,эш
534,Laden::N,μαγαζί,кибет
535,Laden::N,μαγαζί,магазин
536,Laden::N,κατάστημα,кибет
537,Laden::N,κατάστημα,магазин
538,Preis::N,τιμή,бәя
539,Preis::N,τιμή,бәһа
540,Ware::N,εμπόρευμα,товар
541,Nutzen::N,όφελος,файда
542,Reichtum::N,πλούτος,байлык
543,Welt::N,κόσμος,дөнья
544,Land::N,χώρα,ил
545,Staat::N,κράτος,дәүләт
546,Staat::N,πολιτεία,дәүләт
547,König::N,βασιλιάς,патша
548,Macht::N,εξουσία,хакимият
549,Grenze::N,σύνορα,чик
550,Krieg::N,πόλεμος,сугыш
551,Feind::N,εχθρός,дошман
552,Gewalt::N,βία,көчләү
553,Kampf::N,αγώνας,көрәш
554,Bogen[Waffe]::N,τόξο,җәя
555,Pfeil::N,σαΐτα,ук
556,Gewehr::N,τουφέκι,мылтык
557,Fehler::N,λάθος,хата
558,Fehler::N,σφάλμα,хата
559,Lüge::N,ψέμα,ялган
560,Lüge::N,ψεύδος,ялган
561,Schaden::N,ζημία,зыян
562,Schaden::N,ζημία,зарар
563,Unglück::N,δυστυχία,бәла
564,Schuld::N,ενοχή,гаеп
565,Schuld::N,φταίξιμο,гаеп
566,Alter::N,ηλικία,яшь
567,Schluss::N,τέλος,ахыр
568,Zeit::N,χρόνος,заман
569,Tag::N,μέρα,көн
570,Tag::N,ημέρα,көн
571,Morgen::N,πρωί,иртә
572,Mittag::N,μεσημέρι,өйлә
573,Abend::N,βράδυ,кич
574,Nacht::N,νύχτα,төн
575,Woche::N,εβδομάδα,атна
576,Monat::N,μήνας,ай
577,Jahr::N,έτος,ел
578,Jahr::N,χρόνος,ел
579,Frühling::N,άνοιξη,яз
580,Sommer::N,καλοκαίρι,җәй
581,Herbst::N,φθινόπωρο,көз
582,Winter::N,χειμώνας,кыш
583,Januar::N,Ιανουάριος,гыйнвар
584,Februar::N,Φεβρουάριος,февраль
585,März::N,Μάρτιος,март
586,April::N,Απρίλιος,апрель
587,Mai::N,Μάιος,май
588,Juni::N,Ιούνιος,июнь
589,Juli::N,Ιούλιος,июль
590,August::N,Αύγουστος,август
591,September::N,Σεπτέμβριος,сентябрь
592,Oktober::N,Οκτώβριος,октябрь
593,November::N,Νοέμβριος,ноябрь
594,Dezember::N,Δεκέμβριος,декабрь
595,Montag::N,Δευτέρα,дүшәмбе
596,Dienstag::N,Τρίτη,сишәмбе
597,Mittwoch::N,Τετάρτη,чәршәмбе
598,Donnerstag::N,Πέμπτη,атнакич
599,Donnerstag::N,Πέμπτη,пәнҗешәмбе
600,Freitag::N,Παρασκευή,җомга
601,Samstag::N,Σάββατο,шимбә
602,Sonntag::N,Κυριακή,якшәмбе
603,groß::A,μεγάλος,зур
604,klein::A,μικρός,кечкенә
605,lang::A,μακρύς,озын
606,kurz::A,κοντός,кыска
607,breit::A,φαρδύς,киң
608,schmal::A,στενός,кысык
609,dicht::A,πυκνός,куе
610,dick[Gegenstand]::A,παχύς,калын
611,dick[Gegenstand]::A,χοντρός,калын
612,dünn::A,ψιλός,нечкә
613,dünn::A,λεπτός,нечкә
614,fein::A,ψιλός,нәзакәтле
615,fest::A,στερεός,нык
616,flach::A,επίπεδος,яссы
617,flach::A,επίπεδος,ялпак
618,glatt::A,λείος,шома
619,glatt::A,ομαλός,шома
620,hart::A,σκληρός,каты
621,weich::A,μαλακός,йомшак
622,rund::A,στρογγυλός,түгәрәк
623,spitz::A,μυτερός,очлы
624,scharf::A,κοφτερός,үткен
625,stumpf::A,αμβλύς,үтмәс
626,schwer::A,βαρύς,салмак
627,schön::A,ωραίος,гүзәл
628,schön::A,όμορφος,гүзәл
629,heiß::A,ζεστός,эссе
630,warm::A,θερμός,җылы
631,kalt::A,κρύος,суык
632,kalt::A,κρύος,салкын
633,kalt::A,ψυχρός,суык
634,kalt::A,ψυχρός,салкын
635,kühl::A,δροσερός,салкынча
636,frisch::A,νωπός,салкынча
637,frisch::A,φρέσκος,салкынча
638,feucht::A,υγρός,юеш
639,nass::A,βρεγμένος,дымлы
640,trocken::A,ξηρός,коры
641,trocken::A,στεγνός,коры
642,voll::A,γεμάτος,тулы
643,leer::A,άδειος,буш
644,offen::A,ανοιχτός,ачык
645,geschlossen::A,κλειστός,йомык
646,sauber::A,καθαρός,пакь
647,sauber::A,καθαρός,чиста
648,schmutzig::A,βρώμικος,керле
649,schmutzig::A,βρώμικος,пычрак
650,schmutzig::A,λερωμένος,керле
651,schmutzig::A,λερωμένος,пычрак
652,roh::A,ωμός,чи
653,reif::A,ώριμος,өлгергән
654,lecker::A,νόστιμος,тәмле
655,süß::A,γλυκός,татлы
656,bitter::A,πικρός,ачы
657,sauer::A,ξινός,әче
658,hell::A,φωτεινός,якты
659,dunkel::A,σκοτεινός,кара
660,schwarz::A,μαύρος,кара
661,schwarz::A,μελανός,кара
662,weiß::A,άσπρος,ак
663,rot::A,κόκκινος,кызыл
664,gelb::A,κίτρινος,сары
665,blau::A,μπλε,күк
666,blau::A,γαλανός,күк
667,grün::A,πράσινος,яшел
668,grau::A,γκρίζος,соры
669,bunt::A,ποικιλόχρωπος,чуар
670,billig::A,φτηνός,арзан
671,teuer::A,ακριβός,хаклы
672,wertvoll::A,πολύτιμος,кыйммәтле
673,blind::A,τυφλός,сукыр
674,blind::A,τυφλός,күзсез
675,taub::A,κουφός,чукрак
676,taub::A,κουφός,саңгырау
677,kräftig::A,δυνατός,егәрле
678,stark::A,γερός,нык
679,stark::A,γερός,базык
680,schwach::A,αδύνατος,зәгыйфь
681,fett::A,παχύς,симез
682,schlank::A,λεπτός,нәзек
683,schlank::A,λυγερός,нәзек
684,hübsch::A,όμορφος,чибәр
685,hübsch::A,χαριτωμένος,чибәр
686,böse::A,κακός,усал
687,dumm::A,κουτός,акылсыз
688,dumm::A,ανόητος,акылсыз
689,faul::A,τεμπέλης,ялкау
690,faul::A,τεμπέλης,иренчәк
691,fleißig::A,εργατικός,тырыш
692,fleißig::A,εργατικός,тырышучан
693,geizig::A,τσιγγούνης,саран
694,klug::A,έξυπνος,акыллы
695,geschickt::A,επιδέξιος,маһир
696,lieb::A,φίλος,сөекле
697,lieb::A,αγαπητός,сөекле
698,lustig::A,εύθυμος,күңелле
699,lustig::A,χαρούμενος,күңелле
700,sanft::A,ήπιος,басынкы
701,hungrig::A,πεινασμένος,ач
702,krank::A,άρρωστος,чирле
703,krank::A,άρρωστος,сырхау
704,nackt::A,γυμνός,шәрә
705,traurig::A,λυπημένος,ямансу
706,lebendig::A,ζωντανός,тере
707,gut::A,καλός,яхшы
708,schlecht::A,κακός,начар
709,richtig::A,σωστός,дөрес
710,schlimm::A,άσχημος,әшәкә
711,wahr::A,αληθής,чып-чын
712,wahr::A,αληθινός,чып-чын
713,alt::A,παλιός,иске
714,neu::A,νέος,яңа
715,neu::A,καινούργιος,яңа
716,ehemalig::A,παλιός,элекке
717,alt[Lebewesen]::A,γέρος,карт
718,jung::A,νέος,яшь
719,arm::A,φτωχός,фәкыйрь
720,reich::A,πλούσιος,бай
721,bekannt::A,γνωστός,таныш
722,berühmt::A,περίφημος,атаклы
723,berühmt::A,ξακουσμένος,атаклы
724,fremd::A,ξένος,ят
725,verschieden::A,διαφορετικός,төрле
726,nah::A,κοντινός,якын
727,fern::A,μακριά,ерак
728,linker::A,αριστερός,сул
729,rechter::A,δεξιός,уң
730,anderer::A,άλλος,бүтән
731,erster::A,πρώτος,беренче
732,zweiter::A,δεύτερος,икенче
733,dritter::A,τρίτος,өченче
734,letzter::A,τελευταίος,ахыргы
735,allein::ADV,μόνος,ялгыз
