,Concept_ID,te,hy
93,Strömung::N,ప్రవాహము,հոսանք
94,Tropfen::N,చుక్క,կաթիլ
95,Schaum::N,నురుగు,փրփուր
96,Schmutz::N,మైల,կեղտ
97,See::N,సరస్సు,լիճ
98,Sumpf::N,చిత్తడినేల,ճահիճ
99,Moor::N,చిత్తడినేల,ճահիճ
100,Wiese::N,పచ్చిక బయలు,մարգագետին
101,Wald::N,అడవి,անտառ
102,Hügel::N,చివ్నకొండ,բլուր
103,Anhöhe::N,కొండ,բարձունք
104,Berg::N,పర్వతము,լեռ
105,Gipfel::N,శిఖరము,գագաթ
106,Gipfel::N,శిఖరము,կատար
107,Höhle::N,గుహ,քարայր
108,Abhang::N,ఏటవాలు,լանջ
109,Abhang::N,ఏటవాలు,զառիվայր
110,Quelle::N,మూలము,աղբյուր
111,Bach::N,కాలువ,վտակ
112,Fluss::N,నది,գետ
113,Ufer::N,తీరము,ծովափ
114,Küste::N,తీరము,ափ
115,Küste::N,తీరము,ծովափ
116,Festland::N,భూమి,ցամաք
117,Meer::N,సముద్రము,ծով
118,Bucht::N,మరుగు,հաչիւն
119,Insel::N,దీవి,վղզի
120,Blume::N,పుష్పము,ծաղիկ
121,Gras::N,పచ్చగడ్డి,խոտ
122,Wurzel::N,వేరు,արմատ
123,Baum::N,చెట్టు,ծառ
124,Stamm::N,చెట్టుబోదె,իրան
125,Rinde::N,చెట్టుపట్ట,կեղեւ
126,Rinde::N,చెట్టుపట్ట,հաչոց
127,Ast::N,కొమ్మ,ճյուղ
128,Zweig::N,చివుకు,ճյուղ
129,Blatt::N,ఆకు,տերեւ
130,Birke::N,తరహా చెట్టు,ցարասի
131,Kiefer[Baum]::N,దేవదారు చెట్టు,սոճի
132,Weide[Baum]::N,జాతిచెట్టు,ուռենի
133,Tanne::N,దేవదారుచెట్టు,եղեւին
134,Horn::N,కొమ్ము,
135,Feder::N,ఈక,փետուր
136,Fell::N,తోలు,մորթի
137,Flügel::N,ఱెక్క,թեւ
138,Klaue::N,వంకరగోరు,չանչ
139,Kralle::N,వంకరగోరు,ճանկ
140,Schwanz::N,తోక,պոչ
141,Ei::N,గ్రుడ్డు,ձու
142,Nest::N,పక్షిగూడు,բույն
143,Bau::N,గుహ,որջ
144,Bau::N,గుహ,բայոց
145,Tier::N,జంతువు,կենդանի
146,Herde::N,మంద,հոտ
147,Kuh::N,ఆవు,կով
148,Bulle::N,గిత్త,ցուլ
149,Pferd::N,గుఱ్ఱము,ձի
150,Schaf::N,గొఱ్ఱె,ոչխար
151,Schwein::N,పంది,խոզ
152,Hund::N,కుక్క,շուն
153,Katze::N,పిల్లి,կատու
154,Bär::N,ఎలుగుబంటి,արջ
155,Eichhörnchen::N,ఉడుత,սկյուռ
156,Elch::N,కణంజు,հիւսիսային եղջերու
157,Fuchs::N,గుంటనక్క,աղվես
158,Hase::N,కుందేలు,նապաստակ
159,Maus::N,చిట్టెలుక,մուկ
160,Wolf::N,తోడేలు,գայլ
161,Vogel::N,పక్షి,թռչուն
162,Schwarm::N,గుంపు,երամ
163,Huhn::N,కోడిపిల్ల,հավ
164,Hahn::N,కోడివుంజు,աքաղաղ
165,Gans::N,ఆడుబాతు,սագ
166,Adler::N,గ్రద్ద,արծիվ
167,Ente::N,పాట్టిబాతు,բադ
168,Eule::N,గ్రుడ్లగూబ,բու
169,Kranich::N,కొంగ,կռունկ
170,Krähe::N,కాకి,ագռավ
171,Kuckuck::N,కోయల,կուկու
172,Schwan::N,హంస,կարապ
173,Fisch::N,చేప,ձուկ
174,Barsch::N,ఒకచేఁప,պերկես
175,Hecht::N,గండుమీను,գայլաձուկ
176,Schlange[Tier]::N,పాము,օձ
177,Wurm::N,పురుగు,որդ
178,Wurm::N,పురుగు,ճիճու
179,Spinne::N,సాలె పురుగు,սարդ
180,Ameise::N,చీమ,միջյուն
181,Laus::N,పేను,ոջիլ
182,Mücke::N,చీకటీగ,մժղուկ
183,Fliege::N,ఈగ,ճանճ
184,Schmetterling::N,సీతాకోకచిలుక,թիթեռ
185,Beere::N,కాయ,հատապտուղ
186,Apfel::N,ఆపిల్ పండు,խնձոր
187,Pilz::N,కుక్కగొడుగు,սունկ
188,Zwiebel::N,నీరుల్లి,սոխ
189,Saat::N,విత్తనము,սերմ
190,Korn::N,గింజ,հատիկ
191,Heu::N,ఎండుగడ్డి,խոտ
192,Schale::N,పొట్టు,կեղեւ
193,Grube::N,గొయ్యి,փոս
194,Falle::N,బోను,ծուղակ
195,Schlinge::N,ఉరి,խեղդան
196,Spur::N,జాడ,հետք
197,Asche::N,బూడిద,մոխիր
198,Dreck::N,ముఱికి,աղտ
199,Eisen::N,ఇనుము,երկաթ
200,Gold::N,బంగారము,ոսկի
201,Silber::N,వెండి,արծաթ
202,Kohle::N,నేలబొగ్గు,քարածուխ
203,Glas::N,గాజు,ապակի
204,Lehm::N,బంకమన్ను,կավ
205,Sand::N,ఇసుక,ավազ
206,Mensch::N,నరుడు,մարդ
207,Mann::N,పురుమడు,մարդ
208,Mann::N,పురుమడు,տղամարդ
209,Frau::N,ఆడుది,կին
210,Kind::N,బిడ్డ,զավակ
211,Junge::N,బాలుడు,տղա
212,Mädchen::N,బాలిక,աղջիկ
213,Familie::N,కుటుంబము,ընտանիք
214,Großvater::N,తాత,պապ
215,Großmutter::N,అయ్యమ్మ,տատ
216,Eltern::N,తల్లితండ్రులు,ծնողներ
217,Vater::N,తండ్రి,հայր
218,Mutter::N,తల్లి,մայր
219,Sohn::N,కొడుకు,որդի
220,Tochter::N,కూతురు,աղջիկ
221,Tochter::N,కూతురు,դուստր
222,Bruder::N,పోదరుడు,եղբայր
223,Schwester::N,సోదరి,քույր
224,Onkel::N,మేనమామ,քեռի
225,Onkel::N,మేనమామ,հորեղբայր
226,Tante::N,మేనత్త,մորաքույր
227,Tante::N,పినతల్లి,մորաքույր
228,Ehemann::N,భర్త,մարդ
229,Ehemann::N,భర్త,ամուսին
230,Ehefrau::N,భార్య,կին ամուսին
231,Freude::N,సంతోషము,ուրախություն
232,Gelächter::N,నవ్వు,ծիծաղ
233,Glück::N,సంతోషము,երջանկություն
234,Kummer::N,దుఃఖము,վիշտ
235,Wunsch::N,కోరిక,ցանկություն
236,Lust::N,కోరిక,փափագ
237,Lust::N,కోరిక,իղձ
238,Geist::N,ఆత్మ,ոգի
239,Gedanke::N,ఆలోచన,միտք
240,Gedächtnis::N,జ్ఞాపకము,հիշողություն
241,Verstand::N,మనస్సు,խելք
242,Sinn::N,అర్థము,իմաստ
243,Grund::N,కారణము,պատճառ
244,Wahrheit::N,సత్యము,ճշմարտություն
245,Gespräch::N,పంభాషణ,զրույց
246,Märchen::N,అద్భుతకథ,պայիկի պատմություն
247,Erzählung::N,కథ,պատմվածք
248,Erzählung::N,కథ,պատմություն
249,Nachricht::N,వార్త,հաղորդագրություն
250,Neuigkeit::N,వార్త,լուր
251,Neuigkeit::N,వార్త,նորություն
252,Name::N,పేరు,անուն
253,Rätsel::N,చిక్కు,բարդ խնդիր
254,Rede::N,ఉపన్యాసము,ճառ
255,Rede::N,ఉపన్యాసము,ելույթ
256,Sprache::N,భాష,լեզու
257,Stimme::N,కంరథ్సని,ձայն
258,Wort::N,మాట,բառ
259,Zeichen::N,గుర్తు,նշան
260,Ruf::N,పిలువు,կոչ
261,Ruf::N,పిలువు,կանչ
262,Lärm::N,సందడి,աղմուկ
263,Laut::N,ధ్వని,հնչյուն
264,Laut::N,ధ్వని,ձայն
265,Ton::N,స్వరము,տոն
266,Lied::N,పాట,երգ
267,Ruhe::N,గాలిలేమి,անդորրություն
268,Leute::N,జనులు,մարդիկ
269,Volk::N,జాతి,ազգ
270,Arbeit::N,పని,գործ
271,Arbeit::N,పని,աշխատանք
272,Gast::N,అతిధి,հյուր
273,Geschenk::N,దానము,նվեր
274,Spiel::N,ఆట,խաղ
275,Gesellschaft::N,జట్టు,ընկերություն
276,Hilfe::N,సాహాయ్యము,օգնությթուն
277,Freund::N,స్నేహితుడు,ընկեր
278,Freund::N,స్నేహితుడు,բարեկամ
279,Kamerad::N,చెలికాడు,ուղեկից
280,Angelegenheit::N,విషయము,բան
281,Angelegenheit::N,విషయము,գործ
282,Anzahl::N,లెక్క,քանակ
283,Anzahl::N,లెక్క,գումար
284,Art::N,జాతి,տեսակ
285,Stück::N,తునుక,կտոր
286,Teil::N,భాగము,մաս
287,Hälfte::N,సగము,կես
288,Kreis::N,వృత్తము,շիջանակ
289,Kreuz::N,సిలువ,խաչ
290,Linie::N,గీత,գիծ
291,Strich::N,గీత,գիծ
292,Abstand::N,సందు,անջրպետ
293,Entfernung::N,దూరము,հեռավորություն
294,Gegend::N,విస్తీర్ణము,շրջան
295,Platz::N,ఎడము,տարածություն
296,Ort::N,స్థలము,տեղ
297,Ort::N,స్థలము,վայր
298,Seite::N,ప్రక్క,կողմ
299,Mitte::N,నడిమి,մեջտեղ
300,Gegenstand::N,పద్దు,առարկա
301,Sache::N,వస్తువు,բան
302,Rand::N,అంచు,վերջք
303,Kante::N,అంచు,եզր
304,Ecke::N,మూల,անկյուն
305,Spitze::N,మొన,ծայր
306,Ende::N,కొన,ծայր
307,Loch::N,రంధ్రము,անցք
308,Winkel::N,కోణము,անկյուն
309,Muster::N,మాదిరి,օրինակ
310,Größe::N,పరిమాణము,մեծություն
311,Länge::N,పొడుగు,երկարություն
312,Höhe::N,పొడుగు,բարձրություն
313,Gewicht::N,భారము,կշիռ
314,Menge::N,మొత్తము,քանակ
315,Haufen::N,రాశి,դեզ
316,Haufen::N,రాశి,կույտ
317,Reihe::N,వరుస,շարք
318,Reihe::N,వరుస,կարգ
319,Boot::N,పడవ,նավակ
320,Ruder::N,అడక,թի
321,Ruder::N,అడక,թիակ
322,Schlitten::N,సరవండ్లు,բալխիր
323,Ski::N,స్కీ,դահուկ
324,Lagerfeuer::N,నెగడు,բացօդեայ կրակ
325,Last::N,బరువు,բեռ
326,Gang::N,నడక,զբոսանք
327,Schritt::N,అడుగు,քայլ
328,Norden::N,ఉత్తరదిక్కు,հյուսիս
329,Süden::N,దక్షిణము,հարավ
330,Westen::N,పడమర,արեւմուտք
331,Osten::N,తూర్పు,արեւելք
332,Holz::N,కొయ్య,փայտ
333,Brett::N,పలక,տախտակ
334,Platte::N,పలక,թիթեղ
335,Stütze::N,వాల్సేడ్లు,նեցուկ
336,Stange::N,స్తంభము,ձող
337,Stock::N,కఱ్ఱ,փայտ
338,Stab::N,కఱ్ఱ,ցուպ
339,Stab::N,కఱ్ఱ,գավազան
340,Rohr::N,గొట్టము,խողովակ
341,Haus::N,ఇల్లు,տուն
342,Heim::N,స్వగృహము,տուն
343,Ofen::N,పొయ్యి,վառարան
344,Fußboden::N,నేల,հատակ
345,Tisch::N,మేజా,սեղան
346,Stuhl::N,కుర్చీ,աթոռ
347,Wiege::N,ఉయ్యాల,օրորոց
348,Bett::N,పడక,անկողին
349,Bett::N,మంచం,անկողին
350,Regal::N,అటక,դարակ
351,Kiste::N,వెట్టె,տուփ
352,Fenster::N,కిటికి,պատուհան
353,Tür::N,ద్వారము,դուռ
354,Tor::N,ద్వారము,դարպաս
355,Zaun::N,కంచె,ցանկապատ
356,Dach::N,ఇంటివైకప్పు,տանիք
357,Dach::N,ఇంటివైకప్పు,կտուր
358,Leiter::N,నిచ్చెన,սանդուղք
359,Besen::N,చీపురుకట్ట,ավել
360,Spaten::N,పాఱ,բահ
361,Schaufel::N,పాఱ,թի
362,Gabel::N,ముండ్లగరిటె,պատառաքաղ
363,Löffel::N,గరిటె,գդալ
364,Messer::N,కత్తి,դանակ
365,Nagel::N,మేకు,մեխ
366,Netz::N,వల,ցանց
367,Haken::N,కొక్కెము,կարթ
368,Griff::N,పిడి,կոթ
369,Griff::N,పిడి,բռնակ
370,Schloss::N,తాళము,կողպեք
371,Bild::N,చిత్రము,նկար
372,Bild::N,చిత్రము,պատկեր
373,Figur::N,రూపము,քանդակ
374,Figur::N,రూపము,պատկեր
375,Puppe::N,బొమ్మ,տիկնիկ
376,Beutel::N,సంచి,տոպրակ
377,Bündel::N,మూట,կապոց
378,Tasche::N,సంచి,պայուսակ
379,Eimer::N,చేద,դույլ
380,Deckel::N,మూత,կափարիչ
381,Geschirr::N,వంటకాలు,ամանեղեն
382,Sack::N,గోనెసంచి,պարկ
383,Sack::N,గోనెసంచి,տոպրակ
384,Tasse::N,గిన్నె,թաս
385,Tasse::N,గిన్నె,գավաթ
386,Topf::N,కుండ,անոթ
387,Kessel::N,నీరుకాచుపాత్ర,կաթսա
388,Essen::N,ఆహారము,կերակուր
389,Nahrung::N,ఆహారము,ուտելիք
390,Speise::N,ఆహారము,խորտիկ
391,Speise::N,ఆహారము,կերակուր
392,Fleisch::N,మాంసము,միս
393,Getreide::N,ధాన్యము,հացահատիկ
394,Brei::N,గుజ్జు,լանդակ
395,Brot::N,రొట్టె,հաց
396,Scheibe::N,బద్ద,կտոր
397,Scheibe::N,బద్ద,պատառ
398,Fett::N,క్రొవ్వు,ճարպ
399,Butter::N,వెన్న,կարագ
400,Öl::N,నూనె,ձեթ
401,Salz::N,ఉప్పు,աղ
402,Suppe::N,చారు,սուպ
403,Suppe::N,చారు,ապուր
404,Honig::N,తెనె,մեղր
405,Milch::N,పాలు,կաթ
406,Tee::N,తేనీరు,թեյ
407,Leder::N,బాగుచేసివతోలు,կաշի
408,Wolle::N,ఉన్ని,բուրդ
409,Stoff::N,బట్ట,գործվածք
410,Nadel::N,సూది,ասեղ
411,Faden::N,దారము,թել
412,Knopf::N,బొత్తాము,կոճակ
413,Knoten::N,ముడి,հանգույց
414,Farbe::N,రంగు,ներկ
415,Kleidung::N,బట్టలు,հագուստ
416,Hemd::N,చొక్కాయ,վերնաշապիկ
417,Kragen::N,మాల,օձիք
418,Ärmel::N,చొక్కాయచెయ్యి,թեւք
419,Hose::N,ఇజారు,շալվար
420,Gürtel::N,పటకా,գոտի
421,Mütze::N,టోపి,կեպի
422,Schuh::N,పాదరక్ష,կոշիկ
423,Stiefel::N,బూటు,երկարաճիթ կոշիկ
424,Ring::N,ఉంగరము,զնգալ
425,Band::N,నాడా,ժապավեն
426,Kamm::N,దువ్వెన,սանր
427,Spiegel::N,అద్దము,հայելի
428,Riemen::N,వాడా,փոկ
429,Schnur::N,దారము,լար
430,Leine::N,వారు,փոկ
431,Decke::N,కంబళి,վերմակ
432,Kissen::N,తలగడ,բարձ
433,Tuch::N,బట్ట,թաշկինակ
434,Handtuch::N,తువాలు,սրբիչ
435,Kraft::N,బలము,ուժ
436,Stärke::N,శక్తి,պնդություն
437,Stärke::N,శక్తి,ամրություն
438,Gesundheit::N,ఆరోగ్యము,առողջություն
439,Krankheit::N,రోగము,ախտ
440,Krankheit::N,రోగము,հիվանդություն
441,Schmerz::N,నొప్పి,ցավ
442,Schmerz::N,నొప్పి,տանջանք
443,Wunde::N,గాయము,վերք
444,Fieber::N,జ్వరము,տենդ
445,Arznei::N,మందు,դեղ
446,Brücke::N,వంతెన,կամուրջ
447,Brunnen::N,బావి,հոր
448,Brunnen::N,బావి,ջրհոր
449,Brunnen::N,కూపము,հոր
450,Brunnen::N,కూపము,ջրհոր
451,Brunnen::N,నుయ్యి,հոր
452,Brunnen::N,నుయ్యి,ջրհոր
453,Weide::N,పచ్చికబయలు,արոտավայր
454,Pfad::N,కాలిత్రోవ,արահետ
455,Weg::N,మార్గము,ուղի
456,Straße::N,బాట,ճանապարհ
457,Dorf::N,గ్రామము,գյուղ
458,Stadt::N,పట్టణము,քաղաք
459,Brief::N,జాబు,նամակ
460,Buch::N,పుస్తకము,գիրք
461,Buchstabe::N,అక్షరము,տառ
462,Buchstabe::N,అక్షరము,գիր
463,Zeitung::N,వార్తాపత్రిక,լրագիր
464,Leben::N,ప్రాణము,կյանք
465,Tod::N,మరణము,մահ
466,Grab::N,సమాధి,գերեզման
467,Kirche::N,క్రెస్తవులగుడి,եկեղեցի
468,Sünde::N,పాపము,մեղք
469,Gott::N,దేవుడు,աստված
470,Arbeiter::N,పనిపాటుచేశేవాడు,բանվոր
471,Arbeiter::N,పనిపాటుచేశేవాడు,աշխատող
472,Chef::N,యజమానుడు,տեր
473,Meister::N,కళాకారుడు,վարպետ
474,Arzt::N,వైద్యుడు,բժիշկ
475,Lehrer::N,ఉపాధ్యాయుడు,ուսուցիչ
476,Geld::N,ద్రవ్యము,փող
477,Geschäft::N,వ్యాపారము,գործ
478,Geschäft::N,వ్యాపారము,աշխատանք
479,Laden::N,అంగడి,կրպակ
480,Laden::N,అంగడి,խանութ
481,Preis::N,వెల,գին
482,Ware::N,సరకులు,ապրանք
483,Nutzen::N,ప్రయోజనము,օգուտ
484,Reichtum::N,ధనము,հարստություն
485,Welt::N,ప్రపంచము,աշխարհ
486,Land::N,దేశము,երկիր
487,Staat::N,రాజ్యము,պետություն
488,König::N,రాజు,արքա
489,König::N,రాజు,թագավոր
490,Macht::N,అధికారము,իշխանություն
491,Grenze::N,సరిహద్దు,սահման
492,Krieg::N,యుద్ధము,պատերազմ
493,Feind::N,శత్రువు,թշնամի
494,Gewalt::N,దౌర్జన్యము,բռնություն
495,Gewalt::N,దౌర్జన్యము,սաստկություն
496,Kampf::N,పోట్లాట,մարտ
497,Bogen[Waffe]::N,విల్లు,աղեղ
498,Pfeil::N,బాణము,նետ
499,Gewehr::N,తుపాకి,հրացան
500,Fehler::N,తప్ప,սխալ
501,Lüge::N,అసత్యము,սուտ
502,Schaden::N,నష్టము,վնաս
503,Unglück::N,దురదృష్టము,դժբախտություն
504,Schuld::N,తప్పు,պակասություն
505,Alter::N,వయస్సు,հասակ
506,Schluss::N,ముగింపు,վերջ
507,Schluss::N,ముగింపు,վախճան
508,Zeit::N,కాలము,ժամանակ
509,Tag::N,దినము,օր
510,Morgen::N,ఉదయము,առավոտ
511,Mittag::N,మధ్యాహ్నము,կեսօր
512,Abend::N,సాయంకాలము,երեկո
513,Nacht::N,రత్రి,գիշեր
514,Woche::N,వారము,շաբաթ
515,Monat::N,నెల,ամիս
516,Jahr::N,సంవత్సరము,տարի
517,Frühling::N,వసంతకాలము,գարուն
518,Sommer::N,వేసవికాము,ամառ
519,Herbst::N,ఆకురాలుకాలము,աշուն
520,Winter::N,శీతకాలము,ձմեռ
521,Januar::N,జనవరి,հունվար
522,Februar::N,ఫిబ్రవరి,փետրվար
523,März::N,మార్చి,մարտ
524,April::N,ఏప్రిలు,ապրիլ
525,Mai::N,మే,մայիս
526,Juni::N,జూన్,հունիս
527,Juli::N,జూలై,հուլիս
528,August::N,ఆగస్టు,օգոստոս
529,September::N,సెప్ఠెంబరు,սեպտեմբեր
530,Oktober::N,అక్టోబరు,հոկտեմբեր
531,November::N,నవంబరు,նոյեմբեր
532,Dezember::N,డిసెంబర్,դեկտեմբեր
533,Montag::N,సోమవారము,երկուշաբթի
534,Dienstag::N,మంగళవారము,երեքշաբթի
535,Mittwoch::N,బుధవారము,չորեքշաբթի
536,Donnerstag::N,గురువారము,հինգշաբթի
537,Freitag::N,శుక్రవారము,ուրբաթ
538,Samstag::N,శనివారము,շաբաթ
539,Sonntag::N,ఆదివారము,կիրակի
540,groß::A,గొప్పైన,մեծ
541,groß::A,గొప్పైన,խոշոր
542,klein::A,చిన్న,պստիկ
543,klein::A,చిన్న,փոքրիկ
544,lang::A,పొడుగాటి,երկար
545,kurz::A,పొట్టి,կարճ
546,breit::A,వెడల్పైన,լայն
547,schmal::A,ఇఱుకైన,նեղ
548,dicht::A,దట్టమైన,խիտ
549,dick[Gegenstand]::A,దట్టమైన,հաստ
550,dünn::A,పలుచని,բարակ
551,fein::A,నాజాకైన,նուրբ
552,fest::A,దృడమైవ,ամուր
553,fest::A,దృడమైవ,պինդ
554,flach::A,చదువైన,տափակ
555,glatt::A,నున్నని,հարթ
556,hart::A,కఠినమైన,կարծր
557,weich::A,మృదువైన,մեղմ
558,weich::A,మృదువైన,փափուկ
559,rund::A,గుండ్రని,կլոր
560,spitz::A,మొనగల,սրածայր
561,scharf::A,పదనైన,սուր
562,stumpf::A,వాడిలేని,գուլ
563,schwer::A,బరువ్తెన,ծանր
564,schön::A,సుందరమైన,սիրուն
565,schön::A,సుందరమైన,գեղեցիկ
566,heiß::A,వేడియైన,թեժ
567,warm::A,వెచ్చని,տաք
568,warm::A,వెచ్చని,ջերմ
569,kalt::A,చల్లని,ցուրտ
570,kühl::A,చల్లని,զով
571,frisch::A,తాజాయైన,թարմ
572,feucht::A,చెమ్మగానున్న,ղոնավ
573,nass::A,తడిగామన్న,թաց
574,trocken::A,ఎండిన,ցամաք
575,voll::A,నిండు,լի
576,voll::A,నిండు,լիքը
577,leer::A,శూన్యమైన,դատարկ
578,offen::A,తెఱచియున్న,բաց
579,geschlossen::A,మూసిన,գոց
580,sauber::A,పరిశుద్ధమైన,մաքուր
581,schmutzig::A,ముఱికియైన,կեղտոտ
582,roh::A,పచ్చి,հում
583,reif::A,పండివ,հասած
584,reif::A,పండివ,հասուն
585,lecker::A,రుచి గల,համեղ
586,süß::A,తియ్యని,անուշ
587,bitter::A,చేదైన,կծու
588,sauer::A,పుల్లని,թթու
589,sauer::A,పుల్లని,թթված
590,hell::A,కాంతిగల,պայծառ
591,hell::A,కాంతిగల,խելամիտ
592,dunkel::A,చీకటియైన,մութ
593,schwarz::A,నల్లని,սեւ
594,weiß::A,తెలుపు,սպիտակ
595,rot::A,ఎఱ్ఱని,կարմիր
596,gelb::A,పసుపు పచ్చ,դեղին
597,blau::A,నీలవర్ణము,կապույտ
598,grün::A,ఆకుపచ్చని,կանաչ
599,grau::A,నెరిసిన,գորշ
600,bunt::A,రంగేలీ,գոյնզգոյն
601,billig::A,చౌకయైన,էժան
602,teuer::A,వెలపొడుగైన,թանկ
603,wertvoll::A,విలుప్తెన,թանկարժեք
604,blind::A,గ్రుడ్డి,կույր
605,taub::A,చెవిటి,խուլ
606,kräftig::A,శక్తి గల,հզոր
607,stark::A,బలమైన,ուժեղ
608,schwach::A,బలహీనమైన,տկար
609,schwach::A,బలహీనమైన,թույլ
610,fett::A,క్రొవ్విన,գեր
611,schlank::A,సన్నని,նիհար
612,hübsch::A,సాగప్తెన,գրավիչ
613,hübsch::A,సాగప్తెన,սիրունիկ
614,böse::A,చెడ్డ,չար
615,dumm::A,తెలివిలేని,հիմար
616,faul::A,సోమరియైన,ծույլ
617,fleißig::A,శ్రద్దగల,ջանասեր
618,fleißig::A,శ్రద్దగల,փութաջան
619,geizig::A,పిసినారియైన,ագահ
620,geizig::A,పిసినారియైన,կծծի
621,klug::A,తెలివిగల,խելոք
622,klug::A,తెలివిగల,ընդունակ
623,geschickt::A,నిపుణతగల,ճարտար
624,lieb::A,ప్రియమైన,սիրելի
625,lustig::A,ఉల్లాసము గల,զվարթ
626,sanft::A,సాధువైన,հեզ
627,hungrig::A,ఆకలిగొనిన,քաղցած
628,krank::A,వ్యాధిగల,հիվանդ
629,nackt::A,దిగంబరమైన,մերկ
630,traurig::A,విచారముగల,տխուր
631,lebendig::A,ప్రాణముతో నున్న,կենդանի
632,gut::A,మంచి,լավ
633,schlecht::A,చెడ్డ,վատ
634,richtig::A,సరియైన,ձիշտ
635,schlimm::A,అసహ్యమైన,լղրճուկ
636,wahr::A,నిజమైన,ճիշտ
637,wahr::A,నిజమైన,իրական
638,alt::A,ముసలి,հին
639,neu::A,క్రొత్త,նոր
640,ehemalig::A,పూర్వపు,նախկին
641,alt[Lebewesen]::A,ముసలి,ծեր
642,alt[Lebewesen]::A,ముసలి,պառավ
643,jung::A,పసి,մատաղ
644,arm::A,బీద,աղքատ
645,reich::A,ధనవంతుడైన,հարուստ
646,bekannt::A,తెలిసిన,ծանոթ
647,berühmt::A,ప్రపిద్దికెక్కివ,հայտնի
648,berühmt::A,ప్రపిద్దికెక్కివ,հռչակավոր
649,fremd::A,అన్యమైన,օտար
650,verschieden::A,భేదమైన,տարբեր
