,Concept_ID,udm,xal
89,Raureif::N,гӧр,цаң
90,Raureif::N,гӧр,кирү
91,Regenbogen::N,вуюись,солңһ
92,Donner::N,гудыри,оһтрһун дун
93,Strömung::N,бызён,урсхл
94,Tropfen::N,шапык,дусал
95,Schaum::N,шукы,көөсн
96,Schmutz::N,нӧд,кир
97,Schmutz::N,дэри,кир
98,See::N,ты,нур
99,Sumpf::N,нюр,унул
100,Moor::N,нюр,улм
101,Wiese::N,возь,хадлһн
102,Wiese::N,возьвыл,хадлһн
103,Wald::N,сик,ө-модн
104,Wald::N,нюлэс,ө-модн
105,Hügel::N,выр,толһа
106,Hügel::N,вырйыл,толһа
107,Anhöhe::N,выр,хамр
108,Anhöhe::N,вырйыл,хамр
109,Berg::N,гурезь,уул
110,Gipfel::N,йыл,ора
111,Höhle::N,гу,хадин көндә
112,Abhang::N,бам,ташу
113,Quelle::N,ошмес,булг
114,Bach::N,пичи шур,һооҗур
115,Fluss::N,шур,һол
116,Ufer::N,ярдур,көвә
117,Küste::N,вудур,көвә
118,Küste::N,вудур,теңгсин көвә
119,Festland::N,мувыр,хүүрә һазр
120,Meer::N,зарезь,теңгс
121,Bucht::N,вукож,цекә
122,Bucht::N,вукож,теңгсин цекә
123,Insel::N,вумуӵ,арл
124,Insel::N,шормуӵ,арл
125,Blume::N,сяська,цецг
126,Gras::N,турын,ноһан
127,Wurzel::N,выжы,уңг
128,Baum::N,пу,модн
129,Stamm::N,модос,шилв
130,Stamm::N,модос,һол модн
131,Rinde::N,сул,көрсн
132,Ast::N,ул,ац
133,Zweig::N,вай,ац
134,Blatt::N,куар,хамтхасн
135,Birke::N,кызьпу,хусм модн
136,Kiefer[Baum]::N,пужым,шар харһа
137,Weide[Baum]::N,бадьпу,удн
138,Tanne::N,кыз,җөөлн цаһан модн
139,Horn::N,сюр,өвр
140,Feder::N,тылы,өрвлг
141,Fell::N,ку,арсн
142,Flügel::N,бурд,җивр
143,Klaue::N,гижы,хумсн
144,Kralle::N,пыд,тавг
145,Schwanz::N,быж,сүл
146,Ei::N,пуз,өндгн
147,Ei::N,кукей,өндгн
148,Nest::N,кар,үр
149,Nest::N,пузкар,үр
150,Bau::N,кар,нүкн
151,Bau::N,гу,нүкн
152,Tier::N,пӧйшур,мал
153,Herde::N,уллё,сүрг мал
154,Kuh::N,скал,үкр
155,Bulle::N,ош,бух
156,Bulle::N,пороз,бух
157,Pferd::N,вал,мөрн
158,Schaf::N,ыж,хөн
159,Schwein::N,парсь,һаха
160,Hund::N,пуны,ноха
161,Katze::N,коӵыш,мис
162,Bär::N,гондыр,аю
163,Eichhörnchen::N,коньы,кермн
164,Elch::N,койык,хандһа
165,Fuchs::N,ӟичы,арат
166,Hase::N,кеч,туула
167,Maus::N,шыр,хулһн
168,Wolf::N,кион,чон
169,Vogel::N,тылобурдо,шовун
170,Schwarm::N,уллё,зел
171,Huhn::N,курег,така
172,Hahn::N,атас,эр така
173,Gans::N,ӟазег,һалун
174,Adler::N,ӧрзи,һәрд
175,Ente::N,ӵӧж,нуһсн
176,Eule::N,кучыран,һурвлһ
177,Kranich::N,тури,тоһрун
178,Krähe::N,куака,шаазһа
179,Kuckuck::N,кикы,эргин хуцдг
180,Schwan::N,юсь,хун
181,Fisch::N,чорыг,заһсн
182,Barsch::N,юш,шүрг
183,Hecht::N,чипей,цурх
184,Schlange[Tier]::N,кый,моһа
185,Wurm::N,нумыр,өтн
186,Spinne::N,чонари,аралҗн
187,Ameise::N,кузьыли,шорһлҗн
188,Laus::N,тэй,бөөсн
189,Mücke::N,нымы,бөкүн
190,Mücke::N,чибинь,бөкүн
191,Fliege::N,кут,батхн
192,Schmetterling::N,бубыли,эрвәкә
193,Beere::N,узы-боры,бөөлҗрһн
194,Apfel::N,яблок,альмн
195,Pilz::N,губи,теңгрин ки
196,Zwiebel::N,сугон,мәңгрснә толһа
197,Saat::N,кидыс,буудян экн
198,Korn::N,тысь,экн
199,Heu::N,турын,өвсн
200,Schale::N,кыд,хальсн
201,Grube::N,гу,нүкн
202,Grube::N,гоп,нүкн
203,Falle::N,налик,урх
204,Falle::N,налик,хавх
205,Schlinge::N,гиӟ,бүтү
206,Schlinge::N,герд,бүтү
207,Spur::N,пытьы,мөр
208,Spur::N,бервыл,мөр
209,Asche::N,пень,үмсн
210,Dreck::N,дэри,бальчг
211,Eisen::N,корт,төмр
212,Gold::N,зарни,алтн
213,Silber::N,азвесь,мөңгн
214,Silber::N,азвесь,цаһан мөңгн
215,Kohle::N,эгыр,нүүрсн
216,Glas::N,стекло,шил
217,Glas::N,пияла,шил
218,Lehm::N,сюй,шавр
219,Sand::N,луо,элсн
220,Mensch::N,мурт,күн
221,Mensch::N,мурт,күмн
222,Mensch::N,адями,күн
223,Mensch::N,адями,күмн
224,Mann::N,воргорон,эр
225,Frau::N,кышномурт,күүкд күн
226,Kind::N,нуны,үрн
227,Kind::N,пинал,үрн
228,Junge::N,пи,көвүн
229,Mädchen::N,ныл,бичкн күүкн
230,Familie::N,семья,бүл
231,Großvater::N,песятай,өвк эцк
232,Großvater::N,песятай,наһц эцк
233,Großvater::N,пересь атай,өвк эцк
234,Großvater::N,пересь атай,наһц эцк
235,Großmutter::N,песянай,эмг эк
236,Großmutter::N,песянай,наһц эк
237,Großmutter::N,пересь анай,эмг эк
238,Großmutter::N,пересь анай,наһц эк
239,Eltern::N,атай-анай,эк эцк хойр
240,Eltern::N,бубы-мумы,эк эцк хойр
241,Vater::N,айы,эцк
242,Vater::N,атай,эцк
243,Mutter::N,мумы,эк
244,Sohn::N,пи,көвүн
245,Tochter::N,ныл,күүкн
246,Bruder::N,агай,дү көвүн
247,Schwester::N,апа,эгч
248,Schwester::N,апа,дү күүкн
249,Schwester::N,сузэр,эгч
250,Schwester::N,сузэр,дү күүкн
251,Onkel::N,агай,авһ
252,Onkel::N,агай,наһцх
253,Tante::N,апа,наһц эгч
254,Tante::N,кенак,наһц эгч
255,Ehemann::N,карт,залу
256,Ehefrau::N,кышно,гергн
257,Freude::N,шумпотон,байр
258,Gelächter::N,горем,инәдн
259,Glück::N,шуд,җирһл
260,Glück::N,шуд,сәәхн җирһл
261,Kummer::N,кайгу,зовлң
262,Kummer::N,куректон,зовлң
263,Wunsch::N,мылпотон,дурн
264,Lust::N,потон,җилвтлһн
265,Geist::N,лул,зөрг
266,Gedanke::N,малпан,ухан
267,Gedächtnis::N,йырсазь,чееҗин тодлвр
268,Gedächtnis::N,тодэваён,чееҗин тодлвр
269,Verstand::N,йырвизь,ухан
270,Sinn::N,смысл,учр-утх
271,Grund::N,муг,учр
272,Grund::N,муг,шалтан
273,Grund::N,ньӧм,учр
274,Grund::N,ньӧм,шалтан
275,Wahrheit::N,зэм,үнн
276,Wahrheit::N,шонер,үнн
277,Gespräch::N,вераськон,күүндвүр
278,Märchen::N,выжыкыл,тууль
279,Erzählung::N,верос,келвр
280,Nachricht::N,ивор,медүллһн
281,Neuigkeit::N,выльивор,зәңг
282,Name::N,ним,нерн
283,Rätsel::N,мадькыл,тәәлвртә тууль
284,Rede::N,верам,келлһн
285,Sprache::N,кыл,келн
286,Stimme::N,куара,дун
287,Wort::N,кыл,үг
288,Zeichen::N,пус,темдг
289,Zeichen::N,тодмет,темдг
290,Ruf::N,ӧтён,дуудлһн
291,Ruf::N,чортон,дуудлһн
292,Lärm::N,ӵашетон,шууган
293,Laut::N,куара,ә
294,Ton::N,куара,дун
295,Lied::N,кырӟан,дун
296,Ruhe::N,чалмыт улон,амулң
297,Leute::N,адямиос,әмтн
298,Volk::N,калык,улс
299,Arbeit::N,уж,көдлмш
300,Gast::N,куно,гиич
301,Geschenk::N,салам,белг
302,Geschenk::N,кузьым,белг
303,Spiel::N,шудон,наадн
304,Gesellschaft::N,калык,олн
305,Hilfe::N,юрттон,нөкд
306,Freund::N,эш,иньг
307,Freund::N,юлтош,иньг
308,Kamerad::N,тодмо,үр
309,Angelegenheit::N,уж,керг
310,Anzahl::N,лыд,то
311,Art::N,тус,зүүл
312,Stück::N,юдэс,хусг
313,Teil::N,люкет,хүв
314,Hälfte::N,ӝыны,өрәл
315,Kreis::N,котырес,төгрг
316,Kreuz::N,крест,кирс
317,Linie::N,гож,зурасн
318,Strich::N,гож,татасн
319,Abstand::N,вис,зә
320,Abstand::N,кусып,зә
321,Entfernung::N,кусып,һазр
322,Gegend::N,инты,һазр
323,Platz::N,инты,зә
324,Ort::N,инты,бәәрн
325,Ort::N,места,бәәрн
326,Seite::N,пал,тал
327,Seite::N,пал,хаҗу
328,Seite::N,пал,хәврһ
329,Mitte::N,шор,дунд
330,Gegenstand::N,арбери,юмн
331,Sache::N,котыр,юмн
332,Rand::N,дур,зах
333,Rand::N,шаер,зах
334,Kante::N,дур,ирмәг
335,Ecke::N,сэрег,өнцг
336,Spitze::N,йыл,үзүр
337,Ende::N,пум,үзүр
338,Loch::N,пась,хаһрха
339,Winkel::N,сэрег,булң
340,Muster::N,пужы,намч
341,Größe::N,быдӟала,кемҗән
342,Länge::N,кузьдала,ут
343,Höhe::N,ӝуждала,өндр
344,Gewicht::N,сектала,күнд
345,Gewicht::N,сектала,чиңнүр
346,Gewicht::N,секытлык,күнд
347,Gewicht::N,секытлык,чиңнүр
348,Menge::N,лыд,ик
349,Menge::N,лыдпус,ик
350,Haufen::N,люк,ова
351,Reihe::N,чур,зерг
352,Reihe::N,чур,зерглән
353,Boot::N,пыж,оңһц
354,Boot::N,лодка,оңһц
355,Ruder::N,полыс,хәәв
356,Schlitten::N,додьы,цан
357,Ski::N,куас,лыҗ
358,Lagerfeuer::N,тылскем,костёр
359,Last::N,секыт,күнд
360,Gang::N,ветлон,йовлһн
361,Schritt::N,вамыш,ишкм
362,Norden::N,уйпал,ар үзг
363,Süden::N,лымшор,өмн
364,Süden::N,лымшор,өмн үзг
365,Westen::N,шунды пуксён,барун
366,Westen::N,шунды пуксён,барун үзг
367,Osten::N,шунды ӝужан,зүн
368,Osten::N,шунды ӝужан,зүн үзг
369,Holz::N,пу,модн
370,Brett::N,пул,харһа
371,Platte::N,плита,хавтха чолун
372,Stütze::N,пыкет,тулг
373,Stange::N,пуӵ,уньн
374,Stock::N,боды,модн
375,Stab::N,пуӵ,шуург
376,Stab::N,боды,шуург
377,Rohr::N,труба,турва
378,Haus::N,юрт,гер
379,Heim::N,корка,гер-бул
380,Ofen::N,гур,беш
381,Fußboden::N,выж,девскр
382,Tisch::N,ӝӧк,ширә
383,Stuhl::N,пукон,стул
384,Wiege::N,кӧкы,өлгә
385,Wiege::N,кӧкы,дүүҗң
386,Wiege::N,зыбка,өлгә
387,Wiege::N,зыбка,дүүҗң
388,Bett::N,валес,орн
389,Bett::N,валес,орндг
390,Regal::N,ӝажы,таг
391,Regal::N,ӝажы,тәвц
392,Kiste::N,ящик,яршг
393,Fenster::N,укно,терз
394,Fenster::N,косяк,терз
395,Tür::N,ӧс,үүдн
396,Tor::N,ӟезьы,үүдн
397,Tor::N,ӟезьы,өргн үүдн
398,Tor::N,ӟезьы,хашан үүдн
399,Zaun::N,забор,хаша
400,Dach::N,липет,деевр
401,Leiter::N,падӟа,шат
402,Leiter::N,падӟа,давшур
403,Besen::N,ӵужон,сәвүр
404,Besen::N,исьнер,сәвүр
405,Spaten::N,лопатка,күрз
406,Schaufel::N,ютырон,совг
407,Gabel::N,тэчы,серә
408,Gabel::N,вилка,серә
409,Löffel::N,пуньы,ухр
410,Messer::N,пурт,утх
411,Nagel::N,кортӵог,хадасн
412,Netz::N,сеть,гөлм
413,Haken::N,курик,дегә
414,Griff::N,ныд,иш
415,Griff::N,ныд,бәрүл
416,Schloss::N,тунгон,оньс
417,Bild::N,суред,зург
418,Figur::N,фигура,фигур
419,Puppe::N,мунё,наадһа
420,Beutel::N,пуйы,мишг
421,Bündel::N,керттэт,багла
422,Bündel::N,керттэт,боодһа
423,Tasche::N,пуйы,сумк
424,Tasche::N,сумка,сумк
425,Eimer::N,ведра,суулһ
426,Deckel::N,ӵоксэт,бүркәсн
427,Geschirr::N,тусьты-пуньы,сав
428,Geschirr::N,тусьты-пуньы,сав-сарх
429,Sack::N,пуйы,мишг
430,Tasse::N,ӵаша,ааһ
431,Topf::N,миска,кастрюль
432,Kessel::N,пурты,хәәсн
433,Essen::N,сиськон,зоогллһн
434,Nahrung::N,сион,теҗәл
435,Speise::N,сиён,хот
436,Fleisch::N,сӥль,махн
437,Getreide::N,ю тысь,хот болҗ эдлгддг цецгүдтә урһмл
438,Brei::N,ӝук,хаш
439,Brot::N,нянь,өдмг
440,Scheibe::N,шорем,зүсм
441,Fett::N,кӧй,өөкн
442,Butter::N,вӧй,тосн
443,Öl::N,вӧй,тосн
444,Salz::N,сылал,давсн
445,Suppe::N,шыд,шөлн
446,Honig::N,чечы,бал
447,Milch::N,йӧл,үсн
448,Tee::N,чай,цә
449,Leder::N,сурон,арсн
450,Wolle::N,гон,утцн
451,Wolle::N,гон,эд
452,Wolle::N,ыжгон,утцн
453,Wolle::N,ыжгон,эд
454,Stoff::N,куэм,эд
455,Nadel::N,вень,зүн
456,Faden::N,сӥньыс,утцн
457,Knopf::N,бирды,товч
458,Knoten::N,герд,зәңгдә
459,Farbe::N,буёл,будг
460,Kleidung::N,дӥсь,хувцн
461,Kleidung::N,дӥсь,хувц-хунр
462,Hemd::N,дэрем,киилг
463,Kragen::N,сирес,зах
464,Ärmel::N,саес,ханцн
465,Hose::N,брюки,шалвур
466,Hose::N,штань,шалвур
467,Gürtel::N,кускерттон,бүс
468,Mütze::N,ызьы,махла
469,Schuh::N,ботинка,башмгуд
470,Stiefel::N,сапег,һосн
471,Ring::N,зундэс,билцг
472,Band::N,лента,лент
473,Kamm::N,сын,сам
474,Spiegel::N,синучкон,толь
475,Riemen::N,е,бүс
476,Schnur::N,гозы,деесн
477,Leine::N,думет,бурнтг
478,Leine::N,думет,нохан көтлвр
479,Decke::N,шобрет,көнҗл
480,Kissen::N,миндэр,дер
481,Tuch::N,кышет,альчур
482,Handtuch::N,ӵушкон,полотенц
483,Handtuch::N,ӵушкон,һар-нүүрин альчур
484,Kraft::N,кать,күчн
485,Kraft::N,ӟигар,күчн
486,Stärke::N,юнлык,чидл
487,Gesundheit::N,тазалык,эрүл-менд
488,Krankheit::N,висён,өвчн
489,Schmerz::N,висён,өвдлһн
490,Wunde::N,яра,шав
491,Fieber::N,кезег,безг
492,Arznei::N,эмъюм,эм
493,Brücke::N,выж,тагт
494,Brunnen::N,колдэч,худг
495,Weide::N,возь,малын идг
496,Pfad::N,сюрес,цувг
497,Weg::N,сюрес,хаалһ
498,Straße::N,сюрес,зам
499,Dorf::N,гурт,хотн
500,Stadt::N,кар,балһсн
501,Stadt::N,город,балһсн
502,Brief::N,гожтэт,бичг
503,Buch::N,книга,дегтр
504,Buchstabe::N,буква,үзг
505,Zeitung::N,газет,газет
506,Leben::N,улон,җирһл
507,Tod::N,кулон,үкл
508,Tod::N,кулон,өңгрлһн
509,Grab::N,шайгу,оршалһна нүкн
510,Kirche::N,черк,чонҗ
511,Sünde::N,сьӧлык,нүл
512,Sünde::N,сьӧлык,килнц
513,Gott::N,ӥнмар,бурхн
514,Arbeiter::N,рабочий,көдлмшч
515,Chef::N,начальник,толһач
516,Meister::N,кибашлы,урн
517,Arzt::N,врач,эмч
518,Lehrer::N,дышетӥсь,багш
519,Geld::N,уксё,мөңгн
520,Geld::N,коньдон,мөңгн
521,Geschäft::N,уж,көдлмш
522,Laden::N,магазин,лавк
523,Preis::N,дун,үн
524,Ware::N,вуз,эд-тавр
525,Nutzen::N,пайда,олз
526,Reichtum::N,узырлык,зөөр
527,Welt::N,дунне,орчлң
528,Welt::N,дунне,делкә
529,Land::N,шаер,орн-нутг
530,Staat::N,кун,государств
531,König::N,эксэй,хан
532,Macht::N,власть,йосн
533,Grenze::N,кунгож,меҗә
534,Krieg::N,ож,дән
535,Feind::N,тушмон,дәәсн
536,Gewalt::N,эриктэман,күч һарһлһн
537,Kampf::N,нюръяськон,ноолдан
538,Kampf::N,нюръяськон,бәрлдлһн
539,Bogen[Waffe]::N,пукыӵ,саадг
540,Pfeil::N,пукыӵ вень,сумн
541,Gewehr::N,пыӵал,бу
542,Fehler::N,янгыш,алдг
543,Lüge::N,пӧян,худл
544,Lüge::N,алдан,худл
545,Lüge::N,ӧрекчан,худл
546,Schaden::N,изъян,хорлт
547,Unglück::N,куректон,гүрм
548,Unglück::N,шудтэме усён,гүрм
549,Schuld::N,янгыш,гем
550,Schuld::N,янгыш,буру
551,Alter::N,арлыд,насн
552,Schluss::N,пум,чилгч
553,Zeit::N,дыр,цаг
554,Tag::N,нунал,өдр
555,Morgen::N,ӵукна,өрүн
556,Mittag::N,лымшор,үд
557,Abend::N,ӝыт,асхн
558,Abend::N,акшан,асхн
559,Nacht::N,уй,сө
560,Woche::N,арня,долан хонг
561,Monat::N,толэзь,сар
562,Jahr::N,ар,җил
563,Frühling::N,тулыс,хавр
564,Sommer::N,гужем,зун
565,Herbst::N,сӥзьыл,намр
566,Winter::N,тол,үвл
567,Januar::N,выльартолэзь,январь
568,Februar::N,тулыспал,февраль
569,März::N,южтолэзь,март
570,März::N,южтолэзь,моһа сар
571,April::N,оштолэзь,апрель
572,Mai::N,куартолэзь,май
573,Juni::N,вожотолэзь,июнь
574,Juni::N,вожотолэзь,мөчн сар
575,Juli::N,пӧсьтолэзь,июль
576,August::N,гудырикошкон,август
577,September::N,куарусён,һаха сар
578,Oktober::N,выльӝуктолэзь,октябрь
579,November::N,шуркынмон,ноябрь
580,November::N,шуркынмон,үкр сар
581,Dezember::N,толсур,бар сар
582,Montag::N,вордӥськон,понедельник
583,Dienstag::N,вторник,вторник
584,Mittwoch::N,вирнунал,среда
585,Mittwoch::N,вирнунал,үлмҗ өдр
586,Donnerstag::N,покчиарня,четверг
587,Donnerstag::N,покчиарня,пүрвә өдр
588,Freitag::N,удмуртарня,пятниц
589,Samstag::N,кӧснунал,суббот
590,Sonntag::N,арня,нарн өдр
591,Sonntag::N,арня,воскресень
592,groß::A,бадӟым,ик
593,klein::A,пичи,бичкн
594,lang::A,кузь,ут
595,kurz::A,вакчи,оһтр
596,breit::A,паськыт,өргн
597,schmal::A,сюлэг,уутьхн
598,dicht::A,ӵем,нигт
599,dick[Gegenstand]::A,зӧк,зузан
600,dünn::A,векчи,нимгн
601,fein::A,векчи,нәрхн
602,fest::A,юн,бат
603,fest::A,чурыт,бат
604,flach::A,ӵошкыт,хавтха
605,glatt::A,гылыт,тегш
606,glatt::A,гылыт,тиньгр
607,glatt::A,вольыт,тегш
608,glatt::A,вольыт,тиньгр
609,hart::A,чурыт,хату
610,weich::A,небыт,җөөлн
611,weich::A,небыт,җөөлкн
612,rund::A,котырес,төгрг
613,spitz::A,йылсо,шовһр
614,scharf::A,лэчыт,хурц
615,stumpf::A,ныж,мука
616,schwer::A,секыт,күнд
617,schön::A,чебер,сәәхн
618,heiß::A,пӧсь,халун
619,warm::A,шуныт,дулан
620,kalt::A,кезьыт,киитн
621,kühl::A,юзмыт,серүн
622,kühl::A,салкым,серүн
623,frisch::A,выль,серүн
624,feucht::A,мускыт,чиигтә
625,nass::A,котмем,чиигтә
626,trocken::A,кӧс,хагсу
627,voll::A,тыр,дүүрң
628,leer::A,буш,сул
629,leer::A,буш,хоосн
630,leer::A,тырттэм,сул
631,leer::A,тырттэм,хоосн
632,offen::A,усьтэм,секәтә
633,geschlossen::A,ӵогам,хаалһата
634,geschlossen::A,пунням,хаалһата
635,sauber::A,ӝикыт,цевр
636,sauber::A,чылкыт,цевр
637,schmutzig::A,нӧд,киртә
638,roh::A,ыль,түүкә
639,reif::A,вуэм,болсн
640,lecker::A,ческыт,әмтәхн
641,süß::A,ческыт,әмтәхн
642,bitter::A,курыт,һашун
643,bitter::A,курыт,һашута
644,sauer::A,чырс,ишклң
645,hell::A,югыт,герлтә
646,dunkel::A,пеймыт,харңһу
647,schwarz::A,сьӧд,хар
648,weiß::A,тӧдьы,цаһан
649,rot::A,горд,улан
650,gelb::A,ӵуж,шар
651,blau::A,лыз,көк
652,grün::A,вож,көк
653,grau::A,пурысь,бор
654,bunt::A,куӵо,алг
655,bunt::A,куӵо,эрәтә
656,billig::A,дунтэм,кимд
657,teuer::A,дуно,үнтә
658,wertvoll::A,дуно,үнтә
659,wertvoll::A,дуно,эрднь
660,blind::A,сукыр,сохр
661,blind::A,синтэм,сохр
662,taub::A,пельтэм,дүлә
663,kräftig::A,кужмо,күчтә
664,stark::A,юн,чаңһ
665,stark::A,кужмо,чаңһ
666,schwach::A,ляб,күчн тату
667,schwach::A,начар,күчн тату
668,fett::A,кӧй,тарһн
669,schlank::A,веськыт,эццн
670,schlank::A,веськрес,эццн
671,hübsch::A,чебер,көркхн
672,hübsch::A,синмаськымон,көркхн
673,böse::A,лек,уурта
674,dumm::A,шузи,тенг
675,dumm::A,визьтэм,тенг
676,faul::A,азьтэм,залху
677,fleißig::A,сюлмо,кинән
678,fleißig::A,сюлмо,кинмһә
679,geizig::A,сук,ховдг
680,klug::A,визьмо,ухата
681,geschickt::A,усто,чадмг
682,geschickt::A,быгатӥсь,чадмг
683,lieb::A,мусо,эңкр
684,lustig::A,шулдыр,сергмҗтә
685,lustig::A,шулдыр,җирһлтә
686,sanft::A,мусо,номһн
687,sanft::A,эрке,номһн
688,hungrig::A,сютэм,өлн
689,hungrig::A,сютэм,харһнсн
690,krank::A,висись,өвчтә
691,krank::A,висись,шалтгта
692,nackt::A,гольык,нүцкн
693,traurig::A,мӧзмыт,һундлта
694,lebendig::A,улэп,әмд
695,gut::A,ӟеч,сән
696,gut::A,умой,сән
697,schlecht::A,урод,му
698,schlecht::A,алама,му
699,richtig::A,шонер,зөвтә
700,schlimm::A,алама,җигшүртә
701,wahr::A,зэмос,үнн
702,wahr::A,зэмос,мөн
703,alt::A,вуж,хуучн
704,neu::A,выль,шин
705,ehemalig::A,азьвылэз,хуучн
706,alt[Lebewesen]::A,пересь,көгшн
707,jung::A,егит,баһ
708,jung::A,пинал,баһ
709,arm::A,начар,угатя
710,arm::A,куанер,угатя
711,reich::A,узыр,байн
712,bekannt::A,тодмо,таньл
713,bekannt::A,тодмо,таньдг
714,berühmt::A,дано,туурсн
715,fremd::A,ят,күүнә
716,verschieden::A,пӧртэм,әдл биш
717,verschieden::A,пӧртэм,йилһәтә
718,nah::A,матысь,өөрхн
719,fern::A,кыдёкысь,хол
720,linker::A,паллян,зүн
721,rechter::A,бур,барун
722,rechter::A,бурпал,барун
723,anderer::A,мукет,талдан
724,erster::A,нырысетӥез,негдгч
725,zweiter::A,кыктэтӥез,хойрдгч
726,dritter::A,кунньметӥез,һурвдгч
727,letzter::A,берло,отхн
728,letzter::A,берпум,отхн
729,allein::ADV,огназ,һанцарн
730,auf einmal::ADV,огдыре,нег дәкҗ
731,zusammen::ADV,ӵош,хамдан
732,zusammen::ADV,валче,хамдан
733,lange::ADV,кема,удан
734,plötzlich::ADV,мапламтэ шорысь,генткн
735,sofort::ADV,али ик,дарунь
736,später::ADV,бергес,сүүлд
737,später::ADV,берлогес,сүүлд
738,jetzt::ADV,али,ода
739,jetzt::ADV,табере,ода
740,heute::ADV,туннэ,эндр
741,morgen::ADV,ӵуказе,маңһдур
742,bald::ADV,ӝоген,дарунь
743,dann::ADV,берло,дәкәд
744,gestern::ADV,толон,өцклдүр
745,einst::ADV,огпол,нег саамд
746,einst::ADV,одӥг пол,нег саамд
747,damals::ADV,соку,тиигхд
748,danach::ADV,собере,тегәд
749,vorher::ADV,азьло,урд
750,vorher::ADV,азьвыл,урд
751,zuerst::ADV,азьло,түрүләд
752,einmal::ADV,огпол,нег дәкҗ
753,manchmal::ADV,куддыръя,зәрмдән
754,oft::ADV,ӵем,хара биш
755,oft::ADV,ӵем,хатяр биш
756,oft::ADV,ӵем,дару-дарунь
757,immer::ADV,пыр,оньдинд
758,immer::ADV,котьку,оньдинд
759,niemals::ADV,уз ноку,кезә чмгн биш
760,hier::ADV,татын,энд
761,hier::ADV,татын,энүнд
762,hierhin::ADV,татчы,нааран
763,von hier::ADV,татысь,эндәс
764,dort::ADV,отӥ,тенд
765,dort::ADV,отын,тенд
766,dorthin::ADV,отчы,тиигән
767,geradeaus::ADV,меӵак,шуд
768,vorwärts::ADV,азьлань,уралан
769,rückwärts::ADV,берлань,гедргән
770,zurück::ADV,берен,хәрү
771,zurück::ADV,берлань,хәрү
772,unten::ADV,улын,дор
773,hinab::ADV,улэ,дор
774,hinab::ADV,улэ,доракшан
775,oben::ADV,вылын,деер
776,oben::ADV,вылӥын,деер
