,Concept_ID,bn,tr
98,Schmutz::N,ধুলা,çamur
99,Schmutz::N,ধুলা,pislik
100,See::N,হ্রদ,göl
101,Sumpf::N,জলা,batak
102,Moor::N,মাঠ,cılgıt
103,Wiese::N,তৃণভূমি,çimen
104,Wald::N,বন,koru
105,Wald::N,বন,orman
106,Hügel::N,পাহাড়,tepe
107,Anhöhe::N,টিলা,tümsek
108,Anhöhe::N,টিলা,yükseklik
109,Berg::N,পর্বত,dağ
110,Gipfel::N,শীর্ষ,zirve
111,Höhle::N,গুহা,in
112,Höhle::N,গুহা,mağara
113,Abhang::N,ঢাল,bayır
114,Quelle::N,উৎস,pınar
115,Quelle::N,উৎস,kaynak
116,Bach::N,ক্ষুদ্র নদী,çay
117,Bach::N,ক্ষুদ্র নদী,dere
118,Fluss::N,নদী,nehir
119,Ufer::N,উপকূল,kıyı
120,Ufer::N,উপকূল,sahil
121,Küste::N,তীর,kıyı
122,Küste::N,তীর,sahil
123,Festland::N,ভূমি,kara
124,Meer::N,সমুদ্র,deniz
125,Bucht::N,উপসাগর,koy
126,Bucht::N,উপসাগর,körfez
127,Insel::N,দ্বীপ,ada
128,Blume::N,ফুল,çiçek
129,Gras::N,ঘাস,ot
130,Gras::N,ঘাস,çim
131,Wurzel::N,শিকড়,kök
132,Baum::N,গাছ,ağaç
133,Stamm::N,স্কন্ধ,gövde
134,Rinde::N,বল্কল,kabuk
135,Ast::N,শাখা,dal
136,Ast::N,শাখা,budak
137,Zweig::N,ডাল,dal
138,Blatt::N,পর্ণ,yaprak
139,Birke::N,ভুর্জ,huş
140,Kiefer[Baum]::N,পাইন গাছ,çam
141,Weide[Baum]::N,উইলো,söğüt
142,Tanne::N,দেবদারূ গাছ,çam
143,Tanne::N,দেবদারূ গাছ,köknar
144,Horn::N,শিং,boynuz
145,Feder::N,পালক,tüy
146,Fell::N,রোম,post
147,Flügel::N,ডানা,kanat
148,Klaue::N,নখর,pençe
149,Kralle::N,নখর,tırnak
150,Schwanz::N,লেজ,kuyruk
151,Ei::N,ডিম,yumurta
152,Nest::N,কুলায়,yuva
153,Bau::N,ডেরা,in
154,Tier::N,জন্তু,hayvan
155,Herde::N,ঝাঁক,sürü
156,Kuh::N,গোরু,inek
157,Bulle::N,বৃষ,boğa
158,Pferd::N,ঘোড়া,at
159,Pferd::N,ঘোড়া,beygir
160,Schaf::N,ভেড়া,koyun
161,Schwein::N,শূকর,domuz
162,Hund::N,কুকুর,it
163,Hund::N,কুকুর,köpek
164,Katze::N,বেড়াল,kedi
165,Bär::N,ভল্লুক,ayı
166,Eichhörnchen::N,কাঠবিড়াল,sincap
167,Elch::N,হরিণবিশেষ,büyük kuzey geyiği
168,Fuchs::N,পাঁতিশিয়াল,tilki
169,Hase::N,শশক,tavşan
170,Maus::N,নেংটি ইঁদুর,fare
171,Maus::N,নেংটি ইঁদুর,sıçan
172,Wolf::N,নেকড়ে,kurt
173,Vogel::N,পক্ষী,kuş
174,Schwarm::N,ঝাঁক,sürü
175,Huhn::N,মোরগ,tavuk
176,Hahn::N,কুক্কুট,horoz
177,Gans::N,হংসী,kaz
178,Adler::N,ইগল,kartal
179,Adler::N,ইগল,karakuş
180,Ente::N,হংসী,ördek
181,Eule::N,পেচক,baykuş
182,Kranich::N,সারস,turna
183,Krähe::N,কাক,karga
184,Kuckuck::N,কোকিল,guguk
185,Schwan::N,মরাল,kuğu
186,Fisch::N,মাছ,balık
187,Barsch::N,মৎন্যবিশেষ,hani
188,Barsch::N,মৎন্যবিশেষ,levrek
189,Hecht::N,বানমাছ,turnabalığı
190,Schlange[Tier]::N,সর্প,yılan
191,Wurm::N,কীট,kurt
192,Wurm::N,কীট,solucan
193,Spinne::N,মাকড়সা,örümcek
194,Ameise::N,পিপীলিকা,karınca
195,Laus::N,উকুন,bit
196,Mücke::N,মশা,sivrisinek
197,Fliege::N,মাছি,sinek
198,Schmetterling::N,প্রজাপতি,kelebek
199,Beere::N,বেরি,tane
200,Apfel::N,আপেল,elma
201,Pilz::N,ছত্রক,mantar
202,Zwiebel::N,পিয়াজ,soğan
203,Saat::N,বীজ,ekin
204,Korn::N,শস্য,tane
205,Heu::N,খড়,kuru ot
206,Schale::N,খোসা,kabuk
207,Grube::N,গর্ত,çukur
208,Falle::N,ফাঁদ,tuzak
209,Schlinge::N,পাশ,ilmik
210,Spur::N,চিহ্ন,iz
211,Asche::N,ভস্ম,kül
212,Dreck::N,ময়লা,pislik
213,Eisen::N,লোহা,demir
214,Gold::N,স্বর্ণ,altın
215,Silber::N,রৌপ্য,gümüş
216,Kohle::N,অঙ্গার,kömür
217,Glas::N,কাচ,cam
218,Lehm::N,মৃত্তিকা,balçık
219,Sand::N,বালি,kum
220,Mensch::N,নর,insan
221,Mensch::N,মানুষ,insan
222,Mann::N,মানুষ,adam
223,Mann::N,মানুষ,erkek
224,Frau::N,নারী,bayan
225,Kind::N,বাচ্চা,çocuk
226,Junge::N,ছেলে,erkek çocuk
227,Mädchen::N,মেয়ে,kız
228,Familie::N,পরিবার,aile
229,Großvater::N,মাতামহ,dede
230,Großvater::N,মাতামহ,büyükbaba
231,Großmutter::N,মাতামহী,nine
232,Großmutter::N,মাতামহী,büyükanne
233,Eltern::N,মাতাপিতা,ebeveyn
234,Eltern::N,মাতাপিতা,ana baba
235,Vater::N,পিতা,ata
236,Vater::N,পিতা,baba
237,Mutter::N,মাতা,ana
238,Mutter::N,মাতা,anne
239,Sohn::N,ছেলে,oğul
240,Tochter::N,মেয়ে,kız
241,Tochter::N,মেয়ে,kız evlât
242,Bruder::N,দাদা,abi
243,Bruder::N,দাদা,erkek kardeş
244,Schwester::N,বোন,abla
245,Schwester::N,বোন,kız kardeş
246,Schwester::N,দিদি,abla
247,Schwester::N,দিদি,kız kardeş
248,Onkel::N,মামা,dayı
249,Tante::N,মাসী,hala
250,Tante::N,মাসী,teyze
251,Ehemann::N,স্বামী,koca
252,Ehefrau::N,পত্নী,karı
253,Freude::N,উল্লাস,neşe
254,Freude::N,উল্লাস,sevinç
255,Gelächter::N,হাসি,gülme
256,Gelächter::N,হাসি,kahkaha
257,Glück::N,সুখ,mutluluk
258,Kummer::N,দুঃখ,dert
259,Kummer::N,দুঃখ,keder
260,Wunsch::N,আকাঙ্ক্ষা,arzu
261,Wunsch::N,আকাঙ্ক্ষা,istek
262,Lust::N,বাসনা,arzu
263,Lust::N,বাসনা,heves
264,Geist::N,আত্না,tin
265,Gedanke::N,চিন্তা,fikir
266,Gedanke::N,চিন্তা,düşünce
267,Gedächtnis::N,স্মরণশক্তি,bellek
268,Verstand::N,মন,zekâ
269,Sinn::N,পদার্থ,anlam
270,Grund::N,কারণ,sebep
271,Wahrheit::N,সত্য,doğruluk
272,Wahrheit::N,সত্য,gerçeklik
273,Gespräch::N,কথাবার্তা,görüşme
274,Märchen::N,রূপকথা,masal
275,Erzählung::N,গল্প,öykü
276,Erzählung::N,গল্প,hikâye
277,Nachricht::N,তথ্য,haber
278,Neuigkeit::N,খবরাখবর,haber
279,Name::N,নাম,ad
280,Name::N,নাম,isim
281,Rätsel::N,ধাঁধা,bilmece
282,Rede::N,বক্তৃতা,söylev
283,Rede::N,বক্তৃতা,konuşma
284,Sprache::N,ভাষা,dil
285,Sprache::N,ভাষা,lisan
286,Stimme::N,স্বর,ses
287,Wort::N,শব্দ,kelime
288,Zeichen::N,প্রতীক,işaret
289,Ruf::N,ডাক,çağırma
290,Lärm::N,হৈচৈ,şamata
291,Lärm::N,হৈচৈ,gürültü
292,Laut::N,ধ্বনি,ses
293,Ton::N,স্বর,ses
294,Lied::N,গান,türkü
295,Ruhe::N,শান্তি,sakinlik
296,Leute::N,প্রজাপুঞ্জ,halk
297,Leute::N,প্রজাপুঞ্জ,insanlar
298,Volk::N,জাতি,ulus
299,Volk::N,জাতি,millet
300,Arbeit::N,চাকরি,iş
301,Arbeit::N,চাকরি,çalışma
302,Gast::N,অতিথি,konuk
303,Gast::N,অতিথি,misafir
304,Geschenk::N,উপহার,hediye
305,Geschenk::N,উপহার,armağan
306,Spiel::N,খেলা,oyun
307,Gesellschaft::N,সঙ্গিগণ,çevre
308,Gesellschaft::N,সঙ্গিগণ,arkadaşlık
309,Hilfe::N,সাহায্য,yardım
310,Freund::N,বন্ধু,dost
311,Freund::N,বন্ধু,arkadaş
312,Kamerad::N,সঙ্গী,arkadaş
313,Angelegenheit::N,বিষয়,iş
314,Angelegenheit::N,বিষয়,husus
315,Anzahl::N,পরিমাণ,sayı
316,Art::N,রকম,çeşit
317,Stück::N,টুকরো,tane
318,Stück::N,টুকরো,parça
319,Teil::N,অংশ,kısım
320,Hälfte::N,অর্ধেক,yarı
321,Kreis::N,বৃত্ত,daire
322,Kreuz::N,ক্রুশ,haç
323,Linie::N,রেখা,hat
324,Linie::N,রেখা,çizgi
325,Strich::N,কষি,çizgi
326,Abstand::N,ফাঁক,aralık
327,Entfernung::N,ব্যবধান,mesafe
328,Entfernung::N,ব্যবধান,uzaklık
329,Gegend::N,ক্ষেত্র,yöre
330,Platz::N,জায়গা,yer
331,Ort::N,স্থান,yer
332,Seite::N,পার্শ্ব,yan
333,Seite::N,পার্শ্ব,taraf
334,Mitte::N,মধ্য,orta
335,Mitte::N,মধ্য,merkez
336,Gegenstand::N,জিনিস,şey
337,Sache::N,বস্তু,iş
338,Sache::N,বস্তু,şey
339,Rand::N,কানা,kenar
340,Kante::N,ধার,kenar
341,Ecke::N,কোণ,köşe
342,Spitze::N,ডগা,uç
343,Spitze::N,ডগা,baş
344,Ende::N,প্রান্ত,uç
345,Loch::N,গর্ত,oyuk
346,Loch::N,গর্ত,delik
347,Winkel::N,কোণ,köşe
348,Muster::N,নমুন্,örnek
349,Größe::N,আয়তন,büyüklük
350,Länge::N,দৈর্ঘ্য,uzunluk
351,Höhe::N,উচ্চতা,yükseklik
352,Gewicht::N,ওজন,ağırlık
353,Menge::N,পরিমাণ,miktar
354,Haufen::N,পুঞ্জ,küme
355,Haufen::N,পুঞ্জ,yığın
356,Reihe::N,শ্রেণী,sıra
357,Boot::N,নৌকা,kayık
358,Boot::N,নৌকা,sandal
359,Ruder::N,দাঁড়,kürek
360,Schlitten::N,স্নেজ্-গাড়ি,kızak
361,Ski::N,শী,kayak
362,Lagerfeuer::N,অগ্নি,kamp ateşi
363,Last::N,বোঝা,yük
364,Gang::N,হণ্টন,gidiş
365,Gang::N,হণ্টন,yürüyüş
366,Schritt::N,পদ,adım
367,Norden::N,উত্তরদিক্,kuzey
368,Süden::N,দক্ষিণদিক,güney
369,Westen::N,পশ্চিমদিক্,batı
370,Osten::N,পূর্বদিক,doğu
371,Holz::N,কাঠ,ağaç
372,Holz::N,কাঠ,tahta
373,Brett::N,তক্তা,tahta
374,Platte::N,ফলক,levha
375,Stütze::N,নাগদণ্ড,dayak
376,Stütze::N,নাগদণ্ড,destek
377,Stange::N,দণ্ড,çubuk
378,Stock::N,ছড়ি,sopa
379,Stock::N,ছড়ি,değnek
380,Stab::N,যষ্টি,sırık
381,Stab::N,যষ্টি,baston
382,Rohr::N,নল,boru
383,Haus::N,ঘর,ev
384,Heim::N,বাসা,ev
385,Heim::N,বাসা,yurt
386,Ofen::N,স্টোভ্,soba
387,Fußboden::N,গহতল,taban
388,Fußboden::N,গহতল,döşeme
389,Tisch::N,মেজ,masa
390,Tisch::N,টেবিল,masa
391,Stuhl::N,চেয়ার,iskemle
392,Stuhl::N,চেয়ার,sandalye
393,Stuhl::N,কেদারা,iskemle
394,Stuhl::N,কেদারা,sandalye
395,Wiege::N,দোলনা,beşik
396,Bett::N,শয্যা,yatak
397,Regal::N,তাক,raf
398,Kiste::N,বাক্স,sandık
399,Fenster::N,জানালা,pencere
400,Tür::N,দ্বার,kapı
401,Tor::N,দ্বার,kapı
402,Zaun::N,বেড়া,çit
403,Dach::N,ছাদ,dam
404,Dach::N,ছাদ,çatı
405,Leiter::N,মই,merdiven
406,Besen::N,গুল্মবিশেষ,süpürge
407,Spaten::N,কোদাল,bel
408,Schaufel::N,বেলচা,kürek
409,Gabel::N,কাঁটা,çatal
410,Löffel::N,চামচ,kaşık
411,Messer::N,ছুরি,bıçak
412,Nagel::N,পেরেক,çivi
413,Netz::N,জাল,ağ
414,Haken::N,কাচি,çengel
415,Griff::N,হাতল,kulp
416,Griff::N,হাতল,tutamak
417,Schloss::N,তালা,kilit
418,Bild::N,ছবি,imaj
419,Bild::N,ছবি,resim
420,Bild::N,চিত্র,imaj
421,Bild::N,চিত্র,resim
422,Figur::N,আকার,şekil
423,Figur::N,আকার,heykel
424,Puppe::N,পুতুল,kukla
425,Beutel::N,বটুয়া,kese
426,Beutel::N,বটুয়া,torba
427,Bündel::N,আঁটি,deste
428,Tasche::N,থলি,çanta
429,Eimer::N,বাল্তি,kova
430,Deckel::N,আবরণ,kapak
431,Geschirr::N,থালা-বাসন,kap kacak
432,Sack::N,বস্তা,torba
433,Tasse::N,কাপ,fincan
434,Topf::N,পাত্র,tencere
435,Kessel::N,কেটলি,kazan
436,Essen::N,আহার,yemek
437,Nahrung::N,খাদ্য,gıda
438,Nahrung::N,খাদ্য,besin
439,Speise::N,খাদ্য,yemek
440,Fleisch::N,মাংস,et
441,Getreide::N,শস্য,tahıl
442,Getreide::N,শস্য,hububat
443,Brei::N,মণ্ড,ezme
444,Brot::N,রুটি,ekmek
445,Scheibe::N,ফালি,dilim
446,Fett::N,মেদ,yağ
447,Butter::N,মাখন,tereyağı
448,Öl::N,তৈল,yağ
449,Öl::N,তৈল,akar yağ
450,Salz::N,নুন,tuz
451,Suppe::N,শুরুয়া,çorba
452,Honig::N,মধু,bal
453,Milch::N,দুধ,süt
454,Tee::N,চা,çay
455,Leder::N,পাকা চামড়া,deri
456,Leder::N,পাকা চামড়া,meşin
457,Wolle::N,পশম,yün
458,Stoff::N,বস্ত্র,kumaş
459,Nadel::N,সুচ,iğne
460,Faden::N,সূত্র,tire
461,Faden::N,সূত্র,iplik
462,Knopf::N,বোতাম,düğme
463,Knoten::N,গিঁট,düğüm
464,Farbe::N,রং,boya
465,Kleidung::N,কাপড়,giyim
466,Hemd::N,শার্ট,gömlek
467,Kragen::N,গলবন্ধ,yaka
468,Ärmel::N,আস্তিন্,yen
469,Ärmel::N,আস্তিন্,elbise kolu
470,Hose::N,ট্রাউজার,pantolon
471,Gürtel::N,কটিবন্ধ,kuşak
472,Mütze::N,টুপি,bere
473,Mütze::N,টুপি,kasket
474,Schuh::N,জুতো,kundura
475,Schuh::N,জুতো,ayakkabı
476,Stiefel::N,বুট,çizme
477,Ring::N,আংটি,yüzük
478,Band::N,ফিতা,bağ
479,Band::N,ফিতা,şerit
480,Kamm::N,চিরুনি,tarak
481,Spiegel::N,আয়না,ayna
482,Riemen::N,চাবুক,kayış
483,Schnur::N,দড়ি,ip
484,Schnur::N,দড়ি,sicim
485,Leine::N,শিকল,kayış
486,Decke::N,কম্বল,örtü
487,Decke::N,কম্বল,yorgan
488,Kissen::N,উপাধান,yastık
489,Tuch::N,বস্ত্র,bez
490,Handtuch::N,তোয়ালে,havlu
491,Kraft::N,জোর,güç
492,Kraft::N,জোর,kuvvet
493,Stärke::N,শক্তি,kuvvet
494,Gesundheit::N,স্বাস্থ্য,sağlık
495,Krankheit::N,অসুখ,hastalık
496,Krankheit::N,ব্যামো,hastalık
497,Schmerz::N,যন্ত্রণা,ağrı
498,Schmerz::N,যন্ত্রণা,sancı
499,Wunde::N,ক্ষত,yara
500,Fieber::N,জ্বর,ateş
501,Arznei::N,ঔষধ,ilâç
502,Brücke::N,সেতু,köprü
503,Brunnen::N,কূপ,kuyu
504,Brunnen::N,কূপ,çeşme
505,Weide::N,পশুচারণভূমি,otlak
506,Pfad::N,পথ,patika
507,Pfad::N,পথ,keçiyolu
508,Weg::N,পথ,yol
509,Straße::N,রাস্তা,yol
510,Straße::N,রাস্তা,cadde
511,Dorf::N,গ্রাম,köy
512,Stadt::N,শহর,kent
513,Stadt::N,শহর,şehir
514,Brief::N,চিঠি,mektup
515,Buch::N,বই,kitap
516,Buchstabe::N,অক্ষর,harf
517,Zeitung::N,সংবাদপত্র,gazete
518,Leben::N,জীবন,hayat
519,Tod::N,মৃত্যু,ölüm
520,Grab::N,কবর,kabir
521,Kirche::N,গির্জা,kilise
522,Sünde::N,পাপ,günah
523,Gott::N,দেবতা,tanrı
524,Arbeiter::N,শ্রমিক,işçi
525,Chef::N,নেতা,şef
526,Chef::N,নেতা,müdür
527,Meister::N,ব্যক্তি,usta
528,Arzt::N,চিকিৎসক,hekim
529,Arzt::N,চিকিৎসক,doktor
530,Lehrer::N,অধ্যাপক,hoca
531,Lehrer::N,অধ্যাপক,öğretmen
532,Geld::N,মুদ্রা,para
533,Geld::N,টাকাপয়সা,para
534,Geschäft::N,ব্যস্ততা,ticaret
535,Laden::N,দোকান,dükkân
536,Preis::N,মূল্য,fiyat
537,Ware::N,পণ্যদ্রব্য,mal
538,Nutzen::N,সুবিধা,fayda
539,Reichtum::N,ধনদৌলত,servet
540,Reichtum::N,ধনদৌলত,zenginlik
541,Welt::N,জগৎ,dünya
542,Land::N,খেত,ülke
543,Staat::N,রাষ্ট্র,devlet
544,König::N,রাজা,kral
545,Macht::N,প্রভাব,kudret
546,Macht::N,প্রভাব,iktidar
547,Grenze::N,সীমা,had
548,Grenze::N,সীমা,sınır
549,Krieg::N,যুদ্ধ,savaş
550,Feind::N,শত্রু,düşman
551,Gewalt::N,জোর,zor
552,Gewalt::N,জোর,cebir
553,Kampf::N,লড়াই,savaş
554,Bogen[Waffe]::N,ধনুক,yay
555,Pfeil::N,বাণ,ok
556,Gewehr::N,বন্দুক,tüfek
557,Fehler::N,ভুল,hata
558,Fehler::N,ভুল,yanlış
559,Lüge::N,মিথ্যা,yalan
560,Schaden::N,ক্ষতি,zarar
561,Unglück::N,দুর্ভাগ্য,felâket
562,Unglück::N,দুর্ভাগ্য,talihsizlik
563,Schuld::N,অপরাধ,suç
564,Schuld::N,অপরাধ,kabahat
565,Alter::N,আয়ু,yaş
566,Schluss::N,শেষ,son
567,Zeit::N,সময়,zaman
568,Tag::N,দিন,gün
569,Morgen::N,সকাল,sabah
570,Mittag::N,মধ্যাহু,öğle
571,Abend::N,সন্ধ্যা,akşam
572,Nacht::N,রাত্রি,gece
573,Woche::N,সপ্তাহ,hafta
574,Monat::N,মাস,ay
575,Jahr::N,সৌরবর্ষ,yıl
576,Jahr::N,সৌরবর্ষ,sene
577,Frühling::N,বসন্তকাল,ilkbahar
578,Sommer::N,গ্রীষ্মকাল,yaz
579,Herbst::N,শরংঋতু,güz
580,Herbst::N,শরংঋতু,sonbahar
581,Winter::N,শীতকাল,kış
582,Januar::N,জানুয়ারী,ocak
583,Februar::N,ফেব্রুয়ারী,şubat
584,März::N,মার্চ,mart
585,April::N,এপ্রিল,nisan
586,Mai::N,মে,mayıs
587,Juni::N,জুন,haziran
588,Juli::N,জুলাই,temmuz
589,August::N,অগাস্ট,ağustos
590,September::N,সেপ্টেম্বর,eylül
591,Oktober::N,অক্টোবর,ekim
592,November::N,নভেম্বর,kasım
593,Dezember::N,ডিসেম্বর,aralık
594,Montag::N,সোমবার,pazartesi
595,Dienstag::N,মঙ্গলবার,salı
596,Mittwoch::N,বুধবার,çarşamba
597,Donnerstag::N,বৃহম্পতিবার,perşembe
598,Freitag::N,শুক্রবার,cuma
599,Samstag::N,শনিবার,cumartesi
600,Sonntag::N,রবিবার,pazar
601,groß::A,বৃহৎ,büyük
602,klein::A,ছোট,ufak
603,klein::A,ছোট,küçük
604,lang::A,দীর্ঘ,uzun
605,kurz::A,খর্ব,kısa
606,kurz::A,হ্রস্ব,kısa
607,breit::A,চওড়া,enli
608,breit::A,চওড়া,geniş
609,schmal::A,সরু,dar
610,dicht::A,ঘন,sık
611,dicht::A,ঘন,yoğun
612,dick[Gegenstand]::A,পুরু,kalın
613,dick[Gegenstand]::A,পুরু,iri
614,dünn::A,কৃশ,ince
615,fein::A,সূক্ষ্ম,ince
616,fein::A,সূক্ষ্ম,narin
617,fest::A,দৃঢ়,sabit
618,fest::A,দৃঢ়,sağlam
619,flach::A,সমতল,düz
620,flach::A,সমতল,yassı
621,glatt::A,মসৃণ,düz
622,hart::A,শক্ত,katı
623,weich::A,নরম,yumuşak
624,rund::A,গোলাকার,yuvarlak
625,spitz::A,তীক্ষ্ন,sivri
626,scharf::A,শাণিত,keskin
627,stumpf::A,ভোঁতা,kör
628,schwer::A,ভারী,ağır
629,schön::A,সুন্দর,güzel
630,heiß::A,গরম,kızgın
631,warm::A,ঈষদুষ্ণ,sıcak
632,kalt::A,ঠাণ্ডা,soğuk
633,kühl::A,শীতল,serin
634,frisch::A,তাজা,taze
635,feucht::A,ভিজা,nemli
636,feucht::A,ভিজা,rutubetli
637,nass::A,ভিজা,yaş
638,nass::A,ভিজা,ıslak
639,trocken::A,শুষ্ক,kuru
640,voll::A,পূর্ণ,dolu
641,voll::A,পূর্ণ,dolmuş
642,leer::A,খালি,boş
643,offen::A,খোলা,açık
644,geschlossen::A,বন্ধ,kapalı
645,sauber::A,নির্মল,pak
646,sauber::A,নির্মল,temiz
647,schmutzig::A,নোংরা,pis
648,schmutzig::A,নোংরা,kirli
649,roh::A,কাঁচা,çiğ
650,reif::A,পাকা,olgun
651,lecker::A,সুস্বাদ,lezzetli
652,süß::A,মিষ্ট,tatlı
653,süß::A,মিষ্ট,şekerli
654,bitter::A,তিক্ত,acı
655,sauer::A,টক,ekşi
656,hell::A,উজ্জ্বল,aydınlık
657,dunkel::A,অন্ধকারময়,karanlık
658,schwarz::A,কালো,kara
659,schwarz::A,কালো,siyah
660,weiß::A,সাদা,ak
661,weiß::A,সাদা,beyaz
662,rot::A,লাল,kırmızı
663,gelb::A,হলদে,sarı
664,blau::A,নীল,mavi
665,grün::A,সবুজ,yeşil
666,grau::A,ছাই-রঙা,boz
667,bunt::A,রঙিন,renkli
668,billig::A,সস্তা,ucuz
669,teuer::A,আক্রা,pahalı
670,wertvoll::A,মহার্ঘ,değerli
671,blind::A,কানা,kör
672,taub::A,বধির,sağır
673,kräftig::A,বিশাল,dinç
674,kräftig::A,বিশাল,kuvvetli
675,stark::A,শক্তিশালী,güçlü
676,stark::A,শক্তিশালী,kuvvetli
677,schwach::A,দুর্বল,zayıf
678,schwach::A,দুর্বল,güçsüz
679,fett::A,মোটা,şişman
680,schlank::A,কৃশ,narin
681,hübsch::A,সুন্দর,güzel
682,hübsch::A,সুন্দর,sevimli
683,böse::A,খারাপ,kötü
684,dumm::A,মূর্খ,aptal
685,faul::A,শ্রমবিমুখ,tembel
686,fleißig::A,পরিশ্রমী,çalışkan
687,geizig::A,ব্যয়কুণ্ঠ,cimri
688,klug::A,দক্ষ,zekî
689,klug::A,দক্ষ,akıllı
690,geschickt::A,পটু,becerikli
691,lieb::A,প্রেয়,sevimli
692,lustig::A,প্রফুল্ল,neşeli
693,sanft::A,নম্র,nazik
694,hungrig::A,ক্ষুধার্ত,aç
695,krank::A,অসুস্থ,hasta
696,krank::A,অসুস্থ,rahatsız
697,nackt::A,উলঙ্গ,çıplak
698,traurig::A,দুঃখিত,kederli
699,traurig::A,দুঃখিত,üzüntülü
700,lebendig::A,জীবিত,canlı
701,gut::A,ভালো,iyi
702,schlecht::A,মন্দ,kötü
703,richtig::A,ঠিক,doğru
704,schlimm::A,কদর্য,kötü
705,wahr::A,বাস্তব,doğru
706,wahr::A,বাস্তব,gerçek
707,alt::A,পুরাতন,eski
708,neu::A,নব,yeni
709,neu::A,নূতন,yeni
710,ehemalig::A,পূর্বকালীন,önceki
711,alt[Lebewesen]::A,বৃদ্ধ,yaşlı
712,jung::A,তরুণ,genç
713,arm::A,ক্ষুদ্র,fakir
714,reich::A,ধনবান্,zengin
715,bekannt::A,সুপরিচিত,bilinen
716,berühmt::A,বিখ্যাত,ünlü
717,berühmt::A,বিখ্যাত,meşhur
