,Concept_ID,zh,cs
132,Tanne::N,冷杉,jedle
133,Horn::N,角,roh
134,Feder::N,羽毛,pero
135,Fell::N,皮毛,srst
136,Flügel::N,翅膀,křídlo
137,Klaue::N,爪子,dráp
138,Klaue::N,爪子,pazneht
139,Kralle::N,爪子,dráp
140,Schwanz::N,尾巴,ocas
141,Ei::N,蛋,vejce
142,Nest::N,巢,hnízdo
143,Bau::N,穴,nora
144,Tier::N,动物,zvíře
145,Herde::N,群,stádo
146,Kuh::N,母牛,kráva
147,Bulle::N,公牛,býk
148,Pferd::N,马,kůň
149,Schaf::N,羊,ovce
150,Schwein::N,猪,vepř
151,Schwein::N,猪,prase
152,Hund::N,狗,pes
153,Katze::N,猫,kočka
154,Bär::N,熊,medvěd
155,Eichhörnchen::N,松鼠,veverka
156,Elch::N,麋鹿,los
157,Fuchs::N,狐狸,liška
158,Hase::N,兔子,zajíc
159,Maus::N,老鼠,myš
160,Wolf::N,狼,vlk
161,Vogel::N,鸟,pták
162,Schwarm::N,群,roj
163,Schwarm::N,群,hejno
164,Huhn::N,鸡,kuře
165,Huhn::N,鸡,slepice
166,Hahn::N,公鸡,kohout
167,Gans::N,鹅,husa
168,Adler::N,鹰,orel
169,Ente::N,鸭,kachna
170,Eule::N,猫头鹰,sova
171,Kranich::N,鹤,jeřáb
172,Krähe::N,乌鸦,vrána
173,Kuckuck::N,布谷鸟,kukačka
174,Schwan::N,天鹅,labuť
175,Fisch::N,鱼,ryba
176,Barsch::N,鲈鱼,okoun
177,Hecht::N,狗鱼,štika
178,Schlange[Tier]::N,蛇,had
179,Wurm::N,蠕虫,červ
180,Spinne::N,蜘蛛,pavouk
181,Ameise::N,蚂蚁,mravenec
182,Laus::N,虱子,veš
183,Mücke::N,蚊子,komár
184,Fliege::N,苍蝇,moucha
185,Schmetterling::N,蝴蝶,motýl
186,Beere::N,将果,bobule
187,Apfel::N,苹果,jablko
188,Pilz::N,蘑菇,houba
189,Zwiebel::N,洋葱,cibule
190,Saat::N,种子,osivo
191,Korn::N,谷粒,zrno
192,Heu::N,干草,seno
193,Schale::N,壳,slupka
194,Schale::N,壳,skořápka
195,Grube::N,坑,jáma
196,Falle::N,圈套,past
197,Falle::N,圈套,léčka
198,Schlinge::N,活扣,smyčka
199,Spur::N,踪迹,stopa
200,Asche::N,灰烬,popel
201,Dreck::N,污垢,špína
202,Eisen::N,铁,železo
203,Gold::N,金子,zlato
204,Silber::N,银,stříbro
205,Kohle::N,煤,uhlí
206,Glas::N,玻璃,sklo
207,Lehm::N,粘土,jíl
208,Lehm::N,粘土,hlína
209,Sand::N,沙,písek
210,Mensch::N,人,člověk
211,Mann::N,男子,muž
212,Frau::N,妇女,žena
213,Kind::N,小孩,dítě
214,Junge::N,男孩,hoch
215,Junge::N,男孩,chlapec
216,Mädchen::N,女孩,děvče
217,Familie::N,家庭,rodina
218,Großvater::N,祖父,děd
219,Großvater::N,祖父,dědeček
220,Großmutter::N,祖母,babička
221,Eltern::N,父母,rodiče
222,Vater::N,父亲,otec
223,Mutter::N,母亲,matka
224,Sohn::N,儿子,syn
225,Tochter::N,女儿,dcera
226,Bruder::N,兄弟,bratr
227,Schwester::N,姐妹,sestra
228,Onkel::N,伯父,strýc
229,Tante::N,阿姨,teta
230,Ehemann::N,丈夫,choť
231,Ehemann::N,丈夫,manžel
232,Ehefrau::N,妻子,choť
233,Ehefrau::N,妻子,manželka
234,Freude::N,愉快,radost
235,Gelächter::N,大笑,smích
236,Glück::N,运气,štěstí
237,Kummer::N,苦恼,žal
238,Kummer::N,苦恼,trápení
239,Wunsch::N,愿望,přání
240,Lust::N,乐趣,chuť
241,Geist::N,精神,duch
242,Gedanke::N,思想,myšlenka
243,Gedächtnis::N,记性,paměť
244,Verstand::N,理智,rozum
245,Sinn::N,感觉,smysl
246,Grund::N,理由,důvod
247,Wahrheit::N,真理,pravda
248,Gespräch::N,谈话,rozhovor
249,Märchen::N,童话,pohádka
250,Erzählung::N,故事,povídka
251,Nachricht::N,消息,zpráva
252,Neuigkeit::N,新闻,novina
253,Neuigkeit::N,新闻,novinka
254,Name::N,名字,jméno
255,Rätsel::N,谜语,hádanka
256,Rede::N,讲话,řeč
257,Rede::N,讲话,proslov
258,Sprache::N,语言,řeč
259,Sprache::N,语言,jazyk
260,Stimme::N,声音,hlas
261,Wort::N,词,slovo
262,Zeichen::N,标记,znamení
263,Ruf::N,呼喊,zavolání
264,Lärm::N,噪音,hluk
265,Laut::N,响声,zvuk
266,Ton::N,声音,tón
267,Lied::N,歌曲,píseň
268,Ruhe::N,安静,klid
269,Ruhe::N,安静,pokoj
270,Leute::N,人们,lidé
271,Volk::N,人民,národ
272,Arbeit::N,劳动,práce
273,Gast::N,客人,host
274,Geschenk::N,礼物,dar
275,Spiel::N,游戏,hra
276,Gesellschaft::N,陪同,společnost
277,Hilfe::N,帮助,pomoc
278,Freund::N,朋友,přítel
279,Kamerad::N,同志,kamarád
280,Angelegenheit::N,事情,záležitost
281,Anzahl::N,数目,počet
282,Art::N,种类,druh
283,Stück::N,块,kus
284,Stück::N,块,kousek
285,Teil::N,部分,díl
286,Teil::N,部分,část
287,Hälfte::N,一半,půl
288,Kreis::N,圆,kruh
289,Kreuz::N,十字架,kříž
290,Linie::N,线条,linka
291,Strich::N,划,čára
292,Strich::N,划,čárka
293,Abstand::N,距离,vzdálenost
294,Entfernung::N,距离,vzdálenost
295,Gegend::N,地区,krajina
296,Platz::N,场所,prostor
297,Ort::N,地点,místo
298,Seite::N,面,strana
299,Mitte::N,中间,střed
300,Mitte::N,中间,prostředek
301,Gegenstand::N,物品,předmět
302,Sache::N,物,věc
303,Rand::N,边,kraj
304,Rand::N,边,okraj
305,Kante::N,棱,hrana
306,Ecke::N,角,roh
307,Spitze::N,尖,hrot
308,Spitze::N,尖,špička
309,Ende::N,结尾,konec
310,Loch::N,洞,díra
311,Winkel::N,角度,kout
312,Muster::N,模型,vzor
313,Größe::N,大小,velikost
314,Länge::N,长度,délka
315,Höhe::N,高度,výška
316,Gewicht::N,重量,váha
317,Menge::N,数量,množství
318,Haufen::N,堆,kupa
319,Haufen::N,堆,hromada
320,Reihe::N,行,řada
321,Reihe::N,行,řádek
322,Boot::N,小船,člun
323,Ruder::N,奖,veslo
324,Schlitten::N,雪橇,sáně
325,Ski::N,雪板,lyže
326,Lagerfeuer::N,营火,táborák
327,Last::N,负担,náklad
328,Last::N,负担,břemeno
329,Gang::N,行走,chůze
330,Gang::N,行走,chodba
331,Schritt::N,步伐,krok
332,Norden::N,北,sever
333,Süden::N,南,jih
334,Westen::N,西,západ
335,Osten::N,东,východ
336,Holz::N,木材,dřevo
337,Brett::N,木板,prkno
338,Platte::N,平板,deska
339,Stütze::N,支架,opěra
340,Stange::N,杆,tyč
341,Stange::N,杆,tyčka
342,Stock::N,棒,hůlka
343,Stab::N,棍,hůl
344,Rohr::N,管子,trubka
345,Haus::N,房屋,dům
346,Heim::N,家,domov
347,Ofen::N,炉子,kamna
348,Fußboden::N,地板,podlaha
349,Tisch::N,桌子,stůl
350,Stuhl::N,椅子,židle
351,Wiege::N,摇蓝,kolébka
352,Bett::N,床,postel
353,Regal::N,架子,regál
354,Regal::N,架子,police
355,Kiste::N,箱子,bedna
356,Fenster::N,窗户,okno
357,Tür::N,门,dveře
358,Tor::N,大门,vrata
359,Zaun::N,篱笆,plot
360,Dach::N,屋顶,střecha
361,Leiter::N,梯子,žebřík
362,Besen::N,扫帚,koště
363,Besen::N,扫帚,smeták
364,Spaten::N,铁锹,rýč
365,Schaufel::N,铁锹,lopata
366,Gabel::N,叉,vidlička
367,Löffel::N,食匙,lžíce
368,Messer::N,刀,nůž
369,Nagel::N,钉子,hřebík
370,Netz::N,网,síť
371,Haken::N,钩子,hák
372,Griff::N,把柄,držadlo
373,Schloss::N,锁,zámek
374,Bild::N,图画,obraz
375,Figur::N,人像,figura
376,Puppe::N,娃娃,panenka
377,Beutel::N,袋子,pytlík
378,Bündel::N,捆,svazek
379,Tasche::N,手提包,taška
380,Tasche::N,手提包,brašna
381,Eimer::N,桶,kýbl
382,Eimer::N,桶,vědro
383,Deckel::N,盖子,víko
384,Deckel::N,盖子,příklop
385,Geschirr::N,餐具,nádobí
386,Sack::N,袋子,pytel
387,Tasse::N,杯子,šálek
388,Topf::N,锅,hrnec
389,Kessel::N,水壶,kotel
390,Essen::N,进餐,jídlo
391,Nahrung::N,食物,strava
392,Nahrung::N,食物,potrava
393,Speise::N,菜肴,jídlo
394,Fleisch::N,肉,maso
395,Getreide::N,谷物,obilí
396,Brei::N,粥,kaše
397,Brot::N,面包,chléb
398,Scheibe::N,片,krajíc
399,Fett::N,脂肪,tuk
400,Fett::N,脂肪,omastek
401,Butter::N,黄油,máslo
402,Öl::N,油,olej
403,Salz::N,盐,sůl
404,Suppe::N,汤,polévka
405,Honig::N,蜂蜜,med
406,Milch::N,奶,mléko
407,Tee::N,茶,čaj
408,Leder::N,皮革,kůže
409,Wolle::N,毛线,vlna
410,Stoff::N,织物,látka
411,Nadel::N,针,jehla
412,Faden::N,线,nit
413,Knopf::N,纽扣,knoflík
414,Knoten::N,结,uzel
415,Farbe::N,颜色,barva
416,Kleidung::N,衣服,šaty
417,Kleidung::N,衣服,šatstvo
418,Hemd::N,衬衫,košile
419,Kragen::N,领子,límec
420,Ärmel::N,袖子,rukáv
421,Hose::N,裤子,kalhoty
422,Gürtel::N,腰带,pás
423,Gürtel::N,腰带,opasek
424,Mütze::N,帽子,čepice
425,Schuh::N,鞋,bota
426,Stiefel::N,靴子,holínka
427,Ring::N,戒指,prsten
428,Band::N,带子,pásek
429,Kamm::N,梳子,hřeben
430,Spiegel::N,镜子,zrcadlo
431,Riemen::N,皮带,řemen
432,Schnur::N,绳子,šňůra
433,Leine::N,皮带,vodítko
434,Decke::N,被子,pokrývka
435,Decke::N,被子,přikrývka
436,Kissen::N,软垫,polštář
437,Tuch::N,巾,šátek
438,Handtuch::N,手巾,ručník
439,Kraft::N,力,síla
440,Stärke::N,力量,síla
441,Gesundheit::N,健康,zdraví
442,Krankheit::N,病,nemoc
443,Krankheit::N,病,choroba
444,Schmerz::N,痛,bolest
445,Wunde::N,伤口,rána
446,Fieber::N,发烧,horečka
447,Arznei::N,药,lék
448,Brücke::N,桥,most
449,Brunnen::N,井,studna
450,Weide::N,牧场,pastva
451,Weide::N,牧场,pastvina
452,Pfad::N,小路,pěšina
453,Weg::N,路,cesta
454,Straße::N,街,silnice
455,Dorf::N,村庄,vesnice
456,Stadt::N,城市,město
457,Brief::N,信,dopis
458,Buch::N,书,kniha
459,Buchstabe::N,字母,písmeno
460,Zeitung::N,报纸,noviny
461,Leben::N,生命,život
462,Tod::N,死亡,smrt
463,Grab::N,坟墓,hrob
464,Kirche::N,教堂,kostel
465,Sünde::N,罪,hřích
466,Gott::N,上帝,bůh
467,Arbeiter::N,工人,dělník
468,Arbeiter::N,工人,pracovník
469,Chef::N,上司,šéf
470,Chef::N,上司,vedoucí
471,Meister::N,师傅,mistr
472,Arzt::N,医生,lékař
473,Lehrer::N,教师,učitel
474,Geld::N,钱,peníze
475,Geschäft::N,交易,obchod
476,Laden::N,商店,krám
477,Preis::N,价格,cena
478,Ware::N,商品,zboží
479,Nutzen::N,好处,užitek
480,Reichtum::N,财富,bohatství
481,Welt::N,世界,svět
482,Land::N,国家,země
483,Staat::N,国家,stát
484,König::N,国王,král
485,Macht::N,权力,moc
486,Macht::N,权力,mocnost
487,Grenze::N,边界,hranice
488,Krieg::N,战争,válka
489,Feind::N,敌人,nepřítel
490,Gewalt::N,暴力,násilí
491,Kampf::N,战斗,boj
492,Bogen[Waffe]::N,弓,luk
493,Pfeil::N,箭,šíp
494,Gewehr::N,枪,puška
495,Gewehr::N,枪,ručnice
496,Fehler::N,错误,chyba
497,Lüge::N,谎话,lež
498,Schaden::N,损失,škoda
499,Unglück::N,不幸,neštěstí
500,Schuld::N,过错,vina
501,Alter::N,年龄,věk
502,Schluss::N,结束,konec
503,Zeit::N,时间,čas
504,Tag::N,天,den
505,Morgen::N,早晨,ráno
506,Morgen::N,早晨,jitro
507,Mittag::N,中午,poledne
508,Abend::N,晚上,večer
509,Nacht::N,夜,noc
510,Woche::N,星期,týden
511,Monat::N,月,měsíc
512,Jahr::N,年,rok
513,Frühling::N,春天,jaro
514,Sommer::N,夏天,léto
515,Herbst::N,秋天,podzim
516,Winter::N,冬天,zima
517,Januar::N,一月,leden
518,Februar::N,二月,únor
519,März::N,三月,březen
520,April::N,四月,duben
521,Mai::N,五月,květen
522,Juni::N,六月,červen
523,Juli::N,七月,červenec
524,August::N,八月,srpen
525,September::N,九月,září
526,Oktober::N,十月,říjen
527,November::N,十一月,listopad
528,Dezember::N,十二月,prosinec
529,Montag::N,星期一,pondělí
530,Montag::N,星期一,pondělek
531,Dienstag::N,星期二,úterý
532,Mittwoch::N,星期三,středa
533,Donnerstag::N,星期四,čtvrtek
534,Freitag::N,星期五,pátek
535,Samstag::N,星期六,sobota
536,Sonntag::N,星期日,neděle
537,groß::A,大,velký
538,klein::A,小,malý
539,lang::A,长,dlouhý
540,kurz::A,短,krátký
541,breit::A,宽,široký
542,schmal::A,细长的,úzký
543,dicht::A,密,hustý
544,dick[Gegenstand]::A,厚,tlustý
545,dünn::A,薄,tenký
546,fein::A,细小,jemný
547,fest::A,固体,pevný
548,flach::A,平坦,plochý
549,flach::A,平坦,placatý
550,glatt::A,光滑,hladký
551,hart::A,硬,tvrdý
552,weich::A,软,měkký
553,rund::A,圆,kulatý
554,rund::A,圆,okrouhlý
555,spitz::A,尖,špičatý
556,scharf::A,锋利,ostrý
557,stumpf::A,钝,tupý
558,schwer::A,重,těžký
559,schön::A,美丽,pěkný
560,schön::A,美丽,krásný
561,heiß::A,烫,horký
562,warm::A,暖和,teplý
563,kalt::A,冷,studený
564,kühl::A,凉,chladný
565,frisch::A,新鲜,svěží
566,feucht::A,潮湿,vlhký
567,nass::A,湿,mokrý
568,trocken::A,干,suchý
569,voll::A,满,plný
570,leer::A,空,prázdný
571,offen::A,敞开,otevřený
572,geschlossen::A,关闭,zavřený
573,sauber::A,干净,čistý
574,schmutzig::A,肮脏,špinavý
575,roh::A,生,syrový
576,reif::A,成熟,zralý
577,lecker::A,好吃,chutný
578,süß::A,甜,sladký
579,bitter::A,苦,hořký
580,sauer::A,酸,kyselý
581,hell::A,亮,světlý
582,dunkel::A,阴暗,temný
583,schwarz::A,黑,černý
584,weiß::A,白,bílý
585,rot::A,红,rudý
586,rot::A,红,červený
587,gelb::A,黄,žlutý
588,blau::A,蓝,modrý
589,grün::A,绿,zelený
590,grau::A,灰色,šedý
591,grau::A,灰色,šedivý
592,bunt::A,五彩,pestrý
593,billig::A,便宜,levný
594,billig::A,便宜,laciný
595,teuer::A,贵,drahý
596,wertvoll::A,贵重,cenný
597,blind::A,瞎,slepý
598,taub::A,聋,hluchý
599,kräftig::A,强壮,silný
600,stark::A,强壮,silný
601,schwach::A,弱,slabý
602,fett::A,胖,tučný
603,fett::A,胖,tlustý
604,schlank::A,苗条,štíhlý
605,hübsch::A,漂亮,hezký
606,böse::A,邪恶,zlý
607,dumm::A,笨,hloupý
608,faul::A,懒惰,líný
609,fleißig::A,勤奋,pilný
610,geizig::A,吝啬,lakomý
611,klug::A,聪明,chytrý
612,geschickt::A,灵巧,šikovný
613,lieb::A,可爱,milý
614,lustig::A,快乐,veselý
615,sanft::A,柔和,mírný
616,hungrig::A,饥饿,hladový
617,krank::A,患病,nemocný
618,nackt::A,裸体,nahý
619,traurig::A,悲哀,smutný
620,traurig::A,悲哀,truchlivý
621,lebendig::A,活,živý
622,gut::A,好,dobrý
623,schlecht::A,坏,špatný
624,richtig::A,正确,pravý
625,richtig::A,正确,správný
626,schlimm::A,糟糕,zlý
627,wahr::A,真,pravdivý
628,alt::A,旧,starý
629,neu::A,新,nový
630,ehemalig::A,以前,bývalý
631,alt[Lebewesen]::A,老,starý
632,jung::A,年轻,mladý
633,arm::A,贫穷,chudý
634,reich::A,富裕,bohatý
635,bekannt::A,出名,známý
636,berühmt::A,著名,slavný
637,fremd::A,陌生,cizí
638,verschieden::A,不同,různý
639,verschieden::A,不同,rozličný
640,nah::A,近,blízký
641,fern::A,遥远,daleký
642,linker::A,左,levý
643,rechter::A,右,pravý
644,anderer::A,别的,jiný
645,erster::A,第一,první
646,zweiter::A,第二,druhý
647,dritter::A,第三,třetí
648,letzter::A,最后,poslední
649,allein::ADV,单独,sám
650,auf einmal::ADV,同时,najednou
651,zusammen::ADV,一起,spolu
652,zusammen::ADV,一起,dohromady
653,lange::ADV,许久,dlouho
654,plötzlich::ADV,忽然,vtom
655,plötzlich::ADV,忽然,náhle
656,sofort::ADV,立刻,hned
657,sofort::ADV,立刻,ihned
658,später::ADV,以后,později
659,jetzt::ADV,现在,teď
660,jetzt::ADV,现在,nyní
661,heute::ADV,今天,dnes
662,heute::ADV,今天,dneska
663,morgen::ADV,明天,zítra
664,bald::ADV,即将,brzo
665,dann::ADV,然后,pak
666,dann::ADV,然后,potom
667,gestern::ADV,昨天,včera
668,einst::ADV,曾经,kdysi
669,damals::ADV,当时,tehdy
670,damals::ADV,当时,tenkrát
671,danach::ADV,随后,podle toho
672,vorher::ADV,事先,dříve
673,vorher::ADV,事先,napřed
674,zuerst::ADV,首先,nejprve
675,zuerst::ADV,首先,nejdříve
676,einmal::ADV,一次,jednou
677,manchmal::ADV,有时,někdy
678,oft::ADV,时常,často
679,immer::ADV,总是,vždy
680,immer::ADV,总是,stále
681,niemals::ADV,从未,nikdy
682,hier::ADV,这里,zde
683,hier::ADV,这里,tady
684,hierhin::ADV,到这里,sem
685,von hier::ADV,由此,odtud
686,dort::ADV,那里,tam
687,dorthin::ADV,到那里,tam
688,geradeaus::ADV,一直往前,rovně
689,vorwärts::ADV,向前,kupředu
690,rückwärts::ADV,向后,zpět
691,zurück::ADV,退后,zpět
692,zurück::ADV,退后,nazpět
693,unten::ADV,下面,dole
694,hinab::ADV,向下,dolů
695,oben::ADV,上面,nahoře
696,oben::ADV,上面,navrchu
697,hinauf::ADV,向上,nahoru
698,überall::ADV,到处,všude
699,nicht::ADV,不,ne
700,ein wenig::ADV,一点儿,trochu
701,kaum::ADV,几乎不,sotva
702,sehr::ADV,很,velmi
703,sehr::ADV,很,velice
704,so::ADV,如此,tak
705,so::ADV,如此,takto
706,noch::ADV,还,ještě
707,nur::ADV,只,jen
708,nur::ADV,只,jenom
709,schon::ADV,已经,už
710,schon::ADV,已经,již
711,wieder::ADV,又,zase
712,vor::PRP,在...面前,před
713,hinter::PRP,在...背后,za
714,unter::PRP,在...下面,pod
715,durch::PRP,穿过,skrz
716,neben::PRP,在...旁,vedle
717,zwischen::PRP,在...之间,mezi
718,wegen::PRP,由于,pro
719,dies::PRN,这,toto
720,dies::PRN,这,tohle
721,das::PRN,那,to
722,alles::PRN,一切,všechno
723,ich::PRN,我,já
724,du::PRN,你,ty
725,er::PRN,他,on
726,wir::PRN,我们,my
727,ihr::PRN,你们,vy
728,sie::PRN,她,oni
729,was::FPRN,什么,co
730,wer::FPRN,谁,kdo
731,wo::FADV,哪里,kde
732,wohin::FADV,去哪里,kam
733,wie::FADV,怎么,jak
734,warum::FADV,为什么,proč
735,wieviel::FNUM,多少,kolik
736,eins::NUM,一,jeden
737,zwei::NUM,二,dva
738,drei::NUM,三,tři
739,vier::NUM,四,čtyři
740,fünf::NUM,五,pět
741,sechs::NUM,六,šest
742,sieben::NUM,七,sedm
743,acht::NUM,八,osm
744,neun::NUM,九,devět
745,zehn::NUM,十,deset
746,elf::NUM,十一,jedenáct
747,zwölf::NUM,十二,dvanáct
748,zwanzig::NUM,二十,dvacet
749,dreißig::NUM,三十,třicet
750,vierzig::NUM,四十,čtyřicet
751,fünfzig::NUM,五十,padesát
752,sechzig::NUM,六十,šedesát
753,siebzig::NUM,七十,sedmdesát
754,achtzig::NUM,八十,osmdesát
755,neunzig::NUM,九十,devadesát
756,hundert::NUM,百,sto
757,tausend::NUM,千,tisíc
758,und::CNJ,和,a
759,oder::CNJ,或者,nebo
760,stehen::V,站,stát
761,sitzen::V,坐,sedět
762,liegen::V,躺着,ležet
763,hängen::V,挂着,viset
764,werden::V,成为,stát se
765,passieren::V,发生,stát se
766,beginnen::V,开始,počít
767,enden::V,终止,končit
768,enden::V,终止,skončit
769,wechseln::V,变迁,měnit se
770,aufgehen[Sonne]::V,升起,vyjít
771,untergehen[Sonne]::V,下落,zapadnout
772,scheinen[Sonne]::V,照射,svítit
773,donnern::V,打雷,hřmět
774,wehen::V,飘扬,vát
775,wehen::V,飘扬,vanout
776,strömen::V,流,proudit
777,fließen::V,流动,téct
778,sich drehen::V,转动,točit se
779,schwanken::V,摇摆,kolísat
780,schwanken::V,摇摆,houpat se
781,schwingen::V,摇,kývat se
782,fallen::V,坠落,padat
783,brennen::V,燃烧,hořet
784,rauchen::V,冒烟,kouřit
785,regnen::V,下雨,pršet
786,gefrieren::V,结冰,zamrznout
787,tauen::V,融化,tát
788,schmelzen::V,溶化,tavit
789,trocknen::V,变干,schnout
790,sieden::V,煮,vřít
791,faulen::V,腐烂,hnít
792,verfaulen::V,腐烂,shnít
793,reißen::V,撕,roztrhat se
794,versinken::V,下沉,topit se
795,versinken::V,下沉,ponořit se
796,vergehen::V,流逝,plynout
797,erscheinen::V,出现,objevit se
798,verschwinden::V,消失,zmizet
799,sinken::V,下降,klesat
800,abnehmen::V,减少,ubýt
801,zunehmen::V,增加,přibýt
802,steigen::V,上升,stoupat
803,wachsen::V,生长,růst
804,glänzen::V,发光,lesknout se
805,funkeln::V,闪烁,jiskřit se
806,lärmen::V,吵闹,dělat hluk
807,läuten::V,响,zvonit
808,klingeln::V,按铃,zvonit
809,brausen::V,疾驶,hučet
810,klingen::V,听起来,znít
811,bellen::V,吠,štěkat
812,heulen::V,嗥,výt
813,blasen::V,吹,foukat
814,pfeifen::V,吹口哨,pískat
815,schreien::V,叫喊,křičet
816,stöhnen::V,呻吟,sténat
817,zittern::V,颤抖,třást se
818,leben::V,生存,žít
819,geboren werden::V,出生,rodit se
820,atmen::V,呼吸,dýchat
821,trinken::V,喝,pít
822,essen::V,吃,jíst
823,schlucken::V,咽,polykat
824,müde werden::V,疲倦,unavit se
825,einschlafen::V,入睡,usnout
826,schlafen::V,睡觉,spát
827,aufwachen::V,睡醒,probudit se
828,aufstehen::V,起床,vstát
829,sich erholen::V,休养,zotavovat se
830,krank werden::V,生病,onemocnět
831,krank sein::V,生病,být nemocný
832,schmerzen::V,疼痛,bolet
833,husten::V,咳,kašlat
834,genesen::V,痊愈,uzdravit se
835,sterben::V,死,umřít
836,umkommen::V,丧命,zahynout
837,sich bewegen::V,移动,pohnout se
838,sich rühren::V,动弹,hnout se
839,sich erheben::V,站起,zdvihnout se
840,sich setzen::V,坐,posadit se
841,hinfallen::V,跌倒,upadnout
842,laufen::V,步行,běžet
843,schreiten::V,迈步,kráčet
844,spazierengehen::V,散步,procházet se
845,eilen::V,急忙,spěchat
846,sich beeilen::V,赶快,pospíšit si
847,sausen::V,疾驰,fičet
848,rennen::V,奔跑,pádit
849,springen::V,跳,skákat
850,klettern::V,攀缘,lézt
851,klettern::V,攀缘,šplhat
852,schaukeln::V,荡秋千,houpat
853,kriechen::V,爬行,lézt
854,kriechen::V,爬行,plazit se
855,schwimmen::V,游泳,plavat
856,tauchen::V,潜水,nořit se
