,Concept_ID,bn,os
128,Birke::N,ভুর্জ,бæрз
129,Kiefer[Baum]::N,পাইন গাছ,нӕзы
130,Weide[Baum]::N,উইলো,хӕрис
131,Tanne::N,দেবদারূ গাছ,наз
132,Horn::N,শিং,сыкъа
133,Feder::N,পালক,сис
134,Fell::N,রোম,царм
135,Flügel::N,ডানা,базыр
136,Klaue::N,নখর,ных
137,Kralle::N,নখর,дзӕмбы
138,Schwanz::N,লেজ,къӕдзил
139,Ei::N,ডিম,айк
140,Nest::N,কুলায়,ахстон
141,Bau::N,ডেরা,хуынкъ
142,Tier::N,জন্তু,сырд
143,Tier::N,জন্তু,цӕрӕгой
144,Herde::N,ঝাঁক,дзуг
145,Herde::N,ঝাঁক,рӕгъау
146,Kuh::N,গোরু,хъуг
147,Bulle::N,বৃষ,гал
148,Pferd::N,ঘোড়া,бӕх
149,Schaf::N,ভেড়া,фыс
150,Schwein::N,শূকর,хуы
151,Hund::N,কুকুর,куыдз
152,Katze::N,বেড়াল,гӕды
153,Bär::N,ভল্লুক,арс
154,Eichhörnchen::N,কাঠবিড়াল,æхсæрæг
155,Elch::N,হরিণবিশেষ,цæгатаг саг
156,Fuchs::N,পাঁতিশিয়াল,рувас
157,Hase::N,শশক,тæрхъус
158,Maus::N,নেংটি ইঁদুর,мыст
159,Wolf::N,নেকড়ে,бирӕгъ
160,Vogel::N,পক্ষী,цъиу
161,Vogel::N,পক্ষী,маргъ
162,Schwarm::N,ঝাঁক,бал
163,Huhn::N,মোরগ,карк
164,Hahn::N,কুক্কুট,уасӕг
165,Gans::N,হংসী,хъаз
166,Adler::N,ইগল,цӕргӕс
167,Ente::N,হংসী,ацц
168,Eule::N,পেচক, уыг
169,Eule::N,পেচক,сидахъ
170,Kranich::N,সারস,зырнæг
171,Kranich::N,সারস,хърихъупп
172,Krähe::N,কাক,халон
173,Kuckuck::N,কোকিল,гаккук
174,Schwan::N,মরাল,доныхъаз
175,Fisch::N,মাছ,кӕсаг
176,Barsch::N,মৎন্যবিশেষ,окунь
177,Hecht::N,বানমাছ,хихор кӕсаг
178,Schlange[Tier]::N,সর্প,калм
179,Wurm::N,কীট,зулкъ
180,Wurm::N,কীট,къуыдыргалм
181,Spinne::N,মাকড়সা,хӕлуарӕг
182,Ameise::N,পিপীলিকা,мæлдзыг
183,Laus::N,উকুন,сыст
184,Mücke::N,মশা,къогъо
185,Fliege::N,মাছি,бындз
186,Schmetterling::N,প্রজাপতি,гæлæбу
187,Beere::N,বেরি,гагадыргъ
188,Apfel::N,আপেল,фӕткъуы
189,Pilz::N,ছত্রক,зокъо
190,Pilz::N,ছত্রক,къозо
191,Zwiebel::N,পিয়াজ,хъӕдындз
192,Saat::N,বীজ,тауинаг
193,Saat::N,বীজ,мыггаг
194,Korn::N,শস্য,мыггаг
195,Korn::N,শস্য,тауинаг
196,Heu::N,খড়,хос
197,Schale::N,খোসা,цъар
198,Grube::N,গর্ত,урм
199,Grube::N,গর্ত,къахт
200,Grube::N,গর্ত,дзыхъхъ
201,Falle::N,ফাঁদ,цъысым
202,Falle::N,ফাঁদ,къӕппӕг
203,Schlinge::N,পাশ,цасм
204,Spur::N,চিহ্ন,фæд
205,Asche::N,ভস্ম,фӕнык
206,Asche::N,ভস্ম,ӕртхутӕг
207,Dreck::N,ময়লা,цъыф
208,Eisen::N,লোহা,ӕфсӕйнаг
209,Gold::N,স্বর্ণ,сыгъзӕрин
210,Silber::N,রৌপ্য,ӕвзист
211,Kohle::N,অঙ্গার,ӕвзалы
212,Glas::N,কাচ,авг
213,Lehm::N,মৃত্তিকা,ӕлыг
214,Sand::N,বালি,змис
215,Mensch::N,নর,лӕг
216,Mensch::N,নর,адӕймаг
217,Mensch::N,নর,удгоймаг
218,Mensch::N,মানুষ,лӕг
219,Mensch::N,মানুষ,адӕймаг
220,Mensch::N,মানুষ,удгоймаг
221,Mann::N,মানুষ,лӕг
222,Mann::N,মানুষ,нӕлгоймаг
223,Frau::N,নারী,сылгоймаг
224,Kind::N,বাচ্চা,сывӕллон
225,Junge::N,ছেলে,лӕппу
226,Mädchen::N,মেয়ে,чызг
227,Familie::N,পরিবার,бинонтæ
228,Großvater::N,মাতামহ,фыдыфыд
229,Großvater::N,মাতামহ,мадыфыд
230,Großmutter::N,মাতামহী,фыды мад
231,Großmutter::N,মাতামহী,мады мад
232,Eltern::N,মাতাপিতা,ныййарджытæ
233,Vater::N,পিতা,фыд
234,Mutter::N,মাতা,мад
235,Sohn::N,ছেলে,фырт
236,Tochter::N,মেয়ে,чызг
237,Bruder::N,দাদা,ӕфсымӕр
238,Schwester::N,বোন,хо
239,Schwester::N,দিদি,хо
240,Onkel::N,মামা,фыдыфсымӕр
241,Tante::N,মাসী,мадыхо
242,Ehemann::N,স্বামী,мой
243,Ehefrau::N,পত্নী,ус
244,Freude::N,উল্লাস,цин
245,Freude::N,উল্লাস,циндзинад
246,Gelächter::N,হাসি,худын
247,Gelächter::N,হাসি,худт
248,Gelächter::N,হাসি,худæг
249,Glück::N,সুখ,амонд
250,Kummer::N,দুঃখ,хъыг
251,Wunsch::N,আকাঙ্ক্ষা,бӕллиц
252,Lust::N,বাসনা,монц
253,Geist::N,আত্না,уд
254,Gedanke::N,চিন্তা,хъуыды
255,Gedächtnis::N,স্মরণশক্তি,мысæн
256,Gedächtnis::N,স্মরণশক্তি,мысын
257,Gedächtnis::N,স্মরণশক্তি,зæрдылдарын
258,Verstand::N,মন,зонд
259,Sinn::N,পদার্থ,нысаниуæг
260,Grund::N,কারণ,ӕфсон
261,Wahrheit::N,সত্য,æцæг
262,Gespräch::N,কথাবার্তা,ныхас
263,Märchen::N,রূপকথা,аргъау
264,Erzählung::N,গল্প,радзырд
265,Nachricht::N,তথ্য,уац
266,Neuigkeit::N,খবরাখবর,хабар
267,Name::N,নাম,ном
268,Rätsel::N,ধাঁধা,уыци-уыци
269,Rätsel::N,ধাঁধা,базон-базон
270,Rede::N,বক্তৃতা,раныхас
271,Sprache::N,ভাষা,ӕвзаг
272,Stimme::N,স্বর,хъӕлӕс
273,Wort::N,শব্দ,дзырд
274,Zeichen::N,প্রতীক,нысан
275,Ruf::N,ডাক,сидт
276,Lärm::N,হৈচৈ,уынæр
277,Laut::N,ধ্বনি,зӕл
278,Laut::N,ধ্বনি,мыр
279,Ton::N,স্বর,мыр
280,Lied::N,গান,зарӕг
281,Ruhe::N,শান্তি,æнцой
282,Leute::N,প্রজাপুঞ্জ,адӕм
283,Volk::N,জাতি,адӕм
284,Arbeit::N,চাকরি,фӕллой
285,Gast::N,অতিথি,уазӕг
286,Geschenk::N,উপহার,хуын
287,Spiel::N,খেলা,хъазт
288,Gesellschaft::N,সঙ্গিগণ,дзыллæ
289,Gesellschaft::N,সঙ্গিগণ,æхсæнад
290,Hilfe::N,সাহায্য,æххуыс
291,Hilfe::N,সাহায্য,ахъаз
292,Freund::N,বন্ধু,лымӕн
293,Kamerad::N,সঙ্গী,ӕмбал
294,Angelegenheit::N,বিষয়,хъуыддаг
295,Anzahl::N,পরিমাণ,бӕрц
296,Art::N,রকম,хуыз
297,Art::N,রকম,хуызад
298,Stück::N,টুকরো,кæрдих
299,Stück::N,টুকরো,комдзаг
300,Teil::N,অংশ,хай
301,Hälfte::N,অর্ধেক,æрдæг
302,Hälfte::N,অর্ধেক,æмбис
303,Kreis::N,বৃত্ত,зиллакк
304,Kreuz::N,ক্রুশ,дзуар
305,Linie::N,রেখা,хахх
306,Strich::N,কষি,хахх
307,Abstand::N,ফাঁক,æхсæнуат
308,Entfernung::N,ব্যবধান,дæрддзæг
309,Entfernung::N,ব্যবধান,дардцæг
310,Gegend::N,ক্ষেত্র,ран
311,Platz::N,জায়গা,бууат
312,Ort::N,স্থান,ран
313,Ort::N,স্থান,бынат
314,Seite::N,পার্শ্ব,фахс
315,Mitte::N,মধ্য,астӕу
316,Gegenstand::N,জিনিস,дзаума
317,Sache::N,বস্তু,дзаума
318,Rand::N,কানা,кӕрон
319,Kante::N,ধার,фӕрск
320,Ecke::N,কোণ,тигъ
321,Ecke::N,কোণ,фисын
322,Spitze::N,ডগা,бырынкъ
323,Ende::N,প্রান্ত,кӕрон
324,Loch::N,গর্ত,хуынкъ
325,Winkel::N,কোণ,къуым
326,Muster::N,নমুন্,нывæфтыд
327,Muster::N,নমুন্,кæдзист
328,Größe::N,আয়তন,ас
329,Länge::N,দৈর্ঘ্য,дӕргъ
330,Höhe::N,উচ্চতা,бæрзонд
331,Höhe::N,উচ্চতা,бæрзæнд
332,Höhe::N,উচ্চতা,бæрзонддзинад
333,Gewicht::N,ওজন,уӕз
334,Menge::N,পরিমাণ,бӕрц
335,Haufen::N,পুঞ্জ,кӕри
336,Reihe::N,শ্রেণী,рӕнхъ
337,Boot::N,নৌকা,чема
338,Ruder::N,দাঁড়,къохар
339,Schlitten::N,স্নেজ্-গাড়ি,дзоныгъ
340,Ski::N,শী,къахдзоныгътæ
341,Ski::N,শী,лыжæтæ
342,Lagerfeuer::N,অগ্নি,арт
343,Last::N,বোঝা,уаргъ
344,Gang::N,হণ্টন,цыд
345,Schritt::N,পদ,санчъех
346,Schritt::N,পদ,къахдзӕф
347,Norden::N,উত্তরদিক্,цæгат
348,Süden::N,দক্ষিণদিক,хуссар
349,Westen::N,পশ্চিমদিক্,ныгуылæн
350,Osten::N,পূর্বদিক,скæсæн
351,Holz::N,কাঠ,хъӕдӕрмӕг
352,Brett::N,তক্তা,фæйнæг
353,Platte::N,ফলক,къӕй
354,Stütze::N,নাগদণ্ড,быцæу
355,Stange::N,দণ্ড,хъил
356,Stock::N,ছড়ি,лӕдзӕг
357,Stab::N,যষ্টি,хъил
358,Rohr::N,নল,хӕтӕл
359,Haus::N,ঘর,хӕдзар
360,Heim::N,বাসা,къона
361,Ofen::N,স্টোভ্,пец
362,Fußboden::N,গহতল,астӕрд
363,Tisch::N,মেজ,стъол
364,Tisch::N,টেবিল,стъол
365,Stuhl::N,চেয়ার,бандон
366,Stuhl::N,কেদারা,бандон
367,Wiege::N,দোলনা,авдæн
368,Bett::N,শয্যা,сынтӕг
369,Regal::N,তাক,тӕрхӕг
370,Regal::N,তাক,уӕлвӕйнӕг
371,Kiste::N,বাক্স,асыкк
372,Fenster::N,জানালা,рудзынг
373,Fenster::N,জানালা,фæрссаг
374,Tür::N,দ্বার,дуар
375,Tor::N,দ্বার,кулдуар
376,Zaun::N,বেড়া,æмбонд
377,Zaun::N,বেড়া,быру
378,Zaun::N,বেড়া,гæрæн
379,Dach::N,ছাদ,уӕлхӕдзар
380,Leiter::N,মই,асин
381,Besen::N,গুল্মবিশেষ,уисой
382,Spaten::N,কোদাল,бел
383,Schaufel::N,বেলচা,æвгæнæн
384,Schaufel::N,বেলচা,кæфой
385,Gabel::N,কাঁটা,вилкæ
386,Löffel::N,চামচ,уидыг
387,Messer::N,ছুরি,кард
388,Nagel::N,পেরেক,зӕгӕл
389,Netz::N,জাল,хыз
390,Haken::N,কাচি,хæдз
391,Haken::N,কাচি,хæбырæгъ
392,Griff::N,হাতল,фистон
393,Schloss::N,তালা,гуыдыр
394,Bild::N,ছবি,ныв
395,Bild::N,চিত্র,ныв
396,Figur::N,আকার,кæрдгæныв
397,Puppe::N,পুতুল,чындз
398,Beutel::N,বটুয়া,дзӕкъул
399,Bündel::N,আঁটি,баст
400,Tasche::N,থলি,хызын
401,Tasche::N,থলি,дзæкъул
402,Eimer::N,বাল্তি,къæрта
403,Eimer::N,বাল্তি,чъыбыла
404,Eimer::N,বাল্তি,ведра
405,Deckel::N,আবরণ,сæр
406,Deckel::N,আবরণ,æмбæрзæн
407,Geschirr::N,থালা-বাসন,мигæнæн
408,Geschirr::N,থালা-বাসন,мигæнæнтæ
409,Sack::N,বস্তা,голлаг
410,Tasse::N,কাপ,пиала
411,Tasse::N,কাপ,къус
412,Topf::N,পাত্র,аг
413,Topf::N,পাত্র,чысыл аг
414,Kessel::N,কেটলি,аг
415,Essen::N,আহার,хӕрд
416,Nahrung::N,খাদ্য,хойраг
417,Speise::N,খাদ্য,хӕринаг
418,Fleisch::N,মাংস,дзидза
419,Fleisch::N,মাংস,фыдызгъӕл
420,Getreide::N,শস্য,халсар
421,Brei::N,মণ্ড,кас
422,Brot::N,রুটি,дзул
423,Scheibe::N,ফালি,къӕбӕр
424,Fett::N,মেদ,сой
425,Butter::N,মাখন,нӕлхӕ
426,Öl::N,তৈল,зети
427,Salz::N,নুন,цӕхх
428,Suppe::N,শুরুয়া,бас
429,Honig::N,মধু,мыд
430,Milch::N,দুধ,ӕхсыр
431,Tee::N,চা,цай
432,Leder::N,পাকা চামড়া,мæскуы
433,Wolle::N,পশম,фӕсмын
434,Stoff::N,বস্ত্র,хъуымац
435,Nadel::N,সুচ,судзин
436,Faden::N,সূত্র,ӕндах
437,Knopf::N,বোতাম,цӕппӕр
438,Knoten::N,গিঁট,ӕлхынцъ
439,Farbe::N,রং,ахорæн
440,Kleidung::N,কাপড়,дарӕс
441,Hemd::N,শার্ট,хӕдон
442,Kragen::N,গলবন্ধ,æфцæггот
443,Ärmel::N,আস্তিন্,дыс
444,Hose::N,ট্রাউজার,хæлаф
445,Hose::N,ট্রাউজার,æддаг хæлаф
446,Hose::N,ট্রাউজার,салбар
447,Gürtel::N,কটিবন্ধ,рон
448,Mütze::N,টুপি,худ
449,Schuh::N,জুতো,басмахъ
450,Stiefel::N,বুট,цырыхъхъ
451,Ring::N,আংটি,къухдарӕн
452,Band::N,ফিতা,лент
453,Kamm::N,চিরুনি,сӕрвасӕн
454,Spiegel::N,আয়না,айдæн
455,Spiegel::N,আয়না,кæсæн
456,Riemen::N,চাবুক,гӕрз
457,Schnur::N,দড়ি,бӕндӕн
458,Leine::N,শিকল,
459,Decke::N,কম্বল,хъӕццул
460,Kissen::N,উপাধান,баз
461,Tuch::N,বস্ত্র,кæлмæрзæн
462,Tuch::N,বস্ত্র,кæрдæн
463,Handtuch::N,তোয়ালে,хисæрфæн
464,Kraft::N,জোর,тых
465,Kraft::N,জোর,хъомыс
466,Stärke::N,শক্তি,тых
467,Stärke::N,শক্তি,æхсар
468,Gesundheit::N,স্বাস্থ্য,æнæниздзинад
469,Krankheit::N,অসুখ,низ
470,Krankheit::N,অসুখ,рын
471,Krankheit::N,ব্যামো,низ
472,Krankheit::N,ব্যামো,рын
473,Schmerz::N,যন্ত্রণা,рис
474,Wunde::N,ক্ষত,цӕф
475,Fieber::N,জ্বর,ризӕг
476,Fieber::N,জ্বর,тӕфсӕг
477,Arznei::N,ঔষধ,хос
478,Brücke::N,সেতু,хид
479,Brunnen::N,কূপ,цъай
480,Weide::N,পশুচারণভূমি,хизæн
481,Weide::N,পশুচারণভূমি,хизæнуат
482,Weide::N,পশুচারণভূমি,сæрвæт
483,Pfad::N,পথ,къахвæндаг
484,Pfad::N,পথ,къахвæд
485,Weg::N,পথ,фӕндаг
486,Straße::N,রাস্তা,фӕндаг
487,Dorf::N,গ্রাম,хъӕу
488,Stadt::N,শহর,сахар
489,Brief::N,চিঠি,фыстӕг
490,Buch::N,বই,чиныг
491,Buchstabe::N,অক্ষর,дамгъӕ
492,Zeitung::N,সংবাদপত্র,газет
493,Leben::N,জীবন,цард
494,Leben::N,জীবন,цӕрӕнбон
495,Tod::N,মৃত্যু,мæлæт
496,Tod::N,মৃত্যু,адзал
497,Grab::N,কবর,ингӕн
498,Kirche::N,গির্জা,аргъуан
499,Sünde::N,পাপ,тæригъæд
500,Gott::N,দেবতা,хуыцау
501,Arbeiter::N,শ্রমিক,кусæг
502,Chef::N,নেতা,ӕмцег
503,Meister::N,ব্যক্তি,мастер
504,Meister::N,ব্যক্তি,дæсны
505,Arzt::N,চিকিৎসক,хосгæнæг
506,Arzt::N,চিকিৎসক,дохтыр
507,Lehrer::N,অধ্যাপক,ахуыргæнæг
508,Geld::N,মুদ্রা,ӕхца
509,Geld::N,টাকাপয়সা,ӕхца
510,Geschäft::N,ব্যস্ততা,бизнес
511,Geschäft::N,ব্যস্ততা,хъуыддаг
512,Laden::N,দোকান,дукани
513,Preis::N,মূল্য,аргъ
514,Ware::N,পণ্যদ্রব্য,базайраг
515,Nutzen::N,সুবিধা,пайда
516,Reichtum::N,ধনদৌলত,хъæздыгдзинад
517,Reichtum::N,ধনদৌলত,исбон
518,Reichtum::N,ধনদৌলত,мулк
519,Welt::N,জগৎ,дуне
520,Land::N,খেত,бӕстӕ
521,Staat::N,রাষ্ট্র,паддзахад
522,König::N,রাজা,къарол
523,Macht::N,প্রভাব,хицаудзинад
524,Grenze::N,সীমা,арӕн
525,Krieg::N,যুদ্ধ,хӕст
526,Feind::N,শত্রু,знаг
527,Feind::N,শত্রু,фыдгул
528,Feind::N,শত্রু,фыдзæрдæ
529,Feind::N,শত্রু,сон
530,Gewalt::N,জোর,тыхми
531,Gewalt::N,জোর,тыхдзинад
532,Kampf::N,লড়াই,хæст
533,Kampf::N,লড়াই,хъæбысæйхæст
534,Kampf::N,লড়াই,тох
535,Bogen[Waffe]::N,ধনুক,ӕрдын
536,Pfeil::N,বাণ,фат
537,Gewehr::N,বন্দুক,топп
538,Fehler::N,ভুল,рӕдыд
539,Lüge::N,মিথ্যা,мӕнг
540,Lüge::N,মিথ্যা,гӕдыдзинад
541,Schaden::N,ক্ষতি,зиан
542,Unglück::N,দুর্ভাগ্য,бæллæх
543,Schuld::N,অপরাধ,азым
544,Alter::N,আয়ু,кар
545,Schluss::N,শেষ,кæрон
546,Zeit::N,সময়,рӕстӕг
547,Tag::N,দিন,бон
548,Morgen::N,সকাল,райсом
549,Mittag::N,মধ্যাহু,æмбисбон
550,Abend::N,সন্ধ্যা,изӕр
551,Nacht::N,রাত্রি,ӕхсӕв
552,Woche::N,সপ্তাহ,къуыри
553,Monat::N,মাস,мӕй
554,Jahr::N,সৌরবর্ষ,аз
555,Jahr::N,সৌরবর্ষ,афӕдз
556,Frühling::N,বসন্তকাল,уалдзæг
557,Sommer::N,গ্রীষ্মকাল,сӕрд
558,Herbst::N,শরংঋতু,фæззæг
559,Winter::N,শীতকাল,зымӕг
560,Januar::N,জানুয়ারী,январь
561,Februar::N,ফেব্রুয়ারী,февраль
562,März::N,মার্চ,мартъи
563,April::N,এপ্রিল,апрель
564,Mai::N,মে,май
565,Juni::N,জুন,июнь
566,Juli::N,জুলাই,июль
567,August::N,অগাস্ট,август
568,September::N,সেপ্টেম্বর,сентябрь
569,Oktober::N,অক্টোবর,октябрь
570,November::N,নভেম্বর,ноябрь
571,Dezember::N,ডিসেম্বর,декабрь
572,Montag::N,সোমবার,къуырисæр
573,Dienstag::N,মঙ্গলবার,дыццæг
574,Mittwoch::N,বুধবার,æртыццæг
575,Donnerstag::N,বৃহম্পতিবার,цыппæрæм
576,Freitag::N,শুক্রবার,майрæмбон
577,Samstag::N,শনিবার,сабат
578,Sonntag::N,রবিবার,хуыцаубон
579,groß::A,বৃহৎ,дынджыр
580,klein::A,ছোট,гыццыл
581,lang::A,দীর্ঘ,даргъ
582,kurz::A,খর্ব,цыбыр
583,kurz::A,হ্রস্ব,цыбыр
584,breit::A,চওড়া,фӕтӕн
585,schmal::A,সরু,нарӕг
586,schmal::A,সরু,уынгӕг
587,dicht::A,ঘন,бæзджын
588,dicht::A,ঘন,тар
589,dick[Gegenstand]::A,পুরু,сӕвджын
590,dünn::A,কৃশ,тæнæг
591,fein::A,সূক্ষ্ম,лыстӕг
592,fest::A,দৃঢ়,фидар
593,fest::A,দৃঢ়,хъӕддых
594,flach::A,সমতল,тъӕпӕн
595,glatt::A,মসৃণ,лӕгъз
596,hart::A,শক্ত,хъӕбӕр
597,weich::A,নরম,фӕлмӕн
598,rund::A,গোলাকার,тымбыл
599,spitz::A,তীক্ষ্ন,цыргъбырынкъ
600,spitz::A,তীক্ষ্ন,цыргъфындз
601,scharf::A,শাণিত,цыргъ
602,stumpf::A,ভোঁতা,къуымых
603,schwer::A,ভারী,уӕззау
604,schön::A,সুন্দর,аив
605,schön::A,সুন্দর,рӕсугъд
606,heiß::A,গরম,тӕвд
607,warm::A,ঈষদুষ্ণ,хъарм
608,kalt::A,ঠাণ্ডা,уазал
609,kühl::A,শীতল,сатæг
610,kühl::A,শীতল,уазалгомау
611,frisch::A,তাজা,сатæг
612,feucht::A,ভিজা,уымӕл
613,nass::A,ভিজা,хуылыдз
614,trocken::A,শুষ্ক,хус
615,voll::A,পূর্ণ,дзаг
616,voll::A,পূর্ণ,йедзаг 
617,leer::A,খালি,афтид
618,offen::A,খোলা,гом
619,geschlossen::A,বন্ধ,æхгæд
620,sauber::A,নির্মল,сыгъдæг
621,schmutzig::A,নোংরা,чъиллон
622,roh::A,কাঁচা,хом
623,reif::A,পাকা,рӕгъӕд
624,lecker::A,সুস্বাদ,хӕрзад
625,süß::A,মিষ্ট,адджын
626,bitter::A,তিক্ত,судзаг
627,sauer::A,টক,туаг
628,hell::A,উজ্জ্বল,рухс
629,dunkel::A,অন্ধকারময়,талынг
630,schwarz::A,কালো,сау
631,weiß::A,সাদা,урс
632,rot::A,লাল,сырх
633,gelb::A,হলদে,бур
634,blau::A,নীল,цъӕх
635,grün::A,সবুজ,цъӕх
636,grün::A,সবুজ,кӕрдӕгхуыз
637,grau::A,ছাই-রঙা,цъӕх
638,grau::A,ছাই-রঙা,фӕныкхуыз
639,bunt::A,রঙিন,хъулон
640,bunt::A,রঙিন,гæрæм
641,billig::A,সস্তা,аслам
642,teuer::A,আক্রা,зынаргъ
643,wertvoll::A,মহার্ঘ,зынаргъ
644,blind::A,কানা,куырм
645,taub::A,বধির,къуырма
646,kräftig::A,বিশাল,домбай
647,kräftig::A,বিশাল,тыхджын
648,stark::A,শক্তিশালী,тыхджын
649,schwach::A,দুর্বল,ӕнӕбон
650,fett::A,মোটা,нард
651,schlank::A,কৃশ,гуырвидыц
652,schlank::A,কৃশ,хæрзконд
653,schlank::A,কৃশ,рæхснæг
654,schlank::A,কৃশ,сагамад
655,hübsch::A,সুন্দর,аив
656,hübsch::A,সুন্দর,рӕсугъд
657,böse::A,খারাপ,фыдзӕрдӕ
658,dumm::A,মূর্খ,ӕдылы
659,faul::A,শ্রমবিমুখ,зивӕг
660,faul::A,শ্রমবিমুখ,зивӕггӕнаг
661,fleißig::A,পরিশ্রমী,æнæзивæг
662,fleißig::A,পরিশ্রমী,æнувыд
663,geizig::A,ব্যয়কুণ্ঠ,чъынды
664,geizig::A,ব্যয়কুণ্ঠ,æлгъин
