,Concept_ID,bg,br
251,Wahrheit::N,правда,gwirionez
252,Gespräch::N,разговор,kaozeadenn
253,Märchen::N,приказка,kaoz korriganez
254,Erzählung::N,разказ,kontadenn
255,Nachricht::N,вест,keloù
256,Nachricht::N,известие,keloù
257,Neuigkeit::N,новина,kelaouenn
258,Name::N,име,anv
259,Rätsel::N,гатанка,divinatez
260,Rede::N,реч,diskour
261,Rede::N,слово,diskour
262,Sprache::N,език,yezh
263,Stimme::N,глас,mouezh
264,Wort::N,дума,ger
265,Zeichen::N,знак,sin
266,Ruf::N,зов,galv
267,Lärm::N,шум,trouz
268,Lärm::N,глъчка,trouz
269,Laut::N,звук,
270,Ton::N,тон,ton
271,Lied::N,песен,kanaouenn
272,Ruhe::N,тишина,sioulded
273,Ruhe::N,спокойствие,sioulded
274,Leute::N,хора,tud
275,Volk::N,народ,pobl
276,Arbeit::N,труд,labour
277,Arbeit::N,работа,labour
278,Gast::N,гост,kouviad
279,Geschenk::N,дар,prof
280,Geschenk::N,подарък,prof
281,Spiel::N,игра,c'hoari
282,Gesellschaft::N,общество,kompagnunezh
283,Gesellschaft::N,общество,kavandad
284,Hilfe::N,помощ,sikour
285,Freund::N,приятел,mignon
286,Kamerad::N,другар,kamarad
287,Angelegenheit::N,работа,afer
288,Anzahl::N,брой,niver
289,Anzahl::N,количество,niver
290,Art::N,вид,sort
291,Stück::N,къс,tamm
292,Stück::N,парче,tamm
293,Teil::N,дял,pezh
294,Teil::N,част,pezh
295,Hälfte::N,половина,hanterenn
296,Kreis::N,кръг,kelc'h
297,Kreuz::N,кръст,kroaz
298,Linie::N,черта,linenn
299,Strich::N,щрих,tenn
300,Strich::N,черта,tenn
301,Abstand::N,дистанция,distok
302,Abstand::N,разстояние,distok
303,Entfernung::N,разстояние,keid
304,Entfernung::N,разстояние,kehid
305,Gegend::N,местност,korn-bro
306,Platz::N,място,plasenn
307,Ort::N,място,lec'h
308,Seite::N,страна,tu
309,Mitte::N,среда,kreiz
310,Gegenstand::N,предмет,tra
311,Sache::N,вещ,tra
312,Rand::N,ръб,kantenn
313,Kante::N,ръб,kantenn
314,Kante::N,кант,kantenn
315,Ecke::N,ъгъл,korn
316,Spitze::N,връх,begell
317,Spitze::N,острие,begell
318,Ende::N,край,dibenn
319,Loch::N,дупка,toull
320,Winkel::N,кът,
321,Winkel::N,ъгъл,
322,Muster::N,десен,tresadenn
323,Muster::N,образец,tresadenn
324,Größe::N,големина,ment
325,Länge::N,дължина,hirder
326,Höhe::N,висота,uhelder
327,Höhe::N,височина,uhelder
328,Gewicht::N,тегло,pouez
329,Gewicht::N,тежест,pouez
330,Menge::N,количество,bern
331,Haufen::N,куп,bern
332,Haufen::N,грамада,bern
333,Reihe::N,ред,steud
334,Reihe::N,редица,steud
335,Boot::N,лодка,bag
336,Ruder::N,весло,roeñv
337,Ruder::N,гребло,roeñv
338,Schlitten::N,шейна,trainell
339,Ski::N,ски,ski
340,Lagerfeuer::N,огнище,
341,Last::N,товар,karg
342,Gang::N,ход,kerzh
343,Gang::N,вървеж,kerzh
344,Schritt::N,стъпка,paz
345,Norden::N,север,norzh
346,Norden::N,север,hanternoz
347,Süden::N,юг,su
348,Süden::N,юг,kreisteiz
349,Westen::N,запад,kuzh-heol
350,Osten::N,изток,reter
351,Osten::N,изток,sav-heol
352,Holz::N,дърво,koad
353,Brett::N,дъска,plankenn
354,Stange::N,прът,sparl
355,Stange::N,върлина,sparl
356,Stock::N,прът,bazh
357,Stock::N,тояга,bazh
358,Stab::N,прът,bazh
359,Rohr::N,цев,tub
360,Rohr::N,цев,korz
361,Rohr::N,тръба,tub
362,Rohr::N,тръба,korz
363,Haus::N,къща,ti
364,Heim::N,дом,kêr
365,Ofen::N,печка,forn
366,Fußboden::N,под,plañchod
367,Tisch::N,маса,taol
368,Stuhl::N,стол,kador
369,Wiege::N,люлка,kavell
370,Bett::N,легло,gwele
371,Bett::N,креват,gwele
372,Regal::N,рафт,estajerenn
373,Regal::N,етажерка,estajerenn
374,Kiste::N,кутия,kased
375,Kiste::N,сандък,kased
376,Fenster::N,прозорец,prenestr
377,Tür::N,врата,dor
378,Tor::N,врата,portal
379,Zaun::N,ограда,sklotur
380,Dach::N,покрив,toenn
381,Leiter::N,стълба,skeul
382,Besen::N,метла,skubell
383,Spaten::N,лопата,pal
384,Schaufel::N,лопата,pal
385,Gabel::N,вилица,fourchetez
386,Löffel::N,лъжица,loa
387,Messer::N,нож,kontell
388,Nagel::N,гвоздей,tach
389,Netz::N,мрежа,roued
390,Haken::N,кука,krog
391,Haken::N,закачалка,krog
392,Griff::N,ръчка,kemer
393,Griff::N,дръжка,kemer
394,Schloss::N,брава,potenn
395,Schloss::N,ключалка,potenn
396,Bild::N,картина,skeudenn
397,Figur::N,фигура,skeud
398,Figur::N,фигура,figur
399,Puppe::N,кукла,merc'hodenn
400,Beutel::N,кесия,sac'h
401,Bündel::N,връзка,feskenn
402,Tasche::N,чанта,sac'h
403,Eimer::N,кофа,sailh
404,Deckel::N,капак,pallenn
405,Deckel::N,похлупак,pallenn
406,Geschirr::N,съдове,listriaj
407,Sack::N,чувал,sac'h
408,Tasse::N,чаша,tas
409,Topf::N,гърне,pod
410,Topf::N,тенджера,pod
411,Kessel::N,котел,chaodouron
412,Essen::N,ядене,pred
413,Nahrung::N,храна,boued
414,Speise::N,ястие,meuz
415,Fleisch::N,месо,kig
416,Getreide::N,зърнено храни,ed
417,Brei::N,каша,yod
418,Brot::N,хляб,bara
419,Scheibe::N,резен,tailhenn
420,Fett::N,мазнина,lard
421,Butter::N,масло,amann
422,Öl::N,олио,eoul
423,Öl::N,оливия,eoul
424,Salz::N,сол,holen
425,Suppe::N,супа,soubenn
426,Honig::N,мед,mel
427,Milch::N,мляко,laezh
428,Tee::N,чай,te
429,Leder::N,кожа,lêr
430,Wolle::N,вълна,gloan
431,Stoff::N,плат,danvez
432,Stoff::N,материал,danvez
433,Nadel::N,игла,nadoz
434,Faden::N,конец,neudenn
435,Knopf::N,копче,bouton
436,Knoten::N,възел,skoulm
437,Farbe::N,боя,liv
438,Kleidung::N,дрехи,dilhad
439,Kleidung::N,облекло,dilhad
440,Hemd::N,риза,roc'hed
441,Kragen::N,яка,gouzoug
442,Ärmel::N,ръкав,milgin
443,Hose::N,панталони,bragoù
444,Gürtel::N,пояс,gouriz
445,Gürtel::N,колан,gouriz
446,Mütze::N,каскет,boned
447,Mütze::N,фуражка,boned
448,Schuh::N,обувка,botez
449,Stiefel::N,ботуш,botez
450,Ring::N,пръстен,gwalenn
451,Band::N,лента,bagad
452,Band::N,връзка,bagad
453,Kamm::N,гребен,krib
454,Spiegel::N,огледало,melezour
455,Riemen::N,каиш,lerenn
456,Riemen::N,ремък,lerenn
457,Schnur::N,връв,kordenn
458,Leine::N,връв,roll
459,Leine::N,въже,roll
460,Decke::N,покривка,golo
461,Kissen::N,възглавница,goubenner
462,Tuch::N,сукно,mezher
463,Handtuch::N,пешкир,toailhon
464,Handtuch::N,кърпа за лице,toailhon
465,Kraft::N,мощ,nerzh
466,Kraft::N,сила,nerzh
467,Stärke::N,сила,nerzhder
468,Gesundheit::N,здраве,yec'hed
469,Krankheit::N,болест,klañved
470,Schmerz::N,болка,poan
471,Schmerz::N,болка,droug
472,Wunde::N,рана,gloazadenn
473,Fieber::N,треска,terzhienn
474,Fieber::N,температура,terzhienn
475,Arznei::N,лек,louzoù
476,Arznei::N,лекарство,louzoù
477,Brücke::N,мост,pont
478,Brunnen::N,чешма,puñs
479,Brunnen::N,кладенец,puñs
480,Weide::N,паша,prad
481,Weide::N,пасище,prad
482,Pfad::N,пътека,gwenodenn
483,Weg::N,път,hent
484,Straße::N,шосе,ru
485,Straße::N,шосе,hent
486,Dorf::N,село,kêr
487,Dorf::N,село,kêriadenn
488,Stadt::N,град,kêr
489,Brief::N,писмо,lizher
490,Buch::N,книга,levr
491,Buchstabe::N,буква,lizherenn
492,Zeitung::N,вестник,kazetenn
493,Leben::N,живот,buhez
494,Tod::N,смърт,marv
495,Grab::N,гроб,bez
496,Kirche::N,църква,iliz
497,Sünde::N,грях,pec'hed
498,Gott::N,бог,doue
499,Arbeiter::N,работник,labourer
500,Arbeiter::N,работник,micherour
501,Chef::N,шеф,penn
502,Chef::N,началник,penn
503,Meister::N,майстор,mestr
504,Arzt::N,лекар,mezeg
505,Arzt::N,лекар,medisin
506,Lehrer::N,учител,skolaer
507,Lehrer::N,учител,kelenner
508,Geld::N,пари,arc'hant
509,Geschäft::N,сделка,stal
510,Laden::N,дюкян,stal
511,Laden::N,магазин,stal
512,Preis::N,цена,priz
513,Ware::N,стока,marc'hadourezh
514,Nutzen::N,полза,gounidegezh
515,Nutzen::N,полза,lañs
516,Nutzen::N,полза,profit
517,Nutzen::N,полза,spleit
518,Nutzen::N,облага,gounidegezh
519,Nutzen::N,облага,lañs
520,Nutzen::N,облага,profit
521,Nutzen::N,облага,spleit
522,Reichtum::N,богатство,pinvidigezh
523,Welt::N,свят,douar
524,Land::N,страна,bro
525,Staat::N,щат,stad
526,Staat::N,държава,stad
527,König::N,крал,roue
528,Macht::N,мощ,galloud
529,Macht::N,власт,galloud
530,Grenze::N,граница,harzoù
531,Krieg::N,война,brezel
532,Feind::N,враг,eneber
533,Feind::N,неприятел,eneber
534,Gewalt::N,сила,tâerder
535,Gewalt::N,насилие,tâerder
536,Kampf::N,борба,kann
537,Kampf::N,сражение,kann
538,Bogen[Waffe]::N,лък,gwareg
539,Pfeil::N,стрела,saezh
540,Gewehr::N,пушка,fuzuilh
541,Fehler::N,грешка,fazi
542,Lüge::N,лъжа,gaou
543,Schaden::N,повреда,gwall
544,Unglück::N,нещастие,gwalleur
545,Schuld::N,вина,kablusted
546,Schuld::N,вина,pec'hedigezh
547,Alter::N,възраст,oad
548,Schluss::N,край,diwezh
549,Zeit::N,време,amzer
550,Tag::N,ден,deizh
551,Morgen::N,утро,beure
552,Morgen::N,утро,mintin
553,Morgen::N,сутрин,beure
554,Morgen::N,сутрин,mintin
555,Mittag::N,обед,kreisteiz
556,Mittag::N,пладне,kreisteiz
557,Abend::N,вечер,abardaez
558,Nacht::N,нощ,noz
559,Woche::N,седмица,sizhun
560,Monat::N,месец,miz
561,Jahr::N,година,bloaz
562,Frühling::N,пролет,nevezamzer
563,Sommer::N,лято,hañv
564,Herbst::N,есен,diskaramzer
565,Winter::N,зима,goañv
566,Januar::N,януари,Genver
567,Februar::N,февруари,C'hwevrer
568,März::N,март,Meurzh
569,April::N,април,Ebrel
570,Mai::N,май,Mae
571,Juni::N,юни,Mezheven
572,Juli::N,юли,Gouhere
573,August::N,август,Eost
574,September::N,септември,Gwengolo
575,Oktober::N,октомври,Here
576,November::N,ноември,Du
577,Dezember::N,декември,Kerzu
578,Montag::N,понеделник,Lun
579,Dienstag::N,вторник,Meurzh
580,Mittwoch::N,сряда,Merc'her
581,Donnerstag::N,четвъртък,Yaou
582,Freitag::N,петък,Gwener
583,Samstag::N,събота,Sadorn
584,Sonntag::N,неделя,Sul
585,groß::A,едър,bras
586,groß::A,голям,bras
587,klein::A,малък,bihan
588,klein::A,дребен,bihan
589,lang::A,дълъг,hir
590,kurz::A,къс,berr
591,breit::A,широк,ledan
592,schmal::A,тесен,strizh
593,dicht::A,гъст,stank
594,dick[Gegenstand]::A,дебел,tev
595,dünn::A,тънък,moan
596,fein::A,фин,munut
597,fein::A,тънък,munut
598,fest::A,твърд,start
599,fest::A,плътен,start
600,flach::A,равен,plaen
601,flach::A,плосък,plaen
602,glatt::A,гладък,lintr
603,glatt::A,гладък,levn
604,hart::A,твърд,kalet
605,hart::A,корав,kalet
606,weich::A,мек,blot
607,rund::A,кръгъл,ront
608,spitz::A,островръх,poentet
609,scharf::A,остър,dremm
610,stumpf::A,тъп,talsoc'h
611,schwer::A,тежък,pounner
612,schön::A,хубав,kaer
613,schön::A,красив,kaer
614,heiß::A,жарък,tomm
615,warm::A,топъл,tomm
616,kalt::A,студен,yen
617,kühl::A,хладен,yen
618,frisch::A,свеж,fresk
619,feucht::A,влажен,gleb
620,nass::A,мокър,gleb
621,trocken::A,сух,sec'h
622,voll::A,пълен,leun
623,leer::A,празен,goullo
624,offen::A,откровен,digor
625,geschlossen::A,закрит,serr
626,geschlossen::A,затворен,serr
627,sauber::A,чист,naet
628,schmutzig::A,мръсен,lous
629,roh::A,суров,kriz
630,reif::A,зрял,darev
631,lecker::A,вкусен,lipous
632,lecker::A,вкусен,saourus
633,süß::A,сладък,dous
634,bitter::A,горчив,c'hwerv
635,sauer::A,кисел,trenk
636,hell::A,ясен,sklaer
637,hell::A,светъл,sklaer
638,dunkel::A,тъмен,teñval
639,schwarz::A,черен,du
640,weiß::A,бял,gwenn
641,rot::A,червен,ruz
642,gelb::A,жълт,melen
643,blau::A,син,glas
644,grün::A,зелен,gwer
645,grau::A,сив,louet
646,bunt::A,шарен,liesliv
647,bunt::A,пъстър,liesliv
648,billig::A,евтин,marc'had-mat
649,teuer::A,скъп,ker
650,wertvoll::A,ценен,prizius
651,blind::A,сляп,dall
652,taub::A,глух,bouzar
653,kräftig::A,силен,start
654,stark::A,здрав,kreñv
655,stark::A,силен,kreñv
656,schwach::A,слаб,gwan
657,fett::A,тлъст,lard
658,schlank::A,тънък,sinkl
659,schlank::A,строен,sinkl
660,hübsch::A,хубав,koant
661,böse::A,зъл,gwall
662,dumm::A,глупав,glep
663,faul::A,ленив,lezirek
664,faul::A,мързелив,lezirek
665,fleißig::A,прилежен,studius
666,geizig::A,скъпернически,tost
667,klug::A,умен,speredek
668,klug::A,разумен,speredek
669,geschickt::A,умел,dornet
670,geschickt::A,сръчен,dornet
671,lieb::A,мил,koant
672,lieb::A,драг,koant
673,lustig::A,весел,laouen
674,sanft::A,нежен,flour
675,sanft::A,кротък,flour
676,hungrig::A,гладен,marnaon
677,krank::A,болен,klañv
678,nackt::A,гол,noazh
679,traurig::A,тъжен,trist
680,traurig::A,печален,trist
681,lebendig::A,жив,bev
682,gut::A,добър,mad
683,schlecht::A,лош,fall
684,schlecht::A,лош,gwall
685,richtig::A,правилен,reizh
686,schlimm::A,лош,gwall
687,wahr::A,верен,gwir
688,wahr::A,истински,gwir
689,alt::A,стар,kozh
690,alt::A,древен,kozh
691,neu::A,нов,nevez
692,ehemalig::A,бивш,kozh
693,alt[Lebewesen]::A,стар,kozh
694,jung::A,млад,yaouank
695,arm::A,беден,paour
696,reich::A,богат,pinvidik
697,bekannt::A,познат,anavezet
698,bekannt::A,известен,anavezet
699,berühmt::A,почут,brudet
700,berühmt::A,известен,brudet
701,fremd::A,чужд,dizanav
702,verschieden::A,разен,disheñel
703,verschieden::A,различен,disheñel
704,nah::A,близък,nes
705,fern::A,далечен,diabell
706,linker::A,ляв,kleiz
707,rechter::A,прав,dehoù
708,anderer::A,друг,all
709,erster::A,пръв,kentañ
710,erster::A,първи,kentañ
711,zweiter::A,втори,eil
712,dritter::A,трети,trede
713,letzter::A,последен,diwezhañ
714,allein::ADV,само,e-unan
715,auf einmal::ADV,същевременно,ar un dro
716,zusammen::ADV,заедно,asambles
717,lange::ADV,дълго,pell
718,plötzlich::ADV,изведнъж,en un taol
719,sofort::ADV,веднага,diouzhtu
720,später::ADV,по-късно,diwezhatoc'h
721,jetzt::ADV,сега,bremañ
722,heute::ADV,днес,hiziv
723,morgen::ADV,утре,arc'hoazh
724,bald::ADV,скоро,hepdale
725,dann::ADV,после,a-c'houde
726,dann::ADV,тогава,a-c'houde
727,gestern::ADV,вчера,dec'h
728,einst::ADV,някога,gwechall
729,damals::ADV,тогава,neuze
730,danach::ADV,после,goude
731,danach::ADV,след това,goude
732,vorher::ADV,преди,diagent
733,vorher::ADV,преди това,diagent
734,zuerst::ADV,най-напред,da gentañ
735,einmal::ADV,веднъж,ur wech
736,einmal::ADV,един път,ur wech
737,manchmal::ADV,понякога,a-wechoù
738,oft::ADV,често,alies
739,immer::ADV,винаги,atav
740,immer::ADV,винаги,bepred
741,niemals::ADV,никога,gwech ebet
742,hier::ADV,тук,amañ
743,hier::ADV,тука,amañ
744,hierhin::ADV,насам,dre amañ
745,von hier::ADV,оттук,alemañ
746,von hier::ADV,оттука,alemañ
747,dort::ADV,там,aze
748,dort::ADV,там,ahont
749,dorthin::ADV,натам,di
750,dorthin::ADV,натам,aze
751,dorthin::ADV,натам,ahont
752,dorthin::ADV,нататък,di
753,dorthin::ADV,нататък,aze
754,dorthin::ADV,нататък,ahont
755,geradeaus::ADV,направо,war-eeun
756,vorwärts::ADV,напред,war-raok
757,rückwärts::ADV,назад,war-lerc'h
758,zurück::ADV,обратно,war-dreñv
759,unten::ADV,долу,en traoñ
760,hinab::ADV,надолу,a-izel
761,oben::ADV,горе,en nec'h
762,hinauf::ADV,нагоре,e-krec'h
763,überall::ADV,навсякъде,dre-holl
764,nicht::ADV,не,ne ... ket
765,ein wenig::ADV,малко,un tammig
766,kaum::ADV,едва,a-boan
767,kaum::ADV,едвам,a-boan
768,sehr::ADV,много,-tre
769,sehr::ADV,много,-kenañ
770,sehr::ADV,твърде,-tre
771,sehr::ADV,твърде,-kenañ
772,so::ADV,тъй,evel-se
773,so::ADV,така,evel-se
774,noch::ADV,още,c'hoazh
775,nur::ADV,само,hepken
776,schon::ADV,вече,dija
777,wieder::ADV,пак,adarre
778,wieder::ADV,отново,adarre
779,vergebens::ADV,напразно,
780,vor::PRP,пред,dirak
781,hinter::PRP,зад,a-drek
782,hinter::PRP,зад,a-dreñv
783,unter::PRP,под,dindan
784,durch::PRP,през,dre
785,neben::PRP,до,e-kichen
786,neben::PRP,при,e-kichen
787,zwischen::PRP,между,etre
788,zwischen::PRP,помежду,etre
789,wegen::PRP,заради,abalamour da
790,dies::PRN,този,hemañ
791,das::PRN,туй,se
792,das::PRN,туй,hennezh
793,das::PRN,това,se
794,das::PRN,това,hennezh
795,alles::PRN,всичко,pep tra
796,ich::PRN,аз,me
797,du::PRN,ти,te
798,er::PRN,той,eñ
799,wir::PRN,ние,ni
800,ihr::PRN,вие,c'hwi
801,sie::PRN,те,int
802,was::FPRN,що,petra
803,was::FPRN,какво,petra
804,wer::FPRN,кой,piv
805,wo::FADV,къде,pelec'h
806,wohin::FADV,накъде,da belec'h
807,wohin::FADV,накъдето,da belec'h
808,wie::FADV,как,penaos
809,warum::FADV,защо,perak
810,wieviel::FNUM,колко,pet
811,eins::NUM,един,unan
812,zwei::NUM,два,daou
813,drei::NUM,три,tri
814,vier::NUM,четири,pevar
815,fünf::NUM,пет,pemp
816,sechs::NUM,шест,c'hwec'h
817,sieben::NUM,седем,seizh
818,acht::NUM,осем,eizh
819,neun::NUM,девет,nav
820,zehn::NUM,десет,dek
821,elf::NUM,единайсет,unnek
822,elf::NUM,единадесет,unnek
823,zwölf::NUM,дванайсет,daouzek
824,zwölf::NUM,дванадесет,daouzek
825,zwanzig::NUM,двайсет,ugent
826,zwanzig::NUM,двадесет,ugent
827,dreißig::NUM,тридесет,tregont
828,vierzig::NUM,четиридесет,daou-ugent
829,fünfzig::NUM,петдесет,hanter-kant
830,sechzig::NUM,шестдесет,tri-ugent
831,siebzig::NUM,седемдесет,dek ha tri-ugent
832,achtzig::NUM,осемдесет,pevar-ugent
833,neunzig::NUM,деветдесет,dek ha pevar-ugent
834,hundert::NUM,сто,kant
835,tausend::NUM,хиляда,mil
836,und::CNJ,а,ha
837,und::CNJ,та,ha
838,oder::CNJ,или,pe
839,stehen::V,стоя,bezañ a-sav
840,sitzen::V,седя,azezañ
