,Concept_ID,ml,ga
96,Eis::N,ഐസ്,oighear
97,Frost::N,മൂടൽമഞ്ഞ്,sioc
98,Kälte::N,തണുപ്പ്,fuacht
99,Hitze::N,ചൂട്,teas
100,Hitze::N,ചൂട്,teocht
101,Raureif::N,കോടമഞ്ഞ്,sioc bán
102,Regenbogen::N,മഴവില്ല്,stua ceatha
103,Regenbogen::N,മഴവില്ല്,bogha báistí
104,Donner::N,ഇടി,toirneach
105,Strömung::N,പ്രവാഹം,sruth
106,Tropfen::N,തുള്ളി,deoir
107,Schaum::N,നുര,cúr
108,Schmutz::N,അഴുക്ക്,salachar
109,See::N,തടാകം,loch
110,Sumpf::N,ചതുപ്പുനിലം,portach
111,Moor::N,പാഴ്നിലം,caorán
112,Moor::N,പാഴ്നിലം,móinteán
113,Wiese::N,പുൽത്തകിടി,cluain
114,Wiese::N,പുൽത്തകിടി,móinéar
115,Wald::N,വനം,coill
116,Wald::N,വനം,foraois
117,Wald::N,കാട്,coill
118,Wald::N,കാട്,foraois
119,Hügel::N,കുന്ന്,ard
120,Anhöhe::N,ഉയർന്ന ഭൂമി,ard
121,Anhöhe::N,ഉയർന്ന ഭൂമി,ardán
122,Berg::N,പർവ്വതം,sliabh
123,Gipfel::N,ഉച്ചകോടി,barr
124,Gipfel::N,ഉച്ചകോടി,mullach
125,Höhle::N,ഗുഹ,uaimh
126,Höhle::N,ഗുഹ,pluais
127,Abhang::N,ചരിവ്,fána
128,Quelle::N,ഉറവിടം,foinse
129,Bach::N,അരുവി,sruthán
130,Fluss::N,നദി,abhainn
131,Ufer::N,തീരം,bruach
132,Küste::N,കടൽത്തീരം,cósta
133,Küste::N,കടൽത്തീരം,cladach
134,Festland::N,കര,míntír
135,Meer::N,കടൽ,muir
136,Meer::N,കടൽ,farraige
137,Bucht::N,ഉൾക്കടല്,bá
138,Bucht::N,ഉൾക്കടല്,cuan
139,Insel::N,ദ്വീപ്,inis
140,Insel::N,ദ്വീപ്,oileán
141,Blume::N,പൂവ്,bláth
142,Gras::N,പുല്ല്,féar
143,Wurzel::N,വേര്,rúta
144,Wurzel::N,വേര്,fréamh
145,Baum::N,മരം,crann
146,Stamm::N,തായ്ത്തടി,stoc
147,Stamm::N,തായ്ത്തടി,tamhan
148,Rinde::N,പട്ട,coirt
149,Rinde::N,പട്ട,craiceann
150,Ast::N,ശാഖ,géag
151,Zweig::N,ശാഖ,géag
152,Zweig::N,ശാഖ,craobh
153,Blatt::N,ഇല,duille
154,Blatt::N,ഇല,duilleog
155,Birke::N,പൂവരശ്,beith
156,Birke::N,പൂവരശ്,crann beithe
157,Kiefer[Baum]::N,പൈൻമരം,péine
158,Weide[Baum]::N,വില്ലോ,saileach
159,Tanne::N,ദേവദാരു,giúis
160,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,adharc
161,Feder::N,തൂവൽ,cleite
162,Fell::N,മൃദുരോമം,clúmh
163,Flügel::N,ചിറക്,eite
164,Flügel::N,ചിറക്,sciathán
165,Klaue::N,നഖം,crúb
166,Klaue::N,നഖം,crobh
167,Kralle::N,നഖം,crobh
168,Schwanz::N,വാൽ,eireaball
169,Ei::N,മുട്ട,ubh
170,Nest::N,കൂട്,nead
171,Bau::N,മാളം,brocais
172,Tier::N,മൃഗം,ainmhí
173,Tier::N,മൃഗം,beithíoch
174,Herde::N,കൂട്ടം,tréad
175,Kuh::N,പശു,bó
176,Bulle::N,കാള,tarbh
177,Pferd::N,കുതിര,each
178,Pferd::N,കുതിര,capall
179,Schaf::N,ആട്,caora
180,Schwein::N,പന്നി,muc
181,Hund::N,നായ്,madra
182,Katze::N,പൂച്ച,cat
183,Bär::N,കരടി,béar
184,Eichhörnchen::N,അണ്ണാൻ,iora
185,Elch::N,കടമാന്,eilc
186,Fuchs::N,കുറുക്കൻ,sionnach
187,Fuchs::N,കുറുക്കൻ,madra rua
188,Hase::N,മുയൽ,giorria
189,Maus::N,ചുണ്ടലി,luch
190,Wolf::N,ചെന്നായ,mac tíre
191,Vogel::N,പക്ഷി,éan
192,Schwarm::N,കൂട്ടം,saithe
193,Huhn::N,കോഴി,cearc
194,Hahn::N,പൂവൻകോഴി,coileach
195,Gans::N,അരയന്നം,gé
196,Adler::N,കഴുകൻ,iolar
197,Ente::N,താറാവ്,lacha
198,Eule::N,മൂങ്ങ,ulchabhán
199,Kranich::N,കൊക്ക്,grús
200,Krähe::N,കാക്ക,caróg
201,Krähe::N,കാക്ക,préachán
202,Kuckuck::N,കുയിൽ,cuach
203,Schwan::N,അരയന്നം,eala
204,Fisch::N,മത്സ്യം,iasc
205,Barsch::N,ഒരിനം മത്സ്യം,péirse
206,Hecht::N,ഒരു മത്സ്യം,liús
207,Schlange[Tier]::N,പാമ്പ്,nathair
208,Wurm::N,വിര,péist
209,Spinne::N,ചിലന്തി,damhán alla
210,Ameise::N,ഉറുമ്പ്,seangán
211,Laus::N,പേന്,míol
212,Mücke::N,മശകം,muiscít
213,Mücke::N,മശകം,corrmhíol
214,Fliege::N,ഈച്ച,cuil
215,Fliege::N,ഈച്ച,cuileog
216,Schmetterling::N,ചിത്രശലഭം,féileacán
217,Beere::N,ബെറി,caor
218,Apfel::N,ആപ്പിൾ,úll
219,Pilz::N,കൂൺ,beacán
220,Pilz::N,കൂൺ,muisiriún
221,Zwiebel::N,സവാള,oinniún
222,Saat::N,വിത്ത്,síol
223,Korn::N,ധാന്യം,gráinne
224,Heu::N,വയ്ക്കോൽ,féar
225,Schale::N,തൊലി,scaimh
226,Grube::N,കുഴി,poll
227,Falle::N,കെണി,gaiste
228,Schlinge::N,കുടുക്ക്,sealán
229,Spur::N,ചുവട്,rian
230,Asche::N,ചാരം,luaith
231,Dreck::N,അഴുക്ക്,salachar
232,Eisen::N,ഇരുമ്പ്,iarann
233,Gold::N,സ്വർണ്ണം,ór
234,Silber::N,വെള്ളി,airgead
235,Kohle::N,കൽക്കരി,gual
236,Glas::N,ഗ്ലാസ്,gloine
237,Lehm::N,കളിമണ്ണ്,cré
238,Sand::N,മണൽ,gaineamh
239,Mensch::N,മനുഷ്യർ,duine
240,Mann::N,പുരുഷൻ,fear
241,Frau::N,സ്ത്രീ,bean
242,Kind::N,കുഞ്ഞ്,gasúr
243,Kind::N,കുഞ്ഞ്,páiste
244,Junge::N,ആൺകുട്ടി,buachaill
245,Mädchen::N,പെൺകുട്ടി,cailín
246,Familie::N,കുടുംബം,teaghlach
247,Familie::N,കുടുംബം,comhluadar
248,Großvater::N,അപ്പൂപ്പൻ,seanathair
249,Großmutter::N,അമ്മുമ്മ,seanmháthair
250,Eltern::N,മാതാപിതാക്കള്,tuismitheoirí
251,Vater::N,അച്ഛൻ,athair
252,Mutter::N,അമ്മ,máthair
253,Sohn::N,മകൻ,mac
254,Tochter::N,മകൾ,iníon
255,Bruder::N,ചേട്ടൻ,deartháir
256,Bruder::N,അനിയൻ,deartháir
257,Schwester::N,ചേച്ചി,deirfiúr
258,Schwester::N,അനിയത്തി,deirfiúr
259,Onkel::N,അമ്മാവൻ,uncail
260,Tante::N,മാമി,aintín
261,Ehemann::N,ഭർത്താവ്,fear céile
262,Ehefrau::N,ഭാര്യ,bean chéile
263,Freude::N,ആഹ്ലാദം,áthas
264,Gelächter::N,ചിരിയുടെ ശബ്ദം,gáire
265,Glück::N,സന്തോഷം,séan
266,Glück::N,സന്തോഷം,sonas
267,Glück::N,സന്തുഷ്ടി,séan
268,Glück::N,സന്തുഷ്ടി,sonas
269,Kummer::N,ശോകം,brón
270,Kummer::N,ശോകം,buairt
271,Wunsch::N,ആഗ്രഹം,guí
272,Wunsch::N,ആഗ്രഹം,achainí
273,Lust::N,ആഗ്രഹം,fonn
274,Geist::N,ചുറുചുറുക്ക്,meon
275,Geist::N,ചുറുചുറുക്ക്,spiorad
276,Gedanke::N,ചിന്ത,smaoineamh
277,Gedächtnis::N,ഓർമ്മശക്തി,cuimhne
278,Verstand::N,മനസ്സ്,ciall
279,Verstand::N,മനസ്സ്,intinn
280,Sinn::N,അർത്ഥം,brí
281,Sinn::N,അർത്ഥം,ciall
282,Grund::N,കാരണം,fáth
283,Wahrheit::N,സത്യം,fírinne
284,Gespräch::N,സല്ലാപം,comhrá
285,Märchen::N,യക്ഷിക്കഥ,scéal
286,Erzählung::N,കഥ,scéal
287,Nachricht::N,സന്ദേശം,teachtaireacht
288,Neuigkeit::N,വാർത്ത,scéala
289,Name::N,പേര്,ainm
290,Rätsel::N,പ്രഹേളിക,tomhas
291,Rede::N,സംസാരം,óráid
292,Rede::N,സംസാരം,aitheasc
293,Sprache::N,ഭാഷ,teanga
294,Stimme::N,സ്വരം,guth
295,Wort::N,വാക്ക്,focal
296,Zeichen::N,സംജ്ഞ,comhartha
297,Ruf::N,വിളി,glaoch
298,Lärm::N,ആരവം,torann
299,Laut::N,ശബ്ദം,fuaim
300,Ton::N,സ്വരഭേദം,ton
301,Lied::N,പാട്ട്,amhrán
302,Ruhe::N,നിശ്ചലത,suaimhneas
303,Leute::N,ജനങ്ങൾ,muintir
304,Volk::N,രാഷ്ടം,pobal
305,Arbeit::N,ജോലി,obair
306,Gast::N,അതിലി,aoi
307,Geschenk::N,സമ്മാനം,féirín
308,Geschenk::N,സമ്മാനം,bronntanas
309,Spiel::N,കളി,cluiche
310,Gesellschaft::N,കൂട്ടായ്മ,comhluadar
311,Hilfe::N,സഹായം,cúnamh
312,Hilfe::N,സഹായം,cabhair
313,Freund::N,സുഹൃത്ത്,cara
314,Kamerad::N,കൂട്ടാളി,comrádaí
315,Angelegenheit::N,കാര്യം,ábhar
316,Anzahl::N,എണ്ണം,líon
317,Art::N,തരം,sórt
318,Art::N,തരം,saghas
319,Stück::N,കഷണം,píosa
320,Teil::N,ഭാഗം,cuid
321,Teil::N,ഭാഗം,páirt
322,Hälfte::N,പകുതി,leath
323,Kreis::N,വൃത്തം,ciorcal
324,Kreuz::N,കുരിശടയാളം,cros
325,Linie::N,വര,líne
326,Linie::N,രേഖ,líne
327,Strich::N,പക്ഷാഘാതം,stríoc
328,Abstand::N,വിടവ്,achar
329,Entfernung::N,അകലം,fad
330,Gegend::N,പ്രദേശം,ceantar
331,Platz::N,ഇടം,áit
332,Platz::N,ഇടം,spás
333,Ort::N,സ്ഥലം,áit
334,Seite::N,വശം,taobh
335,Mitte::N,മധ്യസ്ഥാനം,lár
336,Gegenstand::N,സാധനം,ball
337,Gegenstand::N,സാധനം,ábhar
338,Sache::N,വസ്തു,ní
339,Sache::N,വസ്തു,rud
340,Rand::N,തൊങ്ങൽ,imeall
341,Rand::N,തൊങ്ങൽ,ciumhais
342,Kante::N,അറ്റം,corr
343,Kante::N,അറ്റം,colbha
344,Ecke::N,മൂല,coirnéal
345,Spitze::N,അഗ്രം,gob
346,Spitze::N,അഗ്രം,barr
347,Ende::N,അവസാനം,ceann
348,Ende::N,അവസാനം,foirceann
349,Loch::N,ദ്വാരം,poll
350,Winkel::N,കോൺ,cúinne
351,Winkel::N,കോൺ,uillinn
352,Muster::N,ക്രമം,patrún
353,Größe::N,വലുപ്പം,méid
354,Größe::N,വലുപ്പം,toise
355,Länge::N,നീളം,fad
356,Höhe::N,ഉയരം,airde
357,Gewicht::N,കട്ടി,meáchan
358,Menge::N,അളവ്,méid
359,Haufen::N,കൂമ്പാരം,cnap
360,Reihe::N,വരി,líne
361,Reihe::N,വരി,sraith
362,Boot::N,ബോട്ട്,bád
363,Ruder::N,പങ്കായം,rámh
364,Ruder::N,പങ്കായം,maide rámha
365,Schlitten::N,ഉരുളില്ലാവണ്ടി,carr sleamhnáin
366,Ski::N,ഹിമപാദുകം,scí
367,Lagerfeuer::N,തീ,tine champa
368,Last::N,ഭാരം,ualach
369,Gang::N,നടത്തം,siúlóid
370,Schritt::N,ചുവട്,céim
371,Schritt::N,ചുവട്,coiscéim
372,Norden::N,വടക്ക്,tuaisceart
373,Süden::N,തെക്ക്,deisceart
374,Westen::N,പടിഞ്ഞാറ്,iarthar
375,Osten::N,കിഴക്ക്,oirthear
376,Holz::N,തടി,adhmad
377,Brett::N,ബോർഡ്,clár
378,Platte::N,തകിട്,leac
379,Stütze::N,താങ്ങ്,taca
380,Stange::N,കമ്പ്,polla
381,Stange::N,കമ്പ്,cuaille
382,Stock::N,വടി,bata
383,Stock::N,വടി,maide
384,Stab::N,കുറുവടി,maide
385,Stab::N,കുറുവടി,bachall
386,Rohr::N,കുഴൽ,píopa
387,Haus::N,വീട്,teach
388,Heim::N,വീട്,baile
389,Ofen::N,സ്റ്റൌ,sornóg
390,Fußboden::N,തറ,urlár
391,Tisch::N,മേശ,bord
392,Tisch::N,മേശ,tábla
393,Stuhl::N,കസേര,cathaoir
394,Wiege::N,തൊട്ടിൽ,cliabhán
395,Bett::N,കിടക്ക,leaba
396,Regal::N,ഷെൽഫ്,seilf
397,Kiste::N,പെട്ടി,bosca
398,Fenster::N,ജനൽ,fuinneoig
399,Tür::N,വാതിൽ,doras
400,Tor::N,കവാടം,geata
401,Zaun::N,വേലി,fál
402,Zaun::N,വേലി,claí
403,Dach::N,മേൽക്കുര,díon
404,Leiter::N,ഏണി,dréimire
405,Besen::N,ചൂല്,scuab
406,Spaten::N,തൂമ്പ,spád
407,Spaten::N,തൂമ്പ,rámhainn
408,Schaufel::N,തൂമ്പ,sluasaid
409,Gabel::N,മുൾക്കത്തി,forc
410,Gabel::N,മുൾക്കത്തി,gabhlóg
411,Löffel::N,സ്പൂൺ,spúnóg
412,Messer::N,കത്തി,scian
413,Nagel::N,ആണി,tairne
414,Netz::N,വല,líon
415,Netz::N,വല,eangach
416,Haken::N,കൊളുത്ത്,croch
417,Griff::N,കൈപ്പിടി,cos
418,Griff::N,കൈപ്പിടി,hanla
419,Schloss::N,പൂട്ട്,glas
420,Bild::N,ചിത്രം,pictiúr
421,Figur::N,കണക്ക്,fíor
422,Puppe::N,പാവ,bábóg
423,Beutel::N,ബാഗ്,mála
424,Beutel::N,ബാഗ്,mealbhóg
425,Bündel::N,കെട്ട്,beart
426,Tasche::N,ബാഗ്,mála
427,Eimer::N,ബക്കറ്റ്,buicéad
428,Deckel::N,ഉറ,clár
429,Deckel::N,ഉറ,claibín
430,Geschirr::N,പിഞ്ഞാണം,soithí
431,Geschirr::N,പിഞ്ഞാണം,gréithe
432,Sack::N,ചാക്ക്,sac
433,Sack::N,ചാക്ക്,mála
434,Tasse::N,കപ്പ്,cupán
435,Topf::N,പാത്രം,pota
436,Kessel::N,കെറ്റ്ല്,citeal
437,Essen::N,ആഹാരസമയം,béile
438,Nahrung::N,ഭക്ഷണം,bia
439,Speise::N,ഡിഷ്,mias
440,Fleisch::N,മാംസം,feoil
441,Getreide::N,ചോളം,grán
442,Getreide::N,ചോളം,arbhar
443,Brei::N,കഞ്ഞി,brúitín
444,Brot::N,റോട്ടി,arán
445,Scheibe::N,തുണ്ട്,píosa
446,Scheibe::N,തുണ്ട്,slisne
447,Fett::N,കൊഴുപ്പ്,saill
448,Fett::N,കൊഴുപ്പ്,méathras
449,Butter::N,വെണ്ണ,im
450,Öl::N,എണ്ണ,ola
451,Salz::N,ഉപ്പ്,salann
452,Suppe::N,സൂപ്പ്,sú
453,Suppe::N,സൂപ്പ്,anraith
454,Honig::N,തേൻ,mil
455,Milch::N,പാൽ,bainne
456,Tee::N,ചായ,tae
457,Leder::N,തുകൽ,leathar
458,Wolle::N,കമ്പിളി,olann
459,Stoff::N,തുണി,éadach
460,Nadel::N,സൂചി,snáthaid
461,Faden::N,നൂല്,snáth
462,Knopf::N,ബട്ടൺ,cnaipe
463,Knoten::N,കുരുക്ക്,snaidhm
464,Farbe::N,പെയിൻറ്,péint
465,Kleidung::N,വസ്ത്രങ്ങൾ,éadaí
466,Hemd::N,ഷർട്ട്,léine
467,Kragen::N,കുപ്പായക്കഴുത്ത്,bóna
468,Ärmel::N,കുപ്പായക്കൈ,muinchille
469,Hose::N,ട്രൌസർ,bríste
470,Hose::N,ട്രൌസർ,treabhsar
471,Gürtel::N,ബെൽറ്റ്,crios
472,Mütze::N,തൊപ്പി,caipín
473,Schuh::N,ഷൂ,bróg
474,Stiefel::N,ബൂട്ട്,buatais
475,Ring::N,മോതിരം,fáinne
476,Band::N,റിബൺ,ribín
477,Kamm::N,ചീപ്പ്,cíor
478,Spiegel::N,കണ്ണാടി,scáthán
479,Riemen::N,സ്ട്രാപ്പ്,iall
480,Riemen::N,സ്ട്രാപ്പ്,strapa
481,Schnur::N,ചരട്,téad
482,Schnur::N,ചരട്,sreangán
483,Leine::N,കെട്ടാനുള്ള തോൽവാർ,iall
484,Decke::N,പുതപ്പ്,pluid
485,Decke::N,പുതപ്പ്,blaincéad
486,Kissen::N,തലയിണ,piliúr
487,Kissen::N,തലയിണ,adhartán
488,Tuch::N,സ്കാർഫ്,scaif
489,Handtuch::N,തോർത്ത്,tuáille
490,Kraft::N,ശക്തി,fórsa
491,Stärke::N,ശക്തി,neart
492,Gesundheit::N,ആരോഗ്യം,sláinte
493,Krankheit::N,അസുഖം,tinneas
494,Krankheit::N,അസുഖം,breoiteacht
495,Schmerz::N,വേദന,pian
496,Wunde::N,മുറിവ്,goin
497,Fieber::N,പനി,fiabhras
498,Arznei::N,മരുന്ന്,cógas
499,Brücke::N,പാലം,droichead
500,Brunnen::N,കിണർ,tobar
501,Weide::N,മേച്ചൽ,féarach
502,Pfad::N,വഴി,cosán
503,Pfad::N,വഴി,conair
504,Weg::N,വഴി,slí
505,Weg::N,വഴി,bealach
506,Straße::N,റോഡ്,bóthar
507,Dorf::N,ഗ്രാമം,sráidbhaile
508,Stadt::N,നഗരം,baile
509,Stadt::N,നഗരം,cathair
510,Brief::N,കത്ത്,litir
511,Buch::N,പുസ്തകം,cín
512,Buch::N,പുസ്തകം,leabhar
513,Buchstabe::N,അക്ഷരം,litir
514,Zeitung::N,വർത്തമാനപത്രം,nuachtán
515,Leben::N,ജീവൻ,saol
516,Leben::N,ജീവൻ,beatha
517,Tod::N,മരണം,bás
518,Grab::N,ശവക്കുഴി,uaigh
519,Kirche::N,പള്ളി,eaglais
520,Sünde::N,പാപം,peaca
521,Gott::N,ദൈവം,dia
522,Arbeiter::N,ജോലിക്കാരൻ,oibrí
523,Chef::N,മേധാവി,saoiste
524,Chef::N,മേധാവി,ceannasaí
525,Meister::N,യജമാനൻ,máistir
526,Arzt::N,ഡോക്ടർ,lia
527,Arzt::N,ഡോക്ടർ,dochtúir
528,Lehrer::N,അധ്യാപകൻ,oide
529,Lehrer::N,അധ്യാപകൻ,múinteoir
530,Geld::N,പണം,airgead
531,Geschäft::N,ബിസിനസ്,gnó
532,Laden::N,കട,siopa
533,Preis::N,വില,praghas
534,Ware::N,ചരക്ക്,earra
535,Nutzen::N,ലാഭം,tairbhe
536,Reichtum::N,ധനം,rachmas
537,Reichtum::N,ധനം,saibhreas
538,Welt::N,ലോകം,domhan
539,Land::N,രാജ്യം,tír
540,Staat::N,രാജ്യം,stát
541,König::N,രാജാവ്,rí
542,Macht::N,അധികാരം,cumhacht
543,Grenze::N,അതിർത്തി,críoch
544,Grenze::N,അതിർത്തി,teorainn
545,Krieg::N,യുദ്ധം,cogadh
546,Feind::N,ശത്രു,namhaid
547,Gewalt::N,അക്രമം,foréigean
548,Kampf::N,പോരാട്ടം,troid
549,Bogen[Waffe]::N,വില്ല്,bogha
550,Pfeil::N,അമ്പ്,saighead
551,Gewehr::N,തോക്ക്,gunna
552,Fehler::N,പിശക്,botún
553,Fehler::N,പിശക്,meancóg
554,Lüge::N,കള്ളം,bréag
555,Lüge::N,കള്ളം,éitheach
556,Schaden::N,കേടുപാട്,dochar
557,Schaden::N,കേടുപാട്,damáiste
558,Unglück::N,ദൌർഭാഗ്യം,drochrath
559,Schuld::N,തെറ്റ്,locht
560,Schuld::N,തെറ്റ്,milleán
561,Alter::N,വയസ്സ്,aois
562,Schluss::N,നിഗമനം,deireadh
563,Zeit::N,സമയം,am
564,Zeit::N,സമയം,aimsir
565,Tag::N,ദിവസം,lá
566,Morgen::N,പ്രഭാതം,maidin
567,Mittag::N,ഉച്ച,nóin
568,Abend::N,സായാഹ്നം,tráthnóna
569,Nacht::N,രാത്രി,oíche
570,Woche::N,ആഴ്ച,seachtain
571,Monat::N,മാസം,mí
572,Jahr::N,വർഷം,bliain
573,Frühling::N,വസന്തം,earrach
574,Sommer::N,വേനൽ,samhradh
575,Herbst::N,ശരത്കാലം,fómhar
576,Winter::N,ശൈത്യം,geimhreadh
577,Januar::N,ജനുവരി,Eanáir
578,Februar::N,ഫെബ്രുവരി,Feabhra
579,März::N,മാർച്ച്,Márta
580,April::N,ഏപ്രിൾ മാസം,Aibreán
581,Mai::N,മെയ് മാസം,Bealtaine
582,Juni::N,ജൂൺ,Meitheamh
583,Juli::N,ജൂലൈ,Iúil
584,August::N,ആഗസ്റ്റ്,Lúnasa
585,September::N,സെപ്തംബർ,Meán Fómhair
586,Oktober::N,ഒക്ടോബർ,Deireadh Fómhair
587,November::N,നവംബർ,Samhain
588,November::N,നവംബർ,Mí na Samhna
589,Dezember::N,ഡിസംബർ,Mí na Nollag
590,Montag::N,തിങ്കളാഴ്ച,Luan
591,Montag::N,തിങ്കളാഴ്ച,Dé Luain
592,Dienstag::N,ചൊവ്വ,Máirt
593,Dienstag::N,ചൊവ്വ,Dé Máirt
594,Mittwoch::N,ബുധനാഴ്ച,Céadaoin
595,Mittwoch::N,ബുധനാഴ്ച,Dé Céadaoin
596,Donnerstag::N,വ്യാഴാഴ്ച,Déardaoin
597,Freitag::N,വെള്ളിയാഴ്ച,Aoine
598,Freitag::N,വെള്ളിയാഴ്ച,Dé hAoine
599,Samstag::N,ശനിയാഴ്ച,Satharn
600,Samstag::N,ശനിയാഴ്ച,Dé Sathairn
601,Sonntag::N,ഞായറാഴ്ച,Domhnach
602,Sonntag::N,ഞായറാഴ്ച,Dé Domhnaigh
603,groß::A,വലിയ,mór
604,klein::A,ചെറിയ,beag
605,lang::A,നീണ്ട,fada
606,kurz::A,ഹ്രസ്വമായ,gearr
607,kurz::A,ഹ്രസ്വമായ,gairid
608,breit::A,വിശാലമായ,leathan
609,breit::A,വിശാലമായ,fairsing
610,schmal::A,ഇടുങ്ങിയ,cúng
611,dicht::A,നിബിഡമായ,dlúth
612,dick[Gegenstand]::A,തടിച്ച,tiubh
613,dünn::A,മെലിഞ്ഞ,caol
614,dünn::A,മെലിഞ്ഞ,tanaí
615,fein::A,നേർത്ത,scáinte
616,fein::A,നേർത്ത,fíneálta
617,fest::A,ഉറപ്പുള്ള,daingean
618,flach::A,പരന്ന,cothrom
619,glatt::A,മിനുസമുള്ള,mín
620,glatt::A,മിനുസമുള്ള,sleamhain
621,hart::A,കട്ടിയുള്ള,crua
622,weich::A,മൃദുവായ,bog
623,rund::A,വട്ടത്തിലുള്ള,cruinn
624,spitz::A,മുനയുള്ള,gobach
625,spitz::A,മുനയുള്ള,biorach
626,scharf::A,മൂർച്ചയുള്ള,géar
627,scharf::A,മൂർച്ചയുള്ള,faobhrach
628,stumpf::A,തുറന്നടിക്കുന്ന,maol
629,schwer::A,ഭാരമുള്ള,trom
630,schön::A,മനോഹരമായ,álainn
631,heiß::A,ചൂടുള്ള,te
632,warm::A,ചൂടുള്ള,te
633,kalt::A,തണുത്ത,fuar
634,kühl::A,തണുപ്പുള്ള,fionnuar
635,frisch::A,ശുദ്ധമായ,úr
636,frisch::A,ശുദ്ധമായ,friseáilte
637,feucht::A,ഈറനുള്ള,tais
638,nass::A,നനഞ്ഞ,fliuch
639,trocken::A,വരണ്ട,tirim
640,voll::A,നിറയെ,lán
641,leer::A,ഒഴിഞ്ഞ,folamh
642,offen::A,തുറന്ന,oscailte
643,geschlossen::A,അടച്ച,dúnta
644,geschlossen::A,അടച്ച,druidte
