,Concept_ID,ca,myv
365,Spitze::N,punta,пе
366,Ende::N,cap,пе
367,Loch::N,forāt,варя
368,Winkel::N,racó,ужо
369,Muster::N,dibuix,сёрма
370,Muster::N,disseny,сёрма
371,Größe::N,grandària,сэрь
372,Größe::N,grandària,покшолма
373,Länge::N,longitud,кувалмо
374,Höhe::N,altura,сэрь
375,Höhe::N,altura,пандо
376,Höhe::N,altitud,сэрь
377,Höhe::N,altitud,пандо
378,Gewicht::N,pes,сталмо
379,Menge::N,quantitat,лововкс
380,Haufen::N,pila,мар
381,Haufen::N,pila,валявкс
382,Reihe::N,fila,ряд
383,Boot::N,bot,венч
384,Boot::N,barca,венч
385,Ruder::N,rem,милё
386,Schlitten::N,trineu,нурдт
387,Ski::N,esquí,сокс
388,Lagerfeuer::N,foc de campament,толбандя
389,Last::N,càrrega,сталмо
390,Last::N,càrrega,кандома
391,Gang::N,marxa,молема
392,Gang::N,marxa,якамо
393,Schritt::N,pas,эскелькс
394,Norden::N,nord,якшамо ёнкс
395,Süden::N,sud,лембе ёнкс
396,Westen::N,oest,чивалгома
397,Westen::N,occident,чивалгома
398,Osten::N,est,чилисема
399,Osten::N,orient,чилисема
400,Holz::N,fusta,чувто
401,Brett::N,taula,лаз
402,Platte::N,placa,плита
403,Stütze::N,suport,неже
404,Stange::N,vara,олга
405,Stock::N,pal,мандо
406,Stab::N,bastó,олога
407,Rohr::N,tub,турба
408,Haus::N,casa,кудо
409,Heim::N,llar,кудо
410,Ofen::N,estufa,каштомо
411,Fußboden::N,terra,киякс
412,Tisch::N,taula,столь
413,Stuhl::N,cadira,стул
414,Wiege::N,bressol,лавсь
415,Wiege::N,bressol,нурямот
416,Bett::N,llit,ацамо
417,Regal::N,prestatgeria,лався
418,Regal::N,prestatgeria,лавсяланго
419,Kiste::N,caixa,горобия
420,Kiste::N,caixa,сундук
421,Fenster::N,finestra,вальма
422,Tür::N,porta,кенкш
423,Tor::N,portal,ортат
424,Zaun::N,tanca,пирявт
425,Zaun::N,tanca,пирвякс
426,Dach::N,teulada,кудопря
427,Leiter::N,escala,кузтема
428,Leiter::N,escala de mà,кузтема
429,Besen::N,escombra,тенсть
430,Spaten::N,pala,койме
431,Schaufel::N,pala,кече
432,Schaufel::N,pala,келей койме
433,Gabel::N,forquilla,сянгине
434,Löffel::N,cullera,пенч
435,Messer::N,coltell,пеель
436,Nagel::N,clau,эске
437,Netz::N,filat,алтыма
438,Haken::N,ganxo,кечказ
439,Griff::N,puny,кедне
440,Griff::N,mànec,кедне
441,Schloss::N,pany,замок
442,Schloss::N,pany,панжома
443,Bild::N,imatge,картина
444,Figur::N,figura,рунго
445,Puppe::N,nina,няка
446,Beutel::N,bossa,кескав
447,Bündel::N,feix,керькс
448,Bündel::N,paquet,керькс
449,Tasche::N,bossa,юдма
450,Eimer::N,galleda,ведра
451,Deckel::N,tapa,велькс
452,Deckel::N,tapadora,велькс
453,Geschirr::N,vaixella,кедьге
454,Sack::N,sac,кескав
455,Sack::N,saca,кескав
456,Tasse::N,tassa,чакш
457,Topf::N,pot,кастрюля
458,Topf::N,olla,кастрюля
459,Kessel::N,caldera,котёл
460,Essen::N,àpat,ярсамо
461,Essen::N,menjada,ярсамо
462,Nahrung::N,aliment,ярсамопель
463,Speise::N,plat,ярсамопель
464,Fleisch::N,carn,сывель
465,Getreide::N,cereals,сюро
466,Brei::N,puré,каша
467,Brot::N,pa,кши
468,Scheibe::N,tall,кочом
469,Scheibe::N,tall,сускомо
470,Scheibe::N,llesca,кочом
471,Scheibe::N,llesca,сускомо
472,Fett::N,greix,куя
473,Butter::N,mantega,ой
474,Öl::N,oli,ой
475,Salz::N,sal,сал
476,Suppe::N,sopa,ям
477,Honig::N,mel,медь
478,Milch::N,llet,ловсо
479,Tee::N,te,чай
480,Leder::N,cuir,киське
481,Wolle::N,llana,пона
482,Stoff::N,tela,коцт
483,Nadel::N,agulla,салмукс
484,Faden::N,fil,суре
485,Knopf::N,botó,пов
486,Knoten::N,nus,сюлмо
487,Farbe::N,pintura,артомапель
488,Kleidung::N,roba,оршамот
489,Kleidung::N,vestits,оршамот
490,Hemd::N,camisa,панар
491,Kragen::N,coll,сиве
492,Ärmel::N,màniga,ожа
493,Hose::N,pantalōns,понкст
494,Gürtel::N,cinturó,каркс
495,Mütze::N,gorra,чапка
496,Schuh::N,sabata,туфля
497,Stiefel::N,bota,кем
498,Ring::N,anell,суркс
499,Band::N,veta,лента
500,Band::N,cinta,лента
501,Kamm::N,pinta,сурсеме
502,Spiegel::N,mirāll,чавачамо
503,Riemen::N,corretja,кшнань каркс
504,Schnur::N,corda,пикс
505,Leine::N,corretja,ведьме
506,Decke::N,manta,вельтямо
507,Decke::N,flassada,вельтямо
508,Kissen::N,coixí,тодов
509,Tuch::N,mocador,паця
510,Handtuch::N,tovallola,нардамо
511,Kraft::N,força,вий
512,Stärke::N,vigor,виевчи
513,Gesundheit::N,salut,шумбрачи
514,Krankheit::N,malaltia,орма
515,Krankheit::N,malaltia,сэредема
516,Schmerz::N,dolor,сэредькс
517,Wunde::N,ferida,керявкс
518,Fieber::N,febre,маштыкс
519,Arznei::N,medicament,ормаменькс
520,Brücke::N,pont,сэдь
521,Brücke::N,pont,мадамо
522,Brunnen::N,pou,лисьма
523,Weide::N,pastura,ракшань ванома тарка
524,Pfad::N,senda,ян
525,Pfad::N,sender,ян
526,Weg::N,camí,ки
527,Straße::N,carretera,ки
528,Dorf::N,poble,веле
529,Stadt::N,ciutāt,ош
530,Brief::N,carta,сёрма
531,Buch::N,llibre,книга
532,Buchstabe::N,lletra,буква
533,Zeitung::N,diāri,газета
534,Leben::N,vida,эрямо
535,Tod::N,mort,кулома
536,Grab::N,tomba,калмо
537,Kirche::N,església,церькова
538,Sünde::N,pecat,чумочи
539,Gott::N,déu,паз
540,Arbeiter::N,obrer,робочей
541,Chef::N,cap,прявт
542,Meister::N,mestre,кол тевень тенця
543,Arzt::N,metge,врач
544,Lehrer::N,mestre,учитель
545,Lehrer::N,mestre,тонавтыця
546,Geld::N,dinērs,ярмак
547,Geschäft::N,negoci,ладязь тев
548,Laden::N,tenda,лавка
549,Laden::N,botiga,лавка
550,Preis::N,preu,питне
551,Ware::N,mercaderia,миевкс
552,Ware::N,mercaderia,рамавкс
553,Nutzen::N,profit,паро
554,Nutzen::N,profit,лезэ
555,Reichtum::N,riquesa,сюпавчи
556,Welt::N,món,мир
557,Welt::N,món,мастор ланго
558,Land::N,país,мастор
559,Staat::N,estat,государства
560,König::N,rei,король
561,Macht::N,poder,азорксчи
562,Macht::N,potència,азорксчи
563,Grenze::N,frontera,буен тешкс
564,Krieg::N,guerra,война
565,Feind::N,enemic,душман
566,Gewalt::N,violència,нарьгамо
567,Kampf::N,lluita,тюрема
568,Bogen[Waffe]::N,arc,нал
569,Pfeil::N,fletxa,нал
570,Gewehr::N,fusell,ружия
571,Gewehr::N,fusell,винтовка
572,Gewehr::N,escopeta,ружия
573,Gewehr::N,escopeta,винтовка
574,Fehler::N,falta,ильведькс
575,Fehler::N,falta,ильведевкс
576,Lüge::N,mentida,манчема
577,Lüge::N,mentida,кенгелема
578,Schaden::N,dany,зыян
579,Unglück::N,desgràcia,зыян
580,Schuld::N,culpa,чумочи
581,Alter::N,edat,шка
582,Schluss::N,fi,пе
583,Schluss::N,final,пе
584,Zeit::N,temps,шка
585,Zeit::N,temps,пинге
586,Tag::N,dia,чи
587,Morgen::N,matí,валске
588,Mittag::N,migdia,чикуншка
589,Abend::N,vespre,чокшнэ
590,Nacht::N,nit,ве
591,Woche::N,setmana,недля
592,Monat::N,mes,ков
593,Jahr::N,any,ие
594,Frühling::N,primavera,тундо
595,Sommer::N,estīu,кизэ
596,Herbst::N,tardor,сёксь
597,Winter::N,hivērn,теле
598,Januar::N,gener,якшамков
599,Februar::N,febrer,февраль
600,März::N,març,март
601,April::N,abril,апрель
602,Mai::N,maig,май
603,Juni::N,juny,июнь
604,Juli::N,juliol,июль
605,August::N,agost,август
606,September::N,setembre,сентября
607,Oktober::N,octubre,октября
608,November::N,novembre,ноября
609,Dezember::N,desembre,декабря
610,Montag::N,dilluns,пондельник
611,Dienstag::N,dimarts,овторник
612,Mittwoch::N,dimecres,серёда
613,Donnerstag::N,dijous,цетьверьг
614,Freitag::N,divendres,пеця
615,Samstag::N,dissabte,субута
616,Samstag::N,dissabte,шлямочи
617,Sonntag::N,diumenge,недлячи
618,groß::A,gros,ине
619,groß::A,gros,покш
620,klein::A,petīt,вишка
621,lang::A,llarg,кувака
622,kurz::A,curt,нурькине
623,breit::A,ample,келей
624,schmal::A,estret,теине
625,dicht::A,dens,тусто
626,dick[Gegenstand]::A,gruixūt,эчке
627,dünn::A,prim,човине
628,fein::A,fi,човине
629,fest::A,ferm,кеме
630,fest::A,sòlid,кеме
631,flach::A,pla,лапужа
632,glatt::A,llis,валаня
633,hart::A,dur,калгодо
634,weich::A,tou,чевте
635,rund::A,rodó,кеверь
636,spitz::A,punxegut,пшти
637,scharf::A,agut,пшти
638,stumpf::A,rom,ношка
639,stumpf::A,esmussat,ношка
640,schwer::A,pesāt,стака
641,schön::A,bonīc,мазый
642,heiß::A,calēnt,пси
643,warm::A,càlid,лембе
644,kalt::A,fred,якшамо
645,kühl::A,fresc,экше
646,frisch::A,fresc,свежа
647,feucht::A,humit,летьке
648,nass::A,mullat,начко
649,trocken::A,sec,коське
650,voll::A,ple,пешксе
651,leer::A,buit,чаво
652,offen::A,obert,панжадо
653,offen::A,obert,виде
654,geschlossen::A,tancat,пекстазь
655,geschlossen::A,tancat,сёлгозь
656,sauber::A,net,ванькс
657,schmutzig::A,brut,ливезев
658,roh::A,cru,верек
659,reif::A,madur,кенерезь
660,lecker::A,deliciós,тантей
661,süß::A,dolç,ламбамо
662,bitter::A,amarg,сэпей
663,sauer::A,agre,чапамо
664,hell::A,clar,валдо
665,dunkel::A,fosc,чопода
666,schwarz::A,negre,раужо
667,weiß::A,blanc,ашо
668,rot::A,vermēll,якстере
669,gelb::A,groc,ожо
670,blau::A,blau,сэнь
671,grün::A,verd,пиже
672,grau::A,gris,шержев
673,bunt::A,multicolor,сёрмав
674,billig::A,barat,аволь питней
675,teuer::A,car,питней
676,wertvoll::A,preciós,питней
677,blind::A,cec,сокор
678,taub::A,sord,амариця
679,kräftig::A,fort,пек виев
680,kräftig::A,vigorós,пек виев
681,stark::A,fort,виев
682,schwach::A,feble,лавшо
683,fett::A,gras,куя
684,schlank::A,esvelt,виде ронга
685,hübsch::A,maco,мазый
686,böse::A,dolent,кежей
687,dumm::A,ximple,чавола
688,dumm::A,ximple,превтеме
689,dumm::A,estúpid,чавола
690,dumm::A,estúpid,превтеме
691,faul::A,gandūl,нузякс
692,faul::A,mandrós,нузякс
693,fleißig::A,diligēnt,мелень путыця
694,geizig::A,avar,скупой
695,klug::A,intel·ligent,превей
696,geschickt::A,hàbil,маштозь теезь
697,lieb::A,amat,вадря
698,lieb::A,estimat,вадря
699,lustig::A,alegre,весёла
700,sanft::A,suau,сэтьме
701,hungrig::A,afamat,вачо
702,krank::A,malālt,сэредиця
703,nackt::A,nu,штапо
704,traurig::A,trist,нусманя
705,lebendig::A,viu,эриця
706,gut::A,bo,паро
707,schlecht::A,dolēnt,берянь
708,richtig::A,just,виде
709,richtig::A,correcte,виде
710,schlimm::A,greu,берянь
711,wahr::A,vertader,алкуксонь
712,wahr::A,veritable,алкуксонь
713,alt::A,vell,ташто
714,neu::A,nou,од
715,ehemalig::A,antic,икелень
716,alt[Lebewesen]::A,vell,сыре
717,jung::A,jove,од
718,arm::A,pobre,кажов
719,reich::A,ric,сюпав
720,bekannt::A,conegut,содавикс
721,berühmt::A,famós,содавикс
722,fremd::A,estrany,лия
723,fremd::A,estrany,асодавикс
724,verschieden::A,diferent,эрьва
725,nah::A,pròxim,а васолонь
726,fern::A,llunyà,умонь
727,fern::A,llunyà,кезэрень
728,fern::A,distant,умонь
729,fern::A,distant,кезэрень
730,linker::A,esquerre,керш
731,rechter::A,dret,вить
732,anderer::A,altre,лия
733,erster::A,primer,васень
734,erster::A,primer,васенце
735,zweiter::A,segon,омбоце
736,dritter::A,tercer,колмоце
737,letzter::A,últim,меельце
738,allein::ADV,sol,башка
739,allein::ADV,sol,ськамонзо
740,auf einmal::ADV,d'una vegada,вейсэ
741,zusammen::ADV,junt,вейс
742,zusammen::ADV,junt,вейсэ
743,lange::ADV,molt de temps,кувать
744,plötzlich::ADV,de cop,апак учо
745,plötzlich::ADV,de sobte,апак учо
746,sofort::ADV,de seguida,курок
747,sofort::ADV,de seguida,нейке
748,später::ADV,més tard,мейле
749,jetzt::ADV,ara,ней
750,heute::ADV,avūi,течи
751,morgen::ADV,demà,ванды
752,bald::ADV,aviāt,курок
753,dann::ADV,després,мейле
754,dann::ADV,després,седе мейле
755,gestern::ADV,ahir,исяк
756,einst::ADV,anteriorment,весть
757,einst::ADV,anteriorment,зярдо-бути
758,damals::ADV,llavōrs,сестэ
759,damals::ADV,aleshores,сестэ
760,danach::ADV,després,мейле
761,danach::ADV,després,седе мейле
762,vorher::ADV,abāns,васняяк
763,zuerst::ADV,primer,васня
764,einmal::ADV,una vegada,весть
765,manchmal::ADV,de vegades,лиясто
766,oft::ADV,sovint,сеетьстэ
767,immer::ADV,sempre,свал
768,niemals::ADV,no ... mai,а зярдояк
769,hier::ADV,aquí,тесэ
770,hierhin::ADV,per aquí,тей
771,von hier::ADV,des d'aquí,тестэ
772,dort::ADV,allí,тосо
773,dorthin::ADV,hi,тов
774,geradeaus::ADV,tot dret,витьстэ
775,vorwärts::ADV,endavānt,икелев
776,rückwärts::ADV,endarrera,мекев
777,zurück::ADV,darrere,мекев
778,unten::ADV,a baix,ало
779,hinab::ADV,cap avall,алов
780,oben::ADV,dalt,вере
781,hinauf::ADV,cap amunt,верев
782,überall::ADV,pertot,эрьва косо
783,überall::ADV,per tot arreu,эрьва косо
784,nicht::ADV,no,а
785,ein wenig::ADV,una mica,аламошка
786,kaum::ADV,a penes,ансяк
787,sehr::ADV,molt,пек
788,sehr::ADV,molt,вельть
789,so::ADV,així,истя
790,noch::ADV,encara,таго
791,nur::ADV,només,ансяк
792,schon::ADV,ja,уш
793,wieder::ADV,de nou,таго
794,vergebens::ADV,en va,стяко
795,vor::PRP,davānt,икеле
796,vor::PRP,enfront de,икеле
797,hinter::PRP,darrera,вельде
798,unter::PRP,sota,ало
799,durch::PRP,per,пачк
800,neben::PRP,al costāt de,вакссо
801,zwischen::PRP,entre,ютксо
802,wegen::PRP,a causa de,кис
803,wegen::PRP,a causa de,коряс
804,wegen::PRP,a causa de,кувалт
805,dies::PRN,aquest,те
806,das::PRN,això,те
807,das::PRN,això,тона
808,alles::PRN,tot,весе
809,alles::PRN,tot,весемесь
810,ich::PRN,jo,мон
811,du::PRN,tu,тон
812,er::PRN,ell,сон
813,wir::PRN,nosaltres,минь
814,ihr::PRN,vosaltres,тынь
815,sie::PRN,ells,сынь
816,sie::PRN,elles,сынь
817,was::FPRN,què,мезе
818,wer::FPRN,qui,ки
819,wo::FADV,on,косо
820,wohin::FADV,cap a on,ков
821,wohin::FADV,cap a on,козо
822,wie::FADV,com,кода
823,warum::FADV,per què,мекс
824,wieviel::FNUM,quant,зяро
825,eins::NUM,u,вейке
826,zwei::NUM,dos,кавто
827,drei::NUM,tres,колмо
828,vier::NUM,quatre,ниле
829,fünf::NUM,cinc,вете
830,sechs::NUM,sis,кото
831,sieben::NUM,set,сисем
832,acht::NUM,vuit,кавксо
833,neun::NUM,nou,вейксэ
834,zehn::NUM,deu,кемень
835,elf::NUM,onze,кевейкее
836,zwölf::NUM,dotze,кемгавтово
837,zwanzig::NUM,vint,комсь
