,Concept_ID,sah,ba
278,Ruhe::N,уу чуумпу,ял
279,Ruhe::N,уу чуумпу,тыныслыҡ
280,Leute::N,дьон,кешеләр
281,Volk::N,дьон,халҡ
282,Volk::N,норуот,халҡ
283,Arbeit::N,үлэ,эш
284,Gast::N,ыалдьыт,ҡунаҡ
285,Geschenk::N,бэлэх,бүләк
286,Spiel::N,оонньуу,уйын
287,Gesellschaft::N,общество,йәмғиәт
288,Hilfe::N,көмө,ярҙам
289,Freund::N,доҕор,дуҫ
290,Kamerad::N,атас,иптәш
291,Angelegenheit::N,дьыала,әш
292,Anzahl::N,ахсаан,һан
293,Art::N,биис,төр
294,Stück::N,кырбас,киҫәк
295,Teil::N,ирээт,өлөш
296,Hälfte::N,аҥар,ярты
297,Kreis::N,төгүрүк,түңәрәк
298,Kreis::N,төгүрүмтэ,түңәрәк
299,Kreuz::N,кириэс,тәре
300,Linie::N,сурааһын,һыҙыҡ
301,Strich::N,сурааһын,һыҙат
302,Abstand::N,арыт,ара
303,Entfernung::N,ыраах,алыҫлыҡ
304,Gegend::N,сир,урын
305,Platz::N,арыт,арауыҡ
306,Ort::N,сир,ерҙәр
307,Ort::N,сир,урындар
308,Ort::N,сир,эш урыны
309,Seite::N,өрүт,яҡ
310,Seite::N,сирэй,яҡ
311,Mitte::N,орто,урталыҡ
312,Gegenstand::N,предмет,нәмә
313,Sache::N,мал,нәмә
314,Sache::N,мал,әйбер
315,Rand::N,кытыы,сит
316,Rand::N,ойоҕос,сит
317,Kante::N,кырыы,ҡабырға
318,Kante::N,кырыы,ян
319,Ecke::N,муннук,мөйөш
320,Spitze::N,чыпчаал,ос
321,Ende::N,төбө,аҙаҡ
322,Loch::N,тэһэҕэс,тишек
323,Loch::N,дьөлөҕөс,тишек
324,Winkel::N,муннук,мөйөш
325,Muster::N,оһуор,биҙәк
326,Größe::N,кээмэй,ҙурлыҡ
327,Länge::N,уста,оҙонлоҡ
328,Höhe::N,үрдүк,бейеклек
329,Gewicht::N,ыйааһын,үлсәү
330,Menge::N,ахсаан,һан
331,Haufen::N,чөмчөх,өйөм
332,Reihe::N,кэккэ,рәт
333,Boot::N,оҥочо,кәмә
334,Ruder::N,эрдии,ишкәк
335,Schlitten::N,сыарҕа,сана
336,Ski::N,хайыһар,саңгы
337,Lagerfeuer::N,кутаа,костер
338,Last::N,ыарахан,ауырлыҡ
339,Gang::N,хаамыы,барыу
340,Schritt::N,хардыы,аҙым
341,Norden::N,хоту,төньяҡ
342,Süden::N,соҕуруу,көньяҡ
343,Westen::N,арҕаа,көнбайыш
344,Osten::N,илин,көнсығыш
345,Holz::N,мас,үағас
346,Brett::N,дуоска,таҡта
347,Brett::N,хаптаһын,таҡта
348,Platte::N,билиитэ,плита
349,Stütze::N,тулааһын,терәк
350,Stange::N,ураҕас,кәртә
351,Stock::N,мас,таяҡ
352,Stock::N,баалкы,таяҡ
353,Stab::N,ураҕас,ҡолға
354,Rohr::N,турба,торба
355,Haus::N,дьиэ,өй
356,Haus::N,дьиэ,йорт
357,Heim::N,дьиэ,өй
358,Ofen::N,оһох,мейес
359,Fußboden::N,муоста,енес
360,Tisch::N,остуол,өҫтәл
361,Stuhl::N,устуул,ултырғыс
362,Wiege::N,биһик,бишек
363,Bett::N,кырабаат,карауат
364,Regal::N,долбуур,кәштә
365,Kiste::N,дьааһык,йәшинк
366,Fenster::N,түннүк,тәҙрә
367,Tür::N,аан,ишек
368,Tor::N,аан,ҡапҡа
369,Zaun::N,соппулуот,ҡойма
370,Dach::N,кырыыса,түбә
371,Dach::N,кырыыса,ҡыйыҡ
372,Leiter::N,кирилиэс,баҫҡыс
373,Besen::N,миинньик,һепертке
374,Spaten::N,күрдьэх,көрәк
375,Schaufel::N,күрдьэх,көрәк
376,Gabel::N,биилкэ,сәнске
377,Löffel::N,луоска,ҡалаҡ
378,Messer::N,быһах,бысаҡ
379,Nagel::N,тоһоҕо,сөй
380,Netz::N,илим,ау
381,Haken::N,көхө,ыргаҡ
382,Griff::N,ук,тотҡа
383,Griff::N,тутаах,тотҡа
384,Schloss::N,күлүүс,йоҙаҡ
385,Bild::N,хартыына,картина
386,Figur::N,фигура,һын
387,Puppe::N,куукула,ҡурсаҡ
388,Beutel::N,мөһөөччук,тоҡ
389,Bündel::N,баайыы,төргәк
390,Tasche::N,суумка,сумка
391,Eimer::N,биэдэрэ,биҙрә
392,Deckel::N,хаппах,ҡапҡас
393,Geschirr::N,иһит,һауыт-һаба
394,Sack::N,куул,тоҡ
395,Tasse::N,сэлиэнэй,сынаяҡ
396,Topf::N,көстүрүүҥкэ,кәстрүл
397,Kessel::N,хочуол,ҡаҙан
398,Essen::N,аһылык,ашау
399,Nahrung::N,ас,аҙыҡ
400,Speise::N,аһылык,аш
401,Fleisch::N,эт,ит
402,Getreide::N,злактар,иген
403,Getreide::N,злактар,ашлыҡ
404,Brei::N,хааһы,бутҡа
405,Brot::N,килиэп,икмәк
406,Scheibe::N,куһуок,телем
407,Fett::N,сыа,май
408,Butter::N,арыы,май
409,Öl::N,арыы,май буяуы
410,Salz::N,туус,тоҙ
411,Suppe::N,мин,һурпа
412,Honig::N,мүөт,бал
413,Milch::N,үүт,һөт
414,Tee::N,чэй,сәй
415,Leder::N,тирии,күн
416,Wolle::N,түү,йөн
417,Stoff::N,таҥас,туҡыма
418,Nadel::N,иннэ,энә
419,Faden::N,сап,еп
420,Knopf::N,тимэх,төймә
421,Knoten::N,түмүк,төйөн
422,Farbe::N,кырааска,буяу
423,Kleidung::N,таҥас,кейем
424,Hemd::N,ырбаахы,күлдәк
425,Kragen::N,саҕа,яға
426,Ärmel::N,сиэх,ең
427,Hose::N,ыстаан,салбар
428,Hose::N,бүрүүкэ,салбар
429,Gürtel::N,кур,ҡайыш
430,Mütze::N,бэргэһэ,бүрк
431,Schuh::N,бачыыҥка,туфли
432,Stiefel::N,саппыкы,итек
433,Ring::N,биһилэх,йөҙөк
434,Ring::N,биһилэх,балдаҡ
435,Band::N,лиэнтэ,таҫма
436,Kamm::N,тараах,тараҡ
437,Spiegel::N,сиэркилэ,көзгө
438,Riemen::N,кур,ҡайыш
439,Schnur::N,быа,бау
440,Leine::N,тэһиин,бау
441,Decke::N,суорҕан,одеяд
442,Kissen::N,сыттык,мендәр
443,Tuch::N,былаат,яулыҡ
444,Handtuch::N,соттор,таҫтамал
445,Kraft::N,сыра,көс
446,Stärke::N,күүс,көс
447,Gesundheit::N,доруобуйа,һаулыҡ
448,Krankheit::N,ыарыы,сир
449,Krankheit::N,ыарыы,ауырыу
450,Schmerz::N,ыарыы,һыҙлау
451,Schmerz::N,ыарыы,әрнеү
452,Wunde::N,баас,йәрәхәт
453,Fieber::N,түрүлгэн,тапма
454,Fieber::N,түрүлгэн,биҙгәк
455,Fieber::N,лихорадка,тапма
456,Fieber::N,лихорадка,биҙгәк
457,Fieber::N,температура,тапма
458,Fieber::N,температура,биҙгәк
459,Arznei::N,эмп,дарыу
460,Brücke::N,күргэ,күпер
461,Brunnen::N,холуодьас,ҡоҙоҡ
462,Weide::N,мэччирэҥ,көтөүлек
463,Pfad::N,ыллык,һуҡмаҡ
464,Weg::N,суол,юл
465,Straße::N,суол,урам
466,Dorf::N,дэриэбинэ,ауыл
467,Stadt::N,куорат,ҡала
468,Brief::N,сурук,хат
469,Buch::N,кинигэ,китап
470,Buch::N,кинигэ,кенәгә
471,Buchstabe::N,буква,хәреф
472,Zeitung::N,хаһыат,гәзит
473,Leben::N,тыын,йәшәү
474,Tod::N,өлүү,үлем
475,Grab::N,иин,ҡәбер
476,Kirche::N,таҥара дьиэтэ,сиркәү
477,Sünde::N,айыы,гөнаһ
478,Gott::N,тангара,алла
479,Gott::N,тангара,хоҙай
480,Arbeiter::N,үлэһит,эшсе
481,Chef::N,баһылык,башлыҡ
482,Chef::N,начальник,башлыҡ
483,Meister::N,уус,оҫта
484,Meister::N,маастар,оҫта
485,Arzt::N,врач,врач
486,Lehrer::N,учуутал,уҡытыусы
487,Geld::N,харчы,аҡса
488,Geschäft::N,идэ,эш
489,Laden::N,маҕаһыын,магазин
490,Preis::N,сыана,хаҡ
491,Ware::N,табаар,тауар
492,Nutzen::N,туһа,файҙа
493,Reichtum::N,баай,байлыҡ
494,Welt::N,аан дойду,донъя
495,Land::N,дойду,ил
496,Staat::N,государство,дәүләт
497,König::N,король,король
498,Macht::N,былаас,власть
499,Grenze::N,кыраныысса,сик
500,Krieg::N,сэрии,һуғыш
501,Feind::N,өстөөх,йылан
502,Gewalt::N,күүһүлээһин,көслөк
503,Kampf::N,охсуһуу,көрәш
504,Bogen[Waffe]::N,ох,йәйә
505,Pfeil::N,ох,уҡ
506,Gewehr::N,саа,мылтыҡ
507,Fehler::N,сыыһа,хата
508,Lüge::N,сымыйа,ялған
509,Schaden::N,хоромньу,зыян
510,Schaden::N,хоромньу,зарар
511,Unglück::N,алдьархай,ҡаза
512,Schuld::N,буруй,ғәйеп
513,Alter::N,саас,йәш
514,Schluss::N,тиһэх,һуң
515,Schluss::N,тиһэх,аҙаҡ
516,Zeit::N,бириэмэ,мәл
517,Zeit::N,бириэмэ,заман
518,Tag::N,күн,көн
519,Morgen::N,сарсыарда,иртә
520,Morgen::N,сарсыарда,иртәнсәк
521,Mittag::N,күн ортото,төш
522,Abend::N,киэһэ,кис
523,Nacht::N,түүн,төн
524,Woche::N,нэдиэлэ,аҙна
525,Monat::N,ый,ай
526,Jahr::N,сыл,йыл
527,Jahr::N,дьыл,йыл
528,Frühling::N,саас,яҙ
529,Sommer::N,сайын,йәй
530,Herbst::N,күһүн,көз
531,Winter::N,кыһын,ҡыш
532,Januar::N,тохсунньу,ғинуар
533,Februar::N,олунньу,февраль
534,März::N,кулун тутар,март
535,April::N,муус устар ый,апрель
536,Mai::N,ыам ыйа,май
537,Juni::N,бэс ыйа,июнь
538,Juli::N,от ыйа,июль
539,August::N,атырдьах ыйа,август
540,September::N,балаҕан ыйа,сентябрь
541,Oktober::N,алтынньы,октябрь
542,November::N,сэтинньи,ноябрь
543,Dezember::N,ахсынньы,декабрь
544,Montag::N,бэнидиэнньик,дүшәмбе
545,Dienstag::N,оптуорунньук,шишәмбе
546,Mittwoch::N,сэрэдэ,шаршамбы
547,Donnerstag::N,чэппиэр,кесаҙна
548,Freitag::N,бээтинсэ,йома
549,Samstag::N,субуота,шәмбе
550,Sonntag::N,баскыһыанньа,йәкшәмбе
551,groß::A,бөдөҥ,ҙур
552,groß::A,улахан,ҙур
553,klein::A,кыр,бәләкәс
554,lang::A,уһун,оҙон
555,kurz::A,кылгас,ҡыҫҡа
556,breit::A,кэтит,киң
557,schmal::A,кыараҕас,тар
558,dicht::A,хойуу,йыш
559,dicht::A,хойуу,ҡуйы
560,dick[Gegenstand]::A,суон,ҡалын
561,dick[Gegenstand]::A,хойуу,ҡалын
562,dünn::A,чараас,йоҡа
563,dünn::A,чараас,нәҙек
564,fein::A,бытархай,нескә
565,fein::A,синньигес,нескә
566,fest::A,бөҕө,ныҡ
567,fest::A,кытаанах,ныҡ
568,flach::A,хаптаҕай,яҫы
569,flach::A,хаптаҕай,ялпаҡ
570,glatt::A,кылааккай,шыма
571,hart::A,хатан,ҡаты
572,hart::A,кытаанах,ҡаты
573,weich::A,сымнаҕас,йомшаҡ
574,rund::A,төгүрүк,түңәрәк
575,spitz::A,сытыы,осло түбәле
576,spitz::A,уһуктаах,осло түбәле
577,scharf::A,сытыы,үткер
578,stumpf::A,сыппах,утмәҫ
579,schwer::A,ыарахан,ауыр
580,schön::A,кыраһыабай,матур
581,heiß::A,итии,эҫе
582,warm::A,ичигэс,йылы
583,kalt::A,тымныы,һыуыҡ
584,kühl::A,сөрүүн,һалҡынса
585,frisch::A,ыраас,һалҡынса
586,frisch::A,сөрүүн,һалҡынса
587,frisch::A,тымныы,һалҡынса
588,feucht::A,сииктээх,еүеш
589,feucht::A,сииктээх,дымлы
590,nass::A,инчэҕэй,еүеш
591,trocken::A,кураан,кипкән
592,voll::A,толору,тулы
593,leer::A,иччитэх,буш
594,offen::A,аһаҕас,асыҡ
595,geschlossen::A,бүтэй,ябыҡ
596,sauber::A,сэбэр,таҙа
597,schmutzig::A,кирдээх,бысраҡ
598,roh::A,сиикэй,сей
599,reif::A,буспут,өлгөрғән
600,reif::A,сиппит-хоппут,өлгөрғән
601,lecker::A,минньигэс,тәмле
602,süß::A,минньигэс,тямле
603,süß::A,минньигэс,тәм-том
604,bitter::A,аһыы,әсе
605,sauer::A,аһыы,әсе
606,hell::A,сырдык,яҡты
607,dunkel::A,хараҥа,ҡараңғы
608,schwarz::A,хара,ҡара
609,weiß::A,үрүҥ,аҡ
610,weiß::A,маҥан,аҡ
611,rot::A,кыһыл,матур
612,rot::A,кыһыл,һылыу
613,rot::A,кыһыл,сибәр
614,gelb::A,саһархай,һары
615,blau::A,күөх,күк
616,grün::A,күөх,йәшел
617,grün::A,от күөҕэ,йәшел
618,grau::A,сиэрэй,буҙ
619,bunt::A,эриэн,сыбар
620,bunt::A,эриэн,ала-ҡола
621,billig::A,чэпчэки,арзан
622,teuer::A,сыаналаах,ҡыйбатлы
623,wertvoll::A,сыаналаах,ҡиммәтле
624,blind::A,хараҕа суох,һуҡыр
625,taub::A,дьүлэй,һаңғырау
626,kräftig::A,модун,көслө
627,kräftig::A,модун,ҡеүәтле
628,stark::A,күүстээх,көслө
629,stark::A,күүстээх,ҡеүәтле
630,schwach::A,мөлтөх,көсһөҙ
631,fett::A,эмис,һимеҙ
632,schlank::A,дьылҕан,зифа
633,schlank::A,дьыпсаҕай,зифа
634,hübsch::A,олус кэрэ,матур
635,hübsch::A,көрүөхтэн үчүгэй,матур
636,böse::A,өһүөннээх,асыулы
637,dumm::A,акаары,иҫәр
638,faul::A,нэс,иренсәк
639,fleißig::A,кыһамньылаах,тырыш
640,geizig::A,иҥсэлээх,һаран
641,klug::A,өйдөөх,аҡыллы
642,geschickt::A,наһаа дьоҕурдаах,оҫта
643,lieb::A,тапталлаах,яғымлы
644,lustig::A,көрдөөх,күңелле
645,sanft::A,намчы,йыуаш
646,sanft::A,сымнаҕас,йыуаш
647,hungrig::A,аччык,ас
648,krank::A,ыалдьар,сирле
649,krank::A,ыалдьар,ауырыу
650,nackt::A,сыгынньах,яланғас
651,traurig::A,санаарҕабыллаах,яманһыу
652,lebendig::A,тыыннаах,тере
653,lebendig::A,тыыннаах,йәнле
654,gut::A,үтүө,яҡшы
655,gut::A,үчүгэй,яҡшы
656,schlecht::A,куһаҕан,хөрт
657,schlecht::A,куһаҕан,алама
658,richtig::A,сөп,дөрөҫ
659,schlimm::A,сидьиҥ,хөрт
660,schlimm::A,сидьиҥ,алама
661,schlimm::A,быдьар,хөрт
662,schlimm::A,быдьар,алама
663,wahr::A,кырдьык,дөрөҫ
664,alt::A,былыргы,иҫке
665,alt::A,былыргы,боронғо
666,neu::A,саҥа,яңы
667,ehemalig::A,урукку,элекке
668,alt[Lebewesen]::A,кырдьаҕас,ҡарт
669,jung::A,эдэр,йәш
670,arm::A,дьадаҥы,фәҡир
671,reich::A,баай,бай
672,bekannt::A,билэр,таныш
673,berühmt::A,аатырбыт,атаҡлы
674,berühmt::A,аатырбыт,данлыҡлы
675,fremd::A,атын,ят
676,fremd::A,атын,сит
677,verschieden::A,араас,төрлө
678,nah::A,чугас,яҡын
679,fern::A,ыраах,алыҫ
680,fern::A,ыраах,йыраҡ
681,linker::A,хаҥас,һул
682,rechter::A,уҥа,уң
683,anderer::A,атын,бутән
684,erster::A,маҥнайгы,тәүге
685,zweiter::A,иккис,икенсе
686,dritter::A,үһүс,өсөнсө
687,letzter::A,тиһэх,һуңғы
688,allein::ADV,соҕотох,бер үҙе
689,allein::ADV,соҕотох,яңғыҙ
690,auf einmal::ADV,биирдэ,бер юлы
691,zusammen::ADV,холбуу,бергә
692,lange::ADV,уһуннук,оҙаҡ
693,plötzlich::ADV,эмискэ,ҡапыл
694,sofort::ADV,тута,шунда уҡ
695,später::ADV,хойут,һуңыраҡ
696,jetzt::ADV,билигин,хәҙер
697,heute::ADV,бүгүн,бөгөн
698,morgen::ADV,сарсын,иртәгә
699,bald::ADV,өтөр,тиҙҙән
700,dann::ADV,кэнна,һуңынан
701,gestern::ADV,бэҕэһээ,кисә
702,einst::ADV,биир төгүл,ҡасандыр
703,einst::ADV,биир төгүл,бер баҡыт
704,einst::ADV,арай биирдэ,ҡасандыр
705,einst::ADV,арай биирдэ,бер баҡыт
706,damals::ADV,оччоҕо,ул саҡта
707,danach::ADV,аары,һуңынан
708,danach::ADV,ол кэнниттэн,һуңынан
709,vorher::ADV,урут,элек
710,zuerst::ADV,маҥнай,башта
711,einmal::ADV,биирдэ,бер
712,manchmal::ADV,арыт,ҡайһы берҙә
713,oft::ADV,чаастатык,йыш
714,immer::ADV,мэлдьи,һәр ҡасан
715,niemals::ADV,хаһан да,бер ҡасан да
716,niemals::ADV,хаһан да,бер ваҡытта ла
717,hier::ADV,маныаха,бында
718,hierhin::ADV,бэттэх,бында
719,von hier::ADV,мантан,бынан
