,Concept_ID,tt,uk
111,Fluss::N,дәрья,річка
112,Ufer::N,су кырые,берег
113,Küste::N,яр буе,узбережжя
114,Festland::N,коры җир,суша
115,Meer::N,диңгез,море
116,Bucht::N,бухта,бухта
117,Bucht::N,бухта,затока
118,Bucht::N,култык,бухта
119,Bucht::N,култык,затока
120,Insel::N,атау,острів
121,Insel::N,утрау,острів
122,Blume::N,чәчкә,квітка
123,Gras::N,үлән,трава
124,Wurzel::N,тамыр,корінь
125,Baum::N,агач,дерево
126,Stamm::N,кәүсә,стовбур
127,Rinde::N,кабык,кора
128,Ast::N,ботак,гілка
129,Zweig::N,ботак,галузь
130,Zweig::N,тармак,галузь
131,Blatt::N,яфрак,лист
132,Birke::N,каен,береза
133,Kiefer[Baum]::N,нарат,сосна
134,Weide[Baum]::N,тал,верба
135,Tanne::N,чыршы,ялиця
136,Horn::N,мөгез,ріг
137,Feder::N,йон,перо
138,Fell::N,тире,хутро
139,Flügel::N,канат,крило
140,Klaue::N,тырнак,кіготь
141,Kralle::N,тырнак,лапа
142,Schwanz::N,койрык,хвіст
143,Ei::N,күкәй,яйце
144,Ei::N,йомырка,яйце
145,Nest::N,оя,гніздо
146,Bau::N,өн,лігво
147,Tier::N,хайван,тварина
148,Herde::N,көтү,стадо
149,Kuh::N,сыер,корова
150,Bulle::N,үгез,бик
151,Bulle::N,үгез,бугай
152,Pferd::N,ат,кінь
153,Schaf::N,сарык,вівця
154,Schwein::N,дуңгыз,свиня
155,Hund::N,эт,собака
156,Katze::N,песи,кішка
157,Bär::N,аю,ведмідь
158,Eichhörnchen::N,тиен,білка
159,Elch::N,поши,лось
160,Fuchs::N,төлке,лисиця
161,Hase::N,куян,заєць
162,Maus::N,тычкан,миша
163,Wolf::N,бүре,вовк
164,Vogel::N,кош,птах
165,Schwarm::N,көтү,зграя
166,Huhn::N,тавык,курка
167,Hahn::N,әтәч,півень
168,Gans::N,каз,гуска
169,Adler::N,каракош,орел
170,Ente::N,үрдәк,качка
171,Eule::N,ябалак,сова
172,Kranich::N,торна,журавель
173,Krähe::N,карга,ворона
174,Kuckuck::N,күке,зозуля
175,Kuckuck::N,кәккүк,зозуля
176,Schwan::N,аккош,лебідь
177,Fisch::N,балык,риба
178,Barsch::N,алабуга,окунь
179,Hecht::N,чуртан,щука
180,Schlange[Tier]::N,елан,змія
181,Wurm::N,корт,черв’як
182,Spinne::N,үрмәкүч,павук
183,Ameise::N,кырмыска,мурашка
184,Laus::N,бет,воша
185,Mücke::N,черки,комар
186,Mücke::N,озынборын,комар
187,Fliege::N,чебен,муха
188,Schmetterling::N,күбәләк,метелик
189,Beere::N,җиләк,ягода
190,Apfel::N,алма,яблуко
191,Pilz::N,гөмбә,гриб
192,Zwiebel::N,суган,цибуля
193,Zwiebel::N,суганбаш,цибуля
194,Saat::N,орлык,сім’я
195,Korn::N,иген,зерно
196,Korn::N,орлык,зерно
197,Heu::N,печән,сіно
198,Schale::N,кабык,шкірка
199,Grube::N,баз,яма
200,Grube::N,чокыр,яма
201,Falle::N,тозак,пастка
202,Falle::N,капкын,пастка
203,Schlinge::N,элмәк,петля
204,Spur::N,эз,слід
205,Asche::N,көл,зола
206,Asche::N,көл,попіл
207,Dreck::N,пычрак,бруд
208,Eisen::N,тимер,залізо
209,Gold::N,алтын,золото
210,Silber::N,көмеш,срібло
211,Kohle::N,күмер,вугілля
212,Glas::N,пыяла,скло
213,Lehm::N,балчык,глина
214,Sand::N,ком,пісок
215,Mensch::N,адәм,людина
216,Mensch::N,инсан,людина
217,Mann::N,ир,чоловік
218,Frau::N,хатын,жінка
219,Kind::N,бала,дитина
220,Junge::N,малай,хлопець
221,Mädchen::N,кыз,дівчина
222,Familie::N,гаилә,сім’я
223,Familie::N,гаилә,родина
224,Großvater::N,бабай,дідусь
225,Großmutter::N,әби,бабуся
226,Eltern::N,ата-ана,батьки
227,Vater::N,ата,батько
228,Mutter::N,ана,мати
229,Sohn::N,ул,син
230,Tochter::N,кыз,дочка
231,Bruder::N,кардәш,брат
232,Schwester::N,апа,сестра
233,Schwester::N,сеңел,сестра
234,Onkel::N,дәдә,дядько
235,Onkel::N,дәдәй,дядько
236,Tante::N,түти,тітка
237,Tante::N,тәтәй,тітка
238,Ehemann::N,ир,чоловік
239,Ehefrau::N,хатын,жінка
240,Ehefrau::N,хатын,дружина
241,Freude::N,сөенеч,радощі
242,Gelächter::N,көлү,сміх
243,Gelächter::N,көлеш,сміх
244,Glück::N,бәхет,щастя
245,Kummer::N,хәсрәт,горе
246,Wunsch::N,теләк,бажання
247,Lust::N,теләк,бажання
248,Lust::N,теләү,бажання
249,Geist::N,рух,дух
250,Gedanke::N,уй,думка
251,Gedanke::N,фикер,думка
252,Gedächtnis::N,хәтер,пам’ять
253,Verstand::N,акыл,розум
254,Sinn::N,мәгънә,зміст
255,Sinn::N,мәгънә,значення
256,Grund::N,сәбәп,причина
257,Wahrheit::N,хак,правда
258,Gespräch::N,әңгәмә,розмова
259,Märchen::N,әкият,байка
260,Erzählung::N,хикәя,повість
261,Erzählung::N,хикәя,оповідання
262,Nachricht::N,хәбәр,повідомлення
263,Neuigkeit::N,яңалык,новина
264,Name::N,исем,ім’я
265,Rätsel::N,табышмак,загадка
266,Rede::N,нотык,промова
267,Sprache::N,тел,мова
268,Stimme::N,тавыш,голос
269,Wort::N,сүз,слово
270,Zeichen::N,ишарә,знак
271,Ruf::N,дәшү,оклик
272,Lärm::N,шау,шум
273,Laut::N,аваз,звук
274,Ton::N,шалтырату,тон
275,Lied::N,җыр,пісня
276,Ruhe::N,тынлык,спокій
277,Leute::N,халык,люди
278,Volk::N,халык,народ
279,Arbeit::N,эш,робота
280,Arbeit::N,хезмәт,робота
281,Gast::N,кунак,гість
282,Geschenk::N,бүләк,подарунок
283,Spiel::N,уен,гра
284,Gesellschaft::N,җәмгыять,товариство
285,Hilfe::N,ярдәм,допомога
286,Hilfe::N,булышлык,допомога
287,Freund::N,дус,друг
288,Freund::N,дус,приятель
289,Kamerad::N,иптәш,товариш
290,Angelegenheit::N,эш,справа
291,Anzahl::N,микъдар,число
292,Art::N,төр,рід
293,Stück::N,кисәк,кусок
294,Teil::N,өлеш,частина
295,Hälfte::N,ярым,половина
296,Kreis::N,түгәрәк,круг
297,Kreis::N,түгәрәк,коло
298,Kreuz::N,хач,хрест
299,Kreuz::N,тәре,хрест
300,Linie::N,сызык,лінія
301,Strich::N,сызык,штрих
302,Abstand::N,ара,проміжок
303,Entfernung::N,ераклык,відстань
304,Gegend::N,урын,місцевість
305,Platz::N,бушлык,площа
306,Ort::N,урын,місце
307,Seite::N,як,сторона
308,Mitte::N,урта,середина
309,Gegenstand::N,нәрсә,предмет
310,Sache::N,нәрсә,річ
311,Rand::N,чит,край
312,Kante::N,кырый,ребро
313,Ecke::N,почмак,ріг
314,Spitze::N,оч,кінчик
315,Ende::N,азак,кінець
316,Loch::N,тишек,діра
317,Winkel::N,почмак,куток
318,Muster::N,парча,узор
319,Größe::N,зурлык,розмір
320,Länge::N,озынлык,довжина
321,Höhe::N,биеклек,висота
322,Gewicht::N,авырлык,вага
323,Menge::N,микъдар,кількість
324,Haufen::N,өем,купа
325,Reihe::N,рәт,ряд
326,Boot::N,каек,човен
327,Boot::N,көймә,човен
328,Ruder::N,ишкәк,весло
329,Schlitten::N,чана,сани
330,Ski::N,чаңгы,лижа
331,Lagerfeuer::N,костёр,вогнище
332,Last::N,йөк,тягар
333,Last::N,йөк,вантаж
334,Gang::N,йөреш,хід
335,Schritt::N,адым,крок
336,Norden::N,төньяк,північ
337,Süden::N,көньяк,південь
338,Westen::N,көнбатыш,захід
339,Osten::N,шәрык,схід
340,Osten::N,көнчыгыш,схід
341,Holz::N,агач,дрова
342,Brett::N,такта,дошка
343,Platte::N,плитә,плита
344,Stütze::N,таяу,підпірка
345,Stange::N,колга,жердина
346,Stock::N,таяк,палиця
347,Stab::N,таяк,палиця
348,Rohr::N,торба,труба
349,Haus::N,өй,дім
350,Haus::N,өй,хата
351,Haus::N,йорт,дім
352,Haus::N,йорт,хата
353,Heim::N,гаилә,житло
354,Heim::N,нәсел,житло
355,Ofen::N,мич,піч
356,Fußboden::N,идән,підлога
357,Tisch::N,өстәл,стіл
358,Stuhl::N,утыргыч,стілець
359,Wiege::N,бишек,колиска
360,Bett::N,ятак,ліжко
361,Bett::N,ятак,постіль
362,Bett::N,урын-җир,ліжко
363,Bett::N,урын-җир,постіль
364,Regal::N,киштә,полиця
365,Regal::N,шүрлек,полиця
366,Kiste::N,әрҗә,ящик
367,Fenster::N,тәрәзә,вікно
368,Tür::N,ишек,двері
369,Tor::N,капка,ворота
370,Zaun::N,койма,паркан
371,Zaun::N,койма,огорожа
372,Dach::N,түбә,дах
373,Leiter::N,баскыч,драбина
374,Besen::N,себерке,мітла
375,Spaten::N,көрәк,заступ
376,Schaufel::N,көрәк,совок
377,Schaufel::N,көрәк,лопата
378,Gabel::N,чәннечке,виделка
379,Löffel::N,кашык,ложка
380,Messer::N,пычак,ніж
381,Nagel::N,кадак,цвях
382,Netz::N,челтәр,сіть
383,Haken::N,ыргак,крюк
384,Griff::N,тотка,ручка
385,Griff::N,тотка,держак
386,Schloss::N,йозак,замок
387,Bild::N,рәсем,картина
388,Bild::N,картина,картина
389,Figur::N,сын,фігура
390,Figur::N,фигура,фігура
391,Puppe::N,курчак,лялька
392,Beutel::N,луза,мішечок
393,Beutel::N,луза,торбинка
394,Bündel::N,бәйләм,в’язка
395,Tasche::N,букча,сумка
396,Eimer::N,чиләк,відро
397,Deckel::N,капкач,кришка
398,Geschirr::N,савыт-саба,посуд
399,Geschirr::N,кашык-аяк,посуд
400,Sack::N,капчык,мішок
401,Tasse::N,чынаяк,чашка
402,Topf::N,чүлмәк,горщик
403,Kessel::N,казан,котел
404,Essen::N,ашау,їжа
405,Nahrung::N,азык,харч
406,Nahrung::N,тәгам,харч
407,Nahrung::N,ашамлык,харч
408,Speise::N,ризык,страва
409,Fleisch::N,ит,м’ясо
410,Getreide::N,ашлык,хліб
411,Getreide::N,ашлык,збіжжя
412,Brei::N,ботка,каша
413,Brot::N,ипи,хліб
414,Brot::N,икмәк,хліб
415,Scheibe::N,телем,скибочка
416,Fett::N,май,жир
417,Butter::N,май,масло
418,Öl::N,май,олія
419,Salz::N,тоз,сіль
420,Suppe::N,шулпа,суп
421,Honig::N,бал,мед
422,Milch::N,сөт,молоко
423,Tee::N,чәй,чай
424,Leder::N,күн,шкіра
425,Wolle::N,йон,шерсть
426,Stoff::N,тукыма,тканина
427,Nadel::N,энә,голка
428,Faden::N,җеп,нитка
429,Knopf::N,төймә,ґудзик
430,Knoten::N,төен,вузол
431,Farbe::N,буяу,фарба
432,Kleidung::N,кием,одяг
433,Kleidung::N,кием,убрання
434,Hemd::N,күлмәк,сорочка
435,Kragen::N,яка,комір
436,Ärmel::N,җиң,рукав
437,Hose::N,чалбар,брюки
438,Gürtel::N,билбау,пояс
439,Mütze::N,бүрек,шапка
440,Schuh::N,башмак,ботинок
441,Stiefel::N,итек,чобіт
442,Ring::N,балдак,кільце
443,Band::N,тасма,стрічка
444,Kamm::N,тарак,гребінець
445,Spiegel::N,көзге,дзеркало
446,Riemen::N,каеш,ремінь
447,Schnur::N,бау,вірьовка
448,Leine::N,тезген,шворка
449,Decke::N,юрган,ковдра
450,Kissen::N,мендәр,подушка
451,Tuch::N,яулык,хустка
452,Handtuch::N,сөлгә,рушник
453,Kraft::N,егәр,сила
454,Kraft::N,дәрман,сила
455,Stärke::N,көч,сила
456,Stärke::N,дәрман,сила
457,Gesundheit::N,саулык,здоров’я
458,Krankheit::N,чир,хвороба
459,Krankheit::N,хаста,хвороба
460,Krankheit::N,сырхау,хвороба
461,Schmerz::N,авырту,біль
462,Wunde::N,яра,рана
463,Wunde::N,җәрәхәт,рана
464,Fieber::N,бизгәк,гарячка
465,Arznei::N,дару,ліки
466,Brücke::N,күпер,міст
467,Brunnen::N,кое,колодязь
468,Weide::N,утлавык,пасовище
469,Pfad::N,сукмак,стежка
470,Weg::N,юл,шлях
471,Weg::N,юл,дорога
472,Straße::N,урам,вулиця
473,Dorf::N,авыл,село
474,Stadt::N,шәһәр,місто
475,Brief::N,хат,лист
476,Buch::N,китап,книга
477,Buch::N,китап,книжка
478,Buchstabe::N,хәреф,буква
479,Buchstabe::N,хәреф,літера
480,Zeitung::N,газет,газета
481,Zeitung::N,газета,газета
482,Leben::N,гомер,життя
483,Leben::N,тормыш,життя
484,Leben::N,тереклек,життя
485,Tod::N,үлем,смерть
486,Grab::N,гүр,могила
487,Grab::N,кабер,могила
488,Kirche::N,чиркәү,церква
489,Sünde::N,язык,гріх
490,Sünde::N,гөнаһ,гріх
491,Gott::N,алла,бог
492,Gott::N,ходай,бог
493,Arbeiter::N,эшче,робітник
494,Chef::N,башлык,хазяїн
495,Meister::N,оста,умілець
496,Arzt::N,врач,лікар
497,Arzt::N,табиб,лікар
498,Lehrer::N,укытучы,вчитель
499,Lehrer::N,мөгаллим,вчитель
500,Geld::N,акча,гроші
501,Geschäft::N,эш,заняття
502,Laden::N,кибет,магазин
503,Laden::N,кибет,крамниця
504,Laden::N,магазин,магазин
505,Laden::N,магазин,крамниця
506,Preis::N,бәя,ціна
507,Preis::N,бәһа,ціна
508,Ware::N,товар,товар
509,Nutzen::N,файда,вигода
510,Nutzen::N,файда,користь
511,Reichtum::N,байлык,багатство
512,Welt::N,дөнья,світ
513,Land::N,ил,країна
514,Staat::N,дәүләт,держава
515,König::N,патша,король
516,Macht::N,хакимият,влада
517,Grenze::N,чик,кордон
518,Krieg::N,сугыш,війна
519,Feind::N,дошман,ворог
520,Gewalt::N,көчләү,насильство
521,Kampf::N,көрәш,бій
522,Kampf::N,көрәш,боротьба
523,Bogen[Waffe]::N,җәя,лук
524,Pfeil::N,ук,стріла
525,Gewehr::N,мылтык,рушниця
526,Gewehr::N,мылтык,гвинтівка
527,Fehler::N,хата,помилка
528,Lüge::N,ялган,брехня
529,Schaden::N,зыян,шкода
530,Schaden::N,зыян,збиток
531,Schaden::N,зарар,шкода
532,Schaden::N,зарар,збиток
533,Unglück::N,бәла,нещастя
534,Schuld::N,гаеп,провина
535,Alter::N,яшь,вік
536,Alter::N,яшь,літа
537,Schluss::N,ахыр,кінець
538,Zeit::N,заман,час
539,Tag::N,көн,день
540,Morgen::N,иртә,ранок
541,Mittag::N,өйлә,південь
542,Abend::N,кич,вечір
543,Nacht::N,төн,ніч
544,Woche::N,атна,тиждень
545,Monat::N,ай,місяць
546,Jahr::N,ел,рік
547,Frühling::N,яз,весна
548,Sommer::N,җәй,літо
549,Herbst::N,көз,осінь
550,Winter::N,кыш,зима
551,Januar::N,гыйнвар,січень
552,Februar::N,февраль,лютий
553,März::N,март,березень
554,April::N,апрель,квітень
555,Mai::N,май,травень
556,Juni::N,июнь,червень
557,Juli::N,июль,липень
558,August::N,август,серпень
559,September::N,сентябрь,вересень
560,Oktober::N,октябрь,жовтень
561,November::N,ноябрь,листопад
562,Dezember::N,декабрь,грудень
563,Montag::N,дүшәмбе,понеділок
564,Dienstag::N,сишәмбе,вівторок
565,Mittwoch::N,чәршәмбе,середа
566,Donnerstag::N,атнакич,четвер
567,Donnerstag::N,пәнҗешәмбе,четвер
568,Freitag::N,җомга,п’ятниця
569,Samstag::N,шимбә,субота
570,Sonntag::N,якшәмбе,неділя
571,groß::A,зур,великий
572,klein::A,кечкенә,малий
573,klein::A,кечкенә,маленький
574,lang::A,озын,довгий
575,kurz::A,кыска,короткий
576,breit::A,киң,широкий
577,schmal::A,кысык,вузький
578,dicht::A,куе,густий
579,dick[Gegenstand]::A,калын,товстий
580,dünn::A,нечкә,тонкий
581,fein::A,нәзакәтле,дрібний
582,fest::A,нык,міцний
583,flach::A,яссы,плоский
584,flach::A,ялпак,плоский
585,glatt::A,шома,рівний
586,glatt::A,шома,гладенький
587,hart::A,каты,твердий
588,weich::A,йомшак,м’який
589,rund::A,түгәрәк,круглий
590,spitz::A,очлы,гострокінцевий
591,scharf::A,үткен,гострий
592,stumpf::A,үтмәс,тупий
593,schwer::A,салмак,важкий
594,schön::A,гүзәл,вродливий
595,heiß::A,эссе,жаркий
596,heiß::A,эссе,гарячий
597,warm::A,җылы,теплий
598,kalt::A,суык,холодний
599,kalt::A,салкын,холодний
600,kühl::A,салкынча,прохолодний
601,frisch::A,салкынча,свіжий
602,feucht::A,юеш,вогкий
603,nass::A,дымлы,мокрий
604,trocken::A,коры,сухий
605,voll::A,тулы,повний
606,leer::A,буш,пустий
607,offen::A,ачык,відкритий
608,geschlossen::A,йомык,закритий
609,geschlossen::A,йомык,зачинений
610,sauber::A,пакь,чистий
611,sauber::A,пакь,охайний
612,sauber::A,чиста,чистий
613,sauber::A,чиста,охайний
614,schmutzig::A,керле,брудний
615,schmutzig::A,пычрак,брудний
616,roh::A,чи,сирий
617,reif::A,өлгергән,зрілий
618,lecker::A,тәмле,смачний
619,süß::A,татлы,солодкий
620,bitter::A,ачы,гіркий
621,sauer::A,әче,кислий
622,hell::A,якты,світлий
623,dunkel::A,кара,темний
624,schwarz::A,кара,чорний
625,weiß::A,ак,сивий
626,rot::A,кызыл,червоний
627,gelb::A,сары,жовтий
628,blau::A,күк,синій
629,grün::A,яшел,зелений
630,grau::A,соры,сірий
631,bunt::A,чуар,барвистий
632,billig::A,арзан,дешевий
633,teuer::A,хаклы,дорогий
634,wertvoll::A,кыйммәтле,цінний
635,blind::A,сукыр,сліпий
636,blind::A,күзсез,сліпий
637,taub::A,чукрак,глухий
638,taub::A,саңгырау,глухий
639,kräftig::A,егәрле,могутній
640,stark::A,нык,сильний
641,stark::A,базык,сильний
642,schwach::A,зәгыйфь,слабкий
643,fett::A,симез,жирний
644,fett::A,симез,товстий
645,schlank::A,нәзек,тонкий
646,schlank::A,нәзек,стрункий
647,hübsch::A,чибәр,чарівний
648,böse::A,усал,злий
649,böse::A,усал,лихий
650,dumm::A,акылсыз,дурний
651,faul::A,ялкау,ледачий
652,faul::A,иренчәк,ледачий
653,fleißig::A,тырыш,старанний
654,fleißig::A,тырышучан,старанний
655,geizig::A,саран,скупий
656,klug::A,акыллы,мудрий
657,klug::A,акыллы,розумний
658,geschickt::A,маһир,умілий
659,lieb::A,сөекле,милий
660,lustig::A,күңелле,веселий
661,sanft::A,басынкы,лагідний
662,hungrig::A,ач,голодний
663,krank::A,чирле,слабий
664,krank::A,сырхау,слабий
665,nackt::A,шәрә,голий
666,traurig::A,ямансу,сумний
667,lebendig::A,тере,живий
668,gut::A,яхшы,добрий
669,schlecht::A,начар,поганий
670,schlecht::A,начар,кепський
671,richtig::A,дөрес,правильний
672,schlimm::A,әшәкә,бридкий
673,wahr::A,чып-чын,справжній
674,alt::A,иске,старий
675,neu::A,яңа,новий
676,ehemalig::A,элекке,колишній
677,alt[Lebewesen]::A,карт,старий
678,jung::A,яшь,молодий
679,arm::A,фәкыйрь,бідний
680,reich::A,бай,багатий
681,bekannt::A,таныш,знайомий
682,berühmt::A,атаклы,славетний
683,fremd::A,ят,чужий
684,verschieden::A,төрле,різний
685,nah::A,якын,близький
686,fern::A,ерак,далекий
687,linker::A,сул,лівий
688,rechter::A,уң,правий
689,anderer::A,бүтән,інакший
690,erster::A,беренче,перший
691,zweiter::A,икенче,другий
692,dritter::A,өченче,третій
693,letzter::A,ахыргы,останній
694,allein::ADV,ялгыз,сам
695,allein::ADV,ялгыз,один
696,auf einmal::ADV,бердән,відразу
697,zusammen::ADV,бергә,разом
698,zusammen::ADV,бергә,спільно
699,lange::ADV,озак,довго
700,plötzlich::ADV,искәрмәстән,раптом
701,sofort::ADV,хәзер,зараз
702,später::ADV,соңрак,пізніше
703,jetzt::ADV,хәзер,тепер
704,heute::ADV,бүген,сьогодні
705,morgen::ADV,иртәгә,завтра
706,bald::ADV,тиздән,незабаром
707,dann::ADV,аннары,потім
708,gestern::ADV,кичә,вчора
709,einst::ADV,берчак,колись
710,damals::ADV,ул вакытта,тоді
711,damals::ADV,ул чакта,тоді
712,danach::ADV,да,згодом
713,vorher::ADV,элек,раніше
714,zuerst::ADV,башта,спершу
715,zuerst::ADV,башта,спочатку
716,einmal::ADV,бер,один раз
717,einmal::ADV,бер мәртәбә,один раз
718,manchmal::ADV,кайчакта,іноді
719,manchmal::ADV,кайчакта,інколи
720,oft::ADV,еш,часто
721,immer::ADV,һәркайчан,завжди
722,niemals::ADV,hичбер вакыт,ніколи
723,hier::ADV,монда,тут
724,hier::ADV,биредә,тут
725,hierhin::ADV,монда,сюди
726,von hier::ADV,моннан,звідси
727,dort::ADV,анда,там
728,dorthin::ADV,тегеләй,туди
729,geradeaus::ADV,турыдан-туры,прямо
730,vorwärts::ADV,алга,вперед
731,rückwärts::ADV,кире,назад
732,zurück::ADV,кире,назад
733,unten::ADV,түбәндә,внизу
734,hinab::ADV,аска,вниз
735,oben::ADV,өстә,вгорі
736,oben::ADV,югарыда,вгорі
737,hinauf::ADV,өскә,вгору
738,überall::ADV,hәркайда,скрізь
739,nicht::ADV,түгел,не
740,ein wenig::ADV,бераз,трохи
741,ein wenig::ADV,бераз,небагато
742,kaum::ADV,көчкә,ледве
743,sehr::ADV,бик,дуже
744,so::ADV,алай,так
745,noch::ADV,янә,ще
746,noch::ADV,тагын,ще
747,nur::ADV,фәкать,лише
748,nur::ADV,фәкать,тільки
749,schon::ADV,инде,вже
750,wieder::ADV,янә,знову
751,wieder::ADV,тагын,знову
752,vergebens::ADV,юкка,дарма
753,vor::PRP,алдыннан,перед
754,hinter::PRP,арттан,ззаду
755,hinter::PRP,арттан,позаду
756,unter::PRP,астында,під
757,durch::PRP,аша,крізь
758,neben::PRP,тирәсендә,біля
759,zwischen::PRP,арасында,між
760,wegen::PRP,сәбәпле,з-за
761,wegen::PRP,сәбәпле,через
762,dies::PRN,бу,це
763,das::PRN,ул,то
764,alles::PRN,һәммә,все
765,ich::PRN,мин,я
766,du::PRN,син,ти
767,er::PRN,ул,він
768,wir::PRN,без,ми
769,ihr::PRN,сез,ви
770,sie::PRN,ул,вони
771,was::FPRN,ни,що
772,was::FPRN,нәрсә,що
773,wer::FPRN,кем,хто
774,wo::FADV,кайда,де
775,wohin::FADV,кая,куди
776,wie::FADV,ничек,як
777,warum::FADV,нигә,чому
778,wieviel::FNUM,ничә,скільки
779,eins::NUM,бер,один
780,zwei::NUM,ике,два
781,drei::NUM,өч,три
782,vier::NUM,дүрт,чотири
783,fünf::NUM,биш,п’ять
784,sechs::NUM,алты,шість
785,sieben::NUM,җиде,сім
786,acht::NUM,сигез,вісім
787,neun::NUM,тугыз,дев’ять
788,zehn::NUM,ун,десять
789,elf::NUM,унбер,одинадцять
790,zwölf::NUM,унике,дванадцять
791,zwanzig::NUM,егерме,двадцять
792,dreißig::NUM,утыз,тридцять
793,vierzig::NUM,кырык,сорок
794,fünfzig::NUM,илле,п’ятдесят
795,sechzig::NUM,алтмыш,шістдесят
796,siebzig::NUM,җитмеш,сімдесят
797,achtzig::NUM,сиксән,вісімдесят
798,neunzig::NUM,туксан,дев’яносто
799,hundert::NUM,йөз,сто
800,tausend::NUM,мең,тисяча
801,und::CNJ,вә,і
802,oder::CNJ,яки,або
803,oder::CNJ,яисә,або
804,stehen::V,тору,стояти
805,sitzen::V,утыру,сидіти
806,liegen::V,яту,лежати
807,hängen::V,эленү,висіти
808,werden::V,булу,стати
809,werden::V,булу,робитися
810,passieren::V,булу,трапитися
811,beginnen::V,башлану,початися
812,enden::V,бетү,кінчитися
813,wechseln::V,үзгәртү,мінятися
814,aufgehen[Sonne]::V,чыгу,зійти
815,untergehen[Sonne]::V,бату,зайти
816,scheinen[Sonne]::V,яктырту,світити
817,donnern::V,күкрәү,гриміти
818,wehen::V,исү,віяти
819,strömen::V,агу,литися
820,fließen::V,агу,текти
821,sich drehen::V,бөтерелү,обертатися
822,schwanken::V,икеләнү,коливатися
823,schwingen::V,тирбәлү,хитатися
824,schwingen::V,тирбәлү,гойдатися
825,fallen::V,егылу,падати
826,brennen::V,яну,горіти
