,Concept_ID,ru,sv
111,Wald::N,лес,skog
112,Hügel::N,холм,höjd
113,Hügel::N,холм,kulle
114,Anhöhe::N,возвышенность,höjd
115,Anhöhe::N,возвышенность,backe
116,Berg::N,гора,berg
117,Berg::N,гора,fjäll
118,Gipfel::N,вершина,topp
119,Höhle::N,пещера,håla
120,Höhle::N,пещера,grotta
121,Abhang::N,склон,slänt
122,Abhang::N,склон,sluttning
123,Quelle::N,источник,källa
124,Bach::N,ручей,bäck
125,Fluss::N,река,älv
126,Fluss::N,река,flod
127,Ufer::N,берег,strand
128,Küste::N,побережье,kust
129,Festland::N,суша,fastland
130,Meer::N,море,hav
131,Bucht::N,бухта,vik
132,Bucht::N,бухта,bukt
133,Insel::N,остров,ö
134,Blume::N,цветок,blomma
135,Blume::N,цветок,blomster
136,Gras::N,трава,gräs
137,Wurzel::N,корень,rot
138,Baum::N,дерево,träd
139,Stamm::N,ствол,stam
140,Rinde::N,кора,bark
141,Ast::N,сук,gren
142,Zweig::N,ветвь,kvist
143,Blatt::N,лист,löv
144,Blatt::N,лист,blad
145,Birke::N,береза,björk
146,Kiefer[Baum]::N,сосна,tall
147,Weide[Baum]::N,ива,pil
148,Weide[Baum]::N,ива,vide
149,Tanne::N,ель,gran
150,Horn::N,рог,horn
151,Feder::N,перо,fjäder
152,Fell::N,шкура,fäll
153,Fell::N,шкура,skinn
154,Flügel::N,крыло,vinge
155,Klaue::N,коготь,klöv
156,Kralle::N,лапа,klo
157,Schwanz::N,хвост,svans
158,Schwanz::N,хвост,stjärt
159,Ei::N,яйцо,ägg
160,Nest::N,гнездо,rede
161,Nest::N,гнездо,näste
162,Bau::N,нора,bo
163,Tier::N,животное,djur
164,Herde::N,стадо,flock
165,Kuh::N,корова,ko
166,Bulle::N,бык,tjur
167,Pferd::N,лошадь,häst
168,Schaf::N,овца,får
169,Schwein::N,свинья,svin
170,Hund::N,собака,hund
171,Katze::N,кошка,katt
172,Bär::N,медведь,björn
173,Eichhörnchen::N,белка,ekorre
174,Elch::N,лось,älg
175,Fuchs::N,лиса,räv
176,Hase::N,заяц,hare
177,Maus::N,мышь,mus
178,Wolf::N,волк,varg
179,Vogel::N,птица,fågel
180,Schwarm::N,стая,svärm
181,Huhn::N,курица,höns
182,Hahn::N,петух,tupp
183,Gans::N,гусь,gås
184,Adler::N,орел,örn
185,Ente::N,утка,anka
186,Eule::N,сова,uggla
187,Kranich::N,журавль,trana
188,Krähe::N,ворона,kråka
189,Kuckuck::N,кукушка,gök
190,Schwan::N,лебедь,svan
191,Fisch::N,рыба,fisk
192,Barsch::N,окунь,abborre
193,Hecht::N,щука,gädda
194,Schlange[Tier]::N,змея,orm
195,Wurm::N,червяк,mask
196,Spinne::N,паук,spindel
197,Ameise::N,муравей,myra
198,Laus::N,вошь,lus
199,Mücke::N,комар,mygga
200,Fliege::N,муха,fluga
201,Schmetterling::N,бабочка,fjäril
202,Beere::N,ягода,bär
203,Apfel::N,яблоко,äpple
204,Pilz::N,гриб,svamp
205,Zwiebel::N,луковица,lök
206,Saat::N,семя,sådd
207,Korn::N,зерно,korn
208,Heu::N,сено,hö
209,Schale::N,шелуха,skal
210,Grube::N,яма,grop
211,Falle::N,ловушка,fälla
212,Schlinge::N,силок,snara
213,Spur::N,след,spår
214,Asche::N,зола,aska
215,Asche::N,пепел,aska
216,Dreck::N,грязь,lort
217,Eisen::N,железо,järn
218,Gold::N,золото,guld
219,Silber::N,серебро,silver
220,Kohle::N,уголь,kol
221,Glas::N,стекло,glas
222,Lehm::N,глина,lera
223,Sand::N,песок,sand
224,Mensch::N,человек,människa
225,Mann::N,мужчина,man
226,Frau::N,женщина,kvinna
227,Kind::N,ребенок,barn
228,Junge::N,мальчик,pojke
229,Mädchen::N,девочка,flicka
230,Familie::N,семья,familj
231,Großvater::N,дедушка,morfar
232,Großmutter::N,бабушка,farmor
233,Eltern::N,родители,föräldrar
234,Vater::N,отец,far
235,Mutter::N,мать,mor
236,Sohn::N,сын,son
237,Tochter::N,дочь,dotter
238,Bruder::N,брат,bror
239,Schwester::N,сестра,syster
240,Onkel::N,дядя,morbror
241,Tante::N,тетя,tant
242,Ehemann::N,муж,äkta man
243,Ehefrau::N,жена,hustru
244,Freude::N,радость,fröjd
245,Freude::N,радость,glädje
246,Gelächter::N,смех,åtlöje
247,Glück::N,счастье,lycka
248,Kummer::N,горе,sorg
249,Wunsch::N,желание,önskan
250,Lust::N,влечение,lust
251,Geist::N,дух,ande
252,Gedanke::N,мысль,tanke
253,Gedächtnis::N,память,minne
254,Verstand::N,ум,förstånd
255,Sinn::N,смысл,mening
256,Sinn::N,смысл,betydelse
257,Grund::N,повод,skäl
258,Grund::N,повод,grund
259,Wahrheit::N,правда,sanning
260,Gespräch::N,беседа,samtal
261,Märchen::N,сказка,saga
262,Erzählung::N,рассказ,berättelse
263,Nachricht::N,сообщение,meddelande
264,Neuigkeit::N,новость,nyhet
265,Name::N,имя,namn
266,Rätsel::N,загадка,gåta
267,Rede::N,речь,tal
268,Sprache::N,язык,språk
269,Stimme::N,голос,stämma
270,Wort::N,слово,ord
271,Zeichen::N,знак,tecken
272,Ruf::N,зов,rop
273,Lärm::N,шум,bråk
274,Lärm::N,шум,oväsen
275,Laut::N,звук,ljud
276,Ton::N,звучание,ton
277,Lied::N,песня,sång
278,Ruhe::N,покой,ro
279,Ruhe::N,покой,lugn
280,Leute::N,люди,folk
281,Volk::N,народ,folk
282,Arbeit::N,работа,arbete
283,Gast::N,гость,gäst
284,Geschenk::N,подарок,gåva
285,Geschenk::N,подарок,present
286,Spiel::N,игра,lek
287,Spiel::N,игра,spel
288,Gesellschaft::N,общество,sällskap
289,Hilfe::N,помощь,hjälp
290,Freund::N,друг,vän
291,Kamerad::N,приятель,kamrat
292,Angelegenheit::N,дело,ärende
293,Angelegenheit::N,дело,angelägenhet
294,Anzahl::N,количество,antal
295,Art::N,вид,art
296,Art::N,вид,slag
297,Stück::N,кусок,stycke
298,Teil::N,часть,del
299,Hälfte::N,половина,halva
300,Kreis::N,круг,krets
301,Kreis::N,круг,cirkel
302,Kreuz::N,крест,kors
303,Kreuz::N,крест,kryss
304,Linie::N,линия,linje
305,Strich::N,черта,streck
306,Abstand::N,промежуток,avstånd
307,Entfernung::N,расстояние,avstånd
308,Gegend::N,местность,trakt
309,Platz::N,пространство,plats
310,Ort::N,место,plats
311,Ort::N,место,ställe
312,Seite::N,сторона,sida
313,Mitte::N,середина,mitt
314,Gegenstand::N,предмет,föremål
315,Sache::N,вещь,sak
316,Rand::N,край,rand
317,Kante::N,ребро,kant
318,Ecke::N,угол,vrå
319,Ecke::N,угол,hörn
320,Spitze::N,кончик,spets
321,Ende::N,конец,ända
322,Loch::N,дыра,hål
323,Winkel::N,угол,vinkel
324,Muster::N,узор,mönster
325,Größe::N,размер,storlek
326,Länge::N,длина,längd
327,Höhe::N,высота,höjd
328,Gewicht::N,вес,tyngd
329,Menge::N,количество,mängd
330,Haufen::N,куча,hög
331,Reihe::N,ряд,rad
332,Boot::N,лодка,båt
333,Ruder::N,весло,åra
334,Schlitten::N,сани,släde
335,Ski::N,лыжа,skida
336,Lagerfeuer::N,костер,lägereld
337,Last::N,тяжесть,last
338,Last::N,тяжесть,börda
339,Gang::N,ход,gång
340,Schritt::N,шаг,steg
341,Norden::N,север,norr
342,Süden::N,юг,söder
343,Westen::N,запад,väster
344,Osten::N,восток,öster
345,Holz::N,древесина,trä
346,Brett::N,доска,bräda
347,Platte::N,плита,platta
348,Stütze::N,подпорка,stöd
349,Stütze::N,подпорка,stötta
350,Stange::N,жердь,stång
351,Stock::N,палка,käpp
352,Stock::N,палка,pinne
353,Stab::N,шест,stav
354,Rohr::N,труба,rör
355,Haus::N,дом,hus
356,Heim::N,дом,hem
357,Ofen::N,печь,ugn
358,Fußboden::N,пол,golv
359,Tisch::N,стол,bord
360,Stuhl::N,стул,stol
361,Wiege::N,колыбель,vagga
362,Bett::N,постель,säng
363,Regal::N,полка,hylla
364,Kiste::N,ящик,låda
365,Fenster::N,окно,fönster
366,Tür::N,дверь,dörr
367,Tor::N,ворота,port
368,Zaun::N,забор,staket
369,Zaun::N,забор,stängsel
370,Dach::N,крыша,tak
371,Leiter::N,лестница,stege
372,Besen::N,метла,kvast
373,Spaten::N,лопата,spade
374,Schaufel::N,совок,skovel
375,Schaufel::N,совок,skyffel
376,Gabel::N,вилка,gaffel
377,Löffel::N,ложка,sked
378,Messer::N,нож,kniv
379,Nagel::N,гвоздь,spik
380,Netz::N,сеть,nät
381,Haken::N,крюк,krok
382,Griff::N,ручка,tag
383,Griff::N,ручка,handtag
384,Schloss::N,замок,las
385,Bild::N,картина,bild
386,Figur::N,фигура,figur
387,Puppe::N,кукла,docka
388,Beutel::N,мешок,påse
389,Bündel::N,связка,bunt
390,Bündel::N,связка,knippa
391,Tasche::N,сумка,väska
392,Eimer::N,ведро,hink
393,Eimer::N,ведро,ämbar
394,Deckel::N,крышка,lock
395,Geschirr::N,посуда,servis
396,Geschirr::N,посуда,porslin
397,Sack::N,мешок,säck
398,Tasse::N,чашка,kopp
399,Topf::N,кастрюля,gryta
400,Topf::N,кастрюля,kastrull
401,Kessel::N,котел,kittel
402,Essen::N,еда,mål
403,Nahrung::N,пища,näring
404,Speise::N,блюдо,maträtt
405,Speise::N,кушанье,maträtt
406,Fleisch::N,мясо,kött
407,Getreide::N,хлеб,säd
408,Getreide::N,хлеб,spannmål
409,Brei::N,каша,gröt
410,Brot::N,хлеб,bröd
411,Scheibe::N,ломоть,skiva
412,Fett::N,жир,fett
413,Butter::N,масло,smör
414,Öl::N,масло,olja
415,Salz::N,соль,salt
416,Suppe::N,суп,soppa
417,Honig::N,мед,honung
418,Milch::N,молоко,mjölk
419,Tee::N,чай,te
420,Leder::N,кожа,läder
421,Wolle::N,шерсть,ull
422,Wolle::N,шерсть,ylle
423,Stoff::N,ткань,tyg
424,Stoff::N,ткань,stoff
425,Nadel::N,игла,nål
426,Faden::N,нитка,tråd
427,Knopf::N,пуговица,knapp
428,Knoten::N,узел,knut
429,Farbe::N,краска,färg
430,Kleidung::N,одежда,klädsel
431,Hemd::N,рубашка,skjorta
432,Kragen::N,воротник,krage
433,Ärmel::N,рукав,ärm
434,Hose::N,брюки,byxor
435,Gürtel::N,пояс,bälte
436,Mütze::N,шапка,mössa
437,Schuh::N,ботинок,sko
438,Stiefel::N,сапог,stövel
439,Ring::N,кольцо,ring
440,Band::N,лента,band
441,Kamm::N,расческа,kam
442,Spiegel::N,зеркало,spegel
443,Riemen::N,ремень,rem
444,Schnur::N,веревка,snöre
445,Leine::N,поводок,lina
446,Decke::N,одеяло,täcke
447,Kissen::N,подушка,dyna
448,Kissen::N,подушка,kudde
449,Tuch::N,платок,sjal
450,Handtuch::N,полотенце,handduk
451,Kraft::N,сила,kraft
452,Stärke::N,крепость,styrka
453,Gesundheit::N,здоровье,hälsa
454,Krankheit::N,болезнь,sjukdom
455,Schmerz::N,боль,smärta
456,Wunde::N,рана,sår
457,Fieber::N,лихорадка,feber
458,Fieber::N,температура,feber
459,Arznei::N,лекарство,medicin
460,Arznei::N,лекарство,läkemedel
461,Brücke::N,мост,bro
462,Brunnen::N,колодец,brunn
463,Weide::N,пастбище,bete
464,Pfad::N,тропа,stig
465,Weg::N,путь,väg
466,Weg::N,дорога,väg
467,Straße::N,улица,gata
468,Straße::N,дорога,gata
469,Dorf::N,деревня,by
470,Stadt::N,город,stad
471,Brief::N,письмо,brev
472,Buch::N,книга,bok
473,Buchstabe::N,буква,bokstav
474,Zeitung::N,газета,tidning
475,Leben::N,жизнь,liv
476,Tod::N,смерть,död
477,Grab::N,могила,grav
478,Kirche::N,церковь,kyrka
479,Sünde::N,грех,synd
480,Gott::N,бог,gud
481,Arbeiter::N,рабочий,arbetare
482,Chef::N,начальник,chef
483,Meister::N,мастер,mästare
484,Arzt::N,врач,läkare
485,Lehrer::N,учитель,lärare
486,Geld::N,деньги,pengar
487,Geschäft::N,занятие,rörelse
488,Laden::N,магазин,affär
489,Preis::N,цена,pris
490,Ware::N,товар,vara
491,Nutzen::N,выгода,gagn
492,Nutzen::N,выгода,nytta
493,Reichtum::N,богатство,rikedom
494,Welt::N,мир,värld
495,Land::N,страна,land
496,Staat::N,государство,stat
497,König::N,король,kung
498,König::N,король,konung
499,Macht::N,власть,makt
500,Grenze::N,граница,gräns
501,Krieg::N,война,krig
502,Feind::N,враг,fiende
503,Gewalt::N,насилие,våld
504,Kampf::N,борьба,kamp
505,Kampf::N,борьба,strid
506,Bogen[Waffe]::N,лук,båge
507,Pfeil::N,стрела,pil
508,Gewehr::N,ружье,gevär
509,Fehler::N,ошибка,fel
510,Lüge::N,ложь,lögn
511,Schaden::N,вред,skada
512,Unglück::N,беда,otur
513,Unglück::N,беда,olycka
514,Schuld::N,вина,skuld
515,Alter::N,возраст,ålder
516,Schluss::N,окончание,slut
517,Zeit::N,время,tid
518,Tag::N,день,dag
519,Morgen::N,утро,morgon
520,Mittag::N,полдень,middag
521,Abend::N,вечер,kväll
522,Nacht::N,ночь,natt
523,Woche::N,неделя,vecka
524,Monat::N,месяц,månad
525,Jahr::N,год,år
526,Frühling::N,весна,vår
527,Sommer::N,лето,sommar
528,Herbst::N,осень,höst
529,Winter::N,зима,vinter
530,Januar::N,январь,januari
531,Februar::N,февраль,februari
532,März::N,март,mars
533,April::N,апрель,april
534,Mai::N,май,maj
535,Juni::N,июнь,juni
536,Juli::N,июль,juli
537,August::N,август,augusti
538,September::N,сентябрь,september
539,Oktober::N,октябрь,oktober
540,November::N,ноябрь,november
541,Dezember::N,декабрь,december
542,Montag::N,понедельник,måndag
543,Dienstag::N,вторник,tisdag
544,Mittwoch::N,среда,onsdag
545,Donnerstag::N,четверг,torsdag
546,Freitag::N,пятница,fredag
547,Samstag::N,суббота,lördag
548,Sonntag::N,воскресенье,söndag
549,groß::A,большой,stor
550,klein::A,маленький,liten
551,lang::A,длинный,lång
552,kurz::A,короткий,kort
553,breit::A,широкий,bred
554,schmal::A,узкий,smal
555,dicht::A,густой,tät
556,dick[Gegenstand]::A,толстый,tjock
557,dünn::A,тонкий,tunn
558,fein::A,тонкий,fin
559,fest::A,крепкий,fast
560,flach::A,плоский,platt
561,glatt::A,гладкий,glatt
562,hart::A,твердый,hård
563,weich::A,мягкий,mjuk
564,rund::A,круглый,rund
565,spitz::A,остроконечный,toppig
566,spitz::A,остроконечный,spetsig
567,scharf::A,острый,vass
568,scharf::A,острый,skarp
569,stumpf::A,тупой,slö
570,schwer::A,тяжелый,tung
571,schön::A,красивый,skön
572,schön::A,красивый,vacker
573,heiß::A,жаркий,het
574,warm::A,теплый,varm
575,kalt::A,холодный,kall
576,kühl::A,прохладный,sval
577,kühl::A,прохладный,kylig
578,frisch::A,свежий,färsk
579,feucht::A,влажный,fuktig
580,nass::A,мокрый,våt
581,trocken::A,сухой,torr
582,voll::A,полный,full
583,voll::A,наполненный,full
584,leer::A,пустой,tom
585,offen::A,открытый,öppen
586,geschlossen::A,закрытый,stängd
587,sauber::A,чистый,ren
588,schmutzig::A,грязный,snuskig
589,roh::A,сырой,rå
590,reif::A,зрелый,mogen
591,lecker::A,вкусный,läcker
592,süß::A,сладкий,söt
593,bitter::A,горький,besk
594,bitter::A,горький,bitter
595,sauer::A,кислый,sur
596,hell::A,светлый,ljus
597,dunkel::A,темный,mörk
598,schwarz::A,черный,svart
599,weiß::A,белый,vit
600,rot::A,красный,röd
601,gelb::A,желтый,gul
602,blau::A,синий,blå
603,grün::A,зеленый,grön
604,grau::A,серый,grå
605,bunt::A,пестрый,brokig
606,billig::A,дешевый,billig
607,teuer::A,дорогой,dyr
608,wertvoll::A,ценный,värdefull
609,blind::A,слепой,blind
610,taub::A,глухой,döv
611,kräftig::A,могучий,kraftig
612,stark::A,сильный,stark
613,schwach::A,слабый,svag
614,fett::A,жирный,fet
615,schlank::A,стройный,slank
616,hübsch::A,прелестный,snygg
617,hübsch::A,прелестный,vacker
618,böse::A,злой,ond
619,böse::A,злой,elak
620,dumm::A,глупый,dum
621,faul::A,ленивый,lat
622,fleißig::A,прилежный,flitig
623,geizig::A,жадный,snål
624,geizig::A,жадный,girig
625,klug::A,умный,klok
626,geschickt::A,искусный,händig
627,geschickt::A,искусный,skicklig
628,lieb::A,милый,kär
629,lieb::A,милый,snäll
630,lustig::A,веселый,rolig
631,lustig::A,веселый,lustig
632,sanft::A,нежный,mild
633,hungrig::A,голодный,hungrig
634,krank::A,больной,sjuk
635,nackt::A,голый,naken
636,traurig::A,грустный,ledsen
637,traurig::A,грустный,sorgsen
638,lebendig::A,живой,levande
639,gut::A,хороший,bra
640,schlecht::A,плохой,dålig
641,richtig::A,правильный,riktig
642,schlimm::A,отвратительный,illa
643,schlimm::A,мерзкий,illa
644,wahr::A,настоящий,sann
645,alt::A,старый,gammal
646,neu::A,новый,ny
647,ehemalig::A,бывший,forn
648,ehemalig::A,бывший,tidigare
649,alt[Lebewesen]::A,пожилой,gammal
650,jung::A,молодой,ung
651,arm::A,бедный,fattig
652,reich::A,богатый,rik
653,bekannt::A,знакомый,känd
654,berühmt::A,знаменитый,berömd
655,fremd::A,чужой,främmande
656,verschieden::A,разный,åtskillig
657,nah::A,близкий,nära
658,fern::A,далекий,fjärran
659,linker::A,левый,vänster
660,rechter::A,правый,höger
661,anderer::A,другой,annan
662,erster::A,первый,första
663,zweiter::A,второй,andra
664,dritter::A,третий,tredje
665,letzter::A,последний,sist
666,allein::ADV,один,allena
667,auf einmal::ADV,сразу,på en gång
668,zusammen::ADV,вместе,tillsammans
669,lange::ADV,долго,länge
670,plötzlich::ADV,вдруг,plötsligt
671,sofort::ADV,тотчас,strax
672,sofort::ADV,тотчас,genast
673,später::ADV,позже,senare
674,jetzt::ADV,сейчас,nu
675,heute::ADV,сегодня,i dag
676,morgen::ADV,завтра,i morgon
677,bald::ADV,скоро,snart
678,dann::ADV,потом,då
679,gestern::ADV,вчера,i går
680,einst::ADV,однажды,en gång
681,damals::ADV,тогда,då
682,damals::ADV,тогда,den gången
683,danach::ADV,затем,därefter
684,vorher::ADV,раньше,före
685,vorher::ADV,раньше,förut
686,zuerst::ADV,сперва,först
687,einmal::ADV,раз,en gång
688,manchmal::ADV,иногда,ibland
689,oft::ADV,часто,ofta
690,immer::ADV,всегда,alltid
691,niemals::ADV,никогда,aldrig
692,hier::ADV,здесь,här
693,hierhin::ADV,сюда,hit
694,von hier::ADV,отсюда,härifrån
695,dort::ADV,там,där
696,dorthin::ADV,туда,dit
697,geradeaus::ADV,прямо,rätt fram
698,vorwärts::ADV,вперед,fram
699,vorwärts::ADV,вперед,framåt
700,rückwärts::ADV,назад,baklänges
701,zurück::ADV,обратно,tillbaka
702,unten::ADV,внизу,nere
703,unten::ADV,внизу,nedanför
704,hinab::ADV,вниз,ned
705,hinab::ADV,вниз,nedåt
706,oben::ADV,наверху,ovan
707,oben::ADV,наверху,ovanpå
708,hinauf::ADV,вверх,upp
709,hinauf::ADV,вверх,uppåt
710,überall::ADV,везде,överallt
711,nicht::ADV,не,ej
712,nicht::ADV,не,inte
713,ein wenig::ADV,немного,litet
714,kaum::ADV,едва,knappt
715,kaum::ADV,едва,knappast
716,sehr::ADV,очень,mycket
717,so::ADV,так,så
718,noch::ADV,еще,än
719,noch::ADV,еще,ännu
720,nur::ADV,только,bara
721,nur::ADV,только,endast
722,schon::ADV,уже,redan
723,wieder::ADV,опять,åter
724,vergebens::ADV,напрасно,förgäves
725,vor::PRP,перед,utanför
726,hinter::PRP,за,bakom
727,hinter::PRP,позади,bakom
728,unter::PRP,под,under
729,durch::PRP,сквозь,genom
730,durch::PRP,сквозь,igenom
731,neben::PRP,возле,bredvid
732,neben::PRP,возле,vid sidan av
733,zwischen::PRP,между,mellan
734,wegen::PRP,из-за,på grund av
735,dies::PRN,это,detta
736,das::PRN,то,det
737,alles::PRN,все,allt
738,ich::PRN,я,jag
739,du::PRN,ты,du
740,er::PRN,он,han
741,wir::PRN,мы,vi
742,ihr::PRN,вы,ni
743,sie::PRN,они,de
744,was::FPRN,что,vad
745,wer::FPRN,кто,vem
746,wo::FADV,где,var
747,wohin::FADV,куда,vart
748,wie::FADV,как,hur
749,warum::FADV,почему,varför
750,wieviel::FNUM,сколько,hur mycket
751,eins::NUM,один,en
752,eins::NUM,один,ett
753,zwei::NUM,два,två
754,drei::NUM,три,tre
755,vier::NUM,четыре,fyra
756,fünf::NUM,пять,fem
757,sechs::NUM,шесть,sex
758,sieben::NUM,семь,sju
759,acht::NUM,восемь,åtta
760,neun::NUM,девять,nio
761,zehn::NUM,десять,tio
762,elf::NUM,одиннадцать,elva
763,zwölf::NUM,двенадцать,tolv
764,zwanzig::NUM,двадцать,tjugo
765,dreißig::NUM,тридцать,trettio
766,vierzig::NUM,сорок,fyrtio
767,fünfzig::NUM,пятьдесят,femtio
768,sechzig::NUM,шестьдесят,sextio
769,siebzig::NUM,семьдесят,sjuttio
770,achtzig::NUM,восемьдесят,åttio
771,neunzig::NUM,девяносто,nittio
772,hundert::NUM,сто,hundra
773,tausend::NUM,тысяча,tusen
774,und::CNJ,и,och
775,oder::CNJ,или,eller
776,oder::CNJ,либо,eller
777,stehen::V,стоять,stå
778,sitzen::V,сидеть,sitta
779,liegen::V,лежать,ligga
780,hängen::V,висеть,hänga
781,werden::V,стать,bli
782,passieren::V,случиться,ske
783,passieren::V,случиться,hända
784,beginnen::V,начаться,börja
785,enden::V,кончиться,ända
786,wechseln::V,меняться,växla
787,aufgehen[Sonne]::V,взойти,gå upp
788,untergehen[Sonne]::V,зайти,gå ned
789,scheinen[Sonne]::V,светить,skina
790,donnern::V,греметь,dundra
791,wehen::V,дуть,blåsa
792,strömen::V,литься,forsa
793,strömen::V,литься,strömma
794,fließen::V,течь,flyta
795,sich drehen::V,вращаться,snurra
796,schwanken::V,колебаться,vackla
797,schwingen::V,качаться,svinga
798,fallen::V,падать,falla
799,brennen::V,гореть,brinna
800,rauchen::V,дымить,ryka
801,regnen::V,дождить,regna
802,gefrieren::V,замерзнуть,frysa
803,tauen::V,таять,töa
804,schmelzen::V,плавиться,smälta
805,trocknen::V,сохнуть,torka
806,sieden::V,кипеть,koka
807,sieden::V,кипеть,sjuda
808,faulen::V,гнить,ruttna
809,verfaulen::V,сгнить,ruttna
810,reißen::V,рваться,brista
811,versinken::V,тонуть,sjunka
812,vergehen::V,проходить,förgå
813,erscheinen::V,появиться,synas
814,erscheinen::V,появиться,visa sig
815,verschwinden::V,исчезнуть,försvinna
816,sinken::V,спадать,sjunka
817,abnehmen::V,уменьшиться,avta
818,abnehmen::V,уменьшиться,minskas
819,zunehmen::V,увеличиваться,tilltaga
820,steigen::V,подниматься,stiga
821,wachsen::V,расти,växa
822,glänzen::V,блестеть,glimma
823,funkeln::V,сверкать,tindra
824,funkeln::V,сверкать,gnistra
825,lärmen::V,шуметь,bråka
826,lärmen::V,шуметь,väsnas
827,läuten::V,звонить,ringa
828,klingeln::V,звонить,ringa
829,klirren::V,звякать,klirra
830,brausen::V,бушевать,brusa
831,rauschen::V,шелестеть,susa
832,klingen::V,звучать,låta
833,klingen::V,звучать,klinga
834,bellen::V,лаять,skälla
835,heulen::V,выть,yla
836,heulen::V,выть,tjuta
837,blasen::V,дунуть,blåsa
838,pfeifen::V,свистеть,vissla
839,schreien::V,кричать,skrika
840,stöhnen::V,стонать,stöna
841,zittern::V,дрожать,darra
842,zittern::V,дрожать,skälva
843,leben::V,жить,leva
844,geboren werden::V,родиться,födas
845,atmen::V,дышать,andas
846,trinken::V,пить,dricka
847,essen::V,есть,äta
848,essen::V,кушать,äta
849,schlucken::V,глотать,svälja
850,müde werden::V,устать,tröttna
851,einschlafen::V,заснуть,somna
852,schlafen::V,спать,sova
853,aufwachen::V,проснуться,vakna
854,aufstehen::V,встать,stiga upp
855,sich erholen::V,отдыхать,repa sig
856,sich erholen::V,отдыхать,hämta sig
857,krank werden::V,заболеть,insjukna
858,krank sein::V,болеть,vara sjuk
859,schmerzen::V,болеть,smärta
860,schmerzen::V,болеть,göra ont
861,husten::V,кашлять,hosta
862,genesen::V,поправиться,tillfriskna
863,sterben::V,умереть,dö
