,Concept_ID,ml,eu
1196,sich schlagen::V,കലഹിക്കുക,elkar borrokatu
1197,schießen::V,വെടിവെക്കുക,tiro egin
1198,siegen::V,വിജയിക്കുക,irabazi
1199,ärgern::V,വിഷമിപ്പിക്കുക,ernegatu
1200,ärgern::V,വിഷമിപ്പിക്കുക,haserretu
1201,schlagen::V,അടിക്കുക,jo
1202,schlagen::V,അടിക്കുക,erauntsi
1203,treten::V,തൊഴിക്കുക,zapaldu
1204,treten::V,തൊഴിക്കുക,ostiaktu
1205,stechen::V,കുത്തുക,sastatu
1206,stoßen::V,തള്ളുക,bultzatu
1207,stehlen::V,മോഷ്ടിക്കുക,ostu
1208,stehlen::V,മോഷ്ടിക്കുക,lapurtu
1209,stören::V,ശല്യപ്പെടുത്തുക,galarazi
1210,belästigen::V,മെനക്കെടുക,gohaindu
1211,belästigen::V,മെനക്കെടുക,alamena eman
1212,verbergen::V,മറയ്ക്കുക,ezkutatu
1213,verbergen::V,ഒളിക്കുക,ezkutatu
1214,täuschen::V,കബളിപ്പിക്കുക,tronpatu
1215,täuschen::V,കബളിപ്പിക്കുക,engainatu
1216,betrügen::V,ചതിക്കുക,iruzurtu
1217,töten::V,കൊല്ലുക,hil
1218,töten::V,കൊല്ലുക,heriotza eman
1219,wohnen::V,താമസിക്കുക,bizi izan
1220,arbeiten::V,ജോലിചെയ്യുക,lan egin
1221,arbeiten::V,ജോലിചെയ്യുക,behar egin
1222,sammeln::V,സഞ്ചയിക്കുക,bildu
1223,sammeln::V,സഞ്ചയിക്കുക,bildumatu
1224,pflücken::V,പറിച്ചെടുക്കുക,batu
1225,pflücken::V,പറിച്ചെടുക്കുക,bildu
1226,jagen::V,വേട്ടയാടുക,ehizatu
1227,fischen::V,മീൻ പിടിക്കുക,arrantzatu
1228,fischen::V,മീൻ പിടിക്കുക,arrantza egin
1229,fassen::V,പിടിക്കുക,harrapatu
1230,hüten::V,ചേർക്കുക,begiratu
1231,treiben::V,വാഹനം_ഓടിക്കുക,bultza egin
1232,anbinden::V,കെട്ടിയിടുക,estekatu
1233,füttern::V,തീറ്റുക,bazkatu
1234,melken::V,പാലുകറക്കുക,jetzi
1235,hacken::V,വെട്ടിമുറിക്കുക,xehatu
1236,gießen::V,നനയ്ക്കുക,isuri
1237,reifen::V,പാകമാകുക,heldu
1238,reifen::V,പാകമാകുക,zoritu
1239,zubereiten::V,പാചകം_ചെയ്യുക,prestatu
1240,kochen::V,വേവിക്കുക,egosi
1241,backen::V,ബേക്ക് ചെയ്യുക,labean egin
1242,braten::V,പോരിക്കുക,erregosi
1243,umrühren::V,ഇളക്കുക,eragin
1244,stricken::V,മെടയുക,trikotatu
1245,stricken::V,മെടയുക,puntu egin
1246,nähen::V,തുന്നുക,josi
1247,färben::V,ചായം പൂശുക,tindatu
1248,reinigen::V,വൃത്തിയാക്കുക,ikuzi
1249,reinigen::V,വൃത്തിയാക്കുക,garbitu
1250,waschen::V,കഴുകുക,xahutu
1251,waschen::V,കഴുകുക,garbitu
1252,abwischen::V,തുടയ്ക്കുക,xukatu
1253,spülen::V,കഴുകുക,irakutzi
1254,fegen::V,അടിച്ചുവാരുക,erraztatu
1255,kehren::V,അടിച്ചുവാരുക,isastu
1256,baden::V,നീന്തിത്തുടിക്കുക,bainatu
1257,baden::V,നീന്തിത്തുടിക്കുക,bainua hartu
1258,sich waschen::V,കഴുകുക,burua garbitu
1259,ausziehen::V,ഇഴുക്കുക,erantzi
1260,anziehen::V,ഉടുക്കുക,jantzi
1261,sich anziehen::V,ധരിച്ച നേടുകയുക,jantzi
1262,kämmen::V,മുടിചീകുക,orraztu
1263,schmücken::V,അലങ്കരിക്കുക,apaindu
1264,sagen::V,പറയുക,esan
1265,sprechen::V,സംസാരിക്കുക,mintzatu
1266,sprechen::V,സംസാരിക്കുക,hitz egin
1267,reden::V,സംസാരിക്കുക,hitz egin
1268,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,solastu
1269,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,solas egin
1270,fragen::V,ചോദിക്കുക,galdetu
1271,bitten::V,അപേക്ഷിക്കുക,eskatu
1272,bitten::V,അപേക്ഷിക്കുക,galdegin
1273,erzählen::V,പറയുക,edestu
1274,erzählen::V,പറയുക,kontatu
1275,mitteilen::V,അറിയിക്കുക,jakinarazi
1276,nennen::V,പേരിടുക,izena eman
1277,rufen::V,വിളിക്കുക,dei egin
1278,prahlen::V,പൊങ്ങച്ചം പറയുക,harrokerian ibili
1279,prahlen::V,പൊങ്ങച്ചം പറയുക,ahoberokeriak esan
1280,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,itzuli
1281,denken::V,ചിന്തിക്കുക,pentsatu
1282,denken::V,ചിന്തിക്കുക,gogoeta egin
1283,glauben::V,വിശ്വസിക്കുക,sinetsi
1284,bemerken::V,ശ്രദ്ധിക്കുക,ohartu
1285,bemerken::V,ശ്രദ്ധിക്കുക,konturatu
1286,erkennen::V,തിരിചറിയുക,ezagutu
1287,erkennen::V,തിരിചറിയുക,antzeman
1288,begreifen::V,കൈപ്പിടിയിലാക്കുക,ulertu
1289,verstehen::V,മനസ്സിലാക്കുക,aditu
1290,lernen::V,പഠിക്കുക,ikasi
1291,wissen::V,അറിയുക,jakin
1292,sich erinnern an::V,ഓർമിക്കുക,gogoratu
1293,sich erinnern an::V,ഓർമിക്കുക,gogoan izan
1294,vergessen::V,മറക്കുക,ahaztu
1295,vergessen::V,മറക്കുക,ahantzi
1296,messen::V,അളക്കുക,neurtu
1297,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,zenbatu
1298,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,kopuratu
1299,rechnen::V,ഗണിക്കുക,kalkulatu
1300,lesen::V,വായിക്കുക,irakurri
1301,malen::V,ചിത്രം വരയ്ക്കുക,margotu
1302,zeichnen::V,വരയ്ക്കുക,marraztu
1303,schreiben::V,എഴുതുക,idatzi
1304,besitzen::V,സ്വന്തമാക്കുക,ukan
1305,besitzen::V,സ്വന്തമാക്കുക,eduki
1306,kaufen::V,വാങ്ങുക,erosi
1307,verkaufen::V,വിൽക്കുക,saldu
1308,bezahlen::V,പരിഹാരം ചെയ്യുക,ordaindu
1309,zahlen::V,പണം അടയ്ക്കുക,ordaindu
1310,beherrschen::V,ഭരിക്കുക,menpean izan
1311,ertragen::V,താങ്ങുക,jasan
1312,ertragen::V,താങ്ങുക,pairatu
