,Concept_ID,pl,en
860,rennen::V,biec,run
861,rennen::V,biegać,run
862,springen::V,skakać,jump
863,klettern::V,wspinać się,climb
864,schaukeln::V,huśtać,seesaw
865,schaukeln::V,kołysać,seesaw
866,kriechen::V,pełzać,creep
867,kriechen::V,czołgać się,creep
868,schwimmen::V,pływać,swim
869,tauchen::V,zanurzać się,dive
870,rudern::V,wiosłować,row
871,fahren::V,jechać,drive
872,fliegen::V,latać,fly
873,fliegen::V,lecieć,fly
874,gehen::V,iść,go
875,weggehen::V,odejść,go away
876,abfahren::V,odjechać,depart
877,anhalten::V,zatrzymać się,stop
878,hineingehen::V,wchodzić,go in
879,eintreten::V,wejść,enter
880,eintreten::V,nastąpić,enter
881,kommen::V,przyjść,come
882,ankommen::V,przybyć,arrive
883,zurückkommen::V,wrócić,come back
884,bleiben::V,zostać,stay
885,warten::V,czekać,wait
886,erwarten::V,oczekiwać,wait for
887,suchen::V,szukać,seek
888,suchen::V,szukać,look for
889,finden::V,znaleźć,find
890,versuchen::V,próbować,try
891,vorbereiten::V,przygotować,prepare
892,lieben::V,kochać,love
893,mögen::V,lubić,like
894,lachen::V,śmiać się,laugh
895,rühren::V,wzruszyć,move
896,weinen::V,płakać,weep
897,schimpfen::V,kląć,grumble
898,sich ärgern::V,gniewać się,be annoyed
899,sich fürchten::V,bać się,be afraid
900,fürchten::V,bać się,be afraid of
901,fliehen::V,uciekać,flee
902,flüchten::V,uciec,escape
903,sehen::V,widzieć,see
904,sehen::V,zobaczyć,see
905,anschauen::V,oglądać,look at
906,ansehen::V,popatrzeć na,watch
907,hören::V,słyszeć,hear
908,zuhören::V,słuchać,listen
909,probieren::V,kosztować,taste
910,riechen::V,wąchać,smell
911,fühlen::V,czuć,feel
912,fühlen::V,odczuwać,feel
913,scheinen::V,wydawać się,seem
914,zu sehen sein::V,widnieć,show
915,vernehmen::V,usłyszeć,hear
916,frieren::V,marznąć,be cold
917,tun::V,czynić,do
918,können::V,móc,can
919,können::V,umieć,can
920,wollen::V,chcieć,want
921,anfangen::V,zacząć,start
922,beenden::V,zakończyć,finish
923,aufhören::V,przestać,stop
924,gelingen::V,udać się,succeed
925,geraten::V,udać się,turn out
926,öffnen::V,otworzyć,open
927,schließen::V,zamknąć,close
928,stellen::V,postawić,put
929,setzen::V,posadzić,place
930,legen::V,kłaść,lay
931,berühren::V,dotykać,touch
932,verbinden::V,łączyć,connect
933,bedecken::V,przykryć,cover
934,aufhängen::V,powiesić,hang up
935,anzünden::V,zapalić,light
936,aufheben::V,podnieść,pick up
937,zurücklassen::V,zostawić,leave
938,verlieren::V,zgubić,lose
939,fallen lassen::V,upuścić,drop
940,machen::V,zrobić,make
941,herstellen::V,wytworzyć,produce
942,bauen::V,budować,build
943,reparieren::V,naprawiać,mend
944,verbessern::V,ulepszyć,improve
945,ändern::V,zmienić,alter
946,graben::V,kopać,dig
947,beugen::V,zagiąć,bow
948,biegen::V,zgiąć,bend
949,drehen::V,obracać,spin
950,wenden::V,obrocić,turn
951,umdrehen::V,obrocić,turn around
952,heben::V,podnosić,raise
953,hochheben::V,podnieść,lift
954,ergreifen::V,chwycić,seize
955,halten::V,trzymać,hold
956,drücken::V,naciskać,press
957,schieben::V,pchać,push
958,schieben::V,posuwać,push
959,kratzen::V,drapać,scrape
960,lecken::V,lizać,lick
961,beißen::V,kąsać,bite
962,abreißen::V,oderwać,tear off
963,abschneiden::V,odciąć,cut off
964,binden::V,wiązać,tie
965,stecken::V,wetknąć,stick
966,brechen::V,złamać,break
967,klopfen::V,pukać,knock
968,klopfen::V,stukać,knock
969,hauen::V,bić,hit
970,kleben::V,kleić,glue
971,reiben::V,trzeć,rub
972,streichen::V,smarować,spread
973,schleifen::V,ostrzyć,grind
974,schneiden::V,ciąć,cut
975,schneiden::V,krajać,cut
976,rütteln::V,trząść,jolt
977,schütteln::V,trząść,shake
978,schwenken::V,machać,swing
979,schütten::V,nasypać,pour
980,füllen::V,napełnić,fill
981,einwickeln::V,zawinąć,wrap
982,tragen::V,nieść,carry
983,schleppen::V,wlec,drag
984,ziehen::V,ciągnąć,pull
985,aufbewahren::V,przechowywać,keep
986,werfen::V,rzucać,throw
987,fangen::V,łowić,catch
988,packen::V,chwycić,grab
989,verstecken::V,ukryć,hide
990,verstecken::V,schować,hide
991,teilen::V,podzielić,divide
992,schicken::V,posyłać,send
993,bringen::V,przynieść,bring
994,hinzufügen::V,dodać,add
995,bekommen::V,dostać,get
996,erhalten::V,otrzymać,receive
997,nehmen::V,wziąć,take
998,wählen::V,wybrać,choose
999,auswählen::V,wybrać,select
1000,bewahren::V,zachować,preserve
1001,behindern::V,utrudnić,hinder
1002,behindern::V,przeszkadzać,hinder
1003,verderben::V,zepsuć,spoil
1004,beschädigen::V,uszkodzić,damage
1005,zerbrechen::V,złamać,break
1006,zerreißen::V,drzeć,tear
1007,zerreißen::V,rozdzierać,tear
1008,zerstören::V,zniszczyć,destroy
1009,verbrennen::V,spalić,burn
1010,geben::V,dać,give
1011,reichen::V,podać,hand
1012,schenken::V,darować,give
1013,versprechen::V,obiecać,promise
1014,wünschen::V,życzyć,wish
1015,loben::V,chwalić,praise
1016,küssen::V,całować,kiss
1017,wiegen::V,kołysać,rock
1018,zudecken::V,przykryć,cover
1019,wecken::V,zbudzić,wake
1020,zeigen::V,pokazać,show
1021,führen::V,wieść,guide
1022,führen::V,prowadzić,guide
1023,lehren::V,uczyć,teach
1024,unterrichten::V,nauczać,instruct
1025,aufziehen::V,wychować,bring up
1026,leiten::V,kierować,lead
1027,antreiben::V,popędzić,urge
1028,lassen::V,zostawić,let
1029,einladen::V,zaprosić,invite
1030,vereinigen::V,zjednoczyć,unite
1031,besuchen::V,odwiedzić,visit
1032,treffen::V,trafić,meet
1033,treffen::V,spotkać,meet
1034,sich versammeln::V,zebrać się,assemble
1035,sich versammeln::V,zgromadzić się,assemble
1036,spielen::V,grać,play
1037,spielen::V,bawić się,play
1038,singen::V,śpiewać,sing
1039,tanzen::V,pląsać,dance
1040,tanzen::V,tańczyć,dance
1041,sich trennen::V,rozstać się,separate
1042,verlassen::V,opuścić,leave
1043,retten::V,ocalić,rescue
1044,retten::V,uratować,rescue
1045,bewachen::V,pilnować,guard
1046,schützen::V,ochronić,protect
1047,verteidigen::V,bronić,defend
1048,sich schlagen::V,pobić się,brawl
1049,schießen::V,strzelać,shoot
1050,siegen::V,zwycziężyć,win
1051,ärgern::V,gniewać,annoy
1052,schlagen::V,bić,beat
1053,schlagen::V,uderzyć,beat
1054,treten::V,kopnąć,kick
1055,stechen::V,ukłuć,sting
1056,stoßen::V,popchnąć,shove
1057,stehlen::V,ukraść,steal
1058,stören::V,zakłócić,disturb
1059,stören::V,przeszkodzić,disturb
1060,belästigen::V,dokuczać,bother
1061,verbergen::V,ukryć,conceal
1062,täuschen::V,łudzić,deceive
1063,betrügen::V,oszukać,cheat
1064,töten::V,zabić,kill
1065,wohnen::V,mieszkać,dwell
1066,arbeiten::V,pracować,work
1067,sammeln::V,zebrać,gather
1068,pflücken::V,zerwać,pick
1069,jagen::V,polować,hunt
1070,fischen::V,łowić ryby,fish
1071,fassen::V,złapać,catch
1072,hüten::V,paść,herd
1073,treiben::V,pędzić,drive
1074,anbinden::V,przywiązać,tie up
1075,füttern::V,karmić,feed
1076,melken::V,doić,milk
1077,hacken::V,rąbać,chop
1078,gießen::V,lać,water
1079,gießen::V,podlać,water
1080,reifen::V,dojrzeć,ripen
1081,zubereiten::V,przyrządzić,cook
1082,kochen::V,gotować,boil
1083,backen::V,piec,bake
1084,braten::V,piec,fry
1085,braten::V,smażyć,fry
1086,umrühren::V,przemieszać,stir
1087,stricken::V,dziać,knit
1088,nähen::V,szyć,sew
1089,färben::V,pofarbować,dye
1090,reinigen::V,oczyścić,clean
1091,waschen::V,prać,wash
1092,abwischen::V,obetrzeć,wipe
1093,spülen::V,płukać,rinse
1094,fegen::V,zamiatać,sweep
1095,kehren::V,zamieść,sweep
1096,baden::V,kąpać się,bath
1097,sich waschen::V,myć się,wash
1098,ausziehen::V,zdjąć,take off
1099,anziehen::V,włożyć,put on
1100,sich anziehen::V,ubrać się,get dressed
1101,kämmen::V,uczesać,comb
1102,schmücken::V,ozdabiać,decorate
1103,sagen::V,powiedzieć,say
1104,sprechen::V,mówić,speak
1105,reden::V,mówić,talk
1106,sich unterhalten::V,rozmawiać,chat
1107,fragen::V,zapytać,ask
1108,bitten::V,prosić,request
1109,erzählen::V,opowiedzieć,tell
1110,mitteilen::V,zawiadomić o,convey
1111,nennen::V,nazwać,name
1112,rufen::V,wołać,call
1113,prahlen::V,chełpić się,brag
1114,übersetzen::V,tłumaczyć,translate
1115,denken::V,myśleć,think
1116,glauben::V,sądzić,believe
1117,glauben::V,wierzyć,believe
1118,bemerken::V,zauważyć,notice
1119,erkennen::V,poznać,recognize
1120,begreifen::V,zrozumieć,grasp
1121,verstehen::V,rozumieć,understand
1122,verstehen::V,dosłyszeć,understand
1123,lernen::V,uczyć się,learn
1124,wissen::V,wiedzieć,know
1125,sich erinnern an::V,przypomnieć sobie,remember
1126,vergessen::V,zapomnieć,forget
1127,messen::V,mierzyć,measure
1128,zählen::V,liczyć,count
1129,rechnen::V,rachować,calculate
1130,lesen::V,czytać,read
1131,malen::V,malować,paint
1132,zeichnen::V,rysować,draw
1133,schreiben::V,pisać,write
1134,besitzen::V,posiadać,own
1135,kaufen::V,kupić,buy
1136,verkaufen::V,sprzedać,sell
1137,bezahlen::V,zapłacić,pay for
1138,zahlen::V,płacić,pay
1139,beherrschen::V,opanować,rule
1140,ertragen::V,znieść,endure
