,Concept_ID,ml,kn
914,behindern::V,തടയിടുക,ಅಡ್ಡಿಮಾಡು
915,verderben::V,നശിപ്പിക്കുക,ಕೆಡಿಸು
916,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,ಹಾಳುಮಾಡು
917,zerbrechen::V,ഉടയുക,ಮುರಿ
918,zerreißen::V,കീറുക,ಸೀಳು
919,zerstören::V,നശിപ്പിക്കുക,ಅಳಿಸು
920,verbrennen::V,കത്തിനശിക്കുക,ಸುಡು
921,verbrennen::V,കത്തിച്ചുകളയുക,ಸುಡು
922,geben::V,കൊടുക്കുക,ಕೊಡು
923,geben::V,തരുക,ಕೊಡು
924,reichen::V,കൈമാറുക,ಕೊಡು
925,schenken::V,സമ്മാനം കൊടുക്കുക,ಅರ್ಪಿಸು
926,versprechen::V,വാഗ്ദാനം_നൽകുക,ವಾಗ್ದಾನಮಾಡು
927,wünschen::V,ആഗ്രഹിക്കുക,ಬಯಸು
928,loben::V,പുകഴ്ത്തുക,ಹೊಗಳು
929,küssen::V,ഉമ്മവയ്ക്കുക,ಚುಂಬಿಸು
930,wiegen::V,ഇളകുക,ತೂಗು
931,zudecken::V,മുടുക,ಹಾಸು
932,wecken::V,ഉണർത്തുക,ಎಬ್ಬಿಸು
933,zeigen::V,കാണിക്കുക,ತೋರಿಸು
934,führen::V,നടത്തുക,ದಾರಿತೋರಿಸು
935,lehren::V,പഠിപ്പിക്കുക,ಕಲಿಸು
936,unterrichten::V,പരിശീലിപ്പിക്കുക,ಬೋಧಿಸು
937,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,ಸಲಹು
938,leiten::V,നയിക്കുക,ಮುಂದಾಳಾಗಿರು 
939,antreiben::V,പ്രേരിപ്പിക്കുക,ಓಡಿಸು
940,lassen::V,അനുവദിക്കുക,ಮಾಡಲುಬಿಡು
941,einladen::V,ക്ഷണിക്കുക,ಆಹ್ವಾನಿಸು
942,vereinigen::V,കൂടിച്ചേരുക,ಒಂದಾಗು
943,besuchen::V,സന്ദർശിക്കുക,ಭೇಟಿಯಾಗು
944,treffen::V,തമ്മിൽ കാണുക,ಸಂಧಿಸು
945,sich versammeln::V,സംയോജിപ്പിക്കുക,ನೆರೆ
946,spielen::V,കളിക്കുക,ಆಡು
947,singen::V,പാടുക,ಹಾಡು
948,tanzen::V,നൃത്തം ചെയ്യുക,ಕುಣಿ
949,sich trennen::V,നേർപെടുത്തുക,ಪ್ರತ್ಯೇಮಾಡು
950,verlassen::V,പിൻവാങ്ങുക,ಕಳೆ
951,retten::V,രക്ഷിക്കുക,ರಕ್ಷಿಸು
952,bewachen::V,കാവൽനിൽക്കുക,ಕಾಪಾಡು
953,schützen::V,പരിരക്ഷിക്കുക,ಸಂರಕ್ಷಿಸು
954,verteidigen::V,പ്രതിരോധിക്കുക,ಕಾಪಿಡು
955,sich schlagen::V,കലഹിക്കുക,ಕಿತ್ತಾಟ
956,schießen::V,വെടിവെക്കുക,ಎಸೆ
957,siegen::V,വിജയിക്കുക,ಗೆಲ್ಲು
958,ärgern::V,വിഷമിപ്പിക്കുക,ರೇಗಿಸು
959,schlagen::V,അടിക്കുക,ಹೊಡೆ
960,treten::V,തൊഴിക്കുക,ಒದೆ
961,stechen::V,കുത്തുക,ಚುಚ್ಚು
962,stoßen::V,തള്ളുക,ತಳ್ಳು
963,stehlen::V,മോഷ്ടിക്കുക,ಕದಿ
964,stören::V,ശല്യപ്പെടുത്തുക,ಕತಕು
965,belästigen::V,മെനക്കെടുക,ತೊಂದರೆ
966,verbergen::V,മറയ്ക്കുക,ಮರೆಮಾಜು
967,verbergen::V,ഒളിക്കുക,ಮರೆಮಾಜು
968,täuschen::V,കബളിപ്പിക്കുക,ಠಕ್ಕಿಸು
969,betrügen::V,ചതിക്കുക,ವಂಚಿಸು
970,töten::V,കൊല്ലുക,ಕೊಲ್ಲು
971,wohnen::V,താമസിക്കുക,ವಾಸಿಸು
972,arbeiten::V,ജോലിചെയ്യുക,ಕೆಲಸ ಮಾಡು
973,sammeln::V,സഞ്ചയിക്കുക,ಸಂಚಯಿಸು
974,pflücken::V,പറിച്ചെടുക്കുക,ಬಿಡಿಸು
975,jagen::V,വേട്ടയാടുക,ಬೇಟೆಯಾಡು
976,fischen::V,മീൻ പിടിക്കുക,ಮೀನು ಹಿಡಿ
977,fassen::V,പിടിക്കുക,ಹಿಡಿ
978,hüten::V,ചേർക്കുക,ಗುಂಪುಸೇರಿಸು
979,treiben::V,വാഹനം_ഓടിക്കുക,ದಬ್ಬು
980,anbinden::V,കെട്ടിയിടുക,ಬಿಗಿ
981,füttern::V,തീറ്റുക,ಮೇಯಿಸು
982,melken::V,പാലുകറക്കുക,ಹಾಲು ಕರೆ
983,hacken::V,വെട്ടിമുറിക്കുക,ತುಂಡರಿಸು
984,gießen::V,നനയ്ക്കുക,ನೀರುಹಾಕು
985,reifen::V,പാകമാകുക,ಕಳಿ
986,zubereiten::V,പാചകം_ചെയ്യുക,ಅಡಿಗೆಮಾಡು
987,kochen::V,വേവിക്കുക,ಅಡು
988,backen::V,ബേക്ക് ചെയ്യുക,ಬೇಯಿಸು
989,braten::V,പോരിക്കുക,ಕರಿ
990,umrühren::V,ഇളക്കുക,ಕಲಕು
991,stricken::V,മെടയുക,ಹೆಣೆ
992,nähen::V,തുന്നുക,ಹೊಲಿ
993,färben::V,ചായം പൂശുക,ಬಣ್ಣ ಹತ್ತು
994,reinigen::V,വൃത്തിയാക്കുക,ಸ್ವಚ್ಛಮಾಡು
995,waschen::V,കഴുകുക,ತೊಳೆ
996,abwischen::V,തുടയ്ക്കുക,ಒರಸು
997,spülen::V,കഴുകുക,ಗಲಬರಿಸು
998,fegen::V,അടിച്ചുവാരുക,ಗುಡಿಸು
999,kehren::V,അടിച്ചുവാരുക,ಗುಡಿಸು
1000,baden::V,നീന്തിത്തുടിക്കുക,ಸ್ನಾನಮಾಡು
1001,sich waschen::V,കഴുകുക,ತೊಳೆ
1002,ausziehen::V,ഇഴുക്കുക,ಬಿಚ್ಚು
1003,anziehen::V,ഉടുക്കുക,ಹಾಕು
1004,sich anziehen::V,ധരിച്ച നേടുകയുക,ಹಾಕು
1005,kämmen::V,മുടിചീകുക,ಬಾಚು
1006,schmücken::V,അലങ്കരിക്കുക,ಅಲಂಕರಿಸು
1007,sagen::V,പറയുക,ಹೇಳು
1008,sprechen::V,സംസാരിക്കുക,ನುಡಿ
1009,reden::V,സംസാരിക്കുക,ನುಡಿ
1010,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,ಹರಟೆ ಹೊಡಿ
1011,fragen::V,ചോദിക്കുക,ವಿಚಾರಿಸು
1012,bitten::V,അപേക്ഷിക്കുക,ಬೇಡು
1013,erzählen::V,പറയുക,ಹೇಳು
1014,mitteilen::V,അറിയിക്കുക,ತಿಳಿಸು
1015,nennen::V,പേരിടുക,ಹೆಸರಿಡು
1016,rufen::V,വിളിക്കുക,ಕರೆ
1017,prahlen::V,പൊങ്ങച്ചം പറയുക,ಜಂಬ ಕೊಚ್ಚು
1018,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,ಭಾಷಾಂತರಿಸು
1019,denken::V,ചിന്തിക്കുക,ಯೋಚಿಸು
1020,glauben::V,വിശ്വസിക്കുക,ನಂಬು
1021,bemerken::V,ശ്രദ്ധിക്കുക,ಗಮನಿಸು
1022,erkennen::V,തിരിചറിയുക,ಗುರುತುಹಿಡಿ
1023,begreifen::V,കൈപ്പിടിയിലാക്കുക,ಗ್ರಹಿಸು
1024,verstehen::V,മനസ്സിലാക്കുക,ಅರ್ಥಮಾಡಿಕೊ
1025,lernen::V,പഠിക്കുക,ಕಲಿ
1026,wissen::V,അറിയുക,ಅರಿ
1027,sich erinnern an::V,ഓർമിക്കുക,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1028,vergessen::V,മറക്കുക,ಮರೆತುವಿಡು
1029,messen::V,അളക്കുക,ಅಳೆ
1030,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,ಗಣಿಸು
1031,rechnen::V,ഗണിക്കുക,ಲೆಕ್ಕ ಹಾಕು
1032,lesen::V,വായിക്കുക,ಓದು
1033,malen::V,ചിത്രം വരയ്ക്കുക,ಬಿಡಿಸು
1034,zeichnen::V,വരയ്ക്കുക,ಬಿಡಿಸು
1035,schreiben::V,എഴുതുക,ಬರೆ
1036,besitzen::V,സ്വന്തമാക്കുക,ಒಡೆಯನಾಗಿರು
1037,kaufen::V,വാങ്ങുക,ಕೊಳ್ಳು
1038,verkaufen::V,വിൽക്കുക,ಕೊಡು
1039,bezahlen::V,പരിഹാരം ചെയ്യുക,ಬೆಲೆತೆರು
1040,zahlen::V,പണം അടയ്ക്കുക,ಹಣವನ್ನುಕೊಡು
1041,beherrschen::V,ഭരിക്കുക,ಅಧಿಕಾರ ನಡೆಸು
1042,ertragen::V,താങ്ങുക,ಸಹಿಸು
