,Concept_ID,it,hu
95,Nebel::N,nebbia,köd
96,Wolke::N,nube,felhő
97,Wolke::N,nùvola,felhő
98,Regen::N,pioggia,eső
99,Schnee::N,neve,hó
100,Eis::N,ghiaccio,jég
101,Frost::N,gelo,fagy
102,Kälte::N,freddo,hideg
103,Hitze::N,caldo,hő
104,Hitze::N,caldo,hőség
105,Hitze::N,calura,hő
106,Hitze::N,calura,hőség
107,Raureif::N,brina,zúzmara
108,Regenbogen::N,arcobaleno,szivárvány
109,Donner::N,tuono,dörgés
110,Donner::N,tuono,mennydörgés
111,Strömung::N,corrente,áramlat
112,Tropfen::N,goccia,csepp
113,Schaum::N,spuma,hab
114,Schaum::N,spuma,tajték
115,Schaum::N,schiuma,hab
116,Schaum::N,schiuma,tajték
117,Schmutz::N,sudiciume,piszok
118,See::N,lago,tó
119,Sumpf::N,palude,mocsár
120,Moor::N,torbiera,láp
121,Wiese::N,prato,rét
122,Wiese::N,prato,mező
123,Wald::N,bosco,erdő
124,Wald::N,foresta,erdő
125,Hügel::N,colle,domb
126,Hügel::N,collina,domb
127,Anhöhe::N,altura,magaslat
128,Berg::N,monte,hegy
129,Berg::N,montagna,hegy
130,Gipfel::N,cima,csúcs
131,Höhle::N,grotta,barlang
132,Höhle::N,caverna,barlang
133,Abhang::N,pendìo,lejtő
134,Quelle::N,sorgente,forrás
135,Bach::N,ruscello,patak
136,Fluss::N,fiume,folyó
137,Ufer::N,riva,part
138,Küste::N,costa,tengerpart
139,Festland::N,terraferma,szárazföld
140,Meer::N,mare,tenger
141,Bucht::N,cala,öböl
142,Insel::N,ìsola,sziget
143,Blume::N,fiore,virág
144,Gras::N,erba,fű
145,Wurzel::N,radice,gyökér
146,Baum::N,àlbero,fa
147,Stamm::N,tronco,tő
148,Stamm::N,tronco,törzs
149,Rinde::N,corteccia,kéreg
150,Ast::N,ramo,ág
151,Zweig::N,ramo,gally
152,Blatt::N,foglia,levél
153,Birke::N,betulla,nyír
154,Kiefer[Baum]::N,pino,fenyő
155,Weide[Baum]::N,sàlice,fűz
156,Tanne::N,abete,fenyő
157,Horn::N,corno,szarv
158,Feder::N,penna,toll
159,Fell::N,manto,szőr
160,Fell::N,manto,bunda
161,Fell::N,pelame,szőr
162,Fell::N,pelame,bunda
163,Flügel::N,ala,szárny
164,Klaue::N,grinfia,köröm
165,Kralle::N,unghia,karom
166,Kralle::N,artiglio,karom
167,Schwanz::N,coda,farok
168,Ei::N,uovo,tojás
169,Nest::N,nido,fészek
170,Bau::N,covo,odú
171,Tier::N,bestia,állat
172,Tier::N,animale,állat
173,Herde::N,gregge,nyáj
174,Herde::N,gregge,csorda
175,Kuh::N,vacca,tehén
176,Bulle::N,toro,bika
177,Pferd::N,cavallo,ló
178,Schaf::N,pècora,juh
179,Schaf::N,pècora,birka
180,Schwein::N,porco,sertés
181,Schwein::N,maiale,sertés
182,Hund::N,cane,eb
183,Hund::N,cane,kutya
184,Katze::N,gatta,macska
185,Bär::N,orso,medve
186,Eichhörnchen::N,scoiàttolo,mókus
187,Elch::N,alce,jávorszarvas
188,Fuchs::N,volpe,róka
189,Hase::N,lepre,nyúl
190,Maus::N,topo,egér
191,Maus::N,sorcio,egér
192,Wolf::N,lupo,farkas
193,Vogel::N,uccello,madár
194,Schwarm::N,stormo,raj
195,Huhn::N,gallina,tyúk
196,Hahn::N,gallo,kakas
197,Gans::N,oca,lúd
198,Gans::N,oca,liba
199,Adler::N,àquila,sas
200,Ente::N,ànatra,kacsa
201,Eule::N,gufo,bagoly
202,Eule::N,civetta,bagoly
203,Kranich::N,gru,daru
204,Krähe::N,cornacchia,varjú
205,Kuckuck::N,cuccù,kakukk
206,Kuckuck::N,cùculo,kakukk
207,Schwan::N,cigno,hattyú
208,Fisch::N,pesce,hal
209,Barsch::N,pèrsico,sügér
210,Hecht::N,luccio,csuka
211,Schlange[Tier]::N,serpente,kígyó
212,Wurm::N,baco,kukac
213,Wurm::N,verme,kukac
214,Spinne::N,ragno,pók
215,Ameise::N,formica,hangya
216,Laus::N,pidocchio,tetű
217,Mücke::N,zanzara,szúnyog
218,Fliege::N,mosca,légy
219,Schmetterling::N,farfalla,lepke
220,Schmetterling::N,farfalla,pillangó
221,Beere::N,bacca,bogyó
222,Apfel::N,mela,alma
223,Pilz::N,fungo,gomba
224,Zwiebel::N,cipolla,hagyma
225,Saat::N,semente,vetőmag
226,Korn::N,grano,mag
227,Korn::N,grano,szem
228,Heu::N,fieno,széna
229,Schale::N,buccia,héj
230,Grube::N,cava,verem
231,Grube::N,fossa,verem
232,Falle::N,tràppola,csapda
233,Schlinge::N,laccio,tőr
234,Spur::N,traccia,nyom
235,Asche::N,cenere,hamu
236,Dreck::N,fango,sár
237,Dreck::N,fango,piszok
238,Eisen::N,ferro,vas
239,Gold::N,oro,arany
240,Silber::N,argento,ezüst
241,Kohle::N,carbone,szén
242,Glas::N,vetro,üveg
243,Lehm::N,argilla,agyag
244,Lehm::N,argilla,vályog
245,Sand::N,arena,homok
246,Sand::N,sabbia,homok
247,Mensch::N,uomo,ember
248,Mensch::N,èssere umano,ember
249,Mann::N,uomo,úr
250,Mann::N,uomo,férfi
251,Frau::N,donna,nő
252,Frau::N,donna,asszony
253,Kind::N,bambino,gyerek
254,Kind::N,bambino,gyermek
255,Junge::N,ragazzo,fiú
256,Mädchen::N,ragazza,lány
257,Familie::N,famiglia,család
258,Großvater::N,nonno,nagyapa
259,Großmutter::N,nonna,nagyanya
260,Eltern::N,genitori,szülők
261,Vater::N,padre,apa
262,Vater::N,padre,atya
263,Mutter::N,madre,anya
264,Sohn::N,figlio,fiú
265,Tochter::N,figlia,lány
266,Bruder::N,fratello,fivér
267,Bruder::N,fratello,testvér
268,Schwester::N,sorella,nővér
269,Schwester::N,sorella,lánytestvér
270,Onkel::N,zio,nagybácsi
271,Tante::N,zia,nagynéni
272,Ehemann::N,marito,férj
273,Ehefrau::N,moglie,feleség
274,Freude::N,gioia,öröm
275,Freude::N,piacere,öröm
276,Gelächter::N,risata,nevetés
277,Gelächter::N,risata,hahotázás
278,Glück::N,felicità,boldogság
279,Kummer::N,afflizione,bánat
280,Wunsch::N,desiderio,óhaj
281,Lust::N,voglia,kedv
282,Geist::N,mente,elme
283,Geist::N,mente,szellem
284,Geist::N,spìrito,elme
285,Geist::N,spìrito,szellem
286,Gedanke::N,idea,gondolat
287,Gedanke::N,pensiero,gondolat
288,Gedächtnis::N,memoria,emlékezet
289,Verstand::N,intelletto,ész
290,Verstand::N,intelletto,értelem
291,Sinn::N,senso,értelem
292,Sinn::N,significato,értelem
293,Grund::N,causa,ok
294,Grund::N,causa,alap
295,Grund::N,motivo,ok
296,Grund::N,motivo,alap
297,Grund::N,ragione,ok
298,Grund::N,ragione,alap
299,Wahrheit::N,verità,igaz
300,Wahrheit::N,verità,igazság
301,Gespräch::N,discorso,beszélgetés
302,Gespräch::N,conversazione,beszélgetés
303,Märchen::N,fiaba,mese
304,Märchen::N,fàvola,mese
305,Erzählung::N,racconto,elbeszélés
306,Erzählung::N,narrazione,elbeszélés
307,Nachricht::N,messaggio,hír
308,Nachricht::N,messaggio,híradás
309,Neuigkeit::N,notizia,újság
310,Name::N,nome,név
311,Rätsel::N,indovinello,rejtvény
312,Rede::N,discorso,beszéd
313,Rede::N,discorso,szónoklat
314,Sprache::N,lingua,nyelv
315,Sprache::N,linguaggio,nyelv
316,Stimme::N,voce,hang
317,Wort::N,parola,szó
318,Zeichen::N,segno,jel
319,Zeichen::N,segnale,jel
320,Ruf::N,chiamata,kiáltás
321,Lärm::N,chiasso,zaj
322,Lärm::N,strèpito,zaj
323,Laut::N,suono,hang
324,Ton::N,tono,hang
325,Lied::N,canto,dal
326,Lied::N,canto,ének
327,Lied::N,canzone,dal
328,Lied::N,canzone,ének
329,Ruhe::N,calma,csend
330,Ruhe::N,calma,nyugalom
331,Ruhe::N,tranquillità,csend
332,Ruhe::N,tranquillità,nyugalom
333,Leute::N,gente,emberek
334,Volk::N,pòpolo,nép
335,Arbeit::N,lavoro,dolog
336,Gast::N,òspite,vendég
337,Gast::N,invitato,vendég
338,Geschenk::N,regalo,ajándék
339,Spiel::N,gioco,játék
340,Gesellschaft::N,compagnìa,társaság
341,Hilfe::N,aiuto,segítség
342,Hilfe::N,soccorso,segítség
343,Freund::N,amico,barát
344,Kamerad::N,camerata,társ
345,Angelegenheit::N,affare,ügy
346,Angelegenheit::N,faccenda,ügy
347,Anzahl::N,nùmero,szám
348,Anzahl::N,quantità,szám
349,Art::N,tipo,faj
350,Art::N,tipo,fajta
351,Art::N,specie,faj
352,Art::N,specie,fajta
353,Stück::N,pezzo,darab
354,Teil::N,parte,rész
355,Hälfte::N,metà,fél
356,Kreis::N,cìrcolo,kör
357,Kreuz::N,croce,kereszt
358,Linie::N,lìnea,vonal
359,Strich::N,tratto,vonás
360,Abstand::N,distanza,köz
361,Entfernung::N,distanza,távolság
362,Entfernung::N,lontananza,távolság
363,Gegend::N,regione,táj
364,Gegend::N,regione,vidék
365,Platz::N,posto,hely
366,Platz::N,spazio,hely
367,Ort::N,luogo,hely
368,Ort::N,località,hely
369,Seite::N,lato,fél
370,Seite::N,lato,oldal
371,Seite::N,parte,fél
372,Seite::N,parte,oldal
373,Mitte::N,mezzo,közép
374,Mitte::N,centro,közép
375,Gegenstand::N,oggetto,tárgy
376,Sache::N,cosa,dolog
377,Rand::N,orlo,szél
378,Rand::N,orlo,perem
379,Rand::N,orlo,szegély
380,Rand::N,bordo,szél
381,Rand::N,bordo,perem
382,Rand::N,bordo,szegély
383,Kante::N,spìgolo,él
384,Ecke::N,canto,sarok
385,Ecke::N,canto,szöglet
386,Spitze::N,punta,csúcs
387,Ende::N,capo,vég
388,Ende::N,estremità,vég
389,Loch::N,buco,lyuk
390,Winkel::N,àngolo,szög
391,Muster::N,disegno,minta
392,Größe::N,taglia,nagyság
393,Größe::N,grandezza,nagyság
394,Länge::N,lunghezza,hossz
395,Länge::N,lunghezza,hosszúság
396,Höhe::N,altezza,magasság
397,Gewicht::N,peso,súly
398,Menge::N,quantità,sokaság
399,Menge::N,quantità,mennyiség
400,Haufen::N,cùmulo,halom
401,Haufen::N,mucchio,halom
402,Reihe::N,fila,sor
403,Boot::N,barca,csónak
404,Boot::N,battello,csónak
405,Ruder::N,remo,evező
406,Schlitten::N,slitta,szánkó
407,Ski::N,sci,sí
408,Lagerfeuer::N,falò,tábortűz
409,Lagerfeuer::N,fuoco di bivacco,tábortűz
410,Last::N,càrico,teher
411,Gang::N,andata,járás
412,Schritt::N,passo,lépés
413,Norden::N,nord,észak
414,Norden::N,settentrione,észak
415,Süden::N,sud,dél
416,Süden::N,meridione,dél
417,Westen::N,òvest,nyugat
418,Westen::N,occidente,nyugat
419,Osten::N,est,kelet
420,Osten::N,oriente,kelet
421,Holz::N,legno,fa
422,Brett::N,asse,deszka
423,Brett::N,tàvola,deszka
424,Platte::N,lastra,lap
425,Platte::N,lastra,lemez
426,Platte::N,piastra,lap
427,Platte::N,piastra,lemez
428,Stütze::N,supporto,támasz
429,Stütze::N,supporto,támaszték
430,Stange::N,sbarra,rúd
431,Stange::N,sbarra,pózna
432,Stange::N,pèrtica,rúd
433,Stange::N,pèrtica,pózna
434,Stock::N,verga,pálca
435,Stock::N,bastone,pálca
436,Stock::N,bacchetta,pálca
437,Stab::N,asta,bot
438,Rohr::N,tubo,cső
439,Haus::N,casa,ház
440,Heim::N,casa,otthon
441,Ofen::N,stufa,kályha
442,Fußboden::N,pavimento,padló
443,Tisch::N,tàvolo,asztal
444,Stuhl::N,sedia,szék
445,Wiege::N,culla,bölcső
446,Bett::N,letto,ágy
447,Regal::N,scaffale,polc
448,Regal::N,scaffale,állvány
449,Kiste::N,cassa,láda
450,Fenster::N,finestra,ablak
451,Tür::N,porta,ajtó
452,Tor::N,portone,kapu
453,Zaun::N,recinto,kerítés
454,Dach::N,tetto,tető
455,Leiter::N,scala,létra
456,Leiter::N,scala a pioli,létra
457,Besen::N,scopa,seprű
458,Spaten::N,vanga,ásó
459,Schaufel::N,pala,lapát
460,Gabel::N,forchetta,villa
461,Löffel::N,cucchiaio,kanál
462,Messer::N,coltello,kés
463,Nagel::N,chiodo,szeg
464,Netz::N,rete,háló
465,Haken::N,uncino,kampó
466,Griff::N,mànico,nyél
467,Griff::N,mànico,fogantyú
468,Griff::N,maniglia,nyél
469,Griff::N,maniglia,fogantyú
470,Schloss::N,serratura,zár
471,Bild::N,quadro,kép
472,Bild::N,immàgine,kép
473,Figur::N,figura,alak
474,Puppe::N,bàmbola,bábu
475,Beutel::N,borsa,zacskó
476,Beutel::N,sacchetto,zacskó
477,Bündel::N,fascio,köteg
478,Bündel::N,fagotto,köteg
479,Tasche::N,borsa,táska
480,Eimer::N,secchio,vödör
481,Deckel::N,coperchio,fedő
482,Deckel::N,coperchio,fedél
483,Geschirr::N,stoviglie,edény
484,Sack::N,sacco,zsák
485,Tasse::N,tazza,csésze
486,Topf::N,pèntola,fazék
487,Kessel::N,paiolo,üst
488,Kessel::N,paiolo,bogrács
489,Kessel::N,calderone,üst
490,Kessel::N,calderone,bogrács
491,Essen::N,pasto,evés
492,Essen::N,pasto,étkezés
493,Essen::N,mangiare,evés
494,Essen::N,mangiare,étkezés
495,Nahrung::N,cibo,ennivaló
496,Nahrung::N,alimento,ennivaló
497,Speise::N,piatto,étel
498,Fleisch::N,carne,hús
499,Getreide::N,cereali,gabona
500,Brei::N,purè,pép
501,Brei::N,purè,kása
502,Brei::N,pappa,pép
503,Brei::N,pappa,kása
504,Brot::N,pane,kenyér
505,Scheibe::N,fetta,szelet
506,Scheibe::N,trancia,szelet
507,Fett::N,grasso,háj
508,Fett::N,grasso,zsír
509,Butter::N,burro,vaj
510,Öl::N,olio,olaj
511,Salz::N,sale,só
512,Suppe::N,zuppa,leves
513,Suppe::N,minestra,leves
514,Honig::N,miele,méz
515,Milch::N,latte,tej
516,Tee::N,tè,tea
517,Leder::N,pelle,bőr
518,Wolle::N,lana,gyapjú
519,Stoff::N,panno,szövet
520,Stoff::N,tessuto,szövet
521,Nadel::N,ago,tű
522,Faden::N,filo,fonál
523,Knopf::N,bottone,gomb
524,Knoten::N,nodo,csomó
525,Farbe::N,pittura,szín
526,Farbe::N,pittura,festék
527,Kleidung::N,vestiti,ruha
528,Kleidung::N,vestiti,ruházat
529,Kleidung::N,vestiario,ruha
530,Kleidung::N,vestiario,ruházat
531,Hemd::N,camicia,ing
532,Kragen::N,bàvero,gallér
533,Kragen::N,colletto,gallér
534,Ärmel::N,mànica,ujj
535,Hose::N,calzoni,gatya
536,Hose::N,calzoni,nadrág
537,Gürtel::N,cintura,öv
538,Mütze::N,berretto,sapka
539,Schuh::N,scarpa,cipő
540,Stiefel::N,stivale,csizma
541,Ring::N,anello,gyűrű
542,Band::N,nastro,szalag
543,Band::N,fettuccia,szalag
544,Kamm::N,pèttine,fésű
545,Spiegel::N,specchio,tükör
546,Riemen::N,cinghia,szíj
547,Schnur::N,corda,zsinór
548,Leine::N,guinzaglio,póráz
549,Decke::N,coperta,takaró
550,Kissen::N,cuscino,párna
551,Kissen::N,guanciale,párna
552,Tuch::N,fazzoletto,kendő
553,Handtuch::N,asciugamano,törülköző
554,Kraft::N,forza,erő
555,Stärke::N,forza,erő
556,Stärke::N,forza,erősség
557,Stärke::N,vigore,erő
558,Stärke::N,vigore,erősség
559,Stärke::N,fortezza,erő
560,Stärke::N,fortezza,erősség
561,Gesundheit::N,salute,egészség
562,Krankheit::N,malattìa,kór
563,Krankheit::N,malattìa,betegség
564,Schmerz::N,dolore,fájdalom
565,Wunde::N,piaga,seb
566,Wunde::N,ferita,seb
567,Fieber::N,febbre,láz
568,Arznei::N,fàrmaco,orvosság
569,Arznei::N,fàrmaco,gyógyszer
570,Arznei::N,medicina,orvosság
571,Arznei::N,medicina,gyógyszer
572,Brücke::N,ponte,híd
573,Brunnen::N,pozzo,kút
574,Weide::N,pàscolo,legelő
575,Pfad::N,sentiero,ösvény
576,Weg::N,via,út
577,Weg::N,cammino,út
578,Straße::N,strada,út
579,Dorf::N,paese,falu
580,Dorf::N,villaggio,falu
581,Stadt::N,città,város
582,Brief::N,lèttera,levél
583,Buch::N,libro,könyv
584,Buchstabe::N,lèttera,betű
585,Zeitung::N,giornale,újság
586,Zeitung::N,giornale,hírlap
587,Leben::N,vita,élet
588,Tod::N,morte,halál
589,Grab::N,tomba,sír
590,Grab::N,sepolcro,sír
591,Kirche::N,chiesa,templom
592,Sünde::N,peccato,bűn
593,Sünde::N,peccato,vétek
594,Gott::N,dio,isten
595,Arbeiter::N,operaio,munkás
596,Arbeiter::N,lavoratore,munkás
597,Chef::N,capo,főnök
598,Chef::N,padrone,főnök
599,Meister::N,mastro,mester
600,Meister::N,maestro,mester
601,Arzt::N,mèdico,orvos
602,Arzt::N,dottore,orvos
603,Lehrer::N,professore,tanár
604,Lehrer::N,professore,tanító
605,Geld::N,soldi,pénz
606,Geld::N,denaro,pénz
607,Geschäft::N,affare,üzlet
608,Geschäft::N,negozio,üzlet
609,Laden::N,negozio,bolt
610,Preis::N,prezzo,ár
611,Ware::N,merce,áru
612,Nutzen::N,ùtile,haszon
613,Nutzen::N,profitto,haszon
614,Reichtum::N,ricchezza,gazdagság
615,Welt::N,mondo,világ
616,Land::N,paese,ország
617,Staat::N,Stato,állam
618,König::N,re,király
619,Macht::N,potere,hatalom
620,Grenze::N,confine,határ
621,Grenze::N,frontiera,határ
622,Krieg::N,guerra,háború
623,Feind::N,nemico,ellenség
624,Gewalt::N,violenza,erőszak
625,Kampf::N,lotta,harc
626,Bogen[Waffe]::N,arco,íj
627,Pfeil::N,freccia,nyíl
628,Gewehr::N,fucile,puska
629,Gewehr::N,fucile,fegyver
630,Fehler::N,errore,hiba
631,Fehler::N,sbaglio,hiba
632,Lüge::N,bugìa,hazugság
633,Lüge::N,menzogna,hazugság
634,Schaden::N,danno,kár
635,Unglück::N,sfortuna,csapás
636,Unglück::N,sfortuna,balszerencse
637,Schuld::N,colpa,bűn
638,Alter::N,età,kor
639,Schluss::N,fine,vég
640,Schluss::N,fine,befejezés
641,Zeit::N,tempo,idő
642,Tag::N,giorno,nap
643,Tag::N,giornata,nap
644,Morgen::N,mattina,reggel
645,Mittag::N,mezzogiorno,dél
646,Abend::N,sera,este
647,Abend::N,serata,este
648,Nacht::N,notte,éj
649,Nacht::N,notte,éjszaka
650,Woche::N,settimana,hét
651,Monat::N,mese,hó
652,Monat::N,mese,hónap
653,Jahr::N,anno,év
654,Frühling::N,primavera,tavasz
655,Sommer::N,estate,nyár
656,Herbst::N,autunno,ősz
657,Winter::N,inverno,tél
658,Januar::N,gennaio,január
659,Februar::N,febbraio,február
660,März::N,marzo,március
661,April::N,aprile,április
662,Mai::N,maggio,május
663,Juni::N,giugno,június
664,Juli::N,luglio,július
665,August::N,agosto,augusztus
666,September::N,settembre,szeptember
667,Oktober::N,ottobre,október
668,November::N,novembre,november
669,Dezember::N,dicembre,december
670,Montag::N,lunedì,hétfő
671,Dienstag::N,martedì,kedd
672,Mittwoch::N,mercoledì,szerda
673,Donnerstag::N,giovedì,csütörtök
674,Freitag::N,venerdì,péntek
675,Samstag::N,sàbato,szombat
676,Sonntag::N,domenica,vasárnap
677,groß::A,grande,nagy
678,klein::A,pìccolo,pici
679,klein::A,pìccolo,kicsi
680,lang::A,lungo,hosszú
681,kurz::A,corto,rövid
682,breit::A,largo,széles
683,schmal::A,stretto,keskeny
684,dicht::A,denso,sűrű
685,dick[Gegenstand]::A,spesso,vastag
686,dünn::A,sottile,vékony
687,fein::A,fine,vékony
688,fein::A,delicato,vékony
689,fest::A,sodo,szilárd
690,fest::A,fisso,szilárd
691,flach::A,piano,sík
692,flach::A,piano,lapos
693,flach::A,piatto,sík
694,flach::A,piatto,lapos
695,glatt::A,liscio,sima
696,hart::A,duro,kemény
697,weich::A,molle,puha
698,rund::A,rotondo,kerek
699,spitz::A,aguzzo,hegyes
700,spitz::A,appuntito,hegyes
701,scharf::A,affilato,éles
702,scharf::A,tagliente,éles
703,stumpf::A,smussato,tompa
704,stumpf::A,smussato,életlen
705,schwer::A,pesante,nehéz
706,schwer::A,pesante,súlyos
707,schön::A,bello,szép
708,heiß::A,caldo,forró
709,heiß::A,bollente,forró
710,warm::A,caldo,meleg
711,kalt::A,freddo,hideg
712,kühl::A,fresco,hűs
713,kühl::A,fresco,hűvös
714,frisch::A,fresco,üde
715,frisch::A,fresco,friss
716,feucht::A,ùmido,nedves
717,nass::A,bagnato,vizes
718,trocken::A,secco,száraz
719,voll::A,pieno,telt
720,leer::A,vuoto,üres
721,offen::A,aperto,nyílt
722,offen::A,aperto,nyitott
723,geschlossen::A,chiuso,zárt
724,geschlossen::A,chiuso,csukott
725,sauber::A,netto,tiszta
726,sauber::A,pulito,tiszta
727,schmutzig::A,sporco,piszkos
728,schmutzig::A,sporco,szennyes
729,schmutzig::A,sùdicio,piszkos
730,schmutzig::A,sùdicio,szennyes
731,roh::A,crudo,nyers
732,reif::A,maturo,érett
733,lecker::A,ghiotto,finom
734,lecker::A,squisito,finom
735,süß::A,dolce,édes
736,bitter::A,amaro,keserű
737,sauer::A,aspro,savanyú
738,sauer::A,acerbo,savanyú
739,hell::A,chiaro,világos
740,dunkel::A,buio,sötét
741,dunkel::A,oscuro,sötét
742,schwarz::A,nero,fekete
743,weiß::A,bianco,fehér
744,rot::A,rosso,vörös
745,gelb::A,giallo,sárga
746,blau::A,blu,kék
747,blau::A,azzurro,kék
748,grün::A,verde,zöld
749,grau::A,grigio,ősz
750,grau::A,grigio,szürke
751,bunt::A,variopinto,tarka
752,bunt::A,variopinto,színes
753,billig::A,a buon prezzo,olcsó
754,billig::A,a buon mercato,olcsó
755,teuer::A,caro,drága
756,wertvoll::A,prezioso,értékes
757,blind::A,cieco,vak
758,taub::A,sordo,süket
759,kräftig::A,forte,erős
760,kräftig::A,robusto,erős
761,stark::A,forte,erős
762,stark::A,vigoroso,erős
763,schwach::A,dèbole,gyenge
764,schwach::A,dèbole,erőtlen
765,fett::A,grasso,hájas
766,schlank::A,snello,karcsú
767,schlank::A,slanciato,karcsú
768,hübsch::A,bello,csinos
769,hübsch::A,carino,csinos
770,böse::A,cattivo,rossz
771,böse::A,cattivo,gonosz
772,dumm::A,stùpido,buta
773,dumm::A,stùpido,ostoba
774,faul::A,pigro,lusta
775,fleißig::A,diligente,szorgalmas
776,geizig::A,avaro,fukar
777,geizig::A,avaro,fösvény
778,klug::A,intelligente,okos
779,klug::A,intelligente,eszes
780,geschickt::A,àbile,ügyes
781,lieb::A,caro,drága
782,lieb::A,caro,kedves
783,lustig::A,gaio,víg
784,lustig::A,gaio,vidám
785,lustig::A,allegro,víg
786,lustig::A,allegro,vidám
787,sanft::A,dolce,enyhe
788,hungrig::A,affamato,éhes
789,krank::A,malato,beteg
790,krank::A,infermo,beteg
791,nackt::A,nudo,csupasz
792,nackt::A,nudo,meztelen
793,traurig::A,triste,bús
794,traurig::A,triste,szomorú
795,lebendig::A,vivo,élő
796,gut::A,buono,jó
797,schlecht::A,cattivo,rossz
798,richtig::A,giusto,helyes
799,schlimm::A,grave,rossz
800,wahr::A,vero,igaz
801,alt::A,vecchio,ó
802,alt::A,vecchio,régi
803,neu::A,nuovo,új
804,ehemalig::A,vecchio,volt
805,ehemalig::A,vecchio,egykori
806,ehemalig::A,d'una_volta,volt
807,ehemalig::A,d'una_volta,egykori
808,alt[Lebewesen]::A,anziano,öreg
809,jung::A,giovane,fiatal
810,arm::A,pòvero,szegény
811,reich::A,ricco,gazdag
812,bekannt::A,noto,ismert
813,bekannt::A,noto,ismeretes
814,bekannt::A,conosciuto,ismert
815,bekannt::A,conosciuto,ismeretes
816,berühmt::A,famoso,híres
817,berühmt::A,cèlebre,híres
818,fremd::A,estràneo,idegen
819,fremd::A,straniero,idegen
820,verschieden::A,diverso,különböző
821,verschieden::A,differente,különböző
822,nah::A,vicino,közeli
823,nah::A,propinquo,közeli
824,fern::A,lontano,távoli
825,linker::A,sinistro,bal
826,rechter::A,destro,jobb
827,anderer::A,altro,más
828,anderer::A,altro,másik
829,erster::A,primo,első
830,zweiter::A,secondo,második
831,dritter::A,terzo,harmadik
832,letzter::A,ùltimo,utolsó
833,allein::ADV,solo,egyedül
834,allein::ADV,da solo,egyedül
835,auf einmal::ADV,insieme,egyszerre
836,zusammen::ADV,insieme,együtt
837,zusammen::ADV,insieme,összesen
838,lange::ADV,a lungo,sokáig
839,lange::ADV,a lungo,hosszan
840,plötzlich::ADV,all'improvviso,hirtelen
841,plötzlich::ADV,all'improvviso,egyszerre
