,Concept_ID,lt,xal
85,Wolke::N,debesis,үүлн
86,Regen::N,lietus,хур
87,Schnee::N,sniegas,цасн
88,Eis::N,ledas,мөсн
89,Frost::N,šalna,киитн
90,Kälte::N,šaltis,киитн
91,Hitze::N,karštis,халун
92,Raureif::N,šerkšnas,цаң
93,Raureif::N,šerkšnas,кирү
94,Regenbogen::N,vaivorykštė,солңһ
95,Donner::N,perkūnas,оһтрһун дун
96,Donner::N,griaustinis,оһтрһун дун
97,Strömung::N,tėkmė,урсхл
98,Tropfen::N,lašas,дусал
99,Schaum::N,putos,көөсн
100,Schmutz::N,purvas,кир
101,See::N,ežeras,нур
102,Sumpf::N,klampynė,унул
103,Sumpf::N,liūnas,унул
104,Moor::N,pelkė,улм
105,Wiese::N,pieva,хадлһн
106,Wald::N,miškas,ө-модн
107,Hügel::N,kalva,толһа
108,Anhöhe::N,kauburys,хамр
109,Berg::N,kalnas,уул
110,Gipfel::N,viršūnė,ора
111,Höhle::N,ola,хадин көндә
112,Abhang::N,šlaitas,ташу
113,Abhang::N,nuokalnė,ташу
114,Quelle::N,versmė,булг
115,Quelle::N,šaltinis,булг
116,Bach::N,upelis,һооҗур
117,Fluss::N,upė,һол
118,Ufer::N,krantas,көвә
119,Küste::N,pajūris,көвә
120,Küste::N,pajūris,теңгсин көвә
121,Festland::N,sausuma,хүүрә һазр
122,Meer::N,jūra,теңгс
123,Bucht::N,įlanka,цекә
124,Bucht::N,įlanka,теңгсин цекә
125,Bucht::N,užutekis,цекә
126,Bucht::N,užutekis,теңгсин цекә
127,Insel::N,sala,арл
128,Blume::N,gėlė,цецг
129,Gras::N,žolė,ноһан
130,Wurzel::N,šaknis,уңг
131,Baum::N,medis,модн
132,Stamm::N,kamienas,шилв
133,Stamm::N,kamienas,һол модн
134,Rinde::N,žievė,көрсн
135,Ast::N,šaka,ац
136,Zweig::N,šakelė,ац
137,Blatt::N,lapas,хамтхасн
138,Birke::N,beržas,хусм модн
139,Kiefer[Baum]::N,pušis,шар харһа
140,Weide[Baum]::N,karklas,удн
141,Tanne::N,eglė,җөөлн цаһан модн
142,Tanne::N,kėnis,җөөлн цаһан модн
143,Horn::N,ragas,өвр
144,Feder::N,plunksna,өрвлг
145,Fell::N,kailis,арсн
146,Flügel::N,sparnas,җивр
147,Klaue::N,kanopa,хумсн
148,Kralle::N,nagas,тавг
149,Schwanz::N,uodega,сүл
150,Ei::N,kiaušinis,өндгн
151,Nest::N,gūžta,үр
152,Nest::N,lizdas,үр
153,Bau::N,ola,нүкн
154,Tier::N,gyvūnas,мал
155,Herde::N,banda,сүрг мал
156,Herde::N,kaimenė,сүрг мал
157,Kuh::N,karvė,үкр
158,Bulle::N,bulius,бух
159,Pferd::N,arklys,мөрн
160,Schaf::N,avis,хөн
161,Schwein::N,kiaulė,һаха
162,Hund::N,šuo,ноха
163,Katze::N,katė,мис
164,Bär::N,lokys,аю
165,Eichhörnchen::N,voveraitė,кермн
166,Elch::N,briedis,хандһа
167,Fuchs::N,lapė,арат
168,Hase::N,kiškas,туула
169,Maus::N,pelė,хулһн
170,Wolf::N,vilkas,чон
171,Vogel::N,paukštis,шовун
172,Schwarm::N,spiečius,зел
173,Huhn::N,višta,така
174,Hahn::N,gaidys,эр така
175,Gans::N,žąsis,һалун
176,Adler::N,erelis,һәрд
177,Ente::N,antis,нуһсн
178,Eule::N,pelėda,һурвлһ
179,Kranich::N,gervė,тоһрун
180,Krähe::N,varna,шаазһа
181,Kuckuck::N,gegužė,эргин хуцдг
182,Schwan::N,gulbė,хун
183,Fisch::N,žuvis,заһсн
184,Barsch::N,ešerys,шүрг
185,Hecht::N,lydeka,цурх
186,Schlange[Tier]::N,gyvatė,моһа
187,Wurm::N,kirmėlė,өтн
188,Spinne::N,voras,аралҗн
189,Ameise::N,skruzdė,шорһлҗн
190,Laus::N,utėlė,бөөсн
191,Mücke::N,uodas,бөкүн
192,Fliege::N,musė,батхн
193,Schmetterling::N,drugys,эрвәкә
194,Schmetterling::N,peteliškė,эрвәкә
195,Beere::N,uoga,бөөлҗрһн
196,Apfel::N,obuolys,альмн
197,Pilz::N,grybas,теңгрин ки
198,Zwiebel::N,svogūnas,мәңгрснә толһа
199,Saat::N,sėkla,буудян экн
200,Korn::N,grūdai,экн
201,Heu::N,šienas,өвсн
202,Schale::N,žievelė,хальсн
203,Grube::N,duobė,нүкн
204,Falle::N,pinklės,урх
205,Falle::N,pinklės,хавх
206,Falle::N,žabangai,урх
207,Falle::N,žabangai,хавх
208,Schlinge::N,kilpa,бүтү
209,Spur::N,vėžė,мөр
210,Spur::N,pėdos,мөр
211,Spur::N,pėdsakas,мөр
212,Asche::N,pelenai,үмсн
213,Dreck::N,purvas,бальчг
214,Eisen::N,geležis,төмр
215,Gold::N,auksas,алтн
216,Silber::N,sidabras,мөңгн
217,Silber::N,sidabras,цаһан мөңгн
218,Kohle::N,anglis,нүүрсн
219,Glas::N,stiklas,шил
220,Lehm::N,molis,шавр
221,Sand::N,smėlis,элсн
222,Mensch::N,žmogus,күн
223,Mensch::N,žmogus,күмн
224,Mann::N,vyras,эр
225,Mann::N,vyriškis,эр
226,Frau::N,moteris,күүкд күн
227,Kind::N,vaikas,үрн
228,Junge::N,vaikinas,көвүн
229,Junge::N,berniukas,көвүн
230,Mädchen::N,mergytė,бичкн күүкн
231,Mädchen::N,mergaitė,бичкн күүкн
232,Familie::N,šeima,бүл
233,Großvater::N,senelis,өвк эцк
234,Großvater::N,senelis,наһц эцк
235,Großmutter::N,senelė,эмг эк
236,Großmutter::N,senelė,наһц эк
237,Eltern::N,tėvai,эк эцк хойр
238,Vater::N,tėvas,эцк
239,Mutter::N,motina,эк
240,Sohn::N,sūnus,көвүн
241,Tochter::N,duktė,күүкн
242,Bruder::N,brolis,дү көвүн
243,Schwester::N,sesuo,эгч
244,Schwester::N,sesuo,дү күүкн
245,Onkel::N,dėdė,авһ
246,Onkel::N,dėdė,наһцх
247,Tante::N,teta,наһц эгч
248,Ehemann::N,vyras,залу
249,Ehefrau::N,žmona,гергн
250,Freude::N,džiaugsmas,байр
251,Gelächter::N,juokas,инәдн
252,Glück::N,laimė,җирһл
253,Glück::N,laimė,сәәхн җирһл
254,Kummer::N,vargas,зовлң
255,Kummer::N,rūpestis,зовлң
256,Wunsch::N,troškimas,дурн
257,Wunsch::N,pageidavimas,дурн
258,Lust::N,noras,җилвтлһн
259,Lust::N,geidulys,җилвтлһн
260,Geist::N,dvasia,зөрг
261,Gedanke::N,mintis,ухан
262,Gedächtnis::N,atmintis,чееҗин тодлвр
263,Verstand::N,protas,ухан
264,Sinn::N,prasmė,учр-утх
265,Grund::N,priežastis,учр
266,Grund::N,priežastis,шалтан
267,Wahrheit::N,tiesa,үнн
268,Wahrheit::N,teisybė,үнн
269,Gespräch::N,pokalbis,күүндвүр
270,Märchen::N,pasaka,тууль
271,Erzählung::N,apsakymas,келвр
272,Erzählung::N,pasakojimas,келвр
273,Nachricht::N,žinia,медүллһн
274,Neuigkeit::N,naujiena,зәңг
275,Name::N,vardas,нерн
276,Rätsel::N,mįslė,тәәлвртә тууль
277,Rede::N,kalba,келлһн
278,Sprache::N,kalba,келн
279,Stimme::N,balsas,дун
280,Wort::N,žodis,үг
281,Zeichen::N,žymė,темдг
282,Zeichen::N,ženklas,темдг
283,Ruf::N,šauksmas,дуудлһн
284,Lärm::N,triukšmas,шууган
285,Laut::N,garsas,ә
286,Ton::N,tonas,дун
287,Ton::N,garsas,дун
288,Lied::N,daina,дун
289,Lied::N,giesmė,дун
290,Ruhe::N,ramybė,амулң
291,Ruhe::N,ramumas,амулң
292,Leute::N,žmonės,әмтн
293,Volk::N,tauta,улс
294,Arbeit::N,darbas,көдлмш
295,Arbeit::N,triūsas,көдлмш
296,Gast::N,svečias,гиич
297,Geschenk::N,dovana,белг
298,Spiel::N,žaismas,наадн
299,Spiel::N,žaidimas,наадн
300,Gesellschaft::N,draugija,олн
301,Gesellschaft::N,kompanija,олн
302,Hilfe::N,pagalba,нөкд
303,Freund::N,draugas,иньг
304,Freund::N,bičiulis,иньг
305,Kamerad::N,draugas,үр
306,Angelegenheit::N,dalykas,керг
307,Angelegenheit::N,reikalas,керг
308,Anzahl::N,kiekis,то
309,Anzahl::N,skaičius,то
310,Art::N,rūšis,зүүл
311,Stück::N,gabalas,хусг
312,Teil::N,dalis,хүв
313,Hälfte::N,pusė,өрәл
314,Kreis::N,ratas,төгрг
315,Kreis::N,apskritis,төгрг
316,Kreis::N,apskritimas,төгрг
317,Kreuz::N,kryžius,кирс
318,Linie::N,linija,зурасн
319,Strich::N,brėžis,татасн
320,Strich::N,brūkšnys,татасн
321,Abstand::N,atstumas,зә
322,Entfernung::N,atstumas,һазр
323,Gegend::N,vietovė,һазр
324,Platz::N,vieta,зә
325,Ort::N,vieta,бәәрн
326,Ort::N,vietovė,бәәрн
327,Seite::N,pusė,тал
328,Seite::N,pusė,хаҗу
329,Seite::N,pusė,хәврһ
330,Seite::N,šonas,тал
331,Seite::N,šonas,хаҗу
332,Seite::N,šonas,хәврһ
333,Mitte::N,vidurys,дунд
334,Gegenstand::N,dalykas,юмн
335,Sache::N,daiktas,юмн
336,Rand::N,kraštas,зах
337,Rand::N,pakraštys,зах
338,Kante::N,kraštas,ирмәг
339,Ecke::N,kertė,өнцг
340,Ecke::N,kampas,өнцг
341,Spitze::N,priekis,үзүр
342,Spitze::N,priešakys,үзүр
343,Ende::N,galas,үзүр
344,Loch::N,skylė,хаһрха
345,Winkel::N,kampas,булң
346,Winkel::N,kampelis,булң
347,Muster::N,raštas,намч
348,Größe::N,dydis,кемҗән
349,Größe::N,didumas,кемҗән
350,Länge::N,ilgis,ут
351,Länge::N,ilgumas,ут
352,Höhe::N,aukštis,өндр
353,Höhe::N,aukštuma,өндр
354,Gewicht::N,svoris,күнд
355,Gewicht::N,svoris,чиңнүр
356,Gewicht::N,svarstis,күнд
357,Gewicht::N,svarstis,чиңнүр
358,Menge::N,kiekis,ик
359,Menge::N,daugybė,ик
360,Haufen::N,krūva,ова
361,Haufen::N,šūsnis,ова
362,Reihe::N,greta,зерг
363,Reihe::N,greta,зерглән
364,Boot::N,valtis,оңһц
365,Boot::N,laivelis,оңһц
366,Ruder::N,irklas,хәәв
367,Schlitten::N,rogės,цан
368,Schlitten::N,rogutės,цан
369,Ski::N,slidė,лыҗ
370,Lagerfeuer::N,laužas,костёр
371,Last::N,našta,күнд
372,Last::N,nešulys,күнд
373,Gang::N,eisena,йовлһн
374,Schritt::N,žingsnis,ишкм
375,Norden::N,šiaurė,ар үзг
376,Norden::N,žiemiai,ар үзг
377,Süden::N,pietūs,өмн
378,Süden::N,pietūs,өмн үзг
379,Westen::N,vakarai,барун
380,Westen::N,vakarai,барун үзг
381,Osten::N,rytai,зүн
382,Osten::N,rytai,зүн үзг
383,Holz::N,mediena,модн
384,Brett::N,lenta,харһа
385,Platte::N,plokštė,хавтха чолун
386,Stütze::N,atrama,тулг
387,Stütze::N,atspara,тулг
388,Stange::N,lazda,уньн
389,Stange::N,kartis,уньн
390,Stock::N,lazda,модн
391,Stab::N,kartis,шуург
392,Rohr::N,vamzdis,турва
393,Haus::N,namas,гер
394,Heim::N,namai,гер-бул
395,Ofen::N,krosnis,беш
396,Fußboden::N,grindys,девскр
397,Tisch::N,stalas,ширә
398,Stuhl::N,kėdė,стул
399,Wiege::N,lopšys,өлгә
400,Wiege::N,lopšys,дүүҗң
401,Bett::N,lova,орн
402,Bett::N,lova,орндг
403,Bett::N,patalai,орн
404,Bett::N,patalai,орндг
405,Regal::N,lentyna,таг
406,Regal::N,lentyna,тәвц
407,Kiste::N,dėžė,яршг
408,Fenster::N,langas,терз
409,Tür::N,durys,үүдн
410,Tor::N,vartai,үүдн
411,Tor::N,vartai,өргн үүдн
412,Tor::N,vartai,хашан үүдн
413,Zaun::N,tvora,хаша
414,Dach::N,stogas,деевр
415,Leiter::N,kopėčios,шат
416,Leiter::N,kopėčios,давшур
417,Besen::N,šluota,сәвүр
418,Spaten::N,lopeta,күрз
419,Spaten::N,kastuvas,күрз
420,Schaufel::N,semtuvas,совг
421,Gabel::N,šakutė,серә
422,Löffel::N,šaukštas,ухр
423,Messer::N,peilis,утх
424,Nagel::N,vinis,хадасн
425,Netz::N,tinklas,гөлм
426,Haken::N,vagis,дегә
427,Haken::N,kablys,дегә
428,Griff::N,kotas,иш
429,Griff::N,kotas,бәрүл
430,Griff::N,rankena,иш
431,Griff::N,rankena,бәрүл
432,Schloss::N,spyna,оньс
433,Schloss::N,užraktas,оньс
434,Bild::N,paveikslas,зург
435,Figur::N,figūra,фигур
436,Puppe::N,lėlė,наадһа
437,Beutel::N,krepšys,мишг
438,Beutel::N,maišelis,мишг
439,Bündel::N,ryšulys,багла
440,Bündel::N,ryšulys,боодһа
441,Tasche::N,krepšelis,сумк
442,Eimer::N,kibiras,суулһ
443,Deckel::N,dangtis,бүркәсн
444,Geschirr::N,indai,сав
445,Geschirr::N,indai,сав-сарх
446,Sack::N,maišas,мишг
447,Tasse::N,puodukas,ааһ
448,Topf::N,puodas,кастрюль
449,Kessel::N,katilas,хәәсн
450,Essen::N,valgis,зоогллһн
451,Nahrung::N,penas,теҗәл
452,Nahrung::N,maistas,теҗәл
453,Speise::N,patiekalas,хот
454,Fleisch::N,mėsa,махн
455,Getreide::N,javai,хот болҗ эдлгддг цецгүдтә урһмл
456,Brei::N,košė,хаш
457,Brot::N,duona,өдмг
458,Scheibe::N,riekė,зүсм
459,Fett::N,taukai,өөкн
460,Fett::N,riebalai,өөкн
461,Butter::N,sviestas,тосн
462,Öl::N,aliejus,тосн
463,Salz::N,druska,давсн
464,Suppe::N,sriuba,шөлн
465,Honig::N,medus,бал
466,Milch::N,pienas,үсн
467,Tee::N,arbata,цә
468,Leder::N,oda,арсн
469,Wolle::N,vilna,утцн
470,Wolle::N,vilna,эд
471,Stoff::N,audeklas,эд
472,Nadel::N,adata,зүн
473,Faden::N,gija,утцн
474,Faden::N,siūlas,утцн
475,Knopf::N,saga,товч
476,Knoten::N,mazgas,зәңгдә
477,Farbe::N,dažai,будг
478,Kleidung::N,rūbai,хувцн
479,Kleidung::N,rūbai,хувц-хунр
480,Kleidung::N,drabužiai,хувцн
481,Kleidung::N,drabužiai,хувц-хунр
482,Hemd::N,marškiniai,киилг
483,Kragen::N,apykaklė,зах
484,Ärmel::N,rankovė,ханцн
485,Hose::N,kelnės,шалвур
486,Gürtel::N,juosta,бүс
487,Gürtel::N,diržas,бүс
488,Mütze::N,kepurė,махла
489,Schuh::N,batas,башмгуд
490,Stiefel::N,auliniai batai,һосн
491,Ring::N,žiedas,билцг
492,Band::N,kaspinas,лент
493,Kamm::N,šukos,сам
494,Spiegel::N,veidrodis,толь
495,Riemen::N,diržas,бүс
496,Schnur::N,virvė,деесн
497,Leine::N,pavadėlis,бурнтг
498,Leine::N,pavadėlis,нохан көтлвр
499,Decke::N,antklodė,көнҗл
500,Kissen::N,pagalvė,дер
501,Kissen::N,priegalvis,дер
502,Tuch::N,skarelė,альчур
503,Handtuch::N,rankšluostis,полотенц
504,Handtuch::N,rankšluostis,һар-нүүрин альчур
505,Kraft::N,jėga,күчн
506,Stärke::N,stiprumas,чидл
507,Gesundheit::N,sveikata,эрүл-менд
508,Krankheit::N,liga,өвчн
509,Schmerz::N,skausmas,өвдлһн
510,Wunde::N,žaizda,шав
511,Fieber::N,karštis,безг
512,Arznei::N,vaistas,эм
513,Brücke::N,tiltas,тагт
514,Brunnen::N,šulinys,худг
515,Weide::N,ganykla,малын идг
516,Weide::N,gluosnis,малын идг
517,Pfad::N,takas,цувг
518,Weg::N,kelias,хаалһ
519,Straße::N,gatvė,зам
520,Dorf::N,kaimas,хотн
521,Dorf::N,sodžius,хотн
522,Stadt::N,miestas,балһсн
523,Brief::N,laiškas,бичг
524,Buch::N,knyga,дегтр
525,Buchstabe::N,raidė,үзг
526,Zeitung::N,laikraštis,газет
527,Leben::N,gyvybė,җирһл
528,Leben::N,gyvenimas,җирһл
529,Tod::N,mirtis,үкл
530,Tod::N,mirtis,өңгрлһн
531,Grab::N,kapas,оршалһна нүкн
532,Kirche::N,bažnyčia,чонҗ
533,Sünde::N,nuodėmė,нүл
534,Sünde::N,nuodėmė,килнц
535,Sünde::N,nusidėjimas,нүл
536,Sünde::N,nusidėjimas,килнц
537,Gott::N,dievas,бурхн
538,Arbeiter::N,darbininkas,көдлмшч
539,Chef::N,šefas,толһач
540,Chef::N,vadovas,толһач
541,Chef::N,viršininkas,толһач
542,Meister::N,meistras,урн
543,Arzt::N,gydytojas,эмч
544,Lehrer::N,mokytojas,багш
545,Geld::N,pinigai,мөңгн
546,Geschäft::N,biznis,көдлмш
547,Laden::N,krautuvė,лавк
548,Laden::N,parduotuvė,лавк
549,Preis::N,kaina,үн
550,Ware::N,prekė,эд-тавр
551,Nutzen::N,nauda,олз
552,Nutzen::N,pelnas,олз
553,Reichtum::N,turtas,зөөр
554,Welt::N,pasaulis,орчлң
555,Welt::N,pasaulis,делкә
556,Land::N,žemė,орн-нутг
557,Land::N,šalis,орн-нутг
558,Staat::N,valstija,государств
559,König::N,karalius,хан
560,Macht::N,galia,йосн
561,Macht::N,valdžia,йосн
562,Grenze::N,riba,меҗә
563,Grenze::N,siena,меҗә
564,Krieg::N,karas,дән
565,Feind::N,priešas,дәәсн
566,Gewalt::N,jėga,күч һарһлһн
567,Gewalt::N,smurtas,күч һарһлһн
568,Gewalt::N,prievarta,күч һарһлһн
569,Kampf::N,kova,ноолдан
570,Kampf::N,kova,бәрлдлһн
571,Bogen[Waffe]::N,lankas,саадг
572,Pfeil::N,strėlė,сумн
573,Gewehr::N,šautuvas,бу
574,Fehler::N,klaida,алдг
575,Lüge::N,melas,худл
576,Schaden::N,nuostolis,хорлт
577,Schaden::N,apgadinimas,хорлт
578,Unglück::N,nelaimė,гүрм
579,Schuld::N,kaltė,гем
580,Schuld::N,kaltė,буру
581,Alter::N,amžius,насн
582,Schluss::N,pabaiga,чилгч
583,Zeit::N,laikas,цаг
584,Tag::N,diena,өдр
585,Morgen::N,rytas,өрүн
586,Mittag::N,vidurdienis,үд
587,Abend::N,vakaras,асхн
588,Nacht::N,naktis,сө
589,Woche::N,savaitė,долан хонг
590,Monat::N,mėnuo,сар
591,Jahr::N,metai,җил
592,Frühling::N,pavasaris,хавр
593,Sommer::N,vasara,зун
594,Herbst::N,ruduo,намр
595,Winter::N,žiema,үвл
596,Januar::N,sausis,январь
597,Februar::N,vasaris,февраль
598,März::N,kovas,март
599,März::N,kovas,моһа сар
600,April::N,balandis,апрель
601,Mai::N,gegužė,май
602,Juni::N,birželis,июнь
603,Juni::N,birželis,мөчн сар
604,Juli::N,liepa,июль
605,August::N,rugpjūtis,август
606,September::N,rugsėjis,һаха сар
607,Oktober::N,spalis,октябрь
608,November::N,lapkritis,ноябрь
609,November::N,lapkritis,үкр сар
610,Dezember::N,gruodis,бар сар
611,Montag::N,pirmadienis,понедельник
612,Dienstag::N,antradienis,вторник
613,Mittwoch::N,trečiadienis,среда
614,Mittwoch::N,trečiadienis,үлмҗ өдр
615,Donnerstag::N,ketvirtadienis,четверг
616,Donnerstag::N,ketvirtadienis,пүрвә өдр
617,Freitag::N,penktadienis,пятниц
618,Samstag::N,šeštadienis,суббот
619,Sonntag::N,sekmadienis,нарн өдр
620,Sonntag::N,sekmadienis,воскресень
621,groß::A,didis,ик
622,groß::A,didelis,ик
623,klein::A,mažas,бичкн
624,lang::A,ilgas,ут
625,kurz::A,trumpas,оһтр
626,breit::A,platus,өргн
627,schmal::A,smulkus,уутьхн
628,dicht::A,tankus,нигт
629,dick[Gegenstand]::A,storas,зузан
630,dünn::A,plonas,нимгн
631,fein::A,smulkus,нәрхн
632,fest::A,kietas,бат
633,fest::A,tvirtas,бат
634,flach::A,lėkštas,хавтха
635,flach::A,plokščias,хавтха
636,glatt::A,slidus,тегш
637,glatt::A,slidus,тиньгр
638,hart::A,kietas,хату
639,weich::A,minkštas,җөөлн
640,weich::A,minkštas,җөөлкн
641,rund::A,apvalus,төгрг
642,rund::A,apskritas,төгрг
643,spitz::A,aštrus,шовһр
644,spitz::A,smailus,шовһр
645,scharf::A,aštrus,хурц
646,stumpf::A,bukas,мука
647,stumpf::A,atšipęs,мука
648,schwer::A,sunkus,күнд
649,schön::A,gražus,сәәхн
650,heiß::A,karštas,халун
651,warm::A,šiltas,дулан
652,kalt::A,šaltas,киитн
653,kühl::A,vėsus,серүн
654,kühl::A,bejausmis,серүн
655,frisch::A,šviežias,серүн
656,feucht::A,drėgnas,чиигтә
657,nass::A,šlapias,чиигтә
658,trocken::A,sausas,хагсу
659,voll::A,pilnas,дүүрң
660,leer::A,tuščias,сул
661,leer::A,tuščias,хоосн
662,offen::A,atviras,секәтә
663,geschlossen::A,uždaras,хаалһата
664,geschlossen::A,uždarytas,хаалһата
665,sauber::A,švarus,цевр
666,schmutzig::A,nešvarus,киртә
667,schmutzig::A,purvinas,киртә
668,roh::A,žalias,түүкә
669,reif::A,prinokęs,болсн
670,reif::A,pribrendęs,болсн
671,lecker::A,gardus,әмтәхн
672,süß::A,saldus,әмтәхн
673,bitter::A,kartus,һашун
674,bitter::A,kartus,һашута
675,sauer::A,gižus,ишклң
676,sauer::A,rūgštus,ишклң
677,hell::A,šviesus,герлтә
678,hell::A,skaistus,герлтә
679,dunkel::A,tamsus,харңһу
680,schwarz::A,juodas,хар
681,weiß::A,baltas,цаһан
682,rot::A,raudonas,улан
683,gelb::A,geltonas,шар
684,blau::A,mėlynas,көк
685,grün::A,žalias,көк
686,grau::A,pilkas,бор
687,bunt::A,margas,алг
688,bunt::A,margas,эрәтә
689,bunt::A,spalvotas,алг
690,bunt::A,spalvotas,эрәтә
691,billig::A,pigus,кимд
692,teuer::A,brangus,үнтә
693,wertvoll::A,vertingas,үнтә
694,wertvoll::A,vertingas,эрднь
695,blind::A,aklas,сохр
696,taub::A,kurčias,дүлә
697,kräftig::A,stiprus,күчтә
698,stark::A,stiprus,чаңһ
699,schwach::A,silpnas,күчн тату
700,fett::A,riebus,тарһн
701,schlank::A,laibas,эццн
702,schlank::A,lieknas,эццн
703,hübsch::A,gražus,көркхн
704,böse::A,blogas,уурта
705,dumm::A,paikas,тенг
706,dumm::A,kvailas,тенг
707,faul::A,tingus,залху
708,fleißig::A,stropus,кинән
709,fleißig::A,stropus,кинмһә
710,fleißig::A,kruopštus,кинән
711,fleißig::A,kruopštus,кинмһә
712,geizig::A,šykštus,ховдг
713,klug::A,sumanus,ухата
714,klug::A,protingas,ухата
715,geschickt::A,apsukrus,чадмг
716,lieb::A,mielas,эңкр
717,lustig::A,smagus,сергмҗтә
718,lustig::A,smagus,җирһлтә
719,lustig::A,linksmas,сергмҗтә
720,lustig::A,linksmas,җирһлтә
721,sanft::A,švelnus,номһн
722,sanft::A,minkštas,номһн
723,hungrig::A,alkanas,өлн
724,hungrig::A,alkanas,харһнсн
725,krank::A,ligotas,өвчтә
726,krank::A,ligotas,шалтгта
727,krank::A,sergantis,өвчтә
728,krank::A,sergantis,шалтгта
729,nackt::A,nuogas,нүцкн
730,traurig::A,liūdnas,һундлта
731,lebendig::A,gyvas,әмд
732,gut::A,geras,сән
733,schlecht::A,blogas,му
734,schlecht::A,prastas,му
735,richtig::A,tikras,зөвтә
736,richtig::A,teisingas,зөвтә
737,schlimm::A,blogas,җигшүртә
738,schlimm::A,prastas,җигшүртә
739,wahr::A,tikras,үнн
740,wahr::A,tikras,мөн
741,alt::A,senas,хуучн
742,neu::A,naujas,шин
743,ehemalig::A,buvęs,хуучн
744,alt[Lebewesen]::A,pagyvenęs,көгшн
745,jung::A,jaunas,баһ
746,arm::A,neturtingas,угатя
747,reich::A,turtingas,байн
748,bekannt::A,žinomas,таньл
749,bekannt::A,žinomas,таньдг
750,bekannt::A,pažįstamas,таньл
751,bekannt::A,pažįstamas,таньдг
752,berühmt::A,žymus,туурсн
753,berühmt::A,garsus,туурсн
754,fremd::A,svetimas,күүнә
755,verschieden::A,įvairus,әдл биш
756,verschieden::A,įvairus,йилһәтә
757,nah::A,artimas,өөрхн
758,fern::A,tolimas,хол
759,linker::A,kairys,зүн
760,rechter::A,dešinys,барун
761,anderer::A,kitas,талдан
762,erster::A,pirmas,негдгч
763,zweiter::A,antras,хойрдгч
764,dritter::A,trečias,һурвдгч
765,letzter::A,paskutinis,отхн
766,allein::ADV,vienas,һанцарн
767,auf einmal::ADV,iš karto,нег дәкҗ
768,zusammen::ADV,kartu,хамдан
769,zusammen::ADV,drauge,хамдан
770,lange::ADV,ilgai,удан
771,plötzlich::ADV,staiga,генткн
