,Concept_ID,ps,xal
68,Welle::N,موج,дольган
69,Wasser::N,اوبه,усн
70,Stein::N,ډبره,чолун
71,Boden::N,مځکه,Һазр
72,Erde::N,خاوره,Һазр
73,Staub::N,ګرد,тоосн
74,Staub::N,خاوره,тоосн
75,Rauch::N,دود,утан
76,Rauch::N,لوګی,утан
77,Funke::N,سپرغۍ,очн
78,Feuer::N,اور,һал
79,Licht::N,رڼا,герл
80,Schatten::N,سیوری,сүүдр
81,Wetter::N,هوا,теңгр
82,Nebel::N,لړه,будн
83,Wolke::N,ورېځ,үүлн
84,Regen::N,وریا,хур
85,Regen::N,باران,хур
86,Schnee::N,واوره,цасн
87,Eis::N,یخ,мөсн
88,Eis::N,کنګل,мөсн
89,Frost::N,یخ,киитн
90,Kälte::N,ساړه,киитн
91,Hitze::N,تودوخي,халун
92,Raureif::N,سپینه پرخه,цаң
93,Raureif::N,سپینه پرخه,кирү
94,Regenbogen::N,بوډۍ ټال,солңһ
95,Regenbogen::N,سره زرغونه,солңһ
96,Donner::N,تالنده,оһтрһун дун
97,Strömung::N,بهېدنه,урсхл
98,Tropfen::N,قطره,дусал
99,Tropfen::N,څاڅکی,дусал
100,Schaum::N,ځګ,көөсн
101,Schmutz::N,ناپاکي,кир
102,See::N,جهیل,нур
103,Sumpf::N,جبه,унул
104,Moor::N,جبه,улм
105,Wiese::N,چمن,хадлһн
106,Wiese::N,شنېلی,хадлһн
107,Wald::N,ځنګل,ө-модн
108,Hügel::N,تپه,толһа
109,Anhöhe::N,غونډۍ,хамр
110,Berg::N,غ‍‍‍‍‍ر,уул
111,Gipfel::N,څوکه,ора
112,Höhle::N,کاز,хадин көндә
113,Abhang::N,لمن,ташу
114,Quelle::N,چینه,булг
115,Bach::N,واله,һооҗур
116,Fluss::N,سیند,һол
117,Ufer::N,غاړه,көвә
118,Küste::N,ساحل,көвә
119,Küste::N,ساحل,теңгсин көвә
120,Festland::N,وچه,хүүрә һазр
121,Meer::N,بحر,теңгс
122,Meer::N,سمندر,теңгс
123,Bucht::N,کارۍ,цекә
124,Bucht::N,کارۍ,теңгсин цекә
125,Insel::N,ټاپو,арл
126,Insel::N,جزيره,арл
127,Blume::N,ګل,цецг
128,Gras::N,واښه,ноһан
129,Wurzel::N,ریښه,уңг
130,Baum::N,ونه,модн
131,Stamm::N,ډډ,шилв
132,Stamm::N,ډډ,һол модн
133,Rinde::N,پوستکی,көрсн
134,Ast::N,ښاخ,ац
135,Zweig::N,څانګه,ац
136,Blatt::N,پاڼه,хамтхасн
137,Birke::N,توس,хусм модн
138,Kiefer[Baum]::N,نښتر,шар харһа
139,Weide[Baum]::N,وله,удн
140,Tanne::N,ناجو,җөөлн цаһан модн
141,Horn::N,ښکر,өвр
142,Feder::N,بڼکه,өрвлг
143,Fell::N,پوستکی,арсн
144,Flügel::N,وزر,җивр
145,Klaue::N,پنجه,хумсн
146,Klaue::N,منګول,хумсн
147,Kralle::N,پنجه,тавг
148,Kralle::N,منګول,тавг
149,Schwanz::N,لکۍ,сүл
150,Ei::N,وۍ,өндгн
151,Ei::N,هګۍ,өндгн
152,Nest::N,جاله,үр
153,Bau::N,کاز,нүкн
154,Tier::N,ژوی,мал
155,Tier::N,حیوان,мал
156,Herde::N,رمه,сүрг мал
157,Herde::N,غېله,сүрг мал
158,Kuh::N,غوا,үкр
159,Bulle::N,غوئی,бух
160,Pferd::N,آس,мөрн
161,Schaf::N,پسه,хөн
162,Schwein::N,سرکوزی,һаха
163,Hund::N,سپی,ноха
164,Katze::N,پشه,мис
165,Bär::N,خرس,аю
166,Eichhörnchen::N,خړ لمی,кермн
167,Elch::N,ګوزن,хандһа
168,Fuchs::N,سپلم,арат
169,Hase::N,سوی,туула
170,Maus::N,مږک,хулһн
171,Wolf::N,لېوه,чон
172,Vogel::N,مرغه,шовун
173,Schwarm::N,سېل,зел
174,Huhn::N,چرګه,така
175,Hahn::N,چرګ,эр така
176,Gans::N,بته,һалун
177,Adler::N,عقاب,һәрд
178,Ente::N,ایلۍ,нуһсн
179,Eule::N,ګونګی,һурвлһ
180,Kranich::N,کلنګ,тоһрун
181,Krähe::N,کارغه,шаазһа
182,Kuckuck::N,فاخته,эргин хуцдг
183,Schwan::N,قو,хун
184,Fisch::N,کب,заһсн
185,Fisch::N,ماهی,заһсн
186,Schlange[Tier]::N,مار,моһа
187,Wurm::N,چینجی,өтн
188,Spinne::N,غڼه,аралҗн
189,Spinne::N,تارکښ,аралҗн
190,Ameise::N,مېږی,шорһлҗн
191,Laus::N,سپږه,бөөсн
192,Mücke::N,ماشی,бөкүн
193,Fliege::N,مچ,батхн
194,Schmetterling::N,پتنګ,эрвәкә
195,Beere::N,مېوۍ,бөөлҗрһн
196,Apfel::N,مڼه,альмн
197,Pilz::N,خرېړی,теңгрин ки
198,Zwiebel::N,پیاز,мәңгрснә толһа
199,Saat::N,تخم,буудян экн
200,Korn::N,تخم,экн
201,Korn::N,دانه,экн
202,Heu::N,بوس,өвсн
203,Heu::N,پروړه,өвсн
204,Schale::N,پوستکی,хальсн
205,Grube::N,کنده,нүкн
206,Falle::N,دام,урх
207,Falle::N,دام,хавх
208,Falle::N,لومه,урх
209,Falle::N,لومه,хавх
210,Schlinge::N,کړۍ,бүтү
211,Spur::N,نښه,мөр
212,Asche::N,آس,үмсн
213,Asche::N,ایره,үмсн
214,Dreck::N,ناپاکي,бальчг
215,Eisen::N,اوسپنه,төмр
216,Gold::N,سره زر,алтн
217,Silber::N,نقره,мөңгн
218,Silber::N,نقره,цаһан мөңгн
219,Silber::N,سپین زر,мөңгн
220,Silber::N,سپین زر,цаһан мөңгн
221,Kohle::N,سکور,нүүрсн
222,Kohle::N,سکاره,нүүрсн
223,Glas::N,ښيښه,шил
224,Lehm::N,خټه,шавр
225,Sand::N,شګه,элсн
226,Mensch::N,انسان,күн
227,Mensch::N,انسان,күмн
228,Mann::N,سړی,эр
229,Mann::N,نارینه,эр
230,Frau::N,ښځه,күүкд күн
231,Kind::N,بچی,үрн
232,Kind::N,ماشوم,үрн
233,Junge::N,هلک,көвүн
234,Mädchen::N,نجلۍ,бичкн күүкн
235,Familie::N,کورنۍ,бүл
236,Großvater::N,بابا,өвк эцк
237,Großvater::N,بابا,наһц эцк
238,Großmutter::N,انا,эмг эк
239,Großmutter::N,انا,наһц эк
240,Eltern::N,مور او پلار,эк эцк хойр
241,Vater::N,پلار,эцк
242,Mutter::N,مور,эк
243,Sohn::N,زوی,көвүн
244,Tochter::N,لور,күүкн
245,Bruder::N,ورور,дү көвүн
246,Schwester::N,خور,эгч
247,Schwester::N,خور,дү күүкн
248,Onkel::N,تره,авһ
249,Onkel::N,تره,наһцх
250,Onkel::N,ماما,авһ
251,Onkel::N,ماما,наһцх
252,Tante::N,خاله,наһц эгч
253,Ehemann::N,مېړه,залу
254,Ehefrau::N,مېرمن,гергн
255,Freude::N,خوشحالي,байр
256,Gelächter::N,خندا,инәдн
257,Glück::N,بخت,җирһл
258,Glück::N,بخت,сәәхн җирһл
259,Kummer::N,غم,зовлң
260,Wunsch::N,هيله,дурн
261,Wunsch::N,غوښتنه,дурн
262,Lust::N,شوق,җилвтлһн
263,Lust::N,مینه,җилвтлһн
264,Geist::N,روح,зөрг
265,Gedanke::N,فکر,ухан
266,Gedächtnis::N,یاد,чееҗин тодлвр
267,Gedächtnis::N,حافظه,чееҗин тодлвр
268,Verstand::N,عقل,ухан
269,Verstand::N,شعور,ухан
270,Sinn::N,معنی,учр-утх
271,Grund::N,علت,учр
272,Grund::N,علت,шалтан
273,Grund::N,اساس,учр
274,Grund::N,اساس,шалтан
275,Wahrheit::N,حقیقت,үнн
276,Gespräch::N,مرکه,күүндвүр
277,Gespräch::N,خبرې اترې,күүндвүр
278,Märchen::N,افسانه,тууль
279,Erzählung::N,قصه,келвр
280,Erzählung::N,کیسه,келвр
281,Nachricht::N,خبر,медүллһн
282,Neuigkeit::N,نوی خبر,зәңг
283,Name::N,نوم,нерн
284,Rätsel::N,کیسۍ,тәәлвртә тууль
285,Rätsel::N,چیستان,тәәлвртә тууль
286,Rede::N,وینا,келлһн
287,Sprache::N,ژبه,келн
288,Stimme::N,غږ,дун
289,Stimme::N,اواز,дун
290,Wort::N,لغت,үг
291,Wort::N,کلمه,үг
292,Zeichen::N,نښه,темдг
293,Zeichen::N,اشاره,темдг
294,Ruf::N,ږغ,дуудлһн
295,Ruf::N,بلنه,дуудлһн
296,Lärm::N,غالمغال,шууган
297,Laut::N,ږغ,ә
298,Ton::N,اواز,дун
299,Lied::N,غزله,дун
300,Lied::N,سندره,дун
301,Ruhe::N,ارامي,амулң
302,Leute::N,خلک,әмтн
303,Volk::N,ولس,улс
304,Arbeit::N,کار,көдлмш
305,Gast::N,مېلمه,гиич
306,Geschenk::N,تحفه,белг
307,Geschenk::N,سوغات,белг
308,Spiel::N,لوبه,наадн
309,Gesellschaft::N,ډله,олн
310,Hilfe::N,کومک,нөкд
311,Hilfe::N,مرسته,нөкд
312,Freund::N,ملګری,иньг
313,Kamerad::N,انډيوال,үр
314,Angelegenheit::N,موضوع,керг
315,Anzahl::N,شمېر,то
316,Anzahl::N,تعداد,то
317,Art::N,ډول,зүүл
318,Stück::N,ټوټه,хусг
319,Teil::N,برخه,хүв
320,Hälfte::N,نیم,өрәл
321,Kreis::N,دایره,төгрг
322,Kreuz::N,صلیب,кирс
323,Linie::N,خط,зурасн
324,Linie::N,لیکه,зурасн
325,Strich::N,کرښه,татасн
326,Abstand::N,فاصله,зә
327,Entfernung::N,واټن,һазр
328,Gegend::N,سیمه,һазр
329,Gegend::N,منطقه,һазр
330,Platz::N,ځای,зә
331,Ort::N,ځای,бәәрн
332,Seite::N,مخ,тал
333,Seite::N,مخ,хаҗу
334,Seite::N,مخ,хәврһ
335,Seite::N,اړخ,тал
336,Seite::N,اړخ,хаҗу
337,Seite::N,اړخ,хәврһ
338,Mitte::N,وسط,дунд
339,Mitte::N,مینځ,дунд
340,Gegenstand::N,شی,юмн
341,Sache::N,شی,юмн
342,Sache::N,څيز,юмн
343,Rand::N,څنډه,зах
344,Rand::N,کناره,зах
345,Kante::N,اړخ,ирмәг
346,Ecke::N,ګوټ,өнцг
347,Spitze::N,څوکه,үзүр
348,Ende::N,څوکه,үзүр
349,Loch::N,سوری,хаһрха
350,Winkel::N,کنج,булң
351,Winkel::N,کوتی,булң
352,Muster::N,نمونه,намч
353,Größe::N,قد,кемҗән
354,Größe::N,لويوالی,кемҗән
355,Länge::N,طول,ут
356,Länge::N,اوږد والی,ут
357,Höhe::N,جګوالی,өндр
358,Gewicht::N,وزن,күнд
359,Gewicht::N,وزن,чиңнүр
360,Menge::N,اندازه,ик
361,Haufen::N,کوټه,ова
362,Reihe::N,صف,зерг
363,Reihe::N,صف,зерглән
364,Reihe::N,کتار,зерг
365,Reihe::N,کتار,зерглән
366,Boot::N,قايق,оңһц
367,Ruder::N,چپه,хәәв
368,Schlitten::N,ښویېدونی,цан
369,Ski::N,سکي,лыҗ
370,Lagerfeuer::N,اور,костёр
371,Last::N,بار,күнд
372,Last::N,پېټی,күнд
373,Gang::N,تګ,йовлһн
374,Schritt::N,ګام,ишкм
375,Norden::N,شمال,ар үзг
376,Süden::N,سوېل,өмн
377,Süden::N,سوېل,өмн үзг
378,Westen::N,لوېدېځ,барун
379,Westen::N,لوېدېځ,барун үзг
380,Osten::N,شرق,зүн
381,Osten::N,شرق,зүн үзг
382,Osten::N,ختیځ,зүн
383,Osten::N,ختیځ,зүн үзг
384,Holz::N,لرګی,модн
385,Brett::N,تخته,харһа
386,Platte::N,تخته,хавтха чолун
387,Stütze::N,تکیوان,тулг
388,Stange::N,ډاګه,уньн
389,Stock::N,لرګی,модн
390,Stab::N,چيخله,шуург
391,Rohr::N,نل,турва
392,Haus::N,کور,гер
393,Heim::N,کور,гер-бул
394,Ofen::N,تودنۍ,беш
395,Fußboden::N,غولی,девскр
396,Tisch::N,مېز,ширә
397,Stuhl::N,چوکۍ,стул
398,Wiege::N,زانګو,өлгә
399,Wiege::N,زانګو,дүүҗң
400,Bett::N,کټ,орн
401,Bett::N,کټ,орндг
402,Bett::N,چپرکټ,орн
403,Bett::N,چپرکټ,орндг
404,Regal::N,تاخچۍ,таг
405,Regal::N,تاخچۍ,тәвц
406,Kiste::N,صندوق,яршг
407,Fenster::N,کړکۍ,терз
408,Tür::N,دروازه,үүдн
409,Tor::N,دروازه,үүдн
410,Tor::N,دروازه,өргн үүдн
411,Tor::N,دروازه,хашан үүдн
412,Zaun::N,کټاره,хаша
413,Dach::N,بام,деевр
414,Leiter::N,زينه,шат
415,Leiter::N,زينه,давшур
416,Besen::N,جارو,сәвүр
417,Spaten::N,یوم,күрз
418,Schaufel::N,بېلچه,совг
419,Gabel::N,پنجه,серә
420,Löffel::N,کاشوغه,ухр
421,Messer::N,چاقو,утх
422,Nagel::N,ميخ,хадасн
423,Netz::N,جال,гөлм
424,Haken::N,څنګک,дегә
425,Griff::N,لاستی,иш
426,Griff::N,لاستی,бәрүл
427,Schloss::N,کلپ,оньс
428,Bild::N,رسم,зург
429,Figur::N,قدوقامت,фигур
430,Puppe::N,ګوډۍ,наадһа
431,Beutel::N,کڅوړه,мишг
432,Bündel::N,دسته,багла
433,Bündel::N,دسته,боодһа
434,Tasche::N,بکس,сумк
435,Tasche::N,توبره,сумк
436,Eimer::N,سطل,суулһ
437,Deckel::N,سرپوښ,бүркәсн
438,Geschirr::N,لوښی,сав
439,Geschirr::N,لوښی,сав-сарх
440,Sack::N,جوال,мишг
441,Tasse::N,پیاله,ааһ
442,Topf::N,دېګی,кастрюль
443,Kessel::N,دېګ,хәәсн
444,Essen::N,خوراک,зоогллһн
445,Nahrung::N,خوراک,теҗәл
446,Speise::N,خواړه,хот
447,Fleisch::N,غوښه,махн
448,Getreide::N,غله,хот болҗ эдлгддг цецгүдтә урһмл
449,Brei::N,اوګره,хаш
450,Brot::N,ډوډۍ,өдмг
451,Scheibe::N,مړۍ,зүсм
452,Fett::N,غوړي,өөкн
453,Butter::N,کوچ,тосн
454,Öl::N,تېل,тосн
455,Salz::N,مالګه,давсн
456,Suppe::N,شوربا,шөлн
457,Honig::N,شات,бал
458,Milch::N,شوده,үсн
459,Tee::N,چای,цә
460,Leder::N,څرمن,арсн
461,Wolle::N,پشم,утцн
462,Wolle::N,پشم,эд
463,Stoff::N,ټوټه,эд
464,Nadel::N,ستن,зүн
465,Faden::N,تار,утцн
466,Knopf::N,تڼۍ,товч
467,Knopf::N,تکمه,товч
468,Knoten::N,غوټه,зәңгдә
469,Farbe::N,رنګ,будг
470,Kleidung::N,کالي,хувцн
471,Kleidung::N,کالي,хувц-хунр
472,Hemd::N,کميس,киилг
473,Kragen::N,غاړه,зах
474,Ärmel::N,لستوڼی,ханцн
475,Hose::N,پطلون,шалвур
476,Gürtel::N,کمربند,бүс
477,Mütze::N,خولۍ,махла
478,Schuh::N,بوټ,башмгуд
479,Stiefel::N,موزه,һосн
480,Ring::N,ګوته,билцг
481,Band::N,فيته,лент
482,Kamm::N,ګمنځ,сам
483,Spiegel::N,ایینه,толь
484,Spiegel::N,هنداره,толь
485,Riemen::N,تسمه,бүс
486,Schnur::N,مزی,деесн
487,Leine::N,رسۍ,бурнтг
488,Leine::N,رسۍ,нохан көтлвр
489,Decke::N,بړستن,көнҗл
490,Kissen::N,بالښت,дер
491,Tuch::N,ټیکری,альчур
492,Handtuch::N,دسمال,полотенц
493,Handtuch::N,دسمال,һар-нүүрин альчур
494,Kraft::N,زور,күчн
495,Kraft::N,توان,күчн
496,Stärke::N,قوت,чидл
497,Gesundheit::N,صحت,эрүл-менд
498,Gesundheit::N,روغتیا,эрүл-менд
499,Krankheit::N,مرض,өвчн
500,Krankheit::N,ناروغي,өвчн
501,Schmerz::N,درد,өвдлһн
502,Wunde::N,ټپ,шав
503,Wunde::N,زخم,шав
504,Fieber::N,تبه,безг
505,Arznei::N,دوا,эм
506,Arznei::N,دارو,эм
507,Brücke::N,پول,тагт
508,Brunnen::N,څاه,худг
509,Brunnen::N,کوهی,худг
510,Weide::N,وله,малын идг
511,Pfad::N,تړه,цувг
512,Weg::N,لیار,хаалһ
513,Straße::N,سړک,зам
514,Dorf::N,کلی,хотн
515,Stadt::N,ښار,балһсн
516,Brief::N,لیک,бичг
517,Brief::N,مکتوب,бичг
518,Buch::N,کتاب,дегтр
519,Buchstabe::N,حرف,үзг
520,Buchstabe::N,توری,үзг
521,Zeitung::N,اخبار,газет
522,Leben::N,ژوند,җирһл
523,Tod::N,مرګ,үкл
524,Tod::N,مرګ,өңгрлһн
525,Tod::N,مړینه,үкл
526,Tod::N,مړینه,өңгрлһн
527,Grab::N,قبر,оршалһна нүкн
528,Grab::N,ډورۍ,оршалһна нүкн
529,Kirche::N,کلیسا,чонҗ
530,Sünde::N,ګناه,нүл
531,Sünde::N,ګناه,килнц
532,Gott::N,خدای,бурхн
533,Arbeiter::N,کاریګر,көдлмшч
534,Chef::N,آمر,толһач
535,Meister::N,استاد,урн
536,Arzt::N,طبیب,эмч
537,Arzt::N,ډاکټر,эмч
538,Lehrer::N,معلم,багш
539,Lehrer::N,ښوونکی,багш
540,Geld::N,پیسې,мөңгн
541,Geschäft::N,سوداګري,көдлмш
542,Laden::N,دکان,лавк
543,Laden::N,مغازه,лавк
544,Preis::N,بیه,үн
545,Ware::N,مال,эд-тавр
546,Nutzen::N,ګټه,олз
547,Reichtum::N,شتمني,зөөр
548,Welt::N,نړۍ,орчлң
549,Welt::N,نړۍ,делкә
550,Welt::N,دنیا,орчлң
551,Welt::N,دنیا,делкә
552,Land::N,هېواد,орн-нутг
553,Staat::N,دولت,государств
554,König::N,باچا,хан
555,König::N,پادشاه,хан
556,Macht::N,قدرت,йосн
557,Grenze::N,حد,меҗә
558,Grenze::N,سرحد,меҗә
559,Krieg::N,جګړه,дән
560,Feind::N,دښمن,дәәсн
561,Gewalt::N,زور,күч һарһлһн
562,Gewalt::N,تشدد,күч һарһлһн
563,Kampf::N,جنګ,ноолдан
564,Kampf::N,جنګ,бәрлдлһн
565,Kampf::N,مبارزه,ноолдан
566,Kampf::N,مبارزه,бәрлдлһн
567,Bogen[Waffe]::N,لیندۍ,саадг
568,Pfeil::N,غشی,сумн
569,Gewehr::N,ټوپک,бу
570,Fehler::N,خطا,алдг
571,Fehler::N,غلطي,алдг
572,Lüge::N,دروغ,худл
573,Schaden::N,زیان,хорлт
574,Schaden::N,تاوان,хорлт
575,Unglück::N,بدبختي,гүрм
576,Schuld::N,ګناه,гем
577,Schuld::N,ګناه,буру
578,Alter::N,منګ,насн
579,Schluss::N,اخر,чилгч
580,Zeit::N,وخت,цаг
581,Tag::N,ورځ,өдр
582,Morgen::N,سبا,өрүн
583,Morgen::N,سهار,өрүн
584,Mittag::N,غرمه,үд
585,Abend::N,ماښام,асхн
586,Nacht::N,شپه,сө
587,Woche::N,اونۍ,долан хонг
588,Monat::N,مياشت,сар
589,Jahr::N,کال,җил
590,Frühling::N,پسرلی,хавр
591,Sommer::N,دوبی,зун
592,Herbst::N,منی,намр
593,Herbst::N,خزان,намр
594,Winter::N,ژمی,үвл
595,Januar::N,جنوري,январь
596,Februar::N,فبروري,февраль
597,März::N,مارچ,март
598,März::N,مارچ,моһа сар
599,April::N,اپریل,апрель
600,Mai::N,مې,май
601,Juni::N,جون,июнь
602,Juni::N,جون,мөчн сар
603,Juli::N,جولای,июль
604,August::N,اګست,август
605,September::N,سپټامبر,һаха сар
606,Oktober::N,اکتوبر,октябрь
607,November::N,نومبر,ноябрь
608,November::N,نومبر,үкр сар
609,Dezember::N,دسمبر,бар сар
610,Montag::N,دوشنبه,понедельник
611,Dienstag::N,سه شنبه,вторник
612,Mittwoch::N,چارشنبه,среда
613,Mittwoch::N,چارشنبه,үлмҗ өдр
614,Donnerstag::N,پنجشنبه,четверг
615,Donnerstag::N,پنجشنبه,пүрвә өдр
616,Freitag::N,جمعه,пятниц
617,Samstag::N,خالي,суббот
618,Sonntag::N,یکشنبه,нарн өдр
619,Sonntag::N,یکشنبه,воскресень
620,groß::A,لوی,ик
621,klein::A,وړوکی,бичкн
622,lang::A,اوړد,ут
623,kurz::A,لنډ,оһтр
624,breit::A,پراخه,өргн
625,schmal::A,تنګ,уутьхн
626,dicht::A,ګڼ,нигт
627,dick[Gegenstand]::A,پنډ,зузан
628,dünn::A,نری,нимгн
629,fein::A,نازک,нәрхн
630,fest::A,کلک,бат
631,fest::A,ټینګ,бат
632,flach::A,هوار,хавтха
633,glatt::A,ښوی,тегш
634,glatt::A,ښوی,тиньгр
635,hart::A,کلک,хату
636,weich::A,نرم,җөөлн
637,weich::A,نرم,җөөлкн
638,weich::A,پوست,җөөлн
639,weich::A,پوست,җөөлкн
640,rund::A,ګرد,төгрг
641,spitz::A,تېره,шовһр
642,scharf::A,تېز,хурц
643,scharf::A,تېره,хурц
644,stumpf::A,پڅ,мука
645,schwer::A,دروند,күнд
646,schön::A,ښکلی,сәәхн
647,heiß::A,تود,халун
648,warm::A,تود,дулан
649,kalt::A,ېخ,киитн
650,kalt::A,سوړ,киитн
651,kühl::A,ېخ,серүн
652,kühl::A,سوړ,серүн
653,frisch::A,تازه,серүн
654,feucht::A,مرطوب,чиигтә
655,nass::A,لوند,чиигтә
656,trocken::A,وچ,хагсу
657,voll::A,ډک,дүүрң
658,leer::A,خالی,сул
659,leer::A,خالی,хоосн
660,offen::A,خلاص,секәтә
661,offen::A,پرانیستی,секәтә
662,geschlossen::A,تړلی,хаалһата
663,sauber::A,پاک,цевр
664,schmutzig::A,چټل,киртә
665,roh::A,خام,түүкә
666,reif::A,پوخ,болсн
667,reif::A,رسېدلی,болсн
668,lecker::A,خوندور,әмтәхн
669,lecker::A,مزه دار,әмтәхн
670,süß::A,خوږ,әмтәхн
671,süß::A,شیرین,әмтәхн
672,bitter::A,تریخ,һашун
673,bitter::A,تریخ,һашута
674,sauer::A,ټاک,ишклң
675,sauer::A,تريو,ишклң
676,hell::A,روڼ,герлтә
677,hell::A,روښان,герлтә
678,dunkel::A,تیاره,харңһу
679,schwarz::A,تور,хар
680,weiß::A,سپين,цаһан
681,rot::A,سور,улан
682,gelb::A,زېړ,шар
683,blau::A,شین,көк
684,blau::A,اسماني رنګه,көк
685,grün::A,زرغون,көк
686,grau::A,خړ,бор
687,bunt::A,رنګارنګ,алг
688,bunt::A,رنګارنګ,эрәтә
689,billig::A,ارزان,кимд
690,teuer::A,ګران,үнтә
691,wertvoll::A,قیمتي,үнтә
692,wertvoll::A,قیمتي,эрднь
693,blind::A,ړوند,сохр
694,taub::A,کوڼ,дүлә
695,kräftig::A,قوی,күчтә
696,stark::A,قوی,чаңһ
697,stark::A,تکړه,чаңһ
698,schwach::A,ضعیف,күчн тату
699,schwach::A,کمزوری,күчн тату
700,fett::A,چاغ,тарһн
701,schlank::A,خوش اندام,эццн
702,hübsch::A,ښکلی,көркхн
703,hübsch::A,ښایسته,көркхн
704,böse::A,شریر,уурта
705,böse::A,قهرناک,уурта
706,dumm::A,احمق,тенг
707,faul::A,لټ,залху
708,faul::A,تنبل,залху
709,fleißig::A,زحمت کښ,кинән
710,fleißig::A,زحمت کښ,кинмһә
711,geizig::A,بخیل,ховдг
712,klug::A,عاقل,ухата
713,klug::A,هوښیار,ухата
714,geschickt::A,ماهر,чадмг
715,lieb::A,عزیز,эңкр
716,lieb::A,محبوب,эңкр
717,lustig::A,خوشحال,сергмҗтә
718,lustig::A,خوشحال,җирһлтә
719,sanft::A,پوست,номһн
720,sanft::A,ملایم,номһн
721,hungrig::A,وږی,өлн
722,hungrig::A,وږی,харһнсн
723,krank::A,مريض,өвчтә
724,krank::A,مريض,шалтгта
725,krank::A,ناروغ,өвчтә
726,krank::A,ناروغ,шалтгта
727,nackt::A,لوڅ,нүцкн
728,traurig::A,غمجن,һундлта
729,lebendig::A,ژوندی,әмд
730,gut::A,ښه,сән
731,schlecht::A,بد,му
732,schlecht::A,خراب,му
733,richtig::A,سم,зөвтә
734,richtig::A,صحیح,зөвтә
735,schlimm::A,بد,җигшүртә
736,schlimm::A,مخوف,җигшүртә
737,wahr::A,واقعي,үнн
738,wahr::A,واقعي,мөн
739,alt::A,زوړ,хуучн
740,neu::A,نوی,шин
741,ehemalig::A,پخوانی,хуучн
742,alt[Lebewesen]::A,زوړ,көгшн
743,jung::A,ځوان,баһ
744,arm::A,غریب,угатя
745,arm::A,بې وزله,угатя
746,reich::A,شتمن,байн
747,reich::A,دولتمند,байн
748,bekannt::A,اشنا,таньл
749,bekannt::A,اشنا,таньдг
750,berühmt::A,مشهور,туурсн
751,fremd::A,پردی,күүнә
752,fremd::A,بېګانه,күүнә
753,verschieden::A,مختلف,әдл биш
754,verschieden::A,مختلف,йилһәтә
755,nah::A,نژدې,өөрхн
756,fern::A,لیری,хол
757,linker::A,چپ,зүн
758,linker::A,کیڼ,зүн
759,rechter::A,ښی,барун
760,anderer::A,بل,талдан
761,erster::A,لومړی,негдгч
762,zweiter::A,دوهم,хойрдгч
763,dritter::A,درېم,һурвдгч
764,letzter::A,آخرنی,отхн
765,letzter::A,وروستی,отхн
766,allein::ADV,یوازې,һанцарн
767,auf einmal::ADV,په یوه وخت کی,нег дәкҗ
768,zusammen::ADV,یو ځای,хамдан
