,Concept_ID,ar,lv
141,Sonne::N,شمس,saule
142,Mond::N,قمر,тӧлысь
143,Mond::N,قمر,mēness
144,Stern::N,نجم,кодзув
145,Stern::N,نجم,zvaigzne
146,Stern::N,كوكب,кодзув
147,Stern::N,كوكب,zvaigzne
148,Luft::N,هواء,сынӧд
149,Luft::N,هواء,gaiss
150,Wind::N,ريح,тӧв
151,Wind::N,ريح,vējš
152,Welle::N,موجة,гы
153,Welle::N,موجة,vilnis
154,Wasser::N,ماء,ва
155,Wasser::N,ماء,ūdens
156,Stein::N,حجر,из
157,Stein::N,حجر,akmens
158,Boden::N,تراب,му
159,Boden::N,تراب,augsne
160,Erde::N,أرض,му
161,Erde::N,أرض,му-ва
162,Erde::N,أرض,zeme
163,Staub::N,غبار,бус
164,Staub::N,غبار,putekļi
165,Rauch::N,دخان,тшын
166,Rauch::N,دخان,dūmi
167,Funke::N,شرارة,кинь
168,Funke::N,شرارة,би кинь
169,Funke::N,شرارة,dzirkstele
170,Feuer::N,نار,би
171,Feuer::N,نار,uguns
172,Licht::N,نور,югӧр
173,Licht::N,نور,gaisma
174,Licht::N,ضوء,югӧр
175,Licht::N,ضوء,gaisma
176,Schatten::N,ظل,вуджӧр
177,Schatten::N,ظل,ēna
178,Schatten::N,فيء,вуджӧр
179,Schatten::N,فيء,ēna
180,Wetter::N,جو,поводдя
181,Wetter::N,جو,laiks
182,Wetter::N,طقس,поводдя
183,Wetter::N,طقس,laiks
184,Nebel::N,ضباب,ру
185,Nebel::N,ضباب,онь
186,Nebel::N,ضباب,migla
187,Wolke::N,غيمة,кымӧр
188,Wolke::N,غيمة,mākonis
189,Wolke::N,سحابة,кымӧр
190,Wolke::N,سحابة,mākonis
191,Regen::N,مطر,зэр
192,Regen::N,مطر,lietus
193,Schnee::N,ثلج,лым
194,Schnee::N,ثلج,sniegs
195,Eis::N,جليد,йи
196,Eis::N,جليد,ledus
197,Frost::N,صقيع,кӧдзыд
198,Frost::N,صقيع,sals
199,Kälte::N,برد,кӧдзыд
200,Kälte::N,برد,saltums
201,Kälte::N,برد,aukstums
202,Hitze::N,حر,пӧсь
203,Hitze::N,حر,гожӧд
204,Hitze::N,حر,karstums
205,Hitze::N,حرارة,пӧсь
206,Hitze::N,حرارة,гожӧд
207,Hitze::N,حرارة,karstums
208,Raureif::N,صقيع,пуж
209,Raureif::N,صقيع,гыӧр
210,Raureif::N,صقيع,sarma
211,Regenbogen::N,قوس قزح,ӧшкамӧшка
212,Regenbogen::N,قوس قزح,varavīksne
213,Donner::N,رعد,гым
214,Donner::N,رعد,pērkons
215,Strömung::N,تيار,ва ныр
216,Strömung::N,تيار,визувтӧм
217,Strömung::N,تيار,straume
218,Strömung::N,تيار,strāvojums
219,Tropfen::N,قطرة,войт
220,Tropfen::N,قطرة,lāse
221,Schaum::N,زبد,быг
222,Schaum::N,زبد,быгзьӧм
223,Schaum::N,زبد,putas
224,Schaum::N,رغوة,быг
225,Schaum::N,رغوة,быгзьӧм
226,Schaum::N,رغوة,putas
227,Schmutz::N,وسخ,няйт
228,Schmutz::N,وسخ,dubļi
229,See::N,بحيرة,ты
230,See::N,بحيرة,ezers
231,Sumpf::N,مستنقع,гыбад
232,Sumpf::N,مستنقع,кад
233,Sumpf::N,مستنقع,dumbrājs
234,Sumpf::N,مستنقع,staignājs
235,Moor::N,مستنقع,нюр
236,Moor::N,مستنقع,purvs
237,Moor::N,مستنقع,muklājs
238,Wiese::N,مرج,видз
239,Wiese::N,مرج,pļava
240,Wald::N,غابة,вӧр
241,Wald::N,غابة,mežs
242,Hügel::N,تل,дзиб
243,Hügel::N,تل,мыльк
244,Hügel::N,تل,нӧрыс
245,Hügel::N,تل,paugurs
246,Anhöhe::N,تل,мыльк
247,Anhöhe::N,تل,нӧрыс
248,Anhöhe::N,تل,paugurs
249,Berg::N,جبل,чой
250,Berg::N,جبل,керӧс
251,Berg::N,جبل,kalns
252,Gipfel::N,قمة,чук
253,Gipfel::N,قمة,virsotne
254,Höhle::N,كهف,рудӧг
255,Höhle::N,كهف,ala
256,Abhang::N,منحدر,ньывк
257,Abhang::N,منحدر,бокша
258,Abhang::N,منحدر,nogāze
259,Quelle::N,منبع,ӧшмӧс
260,Quelle::N,منبع,avots
261,Bach::N,مجرى,шор
262,Bach::N,مجرى,urga
263,Bach::N,مجرى,strauts
264,Fluss::N,نهر,ю
265,Fluss::N,نهر,upe
266,Ufer::N,ضفة,вадор
267,Ufer::N,ضفة,krasts
268,Küste::N,ساحل,вадор
269,Küste::N,ساحل,piekraste
270,Festland::N,بر,му
271,Festland::N,بر,sauszeme
272,Meer::N,بحر,саридз
273,Meer::N,بحر,jūra
274,Bucht::N,خليج,куръя
275,Bucht::N,خليج,līcis
276,Insel::N,جزيرة,ді
277,Insel::N,جزيرة,sala
278,Blume::N,زهرة,дзоридз
279,Blume::N,زهرة,puķe
280,Blume::N,زهرة,zieds
281,Gras::N,حشيش,турун
282,Gras::N,حشيش,zāle
283,Wurzel::N,أصل,вуж
284,Wurzel::N,أصل,sakne
285,Baum::N,شجرة,пу
286,Baum::N,شجرة,koks
287,Stamm::N,جذع,пучер
288,Stamm::N,جذع,stumbrs
289,Rinde::N,قشرة,кырсь
290,Rinde::N,قشرة,miza
291,Ast::N,فرع,ув
292,Ast::N,فرع,zars
293,Zweig::N,غصن,вож
294,Zweig::N,غصن,nozare
295,Blatt::N,ورقة,кор
296,Blatt::N,ورقة,lapa
297,Birke::N,قضبان,кыдз
298,Birke::N,قضبان,bērzs
299,Kiefer[Baum]::N,صنوبرة,пожӧм
300,Kiefer[Baum]::N,صنوبرة,priede
301,Weide[Baum]::N,صفصاف,бадь
302,Weide[Baum]::N,صفصاف,kārkls
303,Tanne::N,شوح,коз
304,Tanne::N,شوح,egle
305,Tanne::N,تبوب,коз
306,Tanne::N,تبوب,egle
307,Horn::N,قرن,сюр
308,Horn::N,قرن,rags
309,Feder::N,ريشة,гӧн
310,Feder::N,ريشة,тывборд
311,Feder::N,ريشة,spalva
312,Fell::N,فرو,ку
313,Fell::N,فرو,āda
314,Flügel::N,جناح,борд
315,Flügel::N,جناح,spārns
316,Klaue::N,مخلب,гыж
317,Klaue::N,مخلب,nags
318,Kralle::N,مخلب,гыж
319,Kralle::N,مخلب,nags
320,Schwanz::N,ذيل,бӧж
321,Schwanz::N,ذيل,ļipa
322,Ei::N,بيض,кольк
323,Ei::N,بيض,ola
324,Nest::N,عش,поз
325,Nest::N,عش,ligzda
326,Bau::N,جحر,горс
327,Bau::N,جحر,пырмӧс
328,Bau::N,جحر,гу
329,Bau::N,جحر,ala
330,Tier::N,حيوان,пемӧс
331,Tier::N,حيوان,dzīvnieks
332,Herde::N,قطيع,стада
333,Herde::N,قطيع,кельӧб
334,Herde::N,قطيع,ganāmpulks
335,Kuh::N,بقرة,мӧс
336,Kuh::N,بقرة,govs
337,Bulle::N,ثور,ӧш
338,Bulle::N,ثور,bullis
339,Pferd::N,خيل,вӧв
340,Pferd::N,خيل,zirgs
341,Schaf::N,شاة,ыж
342,Schaf::N,شاة,aita
343,Schwein::N,خنزير,порсь
344,Schwein::N,خنزير,cūka
345,Hund::N,كلب,пон
346,Hund::N,كلب,suns
347,Katze::N,قطة,кань
348,Katze::N,قطة,kaķis
349,Bär::N,دب,ош
350,Bär::N,دب,lācis
351,Eichhörnchen::N,سنجاب,ур
352,Eichhörnchen::N,سنجاب,vāvere
353,Elch::N,موظ,йӧра
354,Elch::N,موظ,alnis
355,Fuchs::N,ثعلب,руч
356,Fuchs::N,ثعلب,lapsa
357,Hase::N,أرنب,кӧч
358,Hase::N,أرنب,zaķis
359,Maus::N,فأرة,шыр
360,Maus::N,فأرة,pele
361,Wolf::N,ذئب,кӧин
362,Wolf::N,ذئب,vilks
363,Vogel::N,طير,кай
364,Vogel::N,طير,лэбач
365,Vogel::N,طير,putns
366,Schwarm::N,سرب,чукӧр
367,Schwarm::N,سرب,spiets
368,Huhn::N,دجاجة,курӧг
369,Huhn::N,دجاجة,vista
370,Hahn::N,ديك,петук
371,Hahn::N,ديك,gailis
372,Gans::N,وزة,дзодзӧг
373,Gans::N,وزة,zoss
374,Adler::N,نسر,кутш
375,Adler::N,نسر,ērglis
376,Ente::N,بطة,утка
377,Ente::N,بطة,pīle
378,Eule::N,بوم,сюзь
379,Eule::N,بوم,pūce
380,Kranich::N,كركي,тури
381,Kranich::N,كركي,dzērve
382,Krähe::N,غراب,рака
383,Krähe::N,غراب,vārna
384,Kuckuck::N,وقواق,кӧк
385,Kuckuck::N,وقواق,dzeguze
386,Schwan::N,إوز عراقي,юсь
387,Schwan::N,إوز عراقي,gulbis
388,Fisch::N,سمك,чери
389,Fisch::N,سمك,zivs
390,Barsch::N,فرخ أوربي,ёкыш
391,Barsch::N,فرخ أوربي,asaris
392,Hecht::N,سمك الكراكي,сир
393,Hecht::N,سمك الكراكي,līdaka
394,Schlange[Tier]::N,حية,кый
395,Schlange[Tier]::N,حية,čūska
396,Schlange[Tier]::N,ثعبان,кый
397,Schlange[Tier]::N,ثعبان,čūska
398,Wurm::N,دودة,номыр
399,Wurm::N,دودة,tārps
400,Spinne::N,عنكبوت,черань
401,Spinne::N,عنكبوت,zirneklis
402,Ameise::N,نملة,кодзувкот
403,Ameise::N,نملة,skudra
404,Laus::N,قملة,той
405,Laus::N,قملة,uts
406,Mücke::N,ناموسة,ном
407,Mücke::N,ناموسة,ods
408,Fliege::N,ذبابة,гут
409,Fliege::N,ذبابة,muša
410,Schmetterling::N,فراشة,бобув
411,Schmetterling::N,فراشة,tauriņš
412,Beere::N,حبة,тусь
413,Beere::N,حبة,вотӧс
414,Beere::N,حبة,oga
415,Apfel::N,تفاح,яблӧг
416,Apfel::N,تفاح,ābols
417,Pilz::N,فطر,тшак
418,Pilz::N,فطر,sēne
419,Zwiebel::N,بصل,луккок
420,Zwiebel::N,بصل,йӧнгыль
421,Zwiebel::N,بصل,sīpols
422,Saat::N,زرع,тусь
423,Saat::N,زرع,кӧйдыс
424,Saat::N,زرع,sēkla
425,Korn::N,حبة,тусь
426,Korn::N,حبة,grauds
427,Heu::N,دريس,турун
428,Heu::N,دريس,siens
429,Schale::N,قشرة,кор
430,Schale::N,قشرة,čaula
431,Schale::N,قشرة,čaumala
432,Grube::N,نقرة,гу
433,Grube::N,نقرة,bedre
434,Falle::N,فخ,лэч
435,Falle::N,فخ,slazds
436,Falle::N,فخ,lamatas
437,Falle::N,مصيدة,лэч
438,Falle::N,مصيدة,slazds
439,Falle::N,مصيدة,lamatas
440,Schlinge::N,عروة,лэч
441,Schlinge::N,عروة,cilpa
442,Spur::N,أثر,туй
443,Spur::N,أثر,pēda
444,Asche::N,رماد,пӧм
445,Asche::N,رماد,pelni
446,Dreck::N,قذر,няйт
447,Dreck::N,قذر,dubļi
448,Eisen::N,حديد,кӧрт
449,Eisen::N,حديد,dzelzs
450,Gold::N,ذهب,зарни
451,Gold::N,ذهب,zelts
452,Silber::N,فضة,эзысь
453,Silber::N,فضة,sudrabs
454,Kohle::N,فحم,шом
455,Kohle::N,فحم,ogle
456,Glas::N,زجاج,стеклӧ
457,Glas::N,زجاج,stikls
458,Lehm::N,طين,сёй
459,Lehm::N,طين,māls
460,Sand::N,رمل,лыа
461,Sand::N,رمل,smiltis
462,Mensch::N,إنسان,морт
463,Mensch::N,إنسان,cilvēks
464,Mann::N,رجل,аймӧрт
465,Mann::N,رجل,мужичӧй
466,Mann::N,رجل,vīrietis
467,Frau::N,امرأة,ань
468,Frau::N,امرأة,нывбаба
469,Frau::N,امرأة,sieviete
470,Kind::N,طفل,кага
471,Kind::N,طفل,bērns
472,Junge::N,ولد,пи
473,Junge::N,ولد,zēns
474,Junge::N,ولد,puika
475,Junge::N,ولد,puisis
476,Mädchen::N,بنت,ныв
477,Mädchen::N,بنت,meiča
478,Mädchen::N,بنت,skuķis
479,Mädchen::N,بنت,meitene
480,Familie::N,عائلة,семья
481,Familie::N,عائلة,ģimene
482,Großvater::N,جد,пӧль
483,Großvater::N,جد,vecaistēvs
484,Großmutter::N,جدة,баб
485,Großmutter::N,جدة,vecāmāte
486,Eltern::N,أبوان,ай-мам
487,Eltern::N,أبوان,бать-мам
488,Eltern::N,أبوان,vecāki
489,Eltern::N,والدان,ай-мам
490,Eltern::N,والدان,бать-мам
491,Eltern::N,والدان,vecāki
492,Vater::N,أب,бать
493,Vater::N,أب,ай
494,Vater::N,أب,tēvs
495,Mutter::N,أم,мам
496,Mutter::N,أم,māte
497,Sohn::N,إبن,пи
498,Sohn::N,إبن,dēls
499,Tochter::N,بنت,ныв
500,Tochter::N,بنت,meita
501,Tochter::N,إبنة,ныв
502,Tochter::N,إبنة,meita
503,Bruder::N,أخ,вок
504,Bruder::N,أخ,brālis
505,Bruder::N,شقيق,вок
506,Bruder::N,شقيق,brālis
507,Schwester::N,أخت,чой
508,Schwester::N,أخت,māsa
509,Onkel::N,عم,дядь
510,Onkel::N,عم,tēvocis
511,Tante::N,عمة,тьӧт
512,Tante::N,عمة,tante
513,Ehemann::N,زوج,верӧс
514,Ehemann::N,زوج,vīrs
515,Ehefrau::N,زوجة,гӧтыр
516,Ehefrau::N,زوجة,sieva
517,Freude::N,فرح,радлун
518,Freude::N,فرح,prieks
519,Freude::N,سرور,радлун
520,Freude::N,سرور,prieks
521,Gelächter::N,قهقهة,серам
522,Gelächter::N,قهقهة,smiekli
523,Glück::N,سعادة,шуд
524,Glück::N,سعادة,laime
525,Kummer::N,غم,шог
526,Kummer::N,غم,bēdas
527,Kummer::N,غم,raizes
528,Wunsch::N,منية,кӧсйӧм
529,Wunsch::N,منية,vēlme
530,Wunsch::N,منية,vēlējums
531,Lust::N,شهوة,кыскӧм
532,Lust::N,شهوة,радейтӧм
533,Lust::N,شهوة,kāre
534,Geist::N,روح,лов
535,Geist::N,روح,gars
536,Gedanke::N,فكرة,мӧвп
537,Gedanke::N,فكرة,doma
538,Gedächtnis::N,ذاكرة,паметь
539,Gedächtnis::N,ذاكرة,atmiņa
540,Verstand::N,عقل,вежӧр
541,Verstand::N,عقل,prāts
542,Sinn::N,معنى,мог
543,Sinn::N,معنى,вежӧртас
544,Sinn::N,معنى,nozīme
545,Grund::N,سبب,помка
546,Grund::N,سبب,pamats
547,Grund::N,سبب,iemesls
548,Wahrheit::N,حقيقة,збыль
549,Wahrheit::N,حقيقة,збыльтор
550,Wahrheit::N,حقيقة,taisnība
551,Wahrheit::N,حقيقة,patiesība
552,Gespräch::N,محادثة,сёрни
553,Gespräch::N,محادثة,saruna
554,Märchen::N,خرافة,мойд
555,Märchen::N,خرافة,pasaka
556,Erzählung::N,قصة,висьт
557,Erzählung::N,قصة,stāsts
558,Erzählung::N,قصة,nostāsts
559,Erzählung::N,حكاية,висьт
560,Erzählung::N,حكاية,stāsts
561,Erzählung::N,حكاية,nostāsts
562,Nachricht::N,خبر,юӧртӧм
563,Nachricht::N,خبر,ziņa
564,Neuigkeit::N,خبر جديد,выльтор
565,Neuigkeit::N,خبر جديد,jaunums
566,Name::N,اسم,ним
567,Name::N,اسم,vārds
568,Rätsel::N,لغز,нӧдкыв
569,Rätsel::N,لغز,mīkla
570,Rede::N,خطبة,сёрни
571,Rede::N,خطبة,runa
572,Sprache::N,لغة,кыв
573,Sprache::N,لغة,valoda
574,Stimme::N,صوت,гӧлӧс
575,Stimme::N,صوت,вом шы
576,Stimme::N,صوت,balss
577,Wort::N,كلمة,кыв
578,Wort::N,كلمة,vārds
579,Zeichen::N,رمز,пас
580,Zeichen::N,رمز,zīme
581,Zeichen::N,إشارة,пас
582,Zeichen::N,إشارة,zīme
583,Ruf::N,نداء,чукӧстчӧм
584,Ruf::N,نداء,корӧм
585,Ruf::N,نداء,sauciens
586,Lärm::N,صخب,шы
587,Lärm::N,صخب,зык
588,Lärm::N,صخب,зычитӧм
589,Lärm::N,صخب,troksnis
590,Lärm::N,ضجة,шы
591,Lärm::N,ضجة,зык
592,Lärm::N,ضجة,зычитӧм
593,Lärm::N,ضجة,troksnis
594,Laut::N,صوت,шы
595,Laut::N,صوت,skaņa
596,Ton::N,نغمة,шы
597,Ton::N,نغمة,tonis
598,Lied::N,أغنية,сьылан
599,Lied::N,أغنية,сьыланкыв
600,Lied::N,أغنية,dziesma
601,Ruhe::N,هدوء,чӧв
602,Ruhe::N,هدوء,miers
603,Leute::N,ناس,йӧз
604,Leute::N,ناس,войтыр
605,Leute::N,ناس,ļaudis
606,Leute::N,ناس,cilvēki
607,Volk::N,شعب,йӧз
608,Volk::N,شعب,войтыр
609,Volk::N,شعب,tauta
610,Arbeit::N,عمل,удж
611,Arbeit::N,عمل,darbs
612,Gast::N,ضيف,гӧсть
613,Gast::N,ضيف,viešņa
614,Gast::N,ضيف,ciemiņš
615,Geschenk::N,هدية,козин
616,Geschenk::N,هدية,dāvana
617,Spiel::N,لعب,ворсан
618,Spiel::N,لعب,rotaļa
619,Gesellschaft::N,صحبة,котыр
620,Gesellschaft::N,صحبة,biedrība
621,Gesellschaft::N,صحبة,kompānija
622,Hilfe::N,عون,отсӧг
623,Hilfe::N,عون,palīdzība
624,Hilfe::N,مساعدة,отсӧг
625,Hilfe::N,مساعدة,palīdzība
626,Freund::N,صديق,ёрт
627,Freund::N,صديق,draugs
628,Kamerad::N,زميل,ёрт
629,Kamerad::N,زميل,biedrs
630,Angelegenheit::N,أمر,мог
631,Angelegenheit::N,أمر,делӧ
632,Angelegenheit::N,أمر,darīšana
633,Angelegenheit::N,شأن,мог
634,Angelegenheit::N,شأن,делӧ
635,Angelegenheit::N,شأن,darīšana
636,Anzahl::N,عدد,лыд
637,Anzahl::N,عدد,тшӧт
638,Anzahl::N,عدد,skaits
639,Anzahl::N,عدد,daudzums
640,Art::N,نوع,сикас
641,Art::N,نوع,suga
642,Art::N,نوع,šķira
643,Stück::N,قطعة,тор
644,Stück::N,قطعة,gabals
645,Teil::N,قسم,юкӧн
646,Teil::N,قسم,daļa
647,Hälfte::N,نصف,пӧв
648,Hälfte::N,نصف,джын
649,Hälfte::N,نصف,puse
650,Kreis::N,دائرة,кытш
651,Kreis::N,دائرة,aplis
652,Kreis::N,دائرة,riņķis
653,Kreuz::N,صليب,перна
654,Kreuz::N,صليب,крест
655,Kreuz::N,صليب,krusts
656,Linie::N,خط,визь
657,Linie::N,خط,līnija
658,Strich::N,شرطة,визь
659,Strich::N,شرطة,svītra
660,Abstand::N,مسافة,кост
661,Abstand::N,مسافة,коласт
662,Abstand::N,مسافة,atstarpe
663,Entfernung::N,بعد,ылна
664,Entfernung::N,بعد,attālums
665,Entfernung::N,بعد,atstatums
666,Gegend::N,ناحية,му-ва
667,Gegend::N,ناحية,apvidus
668,Gegend::N,ناحية,apgabals
669,Platz::N,فراغ,ылдӧс
670,Platz::N,فراغ,йир
671,Platz::N,فراغ,гӧгӧртас
672,Platz::N,فراغ,vieta
673,Ort::N,مكان,ин
674,Ort::N,مكان,места
675,Ort::N,مكان,vieta
676,Seite::N,جانب,бок
677,Seite::N,جانب,ӧтарладор
678,Seite::N,جانب,sāns
679,Mitte::N,وسط,шӧр
680,Mitte::N,وسط,vidus
681,Gegenstand::N,موضوع,кӧлуй
682,Gegenstand::N,موضوع,priekšmets
683,Sache::N,شيء,добра
684,Sache::N,شيء,lieta
685,Rand::N,حافة,дор
686,Rand::N,حافة,mala
687,Rand::N,حافة,apmale
688,Kante::N,حافة,дор
689,Kante::N,حافة,šķautne
690,Ecke::N,ركن,пельӧс
691,Ecke::N,ركن,kakts
692,Ecke::N,ركن,stūris
693,Spitze::N,سن,йыв
694,Spitze::N,سن,smaile
695,Spitze::N,سن,galotne
696,Ende::N,طرف,пом
697,Ende::N,طرف,gals
698,Ende::N,طرف,uzgalis
699,Loch::N,ثقب,розь
700,Loch::N,ثقب,caurums
701,Winkel::N,زاوية,пельӧс
702,Winkel::N,زاوية,leņķis
703,Muster::N,عينة,сер
704,Muster::N,عينة,piemērs
705,Größe::N,حجم,ыджда
706,Größe::N,حجم,lielums
707,Länge::N,طول,кузьта
708,Länge::N,طول,garums
709,Höhe::N,علو,джуджда
710,Höhe::N,علو,augstums
711,Höhe::N,ارتفاع,джуджда
712,Höhe::N,ارتفاع,augstums
713,Gewicht::N,وزن,сьӧкта
714,Gewicht::N,وزن,сьӧкталун
715,Gewicht::N,وزن,svars
716,Gewicht::N,وزن,smagums
717,Menge::N,كمية,лун
718,Menge::N,كمية,числӧ
719,Menge::N,كمية,masa
720,Menge::N,كمية,daudzums
721,Haufen::N,كوم,чукӧр
722,Haufen::N,كوم,čupa
723,Haufen::N,كوم,grēda
724,Haufen::N,كوم,kaudze
725,Reihe::N,صف,рад
726,Reihe::N,صف,rinda
727,Reihe::N,صف,virkne
728,Boot::N,قارب,пыж
729,Boot::N,قارب,laiva
730,Boot::N,زورق,пыж
731,Boot::N,زورق,laiva
732,Ruder::N,مجذاف,пелыс
733,Ruder::N,مجذاف,ӧпаснӧй
734,Ruder::N,مجذاف,airis
735,Ruder::N,مجذاف,irklis
736,Schlitten::N,مزلقة,дадь
737,Schlitten::N,مزلقة,ragavas
738,Ski::N,زلاجة,лызь
739,Ski::N,زلاجة,slēpe
740,Lagerfeuer::N,نار المخيم,бипур
741,Lagerfeuer::N,نار المخيم,ugunskurs
742,Last::N,حمل,сьӧкыдтор
743,Last::N,حمل,krava
744,Gang::N,مشية,мунӧм
745,Gang::N,مشية,ветлӧм
746,Gang::N,مشية,eja
747,Gang::N,مشية,gājums
748,Schritt::N,خطوة,воськов
749,Schritt::N,خطوة,воськовтӧм
750,Schritt::N,خطوة,solis
751,Norden::N,شمال,войвыв
752,Norden::N,شمال,ziemeļi
753,Süden::N,جنوب,лунвыв
754,Süden::N,جنوب,dienvidi
755,Westen::N,غرب,рытыв
756,Westen::N,غرب,rietumi
757,Osten::N,شرق,асыв
758,Osten::N,شرق,austrumi
759,Holz::N,خشب,пу
760,Holz::N,خشب,koks
761,Holz::N,خشب,koksne
762,Brett::N,لوح,пӧв
763,Brett::N,لوح,dēlis
764,Platte::N,صفيحة,плита
765,Platte::N,صفيحة,plate
766,Platte::N,صفيحة,plāksne
767,Stütze::N,سند,пыкӧд
768,Stütze::N,سند,мыджӧд
769,Stütze::N,سند,balsts
770,Stütze::N,سند,atspaids
771,Stütze::N,دعامة,пыкӧд
772,Stütze::N,دعامة,мыджӧд
773,Stütze::N,دعامة,balsts
774,Stütze::N,دعامة,atspaids
775,Stange::N,عود,потш
776,Stange::N,عود,maikste
777,Stock::N,عصا,бедь
778,Stock::N,عصا,boze
779,Stock::N,عصا,spieķis
780,Stab::N,قضيب,зир
781,Stab::N,قضيب,zizlis
782,Rohr::N,أنبوبة,труба
783,Rohr::N,أنبوبة,caurule
