,Concept_ID,pt,eu
87,Feuer::N,fogo,su
88,Licht::N,luz,argi
89,Schatten::N,sombra,itzal
90,Schatten::N,sombra,geriza
91,Wetter::N,tempo,eguraldi
92,Nebel::N,nevoeiro,laino
93,Wolke::N,nuvem,hodei
94,Regen::N,chuva,euri
95,Schnee::N,neve,elur
96,Eis::N,gelo,horma
97,Frost::N,gelo,izotzaldi
98,Frost::N,geada,izotzaldi
99,Kälte::N,frio,hotz
100,Hitze::N,ardor,bero
101,Raureif::N,geada,antzigar
102,Regenbogen::N,arco-iris,ostadar
103,Regenbogen::N,arco-iris,ortzadar
104,Donner::N,trovão,ostots
105,Donner::N,trovão,ihurtzuri
106,Strömung::N,corrente,laster
107,Tropfen::N,gota,xorta
108,Schaum::N,espuma,bits
109,Schmutz::N,sujidade,lohi
110,Schmutz::N,sujidade,zikin
111,Schmutz::N,imundície,lohi
112,Schmutz::N,imundície,zikin
113,See::N,lago,laku
114,See::N,lago,aintzira
115,Sumpf::N,charco,zingira
116,Sumpf::N,pântano,zingira
117,Moor::N,pântano,zohikaztegi
118,Wiese::N,prado,larre
119,Wiese::N,prado,belardi
120,Wald::N,bosque,baso
121,Wald::N,bosque,oihan
122,Wald::N,floresta,baso
123,Wald::N,floresta,oihan
124,Hügel::N,colina,muino
125,Hügel::N,colina,pentoka
126,Anhöhe::N,alto,garai
127,Anhöhe::N,alto,goragune
128,Anhöhe::N,outeiro,garai
129,Anhöhe::N,outeiro,goragune
130,Berg::N,monte,mendi
131,Berg::N,montanha,mendi
132,Gipfel::N,pico,gain
133,Gipfel::N,pico,tontor
134,Höhle::N,caverna,kobazulo
135,Abhang::N,encosta,aldapa
136,Quelle::N,fonte,iturri
137,Quelle::N,fonte,iturbegi
138,Bach::N,regato,lats
139,Bach::N,regato,erreka
140,Bach::N,ribeiro,lats
141,Bach::N,ribeiro,erreka
142,Fluss::N,rio,ibai
143,Fluss::N,rio,uhaitz
144,Ufer::N,beira,bazter
145,Küste::N,costa,itsasalde
146,Festland::N,terra firme,lehor
147,Meer::N,mar,itsaso
148,Bucht::N,baía,golko
149,Insel::N,ilha,irla
150,Insel::N,ilha,uharte
151,Blume::N,flor,lili
152,Gras::N,erva,belar
153,Wurzel::N,raiz,zuztar
154,Wurzel::N,raiz,sustrai
155,Baum::N,árvore,zuhaitz
156,Stamm::N,tronco,enbor
157,Rinde::N,casca,azal
158,Ast::N,ramo,adar
159,Zweig::N,galho,abar
160,Blatt::N,folha,hosto
161,Birke::N,bétula,urki
162,Kiefer[Baum]::N,pinheiro,ler
163,Weide[Baum]::N,salgueiro,zume
164,Weide[Baum]::N,salgueiro,sahats
165,Tanne::N,abeto,izei
166,Horn::N,corno,adar
167,Horn::N,chifre,adar
168,Feder::N,pena,luma
169,Feder::N,pena,hegaki
170,Fell::N,pele,ile
171,Fell::N,pele,larru
172,Flügel::N,asa,hego
173,Klaue::N,pata,atzapar
174,Kralle::N,unha,erpe
175,Kralle::N,unha,atzapar
176,Kralle::N,garra,erpe
177,Kralle::N,garra,atzapar
178,Schwanz::N,rabo,isats
179,Schwanz::N,rabo,buztan
180,Schwanz::N,cauda,isats
181,Schwanz::N,cauda,buztan
182,Ei::N,ovo,arrautza
183,Nest::N,ninho,habia
184,Bau::N,toca,ohantze
185,Bau::N,covil,ohantze
186,Tier::N,animal,abere
187,Tier::N,animal,piztia
188,Herde::N,rebanho,saldo
189,Herde::N,rebanho,abere talde
190,Kuh::N,vaca,behi
191,Bulle::N,touro,zezen
192,Pferd::N,cavalo,zaldi
193,Schaf::N,ovelha,ardi
194,Schwein::N,porco,urde
195,Schwein::N,porco,txerri
196,Hund::N,cão,txakur
197,Katze::N,gata,katu
198,Bär::N,urso,hartz
199,Eichhörnchen::N,esquilo,urtxintxa
200,Elch::N,alce,altze
201,Fuchs::N,raposa,azeri
202,Hase::N,lebre,erbi
203,Maus::N,rato,sagu
204,Wolf::N,lobo,otso
205,Vogel::N,ave,txori
206,Vogel::N,ave,hegazti
207,Vogel::N,pássaro,txori
208,Vogel::N,pássaro,hegazti
209,Schwarm::N,bando,aldra
210,Schwarm::N,enxame,aldra
211,Huhn::N,galinha,oilo
212,Hahn::N,galo,oilar
213,Gans::N,ganso,antzara
214,Adler::N,águia,arrano
215,Ente::N,pata,ahate
216,Eule::N,mocho,hontza
217,Eule::N,coruja,hontza
218,Kranich::N,grou,kurrilo
219,Krähe::N,gralha,bele
220,Kuckuck::N,cuco,kuku
221,Schwan::N,cisne,beltxarga
222,Fisch::N,peixe,arrain
223,Barsch::N,perca,perka
224,Hecht::N,lúcio,lutxo
225,Schlange[Tier]::N,serpente,suge
226,Wurm::N,verme,har
227,Spinne::N,aranha,armiarma
228,Ameise::N,formiga,inurri
229,Laus::N,piolho,zorri
230,Mücke::N,mosquito,eltxo
231,Fliege::N,mosca,euli
232,Schmetterling::N,borboleta,pinpirin
233,Schmetterling::N,borboleta,tximeleta
234,Beere::N,bago,baia
235,Apfel::N,maçã,sagar
236,Pilz::N,fungo,onddo
237,Pilz::N,fungo,perretxiko
238,Pilz::N,cogumelo,onddo
239,Pilz::N,cogumelo,perretxiko
240,Zwiebel::N,cebola,tipula
241,Saat::N,sementeira,haziak
242,Korn::N,grão,ale
243,Korn::N,grão,pikor
244,Heu::N,feno,belar ondu
245,Schale::N,casca,azal
246,Grube::N,cova,hobi
247,Grube::N,fossa,hobi
248,Falle::N,armadilha,harrapagailu
249,Schlinge::N,laço,bilur
250,Schlinge::N,laço,xedera
251,Spur::N,pista,lorratz
252,Spur::N,vestígio,lorratz
253,Asche::N,cinza,errauts
254,Dreck::N,sujidade,satsukeria
255,Eisen::N,ferro,burdina
256,Gold::N,ouro,urre
257,Gold::N,ouro,urregorri
258,Silber::N,prata,zilar
259,Silber::N,prata,urrezuri
260,Kohle::N,carvão,ikatz
261,Glas::N,vidro,beira
262,Lehm::N,barro,buztin
263,Lehm::N,argila,buztin
264,Sand::N,areia,harea
265,Sand::N,areia,hondar
266,Mensch::N,homem,gizaki
267,Mensch::N,pessoa,gizaki
268,Mann::N,homem,gizon
269,Frau::N,mulher,andere
270,Frau::N,mulher,emakume
271,Kind::N,filho,haur
272,Kind::N,criança,haur
273,Junge::N,rapaz,mutil
274,Junge::N,menino,mutil
275,Mädchen::N,menina,neska
276,Mädchen::N,rapariga,neska
277,Familie::N,família,sendi
278,Familie::N,família,familia
279,Großvater::N,avô,aitona
280,Großvater::N,avô,aitatxi
281,Großmutter::N,avó,amona
282,Großmutter::N,avó,amatxi
283,Eltern::N,pais,gurasoak
284,Vater::N,pai,aita
285,Mutter::N,mãe,ama
286,Sohn::N,filho,seme
287,Tochter::N,filha,alaba
288,Bruder::N,irmão,neba
289,Bruder::N,irmão,anaia
290,Schwester::N,irmã,ahizpa
291,Onkel::N,tio,osaba
292,Tante::N,tia,izeba
293,Ehemann::N,esposo,senar
294,Ehefrau::N,esposa,emazte
295,Freude::N,prazer,poz
296,Freude::N,prazer,pozkari
297,Freude::N,alegria,poz
298,Freude::N,alegria,pozkari
299,Gelächter::N,risada,barre
300,Gelächter::N,risada,karkara
301,Gelächter::N,gargalhada,barre
302,Gelächter::N,gargalhada,karkara
303,Glück::N,felicidade,zori
304,Kummer::N,aflição,xangrin
305,Kummer::N,aflição,atsekabe
306,Kummer::N,desgosto,xangrin
307,Kummer::N,desgosto,atsekabe
308,Wunsch::N,desejo,nahi
309,Wunsch::N,desejo,nahikunde
310,Lust::N,vontade,gogo
311,Geist::N,mente,gogo
312,Geist::N,espírito,gogo
313,Gedanke::N,ideia,gogoeta
314,Gedanke::N,pensamento,gogoeta
315,Gedächtnis::N,memória,oroimen
316,Gedächtnis::N,memória,gogoramen
317,Verstand::N,razão,adimen
318,Verstand::N,razão,ulermen
319,Verstand::N,inteligência,adimen
320,Verstand::N,inteligência,ulermen
321,Sinn::N,sentido,zentzu
322,Sinn::N,significado,zentzu
323,Grund::N,causa,zergati
324,Grund::N,motivo,zergati
325,Wahrheit::N,verdade,egia
326,Gespräch::N,conversa,hizketa
327,Gespräch::N,conversa,elkarrizketa
328,Gespräch::N,conversação,hizketa
329,Gespräch::N,conversação,elkarrizketa
330,Märchen::N,conto,ipuin
331,Erzählung::N,conto,edesti
332,Erzählung::N,conto,kontakizun
333,Erzählung::N,narrativa,edesti
334,Erzählung::N,narrativa,kontakizun
335,Nachricht::N,mensagem,albiste
336,Neuigkeit::N,notícia,berri
337,Neuigkeit::N,novidade,berri
338,Name::N,nome,izen
339,Rätsel::N,adivinha,asmakizun
340,Rede::N,oração,hitzaldi
341,Rede::N,oração,mintzaldi
342,Rede::N,discurso,hitzaldi
343,Rede::N,discurso,mintzaldi
344,Sprache::N,língua,hizkuntza
345,Stimme::N,voz,ahots
346,Wort::N,palavra,hitz
347,Zeichen::N,marca,agerbide
348,Zeichen::N,marca,agergarri
349,Ruf::N,grito,dei
350,Ruf::N,chamada,dei
351,Lärm::N,ruído,zarata
352,Lärm::N,ruído,harrabots
353,Lärm::N,barulho,zarata
354,Lärm::N,barulho,harrabots
355,Laut::N,som,hots
356,Ton::N,tom,tonu
357,Ton::N,tom,soinu
358,Lied::N,canção,abesti
359,Ruhe::N,calma,nasaitasun
360,Ruhe::N,silêncio,nasaitasun
361,Leute::N,gente,jende
362,Leute::N,pessoas,jende
363,Volk::N,povo,herri
364,Volk::N,povo,populu
365,Volk::N,nação,herri
366,Volk::N,nação,populu
367,Arbeit::N,trabalho,lan
368,Gast::N,hóspede,arrotz
369,Gast::N,hóspede,apopilo
370,Gast::N,convidado,arrotz
371,Gast::N,convidado,apopilo
372,Geschenk::N,prenda,opari
373,Geschenk::N,presente,opari
374,Spiel::N,jogo,jolas
375,Gesellschaft::N,companhia,gizarte
376,Hilfe::N,ajuda,helpide
377,Hilfe::N,ajuda,laguntza
378,Hilfe::N,socorro,helpide
379,Hilfe::N,socorro,laguntza
380,Freund::N,amigo,lagun
381,Kamerad::N,camarada,adiskide
382,Kamerad::N,camarada,lagunkide
383,Angelegenheit::N,assunto,afera
384,Anzahl::N,número,kopuru
385,Anzahl::N,quantidade,kopuru
386,Art::N,tipo,mota
387,Art::N,espécie,mota
388,Stück::N,pedaço,puska
389,Teil::N,peça,atal
390,Teil::N,parte,atal
391,Hälfte::N,metade,erdi
392,Kreis::N,círculo,biribilki
393,Kreuz::N,cruz,gurutze
394,Linie::N,linha,linea
395,Strich::N,traço,marra
396,Abstand::N,distância,tarte
397,Entfernung::N,distância,urrunera
398,Gegend::N,área,alderdi
399,Gegend::N,área,eskualde
400,Gegend::N,região,alderdi
401,Gegend::N,região,eskualde
402,Platz::N,lugar,leku
403,Ort::N,sítio,toki
404,Seite::N,lado,albo
405,Mitte::N,meio,erdi
406,Gegenstand::N,objecto,gauzaki
407,Sache::N,coisa,gauza
408,Rand::N,bordo,ertz
409,Rand::N,margem,ertz
410,Kante::N,borda,ertz
411,Kante::N,aresta,ertz
412,Ecke::N,esquina,kantoi
413,Spitze::N,ponta,punta
414,Ende::N,cabo,buru
415,Ende::N,cabo,mutur
416,Ende::N,extremo,buru
417,Ende::N,extremo,mutur
418,Loch::N,furo,zulo
419,Loch::N,buraco,zulo
420,Winkel::N,canto,zoko
421,Winkel::N,canto,bazter
422,Winkel::N,ângulo,zoko
423,Winkel::N,ângulo,bazter
424,Muster::N,padrão,eredu
425,Muster::N,padrão,marrazki
426,Muster::N,desenho,eredu
427,Muster::N,desenho,marrazki
428,Größe::N,tamanho,kaizu
429,Größe::N,tamanho,tamaina
430,Länge::N,comprimento,luzera
431,Höhe::N,altura,goiera
432,Höhe::N,altura,garaiera
433,Höhe::N,altitude,goiera
434,Höhe::N,altitude,garaiera
435,Gewicht::N,peso,hazta
436,Menge::N,quantidade,kopuru
437,Haufen::N,pilha,pila
438,Haufen::N,pilha,mendoi
439,Reihe::N,fila,ilara
440,Reihe::N,fila,errenkada
441,Boot::N,barco,potin
442,Boot::N,barco,txalupa
443,Ruder::N,remo,arraun
444,Schlitten::N,trenó,lera
445,Schlitten::N,trenó,narra
446,Ski::N,esqui,eski
447,Lagerfeuer::N,fogueira,su
448,Last::N,carga,zama
449,Last::N,carga,karga
450,Gang::N,curso,ibilera
451,Gang::N,caminhada,ibilera
452,Schritt::N,passo,pauso
453,Schritt::N,passo,urrats
454,Norden::N,norte,ipar
455,Norden::N,norte,iparralde
456,Süden::N,sul,hego
457,Süden::N,sul,hegoalde
458,Westen::N,oeste,sartalde
459,Westen::N,oeste,mendebalde
460,Westen::N,ocidente,sartalde
461,Westen::N,ocidente,mendebalde
462,Osten::N,este,ekialde
463,Osten::N,este,sortalde
464,Osten::N,leste,ekialde
465,Osten::N,leste,sortalde
466,Osten::N,oriente,ekialde
467,Osten::N,oriente,sortalde
468,Holz::N,madeira,zur
469,Brett::N,tábua,ohol
470,Brett::N,prancha,ohol
471,Platte::N,laje,lauza
472,Platte::N,chapa,lauza
473,Stütze::N,apoio,irozgarri
474,Stütze::N,apoio,bermagailu
475,Stütze::N,suporte,irozgarri
476,Stütze::N,suporte,bermagailu
477,Stange::N,vara,haga
478,Stange::N,barra,haga
479,Stock::N,pau,makila
480,Stock::N,bengala,makila
481,Stab::N,bastão,makila
482,Rohr::N,cano,hodi
483,Haus::N,casa,etxe
484,Heim::N,lar,etxe
485,Heim::N,lar,etxaleku
486,Heim::N,casa,etxe
487,Heim::N,casa,etxaleku
488,Ofen::N,estufa,berogailu
489,Ofen::N,aquecedor,berogailu
490,Fußboden::N,piso,zoru
491,Tisch::N,mesa,mahai
492,Stuhl::N,cadeira,aulki
493,Wiege::N,berço,kuma
494,Wiege::N,berço,sehaska
495,Bett::N,cama,ohe
496,Bett::N,cama,ohatze
497,Regal::N,estante,apalategi
498,Regal::N,prateleira,apalategi
499,Kiste::N,caixa,kutxa
500,Fenster::N,janela,leiho
501,Tür::N,porta,ate
502,Tor::N,portão,atari
503,Zaun::N,cerca,hesi
504,Zaun::N,vedação,hesi
505,Dach::N,telhado,teilatu
506,Leiter::N,escada,zurubi
507,Leiter::N,escada móvel,zurubi
508,Besen::N,vassoura,erratz
509,Spaten::N,pá,burdinpala
510,Schaufel::N,pá,pala
511,Gabel::N,garfo,sardexka
512,Löffel::N,colher,koilara
513,Messer::N,faca,aizto
514,Nagel::N,cravo,iltze
515,Netz::N,rede,sare
516,Haken::N,gancho,mako
517,Griff::N,asa,eskutoki
518,Griff::N,cabo,eskutoki
519,Schloss::N,fechadura,sarraila
520,Bild::N,imagem,irudi
521,Figur::N,figura,figura
522,Puppe::N,boneca,panpina
523,Puppe::N,boneca,andrakila
524,Beutel::N,saco,zorro
525,Beutel::N,bolsa,zorro
526,Bündel::N,fardo,azao
527,Bündel::N,fardo,espal
528,Tasche::N,saco,poltsa
529,Tasche::N,bolso,poltsa
530,Eimer::N,balde,treska
531,Deckel::N,tampa,tapa
532,Deckel::N,tampa,estalki
533,Geschirr::N,louça,baxera
534,Geschirr::N,louça,ontziteria
535,Sack::N,saca,zaku
536,Tasse::N,chávena,kikara
537,Topf::N,tacho,ontzi
538,Topf::N,tacho,lapiko
539,Topf::N,panela,ontzi
540,Topf::N,panela,lapiko
541,Kessel::N,caldeira,pazia
542,Essen::N,refeição,janaldi
543,Nahrung::N,comida,jan
544,Nahrung::N,alimento,jan
545,Speise::N,prato,jaki
546,Fleisch::N,carne,okela
547,Fleisch::N,carne,haragi
548,Getreide::N,cereais,labore
549,Brei::N,puré,ahi
550,Brei::N,puré,pure
551,Brot::N,pão,ogi
552,Scheibe::N,fatia,xerra
553,Scheibe::N,fatia,pirripita
554,Fett::N,banha,urin
555,Fett::N,banha,koipe
556,Fett::N,gordura,urin
557,Fett::N,gordura,koipe
558,Butter::N,manteiga,gurin
559,Öl::N,azeite,olio
560,Salz::N,sal,gatz
561,Suppe::N,sopa,zopa
562,Suppe::N,sopa,salda
563,Suppe::N,caldo,zopa
564,Suppe::N,caldo,salda
565,Honig::N,mel,ezti
566,Milch::N,leite,esne
567,Tee::N,chá,te
568,Leder::N,couro,larru
569,Wolle::N,lã,artile
570,Stoff::N,pano,ehun
571,Stoff::N,tecido,ehun
572,Nadel::N,agulha,orratz
573,Nadel::N,agulha,jostorratz
574,Faden::N,fio,hari
575,Knopf::N,botão,botoi
576,Knoten::N,nó,korapilo
577,Farbe::N,corante,pintura
578,Kleidung::N,roupa,arropa
579,Kleidung::N,roupa,jantziak
580,Kleidung::N,vestuário,arropa
581,Kleidung::N,vestuário,jantziak
582,Hemd::N,camisa,atorra
583,Hemd::N,camisa,alkandora
584,Kragen::N,gola,idun
585,Ärmel::N,manga,mahuka
586,Hose::N,calça,prakak
587,Hose::N,calça,galtzak
588,Gürtel::N,cinto,gerriko
589,Mütze::N,boné,txano
590,Mütze::N,boné,txapel
591,Mütze::N,barrete,txano
592,Mütze::N,barrete,txapel
593,Schuh::N,sapato,oski
594,Schuh::N,sapato,oinetako
595,Stiefel::N,bota,bota
596,Ring::N,anel,uztai
597,Band::N,fita,zinta
598,Band::N,fita,xingola
599,Band::N,faixa,zinta
600,Band::N,faixa,xingola
601,Kamm::N,pente,orrazi
602,Spiegel::N,espelho,mirail
603,Riemen::N,correia,uhal
604,Schnur::N,corda,lokailu
605,Schnur::N,cordel,lokailu
606,Leine::N,trela,lotura
607,Decke::N,cobertor,burusi
608,Kissen::N,almofada,kuxin
609,Tuch::N,pano,zapi
610,Tuch::N,pano,oihal
611,Handtuch::N,toalha,eskuzapi
612,Handtuch::N,toalha,eskuoihal
613,Kraft::N,força,indar
614,Stärke::N,força,indar
615,Gesundheit::N,saúde,osasun
616,Krankheit::N,doença,eritasun
617,Krankheit::N,doença,gaixotasun
618,Krankheit::N,enfermidade,eritasun
619,Krankheit::N,enfermidade,gaixotasun
620,Schmerz::N,dor,min
621,Wunde::N,chaga,zauri
622,Wunde::N,ferida,zauri
623,Fieber::N,febre,sukar
624,Arznei::N,remédio,osagai
625,Arznei::N,remédio,sendagai
626,Brücke::N,ponte,zubi
627,Brunnen::N,poço,putzu
628,Weide::N,pastagem,alha
629,Weide::N,pastagem,bazkaleku
630,Pfad::N,senda,zidor
631,Pfad::N,senda,bidexka
632,Pfad::N,trilho,zidor
633,Pfad::N,trilho,bidexka
634,Weg::N,caminho,bide
635,Straße::N,via,errepide
636,Straße::N,estrada,errepide
637,Dorf::N,aldeia,herri
638,Stadt::N,cidade,hiri
639,Brief::N,carta,gutun
640,Brief::N,carta,eskutitz
641,Buch::N,livro,liburu
642,Buchstabe::N,letra,hizki
643,Zeitung::N,jornal,egunkari
644,Leben::N,vida,bizi
645,Leben::N,vida,bizitza
646,Tod::N,morte,herio
647,Tod::N,morte,heriotza
648,Grab::N,túmulo,hobi
649,Grab::N,túmulo,hilobi
650,Grab::N,sepultura,hobi
651,Grab::N,sepultura,hilobi
652,Kirche::N,igreja,eliza
653,Sünde::N,pecado,hoben
654,Sünde::N,pecado,bekatu
655,Gott::N,deus,jainko
656,Arbeiter::N,operário,langile
657,Arbeiter::N,operário,behargin
658,Arbeiter::N,trabalhador,langile
659,Arbeiter::N,trabalhador,behargin
660,Chef::N,chefe,nagusi
661,Chef::N,patrão,nagusi
662,Meister::N,mestre,maisu
663,Arzt::N,médico,osagile
664,Arzt::N,médico,sendagile
665,Lehrer::N,professor,irakasle
666,Geld::N,dinheiro,diru
667,Geschäft::N,negócio,negozio
668,Laden::N,loja,denda
669,Laden::N,loja,saltegi
670,Preis::N,preço,prezio
671,Preis::N,preço,salneurri
672,Ware::N,mercadoria,salgai
673,Nutzen::N,proveito,onura
674,Nutzen::N,proveito,probetxu
675,Reichtum::N,riqueza,aberastasun
676,Welt::N,mundo,ludi
677,Welt::N,mundo,mundu
678,Land::N,país,herrialde
679,Staat::N,Estado,estatu
680,König::N,rei,errege
681,Macht::N,poder,botere
682,Macht::N,potência,botere
683,Grenze::N,fronteira,muga
684,Krieg::N,guerra,guda
685,Feind::N,inimigo,etsai
686,Feind::N,inimigo,arerio
687,Gewalt::N,violência,bortxa
688,Gewalt::N,violência,bortizkeria
689,Kampf::N,luta,gudu
690,Kampf::N,luta,auska
691,Kampf::N,combate,gudu
692,Kampf::N,combate,auska
693,Bogen[Waffe]::N,arco,arku
694,Pfeil::N,seta,gezi
695,Pfeil::N,flecha,gezi
696,Gewehr::N,espingarda,fusil
697,Fehler::N,erro,huts
698,Fehler::N,erro,hutsegin
699,Fehler::N,falha,huts
700,Fehler::N,falha,hutsegin
701,Lüge::N,mentira,gezur
702,Schaden::N,dano,kalte
703,Schaden::N,estrago,kalte
704,Unglück::N,desgraça,zoritxar
705,Unglück::N,desgraça,zorigaitz
706,Schuld::N,culpa,erru
707,Alter::N,idade,adin
708,Schluss::N,fim,bukaera
709,Zeit::N,tempo,aldi
710,Zeit::N,tempo,denbora
711,Tag::N,dia,egun
712,Morgen::N,manhã,goiz
713,Mittag::N,meio-dia,eguerdi
714,Abend::N,noite,arrats
715,Abend::N,tardinha,arrats
716,Nacht::N,noite,gau
717,Woche::N,semana,aste
718,Monat::N,mês,hil
719,Jahr::N,ano,urte
720,Frühling::N,primavera,udalehen
721,Sommer::N,verão,uda
722,Herbst::N,outono,udazken
723,Herbst::N,outono,neguantz
724,Winter::N,inverno,negu
725,Januar::N,Janeiro,urtarril
726,Februar::N,Fevereiro,otsail
727,März::N,Março,martxo
728,April::N,Abril,apiril
729,Mai::N,Maio,maiatz
730,Juni::N,Junho,ekain
731,Juli::N,Julho,uztail
732,August::N,Agosto,abuztu
733,September::N,Setembro,irail
734,Oktober::N,Outubro,urri
735,November::N,Novembro,azaro
736,Dezember::N,Dezembro,abendu
737,Montag::N,segunda-feira,astelehen
738,Dienstag::N,terça-feira,astearte
739,Mittwoch::N,quarta-feira,asteazken
740,Donnerstag::N,quinta-feira,ostegun
741,Freitag::N,sexta-feira,ostiral
742,Samstag::N,sábado,larunbat
743,Sonntag::N,domingo,igande
744,groß::A,grande,handi
745,klein::A,pequeno,txiki
746,lang::A,comprido,luze
747,kurz::A,curto,labur
748,breit::A,largo,zabal
749,schmal::A,estreito,mehar
750,dicht::A,denso,sarri
751,dicht::A,denso,trinko
752,dick[Gegenstand]::A,grosso,lodi
753,dünn::A,delgado,mehe
754,fein::A,fino,fin
755,fein::A,subtil,fin
756,fest::A,firme,tinko
757,fest::A,sólido,tinko
758,flach::A,plano,lau
759,flach::A,plano,ordoki
760,glatt::A,liso,leun
761,hart::A,duro,gogor
762,weich::A,mole,bigun
763,weich::A,mole,beratz
764,rund::A,redondo,biribil
765,spitz::A,agudo,puntadun
766,scharf::A,afiado,zorrotz
767,stumpf::A,rombo,kamuts
768,schwer::A,pesado,astun
769,schwer::A,pesado,pisutsu
770,schön::A,belo,eder
771,schön::A,bonito,eder
772,heiß::A,quente,bero
773,heiß::A,quente,oso bero
774,warm::A,quente,bero
775,kalt::A,frio,hotz
776,kühl::A,fresco,hotzil
777,frisch::A,fresco,fresko
778,frisch::A,fresco,hozkirri
779,feucht::A,húmido,heze
780,nass::A,molhado,busti
781,trocken::A,seco,siku
782,trocken::A,seco,lehor
783,voll::A,cheio,bete
784,leer::A,vazio,huts
785,offen::A,aberto,ireki
786,geschlossen::A,fechado,itxita
787,sauber::A,limpo,xahu
788,sauber::A,limpo,garbi
789,schmutzig::A,sujo,lohi
790,schmutzig::A,sujo,zikin
791,roh::A,cru,gordin
792,reif::A,maduro,umo
793,reif::A,maduro,heldu
794,lecker::A,delicioso,goxo
795,süß::A,doce,goxo
796,bitter::A,amargo,karmin
797,bitter::A,amargo,garratz
798,sauer::A,azedo,mingots
799,hell::A,claro,argi
800,dunkel::A,escuro,ilun
801,dunkel::A,sombrio,ilun
802,schwarz::A,preto,beltz
803,weiß::A,branco,zuri
804,rot::A,vermelho,gorri
805,gelb::A,amarelo,hori
806,blau::A,azul,urdin
807,grün::A,verde,berde
808,grün::A,verde,musker
809,grau::A,cinzento,urdin
810,grau::A,cinzento,urdinabar
811,bunt::A,colorido,koloretsu
812,billig::A,barato,merke
813,teuer::A,caro,garesti
814,wertvoll::A,valioso,baliotsu
815,wertvoll::A,precioso,baliotsu
816,blind::A,cego,itsu
817,taub::A,surdo,gor
818,kräftig::A,forte,kementsu
819,kräftig::A,poderoso,kementsu
820,stark::A,forte,bizkor
821,stark::A,forte,indartsu
822,stark::A,robusto,bizkor
823,stark::A,robusto,indartsu
824,schwach::A,débil,ahul
825,schwach::A,débil,indargabe
826,fett::A,gordo,gizen
827,schlank::A,esbelto,lerden
828,hübsch::A,giro,polit
829,hübsch::A,bonito,polit
830,böse::A,mau,tzar
831,böse::A,mau,gaizto
832,dumm::A,parvo,lelo
833,dumm::A,parvo,pello
834,dumm::A,estúpido,lelo
835,dumm::A,estúpido,pello
836,faul::A,preguiçoso,nagi
837,faul::A,preguiçoso,alfer
838,fleißig::A,aplicado,maratz
