,Concept_ID,hy,ga
94,Licht::N,լույս,solas
95,Schatten::N,ստվեր,scáth
96,Wetter::N,եղանակ,aimsir
97,Nebel::N,մեգ,ceo
98,Nebel::N,մառախուղ,ceo
99,Wolke::N,ամպ,néal
100,Wolke::N,ամպ,scamall
101,Regen::N,անձրև,báisteach
102,Regen::N,անձրև,fearthainn
103,Schnee::N,ձյուն,sneachta
104,Eis::N,սառույց,oighear
105,Frost::N,սառնամանիք,sioc
106,Kälte::N,դող,fuacht
107,Hitze::N,շոգ,teas
108,Hitze::N,շոգ,teocht
109,Raureif::N,ցօղեղեամ,sioc bán
110,Regenbogen::N,ծիածան,stua ceatha
111,Regenbogen::N,ծիածան,bogha báistí
112,Donner::N,որոտ,toirneach
113,Strömung::N,հոսանք,sruth
114,Tropfen::N,կաթիլ,deoir
115,Schaum::N,փրփուր,cúr
116,Schmutz::N,կեղտ,salachar
117,See::N,լիճ,loch
118,Sumpf::N,ճահիճ,portach
119,Moor::N,ճահիճ,caorán
120,Moor::N,ճահիճ,móinteán
121,Wiese::N,մարգագետին,cluain
122,Wiese::N,մարգագետին,móinéar
123,Wald::N,անտառ,coill
124,Wald::N,անտառ,foraois
125,Hügel::N,բլուր,ard
126,Anhöhe::N,բարձունք,ard
127,Anhöhe::N,բարձունք,ardán
128,Berg::N,լեռ,sliabh
129,Gipfel::N,գագաթ,barr
130,Gipfel::N,գագաթ,mullach
131,Gipfel::N,կատար,barr
132,Gipfel::N,կատար,mullach
133,Höhle::N,քարայր,uaimh
134,Höhle::N,քարայր,pluais
135,Abhang::N,լանջ,fána
136,Abhang::N,զառիվայր,fána
137,Quelle::N,աղբյուր,foinse
138,Bach::N,վտակ,sruthán
139,Fluss::N,գետ,abhainn
140,Ufer::N,ծովափ,bruach
141,Küste::N,ափ,cósta
142,Küste::N,ափ,cladach
143,Küste::N,ծովափ,cósta
144,Küste::N,ծովափ,cladach
145,Festland::N,ցամաք,míntír
146,Meer::N,ծով,muir
147,Meer::N,ծով,farraige
148,Bucht::N,հաչիւն,bá
149,Bucht::N,հաչիւն,cuan
150,Insel::N,վղզի,inis
151,Insel::N,վղզի,oileán
152,Blume::N,ծաղիկ,bláth
153,Gras::N,խոտ,féar
154,Wurzel::N,արմատ,rúta
155,Wurzel::N,արմատ,fréamh
156,Baum::N,ծառ,crann
157,Stamm::N,իրան,stoc
158,Stamm::N,իրան,tamhan
159,Rinde::N,կեղեւ,coirt
160,Rinde::N,կեղեւ,craiceann
161,Rinde::N,հաչոց,coirt
162,Rinde::N,հաչոց,craiceann
163,Ast::N,ճյուղ,géag
164,Zweig::N,ճյուղ,géag
165,Zweig::N,ճյուղ,craobh
166,Blatt::N,տերեւ,duille
167,Blatt::N,տերեւ,duilleog
168,Birke::N,ցարասի,beith
169,Birke::N,ցարասի,crann beithe
170,Kiefer[Baum]::N,սոճի,péine
171,Weide[Baum]::N,ուռենի,saileach
172,Tanne::N,եղեւին,giúis
173,Feder::N,փետուր,cleite
174,Fell::N,մորթի,clúmh
175,Flügel::N,թեւ,eite
176,Flügel::N,թեւ,sciathán
177,Klaue::N,չանչ,crúb
178,Klaue::N,չանչ,crobh
179,Kralle::N,ճանկ,crobh
180,Schwanz::N,պոչ,eireaball
181,Ei::N,ձու,ubh
182,Nest::N,բույն,nead
183,Bau::N,որջ,brocais
184,Bau::N,բայոց,brocais
185,Tier::N,կենդանի,ainmhí
186,Tier::N,կենդանի,beithíoch
187,Herde::N,հոտ,tréad
188,Kuh::N,կով,bó
189,Bulle::N,ցուլ,tarbh
190,Pferd::N,ձի,each
191,Pferd::N,ձի,capall
192,Schaf::N,ոչխար,caora
193,Schwein::N,խոզ,muc
194,Hund::N,շուն,madra
195,Katze::N,կատու,cat
196,Bär::N,արջ,béar
197,Eichhörnchen::N,սկյուռ,iora
198,Elch::N,հիւսիսային եղջերու,eilc
199,Fuchs::N,աղվես,sionnach
200,Fuchs::N,աղվես,madra rua
201,Hase::N,նապաստակ,giorria
202,Maus::N,մուկ,luch
203,Wolf::N,գայլ,mac tíre
204,Vogel::N,թռչուն,éan
205,Schwarm::N,երամ,saithe
206,Huhn::N,հավ,cearc
207,Hahn::N,աքաղաղ,coileach
208,Gans::N,սագ,gé
209,Adler::N,արծիվ,iolar
210,Ente::N,բադ,lacha
211,Eule::N,բու,ulchabhán
212,Kranich::N,կռունկ,grús
213,Krähe::N,ագռավ,caróg
214,Krähe::N,ագռավ,préachán
215,Kuckuck::N,կուկու,cuach
216,Schwan::N,կարապ,eala
217,Fisch::N,ձուկ,iasc
218,Barsch::N,պերկես,péirse
219,Hecht::N,գայլաձուկ,liús
220,Schlange[Tier]::N,օձ,nathair
221,Wurm::N,որդ,péist
222,Wurm::N,ճիճու,péist
223,Spinne::N,սարդ,damhán alla
224,Ameise::N,միջյուն,seangán
225,Laus::N,ոջիլ,míol
226,Mücke::N,մժղուկ,muiscít
227,Mücke::N,մժղուկ,corrmhíol
228,Fliege::N,ճանճ,cuil
229,Fliege::N,ճանճ,cuileog
230,Schmetterling::N,թիթեռ,féileacán
231,Beere::N,հատապտուղ,caor
232,Apfel::N,խնձոր,úll
233,Pilz::N,սունկ,beacán
234,Pilz::N,սունկ,muisiriún
235,Zwiebel::N,սոխ,oinniún
236,Saat::N,սերմ,síol
237,Korn::N,հատիկ,gráinne
238,Heu::N,խոտ,féar
239,Schale::N,կեղեւ,scaimh
240,Grube::N,փոս,poll
241,Falle::N,ծուղակ,gaiste
242,Schlinge::N,խեղդան,sealán
243,Spur::N,հետք,rian
244,Asche::N,մոխիր,luaith
245,Dreck::N,աղտ,salachar
246,Eisen::N,երկաթ,iarann
247,Gold::N,ոսկի,ór
248,Silber::N,արծաթ,airgead
249,Kohle::N,քարածուխ,gual
250,Glas::N,ապակի,gloine
251,Lehm::N,կավ,cré
252,Sand::N,ավազ,gaineamh
253,Mensch::N,մարդ,duine
254,Mann::N,մարդ,fear
255,Mann::N,տղամարդ,fear
256,Frau::N,կին,bean
257,Kind::N,զավակ,gasúr
258,Kind::N,զավակ,páiste
259,Junge::N,տղա,buachaill
260,Mädchen::N,աղջիկ,cailín
261,Familie::N,ընտանիք,teaghlach
262,Familie::N,ընտանիք,comhluadar
263,Großvater::N,պապ,seanathair
264,Großmutter::N,տատ,seanmháthair
265,Eltern::N,ծնողներ,tuismitheoirí
266,Vater::N,հայր,athair
267,Mutter::N,մայր,máthair
268,Sohn::N,որդի,mac
269,Tochter::N,աղջիկ,iníon
270,Tochter::N,դուստր,iníon
271,Bruder::N,եղբայր,deartháir
272,Schwester::N,քույր,deirfiúr
273,Onkel::N,քեռի,uncail
274,Onkel::N,հորեղբայր,uncail
275,Tante::N,մորաքույր,aintín
276,Ehemann::N,մարդ,fear céile
277,Ehemann::N,ամուսին,fear céile
278,Ehefrau::N,կին ամուսին,bean chéile
279,Freude::N,ուրախություն,áthas
280,Gelächter::N,ծիծաղ,gáire
281,Glück::N,երջանկություն,séan
282,Glück::N,երջանկություն,sonas
283,Kummer::N,վիշտ,brón
284,Kummer::N,վիշտ,buairt
285,Wunsch::N,ցանկություն,guí
286,Wunsch::N,ցանկություն,achainí
287,Lust::N,փափագ,fonn
288,Lust::N,իղձ,fonn
289,Geist::N,ոգի,meon
290,Geist::N,ոգի,spiorad
291,Gedanke::N,միտք,smaoineamh
292,Gedächtnis::N,հիշողություն,cuimhne
293,Verstand::N,խելք,ciall
294,Verstand::N,խելք,intinn
295,Sinn::N,իմաստ,brí
296,Sinn::N,իմաստ,ciall
297,Grund::N,պատճառ,fáth
298,Wahrheit::N,ճշմարտություն,fírinne
299,Gespräch::N,զրույց,comhrá
300,Märchen::N,պայիկի պատմություն,scéal
301,Erzählung::N,պատմվածք,scéal
302,Erzählung::N,պատմություն,scéal
303,Nachricht::N,հաղորդագրություն,teachtaireacht
304,Neuigkeit::N,լուր,scéala
305,Neuigkeit::N,նորություն,scéala
306,Name::N,անուն,ainm
307,Rätsel::N,բարդ խնդիր,tomhas
308,Rede::N,ճառ,óráid
309,Rede::N,ճառ,aitheasc
310,Rede::N,ելույթ,óráid
311,Rede::N,ելույթ,aitheasc
312,Sprache::N,լեզու,teanga
313,Stimme::N,ձայն,guth
314,Wort::N,բառ,focal
315,Zeichen::N,նշան,comhartha
316,Ruf::N,կոչ,glaoch
317,Ruf::N,կանչ,glaoch
318,Lärm::N,աղմուկ,torann
319,Laut::N,հնչյուն,fuaim
320,Laut::N,ձայն,fuaim
321,Ton::N,տոն,ton
322,Lied::N,երգ,amhrán
323,Ruhe::N,անդորրություն,suaimhneas
324,Leute::N,մարդիկ,muintir
325,Volk::N,ազգ,pobal
326,Arbeit::N,գործ,obair
327,Arbeit::N,աշխատանք,obair
328,Gast::N,հյուր,aoi
329,Geschenk::N,նվեր,féirín
330,Geschenk::N,նվեր,bronntanas
331,Spiel::N,խաղ,cluiche
332,Gesellschaft::N,ընկերություն,comhluadar
333,Hilfe::N,օգնությթուն,cúnamh
334,Hilfe::N,օգնությթուն,cabhair
335,Freund::N,ընկեր,cara
336,Freund::N,բարեկամ,cara
337,Kamerad::N,ուղեկից,comrádaí
338,Angelegenheit::N,բան,ábhar
339,Angelegenheit::N,գործ,ábhar
340,Anzahl::N,քանակ,líon
341,Anzahl::N,գումար,líon
342,Art::N,տեսակ,sórt
343,Art::N,տեսակ,saghas
344,Stück::N,կտոր,píosa
345,Teil::N,մաս,cuid
346,Teil::N,մաս,páirt
347,Hälfte::N,կես,leath
348,Kreis::N,շիջանակ,ciorcal
349,Kreuz::N,խաչ,cros
350,Linie::N,գիծ,líne
351,Strich::N,գիծ,stríoc
352,Abstand::N,անջրպետ,achar
353,Entfernung::N,հեռավորություն,fad
354,Gegend::N,շրջան,ceantar
355,Platz::N,տարածություն,áit
356,Platz::N,տարածություն,spás
357,Ort::N,տեղ,áit
358,Ort::N,վայր,áit
359,Seite::N,կողմ,taobh
360,Mitte::N,մեջտեղ,lár
361,Gegenstand::N,առարկա,ball
362,Gegenstand::N,առարկա,ábhar
363,Sache::N,բան,ní
364,Sache::N,բան,rud
365,Rand::N,վերջք,imeall
366,Rand::N,վերջք,ciumhais
367,Kante::N,եզր,corr
368,Kante::N,եզր,colbha
369,Ecke::N,անկյուն,coirnéal
370,Spitze::N,ծայր,gob
371,Spitze::N,ծայր,barr
372,Ende::N,ծայր,ceann
373,Ende::N,ծայր,foirceann
374,Loch::N,անցք,poll
375,Winkel::N,անկյուն,cúinne
376,Winkel::N,անկյուն,uillinn
377,Muster::N,օրինակ,patrún
378,Größe::N,մեծություն,méid
379,Größe::N,մեծություն,toise
380,Länge::N,երկարություն,fad
381,Höhe::N,բարձրություն,airde
382,Gewicht::N,կշիռ,meáchan
383,Menge::N,քանակ,méid
384,Haufen::N,դեզ,cnap
385,Haufen::N,կույտ,cnap
386,Reihe::N,շարք,líne
387,Reihe::N,շարք,sraith
388,Reihe::N,կարգ,líne
389,Reihe::N,կարգ,sraith
390,Boot::N,նավակ,bád
391,Ruder::N,թի,rámh
392,Ruder::N,թի,maide rámha
393,Ruder::N,թիակ,rámh
394,Ruder::N,թիակ,maide rámha
395,Schlitten::N,բալխիր,carr sleamhnáin
396,Ski::N,դահուկ,scí
397,Lagerfeuer::N,բացօդեայ կրակ,tine champa
398,Last::N,բեռ,ualach
399,Gang::N,զբոսանք,siúlóid
400,Schritt::N,քայլ,céim
401,Schritt::N,քայլ,coiscéim
402,Norden::N,հյուսիս,tuaisceart
403,Süden::N,հարավ,deisceart
404,Westen::N,արեւմուտք,iarthar
405,Osten::N,արեւելք,oirthear
406,Holz::N,փայտ,adhmad
407,Brett::N,տախտակ,clár
408,Platte::N,թիթեղ,leac
409,Stütze::N,նեցուկ,taca
410,Stange::N,ձող,polla
411,Stange::N,ձող,cuaille
412,Stock::N,փայտ,bata
413,Stock::N,փայտ,maide
414,Stab::N,ցուպ,maide
415,Stab::N,ցուպ,bachall
416,Stab::N,գավազան,maide
417,Stab::N,գավազան,bachall
418,Rohr::N,խողովակ,píopa
419,Haus::N,տուն,teach
420,Heim::N,տուն,baile
421,Ofen::N,վառարան,sornóg
422,Fußboden::N,հատակ,urlár
423,Tisch::N,սեղան,bord
424,Tisch::N,սեղան,tábla
425,Stuhl::N,աթոռ,cathaoir
426,Wiege::N,օրորոց,cliabhán
427,Bett::N,անկողին,leaba
428,Regal::N,դարակ,seilf
429,Kiste::N,տուփ,bosca
430,Fenster::N,պատուհան,fuinneoig
431,Tür::N,դուռ,doras
432,Tor::N,դարպաս,geata
433,Zaun::N,ցանկապատ,fál
434,Zaun::N,ցանկապատ,claí
435,Dach::N,տանիք,díon
436,Dach::N,կտուր,díon
437,Leiter::N,սանդուղք,dréimire
438,Besen::N,ավել,scuab
439,Spaten::N,բահ,spád
440,Spaten::N,բահ,rámhainn
441,Schaufel::N,թի,sluasaid
442,Gabel::N,պատառաքաղ,forc
443,Gabel::N,պատառաքաղ,gabhlóg
444,Löffel::N,գդալ,spúnóg
445,Messer::N,դանակ,scian
446,Nagel::N,մեխ,tairne
447,Netz::N,ցանց,líon
448,Netz::N,ցանց,eangach
449,Haken::N,կարթ,croch
450,Griff::N,կոթ,cos
451,Griff::N,կոթ,hanla
452,Griff::N,բռնակ,cos
453,Griff::N,բռնակ,hanla
454,Schloss::N,կողպեք,glas
455,Bild::N,նկար,pictiúr
456,Bild::N,պատկեր,pictiúr
457,Figur::N,քանդակ,fíor
458,Figur::N,պատկեր,fíor
459,Puppe::N,տիկնիկ,bábóg
460,Beutel::N,տոպրակ,mála
461,Beutel::N,տոպրակ,mealbhóg
462,Bündel::N,կապոց,beart
463,Tasche::N,պայուսակ,mála
464,Eimer::N,դույլ,buicéad
465,Deckel::N,կափարիչ,clár
466,Deckel::N,կափարիչ,claibín
467,Geschirr::N,ամանեղեն,soithí
468,Geschirr::N,ամանեղեն,gréithe
469,Sack::N,պարկ,sac
470,Sack::N,պարկ,mála
471,Sack::N,տոպրակ,sac
472,Sack::N,տոպրակ,mála
473,Tasse::N,թաս,cupán
474,Tasse::N,գավաթ,cupán
475,Topf::N,անոթ,pota
476,Kessel::N,կաթսա,citeal
477,Essen::N,կերակուր,béile
478,Nahrung::N,ուտելիք,bia
479,Speise::N,խորտիկ,mias
480,Speise::N,կերակուր,mias
481,Fleisch::N,միս,feoil
482,Getreide::N,հացահատիկ,grán
483,Getreide::N,հացահատիկ,arbhar
484,Brei::N,լանդակ,brúitín
485,Brot::N,հաց,arán
486,Scheibe::N,կտոր,píosa
487,Scheibe::N,կտոր,slisne
488,Scheibe::N,պատառ,píosa
489,Scheibe::N,պատառ,slisne
490,Fett::N,ճարպ,saill
491,Fett::N,ճարպ,méathras
492,Butter::N,կարագ,im
493,Öl::N,ձեթ,ola
494,Salz::N,աղ,salann
495,Suppe::N,սուպ,sú
496,Suppe::N,սուպ,anraith
497,Suppe::N,ապուր,sú
498,Suppe::N,ապուր,anraith
499,Honig::N,մեղր,mil
500,Milch::N,կաթ,bainne
501,Tee::N,թեյ,tae
502,Leder::N,կաշի,leathar
503,Wolle::N,բուրդ,olann
504,Stoff::N,գործվածք,éadach
505,Nadel::N,ասեղ,snáthaid
506,Faden::N,թել,snáth
507,Knopf::N,կոճակ,cnaipe
508,Knoten::N,հանգույց,snaidhm
509,Farbe::N,ներկ,péint
510,Kleidung::N,հագուստ,éadaí
511,Hemd::N,վերնաշապիկ,léine
512,Kragen::N,օձիք,bóna
513,Ärmel::N,թեւք,muinchille
514,Hose::N,շալվար,bríste
515,Hose::N,շալվար,treabhsar
516,Gürtel::N,գոտի,crios
517,Mütze::N,կեպի,caipín
518,Schuh::N,կոշիկ,bróg
519,Stiefel::N,երկարաճիթ կոշիկ,buatais
520,Ring::N,զնգալ,fáinne
521,Band::N,ժապավեն,ribín
522,Kamm::N,սանր,cíor
523,Spiegel::N,հայելի,scáthán
524,Riemen::N,փոկ,iall
525,Riemen::N,փոկ,strapa
526,Schnur::N,լար,téad
527,Schnur::N,լար,sreangán
528,Leine::N,փոկ,iall
529,Decke::N,վերմակ,pluid
530,Decke::N,վերմակ,blaincéad
531,Kissen::N,բարձ,piliúr
532,Kissen::N,բարձ,adhartán
533,Tuch::N,թաշկինակ,scaif
534,Handtuch::N,սրբիչ,tuáille
535,Kraft::N,ուժ,fórsa
536,Stärke::N,պնդություն,neart
537,Stärke::N,ամրություն,neart
538,Gesundheit::N,առողջություն,sláinte
539,Krankheit::N,ախտ,tinneas
540,Krankheit::N,ախտ,breoiteacht
541,Krankheit::N,հիվանդություն,tinneas
542,Krankheit::N,հիվանդություն,breoiteacht
543,Schmerz::N,ցավ,pian
544,Schmerz::N,տանջանք,pian
545,Wunde::N,վերք,goin
546,Fieber::N,տենդ,fiabhras
547,Arznei::N,դեղ,cógas
548,Brücke::N,կամուրջ,droichead
549,Brunnen::N,հոր,tobar
550,Brunnen::N,ջրհոր,tobar
551,Weide::N,արոտավայր,féarach
552,Pfad::N,արահետ,cosán
553,Pfad::N,արահետ,conair
554,Weg::N,ուղի,slí
555,Weg::N,ուղի,bealach
556,Straße::N,ճանապարհ,bóthar
557,Dorf::N,գյուղ,sráidbhaile
558,Stadt::N,քաղաք,baile
559,Stadt::N,քաղաք,cathair
560,Brief::N,նամակ,litir
561,Buch::N,գիրք,cín
562,Buch::N,գիրք,leabhar
563,Buchstabe::N,տառ,litir
564,Buchstabe::N,գիր,litir
565,Zeitung::N,լրագիր,nuachtán
566,Leben::N,կյանք,saol
567,Leben::N,կյանք,beatha
568,Tod::N,մահ,bás
569,Grab::N,գերեզման,uaigh
570,Kirche::N,եկեղեցի,eaglais
571,Sünde::N,մեղք,peaca
572,Gott::N,աստված,dia
573,Arbeiter::N,բանվոր,oibrí
574,Arbeiter::N,աշխատող,oibrí
575,Chef::N,տեր,saoiste
576,Chef::N,տեր,ceannasaí
577,Meister::N,վարպետ,máistir
578,Arzt::N,բժիշկ,lia
579,Arzt::N,բժիշկ,dochtúir
580,Lehrer::N,ուսուցիչ,oide
581,Lehrer::N,ուսուցիչ,múinteoir
582,Geld::N,փող,airgead
583,Geschäft::N,գործ,gnó
584,Geschäft::N,աշխատանք,gnó
585,Laden::N,կրպակ,siopa
586,Laden::N,խանութ,siopa
587,Preis::N,գին,praghas
588,Ware::N,ապրանք,earra
589,Nutzen::N,օգուտ,tairbhe
590,Reichtum::N,հարստություն,rachmas
591,Reichtum::N,հարստություն,saibhreas
592,Welt::N,աշխարհ,domhan
593,Land::N,երկիր,tír
594,Staat::N,պետություն,stát
595,König::N,արքա,rí
596,König::N,թագավոր,rí
597,Macht::N,իշխանություն,cumhacht
598,Grenze::N,սահման,críoch
599,Grenze::N,սահման,teorainn
600,Krieg::N,պատերազմ,cogadh
601,Feind::N,թշնամի,namhaid
602,Gewalt::N,բռնություն,foréigean
603,Gewalt::N,սաստկություն,foréigean
604,Kampf::N,մարտ,troid
605,Bogen[Waffe]::N,աղեղ,bogha
606,Pfeil::N,նետ,saighead
607,Gewehr::N,հրացան,gunna
608,Fehler::N,սխալ,botún
609,Fehler::N,սխալ,meancóg
610,Lüge::N,սուտ,bréag
611,Lüge::N,սուտ,éitheach
612,Schaden::N,վնաս,dochar
613,Schaden::N,վնաս,damáiste
614,Unglück::N,դժբախտություն,drochrath
615,Schuld::N,պակասություն,locht
616,Schuld::N,պակասություն,milleán
617,Alter::N,հասակ,aois
618,Schluss::N,վերջ,deireadh
619,Schluss::N,վախճան,deireadh
620,Zeit::N,ժամանակ,am
621,Zeit::N,ժամանակ,aimsir
622,Tag::N,օր,lá
623,Morgen::N,առավոտ,maidin
624,Mittag::N,կեսօր,nóin
625,Abend::N,երեկո,tráthnóna
626,Nacht::N,գիշեր,oíche
627,Woche::N,շաբաթ,seachtain
628,Monat::N,ամիս,mí
629,Jahr::N,տարի,bliain
630,Frühling::N,գարուն,earrach
631,Sommer::N,ամառ,samhradh
632,Herbst::N,աշուն,fómhar
633,Winter::N,ձմեռ,geimhreadh
634,Januar::N,հունվար,Eanáir
635,Februar::N,փետրվար,Feabhra
636,März::N,մարտ,Márta
637,April::N,ապրիլ,Aibreán
638,Mai::N,մայիս,Bealtaine
639,Juni::N,հունիս,Meitheamh
640,Juli::N,հուլիս,Iúil
641,August::N,օգոստոս,Lúnasa
642,September::N,սեպտեմբեր,Meán Fómhair
643,Oktober::N,հոկտեմբեր,Deireadh Fómhair
644,November::N,նոյեմբեր,Samhain
645,November::N,նոյեմբեր,Mí na Samhna
646,Dezember::N,դեկտեմբեր,Mí na Nollag
647,Montag::N,երկուշաբթի,Luan
648,Montag::N,երկուշաբթի,Dé Luain
649,Dienstag::N,երեքշաբթի,Máirt
650,Dienstag::N,երեքշաբթի,Dé Máirt
651,Mittwoch::N,չորեքշաբթի,Céadaoin
652,Mittwoch::N,չորեքշաբթի,Dé Céadaoin
653,Donnerstag::N,հինգշաբթի,Déardaoin
654,Freitag::N,ուրբաթ,Aoine
655,Freitag::N,ուրբաթ,Dé hAoine
656,Samstag::N,շաբաթ,Satharn
657,Samstag::N,շաբաթ,Dé Sathairn
658,Sonntag::N,կիրակի,Domhnach
659,Sonntag::N,կիրակի,Dé Domhnaigh
660,groß::A,մեծ,mór
661,groß::A,խոշոր,mór
662,klein::A,պստիկ,beag
663,klein::A,փոքրիկ,beag
664,lang::A,երկար,fada
665,kurz::A,կարճ,gearr
666,kurz::A,կարճ,gairid
667,breit::A,լայն,leathan
668,breit::A,լայն,fairsing
669,schmal::A,նեղ,cúng
670,dicht::A,խիտ,dlúth
671,dick[Gegenstand]::A,հաստ,tiubh
672,dünn::A,բարակ,caol
673,dünn::A,բարակ,tanaí
674,fein::A,նուրբ,scáinte
675,fein::A,նուրբ,fíneálta
676,fest::A,ամուր,daingean
677,fest::A,պինդ,daingean
678,flach::A,տափակ,cothrom
679,glatt::A,հարթ,mín
680,glatt::A,հարթ,sleamhain
681,hart::A,կարծր,crua
682,weich::A,մեղմ,bog
683,weich::A,փափուկ,bog
684,rund::A,կլոր,cruinn
685,spitz::A,սրածայր,gobach
686,spitz::A,սրածայր,biorach
687,scharf::A,սուր,géar
688,scharf::A,սուր,faobhrach
689,stumpf::A,գուլ,maol
690,schwer::A,ծանր,trom
691,schön::A,սիրուն,álainn
692,schön::A,գեղեցիկ,álainn
693,heiß::A,թեժ,te
694,warm::A,տաք,te
695,warm::A,ջերմ,te
696,kalt::A,ցուրտ,fuar
697,kühl::A,զով,fionnuar
698,frisch::A,թարմ,úr
699,frisch::A,թարմ,friseáilte
700,feucht::A,ղոնավ,tais
701,nass::A,թաց,fliuch
702,trocken::A,ցամաք,tirim
703,voll::A,լի,lán
704,voll::A,լիքը,lán
705,leer::A,դատարկ,folamh
706,offen::A,բաց,oscailte
707,geschlossen::A,գոց,dúnta
708,geschlossen::A,գոց,druidte
709,sauber::A,մաքուր,glan
710,schmutzig::A,կեղտոտ,salach
711,roh::A,հում,amh
712,reif::A,հասած,aibí
713,reif::A,հասուն,aibí
714,lecker::A,համեղ,blasta
715,süß::A,անուշ,milis
716,bitter::A,կծու,searbh
717,sauer::A,թթու,géar
718,sauer::A,թթու,searbh
719,sauer::A,թթված,géar
720,sauer::A,թթված,searbh
721,hell::A,պայծառ,geal
722,hell::A,պայծառ,soilseach
723,hell::A,խելամիտ,geal
724,hell::A,խելամիտ,soilseach
725,dunkel::A,մութ,dorcha
726,schwarz::A,սեւ,dubh
727,weiß::A,սպիտակ,bán
728,rot::A,կարմիր,dearg
729,gelb::A,դեղին,buí
730,blau::A,կապույտ,gorm
731,grün::A,կանաչ,glas
732,grün::A,կանաչ,uaine
733,grau::A,գորշ,liath
734,bunt::A,գոյնզգոյն,ildathach
735,bunt::A,գոյնզգոյն,dathannach
736,billig::A,էժան,saor
737,teuer::A,թանկ,daor
738,teuer::A,թանկ,costasach
739,wertvoll::A,թանկարժեք,luachmhar
740,blind::A,կույր,dall
741,blind::A,կույր,caoch
742,taub::A,խուլ,bodhar
743,kräftig::A,հզոր,cumhachtach
744,stark::A,ուժեղ,tréan
745,stark::A,ուժեղ,láidir
746,schwach::A,տկար,lag
747,schwach::A,տկար,fann
748,schwach::A,թույլ,lag
749,schwach::A,թույլ,fann
750,fett::A,գեր,ramhar
751,schlank::A,նիհար,caol
752,schlank::A,նիհար,seang
753,hübsch::A,գրավիչ,álainn
754,hübsch::A,գրավիչ,dathúil
