,Concept_ID,kl,en
779,regnen::V,siallerpoq,rain
780,gefrieren::V,qiulerpoq,freeze
781,tauen::V,aappoq,thaw
782,schmelzen::V,aappoq,melt
783,schmelzen::V,aatsippaa,melt
784,trocknen::V,panerserpaa,dry
785,sieden::V,qalappoq,boil
786,reißen::V,qulli,snap
787,reißen::V,alittorpaa,snap
788,reißen::V,kimillanneq,snap
789,versinken::V,kivivaa,sink
790,versinken::V,apparpoq,sink
791,vergehen::V,qaangerpaa,pass
792,vergehen::V,sarsuppoq,pass
793,erscheinen::V,takutippoq,appear
794,sinken::V,kivivaa,drop
795,sinken::V,apparpoq,drop
796,abnehmen::V,ikillipput,decrease
797,zunehmen::V,allisippaa,increase
798,steigen::V,allisippaa,rise
799,wachsen::V,allivoq,grow
800,glänzen::V,qinngorpoq,shine
801,glänzen::V,qinnorpoq,shine
802,funkeln::V,uisorilavoq,sparkle
803,läuten::V,avilualaarpoq,chime
804,klingeln::V,aviluarpoq,ring
805,klingeln::V,aviluarpaluppoq,ring
806,brausen::V,ittuk,roar
807,brausen::V,ittuppoq,roar
808,brausen::V,ittuppaluppoq,roar
809,bellen::V,qiluppoq,bark
810,heulen::V,maarpoq,howl
811,heulen::V,maalavoq,howl
812,heulen::V,miaggoorpoq,howl
813,blasen::V,aporneq,blow
814,pfeifen::V,siggartartitsivoq,whistle
815,pfeifen::V,siorsulavoq,whistle
816,schreien::V,suaarpoq,shout
817,stöhnen::V,nipiliorpoq,groan
818,stöhnen::V,nipilliorpoq,groan
819,zittern::V,qarsulivik,tremble
820,leben::V,inuuvoq,be alive
821,geboren werden::V,inuuvoq,be born
822,geboren werden::V,inunngorpoq,be born
823,atmen::V,anersaarpoq,breathe
824,trinken::V,imerpoq,drink
825,essen::V,tamorpoq,eat
826,schlucken::V,tuluarnaq,swallow
827,einschlafen::V,sinippoq,fall asleep
828,schlafen::V,sinik,sleep
829,aufwachen::V,iterpoq,wake up
830,aufwachen::V,eqqumavoq,wake up
831,aufstehen::V,makippoq,get up
832,sich erholen::V,qasuerserpoq,relax
833,schmerzen::V,anneraa,ache
834,schmerzen::V,annernarpoq,ache
835,husten::V,quersorpoq,cough
836,genesen::V,ajunngissivoq,recover
837,genesen::V,ilisimmarpoq,recover
838,genesen::V,ilorrippoq,recover
839,sterben::V,toquvoq,die
840,sich bewegen::V,ingerlavoq,move
841,sich setzen::V,ingippoq,sit down
842,laufen::V,arpappoq,walk
843,schreiten::V,ingerlavoq,pace
844,spazierengehen::V,utertakajaarpoq,go for a walk
845,spazierengehen::V,utertakattajaarpoq,go for a walk
846,eilen::V,qaa qaa,rush
847,eilen::V,qiilasaarpoq,rush
848,eilen::V,ingerlasaarpaa,rush
849,sich beeilen::V,tuaviorpoq,hurry
850,sausen::V,uiguut,dash
851,rennen::V,igivoq,run
852,springen::V,upernassaq,jump
853,klettern::V,pilaakkeerpoq,climb
854,schaukeln::V,aalavoq,seesaw
855,schwimmen::V,naluppoq,swim
856,tauchen::V,allorpoq,dive
857,rudern::V,ipuppaa,row
858,fahren::V,qimusserpoq,drive
859,fliegen::V,timmivoq,fly
860,weggehen::V,piiarpoq,go away
861,anhalten::V,unitsippaa,stop
862,hineingehen::V,timaappaa,go in
863,eintreten::V,allattorpaa,enter
864,kommen::V,qaa-,come
865,kommen::V,pivaa,come
866,ankommen::V,tikippoq,arrive
867,zurückkommen::V,angerlarpoq,come back
868,bleiben::V,uninngavoq,stay
869,warten::V,paavoq,wait
870,warten::V,utaqqivoq,wait
871,suchen::V,nivivaa,seek
872,suchen::V,nivivaa,look for
873,finden::V,nanivaa,find
874,versuchen::V,uuppaa,try
875,versuchen::V,ussersarpaa,try
876,vorbereiten::V,piareersarpaa,prepare
877,lieben::V,asavaa,love
878,mögen::V,akaaraa,like
879,rühren::V,qeerlerpaa,move
880,weinen::V,qiavoq,weep
881,schimpfen::V,qatimaarpoq,grumble
882,sich ärgern::V,ugguutigaa,be annoyed
883,sich fürchten::V,eqqanaarpoq,be afraid
884,fürchten::V,ersigaa,be afraid of
885,fliehen::V,qimaavoq,flee
886,flüchten::V,allikarfigaa,escape
887,sehen::V,isigaa,see
888,ansehen::V,alaatsinaappaa,watch
889,hören::V,tusarpaa,hear
890,zuhören::V,naalappoq,listen
891,riechen::V,tipippoq,smell
892,fühlen::V,misigaa,feel
893,scheinen::V,takutippoq,seem
894,frieren::V,qiiavoq,be cold
895,tun::V,iliorpoq,do
896,wollen::V,piumavaa,want
897,anfangen::V,pilerpoq,start
898,beenden::V,naggaserpaa,finish
899,aufhören::V,naammatsippaa,stop
900,öffnen::V,ammarpaa,open
901,schließen::V,matuaa,close
902,stellen::V,ilivaa,put
903,stellen::V,iliorarpai,put
904,stellen::V,ilioqqarpai,put
905,setzen::V,iliorarpai,place
906,setzen::V,ilioqqarpai,place
907,legen::V,ilivaa,lay
908,berühren::V,attorpaa,touch
909,verbinden::V,taperserpaa,connect
910,bedecken::V,iikkerpaa,cover
911,bedecken::V,iikkersorpaa,cover
912,aufhängen::V,inivaa,hang up
913,aufhängen::V,iniorarpai,hang up
914,anzünden::V,saggaavoq,light
915,aufheben::V,allisippaa,pick up
916,zurücklassen::V,aallarpoq,leave
917,verlieren::V,annaavaa,lose
918,fallen lassen::V,nakkaavaa,drop
919,machen::V,iliorpoq,make
920,herstellen::V,anillatsippaa,produce
921,bauen::V,marrarterpaa,build
922,reparieren::V,iluarsaappaa,mend
923,verbessern::V,naqqippaa,improve
924,graben::V,assappaa,dig
925,beugen::V,qappappoq,bow
926,biegen::V,qappappoq,bend
927,wenden::V,assappaa,turn
928,wenden::V,assakarpoq,turn
929,umdrehen::V,assakartippaa,turn around
930,heben::V,kivippaa,raise
931,hochheben::V,kissumiarpaa,lift
932,ergreifen::V,isaappaa,seize
933,ergreifen::V,isaguppaa,seize
934,halten::V,minarpaa,hold
935,drücken::V,naqittaat,press
936,kratzen::V,qitsuppaa,scrape
937,lecken::V,aluppaa,lick
938,beißen::V,kiivaa,bite
939,abreißen::V,aqqarpaa,tear off
940,abreißen::V,isaterpaa,tear off
941,abschneiden::V,kipivaa,cut off
942,binden::V,kakkersarpaa,tie
943,stecken::V,kussunneq,stick
944,brechen::V,nallorpaa,break
945,klopfen::V,pattappaa,knock
946,hauen::V,aqivaa,hit
947,kleben::V,qaappoq,glue
948,reiben::V,tagiarpaa,rub
949,reiben::V,tangiarpaa,rub
950,streichen::V,erlerpoq,spread
951,schleifen::V,sequppaa,grind
952,schneiden::V,uullivoq,cut
953,schütteln::V,aalavoq,shake
954,schwenken::V,issarpoq,swing
955,füllen::V,immerpaa,fill
956,einwickeln::V,immoqquserpaa,wrap
957,tragen::V,maqippaa,carry
958,tragen::V,assartorpoq,carry
959,schleppen::V,assartorpoq,drag
960,ziehen::V,kalippaa,pull
961,ziehen::V,kalissarpoq,pull
962,aufbewahren::V,toqqorpaa,keep
963,werfen::V,kuivaa,throw
964,fangen::V,anguaa,catch
965,verstecken::V,anngigaa,hide
966,teilen::V,agguut,divide
967,teilen::V,agguusersorpaa,divide
968,schicken::V,nassiuppaa,send
969,bringen::V,aggiuppaa,bring
970,bringen::V,nassataraa,bring
971,bekommen::V,tiguaa,get
972,erhalten::V,tiguaa,receive
973,nehmen::V,pivoq,take
974,nehmen::V,tiguaa,take
975,bewahren::V,sukkunik simerserpaa,preserve
976,verderben::V,asiutippaa,spoil
977,verderben::V,piuneerunnerit,spoil
978,zerbrechen::V,ukuvoq,break
979,zerreißen::V,tisavaa,tear
980,zerreißen::V,alittorpaa,tear
981,zerstören::V,aserorpaa,destroy
982,verbrennen::V,seerpoq,burn
983,geben::V,pivoq,give
984,versprechen::V,neriorsorpaa,promise
985,wünschen::V,kissaat,wish
986,loben::V,nersorpaa,praise
987,loben::V,nersornaat,praise
988,küssen::V,kunippaa,kiss
989,küssen::V,kunissorpaa,kiss
990,zudecken::V,majorpaa,cover
991,wecken::V,itersarpaa,wake
992,zeigen::V,tikkuuppaa,show
993,führen::V,tasissiuppaa,guide
994,führen::V,ilitsersorpaa,guide
995,führen::V,tasissersuuppaa,guide
996,lehren::V,ilinniartippaa,teach
997,unterrichten::V,ajoqerpaa,instruct
998,unterrichten::V,ajoqersorpaa,instruct
999,unterrichten::V,ilinniartitsivoq,instruct
1000,aufziehen::V,inororsarpaa,bring up
1001,leiten::V,iluatsippaa,lead
1002,antreiben::V,ikusimmippaa,urge
1003,einladen::V,qaaqquaa,invite
1004,einladen::V,qaasarpaa,invite
1005,vereinigen::V,taperserpaa,unite
1006,besuchen::V,tikeraarpaa,visit
1007,treffen::V,aporappaa,meet
1008,sich versammeln::V,majorpoq,assemble
1009,spielen::V,pinnguarpoq,play
1010,singen::V,erinarsorpoq,sing
1011,tanzen::V,qitippoq,dance
1012,sich trennen::V,immikkoortippaa,separate
1013,retten::V,annaappaa,rescue
1014,schützen::V,eriagaa,protect
1015,schützen::V,pineqartaalivaa,protect
1016,schießen::V,aallaavaa,shoot
1017,schießen::V,piseriuppaa,shoot
1018,ärgern::V,ninngassarpaa,annoy
1019,ärgern::V,ninngassaarpaa,annoy
1020,schlagen::V,unatarpaa,beat
1021,treten::V,tukerpoq,kick
1022,stechen::V,iguppaa,sting
1023,stechen::V,qasilippoq,sting
1024,stoßen::V,ikuserpaa,shove
1025,stoßen::V,ikusimmippaa,shove
1026,stehlen::V,tillippaa,steal
1027,stören::V,akornuserpaa,disturb
1028,verbergen::V,anngigaa,conceal
1029,betrügen::V,peqquserluttuliorfigaa,cheat
1030,töten::V,maappaa,kill
1031,töten::V,toquppaa,kill
1032,wohnen::V,najugaqarpoq,dwell
1033,arbeiten::V,sulivoq,work
1034,sammeln::V,katersorpai,gather
1035,jagen::V,piniarpoq,hunt
1036,fischen::V,aalisarpoq,fish
1037,anbinden::V,qilerut,tie up
1038,anbinden::V,qilersorpaa,tie up
1039,anbinden::V,ungerlatserpaa,tie up
1040,füttern::V,nerlerpaa,feed
1041,gießen::V,imerterpaa,water
1042,kochen::V,igavoq,boil
1043,braten::V,siappaa,fry
1044,umrühren::V,qeerlerpaa,stir
1045,färben::V,misuppaa,dye
1046,reinigen::V,sanniarpaa,clean
1047,waschen::V,asappaa,wash
1048,abwischen::V,saligarpaa,wipe
1049,abwischen::V,saligartorpaa,wipe
1050,fegen::V,sanngiarpaa,sweep
1051,baden::V,uffarpoq,bath
1052,sich waschen::V,uffarpoq,wash
1053,ausziehen::V,annoraajarpaa,take off
1054,anziehen::V,ativaa,put on
1055,anziehen::V,atitippaa,put on
1056,sich anziehen::V,atisalersorpoq,get dressed
1057,sagen::V,oqarpoq,say
1058,sprechen::V,oqaluttarpoq,speak
1059,reden::V,oqaluppoq,talk
1060,fragen::V,aperaa,ask
1061,bitten::V,aperaa,request
1062,bitten::V,qinnuigaa,request
1063,erzählen::V,oqaluttuaraa,tell
1064,mitteilen::V,oqalualaarpoq,convey
1065,rufen::V,qaaqquaa,call
1066,prahlen::V,oqqartuvoq,brag
1067,prahlen::V,oqallortuvoq,brag
1068,übersetzen::V,ikaarpoq,translate
1069,übersetzen::V,nutserpaa,translate
1070,denken::V,isumaqarpoq,think
1071,glauben::V,upperaa,believe
1072,glauben::V,isumaqarpoq,believe
1073,erkennen::V,ilisaraa,recognize
1074,verstehen::V,paasivaa,understand
1075,lernen::V,ilinniarpoq,learn
1076,wissen::V,nalunngilaa,know
1077,sich erinnern an::V,eqqaavaa,remember
1078,vergessen::V,puiorpaa,forget
1079,messen::V,ussersarpaa,measure
1080,zählen::V,kisitsivoq,count
1081,rechnen::V,kisitsivoq,calculate
1082,lesen::V,atuarpoq,read
1083,malen::V,qalipappaa,paint
1084,schreiben::V,allappoq,write
1085,kaufen::V,pisiaraa,buy
1086,verkaufen::V,akigaa,sell
1087,bezahlen::V,akilerpaa,pay for
1088,beherrschen::V,inappaa,rule
1089,ertragen::V,ernertaaraa,endure
1090,Nase::N,,nose
1091,Schnurrbart::N,,moustache
1092,Fuß::N,,foot
1093,Schlaf::N,,sleep
1094,Strömung::N,,current
1095,Moor::N,,moor
1096,Wald::N,,forest
1097,Anhöhe::N,,elevation
1098,Gipfel::N,,summit
1099,Quelle::N,,source
1100,Festland::N,,land
1101,Kiefer[Baum]::N,,pine
1102,Pferd::N,,horse
1103,Elch::N,,elk
1104,Schwarm::N,,swarm
1105,Ente::N,,duck
1106,Barsch::N,,perch
1107,Hecht::N,,pike
1108,Wurm::N,,worm
1109,Heu::N,,hay
1110,Kummer::N,,grief
1111,Gespräch::N,,talk
1112,Spiel::N,,game
1113,Gesellschaft::N,,company
1114,Angelegenheit::N,,matter
1115,Anzahl::N,,count
1116,Strich::N,,stroke
1117,Gegenstand::N,,item
1118,Höhe::N,,height
1119,Lagerfeuer::N,,campfire
1120,Gang::N,,walk
1121,Heim::N,,home
1122,Beutel::N,,pouch
1123,Eimer::N,,bucket
1124,Sack::N,,sack
1125,Brei::N,,mush
1126,Leder::N,,leather
1127,Gott::N,,god
1128,Reichtum::N,,wealth
1129,Staat::N,,state
1130,Gewalt::N,,violence
1131,Bogen[Waffe]::N,,bow
1132,Lüge::N,,lie
1133,Schaden::N,,damage
1134,April::N,,April
1135,frisch::A,,fresh
1136,lecker::A,,delicious
1137,sauer::A,,sour
1138,bunt::A,,colourful
1139,bunt::A,,colorful
1140,teuer::A,,dear
1141,geschickt::A,,skilful
1142,geschickt::A,,skillful
1143,nackt::A,,naked
1144,ehemalig::A,,former
1145,bekannt::A,,familiar
1146,anderer::A,,other
1147,zuerst::ADV,,at first
1148,niemals::ADV,,never
1149,von hier::ADV,,hence
1150,dort::ADV,,there
1151,oben::ADV,,above
1152,hinauf::ADV,,up
1153,nicht::ADV,,not
1154,ein wenig::ADV,,a little
1155,so::ADV,,so
1156,nur::ADV,,only
1157,vor::PRP,,in front of
1158,hinter::PRP,,behind
1159,unter::PRP,,under
1160,durch::PRP,,through
1161,neben::PRP,,next to
1162,zwischen::PRP,,between
1163,wegen::PRP,,because of
1164,alles::PRN,,everything
1165,aufgehen[Sonne]::V,,rise
1166,strömen::V,,stream
1167,fließen::V,,flow
1168,faulen::V,,rot
1169,verfaulen::V,,decay
1170,verschwinden::V,,disappear
1171,lärmen::V,,be noisy
1172,klirren::V,,tinkle
1173,rauschen::V,,rustle
1174,klingen::V,,sound
1175,müde werden::V,,get tired
1176,krank werden::V,,fall ill
1177,krank sein::V,,be ill
1178,umkommen::V,,perish
1179,sich rühren::V,,budge
1180,sich erheben::V,,stand up
1181,hinfallen::V,,tumble
1182,kriechen::V,,creep
1183,gehen::V,,go
1184,abfahren::V,,depart
1185,erwarten::V,,wait for
1186,lachen::V,,laugh
1187,anschauen::V,,look at
1188,probieren::V,,taste
1189,zu sehen sein::V,,show
1190,vernehmen::V,,hear
1191,können::V,,can
1192,gelingen::V,,succeed
1193,geraten::V,,turn out
1194,ändern::V,,alter
1195,drehen::V,,spin
1196,schieben::V,,push
1197,rütteln::V,,jolt
1198,schütten::V,,pour
1199,packen::V,,grab
1200,hinzufügen::V,,add
1201,wählen::V,,choose
1202,auswählen::V,,select
1203,behindern::V,,hinder
1204,beschädigen::V,,damage
1205,reichen::V,,hand
1206,schenken::V,,give
1207,wiegen::V,,rock
1208,lassen::V,,let
1209,verlassen::V,,leave
1210,bewachen::V,,guard
1211,verteidigen::V,,defend
1212,sich schlagen::V,,brawl
1213,siegen::V,,win
1214,belästigen::V,,bother
1215,täuschen::V,,deceive
1216,pflücken::V,,pick
1217,fassen::V,,catch
1218,hüten::V,,herd
1219,treiben::V,,drive
1220,melken::V,,milk
1221,hacken::V,,chop
1222,reifen::V,,ripen
1223,zubereiten::V,,cook
1224,backen::V,,bake
1225,stricken::V,,knit
1226,nähen::V,,sew
1227,spülen::V,,rinse
1228,kehren::V,,sweep
1229,kämmen::V,,comb
1230,schmücken::V,,decorate
1231,sich unterhalten::V,,chat
1232,nennen::V,,name
1233,bemerken::V,,notice
1234,begreifen::V,,grasp
1235,zeichnen::V,,draw
1236,besitzen::V,,own
1237,zahlen::V,,pay
