,Concept_ID,eu,en
86,Schatten::N,itzal,shadow
87,Schatten::N,geriza,shadow
88,Wetter::N,eguraldi,weather
89,Nebel::N,laino,fog
90,Wolke::N,hodei,cloud
91,Regen::N,euri,rain
92,Schnee::N,elur,snow
93,Eis::N,horma,ice
94,Frost::N,izotzaldi,frost
95,Kälte::N,hotz,chill
96,Hitze::N,bero,heat
97,Raureif::N,antzigar,hoarfrost
98,Regenbogen::N,ostadar,rainbow
99,Regenbogen::N,ortzadar,rainbow
100,Donner::N,ostots,thunder
101,Donner::N,ihurtzuri,thunder
102,Strömung::N,laster,current
103,Tropfen::N,xorta,drop
104,Schaum::N,bits,foam
105,Schmutz::N,lohi,dirt
106,Schmutz::N,zikin,dirt
107,See::N,laku,lake
108,See::N,aintzira,lake
109,Sumpf::N,zingira,swamp
110,Moor::N,zohikaztegi,moor
111,Wiese::N,larre,meadow
112,Wiese::N,belardi,meadow
113,Wald::N,baso,forest
114,Wald::N,oihan,forest
115,Hügel::N,muino,hill
116,Hügel::N,pentoka,hill
117,Anhöhe::N,garai,elevation
118,Anhöhe::N,goragune,elevation
119,Berg::N,mendi,mountain
120,Gipfel::N,gain,summit
121,Gipfel::N,tontor,summit
122,Höhle::N,kobazulo,cave
123,Abhang::N,aldapa,slope
124,Quelle::N,iturri,source
125,Quelle::N,iturbegi,source
126,Bach::N,lats,brook
127,Bach::N,erreka,brook
128,Fluss::N,ibai,river
129,Fluss::N,uhaitz,river
130,Ufer::N,bazter,shore
131,Küste::N,itsasalde,coast
132,Festland::N,lehor,land
133,Meer::N,itsaso,sea
134,Bucht::N,golko,cove
135,Insel::N,irla,island
136,Insel::N,uharte,island
137,Blume::N,lili,flower
138,Gras::N,belar,grass
139,Wurzel::N,zuztar,root
140,Wurzel::N,sustrai,root
141,Baum::N,zuhaitz,tree
142,Stamm::N,enbor,trunk
143,Rinde::N,azal,bark
144,Ast::N,adar,limb
145,Zweig::N,abar,branch
146,Blatt::N,hosto,leaf
147,Birke::N,urki,birch
148,Kiefer[Baum]::N,ler,pine
149,Weide[Baum]::N,zume,willow
150,Weide[Baum]::N,sahats,willow
151,Tanne::N,izei,fir
152,Horn::N,adar,horn
153,Feder::N,luma,feather
154,Feder::N,hegaki,feather
155,Fell::N,ile,fur
156,Fell::N,larru,fur
157,Flügel::N,hego,wing
158,Klaue::N,atzapar,claw
159,Kralle::N,erpe,claw
160,Kralle::N,atzapar,claw
161,Schwanz::N,isats,tail
162,Schwanz::N,buztan,tail
163,Ei::N,arrautza,egg
164,Nest::N,habia,nest
165,Bau::N,ohantze,lair
166,Tier::N,abere,animal
167,Tier::N,piztia,animal
168,Herde::N,saldo,flock
169,Herde::N,abere talde,flock
170,Kuh::N,behi,cow
171,Bulle::N,zezen,bull
172,Pferd::N,zaldi,horse
173,Schaf::N,ardi,sheep
174,Schwein::N,urde,pig
175,Schwein::N,txerri,pig
176,Hund::N,txakur,dog
177,Katze::N,katu,cat
178,Bär::N,hartz,bear
179,Eichhörnchen::N,urtxintxa,squirrel
180,Elch::N,altze,elk
181,Fuchs::N,azeri,fox
182,Hase::N,erbi,hare
183,Maus::N,sagu,mouse
184,Wolf::N,otso,wolf
185,Vogel::N,txori,bird
186,Vogel::N,hegazti,bird
187,Schwarm::N,aldra,swarm
188,Huhn::N,oilo,chicken
189,Hahn::N,oilar,cock
190,Gans::N,antzara,goose
191,Adler::N,arrano,eagle
192,Ente::N,ahate,duck
193,Eule::N,hontza,owl
194,Kranich::N,kurrilo,crane
195,Krähe::N,bele,crow
196,Kuckuck::N,kuku,cuckoo
197,Schwan::N,beltxarga,swan
198,Fisch::N,arrain,fish
199,Barsch::N,perka,perch
200,Hecht::N,lutxo,pike
201,Schlange[Tier]::N,suge,snake
202,Wurm::N,har,worm
203,Spinne::N,armiarma,spider
204,Ameise::N,inurri,ant
205,Laus::N,zorri,louse
206,Mücke::N,eltxo,midge
207,Fliege::N,euli,fly
208,Schmetterling::N,pinpirin,butterfly
209,Schmetterling::N,tximeleta,butterfly
210,Beere::N,baia,berry
211,Apfel::N,sagar,apple
212,Pilz::N,onddo,mushroom
213,Pilz::N,perretxiko,mushroom
214,Zwiebel::N,tipula,onion
215,Saat::N,haziak,seed
216,Korn::N,ale,grain
217,Korn::N,pikor,grain
218,Heu::N,belar ondu,hay
219,Schale::N,azal,husk
220,Grube::N,hobi,pit
221,Falle::N,harrapagailu,trap
222,Schlinge::N,bilur,noose
223,Schlinge::N,xedera,noose
224,Spur::N,lorratz,track
225,Asche::N,errauts,ashes
226,Dreck::N,satsukeria,filth
227,Eisen::N,burdina,iron
228,Gold::N,urre,gold
229,Gold::N,urregorri,gold
230,Silber::N,zilar,silver
231,Silber::N,urrezuri,silver
232,Kohle::N,ikatz,coal
233,Glas::N,beira,glass
234,Lehm::N,buztin,clay
235,Sand::N,harea,sand
236,Sand::N,hondar,sand
237,Mensch::N,gizaki,human
238,Mann::N,gizon,man
239,Frau::N,andere,woman
240,Frau::N,emakume,woman
241,Kind::N,haur,child
242,Junge::N,mutil,boy
243,Mädchen::N,neska,girl
244,Familie::N,sendi,family
245,Familie::N,familia,family
246,Großvater::N,aitona,grandfather
247,Großvater::N,aitatxi,grandfather
248,Großmutter::N,amona,grandmother
249,Großmutter::N,amatxi,grandmother
250,Eltern::N,gurasoak,parents
251,Vater::N,aita,father
252,Mutter::N,ama,mother
253,Sohn::N,seme,son
254,Tochter::N,alaba,daughter
255,Bruder::N,neba,brother
256,Bruder::N,anaia,brother
257,Schwester::N,ahizpa,sister
258,Onkel::N,osaba,uncle
259,Tante::N,izeba,aunt
260,Ehemann::N,senar,husband
261,Ehefrau::N,emazte,wife
262,Freude::N,poz,joy
263,Freude::N,pozkari,joy
264,Gelächter::N,barre,laughter
265,Gelächter::N,karkara,laughter
266,Glück::N,zori,happiness
267,Kummer::N,xangrin,grief
268,Kummer::N,atsekabe,grief
269,Wunsch::N,nahi,wish
270,Wunsch::N,nahikunde,wish
271,Lust::N,gogo,desire
272,Geist::N,gogo,spirit
273,Gedanke::N,gogoeta,thought
274,Gedächtnis::N,oroimen,memory
275,Gedächtnis::N,gogoramen,memory
276,Verstand::N,adimen,mind
277,Verstand::N,ulermen,mind
278,Sinn::N,zentzu,meaning
279,Grund::N,zergati,reason
280,Wahrheit::N,egia,truth
281,Gespräch::N,hizketa,talk
282,Gespräch::N,elkarrizketa,talk
283,Märchen::N,ipuin,fairy tale
284,Erzählung::N,edesti,story
285,Erzählung::N,kontakizun,story
286,Nachricht::N,albiste,message
287,Neuigkeit::N,berri,news
288,Name::N,izen,name
289,Rätsel::N,asmakizun,puzzle
290,Rede::N,hitzaldi,speech
291,Rede::N,mintzaldi,speech
292,Sprache::N,hizkuntza,language
293,Stimme::N,ahots,voice
294,Wort::N,hitz,word
295,Zeichen::N,agerbide,sign
296,Zeichen::N,agergarri,sign
297,Ruf::N,dei,call
298,Lärm::N,zarata,noise
299,Lärm::N,harrabots,noise
300,Laut::N,hots,sound
301,Ton::N,tonu,tone
302,Ton::N,soinu,tone
303,Lied::N,abesti,song
304,Ruhe::N,nasaitasun,calm
305,Leute::N,jende,people
306,Volk::N,herri,nation
307,Volk::N,populu,nation
308,Arbeit::N,lan,work
309,Gast::N,arrotz,guest
310,Gast::N,apopilo,guest
311,Geschenk::N,opari,gift
312,Spiel::N,jolas,game
313,Gesellschaft::N,gizarte,company
314,Hilfe::N,helpide,help
315,Hilfe::N,laguntza,help
316,Freund::N,lagun,friend
317,Kamerad::N,adiskide,companion
318,Kamerad::N,lagunkide,companion
319,Angelegenheit::N,afera,matter
320,Anzahl::N,kopuru,count
321,Art::N,mota,sort
322,Stück::N,puska,piece
323,Teil::N,atal,part
324,Hälfte::N,erdi,half
325,Kreis::N,biribilki,circle
326,Kreuz::N,gurutze,cross
327,Linie::N,linea,line
328,Strich::N,marra,stroke
329,Abstand::N,tarte,gap
330,Entfernung::N,urrunera,distance
331,Gegend::N,alderdi,area
332,Gegend::N,eskualde,area
333,Platz::N,leku,space
334,Ort::N,toki,place
335,Seite::N,albo,side
336,Mitte::N,erdi,middle
337,Gegenstand::N,gauzaki,item
338,Sache::N,gauza,thing
339,Rand::N,ertz,fringe
340,Kante::N,ertz,edge
341,Ecke::N,kantoi,corner
342,Spitze::N,punta,tip
343,Ende::N,buru,end
344,Ende::N,mutur,end
345,Loch::N,zulo,hole
346,Winkel::N,zoko,angle
347,Winkel::N,bazter,angle
348,Muster::N,eredu,pattern
349,Muster::N,marrazki,pattern
350,Größe::N,kaizu,size
351,Größe::N,tamaina,size
352,Länge::N,luzera,length
353,Höhe::N,goiera,height
354,Höhe::N,garaiera,height
355,Gewicht::N,hazta,weight
356,Menge::N,kopuru,amount
357,Haufen::N,pila,heap
358,Haufen::N,mendoi,heap
359,Reihe::N,ilara,row
360,Reihe::N,errenkada,row
361,Boot::N,potin,boat
362,Boot::N,txalupa,boat
363,Ruder::N,arraun,oar
364,Schlitten::N,lera,sleigh
365,Schlitten::N,narra,sleigh
366,Ski::N,eski,ski
367,Lagerfeuer::N,su,campfire
368,Last::N,zama,load
369,Last::N,karga,load
370,Gang::N,ibilera,walk
371,Schritt::N,pauso,step
372,Schritt::N,urrats,step
373,Norden::N,ipar,north
374,Norden::N,iparralde,north
375,Süden::N,hego,south
376,Süden::N,hegoalde,south
377,Westen::N,sartalde,west
378,Westen::N,mendebalde,west
379,Osten::N,ekialde,east
380,Osten::N,sortalde,east
381,Holz::N,zur,wood
382,Brett::N,ohol,board
383,Platte::N,lauza,slab
384,Stütze::N,irozgarri,bracket
385,Stütze::N,bermagailu,bracket
386,Stange::N,haga,pole
387,Stock::N,makila,stick
388,Stab::N,makila,staff
389,Rohr::N,hodi,pipe
390,Haus::N,etxe,house
391,Heim::N,etxe,home
392,Heim::N,etxaleku,home
393,Ofen::N,berogailu,stove
394,Fußboden::N,zoru,floor
395,Tisch::N,mahai,table
396,Stuhl::N,aulki,chair
397,Wiege::N,kuma,cradle
398,Wiege::N,sehaska,cradle
399,Bett::N,ohe,bed
400,Bett::N,ohatze,bed
401,Regal::N,apalategi,shelf
402,Kiste::N,kutxa,box
403,Fenster::N,leiho,window
404,Tür::N,ate,door
405,Tor::N,atari,gate
406,Zaun::N,hesi,fence
407,Dach::N,teilatu,roof
408,Leiter::N,zurubi,ladder
409,Besen::N,erratz,broom
410,Spaten::N,burdinpala,spade
411,Schaufel::N,pala,shovel
412,Gabel::N,sardexka,fork
413,Löffel::N,koilara,spoon
414,Messer::N,aizto,knife
415,Nagel::N,iltze,nail
416,Netz::N,sare,net
417,Haken::N,mako,hook
418,Griff::N,eskutoki,handle
419,Schloss::N,sarraila,lock
420,Bild::N,irudi,picture
421,Figur::N,figura,figure
422,Puppe::N,panpina,doll
423,Puppe::N,andrakila,doll
424,Beutel::N,zorro,pouch
425,Bündel::N,azao,bundle
426,Bündel::N,espal,bundle
427,Tasche::N,poltsa,bag
428,Eimer::N,treska,bucket
429,Deckel::N,tapa,cover
430,Deckel::N,estalki,cover
431,Geschirr::N,baxera,dishes
432,Geschirr::N,ontziteria,dishes
433,Sack::N,zaku,sack
434,Tasse::N,kikara,cup
435,Topf::N,ontzi,pot
436,Topf::N,lapiko,pot
437,Kessel::N,pazia,kettle
438,Essen::N,janaldi,meal
439,Nahrung::N,jan,food
440,Speise::N,jaki,dish
441,Fleisch::N,okela,meat
442,Fleisch::N,haragi,meat
443,Getreide::N,labore,corn
444,Brei::N,ahi,mush
445,Brei::N,pure,mush
446,Brot::N,ogi,bread
447,Scheibe::N,xerra,slice
448,Scheibe::N,pirripita,slice
449,Fett::N,urin,fat
450,Fett::N,koipe,fat
451,Butter::N,gurin,butter
452,Öl::N,olio,oil
453,Salz::N,gatz,salt
454,Suppe::N,zopa,soup
455,Suppe::N,salda,soup
456,Honig::N,ezti,honey
457,Milch::N,esne,milk
458,Tee::N,te,tea
459,Leder::N,larru,leather
460,Wolle::N,artile,wool
461,Stoff::N,ehun,cloth
462,Nadel::N,orratz,needle
463,Nadel::N,jostorratz,needle
464,Faden::N,hari,thread
465,Knopf::N,botoi,button
466,Knoten::N,korapilo,knot
467,Farbe::N,pintura,paint
468,Kleidung::N,arropa,clothes
469,Kleidung::N,jantziak,clothes
470,Hemd::N,atorra,shirt
471,Hemd::N,alkandora,shirt
472,Kragen::N,idun,collar
473,Ärmel::N,mahuka,sleeve
474,Hose::N,prakak,trousers
475,Hose::N,galtzak,trousers
476,Gürtel::N,gerriko,belt
477,Mütze::N,txano,cap
478,Mütze::N,txapel,cap
479,Schuh::N,oski,shoe
480,Schuh::N,oinetako,shoe
481,Stiefel::N,bota,boot
482,Ring::N,uztai,ring
483,Band::N,zinta,ribbon
484,Band::N,xingola,ribbon
485,Kamm::N,orrazi,comb
486,Spiegel::N,mirail,mirror
487,Riemen::N,uhal,strap
488,Schnur::N,lokailu,string
489,Leine::N,lotura,leash
490,Decke::N,burusi,blanket
491,Kissen::N,kuxin,pillow
492,Tuch::N,zapi,scarf
493,Tuch::N,oihal,scarf
494,Handtuch::N,eskuzapi,towel
495,Handtuch::N,eskuoihal,towel
496,Kraft::N,indar,force
497,Stärke::N,indar,strength
498,Gesundheit::N,osasun,health
499,Krankheit::N,eritasun,illness
500,Krankheit::N,gaixotasun,illness
501,Schmerz::N,min,pain
502,Wunde::N,zauri,wound
503,Fieber::N,sukar,fever
504,Arznei::N,osagai,medicine
505,Arznei::N,sendagai,medicine
506,Brücke::N,zubi,bridge
507,Brunnen::N,putzu,well
508,Weide::N,alha,pasture
509,Weide::N,bazkaleku,pasture
510,Pfad::N,zidor,path
511,Pfad::N,bidexka,path
512,Weg::N,bide,way
513,Straße::N,errepide,road
514,Dorf::N,herri,village
515,Stadt::N,hiri,town
516,Brief::N,gutun,letter
517,Brief::N,eskutitz,letter
518,Buch::N,liburu,book
519,Buchstabe::N,hizki,character
520,Zeitung::N,egunkari,newspaper
521,Leben::N,bizi,life
522,Leben::N,bizitza,life
523,Tod::N,herio,death
524,Tod::N,heriotza,death
525,Grab::N,hobi,grave
526,Grab::N,hilobi,grave
527,Kirche::N,eliza,church
528,Sünde::N,hoben,sin
529,Sünde::N,bekatu,sin
530,Gott::N,jainko,god
531,Arbeiter::N,langile,worker
532,Arbeiter::N,behargin,worker
533,Chef::N,nagusi,boss
534,Meister::N,maisu,master
535,Arzt::N,osagile,doctor
536,Arzt::N,sendagile,doctor
537,Lehrer::N,irakasle,teacher
538,Geld::N,diru,money
539,Geschäft::N,negozio,business
540,Laden::N,denda,shop
541,Laden::N,saltegi,shop
542,Preis::N,prezio,price
543,Preis::N,salneurri,price
544,Ware::N,salgai,ware
545,Nutzen::N,onura,profit
546,Nutzen::N,probetxu,profit
547,Reichtum::N,aberastasun,wealth
548,Welt::N,ludi,world
549,Welt::N,mundu,world
550,Land::N,herrialde,country
551,Staat::N,estatu,state
552,König::N,errege,king
553,Macht::N,botere,power
554,Grenze::N,muga,border
555,Krieg::N,guda,war
556,Feind::N,etsai,enemy
557,Feind::N,arerio,enemy
558,Gewalt::N,bortxa,violence
559,Gewalt::N,bortizkeria,violence
560,Kampf::N,gudu,fight
561,Kampf::N,auska,fight
562,Bogen[Waffe]::N,arku,bow
563,Pfeil::N,gezi,arrow
564,Gewehr::N,fusil,gun
565,Fehler::N,huts,mistake
566,Fehler::N,hutsegin,mistake
567,Lüge::N,gezur,lie
568,Schaden::N,kalte,damage
569,Unglück::N,zoritxar,misfortune
570,Unglück::N,zorigaitz,misfortune
571,Schuld::N,erru,fault
572,Alter::N,adin,age
573,Schluss::N,bukaera,conclusion
574,Zeit::N,aldi,time
575,Zeit::N,denbora,time
576,Tag::N,egun,day
577,Morgen::N,goiz,morning
578,Mittag::N,eguerdi,noon
579,Abend::N,arrats,evening
580,Nacht::N,gau,night
581,Woche::N,aste,week
582,Monat::N,hil,month
583,Jahr::N,urte,year
584,Frühling::N,udalehen,spring
585,Sommer::N,uda,summer
586,Herbst::N,udazken,autumn
587,Herbst::N,neguantz,autumn
588,Winter::N,negu,winter
589,Januar::N,urtarril,January
590,Februar::N,otsail,February
591,März::N,martxo,March
592,April::N,apiril,April
593,Mai::N,maiatz,May
594,Juni::N,ekain,June
595,Juli::N,uztail,July
596,August::N,abuztu,August
597,September::N,irail,September
598,Oktober::N,urri,October
599,November::N,azaro,November
600,Dezember::N,abendu,December
601,Montag::N,astelehen,Monday
602,Dienstag::N,astearte,Tuesday
603,Mittwoch::N,asteazken,Wednesday
604,Donnerstag::N,ostegun,Thursday
605,Freitag::N,ostiral,Friday
606,Samstag::N,larunbat,Saturday
607,Sonntag::N,igande,Sunday
608,groß::A,handi,big
609,klein::A,txiki,little
610,lang::A,luze,long
611,kurz::A,labur,short
612,breit::A,zabal,wide
613,schmal::A,mehar,narrow
614,dicht::A,sarri,dense
615,dicht::A,trinko,dense
616,dick[Gegenstand]::A,lodi,thick
617,dünn::A,mehe,thin
618,fein::A,fin,delicate
619,fest::A,tinko,firm
620,flach::A,lau,flat
621,flach::A,ordoki,flat
622,glatt::A,leun,smooth
623,hart::A,gogor,hard
624,weich::A,bigun,soft
625,weich::A,beratz,soft
626,rund::A,biribil,round
627,spitz::A,puntadun,pointed
628,scharf::A,zorrotz,sharp
629,stumpf::A,kamuts,blunt
630,schwer::A,astun,heavy
631,schwer::A,pisutsu,heavy
632,schön::A,eder,beautiful
633,heiß::A,bero,hot
634,heiß::A,oso bero,hot
635,warm::A,bero,warm
636,kalt::A,hotz,cold
637,kühl::A,hotzil,cool
638,frisch::A,fresko,fresh
639,frisch::A,hozkirri,fresh
640,feucht::A,heze,damp
641,nass::A,busti,wet
642,trocken::A,siku,dry
643,trocken::A,lehor,dry
644,voll::A,bete,full
645,leer::A,huts,empty
646,offen::A,ireki,open
647,geschlossen::A,itxita,closed
648,sauber::A,xahu,clean
649,sauber::A,garbi,clean
650,schmutzig::A,lohi,dirty
651,schmutzig::A,zikin,dirty
652,roh::A,gordin,raw
653,reif::A,umo,ripe
654,reif::A,heldu,ripe
655,lecker::A,goxo,delicious
656,süß::A,goxo,sweet
657,bitter::A,karmin,bitter
658,bitter::A,garratz,bitter
659,sauer::A,mingots,sour
660,hell::A,argi,bright
661,dunkel::A,ilun,dark
662,schwarz::A,beltz,black
663,weiß::A,zuri,white
664,rot::A,gorri,red
665,gelb::A,hori,yellow
666,blau::A,urdin,blue
667,grün::A,berde,green
668,grün::A,musker,green
669,grau::A,urdin,grey
670,grau::A,urdinabar,grey
671,bunt::A,koloretsu,colourful
672,bunt::A,koloretsu,colorful
673,billig::A,merke,cheap
674,teuer::A,garesti,dear
675,wertvoll::A,baliotsu,precious
676,blind::A,itsu,blind
677,taub::A,gor,deaf
678,kräftig::A,kementsu,powerful
679,stark::A,bizkor,strong
680,stark::A,indartsu,strong
681,schwach::A,ahul,weak
682,schwach::A,indargabe,weak
683,fett::A,gizen,fat
684,schlank::A,lerden,slim
685,hübsch::A,polit,pretty
686,böse::A,tzar,evil
687,böse::A,gaizto,evil
688,dumm::A,lelo,stupid
689,dumm::A,pello,stupid
690,faul::A,nagi,lazy
691,faul::A,alfer,lazy
692,fleißig::A,maratz,diligent
693,fleißig::A,lanzale,diligent
694,geizig::A,zeken,stingy
695,geizig::A,zikoitz,stingy
696,klug::A,zuhur,clever
697,geschickt::A,trebe,skilful
698,geschickt::A,trebe,skillful
699,geschickt::A,antzetsu,skilful
700,geschickt::A,antzetsu,skillful
701,lieb::A,maite,dear
702,lieb::A,laztan,dear
703,lustig::A,alaitsu,merry
704,sanft::A,eme,gentle
705,sanft::A,ezti,gentle
706,hungrig::A,gose,hungry
707,krank::A,eri,sick
708,krank::A,gaixo,sick
709,nackt::A,biluzi,naked
710,traurig::A,itun,sad
711,traurig::A,betilun,sad
712,lebendig::A,bizirik,living
713,gut::A,on,good
714,schlecht::A,txar,bad
715,richtig::A,zuzen,correct
716,schlimm::A,larri,nasty
717,wahr::A,egiazko,true
718,alt::A,zahar,old
719,neu::A,berri,new
720,ehemalig::A,lehengo,former
721,alt[Lebewesen]::A,adindun,aged
722,jung::A,gazte,young
723,arm::A,txiro,poor
724,arm::A,behartsu,poor
725,reich::A,dirudun,rich
726,bekannt::A,ezagun,familiar
727,berühmt::A,entzun,famous
728,berühmt::A,ospetsu,famous
729,fremd::A,arrotz,foreign
730,verschieden::A,ezberdin,different
731,verschieden::A,desberdin,different
732,nah::A,hurre,near
733,nah::A,hurbil,near
734,fern::A,urrun,far
735,linker::A,ezker,left
736,rechter::A,eskuin,right
737,anderer::A,beste,other
738,erster::A,lehen,first
739,erster::A,aurren,first
740,zweiter::A,bigarren,second
741,dritter::A,hirugarren,third
742,letzter::A,azken,last
743,letzter::A,hondar,last
744,allein::ADV,bakarrik,alone
745,auf einmal::ADV,batera,at once
746,zusammen::ADV,elkarrekin,together
747,lange::ADV,luzaro,long
748,plötzlich::ADV,bat-batean,suddenly
749,sofort::ADV,berehala,instantly
750,später::ADV,gero,later
751,jetzt::ADV,orain,now
752,heute::ADV,gaur,today
753,morgen::ADV,bihar,tomorrow
754,bald::ADV,aurki,soon
755,bald::ADV,laster,soon
756,dann::ADV,ondoren,then
757,gestern::ADV,atzo,yesterday
758,einst::ADV,antzina,once
759,damals::ADV,orduan,at that time
760,danach::ADV,gerora,afterwards
761,danach::ADV,ondoren,afterwards
762,vorher::ADV,lehenago,before
763,zuerst::ADV,aurrena,at first
764,zuerst::ADV,lehenbizi,at first
765,einmal::ADV,behin,once
766,einmal::ADV,aldi bat,once
767,manchmal::ADV,batzuetan,sometimes
768,manchmal::ADV,zenbaitetan,sometimes
769,oft::ADV,maiz,often
770,oft::ADV,askotan,often
771,immer::ADV,beti,always
772,niemals::ADV,inoiz ez,never
773,niemals::ADV,sekula ez,never
774,hier::ADV,hemen,here
775,hierhin::ADV,hona,hither
776,hierhin::ADV,hona,to here
777,hierhin::ADV,hona,here
778,von hier::ADV,hemendik,hence
779,von hier::ADV,honetatik,hence
780,dort::ADV,han,there
781,dorthin::ADV,hara,thither
782,dorthin::ADV,hara,there
783,dorthin::ADV,hara,to there
784,geradeaus::ADV,artez,ahead
785,vorwärts::ADV,aurrera,forward
786,rückwärts::ADV,atzera,backward
787,rückwärts::ADV,atzerantz,backward
788,zurück::ADV,atzera,back
789,unten::ADV,behean,below
790,hinab::ADV,behera,down
791,hinab::ADV,beherantz,down
792,oben::ADV,goian,above
793,hinauf::ADV,gora,up
794,hinauf::ADV,gorantz,up
795,überall::ADV,edonon,everywhere
796,nicht::ADV,ez,not
797,ein wenig::ADV,apur bat,a little
798,ein wenig::ADV,pixka bat,a little
799,kaum::ADV,ozta,hardly
800,kaum::ADV,nekez,hardly
801,sehr::ADV,oso,very
802,so::ADV,hala,so
803,so::ADV,honela,so
804,noch::ADV,oraindik,still
805,nur::ADV,bakarrik,only
806,schon::ADV,ja,already
807,schon::ADV,jada,already
808,wieder::ADV,berriro,again
809,vergebens::ADV,alferrik,in vain
810,vor::PRP,aurrean,in front of
811,hinter::PRP,ostean,behind
812,hinter::PRP,gibelean,behind
813,unter::PRP,pean,under
814,unter::PRP,azpian,under
815,durch::PRP,zehar,through
816,neben::PRP,ondoan,next to
817,neben::PRP,aldamenean,next to
818,zwischen::PRP,artean,between
819,wegen::PRP,-gatik,because of
820,dies::PRN,hau,this
821,das::PRN,hura,that
822,alles::PRN,dena,everything
823,ich::PRN,ni,I
824,du::PRN,zu,you
825,du::PRN,zu,thou
826,er::PRN,bera,he
827,wir::PRN,gu,we
828,ihr::PRN,zuek,you
829,sie::PRN,berak,they
830,was::FPRN,zer,what
831,wer::FPRN,nor,who
832,wo::FADV,non,where
833,wohin::FADV,nora,where ... to
834,wohin::FADV,nora,where to
835,wohin::FADV,nora,where
836,wie::FADV,nola,how
837,wie::FADV,zelan,how
838,warum::FADV,zeren,why
839,warum::FADV,zergatik,why
840,wieviel::FNUM,zenbat,how much
841,eins::NUM,bat,one
842,zwei::NUM,bi,two
843,zwei::NUM,biga,two
844,drei::NUM,hiru,three
845,vier::NUM,lau,four
846,fünf::NUM,bost,five
847,sechs::NUM,sei,six
848,sieben::NUM,zazpi,seven
849,acht::NUM,zortzi,eight
850,neun::NUM,bederatzi,nine
851,zehn::NUM,hamar,ten
852,elf::NUM,hamaika,eleven
853,zwölf::NUM,hamabi,twelve
854,zwanzig::NUM,hogei,twenty
855,dreißig::NUM,hogeita hamar,thirty
856,vierzig::NUM,berrogei,forty
857,fünfzig::NUM,berrogeita hamar,fifty
858,sechzig::NUM,hirurogei,sixty
859,siebzig::NUM,hirurogeita hamar,seventy
860,achtzig::NUM,laurogei,eighty
861,neunzig::NUM,laurogeita hamar,ninety
862,hundert::NUM,ehun,a hundred
863,tausend::NUM,mila,a thousand
864,und::CNJ,eta,and
865,oder::CNJ,edo,or
866,stehen::V,zutik egon,stand
867,sitzen::V,eserita egon,sit
868,liegen::V,etzan,lie
869,hängen::V,eskegita egon,hang
870,hängen::V,zintzilik egon,hang
871,werden::V,bihurtu,become
