,Concept_ID,se,ce
91,Kiefer[Anatomie]::N,vuâl'lõš,мочхал
92,Kiefer[Anatomie]::N,вуаллнешш,мочхал
93,Kehle::N,gealoe,къамкъарг
94,Kehle::N,tjåttå,къамкъарг
95,Kehle::N,njiello,къамкъарг
96,Kehle::N,čotta,къамкъарг
97,Kehle::N,čuudâ,къамкъарг
98,Kehle::N,čoodd,къамкъарг
99,Kehle::N,чонт,къамкъарг
100,Kehle::N,кэ̄ҏс,къамкъарг
101,Hals::N,tjeapohke,ворта
102,Hals::N,tjiebet,ворта
103,Hals::N,čeabet,ворта
104,Hals::N,čiäppát,ворта
105,Hals::N,čeäppat,ворта
106,Hals::N,ча̄пэх,ворта
107,Genick::N,tjovrese,кӏесаркӏаг
108,Genick::N,nisske,кӏесаркӏаг
109,Genick::N,niehkki,кӏесаркӏаг
110,Genick::N,niski,кӏесаркӏаг
111,Genick::N,niek'ki,кӏесаркӏаг
112,Genick::N,nji´šǩǩmaadd,кӏесаркӏаг
113,Genick::N,нышшькмоант,кӏесаркӏаг
114,Kopf::N,åejjie,корта
115,Kopf::N,oajvve,корта
116,Kopf::N,oaivi,корта
117,Kopf::N,uái'vi,корта
118,Kopf::N,vuei´vv,корта
119,Kopf::N,вуэййв,корта
120,Rücken::N,rudtje,букъ
121,Rücken::N,hárddo,букъ
122,Rücken::N,tjavelk,букъ
123,Rücken::N,sealgi,букъ
124,Rücken::N,selgi,букъ
125,Rücken::N,čielgi,букъ
126,Rücken::N,seä´lǧǧ,букъ
127,Rücken::N,се̄лльк,букъ
128,Bauch::N,tjåejjie,кийра
129,Bauch::N,tjoajvve,кийра
130,Bauch::N,čoavji,кийра
131,Bauch::N,čuáv'ji,кийра
132,Bauch::N,čåu´jj,кийра
133,Bauch::N,чо̄ввьй,кийра
134,Nabel::N,naepie,цӏонга
135,Nabel::N,náhpe,цӏонга
136,Nabel::N,náhpi,цӏонга
137,Nabel::N,nääpi,цӏонга
138,Nabel::N,nää´pp,цӏонга
139,Nabel::N,на̄бпь,цӏонга
140,Busen::N,boenge,зударийн накха
141,Busen::N,bållå,зударийн накха
142,Busen::N,čižži,зударийн накха
143,Busen::N,njamma,зударийн накха
144,Busen::N,njižže,зударийн накха
145,Busen::N,nje´ǯǯ,зударийн накха
146,Busen::N,раннҍт,зударийн накха
147,Brust::N,mïelke,накха
148,Brust::N,radde,накха
149,Brust::N,mielgga,накха
150,Brust::N,raddi,накха
151,Brust::N,radde,накха
152,Brust::N,râ´dd,накха
153,Brust::N,раннҍт,накха
154,Schulter::N,åelkie,белш
155,Schulter::N,oalgge,белш
156,Schulter::N,hárdu,белш
157,Schulter::N,ärdee,белш
158,Schulter::N,uál'gi,белш
159,Schulter::N,a´rddi,белш
160,Schulter::N,vuä´lǧǧ,белш
161,Schulter::N,вуэллык,белш
162,Arm::N,gïete,пхьарс
163,Arm::N,giehta,пхьарс
164,Arm::N,giehta,пхьарс
165,Arm::N,kietâ,пхьарс
166,Arm::N,kie'tâkaaṿâ,пхьарс
167,Arm::N,ǩiõtt,пхьарс
168,Arm::N,кӣдт,пхьарс
169,Ellenbogen::N,gernjere,пхьаьрсан гола
170,Ellenbogen::N,garŋŋel,пхьаьрсан гола
171,Ellenbogen::N,gargŋil,пхьаьрсан гола
172,Ellenbogen::N,käŋŋir,пхьаьрсан гола
173,Ellenbogen::N,kõõnjâr,пхьаьрсан гола
174,Ellenbogen::N,карьнэль,пхьаьрсан гола
175,Hand::N,gïete,куьг
176,Hand::N,giehta,куьг
177,Hand::N,giehta,куьг
178,Hand::N,kietâ,куьг
179,Hand::N,ǩiõtt,куьг
180,Hand::N,кӣдт,куьг
181,Handfläche::N,gïeten-låapoe,кераюкъ
182,Handfläche::N,giehtavuodo,кераюкъ
183,Handfläche::N,tjårmmåvuodo,кераюкъ
184,Handfläche::N,giehtaloahpu,кераюкъ
185,Handfläche::N,kiämád,кераюкъ
186,Handfläche::N,kuámmir,кераюкъ
187,Handfläche::N,kuä´m'mer,кераюкъ
188,Handfläche::N,ǩiõttǩeä´m'men,кераюкъ
189,Handfläche::N,ко̄а̄ллдэгк,кераюкъ
190,Handfläche::N,кӣдткоалдэгк,кераюкъ
191,Finger::N,soerme,пӏелг
192,Finger::N,tjuvdde,пӏелг
193,Finger::N,suorbma,пӏелг
194,Finger::N,čuvde,пӏелг
195,Finger::N,suor'mâ,пӏелг
196,Finger::N,suõrmm,пӏелг
197,Finger::N,це̄ххп,пӏелг
198,Fingernagel::N,gadtse,мӏара
199,Fingernagel::N,guehpere,мӏара
200,Fingernagel::N,gadtsa,мӏара
201,Fingernagel::N,gazza,мӏара
202,Fingernagel::N,kozzâ,мӏара
203,Fingernagel::N,kõʒʒ,мӏара
204,Fingernagel::N,кэ̄ннц,мӏара
205,Nagel[Anatomie]::N,gadtse,мӏара
206,Nagel[Anatomie]::N,guehpere,мӏара
207,Nagel[Anatomie]::N,gadtsa,мӏара
208,Nagel[Anatomie]::N,gazza,мӏара
209,Nagel[Anatomie]::N,kozzâ,мӏара
210,Nagel[Anatomie]::N,kõʒʒ,мӏара
211,Nagel[Anatomie]::N,кэ̄ннц,мӏара
212,Zeh::N,tjiehtjere,кога пӏелг
213,Zeh::N,juolggetjuvdde,кога пӏелг
214,Zeh::N,juolgesuorbma,кога пӏелг
215,Zeh::N,jyel'gisuor'mâ,кога пӏелг
216,Zeh::N,jue´lǧǧsuõrmm,кога пӏелг
217,Zeh::N,ю̄лльк-це̄һп,кога пӏелг
218,Fuß::N,juelkie,ког
219,Fuß::N,juolgge,ког
220,Fuß::N,juolgi,ког
221,Fuß::N,jyel'gi,ког
222,Fuß::N,jue´lǧǧ,ког
223,Fuß::N,ла̄бпь,ког
224,Ferse::N,båetskie,кӏажа
225,Ferse::N,boasske,кӏажа
226,Ferse::N,šušmi,кӏажа
227,Ferse::N,šušme,кӏажа
228,Ferse::N,jue´lǧǧkädd,кӏажа
229,Ferse::N,ка̄ннт,кӏажа
230,Knie::N,boelve,гола
231,Knie::N,buolvva,гола
232,Knie::N,čibbi,гола
233,Knie::N,veaŋki,гола
234,Knie::N,iidâ,гола
235,Knie::N,puõlvv,гола
236,Knie::N,пуллв,гола
237,Oberschenkel::N,ruaksja,варе
238,Oberschenkel::N,tjibbe,варе
239,Oberschenkel::N,gassaváhkká,варе
240,Oberschenkel::N,badjeváhkáa,варе
241,Oberschenkel::N,čuár'bpeeḷi,варе
242,Oberschenkel::N,če´bb,варе
243,Oberschenkel::N,чуаррбе̄лль,варе
244,Bein::N,juelkie,ког
245,Bein::N,juolgge,ког
246,Bein::N,juolgi,ког
247,Bein::N,jyel'gi,ког
248,Bein::N,jue´lǧǧ,ког
249,Bein::N,ю̄лльк,ког
250,Körper::N,kråahpe,хӏума
251,Körper::N,rumáj,хӏума
252,Körper::N,rumaš,хӏума
253,Körper::N,ruumâš,хӏума
254,Körper::N,rå´pp,хӏума
255,Körper::N,лышшьк,хӏума
256,Körper::N,роаӈӈьк,хӏума
257,Haut::N,njaltja,чкъор
258,Haut::N,lijkke,чкъор
259,Haut::N,tjuobma,чкъор
260,Haut::N,liiki,чкъор
261,Haut::N,liške,чкъор
262,Haut::N,le´šǩǩ,чкъор
263,Haut::N,лышшьк,чкъор
264,Blut::N,vïrre,цӏий
265,Blut::N,maelie,цӏий
266,Blut::N,varra,цӏий
267,Blut::N,varra,цӏий
268,Blut::N,vorrâ,цӏий
269,Blut::N,võrr,цӏий
270,Blut::N,вэ̄рр,цӏий
271,Ader::N,åerie,пха
272,Ader::N,aajroe,пха
273,Ader::N,suodna,пха
274,Ader::N,varrasuotna,пха
275,Ader::N,suoṇâ,пха
276,Ader::N,suõnn,пха
277,Ader::N,сӯнн,пха
278,Sehne::N,soene,хьорзам
279,Sehne::N,gåårtenje,хьорзам
280,Sehne::N,suodna,хьорзам
281,Sehne::N,suotna,хьорзам
282,Sehne::N,suoṇâ,хьорзам
283,Sehne::N,suõnn,хьорзам
284,Sehne::N,сӯнн,хьорзам
285,Knochen::N,måara,даьӏахк
286,Knochen::N,måaroe,даьӏахк
287,Knochen::N,dákte,даьӏахк
288,Knochen::N,dákti,даьӏахк
289,Knochen::N,tähti,даьӏахк
290,Knochen::N,tä´htt,даьӏахк
291,Knochen::N,та̄ххт,даьӏахк
292,Knochen::N,та̄ффьт,даьӏахк
293,Gehirn::N,aajla,хье
294,Gehirn::N,vuojŋam,хье
295,Gehirn::N,vuoigŋašat,хье
296,Gehirn::N,vuoi'ŋâšeh,хье
297,Gehirn::N,vuo'ivâšneh,хье
298,Gehirn::N,vuõivâšn,хье
299,Gehirn::N,вуэййвэшна,хье
300,Herz::N,vaajmoe,дог
301,Herz::N,tsåhke,дог
302,Herz::N,váibmu,дог
303,Herz::N,váimu,дог
304,Herz::N,čââ´đ,дог
305,Herz::N,кӯттҌк,дог
306,Magen::N,tjåejjie,зорх
307,Magen::N,tjoajvve,зорх
308,Magen::N,čoavji,зорх
309,Magen::N,čuáv'ji,зорх
310,Magen::N,čåu´jj,зорх
311,Magen::N,чо̄ввьй,зорх
312,Leber::N,mueksie,доӏах
313,Leber::N,librre,доӏах
314,Leber::N,vuoivvas,доӏах
315,Leber::N,vuoivâs,доӏах
316,Leber::N,vuõivâs,доӏах
317,Leber::N,вуйвас,доӏах
318,Atem::N,voejngehtasse,садеӏар
319,Atem::N,båssånis,садеӏар
320,Atem::N,vuojŋadahka,садеӏар
321,Atem::N,vuoiŋŋahat,садеӏар
322,Atem::N,vuo'iŋâstim,садеӏар
323,Atem::N,jiõg'g,садеӏар
324,Atem::N,вӯйнас,садеӏар
325,Atem::N,вӯййнмушш,садеӏар
326,Hunger::N,nielkie,мацалла
327,Hunger::N,nielgge,мацалла
328,Hunger::N,nealgi,мацалла
329,Hunger::N,nelgi,мацалла
330,Hunger::N,neä´lǧǧ,мацалла
331,Hunger::N,не̄лльк,мацалла
332,Träne::N,gïknjele,бӏаьрхи
333,Träne::N,ganjál,бӏаьрхи
334,Träne::N,ganjal,бӏаьрхи
335,Träne::N,koonjâl,бӏаьрхи
336,Träne::N,kõõnjâl,бӏаьрхи
337,Träne::N,кэ̄нял,бӏаьрхи
338,Geschmack::N,aelmie,чам
339,Geschmack::N,muosse,чам
340,Geschmack::N,smáhkka,чам
341,Geschmack::N,máhku,чам
342,Geschmack::N,smáhkka,чам
343,Geschmack::N,mááhu,чам
344,Geschmack::N,smakkâ,чам
345,Geschmack::N,njõõd,чам
346,Geschmack::N,smääkk,чам
347,Geschmack::N,ня̄лльк,чам
348,Geruch::N,haaje,хьожа
349,Geruch::N,habjja,хьожа
350,Geruch::N,hádja,хьожа
351,Geruch::N,opsâ,хьожа
352,Geruch::N,haajâ,хьожа
353,Geruch::N,õpss,хьожа
354,Geruch::N,haajj,хьожа
355,Geruch::N,апс,хьожа
356,Geruch::N,лэ̄гк,хьожа
357,Schlaf::N,nahkerh,наб
358,Schlaf::N,nager,наб
359,Schlaf::N,oados,наб
360,Schlaf::N,nagir,наб
361,Schlaf::N,naṿer,наб
362,Schlaf::N,nââ´er,наб
363,Schlaf::N,нагерь,наб
364,Traum::N,nahkere,гӏан
365,Traum::N,niehko,гӏан
366,Traum::N,niehku,гӏан
367,Traum::N,naṿer,гӏан
368,Traum::N,nââ´er,гӏан
369,Traum::N,нагерь,гӏан
370,Himmel::N,elmie,стигал
371,Himmel::N,almme,стигал
372,Himmel::N,albmi,стигал
373,Himmel::N,alme,стигал
374,Himmel::N,â´lmm,стигал
375,Himmel::N,алльм,стигал
376,Sonne::N,biejjie,малх
377,Sonne::N,bæjvásj,малх
378,Sonne::N,beaivváš,малх
379,Sonne::N,peivi,малх
380,Sonne::N,piäiváš,малх
381,Sonne::N,pei´vv,малх
382,Sonne::N,пе̄ййв,малх
383,Mond::N,aske,бутт
384,Mond::N,mánno,бутт
385,Mond::N,mánnu,бутт
386,Mond::N,máánu,бутт
387,Mond::N,mään,бутт
388,Mond::N,ма̄нн,бутт
389,Stern::N,daasta,седа
390,Stern::N,naestie,седа
391,Stern::N,násste,седа
392,Stern::N,násti,седа
393,Stern::N,täsni,седа
394,Stern::N,tä´snn,седа
395,Stern::N,та̄ссьт,седа
396,Luft::N,elmie,xӏаваъ
397,Luft::N,ájmmo,xӏаваъ
398,Luft::N,áibmu,xӏаваъ
399,Luft::N,áimu,xӏаваъ
400,Luft::N,šõŋŋ,xӏаваъ
401,Luft::N,вӯйнас,xӏаваъ
402,Wind::N,bïegke,мох
403,Wind::N,biegga,мох
404,Wind::N,biegga,мох
405,Wind::N,pieg'gâ,мох
406,Wind::N,piõg'g,мох
407,Wind::N,пӣӈӈк,мох
408,Welle::N,baaroe,тулгӏе
409,Welle::N,bárro,тулгӏе
410,Welle::N,bárru,тулгӏе
411,Welle::N,pááṛu,тулгӏе
412,Welle::N,päärr,тулгӏе
413,Welle::N,нэ̄ммп,тулгӏе
414,Wasser::N,tjaetsie,хи
415,Wasser::N,tjáhtje,хи
416,Wasser::N,čáhci,хи
417,Wasser::N,čääci,хи
418,Wasser::N,čää´cc,хи
419,Wasser::N,ча̄дзь,хи
420,Stein::N,gierkie,тӏулг
421,Stein::N,giergge,тӏулг
422,Stein::N,geađgi,тӏулг
423,Stein::N,keđgi,тӏулг
424,Stein::N,ǩeä´dǧǧ,тӏулг
425,Stein::N,ке̄ддҌк,тӏулг
426,Boden::N,betnie,цӏенкъа
427,Boden::N,ednam,цӏенкъа
428,Boden::N,bodni,цӏенкъа
429,Boden::N,vuođđu,цӏенкъа
430,Boden::N,ponne,цӏенкъа
431,Boden::N,vuáđ̣u,цӏенкъа
432,Boden::N,vuâđđ,цӏенкъа
433,Boden::N,лаввьн,цӏенкъа
434,Boden::N,е̄ммьне,цӏенкъа
435,Erde::N,jåarta,латта
436,Erde::N,mueltie,латта
437,Erde::N,ednam,латта
438,Erde::N,mållde,латта
439,Erde::N,eana,латта
440,Erde::N,eennâm,латта
441,Erde::N,mädd,латта
442,Erde::N,jânnam,латта
443,Erde::N,е̄ммьне,латта
444,Staub::N,heblie,чан
445,Staub::N,tsumhtsie,чан
446,Staub::N,dubme,чан
447,Staub::N,dopmu,чан
448,Staub::N,kovjâ,чан
449,Staub::N,põõ´l,чан
450,Staub::N,кэ̄ббьй,чан
451,Rauch::N,soeve,кӏур
452,Rauch::N,suovva,кӏур
453,Rauch::N,suovva,кӏур
454,Rauch::N,suoṿâ,кӏур
455,Rauch::N,suõvv,кӏур
456,Rauch::N,сӯвв,кӏур
457,Funke::N,naestie,суй
458,Funke::N,tjuonam,суй
459,Funke::N,čuotnan,суй
460,Funke::N,čuođâlm,суй
461,Funke::N,iiskâr,суй
462,Funke::N,čuõzzâm,суй
463,Funke::N,чӯссэм,суй
464,Feuer::N,dålle,цӏе
465,Feuer::N,dållå,цӏе
466,Feuer::N,dolla,цӏе
467,Feuer::N,tullâ,цӏе
468,Feuer::N,toll,цӏе
469,Feuer::N,то̄лл,цӏе
470,Licht::N,tjoevke,серло
471,Licht::N,tjuovgga,серло
472,Licht::N,čuovga,серло
473,Licht::N,čuovggas,серло
474,Licht::N,čuoṿâ,серло
475,Licht::N,toll,серло
476,Licht::N,čuõvv,серло
477,Licht::N,то̄лл,серло
478,Schatten::N,skugkie,ӏиндагӏ
479,Schatten::N,soejvene,ӏиндагӏ
480,Schatten::N,irkes,ӏиндагӏ
481,Schatten::N,sieges,ӏиндагӏ
482,Schatten::N,itku,ӏиндагӏ
483,Schatten::N,suoivâ,ӏиндагӏ
484,Schatten::N,õõtt,ӏиндагӏ
485,Schatten::N,ǩeeu´niǩ,ӏиндагӏ
486,Schatten::N,кывьнэхь,ӏиндагӏ
487,Wetter::N,vïerhtse,хенан хӏоттам
488,Wetter::N,dálkke,хенан хӏоттам
489,Wetter::N,dálki,хенан хӏоттам
490,Wetter::N,šoŋŋâ,хенан хӏоттам
491,Wetter::N,šõŋŋ,хенан хӏоттам
492,Wetter::N,шэ̄ӈӈ,хенан хӏоттам
493,Nebel::N,såavla,дохк
494,Nebel::N,mearhka,дохк
495,Nebel::N,murkko,дохк
496,Nebel::N,mierkká,дохк
497,Nebel::N,mierká,дохк
498,Nebel::N,miär'kká,дохк
499,Nebel::N,oṃo,дохк
500,Nebel::N,sue´lnn,дохк
501,Nebel::N,цӣгк,дохк
502,Nebel::N,сулльн,дохк
503,Wolke::N,balve,марха
504,Wolke::N,balvva,марха
505,Wolke::N,balva,марха
506,Wolke::N,polvâ,марха
507,Wolke::N,põlvv,марха
508,Wolke::N,пэллв,марха
509,Regen::N,ebrie,догӏа
510,Regen::N,harvve,догӏа
511,Regen::N,arvi,догӏа
512,Regen::N,arve,догӏа
513,Regen::N,â´brr,догӏа
514,Regen::N,аббьр,догӏа
515,Schnee::N,lopme,ло
516,Schnee::N,moehtege,ло
517,Schnee::N,muohta,ло
518,Schnee::N,muohta,ло
519,Schnee::N,muotâ,ло
520,Schnee::N,muõtt,ло
521,Schnee::N,вэ̄дз,ло
522,Schnee::N,куэллт,ло
523,Eis::N,jïenge,ша
524,Eis::N,jiegŋa,ша
525,Eis::N,jiekŋa,ша
526,Eis::N,jieŋ̣â,ша
527,Eis::N,jiõŋŋ,ша
528,Eis::N,ӣӈӈ,ша
529,Frost::N,baajkoe,шело
530,Frost::N,tjoasskem,шело
531,Frost::N,buolaš,шело
532,Frost::N,puolâš,шело
533,Frost::N,puõlâš,шело
534,Frost::N,мӯнь,шело
535,Kälte::N,jueskie,шело
536,Kälte::N,tjåetskeme,шело
537,Kälte::N,tjoasskem,шело
538,Kälte::N,čoaskin,шело
539,Kälte::N,ko'lmâsvuotâ,шело
540,Kälte::N,ijss,шело
541,Kälte::N,čuä´cǩǩem,шело
542,Kälte::N,tuârggnjõs,шело
543,Kälte::N,кэ̄лмас,шело
544,Hitze::N,baahke,йовхо
545,Hitze::N,báhkka,йовхо
546,Hitze::N,báhkka,йовхо
547,Hitze::N,pakkâ,йовхо
548,Hitze::N,kuṃe,йовхо
549,Hitze::N,paašt,йовхо
550,Hitze::N,жоарр,йовхо
551,Raureif::N,jyjse,йис
552,Raureif::N,ridne,йис
553,Raureif::N,goarre,йис
554,Raureif::N,ritni,йис
555,Raureif::N,suhči,йис
556,Raureif::N,riṇe,йис
557,Raureif::N,ай,йис
558,Regenbogen::N,aatjan goengere,стелаӏад
559,Regenbogen::N,aatjan joekse,стелаӏад
560,Regenbogen::N,ádjájuoksa,стелаӏад
561,Regenbogen::N,arvedávgi,стелаӏад
562,Regenbogen::N,bajándávgi,стелаӏад
563,Regenbogen::N,äijihtävgi,стелаӏад
564,Regenbogen::N,teârmmazjohss,стелаӏад
565,Regenbogen::N,тӣрмесью̄ккс,стелаӏад
566,Donner::N,raejrie,ткъес
567,Donner::N,átjek,ткъес
568,Donner::N,átjárájdde,ткъес
569,Donner::N,áddjá,ткъес
570,Donner::N,baján,ткъес
571,Donner::N,juuṛâ,ткъес
572,Donner::N,tie´rmes,ткъес
573,Donner::N,тӣрмесь,ткъес
574,Donner::N,ча̄ркнэгк,ткъес
575,Strömung::N,njuvvie,дӏаэхар
576,Strömung::N,njuvvie,дӏасалелар
577,Strömung::N,ájggedáhpe,дӏаэхар
578,Strömung::N,ájggedáhpe,дӏасалелар
579,Strömung::N,rávdnji,дӏаэхар
580,Strömung::N,rávdnji,дӏасалелар
581,Strömung::N,virde,дӏаэхар
582,Strömung::N,virde,дӏасалелар
583,Strömung::N,ve´rdd,дӏаэхар
584,Strömung::N,ve´rdd,дӏасалелар
585,Strömung::N,выррьт,дӏаэхар
586,Strömung::N,выррьт,дӏасалелар
587,Tropfen::N,gåajhkohts,тӏадам
588,Tropfen::N,gåjkudis,тӏадам
589,Tropfen::N,goaikkanas,тӏадам
590,Tropfen::N,čalme,тӏадам
591,Tropfen::N,čâ´lmm,тӏадам
592,Tropfen::N,ча̄лльм,тӏадам
593,Schaum::N,sapte,чопа
594,Schaum::N,såpptå,чопа
595,Schaum::N,sokta,чопа
596,Schaum::N,suptâ,чопа
597,Schaum::N,soptt,чопа
598,Schaum::N,со̄ппт,чопа
599,Schmutz::N,haaskoe,хатт
600,Schmutz::N,duolvva,хатт
601,Schmutz::N,duolva,хатт
602,Schmutz::N,durdi,хатт
603,Schmutz::N,stänži,хатт
604,Schmutz::N,sähss,хатт
605,Schmutz::N,са̄ккьс,хатт
606,Schmutz::N,не̄шшь,хатт
607,See::N,jaevrie,ӏам
608,See::N,jávrre,ӏам
609,See::N,jávri,ӏам
610,See::N,jävri,ӏам
611,See::N,jâu´rr,ӏам
612,See::N,я̄ввьр,ӏам
613,Sumpf::N,pluevie,уьшал
614,Sumpf::N,áhpe,уьшал
615,Sumpf::N,sæmssa,уьшал
616,Sumpf::N,jeaggi,уьшал
617,Sumpf::N,jeggi,уьшал
618,Sumpf::N,jeä´ǧ'ǧ,уьшал
619,Sumpf::N,ла̄ммьп,уьшал
620,Moor::N,pluevie,уьшал
621,Moor::N,jiegge,уьшал
622,Moor::N,suotnju,уьшал
623,Moor::N,karrii,уьшал
624,Moor::N,kä´rev,уьшал
625,Moor::N,veättaǩ,уьшал
626,Moor::N,ла̄ммьп,уьшал
627,Wiese::N,ïentje,бай
628,Wiese::N,giedde,бай
629,Wiese::N,gieddi,бай
630,Wiese::N,nijtto,бай
631,Wiese::N,пуэшенҍ,бай
632,Wald::N,skåake,хьун
633,Wald::N,skåajje,хьун
634,Wald::N,miehtsie,хьун
635,Wald::N,vuovdde,хьун
636,Wald::N,miehttse,хьун
637,Wald::N,vuovdi,хьун
638,Wald::N,meahcci,хьун
639,Wald::N,mecci,хьун
640,Wald::N,vyemi,хьун
641,Wald::N,vue´mm,хьун
642,Wald::N,meä´c'c,хьун
643,Wald::N,ля̄ммт,хьун
644,Hügel::N,deava,гу
645,Hügel::N,deava,шу
646,Hügel::N,deava,барз
647,Hügel::N,dievvá,гу
648,Hügel::N,dievvá,шу
649,Hügel::N,dievvá,барз
650,Hügel::N,dievvá,гу
651,Hügel::N,dievvá,шу
652,Hügel::N,dievvá,барз
653,Hügel::N,čummâ,гу
654,Hügel::N,čummâ,шу
655,Hügel::N,čummâ,барз
656,Hügel::N,pä´rcc,гу
657,Hügel::N,pä´rcc,шу
658,Hügel::N,pä´rcc,барз
659,Hügel::N,teä´rmm,гу
660,Hügel::N,teä´rmm,шу
661,Hügel::N,teä´rmm,барз
662,Hügel::N,ка̄ннҌт,гу
663,Hügel::N,ка̄ннҌт,шу
664,Hügel::N,ка̄ннҌт,барз
665,Anhöhe::N,deava,акъари
666,Anhöhe::N,jalladahke,акъари
667,Anhöhe::N,dievásj,акъари
668,Anhöhe::N,aláš,акъари
669,Anhöhe::N,luohkká,акъари
670,Anhöhe::N,tiävá,акъари
671,Anhöhe::N,poorááš,акъари
672,Anhöhe::N,ču´lpp,акъари
673,Anhöhe::N,škâu´ŋŋ,акъари
674,Anhöhe::N,ка̄ннҌт,акъари
675,Berg::N,bïerje,лам
676,Berg::N,várre,лам
677,Berg::N,várri,лам
678,Berg::N,vääṛi,лам
679,Berg::N,vää´rr,лам
680,Berg::N,те̄ррьм,лам
681,Gipfel::N,dalvese,бохь
682,Gipfel::N,tjåhkkå,бохь
683,Gipfel::N,čohkka,бохь
684,Gipfel::N,čokke,бохь
685,Gipfel::N,čå´ǩǩ,бохь
686,Gipfel::N,ла̄ддҍв,бохь
687,Höhle::N,beajoe,хьех
688,Höhle::N,rájgge,хьех
689,Höhle::N,sluoggo,хьех
690,Höhle::N,biedju,хьех
691,Höhle::N,kuovđâšm,хьех
692,Höhle::N,skuõrr,хьех
693,Höhle::N,вуэӈӈк,хьех
694,Abhang::N,boelte,басе
695,Abhang::N,brijrie,басе
696,Abhang::N,bállte,басе
697,Abhang::N,vielti,басе
698,Abhang::N,luohkká,басе
699,Abhang::N,viel'tti,басе
700,Abhang::N,vie´ltt,басе
701,Abhang::N,луэххк,басе
702,Quelle::N,aajege,шовда
703,Quelle::N,gaaltije,шовда
704,Quelle::N,ája,шовда
705,Quelle::N,ája,шовда
706,Quelle::N,gáldu,шовда
707,Quelle::N,aajâ,шовда
708,Quelle::N,käldee,шовда
709,Quelle::N,lädd,шовда
710,Quelle::N,käivv,шовда
711,Quelle::N,ка̄ййв,шовда
