,Concept_ID,it,ru
847,hängen::V,pèndere,висеть
848,hängen::V,èssere appeso,висеть
849,werden::V,farsi,стать
850,werden::V,diventare,стать
851,passieren::V,succèdere,случиться
852,beginnen::V,cominciare,начаться
853,enden::V,finire,кончиться
854,enden::V,terminare,кончиться
855,wechseln::V,variare,меняться
856,wechseln::V,cambiare,меняться
857,aufgehen[Sonne]::V,sòrgere,взойти
858,aufgehen[Sonne]::V,spuntare,взойти
859,untergehen[Sonne]::V,tramontare,зайти
860,scheinen[Sonne]::V,splèndere,светить
861,donnern::V,tonare,греметь
862,wehen::V,soffiare,дуть
863,strömen::V,fluire,литься
864,fließen::V,fluire,течь
865,fließen::V,scorrere,течь
866,sich drehen::V,girarsi,вращаться
867,schwanken::V,oscillare,колебаться
868,schwanken::V,barcollare,колебаться
869,schwingen::V,vibrare,качаться
870,schwingen::V,oscillare,качаться
871,fallen::V,cadere,падать
872,brennen::V,àrdere,гореть
873,brennen::V,bruciare,гореть
874,rauchen::V,fumare,дымить
875,regnen::V,piòvere,дождить
876,gefrieren::V,gelarsi,замерзнуть
877,gefrieren::V,congelarsi,замерзнуть
878,tauen::V,sciògliersi,таять
879,schmelzen::V,fòndere,плавиться
880,schmelzen::V,sciògliersi,плавиться
881,trocknen::V,asciugarsi,сохнуть
882,sieden::V,bollire,кипеть
883,faulen::V,marcire,гнить
884,verfaulen::V,imputridire,сгнить
885,reißen::V,strapparsi,рваться
886,versinken::V,affondare,тонуть
887,vergehen::V,passare,проходить
888,erscheinen::V,apparire,появиться
889,erscheinen::V,comparire,появиться
890,verschwinden::V,sparire,исчезнуть
891,verschwinden::V,scomparire,исчезнуть
892,sinken::V,calare,спадать
893,sinken::V,scendere,спадать
894,abnehmen::V,diminuire,уменьшиться
895,zunehmen::V,aumentare,увеличиваться
896,steigen::V,salire,подниматься
897,steigen::V,montare,подниматься
898,wachsen::V,crescere,расти
899,glänzen::V,splèndere,блестеть
900,funkeln::V,brillare,сверкать
901,funkeln::V,scintillare,сверкать
902,lärmen::V,strepitare,шуметь
903,lärmen::V,fare chiasso,шуметь
904,läuten::V,suonare,звонить
905,klingeln::V,suonare,звонить
906,klirren::V,tintinnare,звякать
907,brausen::V,rombare,бушевать
908,brausen::V,rumoreggiare,бушевать
909,rauschen::V,frusciare,шелестеть
910,klingen::V,suonare,звучать
911,bellen::V,latrare,лаять
912,bellen::V,abbaiare,лаять
913,heulen::V,urlare,выть
914,heulen::V,ululare,выть
915,blasen::V,soffiare,дунуть
916,pfeifen::V,fischiare,свистеть
917,schreien::V,gridare,кричать
918,stöhnen::V,gèmere,стонать
919,zittern::V,tremare,дрожать
920,leben::V,vìvere,жить
921,geboren werden::V,nàscere,родиться
922,atmen::V,respirare,дышать
923,trinken::V,bere,пить
924,essen::V,mangiare,есть
925,essen::V,mangiare,кушать
926,schlucken::V,inghiottire,глотать
927,müde werden::V,stancarsi,устать
928,einschlafen::V,addormentarsi,заснуть
929,schlafen::V,dormire,спать
930,aufwachen::V,svegliarsi,проснуться
931,aufstehen::V,levarsi,встать
932,sich erholen::V,riposarsi,отдыхать
933,krank werden::V,ammalarsi,заболеть
934,krank sein::V,èssere malato,болеть
935,schmerzen::V,dolere,болеть
936,husten::V,tossire,кашлять
937,genesen::V,guarire,поправиться
938,sterben::V,morire,умереть
939,umkommen::V,perire,погибнуть
940,sich bewegen::V,agitarsi,двигаться
941,sich rühren::V,muòversi,шевельнуться
942,sich erheben::V,alzarsi,встать
943,sich setzen::V,sedersi,сесть
944,hinfallen::V,cadere,упасть
945,laufen::V,camminare,ходить
946,laufen::V,andare a piedi,ходить
947,schreiten::V,andare,шагать
948,schreiten::V,procedere,шагать
949,spazierengehen::V,passeggiare,гулять
950,spazierengehen::V,andare a passeggio,гулять
951,eilen::V,andare in fretta,спешить
952,sich beeilen::V,affrettarsi,торопиться
953,sausen::V,volare,мчаться
954,sausen::V,correre,мчаться
955,rennen::V,correre,бегать
956,springen::V,saltare,прыгать
957,klettern::V,arrampicarsi,лазать
958,schaukeln::V,fare l'altalena,раскачиваться
959,kriechen::V,strisciare,ползать
960,schwimmen::V,nuotare,плавать
961,tauchen::V,tuffarsi,нырять
962,tauchen::V,immèrgersi,нырять
963,rudern::V,remare,грести
964,fahren::V,andare,ехать
965,fahren::V,viaggiare,ехать
966,fliegen::V,volare,летать
967,gehen::V,andare,идти
968,weggehen::V,andàrsene,уйти
969,weggehen::V,andare via,уйти
970,abfahren::V,partire,отправиться
971,anhalten::V,fermarsi,остановиться
972,hineingehen::V,entrare,входить
973,eintreten::V,entrare,войти
974,kommen::V,venire,прийти
975,ankommen::V,arrivare,прибыть
976,zurückkommen::V,ritornare,возвратиться
977,bleiben::V,restare,остаться
978,bleiben::V,rimanere,остаться
979,warten::V,aspettare,ждать
980,erwarten::V,attèndere,ожидать
981,suchen::V,cercare,искать
982,finden::V,trovare,найти
983,versuchen::V,tentare,пытаться
984,vorbereiten::V,preparare,подготовить
985,lieben::V,amare,любить
986,mögen::V,piacere a,любить
987,mögen::V,volere bene a,любить
988,lachen::V,rìdere,смеяться
989,rühren::V,commuòvere,растрогать
990,weinen::V,piàngere,плакать
991,schimpfen::V,imprecare,ругаться
992,sich ärgern::V,stizzirsi,сердиться
993,sich ärgern::V,arrabbiarsi,сердиться
994,sich fürchten::V,avere paura,бояться
995,fürchten::V,temere,бояться
996,fliehen::V,fuggire,убегать
997,flüchten::V,sfuggire,убежать
998,sehen::V,vedere,видеть
999,anschauen::V,guardare,посмотреть
1000,ansehen::V,guardare,смотреть
1001,hören::V,udire,слышать
1002,hören::V,sentire,слышать
1003,zuhören::V,ascoltare,слушать
1004,probieren::V,degustare,пробовать
1005,probieren::V,assaggiare,пробовать
1006,riechen::V,sentire,нюхать
1007,fühlen::V,sentire,чувствовать
1008,scheinen::V,parere,казаться
1009,scheinen::V,sembrare,казаться
1010,zu sehen sein::V,vedersi,виднеться
1011,vernehmen::V,sentire,услышать
1012,vernehmen::V,percepire,услышать
1013,frieren::V,aver freddo,мерзнуть
1014,tun::V,fare,делать
1015,können::V,sapere,мочь
1016,können::V,sapere,уметь
1017,wollen::V,volere,хотеть
1018,anfangen::V,iniziare,начать
1019,anfangen::V,cominciare,начать
1020,beenden::V,finire,закончить
1021,beenden::V,terminare,закончить
1022,aufhören::V,finire,перестать
1023,aufhören::V,cessare,перестать
1024,gelingen::V,riuscire,удаться
1025,geraten::V,stare,оказаться
1026,öffnen::V,aprire,открыть
1027,schließen::V,chiùdere,закрыть
1028,stellen::V,porre,поставить
1029,stellen::V,mettere,поставить
1030,setzen::V,porre,посадить
1031,setzen::V,mettere,посадить
1032,legen::V,posare,класть
1033,legen::V,mettere,класть
1034,berühren::V,toccare,трогать
1035,verbinden::V,unire,связать
1036,verbinden::V,congiùngere,связать
1037,bedecken::V,coprire,покрыть
1038,bedecken::V,ricoprire,покрыть
1039,aufhängen::V,attaccare,повесить
1040,anzünden::V,accèndere,зажечь
1041,anzünden::V,incendiare,зажечь
1042,aufheben::V,raccògliere,поднять
1043,zurücklassen::V,lasciare,оставить
1044,zurücklassen::V,lasciare indietro,оставить
1045,verlieren::V,pèrdere,потерять
1046,fallen lassen::V,lasciare cadere,уронить
1047,machen::V,fare,сделать
1048,herstellen::V,produrre,изготовить
1049,herstellen::V,fabbricare,изготовить
1050,bauen::V,costruire,строить
1051,reparieren::V,riparare,чинить
1052,verbessern::V,migliorare,улучшить
1053,ändern::V,mutare,изменить
1054,ändern::V,cambiare,изменить
1055,graben::V,scavare,копать
1056,beugen::V,chinare,согнуть
1057,beugen::V,flettere,согнуть
1058,biegen::V,tòrcere,погнуть
1059,drehen::V,girare,вертеть
1060,wenden::V,girare,повернуть
1061,wenden::V,voltare,повернуть
1062,umdrehen::V,rivoltare,перевернуть
1063,heben::V,levare,поднимать
1064,hochheben::V,levare,поднять
1065,hochheben::V,sollevare,поднять
1066,ergreifen::V,afferrare,схватить
1067,halten::V,tenere,держать
1068,drücken::V,premere,нажимать
1069,schieben::V,spìngere,толкать
1070,kratzen::V,grattare,скрести
1071,kratzen::V,graffiare,скрести
1072,lecken::V,leccare,лизать
1073,beißen::V,mòrdere,кусать
1074,abreißen::V,staccarsi,оторвать
1075,abreißen::V,strapparsi,оторвать
1076,abschneiden::V,tagliare,отрезать
1077,binden::V,legare,вязать
1078,binden::V,bendare,вязать
1079,stecken::V,ficcare,воткнуть
1080,brechen::V,rompere,сломать
1081,klopfen::V,bàttere,стучать
1082,hauen::V,picchiare,бить
1083,kleben::V,incollare,клеить
1084,reiben::V,fregare,тереть
1085,streichen::V,spalmare,намазать
1086,schleifen::V,arrotare,точить
1087,schneiden::V,tagliare,резать
1088,rütteln::V,scuòtere,шатать
1089,schütteln::V,agitare,трясти
1090,schütteln::V,scuòtere,трясти
1091,schwenken::V,agitare,махать
1092,schwenken::V,sventolare,махать
1093,schütten::V,versare,налить
1094,füllen::V,riempire,наполнить
1095,einwickeln::V,involtare,завернуть
1096,tragen::V,portare,нести
1097,schleppen::V,trainare,тащить
1098,schleppen::V,trascinare,тащить
1099,ziehen::V,tirare,тянуть
1100,aufbewahren::V,custodire,хранить
1101,aufbewahren::V,conservare,хранить
1102,werfen::V,gettare,бросать
1103,werfen::V,lanciare,бросать
1104,fangen::V,prèndere,ловить
1105,fangen::V,acchiappare,ловить
1106,packen::V,pigliare,схватить
1107,packen::V,afferrare,схватить
1108,verstecken::V,nascondere,спрятать
1109,teilen::V,divìdere,разделить
1110,schicken::V,inviare,посылать
1111,bringen::V,portare,принести
1112,bringen::V,apportare,принести
1113,hinzufügen::V,aggiùngere,добавить
1114,bekommen::V,ricevere,достать
1115,erhalten::V,ricevere,получить
1116,nehmen::V,prèndere,взять
1117,wählen::V,elèggere,выбрать
1118,wählen::V,scegliere,выбрать
1119,auswählen::V,scegliere,отобрать
1120,bewahren::V,conservare,сохранить
1121,behindern::V,impedire,препятствовать
1122,verderben::V,guastare,испортить
1123,beschädigen::V,danneggiare,повредить
1124,zerbrechen::V,rompere,разбить
1125,zerbrechen::V,spezzare,разбить
1126,zerreißen::V,stracciare,разорвать
1127,zerstören::V,distrùggere,разрушить
1128,verbrennen::V,bruciare,сжечь
1129,geben::V,dare,дать
1130,reichen::V,pòrgere,передать
1131,schenken::V,regalare,дарить
1132,versprechen::V,promettere,обещать
1133,wünschen::V,augurare,желать
1134,loben::V,lodare,хвалить
1135,küssen::V,baciare,целовать
1136,wiegen::V,cullare,качать
1137,wiegen::V,dondolare,качать
1138,zudecken::V,coprire,накрыть
1139,wecken::V,svegliare,разбудить
1140,zeigen::V,indicare,показать
1141,führen::V,guidare,вести
1142,führen::V,condurre,вести
1143,lehren::V,insegnare,учить
1144,unterrichten::V,istruire,преподавать
1145,unterrichten::V,insegnare,преподавать
1146,aufziehen::V,allevare,воспитать
1147,leiten::V,avviare,руководить
1148,leiten::V,dirìgere,руководить
1149,antreiben::V,incitare,подгонять
1150,lassen::V,fare,заставить
1151,einladen::V,invitare,пригласить
1152,vereinigen::V,unire,объединить
1153,besuchen::V,visitare,посетить
1154,besuchen::V,far vìsita a,посетить
1155,treffen::V,incontrare,встретить
1156,sich versammeln::V,rinunirsi,собраться
1157,spielen::V,giocare,играть
1158,singen::V,cantare,петь
1159,tanzen::V,danzare,плясать
1160,tanzen::V,danzare,танцевать
1161,sich trennen::V,separarsi,расстаться
1162,verlassen::V,lasciare,покинуть
1163,verlassen::V,abbandonare,покинуть
1164,retten::V,salvare,спасти
1165,bewachen::V,custodire,охранять
1166,schützen::V,protèggere,уберегать
1167,verteidigen::V,difèndere,защитить
1168,sich schlagen::V,bàttersi,драться
1169,schießen::V,sparare,стрелять
1170,siegen::V,vìncere,победить
1171,ärgern::V,stizzire,сердить
1172,schlagen::V,bàttere,ударить
1173,treten::V,calciare,пинать
1174,stechen::V,pùngere,уколоть
1175,stoßen::V,urtare,толкнуть
1176,stoßen::V,spìngere,толкнуть
1177,stehlen::V,rubare,украсть
1178,stören::V,disturbare,помешать
1179,belästigen::V,molestare,надоедать
1180,belästigen::V,importunare,надоедать
1181,verbergen::V,celare,скрыть
1182,verbergen::V,nascondere,скрыть
1183,täuschen::V,ingannare,обмануть
1184,betrügen::V,frodare,смошенничать
1185,betrügen::V,truffare,смошенничать
1186,töten::V,uccìdere,убить
1187,wohnen::V,abitare,проживать
1188,arbeiten::V,lavorare,работать
1189,sammeln::V,raccògliere,собрать
1190,sammeln::V,collezionare,собрать
1191,pflücken::V,cògliere,рвать
1192,pflücken::V,cògliere,срывать
1193,jagen::V,cacciare,охотиться
1194,fischen::V,pescare,рыбачить
1195,fassen::V,catturare,поймать
1196,fassen::V,acchiappare,поймать
1197,hüten::V,pascolare,пасти
1198,treiben::V,spìngere,гнать
1199,anbinden::V,legare,привязать
1200,anbinden::V,attaccare,привязать
1201,füttern::V,dar da mangiare a,кормить
1202,melken::V,mùngere,доить
1203,hacken::V,tritare,рубить
1204,hacken::V,spaccare,рубить
1205,gießen::V,annaffiare,полить
1206,reifen::V,maturare,созреть
1207,zubereiten::V,preparare,приготовить
1208,kochen::V,cuòcere,варить
1209,backen::V,cuòcere,печь
1210,backen::V,cuòcere al forno,печь
1211,braten::V,frìggere,жарить
1212,braten::V,arrostire,жарить
1213,umrühren::V,mescolare,перемешать
1214,stricken::V,llavorare a maglia,вязать
1215,nähen::V,cucire,шить
1216,färben::V,tìngere,покрасить
1217,reinigen::V,pulire,очистить
1218,reinigen::V,nettare,очистить
1219,waschen::V,lavare,стирать
1220,abwischen::V,asciugare,вытереть
1221,spülen::V,lavare,полоскать
1222,spülen::V,sciacquare,полоскать
1223,fegen::V,spazzare,подметать
1224,kehren::V,spazzare,мести
1225,baden::V,bagnarsi,купаться
1226,baden::V,fare il bagno,купаться
1227,sich waschen::V,lavarsi,мыться
1228,ausziehen::V,tògliersi,снять
1229,anziehen::V,mettersi,надеть
1230,anziehen::V,indossare,надеть
1231,sich anziehen::V,vestirsi,одеться
1232,kämmen::V,pettinare,причесать
1233,schmücken::V,ornare,украсить
1234,schmücken::V,decorare,украсить
1235,sagen::V,dire,сказать
1236,sprechen::V,parlare,говорить
1237,reden::V,parlare,разговаривать
1238,sich unterhalten::V,conversare,беседовать
1239,fragen::V,chièdere,спросить
1240,fragen::V,domandare,спросить
1241,bitten::V,pregare,просить
1242,erzählen::V,narrare,рассказать
1243,erzählen::V,raccontare,рассказать
1244,mitteilen::V,comunicare,сообщить
1245,nennen::V,nominare,назвать
1246,rufen::V,chiamare,звать
1247,prahlen::V,vantarsi,хвастаться
1248,übersetzen::V,tradurre,перевести
1249,denken::V,pensare,думать
1250,glauben::V,credere,верить
1251,bemerken::V,notare,заметить
1252,bemerken::V,osservare,заметить
1253,erkennen::V,riconoscere,узнать
1254,begreifen::V,capire,понять
1255,begreifen::V,capire,постичь
1256,begreifen::V,comprèndere,понять
1257,begreifen::V,comprèndere,постичь
1258,verstehen::V,intèndere,услышать
1259,verstehen::V,comprèndere,услышать
1260,lernen::V,imparare,учиться
1261,lernen::V,apprèndere,учиться
1262,wissen::V,sapere,знать
1263,sich erinnern an::V,ricordare,вспомнить
1264,sich erinnern an::V,ricordarsi di,вспомнить
1265,vergessen::V,dimenticare,забыть
1266,messen::V,misurare,мерить
1267,zählen::V,contare,считать
1268,rechnen::V,contare,считать
1269,rechnen::V,calcolare,считать
1270,lesen::V,lèggere,читать
1271,malen::V,dipìngere,рисовать
1272,zeichnen::V,disegnare,рисовать
1273,schreiben::V,scrìvere,писать
1274,besitzen::V,possedere,иметь
1275,kaufen::V,comprare,купить
1276,kaufen::V,acquistare,купить
1277,verkaufen::V,vendere,продать
1278,bezahlen::V,pagare,заплатить
1279,zahlen::V,pagare,платить
1280,beherrschen::V,dominare,владеть
1281,ertragen::V,sopportare,вытерпеть
