,Concept_ID,nl,bg
142,Baum::N,boom,дърво
143,Stamm::N,stam,стъбло
144,Rinde::N,schors,кора
145,Ast::N,tak,клон
146,Zweig::N,twijg,клон
147,Blatt::N,blad,лист
148,Birke::N,berk,бреза
149,Kiefer[Baum]::N,den,бор
150,Weide[Baum]::N,wilg,върба
151,Tanne::N,spar,ела
152,Horn::N,hoorn,рог
153,Feder::N,veer,перо
154,Feder::N,pluim,перо
155,Fell::N,vel,кожа
156,Flügel::N,vleugel,крило
157,Klaue::N,klauw,нокът
158,Kralle::N,klauw,нокът
159,Schwanz::N,staart,опашка
160,Ei::N,ei,яйце
161,Nest::N,nest,гнездо
162,Bau::N,hol,дупка
163,Tier::N,dier,животно
164,Herde::N,kudde,стадо
165,Kuh::N,koe,крава
166,Bulle::N,stier,бик
167,Pferd::N,paard,кон
168,Schaf::N,schaap,овца
169,Schwein::N,varken,свиня
170,Hund::N,hond,куче
171,Katze::N,kat,котка
172,Bär::N,beer,мечка
173,Eichhörnchen::N,eekhoorntje,катерица
174,Elch::N,eland,лос
175,Fuchs::N,vos,лисица
176,Hase::N,haas,заек
177,Maus::N,muis,мишка
178,Wolf::N,wolf,вълк
179,Vogel::N,vogel,птица
180,Schwarm::N,zwerm,рой
181,Schwarm::N,zwerm,рояк
182,Huhn::N,kip,кокошка
183,Huhn::N,hoen,кокошка
184,Hahn::N,haan,петел
185,Gans::N,gans,гъска
186,Adler::N,arend,орел
187,Ente::N,eend,патица
188,Eule::N,uil,сова
189,Kranich::N,kraanvogel,жерав
190,Krähe::N,kraai,врана
191,Kuckuck::N,koekoek,кукувица
192,Schwan::N,zwaan,лебед
193,Fisch::N,vis,риба
194,Barsch::N,baars,костур
195,Hecht::N,snoek,щука
196,Schlange[Tier]::N,slang,змия
197,Wurm::N,worm,червей
198,Spinne::N,spin,паяк
199,Ameise::N,mier,мравка
200,Laus::N,luis,въшка
201,Mücke::N,mug,комар
202,Fliege::N,vlieg,муха
203,Schmetterling::N,vlinder,пеперуда
204,Beere::N,bes,плод
205,Apfel::N,appel,ябълка
206,Pilz::N,paddestoel,гъба
207,Zwiebel::N,ui,лук
208,Zwiebel::N,ui,кромид
209,Saat::N,zaad,семе
210,Korn::N,graan,зърно
211,Korn::N,korrel,зърно
212,Heu::N,hooi,сено
213,Schale::N,schil,кора
214,Grube::N,kuil,яма
215,Grube::N,kuil,дупка
216,Falle::N,val,примка
217,Schlinge::N,strop,клуп
218,Spur::N,spoor,диря
219,Spur::N,spoor,следа
220,Asche::N,as,пепел
221,Dreck::N,drek,кал
222,Eisen::N,ijzer,желязо
223,Gold::N,goud,злато
224,Silber::N,zilver,сребро
225,Kohle::N,kool,въглища
226,Glas::N,glas,стъкло
227,Lehm::N,klei,глина
228,Sand::N,zand,пясък
229,Mensch::N,mens,човек
230,Mann::N,man,мъж
231,Frau::N,vrouw,жена
232,Kind::N,kind,дете
233,Junge::N,jongen,момче
234,Mädchen::N,meisje,момиче
235,Familie::N,gezin,фамилия
236,Familie::N,gezin,семейство
237,Familie::N,familie,фамилия
238,Familie::N,familie,семейство
239,Großvater::N,grootvader,дядо
240,Großmutter::N,grootmoeder,баба
241,Eltern::N,ouders,родители
242,Vater::N,vader,баща
243,Mutter::N,moeder,майка
244,Sohn::N,zoon,син
245,Tochter::N,dochter,дъщеря
246,Bruder::N,broer,брат
247,Bruder::N,broeder,брат
248,Schwester::N,zus,сестра
249,Schwester::N,zuster,сестра
250,Onkel::N,oom,чичо
251,Onkel::N,oom,вуйчо
252,Tante::N,tante,леля
253,Ehemann::N,echtgenoot,съпруг
254,Ehefrau::N,echtgenote,съпруга
255,Freude::N,vreugde,радост
256,Gelächter::N,gelach,смях
257,Glück::N,geluk,щастие
258,Kummer::N,verdriet,тъга
259,Wunsch::N,wens,желание
260,Wunsch::N,verlangen,желание
261,Lust::N,zin,желание
262,Lust::N,lust,желание
263,Geist::N,geest,дух
264,Gedanke::N,gedachte,мисъл
265,Gedächtnis::N,geheugen,памет
266,Verstand::N,verstand,ум
267,Verstand::N,verstand,разум
268,Sinn::N,betekenis,смисъл
269,Grund::N,reden,причина
270,Wahrheit::N,waarheid,правда
271,Gespräch::N,gesprek,разговор
272,Märchen::N,sprookje,приказка
273,Erzählung::N,verhaal,разказ
274,Nachricht::N,tijding,вест
275,Nachricht::N,tijding,известие
276,Neuigkeit::N,nieuws,новина
277,Neuigkeit::N,nieuwtje,новина
278,Name::N,naam,име
279,Rätsel::N,raadsel,гатанка
280,Rede::N,rede,реч
281,Rede::N,rede,слово
282,Sprache::N,taal,език
283,Stimme::N,stem,глас
284,Wort::N,woord,дума
285,Zeichen::N,teken,знак
286,Ruf::N,roep,зов
287,Lärm::N,lawaai,шум
288,Lärm::N,lawaai,глъчка
289,Laut::N,klank,звук
290,Laut::N,geluid,звук
291,Ton::N,toon,тон
292,Ton::N,klank,тон
293,Lied::N,lied,песен
294,Ruhe::N,rust,тишина
295,Ruhe::N,rust,спокойствие
296,Ruhe::N,stilte,тишина
297,Ruhe::N,stilte,спокойствие
298,Leute::N,lui,хора
299,Leute::N,mensen,хора
300,Volk::N,volk,народ
301,Arbeit::N,werk,труд
302,Arbeit::N,werk,работа
303,Arbeit::N,arbeid,труд
304,Arbeit::N,arbeid,работа
305,Gast::N,gast,гост
306,Geschenk::N,cadeau,дар
307,Geschenk::N,cadeau,подарък
308,Geschenk::N,geschenk,дар
309,Geschenk::N,geschenk,подарък
310,Spiel::N,spel,игра
311,Gesellschaft::N,gezelschap,общество
312,Hilfe::N,hulp,помощ
313,Freund::N,vriend,приятел
314,Kamerad::N,maat,другар
315,Kamerad::N,metgezel,другар
316,Angelegenheit::N,zaak,работа
317,Angelegenheit::N,aangelegenheid,работа
318,Anzahl::N,tal,брой
319,Anzahl::N,tal,количество
320,Anzahl::N,aantal,брой
321,Anzahl::N,aantal,количество
322,Art::N,slag,вид
323,Art::N,soort,вид
324,Stück::N,stuk,къс
325,Stück::N,stuk,парче
326,Teil::N,deel,дял
327,Teil::N,deel,част
328,Hälfte::N,helft,половина
329,Kreis::N,kring,кръг
330,Kreis::N,cirkel,кръг
331,Kreuz::N,kruis,кръст
332,Linie::N,lijn,черта
333,Strich::N,haal,щрих
334,Strich::N,haal,черта
335,Strich::N,streep,щрих
336,Strich::N,streep,черта
337,Abstand::N,afstand,дистанция
338,Abstand::N,afstand,разстояние
339,Entfernung::N,afstand,разстояние
340,Gegend::N,streek,местност
341,Platz::N,ruimte,място
342,Ort::N,oord,място
343,Ort::N,plaats,място
344,Seite::N,zij,страна
345,Seite::N,kant,страна
346,Seite::N,zijde,страна
347,Mitte::N,midden,среда
348,Gegenstand::N,voorwerp,предмет
349,Sache::N,zaak,вещ
350,Rand::N,rand,ръб
351,Rand::N,boord,ръб
352,Kante::N,kant,ръб
353,Kante::N,kant,кант
354,Ecke::N,hoek,ъгъл
355,Spitze::N,punt,връх
356,Spitze::N,punt,острие
357,Spitze::N,spits,връх
358,Spitze::N,spits,острие
359,Ende::N,einde,край
360,Ende::N,uiteinde,край
361,Loch::N,gat,дупка
362,Winkel::N,hoek,кът
363,Winkel::N,hoek,ъгъл
364,Muster::N,dessin,десен
365,Muster::N,dessin,образец
366,Muster::N,patroon,десен
367,Muster::N,patroon,образец
368,Größe::N,grootte,големина
369,Länge::N,lengte,дължина
370,Höhe::N,hoogte,висота
371,Höhe::N,hoogte,височина
372,Gewicht::N,gewicht,тегло
373,Gewicht::N,gewicht,тежест
374,Menge::N,hoeveelheid,количество
375,Haufen::N,hoop,куп
376,Haufen::N,hoop,грамада
377,Reihe::N,rij,ред
378,Reihe::N,rij,редица
379,Reihe::N,reeks,ред
380,Reihe::N,reeks,редица
381,Boot::N,boot,лодка
382,Ruder::N,roeiriem,весло
383,Ruder::N,roeiriem,гребло
384,Schlitten::N,slee,шейна
385,Schlitten::N,slede,шейна
386,Ski::N,ski,ски
387,Lagerfeuer::N,kampvuur,огнище
388,Last::N,last,товар
389,Last::N,vracht,товар
390,Gang::N,wandeling,ход
391,Gang::N,wandeling,вървеж
392,Schritt::N,stap,стъпка
393,Schritt::N,schrede,стъпка
394,Norden::N,noorden,север
395,Süden::N,zuiden,юг
396,Westen::N,westen,запад
397,Osten::N,oosten,изток
398,Holz::N,hout,дърво
399,Brett::N,plank,дъска
400,Platte::N,plaat,
401,Stütze::N,stut,
402,Stütze::N,steun,
403,Stange::N,stang,прът
404,Stange::N,stang,върлина
405,Stock::N,stok,прът
406,Stock::N,stok,тояга
407,Stab::N,staf,прът
408,Rohr::N,pijp,цев
409,Rohr::N,pijp,тръба
410,Haus::N,huis,къща
411,Heim::N,tehuis,дом
412,Ofen::N,kachel,печка
413,Fußboden::N,vloer,под
414,Tisch::N,tafel,маса
415,Stuhl::N,stoel,стол
416,Wiege::N,wieg,люлка
417,Bett::N,bed,легло
418,Bett::N,bed,креват
419,Regal::N,rek,рафт
420,Regal::N,rek,етажерка
421,Kiste::N,kist,кутия
422,Kiste::N,kist,сандък
423,Fenster::N,raam,прозорец
424,Fenster::N,venster,прозорец
425,Tür::N,deur,врата
426,Tor::N,poort,врата
427,Zaun::N,omheining,ограда
428,Dach::N,dak,покрив
429,Leiter::N,ladder,стълба
430,Besen::N,bezem,метла
431,Spaten::N,schop,лопата
432,Schaufel::N,schep,лопата
433,Gabel::N,vork,вилица
434,Löffel::N,lepel,лъжица
435,Messer::N,mes,нож
436,Nagel::N,spijker,гвоздей
437,Netz::N,net,мрежа
438,Haken::N,haak,кука
439,Haken::N,haak,закачалка
440,Griff::N,handvat,ръчка
441,Griff::N,handvat,дръжка
442,Schloss::N,slot,брава
443,Schloss::N,slot,ключалка
444,Bild::N,beeld,картина
445,Figur::N,figuur,фигура
446,Puppe::N,pop,кукла
447,Beutel::N,zak,кесия
448,Beutel::N,buidel,кесия
449,Bündel::N,pak,връзка
450,Bündel::N,bundel,връзка
451,Tasche::N,tas,чанта
452,Eimer::N,emmer,кофа
453,Deckel::N,deksel,капак
454,Deckel::N,deksel,похлупак
455,Geschirr::N,vaatwerk,съдове
456,Sack::N,zak,чувал
457,Tasse::N,kop,чаша
458,Topf::N,pan,гърне
459,Topf::N,pan,тенджера
460,Kessel::N,ketel,котел
461,Essen::N,eten,ядене
462,Nahrung::N,voedsel,храна
463,Speise::N,spijs,ястие
464,Fleisch::N,vlees,месо
465,Getreide::N,graan,зърнено храни
466,Brei::N,pap,каша
467,Brei::N,brij,каша
468,Brot::N,brood,хляб
469,Scheibe::N,plak,резен
470,Scheibe::N,snede,резен
471,Fett::N,vet,мазнина
472,Butter::N,boter,масло
473,Öl::N,olie,олио
474,Öl::N,olie,оливия
475,Salz::N,zout,сол
476,Suppe::N,soep,супа
477,Honig::N,honing,мед
478,Milch::N,melk,мляко
479,Tee::N,thee,чай
480,Leder::N,leer,кожа
481,Leder::N,leder,кожа
482,Wolle::N,wol,вълна
483,Stoff::N,stof,плат
484,Stoff::N,stof,материал
485,Nadel::N,naald,игла
486,Faden::N,draad,конец
487,Knopf::N,knoop,копче
488,Knoten::N,knoop,възел
489,Farbe::N,verf,боя
490,Kleidung::N,kledij,дрехи
491,Kleidung::N,kledij,облекло
492,Kleidung::N,kleding,дрехи
493,Kleidung::N,kleding,облекло
494,Hemd::N,hemd,риза
495,Kragen::N,kraag,яка
496,Ärmel::N,mouw,ръкав
497,Hose::N,broek,панталони
498,Hose::N,pantalon,панталони
499,Gürtel::N,riem,пояс
500,Gürtel::N,riem,колан
501,Gürtel::N,gordel,пояс
502,Gürtel::N,gordel,колан
503,Mütze::N,muts,каскет
504,Mütze::N,muts,фуражка
505,Schuh::N,schoen,обувка
506,Stiefel::N,laars,ботуш
507,Ring::N,ring,пръстен
508,Band::N,lint,лента
509,Band::N,lint,връзка
510,Kamm::N,kam,гребен
511,Spiegel::N,spiegel,огледало
512,Riemen::N,riem,каиш
513,Riemen::N,riem,ремък
514,Schnur::N,koord,връв
515,Leine::N,lijn,връв
516,Leine::N,lijn,въже
517,Decke::N,deken,покривка
518,Kissen::N,kussen,възглавница
519,Tuch::N,doek,сукно
520,Handtuch::N,handdoek,пешкир
521,Handtuch::N,handdoek,кърпа за лице
522,Kraft::N,kracht,мощ
523,Kraft::N,kracht,сила
524,Stärke::N,sterkte,сила
525,Gesundheit::N,gezondheid,здраве
526,Krankheit::N,ziekte,болест
527,Schmerz::N,pijn,болка
528,Wunde::N,wond,рана
529,Fieber::N,koorts,треска
530,Fieber::N,koorts,температура
531,Arznei::N,medicament,лек
532,Arznei::N,medicament,лекарство
533,Arznei::N,geneesmiddel,лек
534,Arznei::N,geneesmiddel,лекарство
535,Brücke::N,brug,мост
536,Brunnen::N,put,чешма
537,Brunnen::N,put,кладенец
538,Brunnen::N,bron,чешма
539,Brunnen::N,bron,кладенец
540,Weide::N,wei,паша
541,Weide::N,wei,пасище
542,Weide::N,weide,паша
543,Weide::N,weide,пасище
544,Pfad::N,pad,пътека
545,Weg::N,weg,път
546,Straße::N,baan,шосе
547,Straße::N,straat,шосе
548,Dorf::N,dorp,село
549,Stadt::N,stad,град
550,Brief::N,brief,писмо
551,Buch::N,boek,книга
552,Buchstabe::N,letter,буква
553,Zeitung::N,krant,вестник
554,Zeitung::N,dagblad,вестник
555,Leben::N,leven,живот
556,Tod::N,dood,смърт
557,Grab::N,graf,гроб
558,Kirche::N,kerk,църква
559,Sünde::N,zonde,грях
560,Gott::N,god,бог
561,Arbeiter::N,arbeider,работник
562,Chef::N,chef,шеф
563,Chef::N,chef,началник
564,Meister::N,meester,майстор
565,Arzt::N,arts,лекар
566,Arzt::N,dokter,лекар
567,Lehrer::N,leraar,учител
568,Lehrer::N,onderwijzer,учител
569,Geld::N,geld,пари
570,Geschäft::N,zaak,сделка
571,Laden::N,winkel,дюкян
572,Laden::N,winkel,магазин
573,Preis::N,prijs,цена
574,Ware::N,waar,стока
575,Nutzen::N,nut,полза
576,Nutzen::N,nut,облага
577,Nutzen::N,voordeel,полза
578,Nutzen::N,voordeel,облага
579,Reichtum::N,rijkdom,богатство
580,Welt::N,wereld,свят
581,Land::N,land,страна
582,Staat::N,staat,щат
583,Staat::N,staat,държава
584,König::N,koning,крал
585,Macht::N,macht,мощ
586,Macht::N,macht,власт
587,Grenze::N,grens,граница
588,Krieg::N,oorlog,война
589,Feind::N,vijand,враг
590,Feind::N,vijand,неприятел
591,Gewalt::N,geweld,сила
592,Gewalt::N,geweld,насилие
593,Kampf::N,strijd,борба
594,Kampf::N,strijd,сражение
595,Kampf::N,gevecht,борба
596,Kampf::N,gevecht,сражение
597,Bogen[Waffe]::N,boog,лък
598,Pfeil::N,pijl,стрела
599,Gewehr::N,geweer,пушка
600,Fehler::N,fout,грешка
601,Lüge::N,leugen,лъжа
602,Schaden::N,schade,повреда
603,Unglück::N,tegenspoed,нещастие
604,Schuld::N,schuld,вина
605,Alter::N,leeftijd,възраст
606,Schluss::N,slot,край
607,Zeit::N,tijd,време
608,Tag::N,dag,ден
609,Morgen::N,morgen,утро
610,Morgen::N,morgen,сутрин
611,Morgen::N,ochtend,утро
612,Morgen::N,ochtend,сутрин
613,Mittag::N,middag,обед
614,Mittag::N,middag,пладне
615,Abend::N,avond,вечер
616,Nacht::N,nacht,нощ
617,Woche::N,week,седмица
618,Monat::N,maand,месец
619,Jahr::N,jaar,година
620,Frühling::N,lente,пролет
621,Frühling::N,voorjaar,пролет
622,Sommer::N,zomer,лято
623,Herbst::N,herfst,есен
624,Winter::N,winter,зима
625,Januar::N,januari,януари
626,Februar::N,februari,февруари
627,März::N,maart,март
628,April::N,april,април
629,Mai::N,mei,май
630,Juni::N,juni,юни
631,Juli::N,juli,юли
632,August::N,augustus,август
633,September::N,september,септември
634,Oktober::N,oktober,октомври
635,November::N,november,ноември
636,Dezember::N,december,декември
637,Montag::N,maandag,понеделник
638,Dienstag::N,dinsdag,вторник
639,Mittwoch::N,woensdag,сряда
640,Donnerstag::N,donderdag,четвъртък
641,Freitag::N,vrijdag,петък
642,Samstag::N,zaterdag,събота
643,Sonntag::N,zondag,неделя
644,groß::A,groot,едър
645,groß::A,groot,голям
646,klein::A,klein,малък
647,klein::A,klein,дребен
648,lang::A,lang,дълъг
649,kurz::A,kort,къс
650,breit::A,breed,широк
651,schmal::A,smal,тесен
652,dicht::A,dicht,гъст
653,dick[Gegenstand]::A,dik,дебел
654,dünn::A,dun,тънък
655,fein::A,fijn,фин
656,fein::A,fijn,тънък
657,fest::A,vast,твърд
658,fest::A,vast,плътен
659,flach::A,plat,равен
660,flach::A,plat,плосък
661,glatt::A,glad,гладък
662,hart::A,hard,твърд
663,hart::A,hard,корав
664,weich::A,week,мек
665,rund::A,rond,кръгъл
666,spitz::A,spits,островръх
667,spitz::A,puntig,островръх
668,scharf::A,scherp,остър
669,stumpf::A,stomp,тъп
670,schwer::A,zwaar,тежък
671,schön::A,mooi,хубав
672,schön::A,mooi,красив
673,schön::A,fraai,хубав
674,schön::A,fraai,красив
675,heiß::A,heet,жарък
676,warm::A,warm,топъл
677,kalt::A,koud,студен
678,kühl::A,koel,хладен
679,frisch::A,fris,свеж
680,feucht::A,vochtig,влажен
681,nass::A,nat,мокър
682,trocken::A,droog,сух
683,voll::A,vol,пълен
684,leer::A,leeg,празен
685,offen::A,open,откровен
686,geschlossen::A,gesloten,закрит
687,geschlossen::A,gesloten,затворен
688,sauber::A,net,чист
689,sauber::A,schoon,чист
690,schmutzig::A,vuil,мръсен
691,roh::A,rauw,суров
692,reif::A,rijp,зрял
693,lecker::A,lekker,вкусен
694,süß::A,zoet,сладък
695,bitter::A,bitter,горчив
696,sauer::A,zuur,кисел
697,hell::A,licht,ясен
698,hell::A,licht,светъл
699,hell::A,helder,ясен
700,hell::A,helder,светъл
701,dunkel::A,donker,тъмен
702,schwarz::A,zwart,черен
703,weiß::A,wit,бял
704,rot::A,rood,червен
705,gelb::A,geel,жълт
706,blau::A,blauw,син
707,grün::A,groen,зелен
708,grau::A,grijs,сив
709,bunt::A,bont,шарен
710,bunt::A,bont,пъстър
711,billig::A,goedkoop,евтин
712,teuer::A,duur,скъп
713,wertvoll::A,kostbaar,ценен
714,wertvoll::A,waardevol,ценен
715,blind::A,blind,сляп
716,taub::A,doof,глух
717,kräftig::A,krachtig,силен
718,stark::A,sterk,здрав
719,stark::A,sterk,силен
720,schwach::A,zwak,слаб
721,fett::A,vet,тлъст
722,schlank::A,slank,тънък
723,schlank::A,slank,строен
724,hübsch::A,leuk,хубав
725,böse::A,kwaad,зъл
726,dumm::A,dom,глупав
727,faul::A,lui,ленив
728,faul::A,lui,мързелив
729,fleißig::A,vlijtig,прилежен
730,geizig::A,gierig,скъпернически
731,klug::A,slim,умен
732,klug::A,slim,разумен
733,klug::A,schrander,умен
734,klug::A,schrander,разумен
735,klug::A,verstandig,умен
736,klug::A,verstandig,разумен
737,geschickt::A,handig,умел
738,geschickt::A,handig,сръчен
739,geschickt::A,vaardig,умел
740,geschickt::A,vaardig,сръчен
741,lieb::A,lief,мил
742,lieb::A,lief,драг
743,lustig::A,vrolijk,весел
744,sanft::A,zacht,нежен
745,sanft::A,zacht,кротък
746,hungrig::A,hongerig,гладен
747,krank::A,ziek,болен
748,nackt::A,naakt,гол
749,traurig::A,treurig,тъжен
750,traurig::A,treurig,печален
751,traurig::A,bedroefd,тъжен
752,traurig::A,bedroefd,печален
753,lebendig::A,levend,жив
754,gut::A,goed,добър
755,schlecht::A,slecht,лош
756,richtig::A,juist,правилен
757,schlimm::A,erg,лош
758,schlimm::A,kwaad,лош
759,wahr::A,waar,верен
760,wahr::A,waar,истински
761,alt::A,oud,стар
762,alt::A,oud,древен
763,neu::A,nieuw,нов
764,ehemalig::A,voormalig,бивш
765,alt[Lebewesen]::A,oud,стар
766,jung::A,jong,млад
767,arm::A,arm,беден
768,reich::A,rijk,богат
769,bekannt::A,bekend,познат
770,bekannt::A,bekend,известен
771,berühmt::A,beroemd,почут
772,berühmt::A,beroemd,известен
773,fremd::A,vreemd,чужд
774,verschieden::A,verscheiden,разен
775,verschieden::A,verscheiden,различен
776,verschieden::A,verschillend,разен
777,verschieden::A,verschillend,различен
778,nah::A,nabij,близък
779,nah::A,nabijgelegen,близък
780,fern::A,ver,далечен
781,linker::A,linker,ляв
782,rechter::A,rechter,прав
783,anderer::A,andere,друг
784,erster::A,eerste,пръв
785,erster::A,eerste,първи
786,zweiter::A,tweede,втори
787,dritter::A,derde,трети
788,letzter::A,laatste,последен
789,allein::ADV,alleen,само
790,auf einmal::ADV,ineens,същевременно
791,auf einmal::ADV,tegelijk,същевременно
792,zusammen::ADV,samen,заедно
793,zusammen::ADV,bijeen,заедно
794,lange::ADV,lang,дълго
795,plötzlich::ADV,eensklaps,изведнъж
796,plötzlich::ADV,plotsklaps,изведнъж
797,sofort::ADV,terstond,веднага
798,sofort::ADV,aanstonds,веднага
799,sofort::ADV,onmiddelijk,веднага
800,später::ADV,later,по-късно
801,jetzt::ADV,nu,сега
802,jetzt::ADV,nou,сега
803,jetzt::ADV,thans,сега
804,heute::ADV,heden,днес
805,heute::ADV,vandaag,днес
806,morgen::ADV,morgen,утре
807,bald::ADV,gauw,скоро
808,bald::ADV,weldra,скоро
809,dann::ADV,dan,после
810,dann::ADV,dan,тогава
811,dann::ADV,toen,после
812,dann::ADV,toen,тогава
813,gestern::ADV,gisteren,вчера
814,einst::ADV,eens,някога
815,damals::ADV,toen,тогава
816,damals::ADV,destijds,тогава
817,danach::ADV,daarna,после
818,danach::ADV,daarna,след това
819,vorher::ADV,vooraf,преди
820,vorher::ADV,vooraf,преди това
821,vorher::ADV,van tevoren,преди
822,vorher::ADV,van tevoren,преди това
823,zuerst::ADV,eerst,най-напред
824,zuerst::ADV,het eerst,най-напред
825,einmal::ADV,eens,веднъж
826,einmal::ADV,eens,един път
827,einmal::ADV,eenmaal,веднъж
828,einmal::ADV,eenmaal,един път
829,manchmal::ADV,soms,понякога
830,oft::ADV,vaak,често
831,oft::ADV,dikwijls,често
832,immer::ADV,altijd,винаги
833,niemals::ADV,nooit,никога
834,hier::ADV,hier,тук
835,hier::ADV,hier,тука
836,hierhin::ADV,hierheen,насам
837,von hier::ADV,van hier,оттук
838,von hier::ADV,van hier,оттука
839,von hier::ADV,hiervandaan,оттук
840,von hier::ADV,hiervandaan,оттука
841,dort::ADV,daar,там
842,dort::ADV,ginds,там
843,dorthin::ADV,daarheen,натам
844,dorthin::ADV,daarheen,нататък
845,geradeaus::ADV,rechtuit,направо
846,geradeaus::ADV,rechtdoor,направо
847,vorwärts::ADV,vooruit,напред
848,vorwärts::ADV,voorwaarts,напред
849,rückwärts::ADV,achteruit,назад
850,rückwärts::ADV,achterwaarts,назад
851,zurück::ADV,terug,обратно
852,unten::ADV,beneden,долу
853,unten::ADV,onderaan,долу
854,hinab::ADV,omlaag,надолу
855,hinab::ADV,naar beneden,надолу
856,oben::ADV,boven,горе
857,hinauf::ADV,omhoog,нагоре
858,hinauf::ADV,naar boven,нагоре
859,überall::ADV,alom,навсякъде
860,überall::ADV,overal,навсякъде
861,nicht::ADV,niet,не
862,ein wenig::ADV,wat,малко
863,kaum::ADV,amper,едва
864,kaum::ADV,amper,едвам
865,kaum::ADV,nauwelijks,едва
