,Concept_ID,mn,ab
1376,hüten::V,хариулах,арҳəра
1377,hüten::V,хариулах,ахьчара
1378,treiben::V,туух,акацара
1379,anbinden::V,уях,адҳəалара
1380,füttern::V,тэжээх,акырҿаҵара
1381,melken::V,саах,ахьара
1382,hacken::V,цавчих,аҟəаҟəара
1383,gießen::V,услах,аҵаҭəара
1384,reifen::V,боловсрох,ашəра
1385,reifen::V,боловсрох,аҟалара
1386,zubereiten::V,бэлдэх,ацура
1387,kochen::V,чанах,ажəра
1388,backen::V,жигнэх,аӡра
1389,braten::V,шарах,аӡра
1390,braten::V,хайрах,аӡра
1391,umrühren::V,хутгах,аилрыхра
1392,stricken::V,нэхэх,аҧара
1393,stricken::V,сүлжих,аҧара
1394,nähen::V,оёх,аӡахра
1395,färben::V,будах,ашəра
1396,reinigen::V,арилгах,арыцқьара
1397,reinigen::V,цэвэрлэх,арыцқьара
1398,waschen::V,угаах,аӡәӡәара
1399,abwischen::V,арчих,арбара
1400,spülen::V,зайлах,аҭыршара
1401,fegen::V,хамах,аҧссара
1402,fegen::V,шүүрдэх,аҧссара
1403,kehren::V,шүүрдэх,
1404,kehren::V,туужуудах,
1405,baden::V,усанд орох,аҽыкəабара
1406,sich waschen::V,биеэ угаах,аҽыӡəӡəара
1407,ausziehen::V,тайлах,ашəыхра
1408,anziehen::V,өмсөх,ашəҵара
1409,sich anziehen::V,хувцаслах,аҽеилаҳəара
1410,kämmen::V,самнах,аҳəара
1411,schmücken::V,гоёх,арҧшӡара
1412,schmücken::V,чимэх,арҧшӡара
1413,sagen::V,гэх,аҳəара
1414,sagen::V,хэлэх,аҳəара
1415,sprechen::V,ярих,ацəажəара
1416,sprechen::V,өгүүлэх,ацəажəара
1417,reden::V,хэлэх,ацəажəара
1418,reden::V,хэлэх,аицәажәара
1419,reden::V,хөөрөлдөх,ацəажəара
1420,reden::V,хөөрөлдөх,аицәажәара
1421,sich unterhalten::V,ярилцах,аицәажәара
1422,fragen::V,асуух,азҵаара
1423,bitten::V,гуйх,аҳəара
1424,erzählen::V,өгүүлэх,аҳəара
1425,mitteilen::V,дуулгах,азыцҳара
1426,mitteilen::V,мэдээлэх,азыцҳара
1427,nennen::V,нэрлэх,ахьӡҵара
1428,rufen::V,дуудах,азҿыҭра
1429,prahlen::V,бардах,аҽхəара
1430,prahlen::V,сайрхах,аҽхəара
1431,übersetzen::V,орчуулах,аиҭагара
1432,denken::V,санах,азхəыцра
1433,glauben::V,итгэх,ахаҵара
1434,bemerken::V,ажих,агəаҭара
1435,bemerken::V,ажиглах,агəаҭара
1436,erkennen::V,таних,адырра
1437,begreifen::V,ойлгох,аилкаара
1438,verstehen::V,мэдэж авах,аҳара
1439,lernen::V,сурах,аҵара
1440,wissen::V,мэдэх,адырра
1441,sich erinnern an::V,дурсах,агəаларшəара
1442,vergessen::V,мартах,ахашҭра
1443,messen::V,хэмжих,ашəара
1444,zählen::V,тоолох,аҧхьаӡара
1445,rechnen::V,тооцоох,аҳасабра
1446,lesen::V,унших,аҧхьара
1447,malen::V,зурах,
1448,zeichnen::V,дүрслэн бичих,
1449,schreiben::V,бичих,
1450,besitzen::V,эзэмших,амазаара
1451,kaufen::V,худалдан авах,Аахəара
1452,verkaufen::V,худалдах,аҭира
1453,bezahlen::V,төлөх,ахҭынҵара
1454,bezahlen::V,төлөх,ашəара
1455,zahlen::V,төлөх,ашəара
1456,beherrschen::V,эзэмших,
1457,ertragen::V,тэсэх,ачҳара
