,Concept_ID,mn,ab
183,Maus::N,хулгана,аҳəынаҧ
184,Wolf::N,чоно,абгаду
185,Vogel::N,шувуу,аҧсаатə
186,Schwarm::N,сүрэг,
187,Huhn::N,тахиа,акəты
188,Hahn::N,эр тахиа,арбаҕь
189,Gans::N,галуу,аҟыз
190,Adler::N,бүргэд,ауарба
191,Ente::N,нугас,акəата
192,Eule::N,ууль,аты
193,Kranich::N,тогоруу,апҟа
194,Krähe::N,хэрээ,аҟəараан
195,Kuckuck::N,хөхөө,акəыкəу
196,Schwan::N,хун,агьад
197,Fisch::N,загас,аҧсыӡ
198,Barsch::N,алгана,ацəыбла
199,Hecht::N,цурхай,ахиаала
200,Schlange[Tier]::N,могой,амаҭ
201,Wurm::N,өт,ахəа
202,Wurm::N,өт,ахəац
203,Wurm::N,хорхой,ахəа
204,Wurm::N,хорхой,ахəац
205,Spinne::N,аалз,абызкаҭаҳа
206,Ameise::N,шоргоолж,ашышкамс
207,Laus::N,бөөс,аҵа
208,Mücke::N,шумуул,акəыбры
209,Fliege::N,ялаа,амҵ
210,Schmetterling::N,эрвээхэй,аҧарҧалыкь
211,Beere::N,жимсгэнэ,аргуц
212,Apfel::N,алим,аҵəа
213,Pilz::N,мөөг,акəкəбаа
214,Zwiebel::N,сонгино,аџьымшьы
215,Zwiebel::N,сонгино,аџьымшьхы
216,Saat::N,тариа,ажəла
217,Korn::N,үр,арыц
218,Korn::N,мөхлөг,арыц
219,Heu::N,өвс,аҭəа
220,Schale::N,хальс,ацəа
221,Grube::N,алам,ажра
222,Grube::N,алам,атыша
223,Grube::N,нүх,ажра
224,Grube::N,нүх,атыша
225,Falle::N,хавх,арыҧҟьа
226,Falle::N,занга,арыҧҟьа
227,Schlinge::N,урхи,аҟəараҟəантə
228,Spur::N,мөр,ашьҭа
229,Asche::N,үнс,ахəа
230,Dreck::N,хир,аҳəынҵəа
231,Dreck::N,хир,аҟьамсар
232,Eisen::N,төмөр,аиха
233,Gold::N,алт,ахьы
234,Silber::N,мөнгө,аразны
235,Kohle::N,нүүрс,арацəа
236,Glas::N,шил,асаркьа
237,Lehm::N,шавар,анышəаҧшь
238,Sand::N,элс,аҧслымӡ
239,Mensch::N,хүн,ауаҩы
240,Mann::N,эр,ахаҵа
241,Mann::N,эрэгтэй,ахаҵа
242,Frau::N,эмэгтэй,аҧҳəыс
243,Frau::N,хатагтай,аҧҳəыс
244,Kind::N,хүүхэд,ахəыҷы
245,Junge::N,хүү,аҷкəын
246,Junge::N,хүү,ахаҵарҧыс
247,Mädchen::N,охин,аӡӷаб
248,Mädchen::N,бүсгүй,аӡӷаб
249,Familie::N,айл,аҭаацəа
250,Großvater::N,өвгөн аав,абду
251,Großmutter::N,эмэг эх,анду
252,Großmutter::N,эмгээ,анду
253,Eltern::N,эцэг эх,ани аби
254,Vater::N,аав,аб
255,Vater::N,эцэг,аб
256,Mutter::N,эх,ан
257,Mutter::N,ээж,ан
258,Sohn::N,хүү,аҧа
259,Tochter::N,охин,аҧҳа
260,Bruder::N,ах,аиашьа
261,Bruder::N,дүү,аиашьа
262,Schwester::N,эгч,Аҳəшьа
263,Schwester::N,охин дүү,Аҳəшьа
264,Onkel::N,авга ах,абиашьа
265,Onkel::N,авга ах,аншьа
266,Onkel::N,нагац ах,абиашьа
267,Onkel::N,нагац ах,аншьа
268,Tante::N,авга эгч,абиаҳəшьа
269,Tante::N,нагац эгч,абиаҳəшьа
270,Ehemann::N,нөхөр,ахаҵа
271,Ehemann::N,нөхөр,аҧшəма
272,Ehefrau::N,эхнэр,аҧҳəыс
273,Ehefrau::N,гэргий,аҧҳəыс
274,Freude::N,баяр,агəырӷьара
275,Freude::N,баясгалан,агəырӷьара
276,Gelächter::N,инээдэм,ачча
277,Gelächter::N,инээдэм,аччара
278,Glück::N,жаргалан,аразҟы
279,Kummer::N,гаслан,агəырҩа
280,Wunsch::N,ерөөл,агəхəтəы
281,Wunsch::N,ерөөл,аҭахра
282,Lust::N,дур,агəазыҳəара
283,Lust::N,хүсэл,агəазыҳəара
284,Geist::N,оюун,аҧсы
285,Gedanke::N,сэтгэл,ахəыцырҭа
286,Gedächtnis::N,ой,агəынкылара
287,Gedächtnis::N,цээж,агəынкылара
288,Verstand::N,ухаан,ахшыҩ
289,Sinn::N,утга,аҵакы
290,Grund::N,учир,амзыз
291,Wahrheit::N,үнэн,аиаша
292,Gespräch::N,яриа,аиҿцәажәара
293,Märchen::N,явган үлгэр,алакə
294,Erzählung::N,тууж,ажәабжь
295,Nachricht::N,мэдээ,адырраҭара
296,Neuigkeit::N,сонин,ажәабжь ҿыц
297,Name::N,нэр,ахьӡ
298,Rätsel::N,оньсого,ацуфара
299,Rede::N,хэлсэн үг,ажәа
300,Sprache::N,хэл,абызшəа
301,Stimme::N,дуу,абжьы
302,Wort::N,үг,ажәа
303,Zeichen::N,тамга,адырга
304,Zeichen::N,тэмдэг,адырга
305,Ruf::N,дуудлага,аҿҭы
306,Lärm::N,шуугиан,ашьҭыбжь
307,Lärm::N,чимээ,ашьҭыбжь
308,Laut::N,анир,ашьҭыбжь
309,Laut::N,дуу,ашьҭыбжь
310,Ton::N,авиа,атон
311,Ton::N,аялгуу,атон
312,Lied::N,дуу,ашəа
313,Ruhe::N,энх,аҭынчра
314,Ruhe::N,тайван,аҭынчра
315,Leute::N,хүмүүс,ауаа
316,Volk::N,улс,ажəлар
317,Arbeit::N,ажил,аусура
318,Arbeit::N,хөдөлмөр,аусура
319,Gast::N,зочин,асас
320,Gast::N,айлчин,асас
321,Geschenk::N,бэлэг,аҳамҭа
322,Geschenk::N,бэлэг,аҿанҵа
323,Spiel::N,наадам,ахəмарра
324,Spiel::N,тоглоом,ахəмарра
325,Gesellschaft::N,хамт байх,агəыҧ
326,Hilfe::N,тусламж,ацхыраара
327,Freund::N,найз,аҩыза
328,Freund::N,нөхөр,аҩыза
329,Kamerad::N,хань,Аҧхнагьла
330,Kamerad::N,нөхөр,Аҧхнагьла
331,Angelegenheit::N,хэрэг,аус
332,Anzahl::N,тоо,ахыҧхьаӡара
333,Art::N,төрөл,ахкы
334,Art::N,янз,ахкы
335,Stück::N,хэсэг,аҽыҭ
336,Teil::N,хувь,ахəҭа
337,Teil::N,хэсэг,ахəҭа
338,Hälfte::N,хагас,абжа
339,Kreis::N,тойрог,агьагьа
340,Kreis::N,хүрээ,агьагьа
341,Kreuz::N,загалмай,аџьар
342,Linie::N,шугам,аицтәар
343,Strich::N,зураас,ацəаҳəа
344,Abstand::N,зай,абжьара
345,Entfernung::N,зай,абжьара
346,Entfernung::N,хол ойр,абжьара
347,Gegend::N,хавь,аҭыҧ
348,Gegend::N,газар,аҭыҧ
349,Platz::N,зай,аҭыҧ
350,Platz::N,завсар,аҭыҧ
351,Ort::N,газар,аҭыҧ
352,Ort::N,байр,аҭыҧ
353,Seite::N,тал,аган
354,Seite::N,этгээд,аган
355,Mitte::N,төв,агəҭа
356,Mitte::N,дунд,агəҭа
357,Gegenstand::N,юм,амаҭəар
358,Sache::N,үйл,
359,Sache::N,хэрэг,
360,Rand::N,зах,аҵкар
361,Rand::N,хөвөө,аҵкар
362,Kante::N,ирмэг,авардым
363,Ecke::N,өнцөг,акəакь
364,Spitze::N,үзүүр,аҧынҵа
365,Ende::N,зах,анаӡара
366,Ende::N,үзүүр,анаӡара
367,Loch::N,цоорхой,акылҵəара
368,Loch::N,онгорхой,акылҵəара
369,Winkel::N,өнцөг,агҿаҩра
370,Winkel::N,өнцөг,акəындхə
371,Winkel::N,өнцөг,акəакь
372,Muster::N,хээ,аҟҟа
373,Muster::N,угалз,аҟҟа
374,Größe::N,хэмжээ,изаҟароу
375,Länge::N,урт,аура
376,Höhe::N,өндөр,агылара
377,Gewicht::N,жин,акапан
378,Menge::N,тоо,
379,Haufen::N,бөөн,ачаҟəа
380,Reihe::N,эгнээ,ацəаҳəа
381,Boot::N,завь,анышь
382,Ruder::N,сэлүүр,ажəҩа
383,Schlitten::N,чарга,ашəаҩауардын
384,Ski::N,цана,ашəаҩа
385,Ski::N,цана,ашьахаха
386,Lagerfeuer::N,түүдэг,еиқуу амца
387,Last::N,ачаа,ахьанҭара
388,Gang::N,явдал,аныҟəара
389,Schritt::N,алхам,ашьаҿа
390,Norden::N,умар,аҩада
391,Süden::N,урд,алада
392,Süden::N,өмнө,алада
393,Westen::N,өрнө,амраҭашəара
394,Westen::N,баруун,амраҭашəара
395,Osten::N,зүүн,амрагылара
396,Osten::N,дорно,амрагылара
397,Holz::N,мод,амҿымаҭəахə
398,Brett::N,банз,аӷəы
399,Platte::N,хавтан,ахаҳәцәы
400,Stütze::N,тулгуур,аҵаргəа
401,Stütze::N,тулгуур,агəышьаҟа
402,Stütze::N,тулга,аҵаргəа
403,Stütze::N,тулга,агəышьаҟа
404,Stange::N,сургааг,акьат
405,Stock::N,саваа,алаба
406,Stab::N,таяг,акьат
407,Rohr::N,хоолой,абыкь
408,Haus::N,гэр,аҩны
409,Haus::N,байшин,аҩны
410,Heim::N,гэр,аҭаацəа
411,Ofen::N,зуух,аҳақə
412,Ofen::N,зуух,ауаџьаҟ
413,Ofen::N,зуух,афрына
414,Ofen::N,пийшин,аҳақə
415,Ofen::N,пийшин,ауаџьаҟ
416,Ofen::N,пийшин,афрына
417,Fußboden::N,шал,адашьма
418,Tisch::N,ширээ,аишәа
419,Stuhl::N,сандал,аҟəардə
420,Wiege::N,өлгий,агара
421,Bett::N,ор,акаруаҭ
422,Regal::N,тавиур,акыӷəра
423,Kiste::N,авдар,аидчаҧала
424,Kiste::N,хайрцаг,аидчаҧала
425,Fenster::N,гэгээвч,аҧенџьыр
426,Tür::N,үүд,ашə
427,Tür::N,хаалга,ашə
428,Tor::N,хаалга,агəашə
429,Zaun::N,хашаа,аанда
430,Dach::N,дээвэр,ахыб
431,Leiter::N,шат,амардуан
432,Besen::N,хамуур,аҧссага
433,Besen::N,туужуу,аҧссага
434,Spaten::N,хүрз,ажыга
435,Schaufel::N,хүрз,аҭəарӷəы
436,Gabel::N,сэрээ,ачқьыҧ
437,Löffel::N,халбага,амҳаҵə
438,Messer::N,хутга,аҳəызба
439,Nagel::N,хадаас,аҵəымӷ
440,Netz::N,өөш,акаҭа
441,Netz::N,тор,акаҭа
442,Haken::N,гох,аҵəаҳə
443,Griff::N,иш,амаа
444,Griff::N,сэнж,амаа
445,Schloss::N,цуурга,асаҧаҭ
446,Schloss::N,цоож,асаҧаҭ
447,Bild::N,зураг,асахьа
448,Figur::N,баримал,афигура
449,Puppe::N,хүүхэлдэй,акьанџьа
450,Beutel::N,агсаа,асакь
451,Beutel::N,уут,асакь
452,Bündel::N,боодол,аҿаҳəара
453,Tasche::N,цүнх,арҭмаҟ
454,Eimer::N,хөнөг,аведра
455,Eimer::N,хувин,аведра
456,Deckel::N,таг,ахҩа
457,Deckel::N,хавхаг,ахҩа
458,Geschirr::N,сав суулга,ачысмаҭəа
459,Sack::N,шуудай,асакь
460,Tasse::N,аяга,аҵəца
461,Topf::N,тогоо,акаструлиа
462,Kessel::N,тогоо,ачуан
463,Essen::N,идээ,
464,Nahrung::N,хүнс,афатə
465,Speise::N,идээ,афатə
466,Fleisch::N,мах,акəац
467,Getreide::N,будаа,ачакуа
468,Brei::N,богшмол,ақашь
469,Brei::N,будаа,ақашь
470,Brot::N,талх,ача
471,Scheibe::N,зүсэм,аҽыҭ
472,Scheibe::N,зүсэм,аҿаҵа
473,Scheibe::N,хэрчим,аҽыҭ
474,Scheibe::N,хэрчим,аҿаҵа
475,Fett::N,өөх,ашша
476,Butter::N,тос,ахəша
477,Öl::N,тос,азеҭ
478,Salz::N,давс,аџьыка
479,Suppe::N,шөл,асуҧ
480,Honig::N,бал,ацха
481,Milch::N,сүү,ахш
482,Tee::N,цай,ачаи
483,Leder::N,арьс,ацəа
484,Leder::N,савхи,ацəа
485,Wolle::N,ноос,аласа
486,Wolle::N,унгас,аласа
487,Stoff::N,бөс,Аба
488,Nadel::N,зүү,агəыр
489,Faden::N,боолт,арахəыц
490,Faden::N,утас,арахəыц
491,Knopf::N,товч,аҳəынҵəра
492,Knoten::N,зангилаа,аиқəҳəала
493,Farbe::N,будаг,ашəыга
494,Kleidung::N,хувцас,амаҭəа
495,Hemd::N,цамц,акьаҿ
496,Kragen::N,зах заам,ахəда
497,Ärmel::N,ханцуй,амаӷра
498,Hose::N,өмд,аиқəа
499,Gürtel::N,бүс,амаҟа
500,Mütze::N,малгай,ахылҧа
501,Mütze::N,бүрх,ахылҧа
502,Schuh::N,туфли,аимаа
503,Stiefel::N,гутал,амагə
504,Ring::N,бөгж,амацəаз
505,Band::N,тууз,алента
506,Kamm::N,сам,ахҳəа
507,Spiegel::N,толь,асаркьа
508,Riemen::N,тасам,аа
509,Riemen::N,сур,аа
510,Schnur::N,татлага,ашаха
511,Leine::N,оосор,аҕура
512,Decke::N,хөнжил,ахыза
513,Decke::N,хучлага,ахыза
514,Kissen::N,дэр,ахчы
515,Tuch::N,алчуур,акасы
516,Tuch::N,даавуу,акасы
517,Handtuch::N,алчуур,ампахьшьы
518,Kraft::N,чадал,амч
519,Kraft::N,хүч,амч
520,Stärke::N,эрч,амч
521,Stärke::N,тэнхээ,амч
522,Gesundheit::N,бие,агəабзиара
523,Gesundheit::N,эрүүл мэнд,агəабзиара
524,Krankheit::N,эмгэг,ачымазара
525,Schmerz::N,өвчин,ахьаа
526,Wunde::N,шарх,ахəра
527,Fieber::N,халуун,ашоура
528,Arznei::N,эм,ахəшə
529,Brücke::N,гүүр,ацҳа
530,Brunnen::N,худаг,аҵыџь
531,Weide::N,бэлчээр,аҳəырҭа
532,Pfad::N,жим,амхəасҭа
533,Pfad::N,зөрөг,амхəасҭа
534,Weg::N,зам,амҩа
535,Weg::N,харгуй,амҩа
536,Straße::N,зам,амҩа
537,Straße::N,харгуй,амҩа
538,Dorf::N,тосгон,ақыҭа
539,Dorf::N,гацаа,ақыҭа
540,Stadt::N,хот,ақалақь
541,Brief::N,захидал,ашəҟəы
542,Brief::N,захиа,ашəҟəы
543,Buch::N,ном,ашəҟəы
544,Buch::N,бичиг,ашəҟəы
545,Buchstabe::N,үсэг,анбан
546,Zeitung::N,сонин,агазеҭ
547,Leben::N,амь,аҧсҭазаара
548,Leben::N,амьдрал,аҧсҭазаара
549,Tod::N,үхэл,аҧсра
550,Grab::N,булш,анышəынҭра
551,Kirche::N,сүм,ауахəама
552,Sünde::N,нүгэл,агəнаҳа
553,Sünde::N,хилэнц,агəнаҳа
554,Gott::N,бурхан,анцəа
555,Arbeiter::N,ажилчин,аусуҩ
556,Arbeiter::N,хөдөлмөрчин,аусуҩ
557,Chef::N,дарга,Аиҳабы
558,Meister::N,дархан,аҟаза
559,Arzt::N,эмч,аҳақьым
560,Lehrer::N,багш,арҵаҩы
561,Geld::N,цаас,аҧара
562,Geld::N,мөнгө,аҧара
563,Geschäft::N,наймаа,
564,Laden::N,дэлгүүр,амагазин
565,Preis::N,үнэ,ахə
566,Ware::N,таваар,атауар
567,Ware::N,бараа,атауар
568,Nutzen::N,ашиг,ақьар
569,Reichtum::N,баялаг,абеиара
570,Welt::N,дэлхий,адунеи
571,Welt::N,орчлон,адунеи
572,Land::N,улс,атəыла
573,Land::N,орон,атəыла
574,Staat::N,төр,аҳəынҭқарра
575,Staat::N,гүрэн,аҳəынҭқарра
576,König::N,ван,акрал
577,Macht::N,засаг,амчра
578,Grenze::N,хил,аҳəаа
579,Krieg::N,дайн,аибашьра
580,Feind::N,дайсан,Аҕа
581,Gewalt::N,хүчирхэх,ақəымчра
582,Kampf::N,тэмцэл,ақəҧара
583,Kampf::N,байлдаан,ақəҧара
584,Bogen[Waffe]::N,нум,ахыц
585,Pfeil::N,годил,ахəымпал
586,Pfeil::N,сум,ахəымпал
587,Gewehr::N,буу,ашəақь
588,Fehler::N,эндэл,агха
589,Fehler::N,алдаа,агха
590,Lüge::N,худал,амц
591,Schaden::N,хор,аҧырхага
592,Schaden::N,хөнөөл,аҧырхага
593,Unglück::N,гай,арыцҳара
594,Unglück::N,гамшиг,арыцҳара
595,Schuld::N,гэм,ахара
596,Schuld::N,буруу,ахара
597,Alter::N,нас,ақəра
598,Schluss::N,эцэс,анҵəамҭа
599,Schluss::N,төгсгөл,анҵəамҭа
600,Zeit::N,цаг,аамта
601,Tag::N,өдөр,амш
602,Morgen::N,өглөө,ашара
603,Morgen::N,өглөө,ашьыбжь
604,Mittag::N,үд,шьыбжьон
605,Abend::N,үдэш,ахəылҧаз
606,Abend::N,үдэш,ахəлбыҽха
607,Nacht::N,шөнө,аҵх
608,Woche::N,долоо хоног,амчыбжь
609,Monat::N,сар,
610,Jahr::N,жил,
611,Frühling::N,хавар,ааҕын
612,Sommer::N,зун,аҧхын
613,Herbst::N,намар,ҭагалан
614,Herbst::N,намар,хкаарачан
615,Winter::N,өвөл,аӡын
616,Januar::N,нэгдүгээр сар,ианвар
617,Februar::N,хоёрдугаар сар,февраль
618,März::N,гуравдугаар сар,март
619,April::N,дөрөвдүгээр сар,апрель
620,Mai::N,тавдугаар сар,маи
621,Juni::N,зургаадугаар сар,иуун
622,Juli::N,долдугаар сар,иууль
623,August::N,наймдугаар сар,август
624,September::N,есдүгээр сар,сентиабр
625,Oktober::N,аравдугаар сар,октиабр
626,November::N,арван нэгдүгээр сар,ноиабр
627,Dezember::N,арван хоёрдугаар сар,декабр
628,Montag::N,даваа,ашəахьа
629,Dienstag::N,мягмар,аҩаша
630,Mittwoch::N,лхагва,ахаша
631,Donnerstag::N,пүрэв,аҧшьаша
632,Freitag::N,баасан,ахəаша
633,Samstag::N,бямба,асабша
634,Sonntag::N,ням,амҽыша
635,groß::A,их,аду
636,groß::A,том,аду
637,klein::A,бага,амаҷ
638,klein::A,жаахан,амаҷ
639,lang::A,урт,ахəхəа
640,kurz::A,охор,акьаҿ
641,kurz::A,богино,акьаҿ
642,breit::A,өргөн,аиужь
643,breit::A,өргөн,аиҵых
644,schmal::A,уйтан,аҭшəа
645,schmal::A,нарийн,аҭшəа
646,dicht::A,нягт,аилач
647,dicht::A,чигжүү,аилач
648,dick[Gegenstand]::A,зузаан,ажəпа
649,dünn::A,нимгэн,
650,fein::A,нарийн,апа
651,fein::A,нарийн,аҵаӷа
652,fein::A,нарийн,аӡа
653,fest::A,бөх,аҟаца
654,fest::A,бөх,аӷəӷəаҟаца
655,fest::A,хатуу,аҟаца
656,fest::A,хатуу,аӷəӷəаҟаца
657,flach::A,хавтгай,ақəаҟьа
658,flach::A,хавтгай,аҧаҟьа
659,glatt::A,цагаан,аимаҩзы
660,hart::A,хатуу,акьакьа
661,weich::A,зөөлөн,атата
662,rund::A,дугуй,акəмпыл
663,rund::A,дугариг,акəмпыл
664,spitz::A,шовх,аҵар
665,spitz::A,шовгор,аҵар
666,scharf::A,хурц,аҵар
667,scharf::A,иртэй,аҵар
668,stumpf::A,мохоо,ацагə
669,schwer::A,хүнд,ахьанҭа
670,schön::A,гуа,аҧшӡа
671,schön::A,сайхан,аҧшӡа
672,heiß::A,халуун,ашы
673,warm::A,дулаан,аҧха
674,kalt::A,хүйтэн,ахьшəашəа
675,kühl::A,сэрүүн,ахьшəашəа
676,kühl::A,сэрүүн,ицәыхьшәашәоу
677,frisch::A,эрүүл,цқьа
678,frisch::A,жихүүн,цқьа
679,feucht::A,чийгтэй,ацəаак
680,nass::A,нойтон,абааӡа
681,trocken::A,хатсан,Аба
682,trocken::A,хатсан,аҩа
683,voll::A,дүүрэн,азна
684,leer::A,хоосон,аҭацəы
685,offen::A,онгорхой,аарта
686,geschlossen::A,битүү,ихҩоу
687,geschlossen::A,битүү,иаркыу
688,geschlossen::A,хаалтай,ихҩоу
689,geschlossen::A,хаалтай,иаркыу
690,sauber::A,цэвэр,ацқьа
691,sauber::A,хиргүй,ацқьа
692,schmutzig::A,бохир,аҟьашь
693,schmutzig::A,хиртэй,аҟьашь
694,roh::A,түүхий,
695,reif::A,болсон,Арҭ
696,reif::A,болсон,аҟала
697,reif::A,болсон,иҟалахьоу
698,lecker::A,амттай,ахаа
699,süß::A,амттай,азла
700,süß::A,чихэрлэг,азла
701,bitter::A,гашуун,аша
702,sauer::A,эсгэлэн,аҵəҵəы
703,hell::A,гэгээн,алаша
704,hell::A,гэрэлтэй,алаша
705,dunkel::A,бараан,алашьца
706,dunkel::A,харанхуй,алашьца
707,schwarz::A,хар,аиқуаҵәа
708,weiß::A,цагаан,ашкəакəа
709,rot::A,улаан,аҟаҧшь
710,gelb::A,шар,аҩеижь
711,blau::A,хөх,аҽҵәа
712,blau::A,цэнхэр,аҽҵәа
