,Concept_ID,ja,te
149,Wolf::N,狼,తోడేలు
150,Vogel::N,鳥,పక్షి
151,Schwarm::N,群れ,గుంపు
152,Huhn::N,鶏,కోడిపిల్ల
153,Hahn::N,雄鶏,కోడివుంజు
154,Gans::N,ガチョウ,ఆడుబాతు
155,Adler::N,鷲,గ్రద్ద
156,Ente::N,鴨,పాట్టిబాతు
157,Eule::N,フクロウ,గ్రుడ్లగూబ
158,Kranich::N,鶴,కొంగ
159,Krähe::N,烏,కాకి
160,Kuckuck::N,郭公,కోయల
161,Schwan::N,白鳥,హంస
162,Fisch::N,魚,చేప
163,Barsch::N,鱸,ఒకచేఁప
164,Hecht::N,川魳,గండుమీను
165,Schlange[Tier]::N,蛇,పాము
166,Wurm::N,虫,పురుగు
167,Spinne::N,蜘蛛,సాలె పురుగు
168,Ameise::N,蟻,చీమ
169,Laus::N,虱,పేను
170,Mücke::N,蚊,చీకటీగ
171,Fliege::N,蝿,ఈగ
172,Schmetterling::N,蝶,సీతాకోకచిలుక
173,Beere::N,漿果,కాయ
174,Apfel::N,林檎,ఆపిల్ పండు
175,Pilz::N,茸,కుక్కగొడుగు
176,Zwiebel::N,玉葱,నీరుల్లి
177,Saat::N,種,విత్తనము
178,Korn::N,粒,గింజ
179,Heu::N,干し草,ఎండుగడ్డి
180,Schale::N,皮,పొట్టు
181,Grube::N,穴,గొయ్యి
182,Falle::N,わな,బోను
183,Schlinge::N,輪,ఉరి
184,Spur::N,跡,జాడ
185,Asche::N,灰,బూడిద
186,Dreck::N,泥,ముఱికి
187,Eisen::N,鉄,ఇనుము
188,Gold::N,金,బంగారము
189,Silber::N,銀,వెండి
190,Kohle::N,炭,నేలబొగ్గు
191,Glas::N,ガラス,గాజు
192,Lehm::N,ローム,బంకమన్ను
193,Sand::N,砂,ఇసుక
194,Mensch::N,人,నరుడు
195,Mann::N,男,పురుమడు
196,Mann::N,男性,పురుమడు
197,Frau::N,女,ఆడుది
198,Frau::N,女性,ఆడుది
199,Kind::N,子,బిడ్డ
200,Kind::N,子供,బిడ్డ
201,Junge::N,男の子,బాలుడు
202,Mädchen::N,女の子,బాలిక
203,Familie::N,家族,కుటుంబము
204,Großvater::N,祖父,తాత
205,Großvater::N,おじいさん,తాత
206,Großmutter::N,祖母,అయ్యమ్మ
207,Großmutter::N,おばあさん,అయ్యమ్మ
208,Eltern::N,親,తల్లితండ్రులు
209,Eltern::N,両親,తల్లితండ్రులు
210,Vater::N,父,తండ్రి
211,Vater::N,お父さん,తండ్రి
212,Mutter::N,母,తల్లి
213,Mutter::N,お母さん,తల్లి
214,Sohn::N,息子,కొడుకు
215,Sohn::N,息子さん,కొడుకు
216,Tochter::N,娘,కూతురు
217,Tochter::N,お嬢さん,కూతురు
218,Bruder::N,弟,పోదరుడు
219,Schwester::N,妹,సోదరి
220,Onkel::N,伯父,మేనమామ
221,Onkel::N,伯父さん,మేనమామ
222,Tante::N,叔母,మేనత్త
223,Tante::N,叔母,పినతల్లి
224,Tante::N,叔母さん,మేనత్త
225,Tante::N,叔母さん,పినతల్లి
226,Ehemann::N,夫,భర్త
227,Ehemann::N,主人,భర్త
228,Ehefrau::N,妻,భార్య
229,Ehefrau::N,奥さん,భార్య
230,Freude::N,喜び,సంతోషము
231,Gelächter::N,笑い,నవ్వు
232,Glück::N,幸せ,సంతోషము
233,Kummer::N,悩み,దుఃఖము
234,Wunsch::N,希望,కోరిక
235,Lust::N,気,కోరిక
236,Geist::N,精神,ఆత్మ
237,Gedanke::N,考え,ఆలోచన
238,Gedächtnis::N,記憶,జ్ఞాపకము
239,Verstand::N,理解力,మనస్సు
240,Sinn::N,意味,అర్థము
241,Grund::N,理由,కారణము
242,Wahrheit::N,真実,సత్యము
243,Gespräch::N,会話,పంభాషణ
244,Märchen::N,童話,అద్భుతకథ
245,Erzählung::N,物語,కథ
246,Nachricht::N,報告,వార్త
247,Neuigkeit::N,ニュース,వార్త
248,Name::N,名前,పేరు
249,Rätsel::N,謎,చిక్కు
250,Rede::N,演説,ఉపన్యాసము
251,Sprache::N,言語,భాష
252,Stimme::N,声,కంరథ్సని
253,Wort::N,言葉,మాట
254,Zeichen::N,記号,గుర్తు
255,Ruf::N,呼び声,పిలువు
256,Lärm::N,騒音,సందడి
257,Laut::N,音,ధ్వని
258,Ton::N,音,స్వరము
259,Lied::N,歌,పాట
260,Ruhe::N,静けさ,గాలిలేమి
261,Leute::N,人々,జనులు
262,Volk::N,民族,జాతి
263,Arbeit::N,仕事,పని
264,Gast::N,客,అతిధి
265,Geschenk::N,贈り物,దానము
266,Spiel::N,遊び,ఆట
267,Gesellschaft::N,社会,జట్టు
268,Hilfe::N,援助,సాహాయ్యము
269,Freund::N,友達,స్నేహితుడు
270,Kamerad::N,同志,చెలికాడు
271,Angelegenheit::N,件,విషయము
272,Anzahl::N,数,లెక్క
273,Art::N,種類,జాతి
274,Stück::N,部分,తునుక
275,Teil::N,部分,భాగము
276,Hälfte::N,半分,సగము
277,Kreis::N,円,వృత్తము
278,Kreuz::N,十字,సిలువ
279,Linie::N,線,గీత
280,Strich::N,線,గీత
281,Abstand::N,距離,సందు
282,Entfernung::N,距離,దూరము
283,Gegend::N,辺,విస్తీర్ణము
284,Gegend::N,地域,విస్తీర్ణము
285,Platz::N,ゆとり,ఎడము
286,Ort::N,所,స్థలము
287,Ort::N,場所,స్థలము
288,Seite::N,横,ప్రక్క
289,Mitte::N,真ん中,నడిమి
290,Gegenstand::N,物件,పద్దు
291,Sache::N,物,వస్తువు
292,Rand::N,端,అంచు
293,Kante::N,縁,అంచు
294,Ecke::N,角,మూల
295,Spitze::N,先頭,మొన
296,Ende::N,端,కొన
297,Loch::N,穴,రంధ్రము
298,Winkel::N,片隅,కోణము
299,Muster::N,模様,మాదిరి
300,Größe::N,大きさ,పరిమాణము
301,Länge::N,長さ,పొడుగు
302,Höhe::N,高さ,పొడుగు
303,Gewicht::N,重さ,భారము
304,Menge::N,量,మొత్తము
305,Haufen::N,堆積,రాశి
306,Reihe::N,並び,వరుస
307,Boot::N,ボート,పడవ
308,Ruder::N,オール,అడక
309,Schlitten::N,そり,సరవండ్లు
310,Ski::N,スキー,స్కీ
311,Lagerfeuer::N,篝火,నెగడు
312,Last::N,荷物,బరువు
313,Gang::N,歩み,నడక
314,Schritt::N,歩,అడుగు
315,Norden::N,北,ఉత్తరదిక్కు
316,Süden::N,南,దక్షిణము
317,Westen::N,西,పడమర
318,Osten::N,東,తూర్పు
319,Holz::N,木,కొయ్య
320,Holz::N,木材,కొయ్య
321,Brett::N,板,పలక
322,Platte::N,盤,పలక
323,Stütze::N,支柱,వాల్సేడ్లు
324,Stange::N,棒,స్తంభము
325,Stock::N,杖,కఱ్ఱ
326,Stab::N,棒,కఱ్ఱ
327,Rohr::N,管,గొట్టము
328,Haus::N,家,ఇల్లు
329,Heim::N,家,స్వగృహము
330,Ofen::N,ストーブ,పొయ్యి
331,Fußboden::N,床,నేల
332,Tisch::N,机,మేజా
333,Stuhl::N,椅子,కుర్చీ
334,Wiege::N,揺籃,ఉయ్యాల
335,Bett::N,ベッド,పడక
336,Bett::N,ベッド,మంచం
337,Regal::N,棚,అటక
338,Kiste::N,箱,వెట్టె
339,Fenster::N,窓,కిటికి
340,Tür::N,戸,ద్వారము
341,Tür::N,ドア,ద్వారము
342,Tor::N,門,ద్వారము
343,Zaun::N,垣根,కంచె
344,Dach::N,屋根,ఇంటివైకప్పు
345,Leiter::N,梯子,నిచ్చెన
346,Besen::N,ほうき,చీపురుకట్ట
347,Spaten::N,スコップ,పాఱ
348,Schaufel::N,シャベル,పాఱ
349,Gabel::N,フォーク,ముండ్లగరిటె
350,Löffel::N,スプーン,గరిటె
351,Messer::N,ナイフ,కత్తి
352,Nagel::N,釘,మేకు
353,Netz::N,網,వల
354,Haken::N,鉤,కొక్కెము
355,Haken::N,フック,కొక్కెము
356,Griff::N,取っ手,పిడి
357,Schloss::N,錠,తాళము
358,Bild::N,絵,చిత్రము
359,Figur::N,像,రూపము
360,Puppe::N,人形,బొమ్మ
361,Beutel::N,袋,సంచి
362,Bündel::N,束,మూట
363,Bündel::N,包み,మూట
364,Tasche::N,かばん,సంచి
365,Eimer::N,バケツ,చేద
366,Deckel::N,蓋,మూత
367,Geschirr::N,食器,వంటకాలు
368,Sack::N,袋,గోనెసంచి
369,Tasse::N,カップ,గిన్నె
370,Topf::N,鍋,కుండ
371,Kessel::N,釜,నీరుకాచుపాత్ర
372,Essen::N,食事,ఆహారము
373,Nahrung::N,食物,ఆహారము
374,Speise::N,料理,ఆహారము
375,Fleisch::N,肉,మాంసము
376,Getreide::N,麦,ధాన్యము
377,Getreide::N,穀物,ధాన్యము
378,Brei::N,粥,గుజ్జు
379,Brot::N,パン,రొట్టె
380,Scheibe::N,枚,బద్ద
381,Scheibe::N,切れ,బద్ద
382,Fett::N,脂肪,క్రొవ్వు
383,Butter::N,バター,వెన్న
384,Öl::N,油,నూనె
385,Salz::N,塩,ఉప్పు
386,Suppe::N,スープ,చారు
387,Honig::N,蜂蜜,తెనె
388,Milch::N,牛乳,పాలు
389,Tee::N,茶,తేనీరు
390,Tee::N,お茶,తేనీరు
391,Leder::N,革,బాగుచేసివతోలు
392,Wolle::N,毛糸,ఉన్ని
393,Stoff::N,布,బట్ట
394,Nadel::N,針,సూది
395,Faden::N,糸,దారము
396,Knopf::N,ボタン,బొత్తాము
397,Knoten::N,結び目,ముడి
398,Farbe::N,ペンキ,రంగు
399,Kleidung::N,衣服,బట్టలు
400,Hemd::N,シャツ,చొక్కాయ
401,Kragen::N,襟,మాల
402,Ärmel::N,袖,చొక్కాయచెయ్యి
403,Hose::N,ズボン,ఇజారు
404,Gürtel::N,帯,పటకా
405,Gürtel::N,ベルト,పటకా
406,Mütze::N,帽子,టోపి
407,Schuh::N,靴,పాదరక్ష
408,Stiefel::N,ブーツ,బూటు
409,Ring::N,輪,ఉంగరము
410,Band::N,リボン,నాడా
411,Kamm::N,櫛,దువ్వెన
412,Spiegel::N,鏡,అద్దము
413,Riemen::N,緒,వాడా
414,Schnur::N,紐,దారము
415,Leine::N,綱,వారు
416,Decke::N,掛け布団,కంబళి
417,Kissen::N,枕,తలగడ
418,Tuch::N,スカーフ,బట్ట
419,Handtuch::N,タオル,తువాలు
420,Kraft::N,力,బలము
421,Stärke::N,強さ,శక్తి
422,Gesundheit::N,健康,ఆరోగ్యము
423,Krankheit::N,病気,రోగము
424,Schmerz::N,痛み,నొప్పి
425,Wunde::N,傷,గాయము
426,Fieber::N,熱,జ్వరము
427,Arznei::N,薬,మందు
428,Brücke::N,橋,వంతెన
429,Brunnen::N,井戸,బావి
430,Brunnen::N,井戸,కూపము
431,Brunnen::N,井戸,నుయ్యి
432,Weide::N,牧場,పచ్చికబయలు
433,Pfad::N,小路,కాలిత్రోవ
434,Weg::N,道,మార్గము
435,Straße::N,街道,బాట
436,Dorf::N,村,గ్రామము
437,Stadt::N,町,పట్టణము
438,Stadt::N,都市,పట్టణము
439,Brief::N,手紙,జాబు
440,Buch::N,本,పుస్తకము
441,Buchstabe::N,文字,అక్షరము
442,Zeitung::N,新聞,వార్తాపత్రిక
443,Leben::N,生活,ప్రాణము
444,Tod::N,死,మరణము
445,Grab::N,墓,సమాధి
446,Kirche::N,教会,క్రెస్తవులగుడి
447,Sünde::N,罪,పాపము
448,Gott::N,神,దేవుడు
449,Arbeiter::N,労働者,పనిపాటుచేశేవాడు
450,Chef::N,上司,యజమానుడు
451,Meister::N,達人,కళాకారుడు
452,Meister::N,マイスター,కళాకారుడు
453,Arzt::N,医者,వైద్యుడు
454,Lehrer::N,先生,ఉపాధ్యాయుడు
455,Geld::N,金,ద్రవ్యము
456,Geschäft::N,取り引き,వ్యాపారము
457,Laden::N,店,అంగడి
458,Preis::N,値段,వెల
459,Ware::N,商品,సరకులు
460,Nutzen::N,利益,ప్రయోజనము
461,Reichtum::N,豊かさ,ధనము
462,Welt::N,世界,ప్రపంచము
463,Land::N,国,దేశము
464,Staat::N,国家,రాజ్యము
465,König::N,国王,రాజు
466,Macht::N,権力,అధికారము
467,Grenze::N,国境,సరిహద్దు
468,Krieg::N,戦争,యుద్ధము
469,Feind::N,敵,శత్రువు
470,Gewalt::N,暴力,దౌర్జన్యము
471,Kampf::N,戦い,పోట్లాట
472,Bogen[Waffe]::N,弓,విల్లు
473,Pfeil::N,矢,బాణము
474,Gewehr::N,銃,తుపాకి
475,Fehler::N,間違い,తప్ప
476,Lüge::N,嘘,అసత్యము
477,Schaden::N,損害,నష్టము
478,Unglück::N,不幸,దురదృష్టము
479,Schuld::N,罪,తప్పు
480,Alter::N,年,వయస్సు
481,Alter::N,年齢,వయస్సు
482,Schluss::N,終わり,ముగింపు
483,Zeit::N,時,కాలము
484,Zeit::N,時間,కాలము
485,Tag::N,日,దినము
486,Morgen::N,朝,ఉదయము
487,Mittag::N,昼,మధ్యాహ్నము
488,Abend::N,晩,సాయంకాలము
489,Abend::N,夕方,సాయంకాలము
490,Nacht::N,夜,రత్రి
491,Woche::N,週,వారము
492,Monat::N,月,నెల
493,Jahr::N,年,సంవత్సరము
494,Frühling::N,春,వసంతకాలము
495,Sommer::N,夏,వేసవికాము
496,Herbst::N,秋,ఆకురాలుకాలము
497,Winter::N,冬,శీతకాలము
498,Januar::N,一月,జనవరి
499,Februar::N,二月,ఫిబ్రవరి
500,März::N,三月,మార్చి
501,April::N,四月,ఏప్రిలు
502,Mai::N,五月,మే
503,Juni::N,六月,జూన్
504,Juli::N,七月,జూలై
505,August::N,八月,ఆగస్టు
506,September::N,九月,సెప్ఠెంబరు
507,Oktober::N,十月,అక్టోబరు
508,November::N,十一月,నవంబరు
509,Dezember::N,十二月,డిసెంబర్
510,Montag::N,月曜日,సోమవారము
511,Dienstag::N,火曜日,మంగళవారము
512,Mittwoch::N,水曜日,బుధవారము
513,Donnerstag::N,木曜日,గురువారము
514,Freitag::N,金曜日,శుక్రవారము
515,Samstag::N,土曜日,శనివారము
516,Sonntag::N,日曜日,ఆదివారము
517,groß::A,大きい,గొప్పైన
518,klein::A,小さい,చిన్న
519,lang::A,長い,పొడుగాటి
520,kurz::A,短い,పొట్టి
521,breit::A,広い,వెడల్పైన
522,schmal::A,狭い,ఇఱుకైన
523,dicht::A,密な,దట్టమైన
524,dick[Gegenstand]::A,厚い,దట్టమైన
525,dünn::A,薄い,పలుచని
526,fein::A,細い,నాజాకైన
527,fest::A,硬い,దృడమైవ
528,flach::A,平らな,చదువైన
529,glatt::A,滑らかな,నున్నని
530,hart::A,堅い,కఠినమైన
531,weich::A,柔らかい,మృదువైన
532,rund::A,丸い,గుండ్రని
533,spitz::A,尖った,మొనగల
534,scharf::A,鋭い,పదనైన
535,stumpf::A,鈍い,వాడిలేని
536,schwer::A,重い,బరువ్తెన
537,schön::A,綺麗な,సుందరమైన
538,heiß::A,熱い,వేడియైన
539,warm::A,温かい,వెచ్చని
540,kalt::A,寒い,చల్లని
541,kalt::A,冷たい,చల్లని
542,kühl::A,涼しい,చల్లని
543,frisch::A,ひんやりした,తాజాయైన
544,feucht::A,湿った,చెమ్మగానున్న
545,nass::A,濡れた,తడిగామన్న
546,trocken::A,乾いた,ఎండిన
547,voll::A,いっぱいの,నిండు
548,leer::A,空の,శూన్యమైన
549,offen::A,開いた,తెఱచియున్న
550,geschlossen::A,閉まった,మూసిన
551,sauber::A,清潔な,పరిశుద్ధమైన
552,schmutzig::A,汚い,ముఱికియైన
553,roh::A,生の,పచ్చి
554,reif::A,熟した,పండివ
555,lecker::A,美味しい,రుచి గల
556,süß::A,甘い,తియ్యని
557,bitter::A,苦い,చేదైన
558,sauer::A,酸っぱい,పుల్లని
559,hell::A,明るい,కాంతిగల
560,dunkel::A,暗い,చీకటియైన
561,schwarz::A,黒い,నల్లని
562,weiß::A,白い,తెలుపు
563,rot::A,赤い,ఎఱ్ఱని
564,gelb::A,黄色い,పసుపు పచ్చ
565,blau::A,青い,నీలవర్ణము
566,grün::A,緑の,ఆకుపచ్చని
567,grau::A,灰色の,నెరిసిన
568,bunt::A,色取り取りの,రంగేలీ
569,billig::A,安い,చౌకయైన
570,teuer::A,高い,వెలపొడుగైన
571,wertvoll::A,貴重な,విలుప్తెన
572,blind::A,盲目の,గ్రుడ్డి
573,taub::A,耳が聞こえない,చెవిటి
574,kräftig::A,強力な,శక్తి గల
575,stark::A,強い,బలమైన
576,schwach::A,弱い,బలహీనమైన
577,fett::A,太った,క్రొవ్విన
578,schlank::A,ほっそりした,సన్నని
579,hübsch::A,素敵な,సాగప్తెన
580,böse::A,悪い,చెడ్డ
581,dumm::A,馬鹿な,తెలివిలేని
582,faul::A,怠惰な,సోమరియైన
583,fleißig::A,勤勉な,శ్రద్దగల
584,geizig::A,けちな,పిసినారియైన
585,klug::A,賢い,తెలివిగల
586,klug::A,頭のいい,తెలివిగల
587,geschickt::A,器用な,నిపుణతగల
588,lieb::A,愛らしい,ప్రియమైన
589,lustig::A,楽しい,ఉల్లాసము గల
590,sanft::A,温和な,సాధువైన
591,hungrig::A,空腹の,ఆకలిగొనిన
592,krank::A,病気の,వ్యాధిగల
593,nackt::A,裸の,దిగంబరమైన
594,traurig::A,悲しい,విచారముగల
595,lebendig::A,生きた,ప్రాణముతో నున్న
596,gut::A,良い,మంచి
597,schlecht::A,悪い,చెడ్డ
598,schlecht::A,駄目な,చెడ్డ
599,richtig::A,正しい,సరియైన
600,schlimm::A,ひどい,అసహ్యమైన
601,wahr::A,本当の,నిజమైన
602,alt::A,古い,ముసలి
603,neu::A,新しい,క్రొత్త
604,ehemalig::A,以前の,పూర్వపు
605,alt[Lebewesen]::A,年を取った,ముసలి
606,jung::A,若い,పసి
607,arm::A,貧乏な,బీద
608,reich::A,裕福な,ధనవంతుడైన
609,bekannt::A,有名な,తెలిసిన
610,berühmt::A,有名な,ప్రపిద్దికెక్కివ
611,fremd::A,見知らぬ,అన్యమైన
612,verschieden::A,色々な,భేదమైన
613,nah::A,近い,దగ్గఱనున్న
614,fern::A,遠い,దూరమందున్న
615,linker::A,左の,ఎడమప్రక్కగ
616,rechter::A,右の,కుడి
617,anderer::A,別の,వేఱ్తెన
618,erster::A,一番目,మొదటి
619,zweiter::A,二番目,రెండన
620,dritter::A,三番目,మూడో
621,letzter::A,最後の,కడపటి
622,allein::ADV,一人で,ఒంటిగా
623,auf einmal::ADV,同時に,హరాత్తుగ
624,zusammen::ADV,一緒に,కలిసి
625,lange::ADV,長い間,బహుకాలము
626,plötzlich::ADV,急に,హరాత్తుగ
627,sofort::ADV,すぐに,తక్షణము
628,später::ADV,後で,ఇటీవలి
629,jetzt::ADV,今,ఇప్పుడు
630,heute::ADV,今日,నేడు
631,morgen::ADV,明日,ఱేపు
632,bald::ADV,間もなく,శీఘ్రముగ
633,dann::ADV,それから,అప్పుడు
634,gestern::ADV,昨日,నిన్నటి దినము
635,einst::ADV,過去に,పూర్వమొకప్పుడు
636,damals::ADV,あの時,అప్పుడు
637,danach::ADV,その後で,అప్పుడు
638,vorher::ADV,以前に,ఎదుట
639,zuerst::ADV,まず,మొదటిలో
640,zuerst::ADV,最初に,మొదటిలో
641,einmal::ADV,一回,ఒకసారి
642,manchmal::ADV,時々,అప్పటప్పటికి
643,oft::ADV,よく,తఱచుగా
644,immer::ADV,いつも,ఎల్లప్పుడు
645,niemals::ADV,一度も...ない,ఎప్పుడునులేదు
646,hier::ADV,こちら,ఇక్కడ
647,hierhin::ADV,ここへ,ఇక్కడకు
648,hierhin::ADV,こちらへ,ఇక్కడకు
649,von hier::ADV,ここから,ఇక్కడనుండి
650,dort::ADV,そちら,అక్కడ
651,dorthin::ADV,そこへ,అక్కడికి
652,dorthin::ADV,そちらへ,అక్కడికి
653,geradeaus::ADV,真っ直ぐに,సూటిగా
654,vorwärts::ADV,前へ,ముందుకు
655,rückwärts::ADV,後ろへ,వెనుకకు
656,zurück::ADV,後ろへ,వెనుకభాగము
657,unten::ADV,下に,క్రింద
658,hinab::ADV,下へ,కిందికి
659,oben::ADV,上に,మీద
660,hinauf::ADV,上へ,పైకి
661,überall::ADV,どこでも,అంతటా
662,nicht::ADV,ない,కాదు
663,ein wenig::ADV,少し,కొంచెము
664,ein wenig::ADV,ちょっと,కొంచెము
665,kaum::ADV,ほとんど～ない,చాలిచాలక
666,sehr::ADV,とても,చాల
667,so::ADV,こう,ఆలాగున
668,noch::ADV,まだ,ఇప్పటికిని
669,nur::ADV,～だけ,మాత్రము
670,schon::ADV,もう,ఇదివఱకే
671,wieder::ADV,再び,తిరిగి
672,vergebens::ADV,無駄に,నిష్ఫలముగా
673,vor::PRP,前に,ముందు
674,hinter::PRP,後ろに,వెనుక
675,unter::PRP,下に,క్రింద
676,durch::PRP,通して,ద్వారా
677,neben::PRP,横に,దగ్గెర
678,zwischen::PRP,間に,మధ్య
679,wegen::PRP,為に,కారణంగా
680,wegen::PRP,せいで,కారణంగా
681,dies::PRN,これ,ఇది
682,das::PRN,それ,అది
683,alles::PRN,全部,సకలము
684,ich::PRN,私,నేను
685,du::PRN,あなた,నీవు
686,er::PRN,彼,అతడు
687,wir::PRN,私達,మనము
688,ihr::PRN,あなた達,మీరు
689,sie::PRN,彼ら,వారు
690,was::FPRN,何,ఏమి
691,wer::FPRN,誰,ఎవడు
692,wer::FPRN,どなた,ఎవడు
693,wo::FADV,どこ,ఎక్కడ
694,wo::FADV,どこに,ఎక్కడ
695,wohin::FADV,どこへ,ఎందుకు
696,wie::FADV,どう,ఎట్టు
697,warum::FADV,何故,ఏల
698,warum::FADV,どうして,ఏల
699,wieviel::FNUM,どのくらい,ఎంత
700,eins::NUM,一,ఒకటి
701,zwei::NUM,二,రెండు
702,zwei::NUM,二つ,రెండు
703,drei::NUM,三,మూడు
704,drei::NUM,三つ,మూడు
705,vier::NUM,四,నాలుగు
706,vier::NUM,四つ,నాలుగు
707,fünf::NUM,五,అయిదు
708,fünf::NUM,五つ,అయిదు
709,sechs::NUM,六,ఆఱు
710,sechs::NUM,六つ,ఆఱు
711,sieben::NUM,七,ఏరు
712,sieben::NUM,七つ,ఏరు
