,Concept_ID,sl,ku
111,Gipfel::N,vŕh,sere gir
112,Höhle::N,jáma,şikeft
113,Höhle::N,votlína,şikeft
114,Abhang::N,pobóčje,kaş
115,Quelle::N,izvír,kanî
116,Bach::N,pôtok,çem
117,Fluss::N,réka,çem
118,Fluss::N,réka,rûbar
119,Ufer::N,brég,kevî
120,Küste::N,obála,berav
121,Küste::N,obréžje,berav
122,Festland::N,celína,bejahî
123,Festland::N,kopnína,bejahî
124,Meer::N,mórje,behr
125,Bucht::N,zalív,derav
126,Insel::N,ôtok,girav
127,Blume::N,cvetlíca,kulînk
128,Gras::N,tráva,giha
129,Wurzel::N,korenína,reh
130,Baum::N,drevó,dar
131,Stamm::N,dêblo,bavik
132,Rinde::N,lúbje,qaqil
133,Rinde::N,skórja,qaqil
134,Ast::N,véja,gulî
135,Zweig::N,véja,şax
136,Blatt::N,líst,pel
137,Birke::N,bréza,dara sipî
138,Kiefer[Baum]::N,bòr,dara bî
139,Weide[Baum]::N,vŕba,dara belalûk
140,Tanne::N,hója,merx
141,Horn::N,róg,strô
142,Feder::N,peró,pîrtîk
143,Fell::N,kŕzno,heyar
144,Flügel::N,krílo,per
145,Klaue::N,párkelj,napîk
146,Kralle::N,krémpelj,dinik
147,Kralle::N,krémpelj,dirnax
148,Schwanz::N,rèp,dûv
149,Ei::N,jájce,hêk
150,Nest::N,gnézdo,hêlîn
151,Bau::N,brlòg,avahî
152,Tier::N,živál,heywan
153,Herde::N,čréda,hoz
154,Kuh::N,kráva,çêlek
155,Bulle::N,bìk,ga
156,Pferd::N,kònj,hesp
157,Schaf::N,ôvca,mîh
158,Schwein::N,svínja,beraz
159,Hund::N,pès,seh
160,Katze::N,máčka,pişîk
161,Bär::N,mêdved,hirç
162,Eichhörnchen::N,véverica,pilûr
163,Elch::N,lós,pazkovî
164,Fuchs::N,lisíca,rovî
165,Hase::N,zájec,kîroşk
166,Maus::N,mìš,mişk
167,Wolf::N,vólk,gur
168,Vogel::N,ptìč,çûk
169,Vogel::N,ptíca,çûk
170,Schwarm::N,játa,lufik
171,Huhn::N,kokóš,mirîşk
172,Hahn::N,petêlin,dîk
173,Gans::N,gós,qaz
174,Adler::N,ôrel,eylo
175,Ente::N,ráca,werdek
176,Eule::N,sôva,bûm
177,Eule::N,sôva,kund
178,Kranich::N,žerjàv,quling
179,Krähe::N,vrána,qijik
180,Kuckuck::N,kúkavica,pepûk
181,Schwan::N,labód,qû
182,Fisch::N,ríba,masî
183,Barsch::N,ostríž,okûn
184,Hecht::N,ščúka,mesîyê lûf
185,Schlange[Tier]::N,káča,mar
186,Wurm::N,čr̀v,kurm
187,Wurm::N,glísta,kurm
188,Spinne::N,pájek,pîrê
189,Ameise::N,mrávlja,mîro
190,Ameise::N,mrávlja,gêrîk
191,Laus::N,úš,spi
192,Mücke::N,komár,mêş
193,Fliege::N,múha,mêş
194,Schmetterling::N,metúlj,perperîk
195,Beere::N,jágoda,hirç
196,Apfel::N,jábolko,sêv
197,Pilz::N,góba,bîrov
198,Zwiebel::N,čebúla,pîvaz
199,Saat::N,séme,tov
200,Korn::N,zŕno,dexl
201,Heu::N,senó,sap
202,Schale::N,lupína,qaşik
203,Grube::N,jáma,çahl
204,Falle::N,pást,dafik
205,Schlinge::N,zánka,dahf
206,Schlinge::N,pêtlja,dahf
207,Spur::N,sléd,rêç
208,Asche::N,pepél,xweli
209,Dreck::N,bláto,gemarî
210,Eisen::N,želézo,hesing
211,Gold::N,zlató,zêr
212,Silber::N,srebró,zîv
213,Kohle::N,ógel,komir
214,Glas::N,stêklo,qedeh
215,Lehm::N,ílo,kelpîç
216,Sand::N,pések,qûm
217,Mensch::N,člôvek,mirov
218,Mann::N,móž,mêr
219,Mann::N,môški,mêr
220,Frau::N,gospá,jin
221,Frau::N,žénska,jin
222,Kind::N,déte,zarok
223,Kind::N,otròk,zarok
224,Junge::N,fànt,kur
225,Junge::N,déček,kur
226,Mädchen::N,deklè,keç
227,Mädchen::N,deklè,keçik
228,Mädchen::N,déklica,keç
229,Mädchen::N,déklica,keçik
230,Familie::N,družína,malbat
231,Großvater::N,dèd,bapîr
232,Großvater::N,dédek,bapîr
233,Großmutter::N,bábica,pîrik
234,Eltern::N,stárši,bavudê
235,Vater::N,ôče,bav
236,Mutter::N,máma,dê
237,Mutter::N,máma,dayik
238,Sohn::N,sín,kur
239,Tochter::N,hčí,keç
240,Tochter::N,hčérka,keç
241,Bruder::N,bràt,bira
242,Schwester::N,sêstra,xweh
243,Onkel::N,újec,am
244,Onkel::N,újec,xal
245,Onkel::N,stríc,am
246,Onkel::N,stríc,xal
247,Tante::N,têta,metik
248,Tante::N,têta,xaltîk
249,Tante::N,strína,metik
250,Tante::N,strína,xaltîk
251,Ehemann::N,móž,mêr
252,Ehemann::N,sopróg,mêr
253,Ehefrau::N,žêna,kulfet
254,Ehefrau::N,sopróga,kulfet
255,Freude::N,rádost,kêfxweşî
256,Freude::N,vesêlje,kêfxweşî
257,Gelächter::N,sméh,pîrqînî
258,Gelächter::N,grohòt,pîrqînî
259,Glück::N,sréča,bext
260,Kummer::N,gorjé,derd
261,Wunsch::N,žêlja,daxwaz
262,Wunsch::N,žêlja,xwestek
263,Lust::N,poželênje,şewq
264,Geist::N,dúša,aqil
265,Gedanke::N,mísel,fikir
266,Gedächtnis::N,pámet,aqil
267,Sinn::N,pomèn,aqil
268,Sinn::N,smísel,aqil
269,Grund::N,vzròk,asas
270,Wahrheit::N,resníca,rastî
271,Gespräch::N,pogóvor,guftûgo
272,Märchen::N,právljica,çirok
273,Erzählung::N,povést,çirok
274,Erzählung::N,povést,vegotin
275,Nachricht::N,sporočílo,nûçe
276,Neuigkeit::N,novóst,hewal
277,Name::N,imé,nav
278,Name::N,imé,paşnav
279,Rätsel::N,ugánka,tiştonek
280,Rede::N,góvor,gotar
281,Rede::N,góvor,axavtin
282,Sprache::N,jêzik,ziman
283,Stimme::N,glás,pejn
284,Wort::N,beséda,gotin
285,Zeichen::N,znák,şanek
286,Ruf::N,klíc,hawar
287,Lärm::N,hrúp,xarbalix
288,Lärm::N,trúšč,xarbalix
289,Laut::N,glás,deng
290,Laut::N,glás,hês
291,Ton::N,tón,awaz
292,Lied::N,pésem,sitran
293,Ruhe::N,pokòj,rihetî
294,Leute::N,ljudjé,xelk
295,Volk::N,národ,xelk
296,Arbeit::N,délo,xebat
297,Gast::N,gòst,mêvan
298,Geschenk::N,darílo,diyarî
299,Spiel::N,ígra,lîstik
300,Gesellschaft::N,drúžba,komal
301,Hilfe::N,pomóč,alîkarî
302,Freund::N,prijátelj,heval
303,Kamerad::N,továriš,heval
304,Angelegenheit::N,zadéva,pirsgirêk
305,Anzahl::N,števílo,çend
306,Art::N,vŕsta,çeh
307,Stück::N,kós,lib
308,Stück::N,kós,parçe
309,Teil::N,dél,parçe
310,Hälfte::N,polovíca,nîvî
311,Kreis::N,króg,çemil
312,Kreis::N,kolobár,çemil
313,Kreuz::N,kríž,xaç
314,Linie::N,próga,xezik
315,Strich::N,čŕta,xezik
316,Abstand::N,preslédek,dûrahî
317,Entfernung::N,oddáljenost,dûrahî
318,Gegend::N,kràj,dever
319,Gegend::N,dežêla,dever
320,Platz::N,prôstor,çih
321,Ort::N,mésto,dever
322,Seite::N,bòk,rûpel
323,Seite::N,strán,rûpel
324,Mitte::N,sredína,nav
325,Mitte::N,sredína,nabênê
326,Gegenstand::N,prédmet,tişt
327,Sache::N,réč,tişt
328,Sache::N,stvár,tişt
329,Rand::N,kràj,kevî
330,Kante::N,rób,kevî
331,Ecke::N,vogál,qunç
332,Spitze::N,óst,derzî
333,Ende::N,kônec,talî
334,Loch::N,lúknja,qul
335,Winkel::N,kót,kurnîşk
336,Muster::N,vzórec,desen
337,Größe::N,veličína,mezinî
338,Länge::N,dolžína,dirêjahî
339,Höhe::N,vršína,bilindayî
340,Gewicht::N,téža,giranî
341,Menge::N,količína,qas
342,Haufen::N,kùp,lod
343,Haufen::N,kopíca,lod
344,Reihe::N,níz,rêz
345,Reihe::N,vŕsta,rêz
346,Boot::N,čóln,kelek
347,Ruder::N,vêslo,bêrik
348,Schlitten::N,saní,xîjik
349,Ski::N,smučí,lakan
350,Lagerfeuer::N,táborni ôgenj,agir
351,Last::N,tôvor,bar
352,Gang::N,hòd,fîtêz
353,Schritt::N,korák,gav
354,Norden::N,séver,bakur
355,Süden::N,júg,başur
356,Westen::N,zapàd,rojava
357,Osten::N,vzhòd,rojhilat
358,Holz::N,lés,dep
359,Brett::N,deskà,dep
360,Platte::N,plôča,dep
361,Stütze::N,opóra,destek
362,Stütze::N,zaslómba,destek
363,Stange::N,gréd,sing
364,Stock::N,pálica,çam
365,Stab::N,pálica,qat
366,Rohr::N,cév,borî
367,Haus::N,híša,mal
368,Haus::N,híša,xanî
369,Heim::N,dóm,mal
370,Ofen::N,péč,sobe
371,Fußboden::N,pòd,binpê
372,Tisch::N,míza,mase
373,Stuhl::N,stòl,kursî
374,Wiege::N,zíbel,derguş
375,Bett::N,póstelja,qerewêle
376,Regal::N,políca,rêbaz
377,Kiste::N,zabòj,sindoq
378,Fenster::N,ôkno,çam
379,Fenster::N,ôkno,şibeke
380,Tür::N,vráta,derî
381,Tor::N,velíka vráta,derge
382,Zaun::N,ográja,hejik
383,Dach::N,stréha,sere xanî
384,Leiter::N,léstev,pêling
385,Besen::N,mêtla,melkes
386,Spaten::N,lopáta,mer
387,Schaufel::N,lopáta,bêr
388,Gabel::N,vílice,çetel
389,Löffel::N,žlíca,kevçî
390,Messer::N,nòž,kêr
391,Nagel::N,žebèlj,bizmar
392,Netz::N,mréža,tor
393,Haken::N,kljúka,çenqel
394,Griff::N,ročáj,destî
395,Griff::N,oprijèm,destî
396,Schloss::N,ključávnica,qonax
397,Bild::N,slíka,dimen
398,Figur::N,figúra,figûr
399,Figur::N,postáva,figûr
400,Puppe::N,lútka,bûk
401,Beutel::N,môšnja,kîsik
402,Bündel::N,cúla,pêçek
403,Bündel::N,svéženj,pêçek
404,Tasche::N,tórba,bêrîk
405,Tasche::N,tobôlec,bêrîk
406,Eimer::N,vêdro,dewl
407,Deckel::N,pokròv,devik
408,Deckel::N,poklópec,devik
409,Geschirr::N,posóda,ferax
410,Sack::N,vréča,tûr
411,Tasse::N,skodélica,kada
412,Topf::N,lônec,beroş
413,Kessel::N,kôtel,şîril
414,Essen::N,hrána,xwarin
415,Nahrung::N,živílo,xwarin
416,Speise::N,jéd,xwarin
417,Fleisch::N,mesó,goşt
418,Getreide::N,žíto,zad
419,Brei::N,káša,hewdêl
420,Brot::N,krùh,
421,Scheibe::N,réženj,parçe
422,Fett::N,mást,rûn
423,Fett::N,maščôba,rûn
424,Butter::N,máslo,rûn
425,Öl::N,ólje,rûn
426,Salz::N,sól,xwe
427,Suppe::N,júha,şorbe
428,Honig::N,méd,hingiv
429,Milch::N,mléko,şîr
430,Tee::N,čáj,çay
431,Leder::N,úsnje,çerm
432,Wolle::N,vólna,herî
433,Stoff::N,blagó,paç
434,Nadel::N,ígla,derzî
435,Faden::N,nít,ta
436,Knopf::N,gúmb,bişkok
437,Knoten::N,vôzel,girêk
438,Farbe::N,bárva,boyax
439,Kleidung::N,obléka,çil
440,Hemd::N,srájca,qutik
441,Hemd::N,srájca,miltan
442,Kragen::N,ovrátnik,stûvang
443,Ärmel::N,rokáv,hûçik
444,Hose::N,hláče,şewel
445,Gürtel::N,pás,qayiş
446,Mütze::N,kápa,fîno
447,Mütze::N,čépica,fîno
448,Schuh::N,čévelj,şêkal
449,Stiefel::N,škórenj,gizme
450,Stiefel::N,škórenj,çizme
451,Ring::N,pŕstan,xelek
452,Band::N,trák,band
453,Kamm::N,glavník,şeh
454,Spiegel::N,zrcálo,eynik
455,Spiegel::N,ogledálo,eynik
456,Riemen::N,jêrmen,qayiş
457,Schnur::N,vŕvca,doxin
458,Leine::N,konôpec,şirît
459,Decke::N,odéja,bataniye
460,Kissen::N,blazína,balgî
461,Tuch::N,pŕt,şar
462,Tuch::N,rúta,şar
463,Handtuch::N,brisáča,dezmal
464,Kraft::N,síla,hêz
465,Kraft::N,síla,qewet
466,Stärke::N,jákost,xurtî
467,Gesundheit::N,zdrávje,nojdarî
468,Krankheit::N,bolézen,nexweşî
469,Schmerz::N,ból,êş
470,Schmerz::N,bolečína,êş
471,Wunde::N,rána,kul
472,Fieber::N,vročína,ta
473,Arznei::N,lék,derman
474,Arznei::N,zdravílo,derman
475,Brücke::N,móst,kopî
476,Brunnen::N,vodnják,çal
477,Brunnen::N,vodnják,kani
478,Weide::N,páša,beyar
479,Pfad::N,stezà,xaçirek
480,Weg::N,pót,rê
481,Straße::N,césta,rê
482,Dorf::N,vás,gund
483,Stadt::N,mésto,baçar
484,Brief::N,písmo,name
485,Buch::N,knjíga,kitêb
486,Buch::N,knjíga,pirtûk
487,Buchstabe::N,čŕka,herf
488,Zeitung::N,čásnik,rojname
489,Leben::N,življênje,jiyan
490,Tod::N,smŕt,mirin
491,Grab::N,gròb,mezel
492,Kirche::N,cérkev,gilyas
493,Sünde::N,gréh,guneh
494,Gott::N,bóg,xwedê
495,Arbeiter::N,délavec,hîşçî
496,Chef::N,šéf,bêg
497,Meister::N,mójster,hoste
498,Arzt::N,zdravník,doktor
499,Lehrer::N,učítelj,mamoste
500,Geld::N,denár,pere
501,Geschäft::N,kupčíja,firoşgeh
502,Laden::N,trgovína,dikan
503,Preis::N,céna,buha
504,Ware::N,róba,tişt
505,Nutzen::N,príd,fêde
506,Reichtum::N,bogástvo,serwet
507,Welt::N,svét,dinya
508,Land::N,dežêla,welat
509,Staat::N,držáva,dewlet
510,König::N,králj,şah
511,König::N,králj,qral
512,Macht::N,oblást,qewet
513,Macht::N,oblást,destihilat
514,Grenze::N,mêja,kevî
515,Krieg::N,vôjna,çeng
516,Krieg::N,vôjna,sêwaş
517,Feind::N,sovrážnik,dijmin
518,Gewalt::N,nasílje,zor
519,Kampf::N,bòj,şer
520,Kampf::N,bórba,şer
521,Bogen[Waffe]::N,lók,kêvan
522,Pfeil::N,puščíca,çîrik
523,Gewehr::N,púška,tifing
524,Fehler::N,zmóta,şaşî
525,Lüge::N,láž,derew
526,Schaden::N,okvára,xisar
527,Unglück::N,nesréča,bêbextî
528,Schuld::N,krívda,suç
529,Alter::N,dôba,temen
530,Schluss::N,kônec,girtin
531,Zeit::N,čàs,çax
532,Tag::N,dán,roj
533,Morgen::N,jútro,sibeh
534,Mittag::N,póldan,nîro
535,Abend::N,večér,êvar
536,Nacht::N,nóč,şev
537,Woche::N,téden,heftî
538,Monat::N,mésec,meh
539,Jahr::N,léto,sal
540,Frühling::N,pomlád,bihar
541,Sommer::N,polétje,havîn
542,Herbst::N,jesén,payîz
543,Winter::N,zíma,zistan
544,Januar::N,jánuar,çile
545,Februar::N,fébruar,sibat
546,März::N,márec,adar
547,April::N,apríl,nîsan
548,Mai::N,máj,gûlan
549,Juni::N,júnij,hezîran
550,Juli::N,júlij,tîmeh
551,August::N,avgúst,tebax
552,September::N,septêmber,îlon
553,Oktober::N,október,çotmeh
554,November::N,novêmber,mijdar
555,Dezember::N,decémber,kanûn
556,Montag::N,ponedéljek,duşemb
557,Dienstag::N,tôrek,sêşem
558,Mittwoch::N,sréda,çarşemb
559,Donnerstag::N,četŕtek,pêşemb
560,Freitag::N,pétek,în
561,Samstag::N,sobóta,şemî
562,Sonntag::N,nedélja,yekşemb
563,groß::A,vêlik,mezin
564,klein::A,májhen,çûçik
565,lang::A,dólg,dirêj
566,kurz::A,krátek,kin
567,breit::A,širòk,fireh
568,schmal::A,ózek,tenik
569,dicht::A,góst,gir
570,dick[Gegenstand]::A,dêbel,şîşman
571,dünn::A,tánek,zirav
572,fein::A,drôben,tenik
573,fest::A,tŕden,saxlem
574,flach::A,plán,pahn
575,flach::A,plòsk,pahn
576,glatt::A,gládek,dûz
577,glatt::A,gládek,şayîk
578,hart::A,tŕd,hişk
579,weich::A,mehák,nerm
580,rund::A,okrógel,gilover
581,spitz::A,šílast,pîj
582,scharf::A,óster,tûj
583,stumpf::A,tóp,ne tûj
584,stumpf::A,skŕhan,ne tûj
585,schwer::A,têžek,giran
586,schön::A,lép,xweş
587,schön::A,lép,xweşik
588,schön::A,krásen,xweş
589,schön::A,krásen,xweşik
590,heiß::A,vròč,kelandî
591,warm::A,tôpel,germ
592,kalt::A,mŕzel,sar
593,kalt::A,hláden,sar
594,kühl::A,hláden,jemîrî
595,frisch::A,svéž,ter
596,feucht::A,vlážen,şil
597,nass::A,móker,şilek
598,trocken::A,súh,zuwa
599,voll::A,póln,tijî
600,leer::A,prázen,vala
601,offen::A,odpŕt,vekirî
602,geschlossen::A,zapŕt,asê
603,sauber::A,číst,pakij
604,sauber::A,líčen,pakij
605,schmutzig::A,umázan,lewitî
606,roh::A,suròv,xav
607,reif::A,zrèl,gihaştî
608,lecker::A,okúsen,xweş
609,süß::A,sládek,şîrîn
610,bitter::A,grenák,tahl
611,sauer::A,kísel,tirş
612,hell::A,svetèl,ronî
613,dunkel::A,temèn,tarî
614,schwarz::A,čŕn,reş
615,weiß::A,bél,sipî
616,rot::A,rdèč,sor
617,gelb::A,žólt,zer
618,gelb::A,rumèn,zer
619,blau::A,móder,şîn
620,grün::A,zelèn,şîn
621,grau::A,sív,gewr
622,bunt::A,písan,rengîn
623,billig::A,pocéni,erzan
624,teuer::A,drág,biha
625,wertvoll::A,dragocén,hêja
626,wertvoll::A,dragocén,giranbiha
627,blind::A,slép,kor
628,taub::A,glúh,kerr
629,kräftig::A,močán,gir
630,kräftig::A,močán,xurt
631,stark::A,ják,xurt
632,schwach::A,šíbek,kesad
633,fett::A,dêbel,qelew
634,schlank::A,vítek,zirav
635,hübsch::A,lép,xweşik
636,böse::A,zèl,xerab
637,böse::A,zèl,aciz
638,böse::A,hudôben,xerab
639,böse::A,hudôben,aciz
640,dumm::A,glúp,gêj
641,dumm::A,bédast,gêj
642,faul::A,lén,têmbêl
643,fleißig::A,marljív,jêhatî
644,geizig::A,škŕt,destgirtî
645,klug::A,pámeten,baqil
646,geschickt::A,spréten,zîrek
647,geschickt::A,spréten,ziring
648,lieb::A,míl,delal
649,lieb::A,ljúb,delal
650,lustig::A,vesél,kêfxweş
651,sanft::A,láhek,nazenîn
652,hungrig::A,láčen,birçî
653,krank::A,bolán,nexweş
654,nackt::A,nág,rût
655,nackt::A,nág,tazî
656,traurig::A,túžen,xemgîn
657,lebendig::A,žív,bisaxî
658,gut::A,dóber,baş
659,schlecht::A,malopríden,xerab
660,richtig::A,pravílen,rast
661,richtig::A,pravílen,saxlem
662,schlimm::A,húd,nebaş
663,wahr::A,resníčen,rast
664,alt::A,stàr,pîr
665,alt::A,stàr,kevn
666,neu::A,nòv,nû
667,ehemalig::A,nekdánji,kevnar
668,ehemalig::A,nekdánji,peşidar
669,alt[Lebewesen]::A,stàr,pîr
670,jung::A,mlád,xort
671,arm::A,ubóg,feqîr
672,arm::A,ubóg,desteng
673,arm::A,réven,feqîr
674,arm::A,réven,desteng
675,reich::A,bogàt,dewlemend
676,bekannt::A,znán,naskirî
677,berühmt::A,sláven,navdar
678,berühmt::A,znamenít,navdar
679,fremd::A,túj,xerîb
680,verschieden::A,razlíčen,çîhê
681,nah::A,blížnji,nêzîk
682,fern::A,dáleč,dûr
683,linker::A,lévi,çepê
684,rechter::A,désni,rastê
685,anderer::A,drúgi,yê din
686,erster::A,pŕvi,yekemîn
687,zweiter::A,drúgi,duda
688,dritter::A,trétji,sisêya
689,letzter::A,poslédnji,paşîn
690,allein::ADV,sám,tenê
691,auf einmal::ADV,obênem,jar kê
692,zusammen::ADV,skúpaj,tev
693,zusammen::ADV,skúpaj,bi hev re
694,lange::ADV,dólgo,dirêj
695,plötzlich::ADV,náglo,ji nişkave
696,plötzlich::ADV,nenádoma,ji nişkave
697,sofort::ADV,prècej,yekser
698,später::ADV,poznêje,paşiyê
699,jetzt::ADV,zdàj,nuha
700,heute::ADV,dánes,îro
701,morgen::ADV,jútri,sibeh
702,bald::ADV,kmálu,nêzîk
703,dann::ADV,nató,paşê
704,gestern::ADV,včéraj,do
705,einst::ADV,nékdaj,jar ke
706,damals::ADV,tedàj,hîngî
707,damals::ADV,takràt,hîngî
708,danach::ADV,potèm,piştra
709,vorher::ADV,poprèj,pîşî
710,zuerst::ADV,spŕva,bere
711,einmal::ADV,ênkrat,çarik
712,manchmal::ADV,včásih,çarna
713,oft::ADV,pogósto,gelek çaran
714,immer::ADV,védno,daîm
715,immer::ADV,zméraj,daîm
716,niemals::ADV,nikdàr,tu çar
717,hier::ADV,tù,li vir
718,hier::ADV,túkaj,li vir
719,hierhin::ADV,sèmkaj,vir
720,von hier::ADV,od tú,ji vir
721,dort::ADV,tàm,li wê derê
722,dorthin::ADV,tjà,wêda
723,geradeaus::ADV,rávno napréj,rastê rast
724,vorwärts::ADV,napréj,ber bi pêş
725,rückwärts::ADV,zádaj,paşpê
726,zurück::ADV,nazáj,paşdo
727,zurück::ADV,nazáj,paşvê
728,unten::ADV,dôli,jêrî
729,unten::ADV,spôdaj,jêrî
730,hinab::ADV,dôl,berjêr
731,oben::ADV,gôri,banî
732,oben::ADV,zgôraj,banî
733,hinauf::ADV,gôr,banî
734,überall::ADV,povsód,li her derê
735,nicht::ADV,ne,ne
736,nicht::ADV,ne,nîn
737,nicht::ADV,ne,tine
738,ein wenig::ADV,málo,hebkî
739,kaum::ADV,kómaj,tema
740,kaum::ADV,kómaj,himangi
741,sehr::ADV,zeló,gelek
742,so::ADV,takó,weha
743,noch::ADV,še,hêj
744,noch::ADV,še,dîsa
745,nur::ADV,samó,tenê
746,nur::ADV,samó,bes
747,schon::ADV,žè,hew
748,wieder::ADV,spét,jar din
749,wieder::ADV,spét,dîsa
750,vergebens::ADV,zamàn,deya çun
751,vergebens::ADV,zamàn,îfleh bûn
752,vergebens::ADV,zastónj,deya çun
753,vergebens::ADV,zastónj,îfleh bûn
754,vor::PRP,pred,li ber
755,hinter::PRP,za,li pişt
756,unter::PRP,pod,li bin
757,durch::PRP,skózi,kura
758,neben::PRP,kràj,li ba
759,neben::PRP,póleg,li ba
760,zwischen::PRP,med,nabeyne
761,zwischen::PRP,med,di nav...da
762,zwischen::PRP,izmed,nabeyne
763,zwischen::PRP,izmed,di nav...da
764,wegen::PRP,zarádi,ji bo
765,wegen::PRP,zarádi,ji ber
766,dies::PRN,tó,ev
767,das::PRN,tó,ev
768,alles::PRN,vsè,hemû
769,ich::PRN,jàz,ez
770,du::PRN,tí,tu
771,er::PRN,òn,wî
772,wir::PRN,mí,êm
773,ihr::PRN,ví,hûn
774,sie::PRN,ôni,we
775,was::FPRN,káj,çi
776,wer::FPRN,kdó,ki
777,wo::FADV,kjé,li ku dere
778,wohin::FADV,kám,li ku dere
779,wie::FADV,kakó,çawa
780,warum::FADV,zakáj,çima
781,wieviel::FNUM,kóliko,çend
782,eins::NUM,êden,yek
783,zwei::NUM,dvá,didu
784,drei::NUM,trí,sisê
785,vier::NUM,štíri,çar
786,fünf::NUM,pét,penç
787,sechs::NUM,šést,şeş
788,sieben::NUM,sédem,heft
789,acht::NUM,ósem,heşt
790,neun::NUM,devét,neh
791,zehn::NUM,desét,deh
792,elf::NUM,enájst,yazdeh
793,zwölf::NUM,dvánajst,diwazdeh
794,zwanzig::NUM,dvájset,bîst
795,dreißig::NUM,trídeset,sih
796,vierzig::NUM,štírideset,çil
797,fünfzig::NUM,pétdeset,pençi
798,sechzig::NUM,šéstdeset,şêst
799,siebzig::NUM,sédemdeset,heftê
800,achtzig::NUM,ósemdeset,heştê
801,neunzig::NUM,devétdeset,nod
802,hundert::NUM,stó,sêd
803,tausend::NUM,tísoč,hezar
804,und::CNJ,in,û
805,oder::CNJ,áli,an
806,oder::CNJ,áli,yan
807,stehen::V,státi,sekinîn
808,sitzen::V,sedéti,rûniştin
809,liegen::V,ležáti,paldan
810,hängen::V,viséti,darve kirin
811,werden::V,postáti,bûn
812,passieren::V,zgodíti se,hatin holê
