,Concept_ID,hr,et
251,Glas::N,staklo,klaas
252,Lehm::N,glina,savi
253,Lehm::N,ilovača,savi
254,Sand::N,pijesak,liiv
255,Mensch::N,čovjek,inimene
256,Mann::N,muškarac,mees
257,Frau::N,žena,naine
258,Kind::N,čedo,laps
259,Kind::N,dijete,laps
260,Junge::N,momče,poiss
261,Junge::N,dječak,poiss
262,Mädchen::N,djevojka,tüdruk
263,Mädchen::N,djevojčica,tüdruk
264,Familie::N,obitelj,perekond
265,Familie::N,porodica,perekond
266,Großvater::N,djed,vanaisa
267,Großmutter::N,baka,vanaema
268,Eltern::N,roditelji,vanemad
269,Vater::N,otac,isa
270,Mutter::N,majka,ema
271,Sohn::N,sin,poeg
272,Tochter::N,kći,tütar
273,Tochter::N,kćerka,tütar
274,Bruder::N,brat,vend
275,Schwester::N,sestra,õde
276,Onkel::N,čika,onu
277,Onkel::N,ujak,onu
278,Tante::N,ujna,tädi
279,Tante::N,tetka,tädi
280,Ehemann::N,muž,mees
281,Ehemann::N,muž,abikaasa
282,Ehemann::N,suprug,mees
283,Ehemann::N,suprug,abikaasa
284,Ehefrau::N,žena,naine
285,Ehefrau::N,žena,abikaasa
286,Ehefrau::N,supruga,naine
287,Ehefrau::N,supruga,abikaasa
288,Freude::N,radost,rõõm
289,Gelächter::N,grohot,naer
290,Glück::N,sreća,õnn
291,Kummer::N,jad,mure
292,Kummer::N,jad,kurbus
293,Kummer::N,briga,mure
294,Kummer::N,briga,kurbus
295,Wunsch::N,želja,soov
296,Lust::N,volja,himu
297,Geist::N,duh,vaim
298,Gedanke::N,misao,mõte
299,Gedächtnis::N,pamćenje,mälu
300,Verstand::N,um,aru
301,Verstand::N,um,mõistus
302,Verstand::N,razum,aru
303,Verstand::N,razum,mõistus
304,Sinn::N,smisao,tähendus
305,Sinn::N,značenje,tähendus
306,Grund::N,razlog,põhjus
307,Wahrheit::N,istina,tõde
308,Gespräch::N,razgovor,kõne
309,Gespräch::N,razgovor,vestlus
310,Märchen::N,bajka,muinasjutt
311,Erzählung::N,priča,jutustus
312,Erzählung::N,pripovijest,jutustus
313,Nachricht::N,vijest,teade
314,Neuigkeit::N,novost,uudis
315,Name::N,ime,nimi
316,Rätsel::N,zagonetka,mõistatus
317,Rede::N,govor,kõne
318,Rede::N,besjeda,kõne
319,Sprache::N,jezik,keel
320,Stimme::N,glas,hääl
321,Wort::N,riječ,sõna
322,Zeichen::N,znak,märk
323,Ruf::N,povik,hüüe
324,Ruf::N,poklik,hüüe
325,Lärm::N,buka,müra
326,Lärm::N,galama,müra
327,Laut::N,zvuk,hääl
328,Ton::N,ton,toon
329,Lied::N,pjesma,laul
330,Ruhe::N,tišina,rahu
331,Ruhe::N,tišina,vaikus
332,Ruhe::N,počinak,rahu
333,Ruhe::N,počinak,vaikus
334,Leute::N,ljudi,inimesed
335,Volk::N,puk,rahvas
336,Volk::N,narod,rahvas
337,Arbeit::N,rad,töö
338,Arbeit::N,posao,töö
339,Gast::N,gost,külaline
340,Geschenk::N,dar,kingitus
341,Geschenk::N,poklon,kingitus
342,Spiel::N,igra,mäng
343,Gesellschaft::N,društvo,selts
344,Gesellschaft::N,kompanija,selts
345,Hilfe::N,pomoć,abi
346,Freund::N,prijatelj,sõber
347,Kamerad::N,drug,sõber
348,Kamerad::N,drugar,sõber
349,Angelegenheit::N,posao,asi
350,Anzahl::N,broj,arv
351,Anzahl::N,broj,hulk
352,Anzahl::N,brojnost,arv
353,Anzahl::N,brojnost,hulk
354,Art::N,vid,liik
355,Art::N,vrst,liik
356,Stück::N,komad,tükk
357,Teil::N,dio,osa
358,Hälfte::N,polovina,pool
359,Kreis::N,krug,ring
360,Kreuz::N,križ,rist
361,Linie::N,crta,joon
362,Strich::N,crta,joon
363,Abstand::N,razmak,vahe
364,Abstand::N,odstojanje,vahe
365,Entfernung::N,udaljenost,kaugus
366,Entfernung::N,udaljenost,vahemaa
367,Gegend::N,kraj,ümbrus
368,Gegend::N,predeo,ümbrus
369,Platz::N,mjesto,ruum
370,Ort::N,mjesto,paik
371,Seite::N,bok,pool
372,Seite::N,strana,pool
373,Mitte::N,sredina,keskpaik
374,Gegenstand::N,predmet,ese
375,Sache::N,posao,ese
376,Rand::N,rub,äär
377,Rand::N,rub,serv
378,Rand::N,kraj,äär
379,Rand::N,kraj,serv
380,Kante::N,brid,kant
381,Kante::N,ivica,kant
382,Ecke::N,ugao,nurk
383,Spitze::N,vrh,teravik
384,Spitze::N,šiljak,teravik
385,Ende::N,konac,ots
386,Ende::N,konac,jupp
387,Loch::N,rupa,auk
388,Winkel::N,kut,nurk
389,Winkel::N,ugao,nurk
390,Muster::N,uzor,muster
391,Größe::N,veličina,suurus
392,Länge::N,duljina,pikkus
393,Höhe::N,visina,kõrgus
394,Gewicht::N,težina,kaal
395,Gewicht::N,težina,raskus
396,Menge::N,mnoštvo,arv
397,Menge::N,mnoštvo,hulk
398,Menge::N,količina,arv
399,Menge::N,količina,hulk
400,Haufen::N,hrpa,hunnik
401,Haufen::N,gomila,hunnik
402,Reihe::N,red,rivi
403,Boot::N,čun,paat
404,Boot::N,čamac,paat
405,Ruder::N,veslo,aer
406,Schlitten::N,saone,saan
407,Ski::N,ski,suusk
408,Ski::N,smučka,suusk
409,Lagerfeuer::N,logorska vatra,lõke
410,Last::N,tovar,koorem
411,Gang::N,hod,käik
412,Schritt::N,korak,samm
413,Norden::N,sjever,põhi
414,Süden::N,jug,lõuna
415,Westen::N,zapad,lääs
416,Osten::N,istok,ida
417,Holz::N,drvo,puu
418,Brett::N,daska,saelaud
419,Platte::N,ploča,plaat
420,Stütze::N,potpora,tugi
421,Stange::N,motka,latt
422,Stange::N,motka,teivas
423,Stock::N,štap,kepp
424,Stock::N,palica,kepp
425,Stab::N,štap,varras
426,Stab::N,šipka,varras
427,Rohr::N,cijev,toru
428,Haus::N,kuća,maja
429,Heim::N,dom,kodu
430,Ofen::N,peć,ahi
431,Fußboden::N,pod,põrand
432,Tisch::N,stol,laud
433,Tisch::N,trpeza,laud
434,Stuhl::N,stolac,tool
435,Stuhl::N,stolica,tool
436,Wiege::N,kolijevka,häll
437,Wiege::N,kolijevka,kätki
438,Bett::N,krevet,voodi
439,Bett::N,postelja,voodi
440,Regal::N,polica,riiul
441,Kiste::N,sanduk,kast
442,Fenster::N,prozor,aken
443,Tür::N,vrata,uks
444,Tor::N,vrata,värav
445,Tor::N,kapija,värav
446,Zaun::N,plot,aed
447,Zaun::N,plot,tara
448,Zaun::N,ograda,aed
449,Zaun::N,ograda,tara
450,Dach::N,krov,katus
451,Leiter::N,ljestve,redel
452,Leiter::N,ljestvice,redel
453,Besen::N,metla,luud
454,Spaten::N,ašov,labidas
455,Schaufel::N,lopata,kühvel
456,Gabel::N,viljuška,kahvel
457,Löffel::N,žlica,lusikas
458,Messer::N,nož,nuga
459,Nagel::N,čavao,nael
460,Netz::N,mreža,võrk
461,Haken::N,kuka,haak
462,Haken::N,kuka,konks
463,Griff::N,držak,sang
464,Griff::N,držak,käepide
465,Griff::N,ručica,sang
466,Griff::N,ručica,käepide
467,Schloss::N,brava,lukk
468,Bild::N,slika,pilt
469,Figur::N,figura,kuju
470,Figur::N,figura,kujund
471,Puppe::N,lutka,nukk
472,Beutel::N,kesa,paun
473,Bündel::N,snop,kimp
474,Bündel::N,svežanj,kimp
475,Tasche::N,torba,kott
476,Tasche::N,taška,kott
477,Eimer::N,kabao,pang
478,Eimer::N,kabao,ämber
479,Deckel::N,poklopac,kaas
480,Geschirr::N,suđe,nõud
481,Geschirr::N,posuđe,nõud
482,Sack::N,džak,kott
483,Sack::N,vreća,kott
484,Tasse::N,šalica,tass
485,Topf::N,lonac,pada
486,Kessel::N,kazan,pada
487,Essen::N,obrok,söök
488,Nahrung::N,hrana,toit
489,Speise::N,jelo,roog
490,Fleisch::N,meso,liha
491,Getreide::N,žito,teravili
492,Getreide::N,žitarice,teravili
493,Brei::N,kaša,puder
494,Brot::N,kruh,sai
495,Brot::N,kruh,leib
496,Scheibe::N,kriška,viil
497,Scheibe::N,kriška,viilukas
498,Fett::N,mast,rasv
499,Fett::N,salo,rasv
500,Butter::N,buter,või
501,Butter::N,maslac,või
502,Öl::N,ulje,õli
503,Salz::N,sol,sool
504,Suppe::N,supa,supp
505,Honig::N,med,mesi
506,Milch::N,mlijeko,piim
507,Tee::N,čaj,tee
508,Leder::N,koža,nahk
509,Wolle::N,vuna,vill
510,Stoff::N,štof,kangas
511,Stoff::N,tkanina,kangas
512,Nadel::N,igla,nõel
513,Faden::N,nit,niit
514,Faden::N,konac,niit
515,Knopf::N,dugme,nööp
516,Knoten::N,čvor,sõlm
517,Knoten::N,uzao,sõlm
518,Farbe::N,farba,värv
519,Kleidung::N,odjeća,riided
520,Kleidung::N,odjeća,riietus
521,Hemd::N,košulja,särk
522,Kragen::N,ovratnik,krae
523,Ärmel::N,rukav,varrukas
524,Hose::N,hlače,püksid
525,Gürtel::N,pas,vöö
526,Gürtel::N,pojas,vöö
527,Mütze::N,kapa,müts
528,Schuh::N,cipela,king
529,Stiefel::N,čizma,saabas
530,Ring::N,prsten,sõrmus
531,Band::N,vrpca,lint
532,Kamm::N,češalj,kamm
533,Spiegel::N,zrcalo,peegel
534,Spiegel::N,ogledalo,peegel
535,Riemen::N,kaiš,rihm
536,Riemen::N,remen,rihm
537,Schnur::N,vrpca,nöör
538,Leine::N,uzica,jalutusrihm
539,Decke::N,ćebe,tekk
540,Decke::N,pokrivač,tekk
541,Kissen::N,jastuk,padi
542,Tuch::N,rubac,kalev
543,Tuch::N,marama,kalev
544,Handtuch::N,ručnik,käterätik
545,Kraft::N,snaga,jõud
546,Stärke::N,jakost,tugevus
547,Gesundheit::N,zdravlje,tervis
548,Krankheit::N,bolest,haigus
549,Schmerz::N,bol,valu
550,Wunde::N,rana,haav
551,Fieber::N,groznica,palavik
552,Arznei::N,lijek,ravim
553,Brücke::N,most,sild
554,Brücke::N,ćuprija,sild
555,Brunnen::N,bunar,kaev
556,Brunnen::N,zdenac,kaev
557,Weide::N,paša,karjamaa
558,Weide::N,pašnjak,karjamaa
559,Pfad::N,staza,rada
560,Weg::N,put,tee
561,Straße::N,drum,tee
562,Straße::N,cesta,tee
563,Dorf::N,selo,küla
564,Stadt::N,grad,linn
565,Stadt::N,varoš,linn
566,Brief::N,list,kiri
567,Brief::N,pismo,kiri
568,Buch::N,knjiga,raamat
569,Buchstabe::N,slovo,täht
570,Zeitung::N,novine,ajaleht
571,Leben::N,život,elu
572,Tod::N,smrt,surm
573,Grab::N,raka,haud
574,Kirche::N,crkva,kirik
575,Sünde::N,grijeh,patt
576,Gott::N,bog,jumal
577,Arbeiter::N,radnik,tööline
578,Chef::N,šef,ülemus
579,Chef::N,šef,juhataja
580,Meister::N,majstor,meister
581,Arzt::N,liječnik,arst
582,Lehrer::N,učitelj,õpetaja
583,Geld::N,novac,raha
584,Geschäft::N,posao,äri
585,Geschäft::N,trgovina,äri
586,Laden::N,dućan,pood
587,Laden::N,dućan,kauplus
588,Preis::N,cijena,hind
589,Ware::N,roba,kaup
590,Nutzen::N,korist,tulu
591,Nutzen::N,korist,kasulikkus
592,Reichtum::N,bogatstvo,rikkus
593,Welt::N,svijet,maailm
594,Land::N,zemlja,maa
595,Staat::N,država,riik
596,König::N,kralj,kuningas
597,Macht::N,moć,võim
598,Macht::N,vlast,võim
599,Grenze::N,granica,piir
600,Krieg::N,rat,sõda
601,Feind::N,neprijatelj,vaenlane
602,Gewalt::N,sila,väevõim
603,Gewalt::N,nasilje,väevõim
604,Kampf::N,boj,võitlus
605,Kampf::N,borba,võitlus
606,Bogen[Waffe]::N,luk,vibu
607,Pfeil::N,strijela,nool
608,Gewehr::N,puška,püss
609,Fehler::N,pogreška,viga
610,Fehler::N,griješka,viga
611,Lüge::N,laž,vale
612,Schaden::N,šteta,kahju
613,Unglück::N,nesreća,häda
614,Unglück::N,nesreća,õnnetus
615,Schuld::N,krivnja,süü
616,Alter::N,dob,iga
617,Schluss::N,kraj,lõpp
618,Schluss::N,konac,lõpp
619,Zeit::N,doba,aeg
620,Zeit::N,vrijeme,aeg
621,Tag::N,dan,päev
622,Morgen::N,jutro,hommik
623,Mittag::N,podne,lõuna
624,Mittag::N,podne,keskpäev
625,Abend::N,veče,õhtu
626,Abend::N,večer,õhtu
627,Nacht::N,noć,öö
628,Woche::N,sedmica,nädal
629,Monat::N,mjesec,kuu
630,Jahr::N,godina,aasta
631,Frühling::N,proljeće,kevad
632,Sommer::N,ljeto,suvi
633,Herbst::N,jesen,sügis
634,Winter::N,zima,talv
635,Januar::N,januar,jaanuar
636,Januar::N,siječanj,jaanuar
637,Februar::N,veljača,veebruar
638,Februar::N,februar,veebruar
639,März::N,mart,märts
640,März::N,ožujak,märts
641,April::N,april,aprill
642,April::N,travanj,aprill
643,Mai::N,maj,mai
644,Mai::N,svibanj,mai
645,Juni::N,juni,juuni
646,Juni::N,lipanj,juuni
647,Juli::N,juli,juuli
648,Juli::N,srpanj,juuli
649,August::N,august,august
650,August::N,kolovoz,august
651,September::N,rujan,september
652,September::N,septembar,september
653,Oktober::N,oktobar,oktoober
654,Oktober::N,listopad,oktoober
655,November::N,studeni,november
656,November::N,novembar,november
657,Dezember::N,prosinac,detsember
658,Montag::N,ponedjeljak,esmaspäev
659,Montag::N,ponedjeljnik,esmaspäev
660,Dienstag::N,utorak,teisipäev
661,Dienstag::N,utornik,teisipäev
662,Mittwoch::N,srijeda,kesknädal
663,Donnerstag::N,četvrtak,neljapäev
664,Freitag::N,petak,reede
665,Samstag::N,subota,laupäev
666,Sonntag::N,nedjelja,pühapäev
667,groß::A,velik,suur
668,klein::A,mali,väike
669,klein::A,mali,pisike
670,klein::A,malen,väike
671,klein::A,malen,pisike
672,lang::A,dug,pikk
673,lang::A,dugačak,pikk
674,kurz::A,kratak,lühike
675,breit::A,širok,lai
676,schmal::A,uski,kitsas
677,schmal::A,uzak,kitsas
678,dicht::A,gust,tihe
679,dick[Gegenstand]::A,debeo,jäme
680,dünn::A,tanak,õhuke
681,dünn::A,tanak,peenike
682,fein::A,fin,peen
683,fein::A,fin,õhuke
684,fein::A,tanak,peen
685,fein::A,tanak,õhuke
686,fest::A,čvrst,püsiv
687,fest::A,čvrst,kindel
688,flach::A,ravan,lame
689,flach::A,ravan,tasane
690,flach::A,plosnat,lame
691,flach::A,plosnat,tasane
692,glatt::A,gladak,sile
693,hart::A,tvrd,kõva
694,weich::A,mek,pehme
695,weich::A,mekan,pehme
696,rund::A,okrugao,ümar
697,spitz::A,oštar,torkav
698,spitz::A,šiljast,torkav
699,scharf::A,oštar,terav
700,scharf::A,bridak,terav
701,stumpf::A,tup,nüri
702,schwer::A,težak,raske
703,schön::A,krasan,kena
704,heiß::A,vruć,kuum
705,heiß::A,vruć,palav
706,warm::A,topao,soe
707,kalt::A,hladan,külm
708,kühl::A,hladan,jahe
709,frisch::A,svjež,värske
710,feucht::A,vlažan,niiske
711,nass::A,mokar,märg
712,trocken::A,suh,kuiv
713,voll::A,pun,täis
714,leer::A,prazan,tühi
715,offen::A,otvoren,avatud
716,offen::A,otvoren,lahtine
717,geschlossen::A,zatvoren,suletud
718,sauber::A,čist,puhas
719,schmutzig::A,nečist,räpane
720,schmutzig::A,nečist,määrdunud
721,schmutzig::A,blatan,räpane
722,schmutzig::A,blatan,määrdunud
723,roh::A,sirov,toores
724,reif::A,zreo,küps
725,lecker::A,tečan,hõrk
726,lecker::A,tečan,maitsev
727,lecker::A,ukusan,hõrk
728,lecker::A,ukusan,maitsev
729,süß::A,sladak,magus
730,bitter::A,gorak,mõru
731,sauer::A,kiseo,hapu
732,hell::A,vedar,hele
733,hell::A,svijetao,hele
734,dunkel::A,taman,pime
735,schwarz::A,crn,must
736,weiß::A,bio,valge
737,weiß::A,bijel,valge
738,rot::A,crven,punane
739,gelb::A,žut,kollane
740,blau::A,plav,sinine
741,blau::A,modar,sinine
742,grün::A,zelen,roheline
743,grau::A,siv,hall
744,bunt::A,šaren,kirju
745,bunt::A,šaren,värviline
746,billig::A,jeftin,odav
747,teuer::A,skup,kallis
748,wertvoll::A,vrijedan,väärtuslik
749,wertvoll::A,dragocjen,väärtuslik
750,blind::A,slijep,pime
751,taub::A,gluh,kurt
752,kräftig::A,snažan,jõuline
753,stark::A,jak,tugev
754,stark::A,snažan,tugev
755,schwach::A,slab,nõrk
756,schwach::A,slab,jõuetu
757,fett::A,pretio,rasvane
758,schlank::A,vitak,sale
759,hübsch::A,zgodan,kena
760,böse::A,zao,tige
761,böse::A,opak,tige
762,dumm::A,glup,juhm
763,dumm::A,glup,rumal
764,faul::A,lijen,laisk
765,fleißig::A,radin,virk
766,fleißig::A,radin,hoolas
767,fleißig::A,marljiv,virk
768,fleißig::A,marljiv,hoolas
769,geizig::A,škrt,ihne
770,klug::A,razborit,tark
771,klug::A,razborit,arukas
772,klug::A,razborit,mõistlik
773,geschickt::A,vješt,osav
774,lieb::A,drag,armas
775,lustig::A,veseo,lõbus
776,sanft::A,blag,õrn
777,hungrig::A,gladan,näljane
778,krank::A,bolestan,haige
779,nackt::A,nag,alasti
780,traurig::A,tužan,kurb
781,traurig::A,žalostan,kurb
782,lebendig::A,živ,elus
783,gut::A,dobar,hea
784,schlecht::A,loš,halb
785,schlecht::A,rđav,halb
786,richtig::A,tačan,õige
787,richtig::A,ispravan,õige
788,schlimm::A,zao,paha
789,schlimm::A,zločest,paha
790,wahr::A,istinit,tõene
791,alt::A,star,vana
792,neu::A,nov,uus
793,ehemalig::A,bivši,endine
794,alt[Lebewesen]::A,star,vana
795,jung::A,mlad,noor
796,arm::A,ubog,vaene
797,arm::A,siromašan,vaene
798,reich::A,bogat,rikas
799,bekannt::A,poznat,teada
800,bekannt::A,poznat,tuttav
801,berühmt::A,čuven,tuntud
802,berühmt::A,slavan,tuntud
803,fremd::A,tuđ,võõras
804,fremd::A,stran,võõras
805,verschieden::A,razan,erinev
806,verschieden::A,različan,erinev
807,nah::A,blizak,lähedane
808,fern::A,dalek,kauge
809,fern::A,daljnji,kauge
810,linker::A,lijevi,vasak
811,rechter::A,desni,parem
812,anderer::A,drugi,muu
813,anderer::A,drugi,teine
814,anderer::A,drugačiji,muu
815,anderer::A,drugačiji,teine
816,erster::A,prvi,esimene
817,zweiter::A,drugi,teine
818,dritter::A,treći,kolmas
819,letzter::A,zadnji,viimane
820,allein::ADV,sam,üksi
821,auf einmal::ADV,istodobno,korraga
822,auf einmal::ADV,istodobno,ühekorraga
823,zusammen::ADV,skupa,koos
824,zusammen::ADV,skupa,üheskoos
825,zusammen::ADV,zajedno,koos
826,zusammen::ADV,zajedno,üheskoos
827,lange::ADV,dugo,kaua
828,plötzlich::ADV,naglo,äkki
829,plötzlich::ADV,naglo,järsku
830,plötzlich::ADV,iznenada,äkki
831,plötzlich::ADV,iznenada,järsku
832,sofort::ADV,odmah,kohe
833,später::ADV,kasnije,hiljem
834,jetzt::ADV,sad,nüüd
835,jetzt::ADV,sada,nüüd
836,heute::ADV,danas,täna
837,morgen::ADV,sutra,homme
838,bald::ADV,skoro,pea
839,bald::ADV,skoro,varsti
840,bald::ADV,doskora,pea
841,bald::ADV,doskora,varsti
842,dann::ADV,zatim,siis
843,gestern::ADV,juče,eile
844,gestern::ADV,jučer,eile
845,einst::ADV,negda,vanasti
846,einst::ADV,nekada,vanasti
847,damals::ADV,tada,tookord
848,damals::ADV,onda,tookord
