,Concept_ID,he,mrj
159,Hahn::N,תרנגול,ӓптӓн
160,Gans::N,אוז,комбы
161,Adler::N,עיט,кучкыж
162,Ente::N,ברוז,лыды
163,Eule::N,ינשוף,тымана
164,Kranich::N,עגור,тырня
165,Kranich::N,עגור,тыртня
166,Kranich::N,כרוכיה,тырня
167,Kranich::N,כרוכיה,тыртня
168,Krähe::N,עורב,лудыгарак
169,Kuckuck::N,קוקיה,куку
170,Schwan::N,ברבור,йӱксӹ
171,Fisch::N,דג,кол
172,Barsch::N,אוקונוס,алангы
173,Hecht::N,זאב הים,нуж
174,Hecht::N,זאב הים,нужгол
175,Schlange[Tier]::N,נחש,кӹшкы
176,Wurm::N,תולעת,шукш
177,Spinne::N,עכביש,ӓнгӹремшӹ
178,Ameise::N,נמלה,кыткы
179,Laus::N,כנה,ти
180,Mücke::N,יתוש,кужнер
181,Mücke::N,יתוש,кужынер
182,Fliege::N,זבוב,шӹнгӓ
183,Schmetterling::N,פרפר,лӹпӹ
184,Beere::N,ענבה,мöр
185,Apfel::N,תפוח,олма
186,Pilz::N,פטריה,понгы
187,Zwiebel::N,בצל,охыра
188,Saat::N,זרעים,нӱшмӹ
189,Saat::N,זרעים,нӱшмӱ
190,Korn::N,גרעין,пӹрцӹ
191,Heu::N,חציר,шуды
192,Schale::N,קלפה,аваха
193,Schale::N,קלפה,карлангы
194,Grube::N,בור,йӓм
195,Grube::N,שוחה,йӓм
196,Falle::N,מלכדת,лӱдӹ
197,Falle::N,מלכדת,лӱдӹш
198,Schlinge::N,לולאה,онгы
199,Spur::N,עקבה,кишӓ
200,Asche::N,אפר,ломых
201,Asche::N,אפר,ломпыж
202,Dreck::N,זהמה,лявӹрӓ
203,Eisen::N,ברזל,кӹртни
204,Gold::N,זהב,шöртни
205,Gold::N,זהב,шöртньӹ
206,Silber::N,כסף,ши
207,Kohle::N,פחם,шӱ
208,Glas::N,זכוכית,охоница
209,Lehm::N,חרסית,шун
210,Sand::N,חול,ошма
211,Mensch::N,אדם,эдем
212,Mann::N,איש,пӱэргӹ
213,Mann::N,גבר,пӱэргӹ
214,Frau::N,אשה,ӹдӹрӓмӓш
215,Frau::N,גברת,ӹдӹрӓмӓш
216,Kind::N,ילד,ӓзӓ
217,Kind::N,ילד,шачшы
218,Junge::N,ילד,рвезӹ
219,Junge::N,ילד,ӹрвезӹ
220,Mädchen::N,נערה,ӹдӹрӓш
221,Familie::N,משפחה,йиш
222,Familie::N,משפחה,семня
223,Großvater::N,סבא,тьоти
224,Großmutter::N,סבתא,папа
225,Eltern::N,הורים,ӓтя-ӓвӓ
226,Vater::N,אב,ӓтя
227,Mutter::N,אם,ӓвӓ
228,Sohn::N,בן,эргӹ
229,Tochter::N,בת,ӹдӹр
230,Bruder::N,אח,ӹза
231,Schwester::N,אחות,ӓкӓ
232,Onkel::N,דוד,кугуза
233,Tante::N,דודה,куака
234,Ehemann::N,איש,мары
235,Ehemann::N,בעל,мары
236,Ehefrau::N,אשה,вӓтӹ
237,Freude::N,שמחה,ӹвӹртӹмӓш
238,Gelächter::N,צחוק,ваштылмаш
239,Glück::N,אשר,пиӓл
240,Kummer::N,יגון,ясы
241,Kummer::N,עגמה,ясы
242,Wunsch::N,אחול,охата
243,Wunsch::N,אחול,шанымаш
244,Wunsch::N,משאלה,охата
245,Wunsch::N,משאלה,шанымаш
246,Lust::N,חשק,шӓр
247,Lust::N,חשק,охата
248,Lust::N,חשק,шанымаш
249,Lust::N,תשוקה,шӓр
250,Lust::N,תשוקה,охата
251,Lust::N,תשוקה,шанымаш
252,Geist::N,רוח,тух
253,Gedanke::N,מחשבה,шанымаш
254,Gedächtnis::N,זכרון,ӓш
255,Verstand::N,שכל,ыш
256,Sinn::N,מובן,кын
257,Sinn::N,משמעות,кын
258,Grund::N,סבה,вир
259,Wahrheit::N,אמת,тöр
260,Gespräch::N,דיון,хытырымаш
261,Märchen::N,אגדה,ямак
262,Erzählung::N,ספור,шайыштмаш
263,Nachricht::N,ידיעה,увертӓрӹмӓш
264,Neuigkeit::N,חדשה,увер
265,Name::N,שם,лӹм
266,Rätsel::N,תעלומה,тышты
267,Rede::N,נאום,шая
268,Rede::N,נאום,шамак
269,Sprache::N,לשון,йӹлмӹ
270,Stimme::N,קול,юк
271,Wort::N,מלה,шамак
272,Zeichen::N,סימן,палӹ
273,Ruf::N,קריאה,сӹгӹрӹмӓш
274,Lärm::N,רעש,юкланымащ
275,Laut::N,הגה,юк
276,Ton::N,צליל,юк
277,Lied::N,שיר,мыры
278,Ruhe::N,שלוה,тыр
279,Leute::N,אנשים,эдемвлӓ
280,Volk::N,עם,халык
281,Arbeit::N,עבודה,пӓшӓ
282,Gast::N,אורח,хына
283,Geschenk::N,מתנה,подарка
284,Spiel::N,משחק,мадыш
285,Gesellschaft::N,חברה,йӓл
286,Gesellschaft::N,חברה,йӓлвлӓ
287,Hilfe::N,עזרה,палшык
288,Freund::N,חבר,тӓнг
289,Freund::N,ידיד,тӓнг
290,Kamerad::N,רע,тос
291,Angelegenheit::N,ענין,дела
292,Angelegenheit::N,ענין,йела
293,Angelegenheit::N,ענין,йыла
294,Angelegenheit::N,ענין,пӓшӓ
295,Anzahl::N,מספר,шот
296,Art::N,סוג,цӹре
297,Stück::N,חתיכה,лаштык
298,Teil::N,פרק,пай
299,Teil::N,פרק,часть
300,Hälfte::N,חצי,пел
301,Kreis::N,מעגל,тӹртӹш
302,Kreuz::N,צלב,крестӹ
303,Linie::N,קו,
304,Strich::N,קו קצר,
305,Abstand::N,מרחק,ло
306,Entfernung::N,מרחק,ло
307,Gegend::N,נוף,вӓр
308,Platz::N,שטח,вӓр
309,Ort::N,אתר,вӓр
310,Ort::N,מקום,вӓр
311,Seite::N,צד,öрдӹж
312,Mitte::N,אמצע,ло
313,Gegenstand::N,אוביקט,хӓдӹр
314,Sache::N,דבר,хӓдӹр
315,Rand::N,פרור,шöр
316,Kante::N,קצה,шöр
317,Ecke::N,פנה,лык
318,Spitze::N,קצה,вуй
319,Ende::N,סוף,вуй
320,Ende::N,סוף,мычаш
321,Loch::N,חר,ыраж
322,Winkel::N,פנה,лык
323,Muster::N,תבנית,тӹрлец
324,Größe::N,גדל,кӱкшӹц
325,Länge::N,ארך,кыт
326,Höhe::N,קומה,кӱкшӹц
327,Höhe::N,גבה,кӱкшӹц
328,Gewicht::N,משקל,нелӹц
329,Menge::N,כמות,шот
330,Haufen::N,ערמה,ара
331,Reihe::N,רצף,ряд
332,Boot::N,סירה,пыш
333,Ruder::N,משוט,вешлӓ
334,Schlitten::N,מזחלת,тир
335,Ski::N,מגלשים,ечӹ
336,Lagerfeuer::N,מדורה,тыл
337,Last::N,משא,нелӹц
338,Gang::N,הליכה,ход
339,Schritt::N,צעד,ашкыл
340,Norden::N,צפון,йыдпелвел
341,Süden::N,דרום,кечӹвӓлвел
342,Westen::N,מערב,кечӹ шӹцмӹ
343,Osten::N,מזרח,ирвел
344,Osten::N,מזרח,кечӹ лӱлтмӹ
345,Holz::N,עץ,пушӓнгӹ
346,Brett::N,קרש,ханга
347,Platte::N,לוח,плитӓ
348,Stütze::N,משען,цӓрӓк
349,Stange::N,מוט,равы
350,Stange::N,מוט,намаш
351,Stock::N,מקל,панды
352,Stab::N,מוט,равы
353,Rohr::N,צנור,пыч
354,Haus::N,בית,пöрт
355,Heim::N,בית,пöрт
356,Ofen::N,תנור,камака
357,Fußboden::N,רצפה,седӹрӓ
358,Tisch::N,שלחן,стöл
359,Stuhl::N,כסא,пöкен
360,Wiege::N,ערש,шипкӓ
361,Bett::N,מטה,койка
362,Bett::N,מטה,кравать
363,Regal::N,מדף,полицӓ
364,Kiste::N,תבה,шӱ́ндӹк
365,Kiste::N,ארגז,шӱ́ндӹк
366,Fenster::N,חלון,окня
367,Tür::N,דלת,амаса
368,Tor::N,שער,хапка
369,Zaun::N,גדר,забор
370,Dach::N,גג,левӓш
371,Leiter::N,סלם,ташкалтыш
372,Besen::N,מטאטא,сало
373,Besen::N,מטאטא,салко
374,Spaten::N,את,кольмы
375,Schaufel::N,את,лоток
376,Gabel::N,מזלג,ви́лка
377,Löffel::N,כף,савала
378,Messer::N,סכין,кӹзӹ
379,Nagel::N,מסמר,пыда
380,Netz::N,רשת,вӓпш
381,Haken::N,וו,крӱк
382,Haken::N,וו,кагак
383,Haken::N,קרס,крӱк
384,Haken::N,קרס,кагак
385,Griff::N,ידית,кычем
386,Schloss::N,מנעול,замок
387,Schloss::N,מנעול,сыравач
388,Bild::N,תמונה,картин
389,Figur::N,פסל,кӓн
390,Puppe::N,בבה,поханя
391,Beutel::N,שק,мешӓк
392,Bündel::N,צרור,топ
393,Bündel::N,צרור,пидӹш
394,Bündel::N,צרור,кӹлдӹш
395,Tasche::N,שקית,сумкы
396,Eimer::N,דלי,ведӹрӓ
397,Deckel::N,מכסה,комдыш
398,Geschirr::N,כלים,ӓтӹ
399,Sack::N,שק,мешӓк
400,Tasse::N,ספל,цӓшкӓ
401,Topf::N,סיר,ми́ска
402,Kessel::N,קנקן,пад
403,Essen::N,אכל,качкыш
404,Essen::N,אכל,качкыш-йӱш
405,Essen::N,ארוחה,качкыш
406,Essen::N,ארוחה,качкыш-йӱш
407,Nahrung::N,הזנה,качкыш
408,Nahrung::N,הזנה,качкыш-йӱш
409,Nahrung::N,תזונה,качкыш
410,Nahrung::N,תזונה,качкыш-йӱш
411,Speise::N,מאכל,няня
412,Speise::N,ארוחה,няня
413,Fleisch::N,בשר,пай
414,Getreide::N,דגן,киндӹ
415,Brei::N,מחית,шӹрӓш
416,Brot::N,לחם,сыкыр
417,Scheibe::N,עגול,ламыт
418,Scheibe::N,עגול,лаштык
419,Scheibe::N,פרוסה,ламыт
420,Scheibe::N,פרוסה,лаштык
421,Fett::N,שמן,кая
422,Butter::N,חמאה,ӱ
423,Öl::N,שמן,ӱ
424,Salz::N,מלח,санзал
425,Suppe::N,מרק,лем
426,Honig::N,דבש,мӱ
427,Milch::N,חלב,шӹшер
428,Tee::N,תה,чӓй
429,Leder::N,עור,шарга
430,Leder::N,עור,кавашты
431,Wolle::N,צמר,миж
432,Stoff::N,בד,матер
433,Stoff::N,בד,матери
434,Stoff::N,אריג,матер
435,Stoff::N,אריג,матери
436,Nadel::N,מחט,им
437,Faden::N,חוט,шӹртӹ
438,Knopf::N,כפתור,полдыш
439,Knoten::N,קשר,пӱкшем
440,Farbe::N,צבע,чиӓ
441,Farbe::N,צבע,крӓскӓ
442,Kleidung::N,בגדים,выргем
443,Hemd::N,חלצה,тыгыр
444,Kragen::N,צוארון,шӱ
445,Ärmel::N,שרוול,шокш
446,Hose::N,מכנסים,ялаш
447,Gürtel::N,חגורה,ӹштӹ
448,Mütze::N,כובע,упш
449,Schuh::N,נעל,ту́фльы
450,Stiefel::N,מגף,кем
451,Ring::N,טבעת,шӓргӓш
452,Band::N,סרט,лемтӓ
453,Kamm::N,מסרק,шерге
454,Spiegel::N,מראה,тӹгӹр
455,Riemen::N,רצועה,прӓжӓ
456,Schnur::N,חבל,кӓндӹра
457,Leine::N,מושכות,керем
458,Decke::N,שמיכה,одеял
459,Kissen::N,כרית,кӹпцӹк
460,Tuch::N,צעיף,савыц
461,Handtuch::N,מגבת,шӹргӹсавыц
462,Handtuch::N,מגבת,шӹргӹмсавыц
463,Kraft::N,כוח,ви
464,Stärke::N,און,ви
465,Gesundheit::N,בריאות,шу
466,Gesundheit::N,בריאות,шулык
467,Krankheit::N,מחלה,мыж
468,Schmerz::N,כאב,карштыш
469,Wunde::N,פציעה,шушыр
470,Fieber::N,חם,ӱштӹмыж
471,Arznei::N,תרופה,лекӓрцӹ
472,Brücke::N,גשר,кӹвер
473,Brunnen::N,באר,вӹдсӹнзӓ
474,Weide::N,אחו,ныр
475,Weide::N,מרעה,ныр
476,Pfad::N,שביל,ялгорны
477,Pfad::N,מדרכה,ялгорны
478,Weg::N,דרך,корны
479,Straße::N,כביש,корны
480,Dorf::N,כפר,сола
481,Stadt::N,עיר,города
482,Brief::N,מכתב,сирмӓш
483,Buch::N,ספר,книгӓ
484,Buchstabe::N,אות,буква́
485,Zeitung::N,עתון,газет
486,Zeitung::N,עתון,кайзет
487,Leben::N,חיים,житя
488,Tod::N,מות,смöрт
489,Grab::N,קבר,шӹгер
490,Grab::N,קבר,мыгилӓ
491,Grab::N,קבר,шӹгерлӓ
492,Kirche::N,כנסיה,церкӹ
493,Sünde::N,חטא,сулык
494,Gott::N,אל,йымы
495,Arbeiter::N,פועל,пӓшӓзӹ
496,Chef::N,ראש,вуй
497,Chef::N,מנהל,вуй
498,Meister::N,ממחה,мастар
499,Arzt::N,רופא,доктор
500,Lehrer::N,מורה,тымдышы
501,Geld::N,כסף,окса
502,Geschäft::N,עסקה,торге́йӹмӓш
503,Laden::N,חנות,лапка
504,Laden::N,חנות,магазин
505,Preis::N,מחיר,ӓк
506,Ware::N,סחורה,товар
507,Nutzen::N,תועלת,пайда
508,Reichtum::N,עשר,перке
509,Welt::N,עולם,сӓндӓлӹк
510,Welt::N,עולם,свет
511,Land::N,ארץ,сӓндӓлӹк
512,Staat::N,מדינה,кугижӓншӹ
513,König::N,מלך,король
514,Macht::N,כוח,власть
515,Grenze::N,גבול,пӹсмӓн
516,Krieg::N,מלחמה,вырсы
517,Feind::N,אויב,тышман
518,Gewalt::N,אלימות,ви
519,Kampf::N,קרב,кредӓлмӓш
520,Kampf::N,לחימה,кредӓлмӓш
521,Bogen[Waffe]::N,קשת,янгеж
522,Pfeil::N,חץ,пикш
523,Gewehr::N,רובה,пичӓл
524,Fehler::N,טעות,самынь
525,Lüge::N,שקר,шая
526,Schaden::N,נזק,вре́дӓ
527,Unglück::N,מזל רע,пёда
528,Unglück::N,מזל רע,тымаша
529,Schuld::N,אשמה,вуйнамат
530,Alter::N,גיל,иӓш
531,Alter::N,גיל,игечӹ
532,Schluss::N,סיום,пӹтӓртӹш
533,Zeit::N,זמן,веремӓ
534,Tag::N,יום,кечӹ
535,Morgen::N,בקר,ир
536,Morgen::N,בקר,ирок
537,Mittag::N,צהרים,кечӹвӓл
538,Abend::N,ערב,вады
539,Nacht::N,לילה,йыд
540,Woche::N,שבוע,ӓрня
541,Monat::N,חדש,тӹ́лзӹ
542,Jahr::N,שנה,год
543,Frühling::N,אביב,шошым
544,Sommer::N,קיץ,кӓнгӹж
545,Herbst::N,סתו,шӹжӹ
546,Winter::N,חרף,тел
547,Winter::N,חרף,телӹ
548,Januar::N,ינואר,январ
549,Januar::N,ינואר,январь
550,Februar::N,פברואר,февраль
551,März::N,מרץ,март
552,April::N,אפריל,апрель
553,Mai::N,מאי,май
554,Juni::N,יוני,июнь
555,Juli::N,יולי,июль
556,August::N,אוגוסט,август
557,September::N,ספטמבר,сентябрь
558,Oktober::N,אוקטובר,октябрь
559,November::N,נובמבר,ноябрь
560,Dezember::N,דצמבר,декавыр
561,Montag::N,יום שני,шачмы
562,Dienstag::N,יום שלישי,кышкыжмы
563,Mittwoch::N,יום רביעי,вӹрчегӹ
564,Donnerstag::N,יום חמישי,изӓрня
565,Freitag::N,יום ששי,когарня
566,Samstag::N,יום שבת,кукшыгечӹ
567,Sonntag::N,יום ראשון,рушӓрня
568,groß::A,גדול,кого
569,klein::A,קטן,изи
570,lang::A,ארך,кужы
571,kurz::A,קצר,кӹтӹк
572,breit::A,רחב,кымда
573,schmal::A,צר,ӓнгӹсӹр
574,dicht::A,צפוף,шӹре
575,dick[Gegenstand]::A,עבה,кӹжгӹ
576,dünn::A,דק,вӹцкӹж
577,fein::A,מעדן,пыльга
578,fest::A,מוצק,цаткыды
579,flach::A,שטוח,тӓлякӓ
580,glatt::A,חלק,ягылгы
581,hart::A,קשיח,пингӹдӹ
582,weich::A,רך,пышкыды
583,rund::A,עגל,тӹртӹш
584,spitz::A,חד,кашар
585,scharf::A,חד,кашар
586,stumpf::A,קהה,нӹшкӹ
587,schwer::A,כבד,нелӹ
588,schön::A,יפה,цевер
589,schön::A,יפה,олмыдшы
590,heiß::A,חם,шокшы
591,warm::A,חם,шокшы
592,kalt::A,קר,ӱштӹ
593,kühl::A,צונן,юалгы
594,kühl::A,צונן,йонгата
595,frisch::A,טרי,йонгата
596,feucht::A,לח,ӹлӹкшӹ
597,feucht::A,לח,вӹдӹжгӹ
598,nass::A,רטוב,начкы
599,trocken::A,יבש,кукшы
600,voll::A,מלא,темшӹ
601,voll::A,מלא,темыман
602,leer::A,ריק,йӓрӓ
603,offen::A,פתוח,виш
604,geschlossen::A,סגור,чӱчмӹ
605,geschlossen::A,סגור,тӹкӹлӓлтшӹ
606,sauber::A,נקי,ире
607,schmutzig::A,מלכלך,шоран
608,schmutzig::A,מלכלך,лявӹрӓн
609,schmutzig::A,מלכלך,шорангшы
610,roh::A,חי,пеле кӱшӹ
611,reif::A,בשל,кӱшӹ
612,lecker::A,טעים,тотан
613,süß::A,מתוק,мӱӓн
614,bitter::A,מר,качы
615,sauer::A,חמוץ,шапы
616,hell::A,בהיר,соты
617,hell::A,בהיר,валгыды
618,dunkel::A,עמום,пӹц
619,dunkel::A,עמום,пӹцкемӹш
620,schwarz::A,שחר,шим
621,weiß::A,לבן,ош
622,weiß::A,לבן,ошы
623,rot::A,אדם,якшаргы
624,gelb::A,צהב,сар
625,gelb::A,צהב,сары
626,blau::A,כחל,симсӹ
627,grün::A,ירק,ыжар
628,grau::A,אפר,луды
629,bunt::A,צבעוני,ала
630,billig::A,זול,шулдаш
631,teuer::A,יקר,шергӹ
632,teuer::A,יקר,шергӓкӓн
633,wertvoll::A,יקר ערך,ӓкӓн
634,blind::A,עור,слöпöй
635,blind::A,עור,сльöпöй
636,taub::A,חרש,тӱтӱк
637,kräftig::A,חסן,виӓн
638,stark::A,חזק,виӓн
639,schwach::A,חלש,шава
640,schwach::A,חלש,лӹпкӓ
641,schwach::A,חלש,слабка
642,fett::A,שמן,таза
643,schlank::A,רזה,яштака
644,hübsch::A,יפה תאר,сӹлнӹ
645,hübsch::A,יפה תאר,олмыдшы
646,böse::A,רשע,шӹдӓн
647,dumm::A,טפש,окмак
648,faul::A,עצלן,ялахай
649,fleißig::A,חרוץ,пӓшам яратышы
650,geizig::A,קמצן,шык
651,klug::A,נבון,ышан
652,klug::A,פקח,ышан
653,geschickt::A,מימן,мастар
654,lieb::A,יקר,тыри
655,lieb::A,אהוב,тыри
656,lustig::A,עליז,мындыр
657,lustig::A,עליז,сусу
658,sanft::A,עדין,йӹвӹжӓ
659,hungrig::A,רעב,шужышы
660,krank::A,חולה,церлӹ
661,krank::A,חולה,хворой
662,nackt::A,ערום,цӓрӓ
663,traurig::A,עצוב,сы́лыкан
664,traurig::A,עצוב,кымы́лдымы
665,lebendig::A,חי,живой
666,gut::A,טוב,яжо
667,schlecht::A,גרוע,уда
668,schlecht::A,גרוע,худа
669,richtig::A,נכון,вургамла
670,schlimm::A,רע,йӹрнык
671,wahr::A,אמתי,настоящий
672,wahr::A,אמתי,настояшый
673,alt::A,ישן,шонгы
674,neu::A,חדש,у
675,ehemalig::A,לשעבר,тошты
676,alt[Lebewesen]::A,זקן,ӹлалшӹ
677,jung::A,צעיר,нöргӹ
678,jung::A,צעיר,молода
679,arm::A,עני,укеӓн
680,reich::A,עשיר,паян
681,reich::A,עשיר,пурлыкан
682,bekannt::A,ידוע,палӹмӹ
683,berühmt::A,מפרסם,лӹмлы
684,fremd::A,זר,эдемӹн
685,verschieden::A,שונה,тӹрлӹ
686,nah::A,קרוב,лишӹл
687,fern::A,רחוק,мӹндӹр
688,linker::A,שמאלי,шалахай
689,rechter::A,ימין,вургамла
690,anderer::A,אחר,вес
691,anderer::A,אחר,весӹ
692,erster::A,ראשון,икшӹ
693,erster::A,ראשון,икӹмшӹ
694,zweiter::A,שני,кокшы
695,dritter::A,שלישי,кымшы
696,letzter::A,אחרון,остатка
697,allein::ADV,לבד,иктӹ
698,allein::ADV,לבד,иктӹт
699,auf einmal::ADV,בו-זמנית,тöрöк
700,zusammen::ADV,ביחד,икараш
701,zusammen::ADV,ביחד,цымырын
702,lange::ADV,הרבה זמן,кужын
703,plötzlich::ADV,לפתע,трӱк
704,plötzlich::ADV,פתאום,трӱк
705,sofort::ADV,מיד,полт
706,sofort::ADV,מיד,тöрöк
707,sofort::ADV,מיד,тӹшӓкок
708,später::ADV,לאחר זמן,вара
709,später::ADV,יותר מאחר,вара
710,jetzt::ADV,עכשיו,
711,heute::ADV,היום,тагачы
712,morgen::ADV,מחר,иргод
713,morgen::ADV,מחר,иргодым
714,bald::ADV,בקרוב,чӹнь
715,bald::ADV,בקרוב,вӓшке
716,bald::ADV,בקרוב,выртышты
717,dann::ADV,אחר-כך,пакыла
718,gestern::ADV,אתמול,тенгечӹ
719,einst::ADV,לפנים,икӓнӓ
720,damals::ADV,אז,тӹнӓм
721,danach::ADV,אחר-כך,пакыла
722,vorher::ADV,לפני זה,перви
723,zuerst::ADV,קדם,андак
724,einmal::ADV,פעם,гӓнӓк
725,einmal::ADV,פעם,гӓнӓ
726,manchmal::ADV,לפעמים,кынамжы
727,oft::ADV,לעתים קרובות,чӹчкӹдӹн
728,immer::ADV,תמיד,со
729,immer::ADV,תמיד,соок
730,niemals::ADV,אף פעם,нинам
731,niemals::ADV,אף פעם,нигынам
732,niemals::ADV,אף פעם,нигынамат
733,hier::ADV,כאן,тиштӹ
734,hierhin::ADV,פה,тишкӹ
735,von hier::ADV,מפה,тишец
736,von hier::ADV,מפה,тишецӹн
737,dort::ADV,שם,тӹштӹ
738,dorthin::ADV,שם,тӹшкӹ
739,dorthin::ADV,שם,тӹшкӹлӓ
740,geradeaus::ADV,ישר,вик
741,geradeaus::ADV,ישר,тура
742,vorwärts::ADV,קדימה,анзыкы
743,rückwärts::ADV,לאחור,мӹнгеш
744,zurück::ADV,בחזרה,мӹнгеш
745,zurück::ADV,אחורנית,мӹнгеш
