,Concept_ID,tr,ar
224,Schlinge::N,ilmik,عروة
225,Spur::N,iz,أثر
226,Asche::N,kül,رماد
227,Dreck::N,pislik,قذر
228,Eisen::N,demir,حديد
229,Gold::N,altın,ذهب
230,Silber::N,gümüş,فضة
231,Kohle::N,kömür,فحم
232,Glas::N,cam,زجاج
233,Lehm::N,balçık,طين
234,Sand::N,kum,رمل
235,Mensch::N,insan,إنسان
236,Mann::N,adam,رجل
237,Mann::N,erkek,رجل
238,Frau::N,bayan,امرأة
239,Kind::N,çocuk,طفل
240,Junge::N,erkek çocuk,ولد
241,Mädchen::N,kız,بنت
242,Familie::N,aile,عائلة
243,Großvater::N,dede,جد
244,Großvater::N,büyükbaba,جد
245,Großmutter::N,nine,جدة
246,Großmutter::N,büyükanne,جدة
247,Eltern::N,ebeveyn,أبوان
248,Eltern::N,ebeveyn,والدان
249,Eltern::N,ana baba,أبوان
250,Eltern::N,ana baba,والدان
251,Vater::N,ata,أب
252,Vater::N,baba,أب
253,Mutter::N,ana,أم
254,Mutter::N,anne,أم
255,Sohn::N,oğul,إبن
256,Tochter::N,kız,بنت
257,Tochter::N,kız,إبنة
258,Tochter::N,kız evlât,بنت
259,Tochter::N,kız evlât,إبنة
260,Bruder::N,abi,أخ
261,Bruder::N,abi,شقيق
262,Bruder::N,erkek kardeş,أخ
263,Bruder::N,erkek kardeş,شقيق
264,Schwester::N,abla,أخت
265,Schwester::N,kız kardeş,أخت
266,Onkel::N,dayı,عم
267,Tante::N,hala,عمة
268,Tante::N,teyze,عمة
269,Ehemann::N,koca,زوج
270,Ehefrau::N,karı,زوجة
271,Freude::N,neşe,فرح
272,Freude::N,neşe,سرور
273,Freude::N,sevinç,فرح
274,Freude::N,sevinç,سرور
275,Gelächter::N,gülme,قهقهة
276,Gelächter::N,kahkaha,قهقهة
277,Glück::N,mutluluk,سعادة
278,Kummer::N,dert,غم
279,Kummer::N,keder,غم
280,Wunsch::N,arzu,منية
281,Wunsch::N,istek,منية
282,Lust::N,arzu,شهوة
283,Lust::N,heves,شهوة
284,Geist::N,tin,روح
285,Gedanke::N,fikir,فكرة
286,Gedanke::N,düşünce,فكرة
287,Gedächtnis::N,bellek,ذاكرة
288,Verstand::N,zekâ,عقل
289,Sinn::N,anlam,معنى
290,Grund::N,sebep,سبب
291,Wahrheit::N,doğruluk,حقيقة
292,Wahrheit::N,gerçeklik,حقيقة
293,Gespräch::N,görüşme,محادثة
294,Märchen::N,masal,خرافة
295,Erzählung::N,öykü,قصة
296,Erzählung::N,öykü,حكاية
297,Erzählung::N,hikâye,قصة
298,Erzählung::N,hikâye,حكاية
299,Nachricht::N,haber,خبر
300,Neuigkeit::N,haber,خبر جديد
301,Name::N,ad,اسم
302,Name::N,isim,اسم
303,Rätsel::N,bilmece,لغز
304,Rede::N,söylev,خطبة
305,Rede::N,konuşma,خطبة
306,Sprache::N,dil,لغة
307,Sprache::N,lisan,لغة
308,Stimme::N,ses,صوت
309,Wort::N,kelime,كلمة
310,Zeichen::N,işaret,رمز
311,Zeichen::N,işaret,إشارة
312,Ruf::N,çağırma,نداء
313,Lärm::N,şamata,صخب
314,Lärm::N,şamata,ضجة
315,Lärm::N,gürültü,صخب
316,Lärm::N,gürültü,ضجة
317,Laut::N,ses,صوت
318,Ton::N,ses,نغمة
319,Lied::N,türkü,أغنية
320,Ruhe::N,sakinlik,هدوء
321,Leute::N,halk,ناس
322,Leute::N,insanlar,ناس
323,Volk::N,ulus,شعب
324,Volk::N,millet,شعب
325,Arbeit::N,iş,عمل
326,Arbeit::N,çalışma,عمل
327,Gast::N,konuk,ضيف
328,Gast::N,misafir,ضيف
329,Geschenk::N,hediye,هدية
330,Geschenk::N,armağan,هدية
331,Spiel::N,oyun,لعب
332,Gesellschaft::N,çevre,صحبة
333,Gesellschaft::N,arkadaşlık,صحبة
334,Hilfe::N,yardım,عون
335,Hilfe::N,yardım,مساعدة
336,Freund::N,dost,صديق
337,Freund::N,arkadaş,صديق
338,Kamerad::N,arkadaş,زميل
339,Angelegenheit::N,iş,أمر
340,Angelegenheit::N,iş,شأن
341,Angelegenheit::N,husus,أمر
342,Angelegenheit::N,husus,شأن
343,Anzahl::N,sayı,عدد
344,Art::N,çeşit,نوع
345,Stück::N,tane,قطعة
346,Stück::N,parça,قطعة
347,Teil::N,kısım,قسم
348,Hälfte::N,yarı,نصف
349,Kreis::N,daire,دائرة
350,Kreuz::N,haç,صليب
351,Linie::N,hat,خط
352,Linie::N,çizgi,خط
353,Strich::N,çizgi,شرطة
354,Abstand::N,aralık,مسافة
355,Entfernung::N,mesafe,بعد
356,Entfernung::N,uzaklık,بعد
357,Gegend::N,yöre,ناحية
358,Platz::N,yer,فراغ
359,Ort::N,yer,مكان
360,Seite::N,yan,جانب
361,Seite::N,taraf,جانب
362,Mitte::N,orta,وسط
363,Mitte::N,merkez,وسط
364,Gegenstand::N,şey,موضوع
365,Sache::N,iş,شيء
366,Sache::N,şey,شيء
367,Rand::N,kenar,حافة
368,Kante::N,kenar,حافة
369,Ecke::N,köşe,ركن
370,Spitze::N,uç,سن
371,Spitze::N,baş,سن
372,Ende::N,uç,طرف
373,Loch::N,oyuk,ثقب
374,Loch::N,delik,ثقب
375,Winkel::N,köşe,زاوية
376,Muster::N,örnek,عينة
377,Größe::N,büyüklük,حجم
378,Länge::N,uzunluk,طول
379,Höhe::N,yükseklik,علو
380,Höhe::N,yükseklik,ارتفاع
381,Gewicht::N,ağırlık,وزن
382,Menge::N,miktar,كمية
383,Haufen::N,küme,كوم
384,Haufen::N,yığın,كوم
385,Reihe::N,sıra,صف
386,Boot::N,kayık,قارب
387,Boot::N,kayık,زورق
388,Boot::N,sandal,قارب
389,Boot::N,sandal,زورق
390,Ruder::N,kürek,مجذاف
391,Schlitten::N,kızak,مزلقة
392,Ski::N,kayak,زلاجة
393,Lagerfeuer::N,kamp ateşi,نار المخيم
394,Last::N,yük,حمل
395,Gang::N,gidiş,مشية
396,Gang::N,yürüyüş,مشية
397,Schritt::N,adım,خطوة
398,Norden::N,kuzey,شمال
399,Süden::N,güney,جنوب
400,Westen::N,batı,غرب
401,Osten::N,doğu,شرق
402,Holz::N,ağaç,خشب
403,Holz::N,tahta,خشب
404,Brett::N,tahta,لوح
405,Platte::N,levha,صفيحة
406,Stütze::N,dayak,سند
407,Stütze::N,dayak,دعامة
408,Stütze::N,destek,سند
409,Stütze::N,destek,دعامة
410,Stange::N,çubuk,عود
411,Stock::N,sopa,عصا
412,Stock::N,değnek,عصا
413,Stab::N,sırık,قضيب
414,Stab::N,baston,قضيب
415,Rohr::N,boru,أنبوبة
416,Haus::N,ev,دار
417,Haus::N,ev,بيت
418,Heim::N,ev,بيت
419,Heim::N,ev,مسكن
420,Heim::N,yurt,بيت
421,Heim::N,yurt,مسكن
422,Ofen::N,soba,مدفأة
423,Fußboden::N,taban,أرضية
424,Fußboden::N,döşeme,أرضية
425,Tisch::N,masa,مائدة
426,Stuhl::N,iskemle,كرسي
427,Stuhl::N,sandalye,كرسي
428,Wiege::N,beşik,مهد
429,Bett::N,yatak,سرير
430,Regal::N,raf,رف
431,Kiste::N,sandık,صندوق
432,Fenster::N,pencere,شباك
433,Fenster::N,pencere,نافذة
434,Tür::N,kapı,باب
435,Tor::N,kapı,بوابة
436,Zaun::N,çit,سياج
437,Dach::N,dam,سطح
438,Dach::N,çatı,سطح
439,Leiter::N,merdiven,سلم
440,Besen::N,süpürge,مكنسة
441,Spaten::N,bel,مسحاة
442,Schaufel::N,kürek,مجرفة
443,Gabel::N,çatal,شوكة
444,Löffel::N,kaşık,ملعقة
445,Messer::N,bıçak,سكين
446,Nagel::N,çivi,مسمار
447,Netz::N,ağ,شبكة
448,Haken::N,çengel,خطاف
449,Haken::N,çengel,صنارة
450,Griff::N,kulp,قبضة
451,Griff::N,tutamak,قبضة
452,Schloss::N,kilit,قفل
453,Bild::N,imaj,صورة
454,Bild::N,resim,صورة
455,Figur::N,şekil,تمثال
456,Figur::N,heykel,تمثال
457,Puppe::N,kukla,دمية
458,Beutel::N,kese,كيس
459,Beutel::N,torba,كيس
460,Bündel::N,deste,ربطة
461,Tasche::N,çanta,شنطة
462,Tasche::N,çanta,محفظة
463,Eimer::N,kova,سطل
464,Eimer::N,kova,جردل
465,Deckel::N,kapak,سداد
466,Geschirr::N,kap kacak,أوان
467,Sack::N,torba,زكيبة
468,Tasse::N,fincan,فنجان
469,Topf::N,tencere,قدر
470,Topf::N,tencere,طنجرة
471,Kessel::N,kazan,قدر
472,Kessel::N,kazan,غلاية
473,Essen::N,yemek,طعام
474,Nahrung::N,gıda,غذاء
475,Nahrung::N,besin,غذاء
476,Speise::N,yemek,أكل
477,Fleisch::N,et,لحم
478,Getreide::N,tahıl,حبوب
479,Getreide::N,hububat,حبوب
480,Brei::N,ezme,عصيدة
481,Brot::N,ekmek,خبز
482,Scheibe::N,dilim,شريحة
483,Fett::N,yağ,سمن
484,Butter::N,tereyağı,زبدة
485,Öl::N,yağ,زيت
486,Öl::N,akar yağ,زيت
487,Salz::N,tuz,ملح
488,Suppe::N,çorba,حساء
489,Suppe::N,çorba,شربة
490,Honig::N,bal,عسل
491,Milch::N,süt,حليب
492,Tee::N,çay,شاي
493,Leder::N,deri,جلد
494,Leder::N,meşin,جلد
495,Wolle::N,yün,صوف
496,Stoff::N,kumaş,قماش
497,Nadel::N,iğne,إبرة
498,Faden::N,tire,خيط
499,Faden::N,iplik,خيط
500,Knopf::N,düğme,زر
501,Knoten::N,düğüm,عقدة
502,Farbe::N,boya,صبغة
503,Kleidung::N,giyim,ملابس
504,Hemd::N,gömlek,قميص
505,Kragen::N,yaka,ياقة
506,Ärmel::N,yen,كم
507,Ärmel::N,elbise kolu,كم
508,Hose::N,pantolon,سروال
509,Hose::N,pantolon,بنطلون
510,Gürtel::N,kuşak,حزام
511,Mütze::N,bere,طاقية
512,Mütze::N,kasket,طاقية
513,Schuh::N,kundura,حذاء
514,Schuh::N,ayakkabı,حذاء
515,Stiefel::N,çizme,جزمة
516,Stiefel::N,çizme,حذاء طويل
517,Ring::N,yüzük,حلقة
518,Band::N,bağ,شريط
519,Band::N,şerit,شريط
520,Kamm::N,tarak,مشط
521,Spiegel::N,ayna,مرآة
522,Riemen::N,kayış,سير
523,Schnur::N,ip,حبل
524,Schnur::N,ip,دوبارة
525,Schnur::N,sicim,حبل
526,Schnur::N,sicim,دوبارة
527,Leine::N,kayış,قيد
528,Decke::N,örtü,بطانية
529,Decke::N,yorgan,بطانية
530,Kissen::N,yastık,وسادة
531,Tuch::N,bez,منديل
532,Handtuch::N,havlu,فوطة
533,Handtuch::N,havlu,منشفة
534,Kraft::N,güç,قدرة
535,Kraft::N,kuvvet,قدرة
536,Stärke::N,kuvvet,قوة
537,Gesundheit::N,sağlık,صحة
538,Krankheit::N,hastalık,مرض
539,Schmerz::N,ağrı,ألم
540,Schmerz::N,ağrı,وجع
541,Schmerz::N,sancı,ألم
542,Schmerz::N,sancı,وجع
543,Wunde::N,yara,جرح
544,Fieber::N,ateş,حمى
545,Arznei::N,ilâç,دواء
546,Brücke::N,köprü,جسر
547,Brunnen::N,kuyu,بئر
548,Brunnen::N,çeşme,بئر
549,Weide::N,otlak,مرعى
550,Pfad::N,patika,درب
551,Pfad::N,keçiyolu,درب
552,Weg::N,yol,سكة
553,Straße::N,yol,طريق
554,Straße::N,cadde,طريق
555,Dorf::N,köy,قرية
556,Stadt::N,kent,مدينة
557,Stadt::N,şehir,مدينة
558,Brief::N,mektup,خطاب
559,Brief::N,mektup,مكتوب
560,Buch::N,kitap,كتاب
561,Buchstabe::N,harf,حرف
562,Zeitung::N,gazete,جريدة
563,Leben::N,hayat,عيش
564,Leben::N,hayat,حياة
565,Tod::N,ölüm,موت
566,Tod::N,ölüm,وفاة
567,Grab::N,kabir,قبر
568,Kirche::N,kilise,كنيسة
569,Sünde::N,günah,خطيئة
570,Gott::N,tanrı,إله
571,Arbeiter::N,işçi,عامل
572,Chef::N,şef,رئيس
573,Chef::N,müdür,رئيس
574,Meister::N,usta,أسطى
575,Arzt::N,hekim,طبيب
576,Arzt::N,doktor,طبيب
577,Lehrer::N,hoca,مدرس
578,Lehrer::N,öğretmen,مدرس
579,Geld::N,para,نقود
580,Geschäft::N,ticaret,صفقة
581,Laden::N,dükkân,دكان
582,Preis::N,fiyat,سعر
583,Ware::N,mal,بضاعة
584,Nutzen::N,fayda,فائدة
585,Reichtum::N,servet,غنى
586,Reichtum::N,servet,ثروة
587,Reichtum::N,zenginlik,غنى
588,Reichtum::N,zenginlik,ثروة
589,Welt::N,dünya,عالم
590,Welt::N,dünya,دنيا
591,Land::N,ülke,بلد
592,Staat::N,devlet,دولة
593,König::N,kral,ملك
594,Macht::N,kudret,سلطة
595,Macht::N,iktidar,سلطة
596,Grenze::N,had,حدود
597,Grenze::N,sınır,حدود
598,Krieg::N,savaş,حرب
599,Feind::N,düşman,عدو
600,Gewalt::N,zor,عنف
601,Gewalt::N,cebir,عنف
602,Kampf::N,savaş,قتال
603,Bogen[Waffe]::N,yay,قوس
604,Pfeil::N,ok,سهم
605,Gewehr::N,tüfek,بندقية
606,Fehler::N,hata,خطأ
607,Fehler::N,yanlış,خطأ
608,Lüge::N,yalan,كذب
609,Schaden::N,zarar,تلف
610,Unglück::N,felâket,نحس
611,Unglück::N,talihsizlik,نحس
612,Schuld::N,suç,ذنب
613,Schuld::N,kabahat,ذنب
614,Alter::N,yaş,سن
615,Alter::N,yaş,عمر
616,Schluss::N,son,ختام
617,Schluss::N,son,نهاية
618,Zeit::N,zaman,وقت
619,Tag::N,gün,يوم
620,Morgen::N,sabah,صباح
621,Mittag::N,öğle,ظهر
622,Abend::N,akşam,مساء
623,Nacht::N,gece,ليلة
624,Woche::N,hafta,أسبوع
625,Monat::N,ay,شهر
626,Jahr::N,yıl,عام
627,Jahr::N,yıl,سنة
628,Jahr::N,sene,عام
629,Jahr::N,sene,سنة
630,Frühling::N,ilkbahar,ربيع
631,Sommer::N,yaz,صيف
632,Herbst::N,güz,خريف
633,Herbst::N,sonbahar,خريف
634,Winter::N,kış,شتاء
635,Januar::N,ocak,يناير
636,Januar::N,ocak,كانون الثاني
637,Februar::N,şubat,شباط
638,Februar::N,şubat,فبراير
639,März::N,mart,آذار
640,März::N,mart,مارس
641,April::N,nisan,نيسان
642,Mai::N,mayıs,مايو
643,Juni::N,haziran,يونيو
644,Juni::N,haziran,حزيران
645,Juli::N,temmuz,تموز
646,Juli::N,temmuz,يوليو
647,August::N,ağustos,آب
648,August::N,ağustos,أغسطس
649,September::N,eylül,أيلول
650,September::N,eylül,سبتمبر
651,Oktober::N,ekim,أكتوبر
652,Oktober::N,ekim,تشرين الأول
653,November::N,kasım,نوفمبر
654,November::N,kasım,تشرين الثاني
655,Dezember::N,aralık,ديسمبر
656,Dezember::N,aralık,كانون الأول
657,Montag::N,pazartesi,يوم الاثنين
658,Dienstag::N,salı,يوم الثلاثاء
659,Mittwoch::N,çarşamba,يوم الأربعاء
660,Donnerstag::N,perşembe,يوم الخميس
661,Freitag::N,cuma,يوم الجمعة
662,Samstag::N,cumartesi,يوم السبت
663,Sonntag::N,pazar,يوم الأحد
664,groß::A,büyük,كبير
665,klein::A,ufak,صغير
666,klein::A,küçük,صغير
667,lang::A,uzun,طويل
668,kurz::A,kısa,قصير
669,breit::A,enli,واسع
670,breit::A,geniş,واسع
671,schmal::A,dar,ضيق
672,dicht::A,sık,كث
673,dicht::A,sık,كثيف
674,dicht::A,yoğun,كث
675,dicht::A,yoğun,كثيف
676,dick[Gegenstand]::A,kalın,غليظ
677,dick[Gegenstand]::A,iri,غليظ
678,dünn::A,ince,رفيع
679,fein::A,ince,رقيق
680,fein::A,narin,رقيق
681,fest::A,sabit,متين
682,fest::A,sağlam,متين
683,flach::A,düz,سهل
684,flach::A,düz,منبسط
685,flach::A,yassı,سهل
686,flach::A,yassı,منبسط
687,glatt::A,düz,ناعم
688,hart::A,katı,صلب
689,hart::A,katı,جامد
690,weich::A,yumuşak,لين
691,rund::A,yuvarlak,مستدير
692,spitz::A,sivri,مدبب
693,scharf::A,keskin,حاد
694,stumpf::A,kör,ثالم
695,schwer::A,ağır,ثقيل
696,schön::A,güzel,جميل
697,heiß::A,kızgın,حار
698,heiß::A,kızgın,ساخن
699,warm::A,sıcak,دافئ
700,kalt::A,soğuk,بارد
701,kühl::A,serin,قر
702,frisch::A,taze,طازج
703,feucht::A,nemli,رطب
704,feucht::A,rutubetli,رطب
705,nass::A,yaş,مبلول
706,nass::A,ıslak,مبلول
707,trocken::A,kuru,جاف
708,voll::A,dolu,ملء
709,voll::A,dolmuş,ملء
710,leer::A,boş,خال
711,leer::A,boş,فارغ
712,offen::A,açık,مفتوح
713,geschlossen::A,kapalı,مغلق
714,sauber::A,pak,نظيف
715,sauber::A,temiz,نظيف
716,schmutzig::A,pis,قذر
717,schmutzig::A,kirli,قذر
718,roh::A,çiğ,نيء
719,reif::A,olgun,ناضج
720,lecker::A,lezzetli,لذيذ
721,süß::A,tatlı,حلو
722,süß::A,şekerli,حلو
723,bitter::A,acı,مر
724,sauer::A,ekşi,حامض
725,hell::A,aydınlık,نير
726,dunkel::A,karanlık,مظلم
727,schwarz::A,kara,أسود
728,schwarz::A,siyah,أسود
729,weiß::A,ak,أبيض
730,weiß::A,beyaz,أبيض
731,rot::A,kırmızı,أحمر
732,gelb::A,sarı,أصفر
733,blau::A,mavi,أزرق
734,grün::A,yeşil,أخضر
735,grau::A,boz,رمادي
736,bunt::A,renkli,ملوب
737,billig::A,ucuz,رخيص
738,teuer::A,pahalı,غال
739,wertvoll::A,değerli,ثمين
740,blind::A,kör,أعمى
741,taub::A,sağır,أصم
742,taub::A,sağır,أطرش
743,kräftig::A,dinç,قوي
744,kräftig::A,kuvvetli,قوي
745,stark::A,güçlü,قوي
746,stark::A,kuvvetli,قوي
747,schwach::A,zayıf,ضعيف
748,schwach::A,güçsüz,ضعيف
749,fett::A,şişman,سمين
750,schlank::A,narin,أهيف
751,hübsch::A,güzel,جميل
752,hübsch::A,sevimli,جميل
753,böse::A,kötü,رديء
754,dumm::A,aptal,أبله
755,dumm::A,aptal,أحمق
756,faul::A,tembel,كسلان
757,fleißig::A,çalışkan,مجتهد
758,geizig::A,cimri,بخيل
759,klug::A,zekî,ذكي
760,klug::A,zekî,عاقل
761,klug::A,akıllı,ذكي
762,klug::A,akıllı,عاقل
763,geschickt::A,becerikli,ماهر
764,lieb::A,sevimli,عزيز
765,lustig::A,neşeli,مرح
766,sanft::A,nazik,حليم
767,hungrig::A,aç,جائع
768,krank::A,hasta,مريض
769,krank::A,rahatsız,مريض
770,nackt::A,çıplak,عار
771,traurig::A,kederli,حزين
772,traurig::A,üzüntülü,حزين
773,lebendig::A,canlı,حي
774,gut::A,iyi,جيد
775,schlecht::A,kötü,سيء
776,richtig::A,doğru,صحيح
777,schlimm::A,kötü,خبيث
778,wahr::A,doğru,حق
779,wahr::A,gerçek,حق
780,alt::A,eski,قديم
781,neu::A,yeni,جديد
782,ehemalig::A,önceki,سابق
783,alt[Lebewesen]::A,yaşlı,مسن
784,jung::A,genç,شاب
785,jung::A,genç,صغير
786,arm::A,fakir,فقير
787,reich::A,zengin,غني
788,bekannt::A,bilinen,معلوم
789,berühmt::A,ünlü,مشهور
790,berühmt::A,meşhur,مشهور
791,fremd::A,yabancı,أجنبي
792,verschieden::A,ayrı,مختلف
793,verschieden::A,farklı,مختلف
794,nah::A,yakın,قريب
795,nah::A,bitişik,قريب
796,fern::A,uzak,بعيد
797,linker::A,sol,يسار
798,rechter::A,sağ,يمين
799,anderer::A,diğer,آخر
800,erster::A,ilk,أول
801,erster::A,birinci,أول
802,zweiter::A,ikinci,ثان
803,dritter::A,üçüncü,ثالث
804,letzter::A,son,أخير
805,letzter::A,sonuncu,أخير
806,allein::ADV,yalnız,وحده
807,allein::ADV,tek başına,وحده
808,auf einmal::ADV,birden,بالمرة
