,Concept_ID,bg,uz
113,Berg::N,планина,tog'
114,Gipfel::N,връх,cho'qqi
115,Höhle::N,пещера,kavak
116,Abhang::N,склон,to'sh
117,Abhang::N,стръмнина,to'sh
118,Quelle::N,извор,buloq
119,Bach::N,поток,o'zan
120,Fluss::N,река,daryo
121,Ufer::N,бряг,sohil
122,Küste::N,бряг,qirg'oq
123,Küste::N,крайбрежие,qirg'oq
124,Festland::N,суша,materik
125,Meer::N,море,dengiz
126,Bucht::N,залив,qo'ltiq
127,Insel::N,остров,orol
128,Blume::N,цвете,gul
129,Gras::N,трева,sabza
130,Wurzel::N,корен,tub
131,Wurzel::N,корен,tomir
132,Baum::N,дърво,daraxt
133,Stamm::N,стъбло,o'simta
134,Rinde::N,кора,qobiq
135,Ast::N,клон,shox
136,Zweig::N,клон,butoq
137,Blatt::N,лист,barg
138,Birke::N,бреза,qayin
139,Kiefer[Baum]::N,бор,qarag'ay
140,Weide[Baum]::N,върба,shum
141,Tanne::N,ела,archa
142,Horn::N,рог,mugiz
143,Feder::N,перо,par
144,Fell::N,кожа,mo'yna
145,Flügel::N,крило,qanot
146,Klaue::N,нокът,tirnoq
147,Kralle::N,нокът,tirnoq
148,Schwanz::N,опашка,quyruq
149,Ei::N,яйце,tuxum
150,Nest::N,гнездо,oshyon
151,Bau::N,дупка,o'pqon
152,Tier::N,животно,hayvon
153,Herde::N,стадо,gala
154,Kuh::N,крава,inak
155,Bulle::N,бик,ho'kiz
156,Pferd::N,кон,ot
157,Schaf::N,овца,qo'y
158,Schwein::N,свиня,cho'chqa
159,Hund::N,куче,it
160,Katze::N,котка,mushuk
161,Bär::N,мечка,ayiq
162,Eichhörnchen::N,катерица,tiyin
163,Elch::N,лос,los
164,Fuchs::N,лисица,tulki
165,Hase::N,заек,kuyon
166,Maus::N,мишка,sichqon
167,Wolf::N,вълк,bo'ri
168,Vogel::N,птица,qush
169,Schwarm::N,рой,to'da
170,Schwarm::N,рояк,to'da
171,Huhn::N,кокошка,tovuq
172,Hahn::N,петел,xo'roz
173,Gans::N,гъска,g'oz
174,Adler::N,орел,burgut
175,Ente::N,патица,o'rdak
176,Eule::N,сова,boyo'g'li
177,Kranich::N,жерав,turna
178,Krähe::N,врана,qarg'a
179,Kuckuck::N,кукувица,kakku
180,Schwan::N,лебед,oqkush
181,Fisch::N,риба,baliq
182,Barsch::N,костур,olabug'a
183,Hecht::N,щука,cho'rtan
184,Schlange[Tier]::N,змия,ilon
185,Wurm::N,червей,qurt
186,Spinne::N,паяк,o'rgimchak
187,Ameise::N,мравка,chumoli
188,Laus::N,въшка,bit
189,Mücke::N,комар,chivin
190,Fliege::N,муха,pashsha
191,Schmetterling::N,пеперуда,kapalak
192,Beere::N,плод,meva
193,Apfel::N,ябълка,olma
194,Pilz::N,гъба,qo'ziqorin
195,Zwiebel::N,лук,piyoz
196,Zwiebel::N,кромид,piyoz
197,Saat::N,семе,äkin
198,Korn::N,зърно,zarra
199,Heu::N,сено,xashak
200,Schale::N,кора,po'choq
201,Grube::N,яма,co'ra
202,Grube::N,дупка,co'ra
203,Falle::N,примка,qopqon
204,Schlinge::N,клуп,sirtmoq
205,Spur::N,диря,iz
206,Spur::N,следа,iz
207,Asche::N,пепел,kul
208,Dreck::N,кал,kir
209,Eisen::N,желязо,temir
210,Gold::N,злато,tilla
211,Silber::N,сребро,kumush
212,Kohle::N,въглища,ko'mir
213,Glas::N,стъкло,oyna
214,Lehm::N,глина,loy
215,Sand::N,пясък,qum
216,Mensch::N,човек,odam
217,Mann::N,мъж,ärkak
218,Frau::N,жена,ayol
219,Kind::N,дете,bola
220,Kind::N,дете,kichkintoy
221,Junge::N,момче,bola
222,Mädchen::N,момиче,qiz
223,Familie::N,фамилия,oila
224,Familie::N,семейство,oila
225,Großvater::N,дядо,buva
226,Großvater::N,дядо,katta ota
227,Großmutter::N,баба,buvi
228,Großmutter::N,баба,katta oyi
229,Eltern::N,родители,ota-ona
230,Vater::N,баща,ota
231,Mutter::N,майка,ona
232,Sohn::N,син,o'g'il
233,Tochter::N,дъщеря,qiz
234,Bruder::N,брат,og'a
235,Bruder::N,брат,uka
236,Schwester::N,сестра,opa
237,Schwester::N,сестра,singil
238,Onkel::N,чичо,amaki
239,Onkel::N,вуйчо,amaki
240,Tante::N,леля,amma
241,Tante::N,леля,xola
242,Ehemann::N,съпруг,är
243,Ehefrau::N,съпруга,rafiqa
244,Freude::N,радост,ayish
245,Gelächter::N,смях,kulgi
246,Glück::N,щастие,saodat
247,Kummer::N,тъга,g'am
248,Wunsch::N,желание,orzu
249,Lust::N,желание,rag'bat
250,Geist::N,дух,ruh
251,Gedanke::N,мисъл,fikr
252,Gedächtnis::N,памет,äs
253,Verstand::N,ум,aql
254,Verstand::N,разум,aql
255,Sinn::N,смисъл,ma'ni
256,Grund::N,причина,sabab
257,Wahrheit::N,правда,haq
258,Gespräch::N,разговор,gap
259,Märchen::N,приказка,ärtak
260,Erzählung::N,разказ,rivoyat
261,Nachricht::N,вест,xabar
262,Nachricht::N,известие,xabar
263,Neuigkeit::N,новина,yangilik
264,Name::N,име,ot
265,Rätsel::N,гатанка,topishmoq
266,Rede::N,реч,nutq
267,Rede::N,слово,nutq
268,Sprache::N,език,til
269,Stimme::N,глас,ovoz
270,Wort::N,дума,so'z
271,Zeichen::N,знак,alomat
272,Ruf::N,зов,chaqiriq
273,Lärm::N,шум,taraq
274,Lärm::N,глъчка,taraq
275,Laut::N,звук,tovush
276,Ton::N,тон,un
277,Lied::N,песен,ashula
278,Ruhe::N,тишина,tinchlik
279,Ruhe::N,спокойствие,tinchlik
280,Leute::N,хора,xaloyiq
281,Volk::N,народ,xalq
282,Arbeit::N,труд,ish
283,Arbeit::N,работа,ish
284,Gast::N,гост,mehmon
285,Geschenk::N,дар,hadya
286,Geschenk::N,подарък,hadya
287,Spiel::N,игра,o'yin
288,Gesellschaft::N,общество,jamiyat
289,Hilfe::N,помощ,yordam
290,Freund::N,приятел,do'st
291,Kamerad::N,другар,yo'ldosh
292,Angelegenheit::N,работа,daxl
293,Anzahl::N,брой,son
294,Anzahl::N,количество,son
295,Art::N,вид,tur
296,Stück::N,къс,parcha
297,Stück::N,парче,parcha
298,Teil::N,дял,bo'lak
299,Teil::N,част,bo'lak
300,Hälfte::N,половина,yarim
301,Kreis::N,кръг,aylana
302,Kreuz::N,кръст,xoch
303,Linie::N,черта,liniya
304,Strich::N,щрих,chiziq
305,Strich::N,черта,chiziq
306,Abstand::N,дистанция,oralik
307,Abstand::N,разстояние,oralik
308,Entfernung::N,разстояние,uzoqlik
309,Gegend::N,местност,yer
310,Platz::N,място,oralig
311,Ort::N,място,joy
312,Seite::N,страна,yon
313,Mitte::N,среда,o'rta
314,Gegenstand::N,предмет,ashyo
315,Sache::N,вещ,buyum
316,Rand::N,ръб,chek
317,Kante::N,ръб,tig'
318,Kante::N,кант,tig'
319,Ecke::N,ъгъл,burchak
320,Spitze::N,връх,uch
321,Spitze::N,острие,uch
322,Ende::N,край,oxir
323,Loch::N,дупка,teshik
324,Winkel::N,кът,go'sha
325,Winkel::N,ъгъл,go'sha
326,Muster::N,десен,nusha
327,Muster::N,образец,nusha
328,Größe::N,големина,kattalik
329,Länge::N,дължина,uzunlik
330,Höhe::N,висота,yuksaklik
331,Höhe::N,височина,yuksaklik
332,Gewicht::N,тегло,solmoq
333,Gewicht::N,тежест,solmoq
334,Menge::N,количество,miqdor
335,Haufen::N,куп,uyum
336,Haufen::N,грамада,uyum
337,Reihe::N,ред,saf
338,Reihe::N,редица,saf
339,Boot::N,лодка,qayiq
340,Ruder::N,весло,äshkak
341,Ruder::N,гребло,äshkak
342,Schlitten::N,шейна,chana
343,Ski::N,ски,chang'i
344,Lagerfeuer::N,огнище,gulxan
345,Last::N,товар,yuk
346,Gang::N,ход,yurish
347,Gang::N,вървеж,yurish
348,Schritt::N,стъпка,qadam
349,Norden::N,север,shimol
350,Süden::N,юг,janub
351,Westen::N,запад,g'arb
352,Osten::N,изток,sharq
353,Holz::N,дърво,yog'och
354,Brett::N,дъска,taxta
355,Stange::N,прът,qo'noq
356,Stange::N,върлина,qo'noq
357,Stock::N,прът,tayoq
358,Stock::N,тояга,tayoq
359,Stab::N,прът,gavron
360,Rohr::N,цев,tarnov
361,Rohr::N,тръба,tarnov
362,Haus::N,къща,uy
363,Heim::N,дом,makon
364,Ofen::N,печка,pechka
365,Fußboden::N,под,pol
366,Tisch::N,маса,mosa
367,Stuhl::N,стол,o'rindiq
368,Wiege::N,люлка,beshik
369,Bett::N,легло,yotoq
370,Bett::N,креват,yotoq
371,Regal::N,рафт,tokcha
372,Regal::N,етажерка,tokcha
373,Kiste::N,кутия,sandiq
374,Kiste::N,сандък,sandiq
375,Fenster::N,прозорец,deraza
376,Tür::N,врата,äshik
377,Tor::N,врата,darvoza
378,Zaun::N,ограда,panjara
379,Dach::N,покрив,tom
380,Leiter::N,стълба,narvon
381,Besen::N,метла,supurgi
382,Spaten::N,лопата,bel
383,Schaufel::N,лопата,kurak
384,Gabel::N,вилица,bilka
385,Löffel::N,лъжица,qoshiq
386,Messer::N,нож,pichoq
387,Nagel::N,гвоздей,mix
388,Netz::N,мрежа,to'r
389,Haken::N,кука,ilgak
390,Haken::N,закачалка,ilgak
391,Griff::N,ръчка,sop
392,Griff::N,ръчка,tutqich
393,Griff::N,дръжка,sop
394,Griff::N,дръжка,tutqich
395,Schloss::N,брава,qulf
396,Schloss::N,ключалка,qulf
397,Bild::N,картина,rasm
398,Figur::N,фигура,shakl
399,Puppe::N,кукла,ko'g'irchoq
400,Beutel::N,кесия,to'rva
401,Bündel::N,връзка,bog'lam
402,Tasche::N,чанта,kissa
403,Eimer::N,кофа,chelak
404,Deckel::N,капак,qopqoq
405,Deckel::N,похлупак,qopqoq
406,Geschirr::N,съдове,idish
407,Sack::N,чувал,qop
408,Tasse::N,чаша,piyola
409,Topf::N,гърне,tuvak
410,Topf::N,тенджера,tuvak
411,Kessel::N,котел,qozon
412,Essen::N,ядене,tomoq
413,Nahrung::N,храна,emak
414,Speise::N,ястие,taom
415,Fleisch::N,месо,go'sht
416,Getreide::N,зърнено храни,g'alla
417,Brei::N,каша,bo'tqa
418,Brot::N,хляб,non
419,Scheibe::N,резен,disk
420,Fett::N,мазнина,moy
421,Butter::N,масло,yog'
422,Öl::N,олио,moy
423,Öl::N,оливия,moy
424,Salz::N,сол,tuz
425,Suppe::N,супа,sho'rva
426,Honig::N,мед,asal
427,Milch::N,мляко,sut
428,Tee::N,чай,choy
429,Leder::N,кожа,charm
430,Wolle::N,вълна,jun
431,Stoff::N,плат,mato
432,Stoff::N,материал,mato
433,Nadel::N,игла,igna
434,Faden::N,конец,ip
435,Knopf::N,копче,tugma
436,Knoten::N,възел,tugun
437,Farbe::N,боя,bo'yok
438,Kleidung::N,дрехи,kiyim
439,Kleidung::N,облекло,kiyim
440,Hemd::N,риза,ko'ylak
441,Kragen::N,яка,yoqa
442,Ärmel::N,ръкав,yeng
443,Hose::N,панталони,shim
444,Gürtel::N,пояс,tasma
445,Gürtel::N,колан,tasma
446,Mütze::N,каскет,shapka
447,Mütze::N,фуражка,shapka
448,Schuh::N,обувка,but
449,Stiefel::N,ботуш,botinka
450,Ring::N,пръстен,yuzuk
451,Band::N,лента,rishta
452,Band::N,връзка,rishta
453,Kamm::N,гребен,taroq
454,Spiegel::N,огледало,ko'zgu
455,Riemen::N,каиш,qayish
456,Riemen::N,ремък,qayish
457,Schnur::N,връв,bog'ich
458,Leine::N,връв,etak
459,Leine::N,въже,etak
460,Decke::N,покривка,odyol
461,Kissen::N,възглавница,yostiq
462,Tuch::N,сукно,gazlama
463,Handtuch::N,пешкир,sochiq
464,Handtuch::N,кърпа за лице,sochiq
465,Kraft::N,мощ,kuch
466,Kraft::N,сила,kuch
467,Stärke::N,сила,quvvat
468,Gesundheit::N,здраве,sog'lik
469,Krankheit::N,болест,kasallik
470,Schmerz::N,болка,og'riq
471,Wunde::N,рана,yara
472,Fieber::N,треска,bezgak
473,Fieber::N,температура,bezgak
474,Arznei::N,лек,dori
475,Arznei::N,лекарство,dori
476,Brücke::N,мост,ko'prik
477,Brunnen::N,чешма,buloq
478,Brunnen::N,кладенец,buloq
479,Weide::N,паша,yaylov
480,Weide::N,пасище,yaylov
481,Pfad::N,пътека,dorojka
482,Weg::N,път,yo'l
483,Straße::N,шосе,ko'cha
484,Dorf::N,село,ovul
485,Stadt::N,град,shahar
486,Brief::N,писмо,maktub
487,Buch::N,книга,kitob
488,Buchstabe::N,буква,harf
489,Zeitung::N,вестник,gazet
490,Leben::N,живот,hayot
491,Tod::N,смърт,o'lim
492,Grab::N,гроб,go'r
493,Kirche::N,църква,cherkov
494,Sünde::N,грях,gunoh
495,Gott::N,бог,olloh
496,Arbeiter::N,работник,ishchi
497,Chef::N,шеф,rais
498,Chef::N,началник,rais
499,Meister::N,майстор,usta
500,Arzt::N,лекар,hakim
501,Lehrer::N,учител,muallim
502,Geld::N,пари,pul
503,Geschäft::N,сделка,savdo
504,Laden::N,дюкян,do'kon
505,Laden::N,магазин,do'kon
506,Preis::N,цена,baho
507,Ware::N,стока,mol
508,Nutzen::N,полза,foyda
509,Nutzen::N,облага,foyda
510,Reichtum::N,богатство,boylik
511,Welt::N,свят,olam
512,Land::N,страна,o'lka
513,Staat::N,щат,davlat
514,Staat::N,държава,davlat
515,König::N,крал,qirol
516,Macht::N,мощ,iqtidor
517,Macht::N,власт,iqtidor
518,Grenze::N,граница,chegara
519,Krieg::N,война,harb
520,Feind::N,враг,dushman
521,Feind::N,неприятел,dushman
522,Gewalt::N,сила,zo'rlik
523,Gewalt::N,насилие,zo'rlik
524,Kampf::N,борба,kurash
525,Kampf::N,сражение,kurash
526,Bogen[Waffe]::N,лък,yoy
527,Pfeil::N,стрела,o'q
528,Gewehr::N,пушка,vintovka
529,Fehler::N,грешка,xato
530,Lüge::N,лъжа,yolg'on
531,Schaden::N,повреда,ziyon
532,Unglück::N,нещастие,balo
533,Schuld::N,вина,ayb
534,Alter::N,възраст,yosh
535,Schluss::N,край,tamom
536,Zeit::N,време,vaqt
537,Tag::N,ден,kun
538,Morgen::N,утро,saboh
539,Morgen::N,сутрин,saboh
540,Mittag::N,обед,kun tushlik
541,Mittag::N,пладне,kun tushlik
542,Abend::N,вечер,oqshom
543,Nacht::N,нощ,tun
544,Woche::N,седмица,hafta
545,Monat::N,месец,oy
546,Jahr::N,година,yil
547,Frühling::N,пролет,bahor
548,Sommer::N,лято,yoz
549,Herbst::N,есен,kuz
550,Herbst::N,есен,xazon
551,Winter::N,зима,qish
552,Januar::N,януари,yanvar'
553,Februar::N,февруари,fevral'
554,März::N,март,mart
555,April::N,април,aprel'
556,Mai::N,май,may
557,Juni::N,юни,iyun'
558,Juli::N,юли,iyul'
559,August::N,август,avgust
560,September::N,септември,sentyabr'
561,Oktober::N,октомври,oktyabr'
562,November::N,ноември,noyabr'
563,Dezember::N,декември,dekabr'
564,Montag::N,понеделник,dushanba
565,Dienstag::N,вторник,seshanba
566,Mittwoch::N,сряда,chorshanba
567,Donnerstag::N,четвъртък,payshanba
568,Freitag::N,петък,juma
569,Samstag::N,събота,shanba
570,Sonntag::N,неделя,yakshanba
571,groß::A,едър,buyuk
572,groß::A,голям,buyuk
573,klein::A,малък,kichik
574,klein::A,дребен,kichik
575,lang::A,дълъг,uzun
576,kurz::A,къс,qisqa
577,breit::A,широк,keng
578,schmal::A,тесен,änsiz
579,dicht::A,гъст,quyuq
580,dick[Gegenstand]::A,дебел,qalin
581,dünn::A,тънък,ingichka
582,fein::A,фин,mayin
583,fein::A,тънък,mayin
584,fest::A,твърд,qattiq
585,fest::A,плътен,qattiq
586,flach::A,равен,yalpoq
587,flach::A,плосък,yalpoq
588,glatt::A,гладък,tekis
589,hart::A,твърд,qattiq
590,hart::A,корав,qattiq
591,weich::A,мек,yumshoq
592,rund::A,кръгъл,yumaloq
593,spitz::A,островръх,uchli
594,scharf::A,остър,keskir
595,stumpf::A,тъп,to'mtoq
596,schwer::A,тежък,salmoqli
597,schön::A,хубав,go'zal
598,schön::A,красив,go'zal
599,heiß::A,жарък,qiziq
600,warm::A,топъл,issiq
601,kalt::A,студен,sovuq
602,kühl::A,хладен,salqin
603,frisch::A,свеж,toza
604,feucht::A,влажен,namli
605,nass::A,мокър,nam
606,trocken::A,сух,quruq
607,voll::A,пълен,to'la
608,leer::A,празен,puch
609,offen::A,откровен,ochiq
610,geschlossen::A,закрит,berk
611,geschlossen::A,затворен,berk
612,sauber::A,чист,ozoda
613,schmutzig::A,мръсен,kir
614,roh::A,суров,xom
615,reif::A,зрял,pishiq
616,lecker::A,вкусен,shirin
617,süß::A,сладък,shirin
618,bitter::A,горчив,achchiq
619,sauer::A,кисел,achchiq
620,hell::A,ясен,yorug'
621,hell::A,светъл,yorug'
622,dunkel::A,тъмен,qorong'i
623,schwarz::A,черен,qora
624,weiß::A,бял,oq
625,rot::A,червен,qizil
626,gelb::A,жълт,sariq
627,blau::A,син,zangori
628,grün::A,зелен,yashil
629,grau::A,сив,bo'z
630,bunt::A,шарен,ola
631,bunt::A,пъстър,ola
632,billig::A,евтин,arzon
633,teuer::A,скъп,qimmat
634,wertvoll::A,ценен,qimmat
635,blind::A,сляп,ko'r
636,taub::A,глух,garang
637,kräftig::A,силен,kuchli
638,stark::A,здрав,quvvatli
639,stark::A,силен,quvvatli
640,schwach::A,слаб,kuchsiz
641,fett::A,тлъст,semiz
642,schlank::A,тънък,ingichka
643,schlank::A,строен,ingichka
644,hübsch::A,хубав,ko'rkam
645,böse::A,зъл,yovuz
646,dumm::A,глупав,aqlsiz
647,faul::A,ленив,ärinchak
648,faul::A,мързелив,ärinchak
649,fleißig::A,прилежен,ishchan
650,geizig::A,скъпернически,qurumsoq
651,klug::A,умен,oqil
652,klug::A,разумен,oqil
653,geschickt::A,умел,äpchil
654,geschickt::A,сръчен,äpchil
655,lieb::A,мил,aziz
656,lieb::A,драг,aziz
657,lustig::A,весел,chaqchaq
658,sanft::A,нежен,asta
659,sanft::A,кротък,asta
660,hungrig::A,гладен,och
661,krank::A,болен,kasal
662,nackt::A,гол,yalang
663,traurig::A,тъжен,xafa
664,traurig::A,печален,xafa
665,lebendig::A,жив,hayotiy
666,gut::A,добър,soz
667,schlecht::A,лош,yomon
668,richtig::A,правилен,rost
669,schlimm::A,лош,yovuz
670,wahr::A,верен,haqiqiy
671,wahr::A,истински,haqiqiy
672,alt::A,стар,äski
673,alt::A,древен,äski
674,neu::A,нов,yangi
675,ehemalig::A,бивш,sobiq
676,alt[Lebewesen]::A,стар,qari
677,jung::A,млад,navqiron
678,arm::A,беден,abgor
679,reich::A,богат,boy
680,bekannt::A,познат,ma'lum
681,bekannt::A,известен,ma'lum
682,berühmt::A,почут,mashhur
683,berühmt::A,известен,mashhur
684,fremd::A,чужд,yot
685,verschieden::A,разен,turli
686,verschieden::A,различен,turli
687,nah::A,близък,yaqindagi
688,fern::A,далечен,uzoq
689,linker::A,ляв,so'l
690,rechter::A,прав,o'ng
691,anderer::A,друг,boshqa
692,erster::A,пръв,birinchi
693,erster::A,първи,birinchi
694,zweiter::A,втори,ikkinchi
695,dritter::A,трети,uchinchi
696,letzter::A,последен,oxirgi
697,allein::ADV,само,o'zicha
698,auf einmal::ADV,същевременно,varakay
699,zusammen::ADV,заедно,barobar
700,lange::ADV,дълго,uzoq
701,plötzlich::ADV,изведнъж,qo'qqisdan
702,sofort::ADV,веднага,darrov
703,später::ADV,по-късно,so'ngra
704,jetzt::ADV,сега,hozirgina
705,heute::ADV,днес,bugun
706,morgen::ADV,утре,ärta
707,bald::ADV,скоро,toz
708,dann::ADV,после,keyin
709,dann::ADV,тогава,keyin
710,gestern::ADV,вчера,kecha
711,einst::ADV,някога,avvallari
712,damals::ADV,тогава,ugal
713,danach::ADV,после,so'ngra
714,danach::ADV,след това,so'ngra
715,vorher::ADV,преди,avval
716,vorher::ADV,преди това,avval
717,zuerst::ADV,най-напред,avval
718,einmal::ADV,веднъж,bir marta
719,einmal::ADV,един път,bir marta
720,manchmal::ADV,понякога,onda-sonda
721,oft::ADV,често,tez-tez
722,immer::ADV,винаги,har vaqt
723,niemals::ADV,никога,hargiz
724,hier::ADV,тук,shu erda
725,hier::ADV,тука,shu erda
726,hierhin::ADV,насам,beri
727,von hier::ADV,оттук,shu erdan
728,von hier::ADV,оттука,shu erdan
729,dort::ADV,там,ana
730,dorthin::ADV,натам,u yerga
731,dorthin::ADV,нататък,u yerga
732,geradeaus::ADV,направо,to'g'ri
733,vorwärts::ADV,напред,ilgari
734,rückwärts::ADV,назад,qoloq
735,zurück::ADV,обратно,orqada
736,unten::ADV,долу,pastda
737,hinab::ADV,надолу,tubanga
738,oben::ADV,горе,ustida
739,hinauf::ADV,нагоре,yuqorida
740,überall::ADV,навсякъде,har erda
741,nicht::ADV,не,ämas
742,ein wenig::ADV,малко,biroz
743,kaum::ADV,едва,arang
744,kaum::ADV,едвам,arang
745,sehr::ADV,много,ancha
746,sehr::ADV,твърде,ancha
747,so::ADV,тъй,shunday
748,so::ADV,така,shunday
749,noch::ADV,още,hali
750,nur::ADV,само,yolg'iz
751,schon::ADV,вече,endi
752,wieder::ADV,пак,yana
753,wieder::ADV,отново,yana
754,vergebens::ADV,напразно,bekorga
755,vor::PRP,пред,burun
756,hinter::PRP,зад,ketida
757,unter::PRP,под,ostida
758,durch::PRP,през,bo'ylab
759,neben::PRP,до,yonida
760,neben::PRP,при,yonida
761,zwischen::PRP,между,orada
762,zwischen::PRP,помежду,orada
763,wegen::PRP,заради,sababli
764,dies::PRN,този,o'sha
765,das::PRN,туй,narigi
766,das::PRN,това,narigi
767,alles::PRN,всичко,har nima
768,ich::PRN,аз,men
769,du::PRN,ти,sen
770,er::PRN,той,u
771,wir::PRN,ние,biz
772,ihr::PRN,вие,siz
773,sie::PRN,те,ular
774,was::FPRN,що,nima
775,was::FPRN,какво,nima
776,wer::FPRN,кой,kim
777,wo::FADV,къде,qaerda
778,wohin::FADV,накъде,qayerga
779,wohin::FADV,накъдето,qayerga
780,wie::FADV,как,qanday
781,warum::FADV,защо,nega
782,wieviel::FNUM,колко,qancha
783,eins::NUM,един,bir
784,zwei::NUM,два,ikki
785,drei::NUM,три,uch
786,vier::NUM,четири,to'rt
787,fünf::NUM,пет,besh
788,sechs::NUM,шест,olti
789,sieben::NUM,седем,etti
790,acht::NUM,осем,sakkiz
791,neun::NUM,девет,to'qqiz
792,zehn::NUM,десет,o'n
793,elf::NUM,единайсет,o'n bir
794,elf::NUM,единадесет,o'n bir
795,zwölf::NUM,дванайсет,o'n ikki
796,zwölf::NUM,дванадесет,o'n ikki
797,zwanzig::NUM,двайсет,yigirma
798,zwanzig::NUM,двадесет,yigirma
799,dreißig::NUM,тридесет,o'ttiz
800,vierzig::NUM,четиридесет,qirq
801,fünfzig::NUM,петдесет,ällik
802,sechzig::NUM,шестдесет,oltmish
803,siebzig::NUM,седемдесет,etmish
804,achtzig::NUM,осемдесет,sakson
805,neunzig::NUM,деветдесет,to'qson
806,hundert::NUM,сто,yuz
807,tausend::NUM,хиляда,ming
808,und::CNJ,а,va
809,und::CNJ,та,va
810,oder::CNJ,или,yo
811,stehen::V,стоя,turmoq
812,sitzen::V,седя,o'tirmoq
813,liegen::V,лежа,yotmoq
814,hängen::V,вися,osilmoq
815,werden::V,бъда,bo'lmoq
816,werden::V,стана,bo'lmoq
817,passieren::V,случа се,bo'lib o'tmoq
818,beginnen::V,започна,boshlanmoq
819,enden::V,свърша,bitmoq
820,wechseln::V,променям,o'zgarmoq
821,aufgehen[Sonne]::V,изгрея,chiqmoq
822,untergehen[Sonne]::V,заляза,botmoq
823,scheinen[Sonne]::V,грея,yaraqlamoq
824,scheinen[Sonne]::V,светя,yaraqlamoq
825,donnern::V,гърмя,gulduramoq
826,wehen::V,вея,elpimoq
827,wehen::V,духам,elpimoq
