,Concept_ID,be,kn
50,Knochen::N,косць,ಮೂಳೆ
51,Gehirn::N,мозг,ಮಿದುಳು
52,Herz::N,сэрца,ಹೃದಯ
53,Magen::N,страўнік,ಉದರ
54,Leber::N,печань,ಯಕೃತ್ತು
55,Atem::N,дыханне,ಉಸಿರು
56,Hunger::N,голад,ಹಸಿವು
57,Träne::N,сляза,ಕಣ್ಣೀರು
58,Geschmack::N,смак,ರುಚಿ
59,Geruch::N,пах,ವಾಸನೆ
60,Schlaf::N,сон,ನಿದ್ರೆ
61,Traum::N,сон,ಕನಸು
62,Himmel::N,неба,ಬಾನು
63,Sonne::N,сонца,ಸೂರ್ಯ
64,Mond::N,месяц,ಚಂದ್ರ
65,Stern::N,зорка,ಚುಕ್ಕಿ
66,Luft::N,паветра,ವಾಯು
67,Wind::N,вецер,ಗಾಳಿ
68,Welle::N,хваля,ಅಲೆ
69,Wasser::N,вада,ನೀರು
70,Stein::N,камень,ಕಲ್ಲು
71,Boden::N,глеба,ನೆಲ
72,Erde::N,зямля,ಭೂಮಿ
73,Staub::N,пыл,ದೂಳು
74,Rauch::N,дым,ಹೊಗೆ
75,Funke::N,іскра,ಕಿಡಿ
76,Feuer::N,агонь,ಬೆಂಕಿ
77,Licht::N,святло,ಬೆಳಕು
78,Schatten::N,цень,ನೆರಳು
79,Wetter::N,пагода,ಹವ
80,Wetter::N,надворʼе,ಹವ
81,Nebel::N,туман,ಮಂಜು
82,Wolke::N,воблака,ಮೋಡ
83,Regen::N,дождж,ಮಳೆ
84,Schnee::N,снег,ಹಿಮ
85,Eis::N,лёд,ಮಂಜುಗಡ್ಡೆ
86,Frost::N,мароз,ಮಂಜು
87,Kälte::N,холад,ಹಿಮ
88,Hitze::N,спёка,ಉಷ್ಣ
89,Raureif::N,іней,ಇಬ್ಬನಿ
90,Regenbogen::N,вясёлка,ಇಂದ್ರಚಾಪ
91,Donner::N,гром,ಗುಡುಗು
92,Strömung::N,цячэнне,ಪ್ರವಾಹ
93,Tropfen::N,кропля,ತೊಟ್ಟು
94,Schaum::N,пена,ನೊರೆ
95,Schmutz::N,гразь,ಕಸ
96,See::N,возера,ಸರೋವರ
97,Sumpf::N,багна,ಜೌಗುಸ್ಥಳ
98,Moor::N,балота,ಬಂಜರು ಭೂಮಿ
99,Wiese::N,луг,ಹುಲ್ಲುಗಾವಲು
100,Wald::N,лес,ಕಾಡು
101,Hügel::N,узгорак,ಗುಡ್ಡೆ
102,Anhöhe::N,узвышша,ದಿಬ್ಬ
103,Berg::N,гара,ಮಲೆ
104,Berg::N,гара,ಪರ್ವತ
105,Gipfel::N,вяршыня,ಶೃಂಗ
106,Höhle::N,пячора,ಗುಹೆ
107,Abhang::N,схіл,ಇಳಿಜಾರು
108,Quelle::N,крыніца,ಮೂಲ
109,Bach::N,ручай,ತೊರೆ
110,Fluss::N,рака,ನದಿ
111,Ufer::N,бераг,ತೀರ
112,Küste::N,узбярэжжа,ದಂಡೆ
113,Festland::N,суша,ಭೂಮಿ
114,Meer::N,мора,ಕಡಲು
115,Bucht::N,бухта,ಖಾರಿ
116,Insel::N,востраў,ದ್ವೀಪ
117,Blume::N,кветка,ಸುಮ
118,Gras::N,трава,ಹುಲ್ಲು
119,Wurzel::N,корань,ಬೇರು
120,Baum::N,дрэва,ಮರ
121,Stamm::N,ствол,ಕಾಂಡ
122,Rinde::N,кара,ತೂಗಟಿ
123,Ast::N,сук,ಶಾಖೆ
124,Zweig::N,галіна,ರೆಂಬೆ
125,Blatt::N,ліст,ಎಲೆ
126,Birke::N,бяроза,ಬರ್ಚ್ ಮರ
127,Kiefer[Baum]::N,хвоя,ದೇವದಾರು ಮರ
128,Kiefer[Baum]::N,сасна,ದೇವದಾರು ಮರ
129,Weide[Baum]::N,вярба,ವಿಲೋಮರ
130,Tanne::N,яліна,ಭದ್ರದಾರು
131,Horn::N,рог,ಕೊಂಬು
132,Feder::N,пяро,ಪುಕ್ಕ
133,Fell::N,шкура,ರೋಮ
134,Flügel::N,крыло,ರೆಕ್ಕೆ
135,Klaue::N,кіпцюр,ಪಂಜ
136,Kralle::N,лапа,ಉಗುರು
137,Schwanz::N,хвост,ಬಾಲ
138,Ei::N,яйка,ಮೊಟ್ಟೆ
139,Nest::N,гняздо,ಗೂಡು
140,Bau::N,нара,ಅಡಗುದಾಣ
141,Tier::N,жывёла,ಪ್ರಾಣಿ
142,Herde::N,статак,ಗುಂಪು
143,Kuh::N,карова,ಹಸು
144,Bulle::N,бык,ಗೂಳಿ
145,Pferd::N,конь,ಕುದುರೆ
146,Schaf::N,авечка,ಕುರಿ
147,Schwein::N,свіння,ಹಂದಿ
148,Hund::N,сабака,ನಾಯಿ
149,Katze::N,кошка,ಬೆಕ್ಕು
150,Bär::N,мядзведзь,ಕರಡಿ
151,Eichhörnchen::N,вавёрка,ಉಡುತೆ
152,Elch::N,лось,ಕಡವೆ
153,Fuchs::N,ліса,ನರಿ
154,Hase::N,заяц,ಮೊಲ
155,Maus::N,мыш,ಇಲಿ
156,Wolf::N,воўк,ತೋಳ
157,Vogel::N,птах,ಪಕ್ಷಿ
158,Vogel::N,птушка,ಪಕ್ಷಿ
159,Schwarm::N,чарада,ಗುಂಪು
160,Huhn::N,курыца,ಚಿಕ್
161,Hahn::N,певень,ಹುಂಜ
162,Gans::N,гусь,ವರಟೆ
163,Adler::N,арол,ಗರುಡ
164,Ente::N,качка,ಬಾತು
165,Eule::N,сава,ಗೂಬೆ
166,Kranich::N,жораў,ಕೊಕ್ಕರ
167,Kranich::N,журавель,ಕೊಕ್ಕರ
168,Krähe::N,варона,ಕಾಗೆ
169,Kuckuck::N,зязюля,ಕೋಗಿಲೆ
170,Schwan::N,лебедзь,ಹಂಸಪಕ್ಷಿ
171,Fisch::N,рыба,ಮೀನು
172,Barsch::N,акунь,ಪರ್ಚ್ ಮೀನು
173,Hecht::N,шчупак,ಪೈಕ್ ಮೀನು
174,Schlange[Tier]::N,змяя,ಹಾವು
175,Wurm::N,чарвяк,ಹುಳು
176,Spinne::N,павук,ಊರ್ಣನಾಭ
177,Ameise::N,мурашка,ಇರುವೆ
178,Laus::N,вош,ಹೇನು
179,Mücke::N,камар,ಸೊಳ್ಳೆ
180,Fliege::N,муха,ನೊಣ
181,Schmetterling::N,матыль,ಪತಂಗ
182,Beere::N,ягада,ನಯವಣ್ಣು
183,Apfel::N,яблык,ಸೇಬು
184,Pilz::N,грыб,ಅಣಬೆ
185,Zwiebel::N,цыбуля,ನೀರುಳ್ಳಿ
186,Saat::N,семя,ಬಿತ್ತ
187,Korn::N,зерне,ಬೀಜ
188,Heu::N,сена,ಕರಡ
189,Schale::N,шалупінне,ಹೊಟ್ಟು
190,Grube::N,яма,ಗುಂಡಿ
191,Falle::N,пастка,ಬೋನು
192,Schlinge::N,сіло,ಉರುಲು
193,Spur::N,след,ಜಾಡು
194,Asche::N,попел,ಬೂದಿ
195,Dreck::N,бруд,ಹೊಲಸು
196,Eisen::N,жалеза,ಕಬ್ಬಿಣ
197,Gold::N,золата,ಚಿನ್ನ
198,Silber::N,сребра,ಬೆಳ್ಳಿ
199,Kohle::N,вугаль,ಕಲ್ಲಿದ್ದಲು
200,Glas::N,шкло,ಗಾಜು
201,Lehm::N,гліна,ಜೇಡಿಮಣ್ಣು
202,Sand::N,пясок,ಮರಳು
203,Mensch::N,чалавек,ಪುರುಷ
204,Mann::N,мужчына,ಆಳು
205,Frau::N,жанчына,ಹೆಣ್ಣು
206,Kind::N,дзіця,ಮಗು
207,Junge::N,хлопчык,ಹುಡುಗ
208,Mädchen::N,дзяўчынка,ಹುಡುಗಿ
209,Familie::N,сямʼя,ಕುಟುಂಬ
210,Großvater::N,дзядуля,ಅಜ್ಜ
211,Großmutter::N,бабуля,ಅಮ್ಮ
212,Eltern::N,бацькі,ಹೆತ್ತವರು
213,Vater::N,бацька,ತಂದೆ
214,Mutter::N,маці,ಅಮ್ಮ
215,Sohn::N,сын,ಮಗ 
216,Tochter::N,дачка,ಮಗಳು
217,Bruder::N,брат,ತಮ್ಮ
218,Schwester::N,сястра,ತಂಗಿ
219,Onkel::N,дзядзька,ಸೋದರಮಾವ
220,Onkel::N,дзядзька,ದೊಡ್ಡಪ್ಪ
221,Tante::N,цётка,ಚಿಕ್ಕಮ್ಮ
222,Ehemann::N,муж,ಗಂಡ
223,Ehefrau::N,жонка,ಹೆಂಡತಿ
224,Freude::N,радасць,ನಲಿವು
225,Gelächter::N,смех,ನಗೆ
226,Glück::N,шчасце,ಆನಂದ
227,Kummer::N,гора,ದುಃಖ
228,Wunsch::N,жаданне,ಬಯಕೆ
229,Lust::N,цяга,ಇಷ್ಟ
230,Geist::N,дух,ಆತ್ಮ
231,Gedanke::N,думка,ಯೋಚನೆ
232,Gedächtnis::N,памяць,ಸ್ಮರಣೆ
233,Verstand::N,розум,ಮನಸ್ಸು
234,Sinn::N,сэнс,ಅರ್ಥ
235,Grund::N,зачэпка,ಕಾರಣ
236,Wahrheit::N,праўда,ಸತ್ಯ
237,Gespräch::N,размова,ಸಂಭಾಷಣೆ
238,Märchen::N,казка,ಸುಳ್ಳು ಕಥೆ
239,Erzählung::N,расказ,ಕಥೆ
240,Erzählung::N,апавяданне,ಕಥೆ
241,Nachricht::N,вестка,ಸಂದೇಶ
242,Nachricht::N,паведамленне,ಸಂದೇಶ
243,Neuigkeit::N,навіна,ಸುದ್ದಿ
244,Name::N,імя,ಹೆಸರು
245,Rätsel::N,загадка,ಒಗಟು
246,Rede::N,прамова,ಮಾತು
247,Sprache::N,мова,ಭಾಷೆ
248,Stimme::N,голас,ಧ್ವನಿ
249,Wort::N,слова,ಮಾತು
250,Zeichen::N,знак,ಗುರುತು
251,Ruf::N,кліч,ಕೂಗು
252,Lärm::N,шум,ಸದ್ದು
253,Laut::N,гук,ಶಬ್ದ
254,Ton::N,гучанне,ನಾದ
255,Lied::N,песня,ಗಾನ
256,Ruhe::N,спакой,ಶಾಂತಿ
257,Leute::N,людзі,ಮಂದಿ
258,Volk::N,народ,ಜನಾಂಗ
259,Arbeit::N,праца,ಕೆಲಸ
260,Arbeit::N,работа,ಕೆಲಸ
261,Gast::N,госць,ಅತಿಥಿ
262,Geschenk::N,падарунак,ಕಾಣಿಕೆ
263,Spiel::N,гульня,ಆಟ
264,Gesellschaft::N,таварыства,ಸಂಗ
265,Hilfe::N,дапамога,ಸಹಾಯ
266,Freund::N,друг,ಸ್ನೇಹಿತ
267,Freund::N,сябар,ಸ್ನೇಹಿತ
268,Kamerad::N,прыяцель,ಜೊತೆಗಾರ
269,Angelegenheit::N,справа,ವಿಚಾರ
270,Anzahl::N,колькасць,ಎಣಿಕೆ
271,Art::N,від,ತರ
272,Stück::N,кусок,ತುಂಡು
273,Stück::N,кавалак,ತುಂಡು
274,Teil::N,частка,ಭಾಗ
275,Hälfte::N,палова,ಅರ್ಧ
276,Hälfte::N,палавіна,ಅರ್ಧ
277,Kreis::N,круг,ವೃತ್ತ
278,Kreuz::N,крыж,ಶಿಲುಬೆ
279,Linie::N,лінія,ರೀಖೆ
280,Strich::N,рыса,ಗೀಟು
281,Abstand::N,прамежак,ಅಂತರ
282,Entfernung::N,адлегласць,ದೂರ
283,Gegend::N,мясцовасць,ವಿಸ್ತೀರ್ಣ
284,Platz::N,месца,ಅಂತರ
285,Ort::N,месца,ಸ್ಥಳ
286,Seite::N,бок,ಪಕ್ಷ
287,Mitte::N,сярэдзіна,ನಡು
288,Gegenstand::N,прадмет,ವಸ್ತು
289,Sache::N,рэч,ವಸ್ತು
290,Rand::N,край,ಅಂಚು
291,Kante::N,руб,ಅಂಚು
292,Kante::N,кант,ಅಂಚು
293,Ecke::N,вугал,ಮೂಲೆ
294,Spitze::N,кончык,ತುದಿ
295,Ende::N,канец,ಕೊನೆ
296,Loch::N,дзірка,ತೂತು
297,Winkel::N,вугал,ಕೋನ
298,Muster::N,узор,ನಮೂನೆ
299,Größe::N,памер,ಪ್ರಮಾಣ
300,Länge::N,даўжыня,ಉದ್ದ
301,Höhe::N,вышыня,ಎತ್ತರ
302,Gewicht::N,вага,ತೂಕ
303,Menge::N,колькасць,ಮೊತ್ತ
304,Haufen::N,куча,ರಾಶಿ
305,Reihe::N,рад,ಸಾಲು
306,Boot::N,лодка,ದೋಣಿ
307,Ruder::N,вясло,ಹುಟ್ಟು
308,Schlitten::N,сані,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
309,Ski::N,лыжа,ಜಾರುಪಟ್ಟಿ
310,Lagerfeuer::N,вогнішча,ಶಿಬಿರಾಗ್ನಿ
311,Last::N,цяжар,ಹೊರೆ
312,Gang::N,ход,ತಿರುಗಾಟ
313,Schritt::N,шаг,ಹೆಜ್ಜೆ
314,Schritt::N,крок,ಹೆಜ್ಜೆ
315,Norden::N,поўнач,ಉತ್ತರ
316,Süden::N,поўдзень,ದಕ್ಷಿಣ
317,Westen::N,захад,ಪಶ್ಚಿಮ
318,Osten::N,усход,ಮೂಡಲು
319,Holz::N,дрэва,ಚೌಬೀನೆ
320,Holz::N,драўніна,ಚೌಬೀನೆ
321,Brett::N,дошка,ಹಲಗೆ
322,Platte::N,пліта,ಹಲಗೆ
323,Stütze::N,падпорка,ಆಸರೆ
324,Stange::N,жэрдка,ಕಂಬ
325,Stock::N,палка,ಕೋಲು
326,Stab::N,шост,ದೊಣ್ಣೆ
327,Rohr::N,труба,ನಳಿಕೆ
328,Haus::N,дом,ಮನೆ
329,Heim::N,дом,ಗೃಹ
330,Heim::N,хата,ಗೃಹ
331,Ofen::N,печ,ಒಲೆ
332,Fußboden::N,падлога,ನೆಲ
333,Tisch::N,стол,ಮೇಜು
334,Stuhl::N,стул,ಕುರ್ಚಿ
335,Stuhl::N,крэсла,ಕುರ್ಚಿ
336,Wiege::N,калыска,ತೊಟ್ಟಿಲು
337,Bett::N,ложак,ಹಾಸಿಗೆ
338,Bett::N,пасцель,ಹಾಸಿಗೆ
339,Regal::N,паліца,ಬೀರು
340,Kiste::N,скрынка,ಪಟ್ಟಿಗೆ
341,Fenster::N,акно,ಕಿಟಕಿ
342,Tür::N,дзверы,ಬಾಗಿಲು
343,Tor::N,вароты,ಹೆಬ್ಬಾಗಿಲು
344,Zaun::N,агароджа,ಬೇಲಿ
345,Dach::N,дах,ಮಾಳಿಗೆ
346,Leiter::N,лесвіца,ಏಣಿ
347,Besen::N,мятла,ಪೊರಕೆ
348,Spaten::N,лапата,ಗುದ್ದಲಿ
349,Spaten::N,жалязняк,ಗುದ್ದಲಿ
350,Schaufel::N,шуфлік,ಸನಿಕೆ
351,Schaufel::N,лапатка,ಸನಿಕೆ
352,Gabel::N,відэлец,ಕವಲು
353,Löffel::N,лыжка,ಚಮಚ
354,Messer::N,нож,ಚಾಕು
355,Nagel::N,цвік,ಆಣಿ
356,Netz::N,сетка,ಬಲೆ
357,Haken::N,крук,ಕೊಂಡಿ
358,Griff::N,ручка,ಹಿಡಿ
359,Schloss::N,замок,ವೀಗ
360,Bild::N,карціна,ಚಿತ್ರ
361,Figur::N,фігура,ಆಕಾರ
362,Puppe::N,лялька,ಗೊಂಬೆ
363,Beutel::N,мяшок,ಸಂಚಿ
364,Bündel::N,вязка,ಕಟ್ಟು
365,Tasche::N,торба,ಚೀಲ
366,Eimer::N,вядро,ಬಾನೆ
367,Deckel::N,накрыўка,ಮುಚ್ಚಳ
368,Geschirr::N,пасуда,ಭಕ್ಷ್ಯಗಳು
369,Sack::N,мех,ಮೂಟೆ
370,Tasse::N,кубак,ಬಟ್ಟಲು
371,Topf::N,каструля,ಮಡಕೆ
372,Kessel::N,кацёл,ಕೆಟಲ್
373,Essen::N,ежа,ಊಟ
374,Nahrung::N,харч,ಆಹಾರ
375,Speise::N,страва,ಊಟ
376,Fleisch::N,мяса,ಮಾಂಸ
377,Getreide::N,збожжа,ಧಾನ್ಯ
378,Brei::N,каша,ಗಂಜಿ
379,Brot::N,хлеб,ರೊಟ್ಟಿ
380,Scheibe::N,луста,ಹೋಳು
381,Scheibe::N,скібка,ಹೋಳು
382,Fett::N,тлушч,ಕೊಬ್ಬು
383,Butter::N,масла,ಬೆಣ್ಣೆ
384,Öl::N,алей,ಎಣ್ಣೆ
385,Salz::N,соль,ಉಪ್ಪು
386,Suppe::N,суп,ಎಸರು
387,Honig::N,мёд,ಮಧು
388,Milch::N,малако,ಹಾಲು
389,Tee::N,чай,ಚಹ
390,Tee::N,гарбата,ಚಹ
391,Leder::N,скура,ಚಕ್ಕಳ
392,Wolle::N,воўна,ಉಣ್ಣೆ
393,Stoff::N,тканіна,ಬಟ್ಟೆ
394,Nadel::N,іголка,ಸೂಜಿ
395,Faden::N,нітка,ದಾರ
396,Knopf::N,гузік,ಗುಂಡು
397,Knoten::N,вузел,ಗಂಟು
398,Farbe::N,фарба,ಬಣ್ಣ
399,Kleidung::N,адзенне,ಅರಿವೆ
400,Hemd::N,кашуля,ಅಂಗಿ
401,Kragen::N,каўнер,ಕುತ್ತಿಗೆಪಟ್ಟಿ
402,Ärmel::N,рукаў,ತೋಳು
403,Hose::N,штаны,ಇಜಾರ
404,Gürtel::N,пояс,ಬೆಲ್ಟು
405,Mütze::N,шапка,ಟೋಪಿ
406,Schuh::N,чаравік,ಪಾದರಕ್ಷೆ
407,Stiefel::N,бот,ಬೂಟು
408,Ring::N,кольца,ಉಂಗುರ
409,Band::N,стужка,ರಿಬ್ಬನ್
410,Kamm::N,расчоска,ಹಣಿಗೆ
411,Spiegel::N,люстра,ಕನ್ನಡಿ
412,Riemen::N,рэмень,ಬಾರು
413,Schnur::N,вяроўка,ಹುರಿ
414,Leine::N,павадок,ಹಗ್ಗ
415,Decke::N,коўдра,ಕಂಬಳಿ
416,Kissen::N,падушка,ದಿಂಬು
417,Tuch::N,хустка,ಕೊರಳ ಬಟ್ಟೆ
418,Handtuch::N,ручнік,ಚೌಕ
419,Kraft::N,сіла,ಬಲ
420,Stärke::N,моц,ಶಕ್ತಿ
421,Gesundheit::N,здароўе,ಆರೋಗ್ಯ
422,Krankheit::N,хвароба,ರೋಗ
423,Schmerz::N,боль,ನೋವು
424,Wunde::N,рана,ಗಾಯ
425,Fieber::N,гарачка,ಜ್ವರ
426,Fieber::N,ліхаманка,ಜ್ವರ
427,Arznei::N,лекі,ಔಷಧ
428,Brücke::N,мост,ಸೇತುವೆ
429,Brunnen::N,калодзеж,ಬಾವಿ
430,Weide::N,паша,ಗೋಮಾಳ
431,Pfad::N,сцежка,ದಾರಿ
432,Weg::N,шлях,ಹಾದಿ
433,Weg::N,дарога,ಹಾದಿ
434,Straße::N,вуліца,ರಸ್ತೆ
435,Dorf::N,вёска,ಹಳ್ಳಿ
436,Stadt::N,горад,ಪಟ್ಟಣ
437,Brief::N,ліст,ಕಾಗದ
438,Brief::N,пісьмо,ಕಾಗದ
439,Buch::N,кніга,ಪುಸ್ತಕ
440,Buchstabe::N,літара,ಅಕ್ಷರ
441,Zeitung::N,газета,ವಾರ್ತಾಪತ್ರಿಕೆ
442,Leben::N,жыццё,ಜೀವನ
443,Tod::N,смерць,ಮರಣ
444,Grab::N,магіла,ಗೋರಿ
445,Kirche::N,касцёл,ಚರ್ಚು
446,Kirche::N,царква,ಚರ್ಚು
447,Sünde::N,грэх,ಪಾಪ
448,Gott::N,бог,ದೇವರು
449,Arbeiter::N,рабочы,ಕೆಲಸಗಾರ
450,Chef::N,начальнік,ದಣಿ
451,Meister::N,майстар,ಶಿಕ್ಷಕ
452,Arzt::N,урач,ವೈದ್ಯ
453,Lehrer::N,настаўнік,ಉಪಾಧ್ಯಾಯ
454,Geld::N,грошы,ಹಣ
455,Geschäft::N,заняцце,ವಾಣಿಜ್ಯ
456,Laden::N,крама,ಅಂಗಡಿ
457,Laden::N,магазін,ಅಂಗಡಿ
458,Preis::N,цана,ಬೆಲೆ
459,Ware::N,тавар,ಸರಕು
460,Nutzen::N,выгада,ಲಾಭ
461,Reichtum::N,багацце,ಸಂಪತ್ತು
462,Welt::N,свет,ಭೂಲೋಕ
463,Land::N,краіна,ದೇಶ
464,Staat::N,дзяржава,ರಾಜ್ಯ
465,König::N,кароль,ರಾಜ
466,Macht::N,улада,ಅಧಿಕಾರ
467,Grenze::N,граніца,ಗಡಿ
468,Krieg::N,вайна,ಯುದ್ಧ
469,Feind::N,вораг,ಶತ್ರು
470,Gewalt::N,насілле,ಹಿಂಸೆ
471,Kampf::N,барацьба,ಹೋರಾಟ
472,Bogen[Waffe]::N,лук,ಬಿಲ್ಲು
473,Pfeil::N,страла,ಅಂಬು
474,Gewehr::N,ружжо,ಬಂದೂಕು
475,Fehler::N,памылка,ತಪ್ಪು
476,Lüge::N,хлусня,ಸುಳ್ಳು
477,Schaden::N,шкода,ಹಾನಿ
478,Unglück::N,ліха,ಅಪಾಯ
479,Unglück::N,бядота,ಅಪಾಯ
480,Schuld::N,віна,ದೋಷ
481,Alter::N,узрост,ಮುಪ್ಪು
482,Schluss::N,канец,ಮುಕ್ತಾಯ
483,Zeit::N,час,ಕಾಲ
484,Tag::N,дзень,ದಿನ
485,Morgen::N,ранак,ಮುಂಜಾನೆ
486,Morgen::N,раніца,ಮುಂಜಾನೆ
487,Mittag::N,паўдня,ನಡುಹಗಲು
488,Mittag::N,поўдзень,ನಡುಹಗಲು
489,Abend::N,вечар,ಸಂಜೆ
490,Nacht::N,ноч,ರಾತ್ರಿ
491,Woche::N,тыдзень,ವಾರ
492,Monat::N,месяц,ತಿಂಗಳು
493,Jahr::N,год,ಸಂವತ್ಸರ
494,Frühling::N,вясна,ವಸಂತ
495,Sommer::N,лета,ಬಿಸಿಲುಕಾಲ
496,Herbst::N,восень,ಶರತ್ಕಾಲ
497,Winter::N,зіма,ಚಳಿಗಾಲ
498,Januar::N,студзень,ನಾಲ್ಚಳಿ
499,Februar::N,люты,ಅಯ್ಚಳಿ
500,März::N,сакавік,ಮೊಬ್ಬೇಸಿಗೆ
501,April::N,красавік,ಇಬ್ಬೇಸಿಗೆ
502,Mai::N,май,ಮುಬ್ಬೇಸಿಗೆ
503,Mai::N,травень,ಮುಬ್ಬೇಸಿಗೆ
504,Juni::N,чэрвень,ಮೊಮ್ಮಳೆ
505,Juli::N,ліпень,ಇಮ್ಮಳೆ
506,August::N,жнівень,ಮುಮ್ಮಳೆ
507,September::N,верасень,ನಾಲ್ಮಳೆ
508,Oktober::N,кастрычнік,ಮೊಚ್ಚಳಿ
509,November::N,лістапад,ಇಚ್ಚಳಿ
510,Dezember::N,снежань,ಮುಚ್ಚಳಿ
511,Montag::N,панядзелак,ಸೋಮುವಾರ
512,Dienstag::N,аўторак,ಮಂಗಳವಾರ
513,Mittwoch::N,серада,ಬುಧವಾರ
514,Donnerstag::N,чацвер,ಗುರುವಾರ
515,Freitag::N,пятніца,ಶುಕ್ರವಾರ
516,Samstag::N,субота,ಶನಿವಾರ
517,Sonntag::N,нядзеля,ಭಾನುವಾರ
518,groß::A,вялікі,ದೊಡ್ಡ
519,klein::A,маленькі,ಪುಟ್ಟ
520,lang::A,доўгі,ದೀರ್ಘ
521,kurz::A,кароткі,ಚಕ್ಕ
522,breit::A,шырокі,ಅಗಲವಾದ
523,schmal::A,вузкі,ಇಕ್ಕಟ್ಟಾದ
524,dicht::A,густы,ದಟ್ಟ
525,dick[Gegenstand]::A,тоўсты,ದಟ್ಟ
526,dünn::A,тонкі,ತೆಳು
527,fein::A,тонкі,ಕೋಮಲ
528,fest::A,моцны,ಘನ
529,flach::A,плоскі,ಚಪ್ಪಟೆ
530,glatt::A,гладкі,ನಯ
531,hart::A,цвёрды,ಗಟ್ಟಿ
532,weich::A,мяккі,ಮೃದುವಾದ
533,rund::A,круглы,ವರ್ತುಳ
534,spitz::A,спічасты,ಮೊನಚಾದ
535,spitz::A,востраканцовы,ಮೊನಚಾದ
536,scharf::A,востры,ತೀಕ್ಷ್ಣ
537,stumpf::A,тупы,ಮೊಂಡು
538,schwer::A,цяжкі,ಭಾರಿ
539,schön::A,прыгожы,ಸುಂದರ
540,heiß::A,гарачы,ಬಿಸಿ
541,warm::A,цёплы,ಬಿಸಿ
542,kalt::A,холадны,ತಣ್ಣನೆಯ
543,kühl::A,халаднаваты,ತಂಪಾದ
544,frisch::A,свежы,ನಿರ್ಮಲ
545,feucht::A,вільготны,ಒದ್ದೆಯಾದ
546,nass::A,мокры,ಒದ್ದೆಯಾದ
547,trocken::A,сухі,ಶುಷ್ಕ
548,voll::A,поўны,ತುಂಬಿದ
549,leer::A,пусты,ಖಾಲಿ
550,offen::A,адкрыты,ಮುಚ್ಚಲ್ಲದ
551,offen::A,адчынены,ಮುಚ್ಚಲ್ಲದ
552,geschlossen::A,закрыты,ಮುಚ್ಚಿದ
553,geschlossen::A,зачынены,ಮುಚ್ಚಿದ
554,sauber::A,чысты,ಶುದ್ಧ
555,schmutzig::A,брудны,ಅಶುದ್ಧ
556,roh::A,сыры,ಹಸಿ
557,reif::A,спелы,ಹಣ್ಣಾದ
558,lecker::A,смачны,ಗುಚಿಕರ
559,süß::A,салодкі,ಸಿಹಿ
560,bitter::A,горкі,ಕಹಿ
561,sauer::A,кіслы,ಹುಳಿಯಾದ
562,hell::A,светлы,ಹೊಳೆಯುವ
563,dunkel::A,цёмны,ಮಬ್ಬಾದ
564,schwarz::A,чорны,ಕಪ್ಪು
565,weiß::A,белы,ಬಿಳಿಯ
