,Concept_ID,fi,kn
168,Hase::N,jänis,ಮೊಲ
169,Maus::N,hiiri,ಇಲಿ
170,Wolf::N,susi,ತೋಳ
171,Vogel::N,lintu,ಪಕ್ಷಿ
172,Schwarm::N,parvi,ಗುಂಪು
173,Huhn::N,kana,ಚಿಕ್
174,Hahn::N,kukko,ಹುಂಜ
175,Gans::N,hanhi,ವರಟೆ
176,Adler::N,kotka,ಗರುಡ
177,Ente::N,ankka,ಬಾತು
178,Eule::N,pöllö,ಗೂಬೆ
179,Kranich::N,kurki,ಕೊಕ್ಕರ
180,Krähe::N,varis,ಕಾಗೆ
181,Kuckuck::N,käki,ಕೋಗಿಲೆ
182,Schwan::N,joutsen,ಹಂಸಪಕ್ಷಿ
183,Fisch::N,kala,ಮೀನು
184,Barsch::N,ahven,ಪರ್ಚ್ ಮೀನು
185,Hecht::N,hauki,ಪೈಕ್ ಮೀನು
186,Schlange[Tier]::N,käärme,ಹಾವು
187,Wurm::N,mato,ಹುಳು
188,Spinne::N,hämähäkki,ಊರ್ಣನಾಭ
189,Ameise::N,muurahainen,ಇರುವೆ
190,Laus::N,täi,ಹೇನು
191,Mücke::N,sääski,ಸೊಳ್ಳೆ
192,Mücke::N,hyttynen,ಸೊಳ್ಳೆ
193,Fliege::N,kärpänen,ನೊಣ
194,Schmetterling::N,perhonen,ಪತಂಗ
195,Beere::N,marja,ನಯವಣ್ಣು
196,Apfel::N,omena,ಸೇಬು
197,Pilz::N,sieni,ಅಣಬೆ
198,Zwiebel::N,sipuli,ನೀರುಳ್ಳಿ
199,Saat::N,siemenet,ಬಿತ್ತ
200,Korn::N,jyvä,ಬೀಜ
201,Korn::N,vilja,ಬೀಜ
202,Heu::N,heinä,ಕರಡ
203,Schale::N,kuori,ಹೊಟ್ಟು
204,Grube::N,kuoppa,ಗುಂಡಿ
205,Falle::N,loukku,ಬೋನು
206,Schlinge::N,ansa,ಉರುಲು
207,Spur::N,jälki,ಜಾಡು
208,Asche::N,tuhka,ಬೂದಿ
209,Dreck::N,lika,ಹೊಲಸು
210,Eisen::N,rauta,ಕಬ್ಬಿಣ
211,Gold::N,kulta,ಚಿನ್ನ
212,Silber::N,hopea,ಬೆಳ್ಳಿ
213,Kohle::N,hiili,ಕಲ್ಲಿದ್ದಲು
214,Glas::N,lasi,ಗಾಜು
215,Lehm::N,savi,ಜೇಡಿಮಣ್ಣು
216,Sand::N,hiekka,ಮರಳು
217,Mensch::N,ihminen,ಪುರುಷ
218,Mann::N,mies,ಆಳು
219,Frau::N,nainen,ಹೆಣ್ಣು
220,Kind::N,lapsi,ಮಗು
221,Junge::N,poika,ಹುಡುಗ
222,Mädchen::N,tyttö,ಹುಡುಗಿ
223,Familie::N,perhe,ಕುಟುಂಬ
224,Großvater::N,isoisä,ಅಜ್ಜ
225,Großmutter::N,isoäiti,ಅಮ್ಮ
226,Eltern::N,vanhemmat,ಹೆತ್ತವರು
227,Vater::N,isä,ತಂದೆ
228,Mutter::N,äiti,ಅಮ್ಮ
229,Sohn::N,poika,ಮಗ 
230,Tochter::N,tytär,ಮಗಳು
231,Bruder::N,veli,ತಮ್ಮ
232,Schwester::N,sisko,ತಂಗಿ
233,Onkel::N,eno,ಸೋದರಮಾವ
234,Onkel::N,eno,ದೊಡ್ಡಪ್ಪ
235,Onkel::N,setä,ಸೋದರಮಾವ
236,Onkel::N,setä,ದೊಡ್ಡಪ್ಪ
237,Tante::N,täti,ಚಿಕ್ಕಮ್ಮ
238,Ehemann::N,mies,ಗಂಡ
239,Ehemann::N,aviomies,ಗಂಡ
240,Ehefrau::N,vaimo,ಹೆಂಡತಿ
241,Ehefrau::N,aviovaimo,ಹೆಂಡತಿ
242,Freude::N,ilo,ನಲಿವು
243,Freude::N,riemu,ನಲಿವು
244,Gelächter::N,nauru,ನಗೆ
245,Glück::N,onni,ಆನಂದ
246,Kummer::N,suru,ದುಃಖ
247,Kummer::N,murhe,ದುಃಖ
248,Wunsch::N,toive,ಬಯಕೆ
249,Wunsch::N,toivomus,ಬಯಕೆ
250,Lust::N,himo,ಇಷ್ಟ
251,Geist::N,henki,ಆತ್ಮ
252,Gedanke::N,aate,ಯೋಚನೆ
253,Gedanke::N,ajatus,ಯೋಚನೆ
254,Gedächtnis::N,muisti,ಸ್ಮರಣೆ
255,Verstand::N,äly,ಮನಸ್ಸು
256,Verstand::N,järki,ಮನಸ್ಸು
257,Verstand::N,ymmärrys,ಮನಸ್ಸು
258,Sinn::N,merkitys,ಅರ್ಥ
259,Grund::N,syy,ಕಾರಣ
260,Grund::N,peruste,ಕಾರಣ
261,Wahrheit::N,tosi,ಸತ್ಯ
262,Wahrheit::N,totuus,ಸತ್ಯ
263,Gespräch::N,puhelu,ಸಂಭಾಷಣೆ
264,Gespräch::N,keskustelu,ಸಂಭಾಷಣೆ
265,Märchen::N,satu,ಸುಳ್ಳು ಕಥೆ
266,Erzählung::N,tarina,ಕಥೆ
267,Erzählung::N,kertomus,ಕಥೆ
268,Nachricht::N,tieto,ಸಂದೇಶ
269,Nachricht::N,ilmoitus,ಸಂದೇಶ
270,Neuigkeit::N,uutinen,ಸುದ್ದಿ
271,Name::N,nimi,ಹೆಸರು
272,Rätsel::N,arvoitus,ಒಗಟು
273,Rede::N,puhe,ಮಾತು
274,Sprache::N,kieli,ಭಾಷೆ
275,Stimme::N,ääni,ಧ್ವನಿ
276,Wort::N,sana,ಮಾತು
277,Zeichen::N,merkki,ಗುರುತು
278,Ruf::N,kutsu,ಕೂಗು
279,Lärm::N,melu,ಸದ್ದು
280,Lärm::N,hälinä,ಸದ್ದು
281,Laut::N,ääni,ಶಬ್ದ
282,Ton::N,sävel,ನಾದ
283,Lied::N,laulu,ಗಾನ
284,Ruhe::N,lepo,ಶಾಂತಿ
285,Ruhe::N,rauha,ಶಾಂತಿ
286,Leute::N,väki,ಮಂದಿ
287,Leute::N,ihmiset,ಮಂದಿ
288,Volk::N,kansa,ಜನಾಂಗ
289,Arbeit::N,työ,ಕೆಲಸ
290,Gast::N,vieras,ಅತಿಥಿ
291,Geschenk::N,lahja,ಕಾಣಿಕೆ
292,Spiel::N,peli,ಆಟ
293,Spiel::N,leikki,ಆಟ
294,Gesellschaft::N,seura,ಸಂಗ
295,Hilfe::N,apu,ಸಹಾಯ
296,Freund::N,ystävä,ಸ್ನೇಹಿತ
297,Kamerad::N,toveri,ಜೊತೆಗಾರ
298,Angelegenheit::N,asia,ವಿಚಾರ
299,Anzahl::N,lukumäärä,ಎಣಿಕೆ
300,Art::N,laji,ತರ
301,Stück::N,pala,ತುಂಡು
302,Stück::N,kappale,ತುಂಡು
303,Teil::N,osa,ಭಾಗ
304,Hälfte::N,puoli,ಅರ್ಧ
305,Kreis::N,ympyrä,ವೃತ್ತ
306,Kreuz::N,risti,ಶಿಲುಬೆ
307,Linie::N,viiva,ರೀಖೆ
308,Strich::N,piirto,ಗೀಟು
309,Abstand::N,väli,ಅಂತರ
310,Abstand::N,väljyys,ಅಂತರ
311,Entfernung::N,etäisyys,ದೂರ
312,Gegend::N,seutu,ವಿಸ್ತೀರ್ಣ
313,Platz::N,tila,ಅಂತರ
314,Ort::N,kohta,ಸ್ಥಳ
315,Ort::N,paikka,ಸ್ಥಳ
316,Seite::N,sivu,ಪಕ್ಷ
317,Seite::N,kylki,ಪಕ್ಷ
318,Mitte::N,keskus,ನಡು
319,Mitte::N,puoliväli,ನಡು
320,Gegenstand::N,kalu,ವಸ್ತು
321,Gegenstand::N,esine,ವಸ್ತು
322,Sache::N,asia,ವಸ್ತು
323,Rand::N,ääri,ಅಂಚು
324,Rand::N,syrjä,ಅಂಚು
325,Kante::N,särmä,ಅಂಚು
326,Ecke::N,nurkka,ಮೂಲೆ
327,Spitze::N,terä,ತುದಿ
328,Spitze::N,kärki,ತುದಿ
329,Ende::N,pää,ಕೊನೆ
330,Ende::N,perä,ಕೊನೆ
331,Loch::N,kolo,ತೂತು
332,Loch::N,reikä,ತೂತು
333,Winkel::N,kulma,ಕೋನ
334,Muster::N,kuvio,ನಮೂನೆ
335,Größe::N,koko,ಪ್ರಮಾಣ
336,Größe::N,suuruus,ಪ್ರಮಾಣ
337,Länge::N,pituus,ಉದ್ದ
338,Höhe::N,korkeus,ಎತ್ತರ
339,Gewicht::N,paino,ತೂಕ
340,Menge::N,määrä,ಮೊತ್ತ
341,Haufen::N,kasa,ರಾಶಿ
342,Reihe::N,rivi,ಸಾಲು
343,Boot::N,vene,ದೋಣಿ
344,Ruder::N,airo,ಹುಟ್ಟು
345,Schlitten::N,reki,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
346,Schlitten::N,kelkka,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
347,Ski::N,suksi,ಜಾರುಪಟ್ಟಿ
348,Lagerfeuer::N,nuotio,ಶಿಬಿರಾಗ್ನಿ
349,Last::N,kuorma,ಹೊರೆ
350,Gang::N,kulku,ತಿರುಗಾಟ
351,Gang::N,käynti,ತಿರುಗಾಟ
352,Schritt::N,askel,ಹೆಜ್ಜೆ
353,Norden::N,pohjoinen,ಉತ್ತರ
354,Süden::N,etelä,ದಕ್ಷಿಣ
355,Westen::N,länsi,ಪಶ್ಚಿಮ
356,Osten::N,itä,ಮೂಡಲು
357,Holz::N,puu,ಚೌಬೀನೆ
358,Brett::N,lauta,ಹಲಗೆ
359,Platte::N,levy,ಹಲಗೆ
360,Stütze::N,noja,ಆಸರೆ
361,Stange::N,tanko,ಕಂಬ
362,Stock::N,keppi,ಕೋಲು
363,Stab::N,sauva,ದೊಣ್ಣೆ
364,Stab::N,seiväs,ದೊಣ್ಣೆ
365,Rohr::N,putki,ನಳಿಕೆ
366,Haus::N,talo,ಮನೆ
367,Heim::N,koti,ಗೃಹ
368,Ofen::N,uuni,ಒಲೆ
369,Fußboden::N,lattia,ನೆಲ
370,Tisch::N,pöytä,ಮೇಜು
371,Stuhl::N,tuoli,ಕುರ್ಚಿ
372,Wiege::N,kehto,ತೊಟ್ಟಿಲು
373,Bett::N,sänky,ಹಾಸಿಗೆ
374,Regal::N,hylly,ಬೀರು
375,Kiste::N,arkku,ಪಟ್ಟಿಗೆ
376,Kiste::N,kirstu,ಪಟ್ಟಿಗೆ
377,Kiste::N,laatikko,ಪಟ್ಟಿಗೆ
378,Fenster::N,ikkuna,ಕಿಟಕಿ
379,Tür::N,ovi,ಬಾಗಿಲು
380,Tor::N,portti,ಹೆಬ್ಬಾಗಿಲು
381,Zaun::N,aita,ಬೇಲಿ
382,Dach::N,katto,ಮಾಳಿಗೆ
383,Leiter::N,tikkaat,ಏಣಿ
384,Leiter::N,tikapuut,ಏಣಿ
385,Besen::N,luuta,ಪೊರಕೆ
386,Spaten::N,lapio,ಗುದ್ದಲಿ
387,Schaufel::N,lapio,ಸನಿಕೆ
388,Gabel::N,haarukka,ಕವಲು
389,Löffel::N,lusikka,ಚಮಚ
390,Messer::N,veitsi,ಚಾಕು
391,Nagel::N,naula,ಆಣಿ
392,Netz::N,verkko,ಬಲೆ
393,Haken::N,haka,ಕೊಂಡಿ
394,Haken::N,koukku,ಕೊಂಡಿ
395,Griff::N,ripa,ಹಿಡಿ
396,Griff::N,kahva,ಹಿಡಿ
397,Schloss::N,lukko,ವೀಗ
398,Bild::N,kuva,ಚಿತ್ರ
399,Figur::N,kuvio,ಆಕಾರ
400,Puppe::N,nukke,ಗೊಂಬೆ
401,Beutel::N,pussi,ಸಂಚಿ
402,Bündel::N,nippu,ಕಟ್ಟು
403,Bündel::N,kimppu,ಕಟ್ಟು
404,Tasche::N,laukku,ಚೀಲ
405,Eimer::N,sanko,ಬಾನೆ
406,Eimer::N,ämpäri,ಬಾನೆ
407,Deckel::N,kansi,ಮುಚ್ಚಳ
408,Geschirr::N,astia,ಭಕ್ಷ್ಯಗಳು
409,Sack::N,säkki,ಮೂಟೆ
410,Tasse::N,kuppi,ಬಟ್ಟಲು
411,Topf::N,pata,ಮಡಕೆ
412,Kessel::N,kattila,ಕೆಟಲ್
413,Essen::N,syönti,ಊಟ
414,Nahrung::N,ruoka,ಆಹಾರ
415,Nahrung::N,ravinto,ಆಹಾರ
416,Speise::N,ruoka,ಊಟ
417,Fleisch::N,liha,ಮಾಂಸ
418,Getreide::N,vilja,ಧಾನ್ಯ
419,Brei::N,puuro,ಗಂಜಿ
420,Brot::N,leipä,ರೊಟ್ಟಿ
421,Scheibe::N,viipale,ಹೋಳು
422,Fett::N,rasva,ಕೊಬ್ಬು
423,Butter::N,voi,ಬೆಣ್ಣೆ
424,Öl::N,öljy,ಎಣ್ಣೆ
425,Salz::N,suola,ಉಪ್ಪು
426,Suppe::N,keitto,ಎಸರು
427,Honig::N,hunaja,ಮಧು
428,Milch::N,maito,ಹಾಲು
429,Tee::N,tee,ಚಹ
430,Leder::N,nahka,ಚಕ್ಕಳ
431,Wolle::N,villa,ಉಣ್ಣೆ
432,Stoff::N,kangas,ಬಟ್ಟೆ
433,Nadel::N,neula,ಸೂಜಿ
434,Faden::N,lanka,ದಾರ
435,Knopf::N,nappi,ಗುಂಡು
436,Knoten::N,solmu,ಗಂಟು
437,Farbe::N,maali,ಬಣ್ಣ
438,Kleidung::N,vaatteet,ಅರಿವೆ
439,Hemd::N,paita,ಅಂಗಿ
440,Kragen::N,kaulus,ಕುತ್ತಿಗೆಪಟ್ಟಿ
441,Ärmel::N,hiha,ತೋಳು
442,Hose::N,housut,ಇಜಾರ
443,Gürtel::N,vyö,ಬೆಲ್ಟು
444,Mütze::N,lakki,ಟೋಪಿ
445,Schuh::N,kenkä,ಪಾದರಕ್ಷೆ
446,Stiefel::N,saapas,ಬೂಟು
447,Ring::N,sormus,ಉಂಗುರ
448,Band::N,nauha,ರಿಬ್ಬನ್
449,Kamm::N,kampa,ಹಣಿಗೆ
450,Spiegel::N,peili,ಕನ್ನಡಿ
451,Riemen::N,hihna,ಬಾರು
452,Schnur::N,naru,ಹುರಿ
453,Schnur::N,nuora,ಹುರಿ
454,Leine::N,talutushihna,ಹಗ್ಗ
455,Decke::N,peite,ಕಂಬಳಿ
456,Kissen::N,tyyny,ದಿಂಬು
457,Kissen::N,pielus,ದಿಂಬು
458,Tuch::N,huivi,ಕೊರಳ ಬಟ್ಟೆ
459,Handtuch::N,pyyheliina,ಚೌಕ
460,Kraft::N,väki,ಬಲ
461,Kraft::N,voima,ಬಲ
462,Stärke::N,vahvuus,ಶಕ್ತಿ
463,Gesundheit::N,terveys,ಆರೋಗ್ಯ
464,Krankheit::N,tauti,ರೋಗ
465,Krankheit::N,sairaus,ರೋಗ
466,Schmerz::N,kipu,ನೋವು
467,Schmerz::N,särky,ನೋವು
468,Wunde::N,haava,ಗಾಯ
469,Fieber::N,kuume,ಜ್ವರ
470,Arznei::N,lääke,ಔಷಧ
471,Brücke::N,silta,ಸೇತುವೆ
472,Brunnen::N,kaivo,ಬಾವಿ
473,Weide::N,laidun,ಗೋಮಾಳ
474,Pfad::N,polku,ದಾರಿ
475,Weg::N,tie,ಹಾದಿ
476,Straße::N,katu,ರಸ್ತೆ
477,Dorf::N,kylä,ಹಳ್ಳಿ
478,Stadt::N,kaupunki,ಪಟ್ಟಣ
479,Brief::N,kirje,ಕಾಗದ
480,Buch::N,kirja,ಪುಸ್ತಕ
481,Buchstabe::N,kirjain,ಅಕ್ಷರ
482,Zeitung::N,lehti,ವಾರ್ತಾಪತ್ರಿಕೆ
483,Zeitung::N,sanomalehti,ವಾರ್ತಾಪತ್ರಿಕೆ
484,Leben::N,elo,ಜೀವನ
485,Leben::N,elämä,ಜೀವನ
486,Tod::N,kuolema,ಮರಣ
487,Grab::N,hauta,ಗೋರಿ
488,Kirche::N,kirkko,ಚರ್ಚು
489,Sünde::N,synti,ಪಾಪ
490,Gott::N,jumala,ದೇವರು
491,Arbeiter::N,työläinen,ಕೆಲಸಗಾರ
492,Chef::N,päällikkö,ದಣಿ
493,Meister::N,mestari,ಶಿಕ್ಷಕ
494,Arzt::N,lääkäri,ವೈದ್ಯ
495,Lehrer::N,opettaja,ಉಪಾಧ್ಯಾಯ
496,Geld::N,raha,ಹಣ
497,Geschäft::N,liike,ವಾಣಿಜ್ಯ
498,Laden::N,puoti,ಅಂಗಡಿ
499,Laden::N,kauppa,ಅಂಗಡಿ
500,Preis::N,hinta,ಬೆಲೆ
501,Ware::N,tavara,ಸರಕು
502,Nutzen::N,hyöty,ಲಾಭ
503,Reichtum::N,rikkaus,ಸಂಪತ್ತು
504,Welt::N,maailma,ಭೂಲೋಕ
505,Land::N,maa,ದೇಶ
506,Staat::N,valtio,ರಾಜ್ಯ
507,König::N,kuningas,ರಾಜ
508,Macht::N,mahti,ಅಧಿಕಾರ
509,Grenze::N,raja,ಗಡಿ
510,Krieg::N,sota,ಯುದ್ಧ
511,Feind::N,vihollinen,ಶತ್ರು
512,Gewalt::N,väkivalta,ಹಿಂಸೆ
513,Kampf::N,taistelu,ಹೋರಾಟ
514,Bogen[Waffe]::N,jousi,ಬಿಲ್ಲು
515,Pfeil::N,nuoli,ಅಂಬು
516,Gewehr::N,kivääri,ಬಂದೂಕು
517,Fehler::N,vika,ತಪ್ಪು
518,Fehler::N,virhe,ತಪ್ಪು
519,Lüge::N,valhe,ಸುಳ್ಳು
520,Schaden::N,vaurio,ಹಾನಿ
521,Schaden::N,vahinko,ಹಾನಿ
522,Unglück::N,vahinko,ಅಪಾಯ
523,Unglück::N,onnettomuus,ಅಪಾಯ
524,Schuld::N,syy,ದೋಷ
525,Alter::N,ikä,ಮುಪ್ಪು
526,Schluss::N,loppu,ಮುಕ್ತಾಯ
527,Zeit::N,aika,ಕಾಲ
528,Tag::N,päivä,ದಿನ
529,Morgen::N,aamu,ಮುಂಜಾನೆ
530,Morgen::N,huomen,ಮುಂಜಾನೆ
531,Mittag::N,keskipäivä,ನಡುಹಗಲು
532,Abend::N,ilta,ಸಂಜೆ
533,Nacht::N,yö,ರಾತ್ರಿ
534,Woche::N,viikko,ವಾರ
535,Monat::N,kuukausi,ತಿಂಗಳು
536,Jahr::N,vuosi,ಸಂವತ್ಸರ
537,Frühling::N,kevät,ವಸಂತ
538,Sommer::N,kesä,ಬಿಸಿಲುಕಾಲ
539,Herbst::N,syksy,ಶರತ್ಕಾಲ
540,Winter::N,talvi,ಚಳಿಗಾಲ
541,Januar::N,tammikuu,ನಾಲ್ಚಳಿ
542,Februar::N,helmikuu,ಅಯ್ಚಳಿ
543,März::N,maaliskuu,ಮೊಬ್ಬೇಸಿಗೆ
544,April::N,huhtikuu,ಇಬ್ಬೇಸಿಗೆ
545,Mai::N,toukokuu,ಮುಬ್ಬೇಸಿಗೆ
546,Juni::N,kesäkuu,ಮೊಮ್ಮಳೆ
547,Juli::N,heinäkuu,ಇಮ್ಮಳೆ
548,August::N,elokuu,ಮುಮ್ಮಳೆ
549,September::N,syyskuu,ನಾಲ್ಮಳೆ
550,Oktober::N,lokakuu,ಮೊಚ್ಚಳಿ
551,November::N,marraskuu,ಇಚ್ಚಳಿ
552,Dezember::N,joulukuu,ಮುಚ್ಚಳಿ
553,Montag::N,maanantai,ಸೋಮುವಾರ
554,Dienstag::N,tiistai,ಮಂಗಳವಾರ
555,Mittwoch::N,keskiviikko,ಬುಧವಾರ
556,Donnerstag::N,torstai,ಗುರುವಾರ
557,Freitag::N,perjantai,ಶುಕ್ರವಾರ
558,Samstag::N,lauantai,ಶನಿವಾರ
559,Sonntag::N,sunnuntai,ಭಾನುವಾರ
560,groß::A,iso,ದೊಡ್ಡ
561,groß::A,suuri,ದೊಡ್ಡ
562,klein::A,pieni,ಪುಟ್ಟ
563,lang::A,pitkä,ದೀರ್ಘ
564,kurz::A,lyhyt,ಚಕ್ಕ
