,Concept_ID,fi,kn
1098,siegen::V,voittaa,ಗೆಲ್ಲು
1099,ärgern::V,ärsyttää,ರೇಗಿಸು
1100,schlagen::V,lyödä,ಹೊಡೆ
1101,treten::V,potkaista,ಒದೆ
1102,stechen::V,pistää,ಚುಚ್ಚು
1103,stoßen::V,sysätä,ತಳ್ಳು
1104,stoßen::V,työntää,ತಳ್ಳು
1105,stehlen::V,varastaa,ಕದಿ
1106,stören::V,häiritä,ಕತಕು
1107,belästigen::V,häiritä,ತೊಂದರೆ
1108,verbergen::V,kätkeä,ಮರೆಮಾಜು
1109,täuschen::V,harhauttaa,ಠಕ್ಕಿಸು
1110,betrügen::V,pettää,ವಂಚಿಸು
1111,betrügen::V,petkuttaa,ವಂಚಿಸು
1112,töten::V,tappaa,ಕೊಲ್ಲು
1113,wohnen::V,asua,ವಾಸಿಸು
1114,arbeiten::V,tehdä työtä,ಕೆಲಸ ಮಾಡು
1115,arbeiten::V,työskennellä,ಕೆಲಸ ಮಾಡು
1116,sammeln::V,koota,ಸಂಚಯಿಸು
1117,sammeln::V,kerätä,ಸಂಚಯಿಸು
1118,pflücken::V,poimia,ಬಿಡಿಸು
1119,jagen::V,metsästää,ಬೇಟೆಯಾಡು
1120,fischen::V,kalastaa,ಮೀನು ಹಿಡಿ
1121,fassen::V,pyydystää,ಹಿಡಿ
1122,fassen::V,saalistaa,ಹಿಡಿ
1123,hüten::V,paimentaa,ಗುಂಪುಸೇರಿಸು
1124,treiben::V,ajaa,ದಬ್ಬು
1125,anbinden::V,kytkeä,ಬಿಗಿ
1126,füttern::V,ruokkia,ಮೇಯಿಸು
1127,melken::V,lypsää,ಹಾಲು ಕರೆ
1128,hacken::V,hakata,ತುಂಡರಿಸು
1129,gießen::V,kastella,ನೀರುಹಾಕು
1130,reifen::V,kypsyä,ಕಳಿ
1131,zubereiten::V,valmistaa,ಅಡಿಗೆಮಾಡು
1132,kochen::V,keittää,ಅಡು
1133,backen::V,leipoa,ಬೇಯಿಸು
1134,braten::V,paistaa,ಕರಿ
1135,umrühren::V,hämmentää,ಕಲಕು
1136,stricken::V,kutoa,ಹೆಣೆ
1137,stricken::V,neuloa,ಹೆಣೆ
1138,nähen::V,ommella,ಹೊಲಿ
1139,färben::V,värjätä,ಬಣ್ಣ ಹತ್ತು
1140,färben::V,värittää,ಬಣ್ಣ ಹತ್ತು
1141,reinigen::V,puhdistaa,ಸ್ವಚ್ಛಮಾಡು
1142,waschen::V,pestä,ತೊಳೆ
1143,abwischen::V,pyyhkiä,ಒರಸು
1144,spülen::V,huuhtoa,ಗಲಬರಿಸು
1145,fegen::V,pyyhkäistä,ಗುಡಿಸು
1146,kehren::V,lakaista,ಗುಡಿಸು
1147,baden::V,kylpeä,ಸ್ನಾನಮಾಡು
1148,sich waschen::V,peseytyä,ತೊಳೆ
1149,ausziehen::V,riisua,ಬಿಚ್ಚು
1150,anziehen::V,pukea ylleen,ಹಾಕು
1151,sich anziehen::V,pukeutua,ಹಾಕು
1152,kämmen::V,kammata,ಬಾಚು
1153,schmücken::V,koristaa,ಅಲಂಕರಿಸು
1154,schmücken::V,kaunistaa,ಅಲಂಕರಿಸು
1155,sagen::V,sanoa,ಹೇಳು
1156,sprechen::V,puhua,ನುಡಿ
1157,reden::V,keskustella,ನುಡಿ
1158,sich unterhalten::V,jutella,ಹರಟೆ ಹೊಡಿ
1159,fragen::V,kysyä,ವಿಚಾರಿಸು
1160,bitten::V,pyytää,ಬೇಡು
1161,erzählen::V,kertoa,ಹೇಳು
1162,mitteilen::V,ilmoittaa,ತಿಳಿಸು
1163,nennen::V,kutsua,ಹೆಸರಿಡು
1164,nennen::V,nimittää,ಹೆಸರಿಡು
1165,rufen::V,kutsua,ಕರೆ
1166,prahlen::V,kerskailla,ಜಂಬ ಕೊಚ್ಚು
1167,übersetzen::V,kääntää,ಭಾಷಾಂತರಿಸು
1168,denken::V,miettiä,ಯೋಚಿಸು
1169,denken::V,ajatella,ಯೋಚಿಸು
1170,glauben::V,uskoa,ನಂಬು
1171,bemerken::V,huomata,ಗಮನಿಸು
1172,erkennen::V,tunnistaa,ಗುರುತುಹಿಡಿ
1173,begreifen::V,ymmärtää,ಗ್ರಹಿಸು
1174,verstehen::V,ymmärtää,ಅರ್ಥಮಾಡಿಕೊ
1175,lernen::V,oppia,ಕಲಿ
1176,wissen::V,tietää,ಅರಿ
1177,sich erinnern an::V,muistaa,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1178,vergessen::V,unohtaa,ಮರೆತುವಿಡು
1179,messen::V,mitata,ಅಳೆ
1180,zählen::V,laskea,ಗಣಿಸು
1181,rechnen::V,laskea,ಲೆಕ್ಕ ಹಾಕು
1182,lesen::V,lukea,ಓದು
1183,malen::V,maalata,ಬಿಡಿಸು
1184,zeichnen::V,piirtää,ಬಿಡಿಸು
1185,zeichnen::V,piirustaa,ಬಿಡಿಸು
1186,schreiben::V,kirjoittaa,ಬರೆ
1187,besitzen::V,omistaa,ಒಡೆಯನಾಗಿರು
1188,kaufen::V,ostaa,ಕೊಳ್ಳು
1189,verkaufen::V,myydä,ಕೊಡು
1190,bezahlen::V,maksaa,ಬೆಲೆತೆರು
1191,zahlen::V,maksaa,ಹಣವನ್ನುಕೊಡು
1192,beherrschen::V,hallita,ಅಧಿಕಾರ ನಡೆಸು
1193,ertragen::V,kestää,ಸಹಿಸು
