,Concept_ID,es,mdf
151,Schwanz::N,cola,пула
152,Ei::N,huevo,ал
153,Nest::N,nido,пиза
154,Bau::N,madriguera,пиза
155,Tier::N,animal,жува́та
156,Herde::N,rebaño,нал
157,Herde::N,rebaño,стада
158,Kuh::N,vaca,скал
159,Kuh::N,vaca,тракс
160,Bulle::N,toro,бука
161,Pferd::N,caballo,лишме
162,Schaf::N,oveja,уча́
163,Schwein::N,cerdo,тува
164,Hund::N,perro,пине
165,Katze::N,gato,катоня
166,Katze::N,gato,аваката
167,Bär::N,oso,офта
168,Eichhörnchen::N,ardilla,ур
169,Elch::N,alce,ся́рда
170,Fuchs::N,zorro,келазь
171,Hase::N,liebre,ну́мол
172,Maus::N,ratón,шеер
173,Wolf::N,lobo,върьгаз
174,Vogel::N,ave,нармонь
175,Vogel::N,pájaro,нармонь
176,Schwarm::N,bandada,ко́вол
177,Schwarm::N,bandada,ме́швеле
178,Huhn::N,gallina,сараз
179,Hahn::N,gallo,а́тякш
180,Gans::N,oca,маци
181,Gans::N,ganso,маци
182,Adler::N,águila,куцькан
183,Ente::N,pato,яксярга
184,Eule::N,lechuza,ко́рож
185,Kranich::N,grulla,ка́рга
186,Krähe::N,corneja,ва́рси
187,Kuckuck::N,cuco,ку́ку
188,Schwan::N,cisne,ло́ксти
189,Fisch::N,pez,кал
190,Barsch::N,perca,о́кунь
191,Hecht::N,lucio,щу́ка
192,Schlange[Tier]::N,serpiente,куй
193,Wurm::N,gusano,сукс
194,Spinne::N,araña,унжа́
195,Ameise::N,hormiga,панжам
196,Laus::N,piojo,си
197,Mücke::N,mosquito,ся́ське
198,Fliege::N,mosca,кару
199,Schmetterling::N,mariposa,ме́лав
200,Beere::N,baya,и́мож
201,Apfel::N,manzana,марь
202,Pilz::N,seta,панга
203,Pilz::N,hongo,панга
204,Zwiebel::N,cebolla,шурьхкя́
205,Saat::N,siembra,видьмот
206,Korn::N,grano,сёра
207,Heu::N,heno,тише
208,Schale::N,cáscara,кедь
209,Grube::N,foso,лотка
210,Falle::N,trampa,туфкс
211,Falle::N,trampa,кунда́ма
212,Schlinge::N,lazo,килькш
213,Spur::N,huella,пильгоки́
214,Asche::N,ceniza,кулу
215,Dreck::N,suciedad,ърда́з
216,Eisen::N,hierro,кшни
217,Gold::N,oro,ока
218,Gold::N,oro,золота
219,Silber::N,plata,сия́
220,Kohle::N,carbón,седь
221,Kohle::N,carbón,седьвальмя
222,Glas::N,vidrio,кля́нцек
223,Glas::N,cristal,кля́нцек
224,Lehm::N,barro,сёвонь
225,Sand::N,arena,шува́р
226,Mensch::N,hombre,ломань
227,Mensch::N,ser humano,ломань
228,Mann::N,hombre,аля
229,Mann::N,hombre,цёраломань
230,Frau::N,mujer,ава
231,Kind::N,niño,идь
232,Kind::N,niño,шаба
233,Junge::N,chico,цёраня
234,Junge::N,muchacho,цёраня
235,Mädchen::N,chica,стирня́
236,Mädchen::N,muchacha,стирня́
237,Familie::N,familia,тнал
238,Familie::N,familia,семья
239,Großvater::N,abuelo,атя
240,Großvater::N,abuelo,щя́тя
241,Großmutter::N,abuela,баба
242,Eltern::N,padres,тя́дят-а́лят
243,Vater::N,padre,аля
244,Mutter::N,madre,ава
245,Mutter::N,madre,тядя
246,Sohn::N,hijo,цёра
247,Tochter::N,hija,стирь
248,Bruder::N,hermano,дуган
249,Bruder::N,hermano,пяльне
250,Schwester::N,hermana,ака
251,Schwester::N,hermana,сазор
252,Onkel::N,tío,оця
253,Onkel::N,tío,патя
254,Onkel::N,tío,щеня́
255,Tante::N,tía,ака
256,Tante::N,tía,щака
257,Ehemann::N,esposo,мирде
258,Ehefrau::N,esposa,ърьвя́
259,Freude::N,placer,ке́нярдема
260,Freude::N,alegría,ке́нярдема
261,Gelächter::N,risa,рахсема
262,Gelächter::N,carcajada,рахсема
263,Glück::N,felicidad,паваз
264,Kummer::N,pena,ризф
265,Kummer::N,pena,пичефкс
266,Wunsch::N,deseo,мяль
267,Wunsch::N,deseo,таколдома
268,Lust::N,ganas,таколдома
269,Geist::N,mente,вайме
270,Geist::N,espíritu,вайме
271,Gedanke::N,idea,мяль
272,Gedanke::N,pensamiento,мяль
273,Gedächtnis::N,memoria,прявий
274,Verstand::N,razón,прявий
275,Verstand::N,entendimiento,прявий
276,Sinn::N,sentido,ён
277,Sinn::N,significado,ён
278,Grund::N,causa,туфта́л
279,Wahrheit::N,verdad,ви́де
280,Wahrheit::N,verdad,видеши́
281,Gespräch::N,conversación,корхтама
282,Märchen::N,cuento,ёфкс
283,Erzählung::N,cuento,азкс
284,Erzählung::N,narración,азкс
285,Nachricht::N,mensaje,куля́
286,Neuigkeit::N,noticia,куля́
287,Name::N,nombre,лем
288,Rätsel::N,acertijo,со́дама ёфкс
289,Rätsel::N,adivinanza,со́дама ёфкс
290,Rede::N,discurso,вал
291,Rede::N,discurso,корхтама
292,Sprache::N,lengua,кяль
293,Stimme::N,voz,вайгяль
294,Wort::N,palabra,вал
295,Zeichen::N,señal,тя́ште
296,Zeichen::N,señal,тя́штькс
297,Ruf::N,llamada,тердема
298,Lärm::N,ruido,гайф
299,Lärm::N,ruido,жалакодома
300,Lärm::N,barullo,гайф
301,Lärm::N,barullo,жалакодома
302,Laut::N,sonido,вайгяль
303,Ton::N,tono,вайгяль
304,Lied::N,canción,мора
305,Ruhe::N,calma,сетьме
306,Ruhe::N,silencio,сетьме
307,Leute::N,gente,ломатть
308,Volk::N,pueblo,наро́д
309,Arbeit::N,trabajo,тев
310,Gast::N,huésped,и́нжи
311,Gast::N,huésped,ко́нак
312,Gast::N,invitado,и́нжи
313,Gast::N,invitado,ко́нак
314,Geschenk::N,regalo,казне
315,Spiel::N,juego,налхкома
316,Spiel::N,juego,налхксема
317,Gesellschaft::N,compañía,кружок
318,Hilfe::N,ayuda,лездома
319,Hilfe::N,socorro,лездома
320,Freund::N,amigo,я́лга
321,Kamerad::N,camarada,я́лга
322,Kamerad::N,compañero,я́лга
323,Angelegenheit::N,asunto,тев
324,Anzahl::N,cantidad,лувкс
325,Art::N,tipo,вид
326,Art::N,clase,вид
327,Stück::N,pieza,пакш
328,Teil::N,parte,часть
329,Teil::N,parte,пялькс
330,Hälfte::N,mitad,пяле
331,Kreis::N,círculo,шаркс
332,Kreuz::N,cruz,крёз
333,Linie::N,línea,межа
334,Linie::N,línea,китькс
335,Strich::N,raya,межа
336,Strich::N,trazo,межа
337,Abstand::N,distancia,ётка
338,Entfernung::N,distancia,ётка
339,Gegend::N,región,ва́ста
340,Gegend::N,región,перьфпя́ль
341,Gegend::N,comarca,ва́ста
342,Gegend::N,comarca,перьфпя́ль
343,Platz::N,espacio,ва́ста
344,Ort::N,sitio,ва́ста
345,Seite::N,lado,пяле
346,Seite::N,costado,пяле
347,Mitte::N,medio,кучка́
348,Mitte::N,centro,кучка́
349,Gegenstand::N,objeto,веща
350,Sache::N,cosa,тев
351,Sache::N,cosa,веща
352,Rand::N,borde,пе
353,Kante::N,borde,и́рдез
354,Ecke::N,esquina,ужа
355,Spitze::N,punta,пря
356,Ende::N,cabo,пе
357,Ende::N,extremo,пе
358,Loch::N,agujero,варя
359,Loch::N,abertura,варя
360,Winkel::N,ángulo,ужа
361,Muster::N,dibujo,сёрма
362,Größe::N,tamaño,серь
363,Länge::N,longitud,кува́лма
364,Höhe::N,altura,серь
365,Höhe::N,altitud,серь
366,Gewicht::N,peso,сталма
367,Menge::N,cantidad,лувкс
368,Haufen::N,montón,мар
369,Reihe::N,fila,ряд
370,Boot::N,bote,венеж
371,Boot::N,barca,венеж
372,Ruder::N,remo,миле
373,Schlitten::N,trineo,ну́рда
374,Ski::N,esquí,сокс
375,Lagerfeuer::N,hoguera,то́лмар
376,Last::N,carga,канкс
377,Last::N,carga,сталма
378,Gang::N,marcha,молема
379,Schritt::N,paso,аськолкс
380,Norden::N,norte,якшама шире
381,Süden::N,sur,ля́мбе ши́ре
382,Westen::N,oeste,ши валгома шире
383,Osten::N,este,шинь стяма шире
384,Holz::N,madera,вирь
385,Holz::N,madera,шуфта
386,Brett::N,tabla,лавця
387,Platte::N,placa,плита́
388,Platte::N,plancha,плита́
389,Stütze::N,sostén,неже
390,Stütze::N,soporte,неже
391,Stange::N,vara,олга
392,Stange::N,percha,олга
393,Stock::N,palo,байдек
394,Stock::N,bastón,байдек
395,Stab::N,vara,олгоня
396,Stab::N,bastón,олгоня
397,Rohr::N,tubo,турама
398,Haus::N,casa,куд
399,Heim::N,hogar,куд
400,Ofen::N,estufa,пянакуд
401,Fußboden::N,suelo,кия́кс
402,Tisch::N,mesa,шра
403,Tisch::N,mesa,моркш
404,Stuhl::N,silla,стул
405,Wiege::N,cuna,нюря́м
406,Bett::N,cama,ацам
407,Regal::N,estantería,лавцяланга
408,Kiste::N,caja,парга
409,Fenster::N,ventana,валмья
410,Tür::N,puerta,кенкш
411,Tor::N,puerta,ортат
412,Zaun::N,valla,перяфкс
413,Zaun::N,cercado,перяфкс
414,Dach::N,techo,кудпря
415,Dach::N,tejado,кудпря
416,Leiter::N,escalera,куцема
417,Besen::N,escoba,тяльме
418,Spaten::N,pala,ка́йме
419,Schaufel::N,pala,ко́поня
420,Schaufel::N,pala,ця́рдом
421,Schaufel::N,paleta,ко́поня
422,Schaufel::N,paleta,ця́рдом
423,Gabel::N,tenedor,ця́нгоня
424,Löffel::N,cuchara,куцю
425,Messer::N,cuchillo,пеель
426,Nagel::N,clavo,эска
427,Netz::N,red,
428,Haken::N,gancho,кя́чказ
429,Haken::N,corchete,кя́чказ
430,Griff::N,asa,недь
431,Griff::N,asa,кунда́мка
432,Griff::N,mango,недь
433,Griff::N,mango,кунда́мка
434,Schloss::N,cerradura,замо́к
435,Bild::N,imagen,карти́на
436,Figur::N,figura,ронга-понда
437,Puppe::N,muñeca,ня́ка
438,Beutel::N,bolsa,кяскав
439,Bündel::N,haz,кярьме
440,Tasche::N,bolso,кошяльня
441,Eimer::N,cubo,ве́дарка
442,Deckel::N,tapa,тавадкс
443,Deckel::N,tapa,вельхкс
444,Deckel::N,tapadera,тавадкс
445,Deckel::N,tapadera,вельхкс
446,Geschirr::N,vajilla,кядьге
447,Sack::N,saco,кяскав
448,Tasse::N,taza,ша́ваня
449,Topf::N,olla,кавозь
450,Topf::N,marmita,кавозь
451,Kessel::N,caldera,сргавозь
452,Essen::N,comida,ярхцама
453,Nahrung::N,alimento,ярхцампяль
454,Speise::N,plato,ярхцама
455,Fleisch::N,carne,пал
456,Fleisch::N,carne,сиволь
457,Getreide::N,cereales,сёра
458,Brei::N,puré,ям
459,Brei::N,papilla,ям
460,Brot::N,pan,кши
461,Scheibe::N,lonja,кочам
462,Scheibe::N,rebanada,кочам
463,Fett::N,grasa,куя́
464,Butter::N,mantequilla,вай
465,Öl::N,aceite,вай
466,Salz::N,sal,сал
467,Suppe::N,sopa,шонгарям
468,Suppe::N,sopa,коршампяль
469,Honig::N,miel,медь
470,Milch::N,leche,лофца
471,Tee::N,té,чай
472,Leder::N,cuero,кедь
473,Wolle::N,lana,пона
474,Stoff::N,tela,котф
475,Stoff::N,tejido,котф
476,Nadel::N,aguja,салмокс
477,Faden::N,hilo,сюре
478,Knopf::N,botón,пуня
479,Knoten::N,nudo,сюлма
480,Farbe::N,pintura,архтомбяль
481,Kleidung::N,ropa,щам
482,Kleidung::N,vestidos,щам
483,Hemd::N,camisa,па́нар
484,Kragen::N,cuello,сиве
485,Ärmel::N,manga,ожа
486,Hose::N,pantalón,понкст
487,Gürtel::N,cinturón,каркс
488,Mütze::N,gorro,вазь
489,Schuh::N,zapato,башма́к
490,Stiefel::N,bota,кя́ме
491,Ring::N,anillo,суркс
492,Band::N,cinta,керькс
493,Band::N,cinta,лента
494,Kamm::N,peine,сюрьхцем
495,Spiegel::N,espejo,ванома
496,Riemen::N,correa,шнань каркс
497,Schnur::N,cuerda,пикс
498,Schnur::N,cuerda,карькскя
499,Leine::N,correa,вядьме
500,Decke::N,manta,вельхкс
501,Kissen::N,almohada,тоду
502,Tuch::N,pañuelo,руця́
503,Handtuch::N,toalla,на́рдама
504,Kraft::N,fuerza,вий
505,Stärke::N,fuerza,вииши
506,Gesundheit::N,salud,шумбраши́
507,Krankheit::N,enfermedad,урма́
508,Krankheit::N,enfermedad,сярядема
509,Schmerz::N,dolor,маряма
510,Wunde::N,llaga,керф
511,Wunde::N,herida,керф
512,Fieber::N,fiebre,маштыкс
513,Arznei::N,medicina,надо́бья
514,Arznei::N,medicina,пъчка́фтома
515,Arznei::N,medicamento,надо́бья
516,Arznei::N,medicamento,пъчка́фтома
517,Brücke::N,puente,седь
518,Brunnen::N,pozo,эши
519,Weide::N,pasto,ванома васта
520,Pfad::N,sendero,ян
521,Pfad::N,sendero,киня́
522,Weg::N,camino,ки
523,Straße::N,vía,ки
524,Straße::N,carretera,ки
525,Dorf::N,aldea,веле
526,Dorf::N,pueblo,веле
527,Stadt::N,ciudad,ош
528,Brief::N,carta,сёрма
529,Buch::N,libro,книга
530,Buchstabe::N,letra,бу́ква
531,Buchstabe::N,carácter,бу́ква
532,Zeitung::N,diario,газе́та
533,Zeitung::N,periódico,газе́та
534,Leben::N,vida,эряф
535,Leben::N,vida,эряма
536,Tod::N,muerte,кулома́
537,Grab::N,tumba,калма
538,Grab::N,sepulcro,калма
539,Kirche::N,iglesia,це́рькав
540,Sünde::N,pecado,пежеть
541,Sünde::N,pecado,муворкс
542,Gott::N,dios,шкай
543,Arbeiter::N,obrero,трудендай
544,Arbeiter::N,obrero,работник
545,Arbeiter::N,trabajador,трудендай
546,Arbeiter::N,trabajador,работник
547,Chef::N,jefe,азор
548,Chef::N,jefe,оцюня
549,Meister::N,maestro,мастяр
550,Arzt::N,médico,врач
551,Arzt::N,médico,доктор
552,Lehrer::N,profesor,учи́тель
553,Geld::N,dinero,ярмакт
554,Geschäft::N,negocio,ладяфкс
555,Geschäft::N,negocio,ладяф тев
556,Laden::N,tienda,ла́вка
557,Preis::N,precio,питне
558,Ware::N,mercancía,миф
559,Ware::N,mercancía,ра́маф
560,Nutzen::N,provecho,пара
561,Nutzen::N,provecho,лезкс
562,Reichtum::N,riqueza,ко́зяши
563,Welt::N,mundo,свет
564,Land::N,país,мастор
565,Staat::N,Estado,государства
566,König::N,rey,король
567,Macht::N,poder,азорондама
568,Macht::N,poder,азорксши
569,Macht::N,potencia,азорондама
570,Macht::N,potencia,азорксши
571,Grenze::N,frontera,ёткаян
572,Krieg::N,guerra,война́
573,Feind::N,enemigo,душман
574,Feind::N,enemigo,каршек тюри
575,Gewalt::N,violencia,наругама
576,Kampf::N,lucha,тюрема́
577,Kampf::N,combate,тюрема́
578,Bogen[Waffe]::N,arco,нал
579,Pfeil::N,flecha,нал
580,Gewehr::N,fusil,винто́вка
581,Gewehr::N,escopeta,винто́вка
582,Fehler::N,error,эльбядькс
583,Lüge::N,mentira,васькафнема
584,Schaden::N,daño,зия́н
585,Unglück::N,desgracia,зия́н
586,Schuld::N,culpa,муворши
587,Alter::N,edad,эряф кизот
588,Alter::N,edad,эряфонь пинге
589,Schluss::N,fin,пе
590,Schluss::N,final,пе
591,Zeit::N,tiempo,пинге
592,Tag::N,día,ши
593,Morgen::N,mañana,шобдава
594,Mittag::N,mediodía,шикучка
595,Abend::N,noche,иля́дь
596,Nacht::N,noche,ве
597,Woche::N,semana,недя́ля
598,Monat::N,mes,ков
599,Jahr::N,año,киза
600,Frühling::N,primavera,тунда́
601,Sommer::N,verano,киза
602,Herbst::N,otoño,сёксе
603,Winter::N,invierno,тяла
604,Januar::N,enero,кельмеков
605,Februar::N,febrero,уфайков
606,März::N,marzo,марайков
607,April::N,abril,шудиков
608,Mai::N,mayo,панжиков
609,Juni::N,junio,лямбеков
610,Juli::N,julio,псиков
611,August::N,agosto,сёроньков
612,September::N,septiembre,тюжягов
613,Oktober::N,octubre,кельмазаков
614,November::N,noviembre,эйндамков
615,Dezember::N,diciembre,кучкаков
616,Montag::N,lunes,одговши
617,Dienstag::N,martes,ша́вши
618,Mittwoch::N,miércoles,вержи
619,Donnerstag::N,jueves,шува́ланя
620,Freitag::N,viernes,пя́денця
621,Samstag::N,sábado,ёткши
622,Sonntag::N,domingo,таргоши
623,groß::A,grande,оцю
624,klein::A,pequeño,ёмла
625,lang::A,largo,кува́ка
626,kurz::A,corto,нюрьхкя́ня
627,breit::A,ancho,кели
628,schmal::A,estrecho,тяйня
629,dicht::A,denso,сиде
630,dicht::A,denso,туста
631,dick[Gegenstand]::A,grueso,эчке
632,dünn::A,fino,шува́ня
633,dünn::A,delgado,шува́ня
634,fein::A,fino,шува́ня
635,fein::A,delicado,шува́ня
636,fest::A,firme,кеме
637,fest::A,sólido,кеме
638,flach::A,plano,лапш
639,glatt::A,liso,вадяв
640,glatt::A,liso,такор
641,hart::A,duro,калгода
642,weich::A,muelle,ляпе
643,rund::A,redondo,кру́глай
644,spitz::A,agudo,ботаз
645,spitz::A,agudo,оржа
646,spitz::A,apuntado,ботаз
647,spitz::A,apuntado,оржа
648,scharf::A,agudo,оржа
649,scharf::A,afilado,оржа
650,stumpf::A,sin filo,ношка
651,schwer::A,pesado,стака
652,schön::A,bello,мазы
653,schön::A,hermoso,мазы
654,heiß::A,caluroso,пси
655,warm::A,cálido,лямбе
656,warm::A,caliente,лямбе
657,kalt::A,frío,кельме
658,kühl::A,fresco,эше
659,frisch::A,fresco,свежай
660,feucht::A,húmedo,летьке
661,nass::A,mojado,начка
662,trocken::A,seco,коське
663,voll::A,lleno,пяшксе
664,leer::A,vacío,шава
665,offen::A,abierto,панжада
666,offen::A,abierto,виде
667,geschlossen::A,cerrado,пякстаф
668,geschlossen::A,cerrado,сёлгф
669,sauber::A,limpio,ару
670,schmutzig::A,sucio,рда́зу
671,schmutzig::A,sucio,пя́ндра
672,roh::A,crudo,верок
673,reif::A,maduro,ке́нерьф
674,lecker::A,rico,танцти
675,lecker::A,sabroso,танцти
676,süß::A,dulce,ламбама
677,bitter::A,amargo,сяпи
678,sauer::A,agrio,шапама
679,hell::A,claro,валда
680,dunkel::A,oscuro,шобда
681,schwarz::A,negro,равжа
682,weiß::A,blanco,акша
683,rot::A,rojo,якстерь
684,gelb::A,amarillo,тюжя́
685,blau::A,azul,сенем
686,grün::A,verde,пиже
687,grün::A,verde,сянгяря
688,grau::A,gris,уле
689,bunt::A,multicolor,сёрмав
690,billig::A,barato,у́цез
691,billig::A,barato,аф пи́тни
692,teuer::A,caro,пи́тни
693,wertvoll::A,valioso,питни
694,wertvoll::A,precioso,питни
695,blind::A,ciego,сокор
696,taub::A,sordo,пярав
697,kräftig::A,fuerte,пяк вии
698,stark::A,fuerte,вии
699,stark::A,vigoroso,вии
700,schwach::A,débil,лафча
701,fett::A,obeso,куя́
702,schlank::A,esbelto,виде ронга
703,hübsch::A,mono,мазы
704,hübsch::A,guapo,мазы
705,böse::A,malo,кяжи
706,dumm::A,tonto,аф ёню
707,dumm::A,tonto,шава пря
708,dumm::A,estúpido,аф ёню
709,dumm::A,estúpido,шава пря
710,faul::A,vago,нола
711,faul::A,perezoso,нола
712,fleißig::A,aplicado,ку́лхцонды
713,fleißig::A,diligente,ку́лхцонды
714,geizig::A,avaro,кирьжя
715,geizig::A,avaro,жаднай
716,klug::A,sensato,ёню
717,klug::A,sensato,пря́ви
718,klug::A,inteligente,ёню
719,klug::A,inteligente,пря́ви
720,geschickt::A,hábil,маштозь тиф
721,lieb::A,querido,цебярь
722,lustig::A,alegre,ра́хси
723,sanft::A,suave,сетьме
724,hungrig::A,hambriento,вача
725,hungrig::A,hambriento,вачеда
726,krank::A,enfermo,сяряди
727,nackt::A,desnudo,штада
728,nackt::A,desnudo,кърхтапа
729,traurig::A,triste,ла́жнай
730,lebendig::A,vivo,эряй
731,lebendig::A,viviente,эряй
732,gut::A,bueno,пара
733,gut::A,bueno,цебярь
734,schlecht::A,malo,кальдяв
735,richtig::A,justo,виде
736,richtig::A,correcto,виде
737,schlimm::A,malo,кальдяв
738,schlimm::A,grave,кальдяв
739,wahr::A,verídico,афкуксонь
740,wahr::A,verdadero,афкуксонь
741,alt::A,viejo,ташта
742,neu::A,nuevo,од
743,ehemalig::A,antiguo,и́нгольдень
744,alt[Lebewesen]::A,viejo,сире
745,jung::A,joven,од
746,arm::A,pobre,а́шу
747,reich::A,rico,козя
748,bekannt::A,conocido,содаф
749,berühmt::A,famoso,содавикс
750,berühmt::A,célebre,содавикс
751,fremd::A,extraño,лия
752,fremd::A,extraño,аф содаф
753,verschieden::A,diverso,аф фкя ла́цонь
754,verschieden::A,distinto,аф фкя ла́цонь
755,verschieden::A,diferente,аф фкя ла́цонь
756,nah::A,cercano,мала
757,nah::A,cercano,аф ичкоздень
758,fern::A,lejano,и́чкоздень
759,fern::A,lejano,куна́рдонь
760,linker::A,izquierdo,кержи
761,rechter::A,derecho,види
762,anderer::A,otro,лия
763,erster::A,primero,васенце
764,zweiter::A,segundo,омбоце
765,dritter::A,tercero,колмоце
766,letzter::A,último,ме́кольце
767,allein::ADV,a solo,ськамонза
768,auf einmal::ADV,de una vez,вихцок
769,zusammen::ADV,juntos,марс
770,zusammen::ADV,juntos,ма́рса
771,lange::ADV,mucho tiempo,кува́тьс
772,plötzlich::ADV,de repente,а́пак учт
773,sofort::ADV,en seguida,тяникиге
774,später::ADV,más tarde,ме́ле
775,jetzt::ADV,ahora,тяни
776,heute::ADV,hoy,тячи
777,morgen::ADV,mañana,ва́нды
778,bald::ADV,pronto,курок
779,bald::ADV,en breve,курок
780,dann::ADV,luego,меле
781,dann::ADV,luego,сяда меле
782,dann::ADV,entonces,меле
783,dann::ADV,entonces,сяда меле
784,gestern::ADV,ayer,ися́к
785,einst::ADV,antaño,весть
786,einst::ADV,antaño,мзя́рда-бди
787,damals::ADV,entonces,эста
788,danach::ADV,después,меле
789,vorher::ADV,antes,инголи
790,zuerst::ADV,primero,ва́сенда
791,einmal::ADV,una vez,весть
792,manchmal::ADV,a veces,лия́ста
793,manchmal::ADV,a veces,ко́ста-ко́ста
794,oft::ADV,a menudo,си́деста
795,oft::ADV,con frecuencia,си́деста
796,immer::ADV,siempre,фалу
797,immer::ADV,siempre,най
798,niemals::ADV,jamás,аф мзя́рдонга
799,hier::ADV,aquí,тяса
800,hierhin::ADV,acá,сей
801,hierhin::ADV,acá,тяза
802,von hier::ADV,desde aquí,тя́ста
803,dort::ADV,ahí,тоса
804,dort::ADV,allí,тоса
805,dorthin::ADV,allí,тов
806,dorthin::ADV,allí,тоза
807,dorthin::ADV,hacia allí,тов
808,dorthin::ADV,hacia allí,тоза
