,Concept_ID,cv,be
217,Mensch::N,ҫын,чалавек
218,Mensch::N,этем,чалавек
219,Mann::N,ар,мужчына
220,Frau::N,хӗрарӑм,жанчына
221,Kind::N,ача,дзіця
222,Junge::N,ача,хлопчык
223,Junge::N,ар ҫын ача,хлопчык
224,Mädchen::N,хӗр ача,дзяўчынка
225,Familie::N,ҫемье,сямʼя
226,Familie::N,кил-йыш,сямʼя
227,Großvater::N,кукаҫи,дзядуля
228,Großmutter::N,кукамай,бабуля
229,Eltern::N,аҫа-ама,бацькі
230,Vater::N,атте,бацька
231,Mutter::N,анне,маці
232,Sohn::N,ывӑл,сын
233,Tochter::N,хӗр,дачка
234,Bruder::N,ар тӑван,брат
235,Schwester::N,аппа,сястра
236,Schwester::N,йӑмӑк,сястра
237,Onkel::N,мучи,дзядзька
238,Onkel::N,пичче,дзядзька
239,Tante::N,аппа,цётка
240,Ehemann::N,упӑшка,муж
241,Ehefrau::N,арӑм,жонка
242,Freude::N,савӑнӑҫ,радасць
243,Freude::N,хаваслӑх,радасць
244,Gelächter::N,кулӑ,смех
245,Glück::N,телей,шчасце
246,Glück::N,ӑраскал,шчасце
247,Kummer::N,хурлӑх,гора
248,Wunsch::N,ӗмӗт,жаданне
249,Wunsch::N,кӑмӑл,жаданне
250,Lust::N,кӑмӑл,цяга
251,Geist::N,чун-чӗм,дух
252,Geist::N,ыр-усал,дух
253,Geist::N,чун хавалӗ,дух
254,Gedanke::N,шухӑш,думка
255,Gedächtnis::N,ас,памяць
256,Verstand::N,ӑс,розум
257,Verstand::N,ӑс-тӑн,розум
258,Verstand::N,ӑс-хакӑл,розум
259,Sinn::N,тупсӑм,сэнс
260,Sinn::N,пӗлтерӗш,сэнс
261,Grund::N,сӑлтав,зачэпка
262,Wahrheit::N,чӑнлӑх,праўда
263,Gespräch::N,калаҫу,размова
264,Märchen::N,юмах,казка
265,Erzählung::N,акалав,расказ
266,Erzählung::N,акалав,апавяданне
267,Erzählung::N,каласа пани,расказ
268,Erzählung::N,каласа пани,апавяданне
269,Nachricht::N,хыпар,вестка
270,Nachricht::N,хыпар,паведамленне
271,Neuigkeit::N,ҫӗнӗ хыпар,навіна
272,Name::N,ят,імя
273,Rätsel::N,сутмалли юмах,загадка
274,Rede::N,сӑмах,прамова
275,Sprache::N,чӗлхе,мова
276,Stimme::N,сасӑ,голас
277,Wort::N,сӑмах,слова
278,Zeichen::N,паллӑ,знак
279,Ruf::N,йыхрав,кліч
280,Ruf::N,чӗнӳ,кліч
281,Lärm::N,шав,шум
282,Laut::N,сасӑ,гук
283,Ton::N,сасӑ,гучанне
284,Lied::N,юрӑ,песня
285,Ruhe::N,канӑҫлӑх,спакой
286,Ruhe::N,лӑпкӑлӑх,спакой
287,Leute::N,ҫамрӑксем,людзі
288,Leute::N,ҫамрӑк ҫынсем,людзі
289,Volk::N,халӑх,народ
290,Arbeit::N,ӗҫхӗл,праца
291,Arbeit::N,ӗҫхӗл,работа
292,Arbeit::N,ӗҫлев,праца
293,Arbeit::N,ӗҫлев,работа
294,Gast::N,хӑна,госць
295,Geschenk::N,парне,падарунак
296,Geschenk::N,кучченеҫ,падарунак
297,Spiel::N,вӑйӑ,гульня
298,Gesellschaft::N,общество,таварыства
299,Hilfe::N,пулӑшу,дапамога
300,Freund::N,тус,друг
301,Freund::N,тус,сябар
302,Kamerad::N,юлташ,прыяцель
303,Kamerad::N,тус,прыяцель
304,Angelegenheit::N,ӗҫ,справа
305,Anzahl::N,йыш,колькасць
306,Anzahl::N,хисеп,колькасць
307,Art::N,тӗс,від
308,Stück::N,татӑк,кусок
309,Stück::N,татӑк,кавалак
310,Teil::N,пай,частка
311,Hälfte::N,ҫурӑ,палова
312,Hälfte::N,ҫурӑ,палавіна
313,Kreis::N,ункӑ,круг
314,Kreis::N,ҫавракӑш,круг
315,Kreuz::N,хӗрес,крыж
316,Linie::N,йӗр,лінія
317,Strich::N,йӗр,рыса
318,Abstand::N,хушӑ,прамежак
319,Entfernung::N,хушӑ,адлегласць
320,Gegend::N,вырӑн,мясцовасць
321,Platz::N,хутлӑх,месца
322,Ort::N,вырӑн,месца
323,Seite::N,ен,бок
324,Seite::N,аяк,бок
325,Seite::N,айӑк,бок
326,Mitte::N,варӑ,сярэдзіна
327,Gegenstand::N,япала,прадмет
328,Sache::N,япала,рэч
329,Rand::N,вӗҫ,край
330,Rand::N,хӗрӗ,край
331,Rand::N,хӗрри,край
332,Kante::N,хайкача,руб
333,Kante::N,хайкача,кант
334,Kante::N,хысак,руб
335,Kante::N,хысак,кант
336,Ecke::N,кӗтес,вугал
337,Spitze::N,вӗҫ,кончык
338,Ende::N,вӗҫ,канец
339,Loch::N,шӑтӑк,дзірка
340,Winkel::N,кӗтес,вугал
341,Muster::N,эреш,узор
342,Größe::N,пысӑкӑш,памер
343,Länge::N,вӑрӑмӑш,даўжыня
344,Höhe::N,ҫӳллӗш,вышыня
345,Gewicht::N,виҫе,вага
346,Gewicht::N,йывӑрӑш,вага
347,Menge::N,йыш,колькасць
348,Haufen::N,купа,куча
349,Reihe::N,рет,рад
350,Boot::N,кимӗ,лодка
351,Ruder::N,кӗсмен,вясло
352,Schlitten::N,ҫуна,сані
353,Ski::N,йӗлтӗр,лыжа
354,Lagerfeuer::N,вут,вогнішча
355,Lagerfeuer::N,кӑвайт,вогнішча
356,Last::N,сулмаклӑх,цяжар
357,Last::N,йывӑр япала,цяжар
358,Gang::N,куҫӑм,ход
359,Schritt::N,утӑм,шаг
360,Schritt::N,утӑм,крок
361,Schritt::N,пусӑм,шаг
362,Schritt::N,пусӑм,крок
363,Norden::N,ҫурҫӗр,поўнач
364,Süden::N,кӑнтӑр,поўдзень
365,Westen::N,анӑҫ,захад
366,Westen::N,хӗвел анӑҫ,захад
367,Osten::N,хӗвел тухӑҫ,усход
368,Holz::N,йывӑҫ,дрэва
369,Holz::N,йывӑҫ,драўніна
370,Brett::N,хӑма,дошка
371,Platte::N,плита,пліта
372,Stütze::N,ура,падпорка
373,Stange::N,шерте,жэрдка
374,Stock::N,патак,палка
375,Stab::N,шӑчӑ,шост
376,Rohr::N,пӑрӑх,труба
377,Haus::N,ҫурт,дом
378,Heim::N,кил,дом
379,Heim::N,кил,хата
380,Ofen::N,кӑмака,печ
381,Fußboden::N,урай,падлога
382,Tisch::N,сӗтел,стол
383,Stuhl::N,пукан,стул
384,Stuhl::N,пукан,крэсла
385,Wiege::N,сӑпка,калыска
386,Bett::N,кравать,ложак
387,Bett::N,кравать,пасцель
388,Regal::N,ҫӳлӗк,паліца
389,Regal::N,сентре,паліца
390,Kiste::N,ещӗк,скрынка
391,Kiste::N,сунтӑх,скрынка
392,Fenster::N,чӳрече,акно
393,Tür::N,алӑк,дзверы
394,Tor::N,хапха,вароты
395,Zaun::N,хӳме,агароджа
396,Dach::N,тӑрӑ,дах
397,Leiter::N,пусма,лесвіца
398,Besen::N,шӑпӑр,мятла
399,Spaten::N,кӗреҫе,лапата
400,Spaten::N,кӗреҫе,жалязняк
401,Schaufel::N,кӗреҫе,шуфлік
402,Schaufel::N,кӗреҫе,лапатка
403,Gabel::N,вилка,відэлец
404,Löffel::N,кашӑк,лыжка
405,Messer::N,ҫӗҫӗ,нож
406,Nagel::N,пӑта,цвік
407,Netz::N,тетел,сетка
408,Haken::N,йӑрхах,крук
409,Haken::N,ҫекӗл,крук
410,Griff::N,хӑлӑп,ручка
411,Schloss::N,ҫӑра,замок
412,Bild::N,сӑн,карціна
413,Bild::N,сӑнлӑх,карціна
414,Bild::N,картина,карціна
415,Figur::N,кӗлетке,фігура
416,Puppe::N,пукане,лялька
417,Beutel::N,михӗ,мяшок
418,Bündel::N,ҫыхӑ,вязка
419,Bündel::N,тӗрке,вязка
420,Tasche::N,сумка,торба
421,Eimer::N,витре,вядро
422,Deckel::N,хупӑ,накрыўка
423,Geschirr::N,савӑт-сапа,пасуда
424,Sack::N,михӗ,мех
425,Tasse::N,курка,кубак
426,Topf::N,кастрюль,каструля
427,Kessel::N,хуран,кацёл
428,Essen::N,апат,ежа
429,Nahrung::N,апат-ҫимӗс,харч
430,Speise::N,апат,страва
431,Speise::N,ҫимӗҫ,страва
432,Fleisch::N,аш,мяса
433,Fleisch::N,какай,мяса
434,Getreide::N,тырӑ,збожжа
435,Brei::N,пӑтӑ,каша
436,Brot::N,ҫӑкӑр,хлеб
437,Scheibe::N,чӗлӗ,луста
438,Scheibe::N,чӗлӗ,скібка
439,Scheibe::N,касӑк,луста
440,Scheibe::N,касӑк,скібка
441,Fett::N,ҫу,тлушч
442,Butter::N,ҫу,масла
443,Öl::N,ҫу,алей
444,Salz::N,тӑвар,соль
445,Suppe::N,яшка,суп
446,Honig::N,пыл,мёд
447,Milch::N,сӗт,малако
448,Tee::N,чей,чай
449,Tee::N,чей,гарбата
450,Leder::N,сӑран,скура
451,Wolle::N,ҫӑм,воўна
452,Stoff::N,тӗртӗм,тканіна
453,Nadel::N,йӗп,іголка
454,Faden::N,ҫип,нітка
455,Knopf::N,тӳме,гузік
456,Knoten::N,йӑлӑ,вузел
457,Farbe::N,сӑрӑ,фарба
458,Kleidung::N,тум,адзенне
459,Kleidung::N,ҫипуҫ,адзенне
460,Kleidung::N,тум-тир,адзенне
461,Hemd::N,кӗпе,кашуля
462,Kragen::N,ҫуха,каўнер
463,Ärmel::N,ҫанӑ,рукаў
464,Hose::N,шӑлавар,штаны
465,Gürtel::N,пиҫиххи,пояс
466,Mütze::N,ҫӗлӗк,шапка
467,Schuh::N,пушмак,чаравік
468,Schuh::N,ботинок,чаравік
469,Stiefel::N,атӑ,бот
470,Ring::N,ҫӗрӗ,кольца
471,Band::N,хаю,стужка
472,Band::N,йӗсме,стужка
473,Kamm::N,тура,расчоска
474,Spiegel::N,тӗкӗр,люстра
475,Spiegel::N,куҫ кӗски,люстра
476,Riemen::N,чӗн,рэмень
477,Schnur::N,кантра,вяроўка
478,Leine::N,касмӑк,павадок
479,Decke::N,утиял,коўдра
480,Kissen::N,ҫытар,падушка
481,Kissen::N,минтер,падушка
482,Tuch::N,тутӑр,хустка
483,Handtuch::N,ал шӑлли,ручнік
484,Kraft::N,вӑй,сіла
485,Kraft::N,хӑват,сіла
486,Stärke::N,хал,моц
487,Stärke::N,хӑват,моц
488,Gesundheit::N,хал,здароўе
489,Gesundheit::N,сывлӑх,здароўе
490,Krankheit::N,чир,хвароба
491,Schmerz::N,ырату,боль
492,Wunde::N,суран,рана
493,Fieber::N,сив чир,гарачка
494,Fieber::N,сив чир,ліхаманка
495,Arznei::N,эмел,лекі
496,Brücke::N,кӗпер,мост
497,Brunnen::N,ҫӑл,калодзеж
498,Brunnen::N,пусӑ,калодзеж
499,Weide::N,ҫаран,паша
500,Pfad::N,йӗр,сцежка
501,Pfad::N,сукмак,сцежка
502,Weg::N,ҫул,шлях
503,Weg::N,ҫул,дарога
504,Weg::N,ҫул-йӗр,шлях
505,Weg::N,ҫул-йӗр,дарога
506,Straße::N,ҫӳрев,вуліца
507,Straße::N,ҫул ҫӳрени,вуліца
508,Dorf::N,ял,вёска
509,Stadt::N,хула,горад
510,Brief::N,ҫыру,ліст
511,Brief::N,ҫыру,пісьмо
512,Buch::N,кӗнеке,кніга
513,Buchstabe::N,сас палли,літара
514,Zeitung::N,хаҫат,газета
515,Leben::N,пурнӑҫ,жыццё
516,Tod::N,вилӗм,смерць
517,Grab::N,масар шӑтӑкӗ,магіла
518,Kirche::N,чиркӳ,касцёл
519,Kirche::N,чиркӳ,царква
520,Sünde::N,ҫылӑх,грэх
521,Gott::N,турӑ,бог
522,Arbeiter::N,рабочи,рабочы
523,Chef::N,пуҫлӑх,начальнік
524,Meister::N,ӑста,майстар
525,Meister::N,мастер,майстар
526,Arzt::N,врач,урач
527,Arzt::N,тухтӑр,урач
528,Lehrer::N,учитель,настаўнік
529,Lehrer::N,вӗрентекен,настаўнік
530,Geld::N,укҫа,грошы
531,Geschäft::N,бизнес,заняцце
532,Laden::N,магазин,крама
533,Laden::N,магазин,магазін
534,Preis::N,хак,цана
535,Ware::N,тавар,тавар
536,Nutzen::N,пайта,выгада
537,Reichtum::N,мул,багацце
538,Welt::N,тӗнче,свет
539,Land::N,ҫӗр-шыв,краіна
540,Staat::N,патшàлӑх,дзяржава
541,König::N,король,кароль
542,Macht::N,власть,улада
543,Grenze::N,чикӗ,граніца
544,Krieg::N,вӑрҫӑ,вайна
545,Feind::N,тӑшман,вораг
546,Gewalt::N,ирӗксӗрлӳ,насілле
547,Kampf::N,кӗрешӳ,барацьба
548,Bogen[Waffe]::N,ухӑ,лук
549,Pfeil::N,ҫӗмрен,страла
550,Pfeil::N,ухӑ йӗппи,страла
551,Gewehr::N,пӑшал,ружжо
552,Fehler::N,йӑнӑш,памылка
553,Lüge::N,суя,хлусня
554,Lüge::N,ултав,хлусня
555,Schaden::N,сиен,шкода
556,Unglück::N,шар,ліха
557,Unglück::N,шар,бядота
558,Unglück::N,инкек,ліха
559,Unglück::N,инкек,бядота
560,Schuld::N,айӑп,віна
561,Alter::N,ҫул шучӗ,узрост
562,Schluss::N,пӗтни,канец
563,Schluss::N,пӗтмӗш,канец
564,Zeit::N,вӑхӑт,час
565,Tag::N,кун,дзень
566,Morgen::N,ир,ранак
567,Morgen::N,ир,раніца
568,Mittag::N,кӑнтӑрла,паўдня
569,Mittag::N,кӑнтӑрла,поўдзень
570,Abend::N,каҫ,вечар
571,Nacht::N,каҫ,ноч
572,Woche::N,эрне,тыдзень
573,Monat::N,уйӑх,месяц
574,Jahr::N,ҫулталӑк,год
575,Frühling::N,ҫур,вясна
576,Frühling::N,ҫуркунне,вясна
577,Sommer::N,ҫу,лета
578,Sommer::N,ҫулла,лета
579,Herbst::N,кӗр,восень
580,Herbst::N,кӗркунне,восень
581,Winter::N,хӗл,зіма
582,Winter::N,хӗлле,зіма
583,Januar::N,январь,студзень
584,Februar::N,февраль,люты
585,Februar::N,кӗҫӗн кӑрлач,люты
586,März::N,март,сакавік
587,März::N,пуш уйӑхӗ,сакавік
588,April::N,апрель,красавік
589,Mai::N,май,май
590,Mai::N,май,травень
591,Juni::N,июнь,чэрвень
592,Juli::N,июль,ліпень
593,August::N,август,жнівень
594,September::N,сентябрь,верасень
595,September::N,авӑн уйӑхӗ,верасень
596,Oktober::N,октябрь,кастрычнік
597,November::N,ноябрь,лістапад
598,Dezember::N,раштав,снежань
599,Dezember::N,декабрь,снежань
600,Montag::N,тунти кун,панядзелак
601,Dienstag::N,ытлари кун,аўторак
602,Mittwoch::N,юн кун,серада
603,Donnerstag::N,кӗҫнерни кун,чацвер
604,Freitag::N,эрне кун,пятніца
605,Samstag::N,шӑмат кун,субота
606,Sonntag::N,вырсарни кун,нядзеля
607,groß::A,пысӑк,вялікі
608,klein::A,пӗчӗк,маленькі
609,lang::A,вӑрӑм,доўгі
610,kurz::A,кӗске,кароткі
611,breit::A,сарлака,шырокі
612,schmal::A,ансӑр,вузкі
613,dicht::A,йӑвӑ,густы
614,dick[Gegenstand]::A,хулӑн,тоўсты
615,dünn::A,ҫинҫе,тонкі
616,dünn::A,ҫӳхе,тонкі
617,fein::A,тарай,тонкі
618,fein::A,вӗлтӗрти,тонкі
619,fest::A,тӗреклӗ,моцны
620,flach::A,лаптак,плоскі
621,glatt::A,такӑр,гладкі
622,hart::A,хытӑ,цвёрды
623,weich::A,ҫемҫе,мяккі
624,rund::A,ҫавра,круглы
625,spitz::A,шӗвӗр,спічасты
626,spitz::A,шӗвӗр,востраканцовы
627,scharf::A,ҫивӗч,востры
628,stumpf::A,мӑка,тупы
629,stumpf::A,пуклак,тупы
630,stumpf::A,тӗрӗнчӗк,тупы
631,stumpf::A,ӑнкарусӑр,тупы
632,schwer::A,йывӑр,цяжкі
633,schön::A,илемлӗ,прыгожы
634,heiß::A,вӗри,гарачы
635,warm::A,ӑшӑ,цёплы
636,kalt::A,сивӗ,холадны
637,kühl::A,уҫӑ,халаднаваты
638,frisch::A,уҫӑ,свежы
639,feucht::A,йӗпе,вільготны
640,nass::A,нӳрӗ,мокры
641,trocken::A,типӗ,сухі
642,voll::A,тулли,поўны
643,leer::A,пушӑ,пусты
644,offen::A,уҫӑ,адкрыты
645,offen::A,уҫӑ,адчынены
646,geschlossen::A,хупӑ,закрыты
647,geschlossen::A,хупӑ,зачынены
648,sauber::A,таса,чысты
649,schmutzig::A,пылчӑклӑ,брудны
650,schmutzig::A,вараланчӑк,брудны
651,roh::A,чӗрӗ,сыры
652,reif::A,пулнӑ,спелы
653,reif::A,пиҫӗхнӗ,спелы
654,reif::A,аталаннӑ,спелы
655,reif::A,пиҫсе ҫитнӗ,спелы
656,lecker::A,тутлӑ,смачны
657,lecker::A,техӗмлӗ,смачны
658,süß::A,пылак,салодкі
659,bitter::A,йӳҫӗ,горкі
660,sauer::A,йӳҫӗ,кіслы
661,sauer::A,йӳҫек,кіслы
662,sauer::A,кӑвасак,кіслы
663,hell::A,ҫутӑ,светлы
664,dunkel::A,тӗттӗм,цёмны
665,schwarz::A,хура,чорны
666,weiß::A,шурӑ,белы
667,rot::A,хӗрлӗ,чырвоны
668,gelb::A,сарӑ,жоўты
669,blau::A,кӑвак,сіні
670,grün::A,симӗс,зялёны
671,grün::A,пиҫмен,зялёны
672,grün::A,ӑс пухман,зялёны
673,grau::A,кӑвак,шэры
674,bunt::A,чӑпар,пяресты
675,billig::A,йӳнӗ,танны
676,teuer::A,хаклӑ,дарагі
677,wertvoll::A,паха,цэнны
678,wertvoll::A,паха,каштоўны
679,blind::A,суккӑр,сляпы
680,taub::A,хӑлхасӑр,глухі
681,kräftig::A,хӑватлӑ,магутны
682,stark::A,вирлӗ,сільны
683,schwach::A,халсӑр,слабы
684,fett::A,самӑр,тлусты
685,fett::A,мӑнтӑр,тлусты
686,schlank::A,йӑрӑс,стройны
687,schlank::A,яштака,стройны
688,hübsch::A,хитре,чароўны
689,böse::A,усал,злы
690,dumm::A,ухмах,дурны
691,faul::A,наян,лянівы
692,faul::A,юлхав,лянівы
693,faul::A,ӳркенчӗк,лянівы
694,fleißig::A,хастар,руплівы
695,geizig::A,хытӑ,прагны
696,klug::A,ӑслӑ,разумны
697,geschickt::A,ӑста,умелы
698,lieb::A,савнӑ,мілы
699,lustig::A,хаваслӑ,вясёлы
700,sanft::A,ачаш,ласкавы
701,hungrig::A,выҫӑ,галодны
702,krank::A,чирлӗ,хворы
703,nackt::A,ҫара,голы
704,traurig::A,салхуллӑ,сумны
705,lebendig::A,чӗрӗ,жывы
706,gut::A,аван,добры
707,gut::A,лайӑх,добры
708,schlecht::A,япӑх,кепскі
709,schlecht::A,начар,кепскі
710,richtig::A,тӗрӗс,правільны
711,schlimm::A,йӗрӗнчӗк,агідны
712,wahr::A,чӑн,сапраўдны
713,alt::A,кивӗ,стары
714,neu::A,ҫӗнӗ,новы
715,ehemalig::A,пулнӑ,былы
716,alt[Lebewesen]::A,ватӑ,стары
717,jung::A,яш,малады
718,jung::A,ҫамрӑк,малады
719,arm::A,чухӑн,бедны
720,reich::A,пуян,багаты
721,bekannt::A,пӗлӗш,знаёмы
722,berühmt::A,чаплӑ,славуты
723,fremd::A,ют,чужы
724,verschieden::A,расна,розны
725,nah::A,ҫывӑх,блізкі
726,nah::A,ҫывӑхри,блізкі
727,fern::A,инҫе,далёкі
728,fern::A,аякри,далёкі
729,linker::A,сулахай,левы
730,rechter::A,сылтӑм,правы
731,anderer::A,урӑх,іншы
