,Concept_ID,ro,he
75,Boden::N,pământ,קרקע
76,Erde::N,pământ,אדמה
77,Staub::N,praf,אבק
78,Rauch::N,fum,עשן
79,Funke::N,scânteie,ניצוץ
80,Feuer::N,foc,אש
81,Licht::N,lumină,אור
82,Schatten::N,umbră,צל
83,Wetter::N,timp,מזג אויר
84,Wetter::N,vreme,מזג אויר
85,Nebel::N,ceață,ערפל
86,Nebel::N,negură,ערפל
87,Wolke::N,nor,ענן
88,Regen::N,ploaie,גשם
89,Schnee::N,zăpadă,שלג
90,Eis::N,gheață,קרח
91,Frost::N,ger,צנה
92,Kälte::N,frig,קר
93,Hitze::N,arșiță,חם
94,Hitze::N,căldură,חם
95,Raureif::N,chiciură,כפור
96,Regenbogen::N,curcubeu,קשת
97,Donner::N,tunet,רעם
98,Strömung::N,curent,זרימה
99,Tropfen::N,picătură,טפה
100,Schaum::N,spumă,קצף
101,Schmutz::N,murdărie,לכלוך
102,See::N,lac,אגם
103,Sumpf::N,mlaștină,בצה
104,Moor::N,bărăgan,בצה
105,Wiese::N,fânaț,מרעה
106,Wiese::N,livadă,מרעה
107,Wald::N,codru,יער
108,Wald::N,pădure,יער
109,Hügel::N,deal,תל
110,Hügel::N,movilă,תל
111,Anhöhe::N,deal,מעלה
112,Anhöhe::N,ridicătură,מעלה
113,Berg::N,munte,הר
114,Gipfel::N,pisc,פסגה
115,Höhle::N,peșteră,מערה
116,Abhang::N,pantă,מדרון
117,Abhang::N,pantă,שפוע
118,Abhang::N,versant,מדרון
119,Abhang::N,versant,שפוע
120,Quelle::N,izvor,מעין
121,Bach::N,gârlă,נחל
122,Fluss::N,râu,נהר
123,Fluss::N,fluviu,נהר
124,Ufer::N,mal,גדה
125,Ufer::N,țărm,גדה
126,Küste::N,coastă,חוף
127,Festland::N,uscat,יבשה
128,Meer::N,mare,ים
129,Bucht::N,golf,מפרץ
130,Insel::N,insulă,אי
131,Blume::N,floare,פרח
132,Gras::N,iarbă,דשא
133,Wurzel::N,rădăcină,שרש
134,Baum::N,copac,עץ
135,Baum::N,arbore,עץ
136,Stamm::N,tulpină,גזע
137,Rinde::N,scoarță,קלפת עץ
138,Ast::N,cracă,ענף
139,Ast::N,creangă,ענף
140,Zweig::N,ramură,ענף
141,Zweig::N,creangă,ענף
142,Blatt::N,frunză,עלה
143,Birke::N,mesteacăn,שדר
144,Kiefer[Baum]::N,pin,ארן
145,Weide[Baum]::N,salcie,ערבה
146,Weide[Baum]::N,răchită,ערבה
147,Tanne::N,brad,אשוח
148,Horn::N,corn,קרן
149,Feder::N,pană,נוצה
150,Fell::N,piele,פרוה
151,Flügel::N,aripă,כנף
152,Klaue::N,gheară,טלף
153,Kralle::N,labă,טפר
154,Kralle::N,gheară,טפר
155,Schwanz::N,coadă,זנב
156,Ei::N,ou,ביצה
157,Nest::N,cuib,קן
158,Bau::N,bârlog,מחלה
159,Bau::N,vizuină,מחלה
160,Tier::N,animal,חיה
161,Herde::N,turmă,עדר
162,Herde::N,cireadă,עדר
163,Kuh::N,vacă,פרה
164,Bulle::N,taur,פר
165,Pferd::N,cal,סוס
166,Schaf::N,oaie,כבשה
167,Schwein::N,porc,חזיר
168,Hund::N,câine,כלב
169,Katze::N,pisică,חתול
170,Bär::N,urs,דב
171,Eichhörnchen::N,veveriță,סנאי
172,Elch::N,elan,דישון
173,Fuchs::N,vulpe,שועל
174,Hase::N,iepure,ארנב
175,Maus::N,șoarece,עכבר
176,Wolf::N,lup,זאב
177,Vogel::N,pasăre,צפור
178,Schwarm::N,cârd,נחיל
179,Schwarm::N,cârd,להקה
180,Huhn::N,găină,תרנגלת
181,Hahn::N,cocoș,תרנגול
182,Gans::N,gâscă,אוז
183,Adler::N,vultur,עיט
184,Ente::N,rață,ברוז
185,Eule::N,bufniță,ינשוף
186,Kranich::N,cocor,עגור
187,Kranich::N,cocor,כרוכיה
188,Krähe::N,cioară,עורב
189,Kuckuck::N,cuc,קוקיה
190,Schwan::N,lebădă,ברבור
191,Fisch::N,pește,דג
192,Barsch::N,biban,אוקונוס
193,Hecht::N,știucă,זאב הים
194,Schlange[Tier]::N,șarpe,נחש
195,Wurm::N,vierme,תולעת
196,Spinne::N,păianjen,עכביש
197,Ameise::N,furnică,נמלה
198,Laus::N,păduche,כנה
199,Mücke::N,țânțar,יתוש
200,Fliege::N,muscă,זבוב
201,Schmetterling::N,fluture,פרפר
202,Beere::N,boabă,ענבה
203,Apfel::N,măr,תפוח
204,Pilz::N,burete,פטריה
205,Pilz::N,ciupercă,פטריה
206,Zwiebel::N,ceapă,בצל
207,Saat::N,semănătură,זרעים
208,Korn::N,grâu,גרעין
209,Heu::N,fân,חציר
210,Schale::N,coajă,קלפה
211,Grube::N,groapă,בור
212,Grube::N,groapă,שוחה
213,Falle::N,cursă,מלכדת
214,Falle::N,capcană,מלכדת
215,Schlinge::N,laț,לולאה
216,Spur::N,dâră,עקבה
217,Asche::N,cenușă,אפר
218,Dreck::N,noroi,זהמה
219,Dreck::N,murdărie,זהמה
220,Eisen::N,fier,ברזל
221,Gold::N,aur,זהב
222,Silber::N,argint,כסף
223,Kohle::N,cărbune,פחם
224,Glas::N,sticlă,זכוכית
225,Lehm::N,lut,חרסית
226,Lehm::N,humă,חרסית
227,Sand::N,nisip,חול
228,Mensch::N,om,אדם
229,Mensch::N,persoană,אדם
230,Mann::N,om,איש
231,Mann::N,om,גבר
232,Mann::N,bărbat,איש
233,Mann::N,bărbat,גבר
234,Frau::N,femeie,אשה
235,Frau::N,femeie,גברת
236,Kind::N,copil,ילד
237,Junge::N,băiat,ילד
238,Junge::N,flăcău,ילד
239,Mädchen::N,fată,נערה
240,Familie::N,familie,משפחה
241,Großvater::N,bunic,סבא
242,Großvater::N,tată mare,סבא
243,Großmutter::N,bunică,סבתא
244,Großmutter::N,mamă mare,סבתא
245,Eltern::N,părinți,הורים
246,Vater::N,tată,אב
247,Vater::N,părinte,אב
248,Mutter::N,mamă,אם
249,Sohn::N,fiu,בן
250,Sohn::N,fecior,בן
251,Tochter::N,fiică,בת
252,Bruder::N,frate,אח
253,Schwester::N,soră,אחות
254,Onkel::N,unchi,דוד
255,Tante::N,mătușă,דודה
256,Ehemann::N,soț,איש
257,Ehemann::N,soț,בעל
258,Ehemann::N,bărbat,איש
259,Ehemann::N,bărbat,בעל
260,Ehefrau::N,soție,אשה
261,Freude::N,bucurie,שמחה
262,Gelächter::N,râset,צחוק
263,Glück::N,fericire,אשר
264,Kummer::N,mâhnire,יגון
265,Kummer::N,mâhnire,עגמה
266,Wunsch::N,dorință,אחול
267,Wunsch::N,dorință,משאלה
268,Wunsch::N,deziderat,אחול
269,Wunsch::N,deziderat,משאלה
270,Lust::N,poftă,חשק
271,Lust::N,poftă,תשוקה
272,Lust::N,înclinare,חשק
273,Lust::N,înclinare,תשוקה
274,Geist::N,duh,רוח
275,Geist::N,minte,רוח
276,Geist::N,suflet,רוח
277,Gedanke::N,gând,מחשבה
278,Gedanke::N,cuget,מחשבה
279,Gedächtnis::N,memorie,זכרון
280,Verstand::N,minte,שכל
281,Verstand::N,intelect,שכל
282,Sinn::N,sens,מובן
283,Sinn::N,sens,משמעות
284,Sinn::N,înțeles,מובן
285,Sinn::N,înțeles,משמעות
286,Grund::N,cauză,סבה
287,Grund::N,pricină,סבה
288,Wahrheit::N,adevăr,אמת
289,Gespräch::N,convorbire,דיון
290,Gespräch::N,conversație,דיון
291,Märchen::N,basm,אגדה
292,Märchen::N,poveste,אגדה
293,Erzählung::N,poveste,ספור
294,Nachricht::N,veste,ידיעה
295,Neuigkeit::N,noutate,חדשה
296,Neuigkeit::N,actualitate,חדשה
297,Name::N,nume,שם
298,Rätsel::N,ghicitoare,תעלומה
299,Rede::N,discurs,נאום
300,Sprache::N,limbă,לשון
301,Sprache::N,limbaj,לשון
302,Stimme::N,glas,קול
303,Wort::N,cuvânt,מלה
304,Zeichen::N,semn,סימן
305,Zeichen::N,semnal,סימן
306,Ruf::N,chemare,קריאה
307,Lärm::N,zgomot,רעש
308,Lärm::N,tărăboi,רעש
309,Laut::N,sunet,הגה
310,Ton::N,ton,צליל
311,Lied::N,cântec,שיר
312,Ruhe::N,odihnă,שלוה
313,Ruhe::N,liniște,שלוה
314,Leute::N,lume,אנשים
315,Leute::N,oameni,אנשים
316,Volk::N,popor,עם
317,Volk::N,națiune,עם
318,Arbeit::N,lucru,עבודה
319,Gast::N,musafir,אורח
320,Geschenk::N,dar,מתנה
321,Geschenk::N,cadou,מתנה
322,Spiel::N,joc,משחק
323,Gesellschaft::N,societate,חברה
324,Hilfe::N,ajutor,עזרה
325,Freund::N,amic,חבר
326,Freund::N,amic,ידיד
327,Freund::N,prieten,חבר
328,Freund::N,prieten,ידיד
329,Kamerad::N,tovarăș,רע
330,Angelegenheit::N,afacere,ענין
331,Anzahl::N,număr,מספר
332,Anzahl::N,cantitate,מספר
333,Art::N,fel,סוג
334,Art::N,specie,סוג
335,Stück::N,bucată,חתיכה
336,Teil::N,parte,פרק
337,Teil::N,porție,פרק
338,Hälfte::N,jumătate,חצי
339,Kreis::N,cerc,מעגל
340,Kreuz::N,cruce,צלב
341,Linie::N,linie,קו
342,Strich::N,linie,קו קצר
343,Strich::N,trăsătură,קו קצר
344,Abstand::N,distanță,מרחק
345,Abstand::N,depărtare,מרחק
346,Entfernung::N,distanță,מרחק
347,Entfernung::N,depărtare,מרחק
348,Gegend::N,regiune,נוף
349,Platz::N,loc,שטח
350,Ort::N,loc,אתר
351,Ort::N,loc,מקום
352,Seite::N,latură,צד
353,Mitte::N,centru,אמצע
354,Gegenstand::N,obiect,אוביקט
355,Sache::N,lucru,דבר
356,Sache::N,chestie,דבר
357,Rand::N,bordură,פרור
358,Kante::N,muchie,קצה
359,Kante::N,bordură,קצה
360,Ecke::N,colț,פנה
361,Spitze::N,vârf,קצה
362,Spitze::N,creștet,קצה
363,Ende::N,capăt,סוף
364,Loch::N,gaură,חר
365,Winkel::N,colț,פנה
366,Muster::N,desen,תבנית
367,Größe::N,mărime,גדל
368,Länge::N,lungime,ארך
369,Höhe::N,înălțime,קומה
370,Höhe::N,înălțime,גבה
371,Gewicht::N,greutate,משקל
372,Menge::N,cantitate,כמות
373,Haufen::N,grămadă,ערמה
374,Reihe::N,șir,רצף
375,Reihe::N,rând,רצף
376,Boot::N,barcă,סירה
377,Boot::N,luntre,סירה
378,Ruder::N,vâslă,משוט
379,Ruder::N,lopată,משוט
380,Schlitten::N,sanie,מזחלת
381,Ski::N,schi,מגלשים
382,Lagerfeuer::N,foc de tabără,מדורה
383,Last::N,povară,משא
384,Last::N,sarcină,משא
385,Gang::N,mers,הליכה
386,Gang::N,umblet,הליכה
387,Schritt::N,pas,צעד
388,Norden::N,nord,צפון
389,Norden::N,miazănoapte,צפון
390,Süden::N,sud,דרום
391,Süden::N,miazăzi,דרום
392,Westen::N,apus,מערב
393,Osten::N,est,מזרח
394,Osten::N,răsărit,מזרח
395,Holz::N,lemn,עץ
396,Brett::N,scândură,קרש
397,Platte::N,placă,לוח
398,Stütze::N,proptea,משען
399,Stange::N,bară,מוט
400,Stange::N,prăjină,מוט
401,Stock::N,băț,מקל
402,Stock::N,baston,מקל
403,Stab::N,baston,מוט
404,Stab::N,prăjină,מוט
405,Rohr::N,tub,צנור
406,Rohr::N,țeavă,צנור
407,Haus::N,casă,בית
408,Heim::N,casă,בית
409,Heim::N,cămin,בית
410,Ofen::N,sobă,תנור
411,Fußboden::N,podea,רצפה
412,Fußboden::N,dușumea,רצפה
413,Tisch::N,masă,שלחן
414,Stuhl::N,scaun,כסא
415,Wiege::N,leagăn,ערש
416,Bett::N,pat,מטה
417,Regal::N,rafturi,מדף
418,Kiste::N,ladă,תבה
419,Kiste::N,ladă,ארגז
420,Kiste::N,cutie,תבה
421,Kiste::N,cutie,ארגז
422,Fenster::N,fereastră,חלון
423,Tür::N,ușă,דלת
424,Tor::N,poartă,שער
425,Zaun::N,gard,גדר
426,Dach::N,acoperiș,גג
427,Leiter::N,scară,סלם
428,Besen::N,mătură,מטאטא
429,Spaten::N,cazma,את
430,Spaten::N,hârleț,את
431,Schaufel::N,lopată,את
432,Gabel::N,furculiță,מזלג
433,Löffel::N,lingură,כף
434,Messer::N,cuțit,סכין
435,Nagel::N,cui,מסמר
436,Netz::N,plasă,רשת
437,Haken::N,cârlig,וו
438,Haken::N,cârlig,קרס
439,Griff::N,mâner,ידית
440,Schloss::N,lacăt,מנעול
441,Bild::N,tablou,תמונה
442,Bild::N,imagine,תמונה
443,Figur::N,chip,פסל
444,Figur::N,figură,פסל
445,Puppe::N,păpușă,בבה
446,Beutel::N,pungă,שק
447,Beutel::N,săculeț,שק
448,Bündel::N,mănunchi,צרור
449,Tasche::N,geantă,שקית
450,Eimer::N,găleată,דלי
451,Deckel::N,capac,מכסה
452,Geschirr::N,vase,כלים
453,Geschirr::N,tacâmuri,כלים
454,Sack::N,sac,שק
455,Tasse::N,ceașcă,ספל
456,Topf::N,oală,סיר
457,Kessel::N,cazan,קנקן
458,Kessel::N,căldare,קנקן
459,Essen::N,mâncare,אכל
460,Essen::N,mâncare,ארוחה
461,Nahrung::N,hrană,הזנה
462,Nahrung::N,hrană,תזונה
463,Nahrung::N,aliment,הזנה
464,Nahrung::N,aliment,תזונה
465,Speise::N,bucate,מאכל
466,Speise::N,bucate,ארוחה
467,Speise::N,fel de bucate,מאכל
468,Speise::N,fel de bucate,ארוחה
469,Fleisch::N,carne,בשר
470,Getreide::N,cereale,דגן
471,Brei::N,pireu,מחית
472,Brot::N,pâine,לחם
473,Scheibe::N,felie,עגול
474,Scheibe::N,felie,פרוסה
475,Scheibe::N,bucată,עגול
476,Scheibe::N,bucată,פרוסה
477,Fett::N,untură,שמן
478,Fett::N,grăsime,שמן
479,Butter::N,unt,חמאה
480,Öl::N,ulei,שמן
481,Salz::N,sare,מלח
482,Suppe::N,supă,מרק
483,Suppe::N,ciorbă,מרק
484,Honig::N,miere,דבש
485,Milch::N,lapte,חלב
486,Tee::N,ceai,תה
487,Leder::N,piele,עור
488,Wolle::N,lână,צמר
489,Stoff::N,stofă,בד
490,Stoff::N,stofă,אריג
491,Nadel::N,ac,מחט
492,Faden::N,ață,חוט
493,Knopf::N,buton,כפתור
494,Knoten::N,nod,קשר
495,Farbe::N,vopsea,צבע
496,Kleidung::N,haine,בגדים
497,Kleidung::N,îmbrăcăminte,בגדים
498,Hemd::N,cămașă,חלצה
499,Kragen::N,guler,צוארון
500,Ärmel::N,mânecă,שרוול
501,Hose::N,pantaloni,מכנסים
502,Gürtel::N,cordon,חגורה
503,Mütze::N,șapcă,כובע
504,Schuh::N,gheată,נעל
505,Stiefel::N,cizmă,מגף
506,Ring::N,inel,טבעת
507,Ring::N,verigă,טבעת
508,Band::N,panglică,סרט
509,Band::N,șiret,סרט
510,Kamm::N,pieptene,מסרק
511,Spiegel::N,oglindă,מראה
512,Riemen::N,curea,רצועה
513,Schnur::N,funie,חבל
514,Schnur::N,sfoară,חבל
515,Leine::N,lesă,מושכות
516,Leine::N,curea,מושכות
517,Decke::N,pătură,שמיכה
518,Kissen::N,pernă,כרית
519,Tuch::N,batic,צעיף
520,Handtuch::N,prosop,מגבת
521,Handtuch::N,ștergar,מגבת
522,Kraft::N,forță,כוח
523,Kraft::N,putere,כוח
524,Stärke::N,tărie,און
525,Stärke::N,vigoare,און
526,Gesundheit::N,sănătate,בריאות
527,Krankheit::N,boală,מחלה
528,Krankheit::N,maladie,מחלה
529,Schmerz::N,durere,כאב
530,Wunde::N,rană,פציעה
531,Fieber::N,febră,חם
532,Arznei::N,leac,תרופה
533,Arznei::N,medicament,תרופה
534,Brücke::N,pod,גשר
535,Brücke::N,punte,גשר
536,Brunnen::N,puț,באר
537,Weide::N,izlaz,אחו
538,Weide::N,izlaz,מרעה
539,Weide::N,pășune,אחו
540,Weide::N,pășune,מרעה
541,Pfad::N,cărare,שביל
542,Pfad::N,cărare,מדרכה
543,Weg::N,drum,דרך
544,Straße::N,cale,כביש
545,Straße::N,stradă,כביש
546,Dorf::N,sat,כפר
547,Stadt::N,oraș,עיר
548,Brief::N,scrisoare,מכתב
549,Buch::N,carte,ספר
550,Buchstabe::N,literă,אות
551,Buchstabe::N,caracter,אות
552,Zeitung::N,ziar,עתון
553,Zeitung::N,gazetă,עתון
554,Leben::N,viață,חיים
555,Tod::N,moarte,מות
556,Grab::N,groapă,קבר
557,Grab::N,mormânt,קבר
558,Kirche::N,biserică,כנסיה
559,Sünde::N,păcat,חטא
560,Gott::N,zeu,אל
561,Arbeiter::N,muncitor,פועל
562,Chef::N,șef,ראש
563,Chef::N,șef,מנהל
564,Meister::N,meșter,ממחה
565,Meister::N,maestru,ממחה
566,Arzt::N,medic,רופא
567,Arzt::N,doctor,רופא
568,Lehrer::N,profesor,מורה
569,Lehrer::N,învățător,מורה
570,Geld::N,bani,כסף
571,Geld::N,parale,כסף
572,Geschäft::N,treabă,עסקה
573,Geschäft::N,afacere,עסקה
574,Laden::N,magazin,חנות
575,Laden::N,prăvălie,חנות
576,Preis::N,preț,מחיר
577,Ware::N,marfă,סחורה
578,Nutzen::N,folos,תועלת
579,Nutzen::N,profit,תועלת
580,Reichtum::N,avuție,עשר
581,Reichtum::N,bogăție,עשר
582,Welt::N,lume,עולם
583,Land::N,țară,ארץ
584,Staat::N,stat,מדינה
585,König::N,rege,מלך
586,Macht::N,putere,כוח
587,Macht::N,putință,כוח
588,Grenze::N,hotar,גבול
589,Grenze::N,graniță,גבול
590,Grenze::N,frontieră,גבול
591,Krieg::N,război,מלחמה
592,Feind::N,dușman,אויב
593,Gewalt::N,violență,אלימות
594,Kampf::N,luptă,קרב
595,Kampf::N,luptă,לחימה
596,Bogen[Waffe]::N,arc,קשת
597,Pfeil::N,săgeată,חץ
598,Gewehr::N,armă,רובה
599,Gewehr::N,pușcă,רובה
600,Fehler::N,eroare,טעות
601,Fehler::N,greșeală,טעות
602,Lüge::N,minciună,שקר
603,Schaden::N,daună,נזק
604,Schaden::N,pagubă,נזק
605,Unglück::N,nenorocire,מזל רע
606,Schuld::N,vină,אשמה
607,Alter::N,etate,גיל
608,Alter::N,vârstă,גיל
609,Schluss::N,sfârșit,סיום
610,Zeit::N,timp,זמן
611,Zeit::N,vreme,זמן
612,Tag::N,zi,יום
613,Morgen::N,dimineață,בקר
614,Mittag::N,prânz,צהרים
615,Mittag::N,amiază,צהרים
616,Abend::N,seară,ערב
617,Nacht::N,noapte,לילה
618,Woche::N,săptămână,שבוע
619,Monat::N,lună,חדש
620,Jahr::N,an,שנה
621,Frühling::N,primăvară,אביב
622,Sommer::N,vară,קיץ
623,Herbst::N,toamnă,סתו
624,Winter::N,iarnă,חרף
625,Januar::N,ianuarie,ינואר
626,Februar::N,februarie,פברואר
627,März::N,martie,מרץ
628,April::N,aprilie,אפריל
629,Mai::N,mai,מאי
630,Juni::N,iunie,יוני
631,Juli::N,iulie,יולי
632,August::N,august,אוגוסט
633,September::N,septembrie,ספטמבר
634,Oktober::N,octombrie,אוקטובר
635,November::N,noiembrie,נובמבר
636,Dezember::N,decembrie,דצמבר
637,Montag::N,luni,יום שני
638,Dienstag::N,marți,יום שלישי
639,Mittwoch::N,miercuri,יום רביעי
640,Donnerstag::N,joi,יום חמישי
641,Freitag::N,vineri,יום ששי
642,Samstag::N,sâmbătă,יום שבת
643,Sonntag::N,duminică,יום ראשון
644,groß::A,mare,גדול
645,klein::A,mic,קטן
646,lang::A,lung,ארך
647,kurz::A,scurt,קצר
648,breit::A,lat,רחב
649,breit::A,larg,רחב
650,schmal::A,strâmt,צר
651,dicht::A,des,צפוף
652,dick[Gegenstand]::A,gros,עבה
653,dünn::A,subțire,דק
654,fein::A,fin,מעדן
655,fein::A,subțire,מעדן
656,fest::A,tare,מוצק
657,fest::A,solid,מוצק
658,flach::A,șes,שטוח
659,flach::A,plan,שטוח
660,glatt::A,lins,חלק
661,hart::A,dur,קשיח
662,weich::A,moale,רך
663,rund::A,rotund,עגל
664,rund::A,circular,עגל
665,spitz::A,ascuțit,חד
666,scharf::A,tăios,חד
667,scharf::A,ascuțit,חד
668,stumpf::A,tocit,קהה
669,schwer::A,greu,כבד
670,schön::A,frumos,יפה
671,heiß::A,cald,חם
672,heiß::A,fierbinte,חם
673,warm::A,cald,חם
674,warm::A,fierbinte,חם
675,kalt::A,rece,קר
676,kühl::A,rece,צונן
677,kühl::A,răcoros,צונן
678,frisch::A,răcoros,טרי
679,frisch::A,proaspăt,טרי
680,feucht::A,umed,לח
681,feucht::A,jilav,לח
682,nass::A,ud,רטוב
683,trocken::A,sec,יבש
684,trocken::A,uscat,יבש
685,voll::A,plin,מלא
686,leer::A,gol,ריק
687,offen::A,deschis,פתוח
688,geschlossen::A,închis,סגור
689,sauber::A,curat,נקי
690,schmutzig::A,murdar,מלכלך
691,roh::A,crud,חי
692,reif::A,copt,בשל
693,lecker::A,gustos,טעים
694,süß::A,dulce,מתוק
695,bitter::A,amar,מר
696,sauer::A,acru,חמוץ
697,hell::A,clar,בהיר
698,hell::A,luminos,בהיר
699,dunkel::A,obscur,עמום
700,dunkel::A,întunecos,עמום
701,schwarz::A,negru,שחר
702,weiß::A,alb,לבן
703,rot::A,roșu,אדם
704,gelb::A,galben,צהב
705,blau::A,albastru,כחל
706,grün::A,verde,ירק
707,grau::A,gri,אפר
708,grau::A,cenușiu,אפר
709,bunt::A,colorat,צבעוני
710,billig::A,ieftin,זול
711,teuer::A,scump,יקר
712,wertvoll::A,prețios,יקר ערך
713,blind::A,orb,עור
714,taub::A,surd,חרש
715,kräftig::A,tare,חסן
716,kräftig::A,forte,חסן
717,kräftig::A,robust,חסן
718,stark::A,viguros,חזק
719,stark::A,puternic,חזק
720,schwach::A,slab,חלש
721,schwach::A,debil,חלש
722,fett::A,gras,שמן
723,schlank::A,zvelt,רזה
724,hübsch::A,drăguț,יפה תאר
725,böse::A,rău,רשע
726,böse::A,răutăcios,רשע
727,dumm::A,nerod,טפש
728,dumm::A,tâmpit,טפש
729,faul::A,leneș,עצלן
730,fleißig::A,harnic,חרוץ
731,fleißig::A,sârguincios,חרוץ
732,geizig::A,calic,קמצן
733,geizig::A,zgârcit,קמצן
734,klug::A,isteț,נבון
735,klug::A,isteț,פקח
736,klug::A,deștept,נבון
737,klug::A,deștept,פקח
738,geschickt::A,dibaci,מימן
739,lieb::A,drag,יקר
740,lieb::A,drag,אהוב
741,lieb::A,iubit,יקר
742,lieb::A,iubit,אהוב
743,lustig::A,vesel,עליז
744,sanft::A,blând,עדין
745,sanft::A,blajin,עדין
746,hungrig::A,flămând,רעב
747,krank::A,bolnav,חולה
748,nackt::A,gol,ערום
749,traurig::A,trist,עצוב
750,traurig::A,mâhnit,עצוב
751,lebendig::A,viu,חי
752,gut::A,bun,טוב
753,schlecht::A,rău,גרוע
754,schlecht::A,prost,גרוע
755,richtig::A,drept,נכון
756,richtig::A,corect,נכון
757,schlimm::A,rău,רע
758,wahr::A,adevărat,אמתי
759,alt::A,uzat,ישן
760,alt::A,vechi,ישן
761,neu::A,nou,חדש
762,ehemalig::A,fost,לשעבר
763,ehemalig::A,anterior,לשעבר
764,alt[Lebewesen]::A,bătrîn,זקן
765,jung::A,tânăr,צעיר
766,arm::A,sărac,עני
767,arm::A,sărman,עני
768,reich::A,avut,עשיר
769,reich::A,bogat,עשיר
770,bekannt::A,cunoscut,ידוע
771,berühmt::A,renumit,מפרסם
772,fremd::A,străin,זר
773,verschieden::A,diferit,שונה
774,verschieden::A,deosebit,שונה
775,nah::A,apropiat,קרוב
776,fern::A,departe,רחוק
777,linker::A,stâng,שמאלי
778,rechter::A,drept,ימין
779,anderer::A,alt,אחר
780,erster::A,prim,ראשון
781,zweiter::A,al doilea,שני
782,dritter::A,treilea,שלישי
783,letzter::A,final,אחרון
784,allein::ADV,singur,לבד
785,auf einmal::ADV,dintrodată,בו-זמנית
786,zusammen::ADV,împreună,ביחד
787,lange::ADV,îndelung,הרבה זמן
788,lange::ADV,mult timp,הרבה זמן
789,plötzlich::ADV,deodată,לפתע
790,plötzlich::ADV,deodată,פתאום
791,plötzlich::ADV,pe neașteptate,לפתע
792,plötzlich::ADV,pe neașteptate,פתאום
793,sofort::ADV,imediat,מיד
794,sofort::ADV,numaidecît,מיד
795,später::ADV,mai apoi,לאחר זמן
796,später::ADV,mai apoi,יותר מאחר
797,später::ADV,mai târziu,לאחר זמן
798,später::ADV,mai târziu,יותר מאחר
799,jetzt::ADV,acum,עכשיו
800,heute::ADV,azi,היום
801,heute::ADV,astăzi,היום
802,morgen::ADV,mâine,מחר
803,bald::ADV,curând,בקרוב
804,dann::ADV,apoi,אחר-כך
805,gestern::ADV,ieri,אתמול
806,einst::ADV,odată,לפנים
807,einst::ADV,odinioară,לפנים
808,damals::ADV,atunci,אז
809,damals::ADV,pe atunci,אז
810,danach::ADV,după aceasta,אחר-כך
811,vorher::ADV,mai întâi,לפני זה
812,vorher::ADV,în prealabil,לפני זה
813,zuerst::ADV,întâi,קדם
814,zuerst::ADV,în primul rând,קדם
815,einmal::ADV,odată,פעם
816,manchmal::ADV,uneori,לפעמים
817,manchmal::ADV,câteodată,לפעמים
818,oft::ADV,des,לעתים קרובות
819,oft::ADV,deseori,לעתים קרובות
