,Concept_ID,bn,de
49,Hunger::N,ক্ষুধা,Hunger
50,Träne::N,অশ্রু,Träne
51,Geschmack::N,স্বাদ,Geschmack
52,Geruch::N,গন্ধ,Geruch
53,Schlaf::N,ঘুম,Schlaf
54,Traum::N,স্বপ্ন,Traum
55,Himmel::N,আকাশ,Himmel
56,Sonne::N,সূর্য,Sonne
57,Mond::N,চন্দ্র,Mond
58,Stern::N,নক্ষত্র,Stern
59,Luft::N,বায়ু,Luft
60,Wind::N,বাতাস,Wind
61,Welle::N,ঢেউ,Welle
62,Welle::N,তরঙ্গ,Welle
63,Wasser::N,জল,Wasser
64,Stein::N,ঢিল,Stein
65,Stein::N,প্রস্তর,Stein
66,Boden::N,ভূতল,Boden
67,Erde::N,ভূমি,Erde
68,Staub::N,ধুলা,Staub
69,Rauch::N,ধোঁয়া,Rauch
70,Funke::N,স্ফুলিঙ্গ,Funke
71,Feuer::N,অগ্নি,Feuer
72,Licht::N,আলো,Licht
73,Schatten::N,ছায়া,Schatten
74,Wetter::N,আবহাওয়া,Wetter
75,Nebel::N,কুহেলিকা,Nebel
76,Wolke::N,মেঘ,Wolke
77,Regen::N,বৃষ্টি,Regen
78,Schnee::N,তুষার,Schnee
79,Eis::N,বরফ,Eis
80,Frost::N,তুষার,Frost
81,Kälte::N,শৈত্য,Kälte
82,Hitze::N,তাপ,Hitze
83,Raureif::N,তুহিন,Raureif
84,Regenbogen::N,রামধনু,Regenbogen
85,Donner::N,বজ্রধ্বনি,Donner
86,Strömung::N,স্রোত,Strömung
87,Tropfen::N,ফোঁটা,Tropfen
88,Schaum::N,ফেনা,Schaum
89,Schmutz::N,ধুলা,Schmutz
90,See::N,হ্রদ,See
91,Sumpf::N,জলা,Sumpf
92,Moor::N,মাঠ,Moor
93,Wiese::N,তৃণভূমি,Wiese
94,Wald::N,বন,Wald
95,Hügel::N,পাহাড়,Hügel
96,Anhöhe::N,টিলা,Anhöhe
97,Berg::N,পর্বত,Berg
98,Gipfel::N,শীর্ষ,Gipfel
99,Höhle::N,গুহা,Höhle
100,Abhang::N,ঢাল,Abhang
101,Quelle::N,উৎস,Quelle
102,Bach::N,ক্ষুদ্র নদী,Bach
103,Fluss::N,নদী,Fluss
104,Ufer::N,উপকূল,Ufer
105,Küste::N,তীর,Küste
106,Festland::N,ভূমি,Festland
107,Meer::N,সমুদ্র,Meer
108,Bucht::N,উপসাগর,Bucht
109,Insel::N,দ্বীপ,Insel
110,Blume::N,ফুল,Blume
111,Gras::N,ঘাস,Gras
112,Wurzel::N,শিকড়,Wurzel
113,Baum::N,গাছ,Baum
114,Stamm::N,স্কন্ধ,Stamm
115,Rinde::N,বল্কল,Rinde
116,Ast::N,শাখা,Ast
117,Zweig::N,ডাল,Zweig
118,Blatt::N,পর্ণ,Blatt
119,Birke::N,ভুর্জ,Birke
120,Kiefer[Baum]::N,পাইন গাছ,Kiefer
121,Weide[Baum]::N,উইলো,Weide
122,Tanne::N,দেবদারূ গাছ,Tanne
123,Horn::N,শিং,Horn
124,Feder::N,পালক,Feder
125,Fell::N,রোম,Fell
126,Flügel::N,ডানা,Flügel
127,Klaue::N,নখর,Klaue
128,Kralle::N,নখর,Kralle
129,Schwanz::N,লেজ,Schwanz
130,Ei::N,ডিম,Ei
131,Nest::N,কুলায়,Nest
132,Bau::N,ডেরা,Bau
133,Tier::N,জন্তু,Tier
134,Herde::N,ঝাঁক,Herde
135,Kuh::N,গোরু,Kuh
136,Bulle::N,বৃষ,Bulle
137,Pferd::N,ঘোড়া,Pferd
138,Schaf::N,ভেড়া,Schaf
139,Schwein::N,শূকর,Schwein
140,Hund::N,কুকুর,Hund
141,Katze::N,বেড়াল,Katze
142,Bär::N,ভল্লুক,Bär
143,Eichhörnchen::N,কাঠবিড়াল,Eichhörnchen
144,Elch::N,হরিণবিশেষ,Elch
145,Fuchs::N,পাঁতিশিয়াল,Fuchs
146,Hase::N,শশক,Hase
147,Maus::N,নেংটি ইঁদুর,Maus
148,Wolf::N,নেকড়ে,Wolf
149,Vogel::N,পক্ষী,Vogel
150,Schwarm::N,ঝাঁক,Schwarm
151,Huhn::N,মোরগ,Huhn
152,Hahn::N,কুক্কুট,Hahn
153,Gans::N,হংসী,Gans
154,Adler::N,ইগল,Adler
155,Ente::N,হংসী,Ente
156,Eule::N,পেচক,Eule
157,Kranich::N,সারস,Kranich
158,Krähe::N,কাক,Krähe
159,Kuckuck::N,কোকিল,Kuckuck
160,Schwan::N,মরাল,Schwan
161,Fisch::N,মাছ,Fisch
162,Barsch::N,মৎন্যবিশেষ,Barsch
163,Hecht::N,বানমাছ,Hecht
164,Schlange[Tier]::N,সর্প,Schlange
165,Wurm::N,কীট,Wurm
166,Spinne::N,মাকড়সা,Spinne
167,Ameise::N,পিপীলিকা,Ameise
168,Laus::N,উকুন,Laus
169,Mücke::N,মশা,Mücke
170,Fliege::N,মাছি,Fliege
171,Schmetterling::N,প্রজাপতি,Schmetterling
172,Beere::N,বেরি,Beere
173,Apfel::N,আপেল,Apfel
174,Pilz::N,ছত্রক,Pilz
175,Zwiebel::N,পিয়াজ,Zwiebel
176,Saat::N,বীজ,Saat
177,Korn::N,শস্য,Korn
178,Heu::N,খড়,Heu
179,Schale::N,খোসা,Schale
180,Grube::N,গর্ত,Grube
181,Falle::N,ফাঁদ,Falle
182,Schlinge::N,পাশ,Schlinge
183,Spur::N,চিহ্ন,Spur
184,Asche::N,ভস্ম,Asche
185,Dreck::N,ময়লা,Dreck
186,Eisen::N,লোহা,Eisen
187,Gold::N,স্বর্ণ,Gold
188,Silber::N,রৌপ্য,Silber
189,Kohle::N,অঙ্গার,Kohle
190,Glas::N,কাচ,Glas
191,Lehm::N,মৃত্তিকা,Lehm
192,Sand::N,বালি,Sand
193,Mensch::N,নর,Mensch
194,Mensch::N,মানুষ,Mensch
195,Mann::N,মানুষ,Mann
196,Frau::N,নারী,Frau
197,Kind::N,বাচ্চা,Kind
198,Junge::N,ছেলে,Junge
199,Mädchen::N,মেয়ে,Mädchen
200,Familie::N,পরিবার,Familie
201,Großvater::N,মাতামহ,Großvater
202,Großmutter::N,মাতামহী,Großmutter
203,Eltern::N,মাতাপিতা,Eltern
204,Vater::N,পিতা,Vater
205,Mutter::N,মাতা,Mutter
206,Sohn::N,ছেলে,Sohn
207,Tochter::N,মেয়ে,Tochter
208,Bruder::N,দাদা,Bruder
209,Schwester::N,বোন,Schwester
210,Schwester::N,দিদি,Schwester
211,Onkel::N,মামা,Onkel
212,Tante::N,মাসী,Tante
213,Ehemann::N,স্বামী,Ehemann
214,Ehefrau::N,পত্নী,Ehefrau
215,Freude::N,উল্লাস,Freude
216,Gelächter::N,হাসি,Gelächter
217,Glück::N,সুখ,Glück
218,Kummer::N,দুঃখ,Kummer
219,Wunsch::N,আকাঙ্ক্ষা,Wunsch
220,Lust::N,বাসনা,Lust
221,Geist::N,আত্না,Geist
222,Gedanke::N,চিন্তা,Gedanke
223,Gedächtnis::N,স্মরণশক্তি,Gedächtnis
224,Verstand::N,মন,Verstand
225,Sinn::N,পদার্থ,Sinn
226,Grund::N,কারণ,Grund
227,Wahrheit::N,সত্য,Wahrheit
228,Gespräch::N,কথাবার্তা,Gespräch
229,Märchen::N,রূপকথা,Märchen
230,Erzählung::N,গল্প,Erzählung
231,Nachricht::N,তথ্য,Nachricht
232,Neuigkeit::N,খবরাখবর,Neuigkeit
233,Name::N,নাম,Name
234,Rätsel::N,ধাঁধা,Rätsel
235,Rede::N,বক্তৃতা,Rede
236,Sprache::N,ভাষা,Sprache
237,Stimme::N,স্বর,Stimme
238,Wort::N,শব্দ,Wort
239,Zeichen::N,প্রতীক,Zeichen
240,Ruf::N,ডাক,Ruf
241,Lärm::N,হৈচৈ,Lärm
242,Laut::N,ধ্বনি,Laut
243,Ton::N,স্বর,Ton
244,Lied::N,গান,Lied
245,Ruhe::N,শান্তি,Ruhe
246,Leute::N,প্রজাপুঞ্জ,Leute
247,Volk::N,জাতি,Volk
248,Arbeit::N,চাকরি,Arbeit
249,Gast::N,অতিথি,Gast
250,Geschenk::N,উপহার,Geschenk
251,Spiel::N,খেলা,Spiel
252,Gesellschaft::N,সঙ্গিগণ,Gesellschaft
253,Hilfe::N,সাহায্য,Hilfe
254,Freund::N,বন্ধু,Freund
255,Kamerad::N,সঙ্গী,Kamerad
256,Angelegenheit::N,বিষয়,Angelegenheit
257,Anzahl::N,পরিমাণ,Anzahl
258,Art::N,রকম,Art
259,Stück::N,টুকরো,Stück
260,Teil::N,অংশ,Teil
261,Hälfte::N,অর্ধেক,Hälfte
262,Kreis::N,বৃত্ত,Kreis
263,Kreuz::N,ক্রুশ,Kreuz
264,Linie::N,রেখা,Linie
265,Strich::N,কষি,Strich
266,Abstand::N,ফাঁক,Abstand
267,Entfernung::N,ব্যবধান,Entfernung
268,Gegend::N,ক্ষেত্র,Gegend
269,Platz::N,জায়গা,Platz
270,Ort::N,স্থান,Ort
271,Seite::N,পার্শ্ব,Seite
272,Mitte::N,মধ্য,Mitte
273,Gegenstand::N,জিনিস,Gegenstand
274,Sache::N,বস্তু,Sache
275,Rand::N,কানা,Rand
276,Kante::N,ধার,Kante
277,Ecke::N,কোণ,Ecke
278,Spitze::N,ডগা,Spitze
279,Ende::N,প্রান্ত,Ende
280,Loch::N,গর্ত,Loch
281,Winkel::N,কোণ,Winkel
282,Muster::N,নমুন্,Muster
283,Größe::N,আয়তন,Größe
284,Länge::N,দৈর্ঘ্য,Länge
285,Höhe::N,উচ্চতা,Höhe
286,Gewicht::N,ওজন,Gewicht
287,Menge::N,পরিমাণ,Menge
288,Haufen::N,পুঞ্জ,Haufen
289,Reihe::N,শ্রেণী,Reihe
290,Boot::N,নৌকা,Boot
291,Ruder::N,দাঁড়,Ruder
292,Schlitten::N,স্নেজ্-গাড়ি,Schlitten
293,Ski::N,শী,Ski
294,Lagerfeuer::N,অগ্নি,Lagerfeuer
295,Last::N,বোঝা,Last
296,Gang::N,হণ্টন,Gang
297,Schritt::N,পদ,Schritt
298,Norden::N,উত্তরদিক্,Norden
299,Süden::N,দক্ষিণদিক,Süden
300,Westen::N,পশ্চিমদিক্,Westen
301,Osten::N,পূর্বদিক,Osten
302,Holz::N,কাঠ,Holz
303,Brett::N,তক্তা,Brett
304,Platte::N,ফলক,Platte
305,Stütze::N,নাগদণ্ড,Stütze
306,Stange::N,দণ্ড,Stange
307,Stock::N,ছড়ি,Stock
308,Stab::N,যষ্টি,Stab
309,Rohr::N,নল,Rohr
310,Haus::N,ঘর,Haus
311,Heim::N,বাসা,Heim
312,Ofen::N,স্টোভ্,Ofen
313,Fußboden::N,গহতল,Fußboden
314,Tisch::N,মেজ,Tisch
315,Tisch::N,টেবিল,Tisch
316,Stuhl::N,চেয়ার,Stuhl
317,Stuhl::N,কেদারা,Stuhl
318,Wiege::N,দোলনা,Wiege
319,Bett::N,শয্যা,Bett
320,Regal::N,তাক,Regal
321,Kiste::N,বাক্স,Kiste
322,Fenster::N,জানালা,Fenster
323,Tür::N,দ্বার,Tür
324,Tor::N,দ্বার,Tor
325,Zaun::N,বেড়া,Zaun
326,Dach::N,ছাদ,Dach
327,Leiter::N,মই,Leiter
328,Besen::N,গুল্মবিশেষ,Besen
329,Spaten::N,কোদাল,Spaten
330,Schaufel::N,বেলচা,Schaufel
331,Gabel::N,কাঁটা,Gabel
332,Löffel::N,চামচ,Löffel
333,Messer::N,ছুরি,Messer
334,Nagel::N,পেরেক,Nagel
335,Netz::N,জাল,Netz
336,Haken::N,কাচি,Haken
337,Griff::N,হাতল,Griff
338,Schloss::N,তালা,Schloss
339,Bild::N,ছবি,Bild
340,Bild::N,চিত্র,Bild
341,Figur::N,আকার,Figur
342,Puppe::N,পুতুল,Puppe
343,Beutel::N,বটুয়া,Beutel
344,Bündel::N,আঁটি,Bündel
345,Tasche::N,থলি,Tasche
346,Eimer::N,বাল্তি,Eimer
347,Deckel::N,আবরণ,Deckel
348,Geschirr::N,থালা-বাসন,Geschirr
349,Sack::N,বস্তা,Sack
350,Tasse::N,কাপ,Tasse
351,Topf::N,পাত্র,Topf
352,Kessel::N,কেটলি,Kessel
353,Essen::N,আহার,Essen
354,Nahrung::N,খাদ্য,Nahrung
355,Speise::N,খাদ্য,Speise
356,Fleisch::N,মাংস,Fleisch
357,Getreide::N,শস্য,Getreide
358,Brei::N,মণ্ড,Brei
359,Brot::N,রুটি,Brot
360,Scheibe::N,ফালি,Scheibe
361,Fett::N,মেদ,Fett
362,Butter::N,মাখন,Butter
363,Öl::N,তৈল,Öl
364,Salz::N,নুন,Salz
365,Suppe::N,শুরুয়া,Suppe
366,Honig::N,মধু,Honig
367,Milch::N,দুধ,Milch
368,Tee::N,চা,Tee
369,Leder::N,পাকা চামড়া,Leder
370,Wolle::N,পশম,Wolle
371,Stoff::N,বস্ত্র,Stoff
372,Nadel::N,সুচ,Nadel
373,Faden::N,সূত্র,Faden
374,Knopf::N,বোতাম,Knopf
375,Knoten::N,গিঁট,Knoten
376,Farbe::N,রং,Farbe
377,Kleidung::N,কাপড়,Kleidung
378,Hemd::N,শার্ট,Hemd
379,Kragen::N,গলবন্ধ,Kragen
380,Ärmel::N,আস্তিন্,Ärmel
381,Hose::N,ট্রাউজার,Hose
382,Gürtel::N,কটিবন্ধ,Gürtel
383,Mütze::N,টুপি,Mütze
384,Schuh::N,জুতো,Schuh
385,Stiefel::N,বুট,Stiefel
386,Ring::N,আংটি,Ring
387,Band::N,ফিতা,Band
388,Kamm::N,চিরুনি,Kamm
389,Spiegel::N,আয়না,Spiegel
390,Riemen::N,চাবুক,Riemen
391,Schnur::N,দড়ি,Schnur
392,Leine::N,শিকল,Leine
393,Decke::N,কম্বল,Decke
394,Kissen::N,উপাধান,Kissen
395,Tuch::N,বস্ত্র,Tuch
396,Handtuch::N,তোয়ালে,Handtuch
397,Kraft::N,জোর,Kraft
398,Stärke::N,শক্তি,Stärke
399,Gesundheit::N,স্বাস্থ্য,Gesundheit
400,Krankheit::N,অসুখ,Krankheit
401,Krankheit::N,ব্যামো,Krankheit
402,Schmerz::N,যন্ত্রণা,Schmerz
403,Wunde::N,ক্ষত,Wunde
404,Fieber::N,জ্বর,Fieber
405,Arznei::N,ঔষধ,Arznei
406,Brücke::N,সেতু,Brücke
407,Brunnen::N,কূপ,Brunnen
408,Weide::N,পশুচারণভূমি,Weide
409,Pfad::N,পথ,Pfad
410,Weg::N,পথ,Weg
411,Straße::N,রাস্তা,Straße
412,Dorf::N,গ্রাম,Dorf
413,Stadt::N,শহর,Stadt
414,Brief::N,চিঠি,Brief
415,Buch::N,বই,Buch
416,Buchstabe::N,অক্ষর,Buchstabe
417,Zeitung::N,সংবাদপত্র,Zeitung
418,Leben::N,জীবন,Leben
419,Tod::N,মৃত্যু,Tod
420,Grab::N,কবর,Grab
421,Kirche::N,গির্জা,Kirche
422,Sünde::N,পাপ,Sünde
423,Gott::N,দেবতা,Gott
424,Arbeiter::N,শ্রমিক,Arbeiter
425,Chef::N,নেতা,Chef
426,Meister::N,ব্যক্তি,Meister
427,Arzt::N,চিকিৎসক,Arzt
428,Lehrer::N,অধ্যাপক,Lehrer
429,Geld::N,মুদ্রা,Geld
430,Geld::N,টাকাপয়সা,Geld
431,Geschäft::N,ব্যস্ততা,Geschäft
432,Laden::N,দোকান,Laden
433,Preis::N,মূল্য,Preis
434,Ware::N,পণ্যদ্রব্য,Ware
435,Nutzen::N,সুবিধা,Nutzen
436,Reichtum::N,ধনদৌলত,Reichtum
437,Welt::N,জগৎ,Welt
438,Land::N,খেত,Land
439,Staat::N,রাষ্ট্র,Staat
440,König::N,রাজা,König
441,Macht::N,প্রভাব,Macht
442,Grenze::N,সীমা,Grenze
443,Krieg::N,যুদ্ধ,Krieg
444,Feind::N,শত্রু,Feind
445,Gewalt::N,জোর,Gewalt
446,Kampf::N,লড়াই,Kampf
447,Bogen[Waffe]::N,ধনুক,Bogen
448,Pfeil::N,বাণ,Pfeil
449,Gewehr::N,বন্দুক,Gewehr
450,Fehler::N,ভুল,Fehler
451,Lüge::N,মিথ্যা,Lüge
452,Schaden::N,ক্ষতি,Schaden
453,Unglück::N,দুর্ভাগ্য,Unglück
454,Schuld::N,অপরাধ,Schuld
455,Alter::N,আয়ু,Alter
456,Schluss::N,শেষ,Schluss
457,Zeit::N,সময়,Zeit
458,Tag::N,দিন,Tag
459,Morgen::N,সকাল,Morgen
460,Mittag::N,মধ্যাহু,Mittag
461,Abend::N,সন্ধ্যা,Abend
462,Nacht::N,রাত্রি,Nacht
463,Woche::N,সপ্তাহ,Woche
464,Monat::N,মাস,Monat
465,Jahr::N,সৌরবর্ষ,Jahr
466,Frühling::N,বসন্তকাল,Frühling
467,Sommer::N,গ্রীষ্মকাল,Sommer
468,Herbst::N,শরংঋতু,Herbst
469,Winter::N,শীতকাল,Winter
470,Januar::N,জানুয়ারী,Januar
471,Februar::N,ফেব্রুয়ারী,Februar
472,März::N,মার্চ,März
473,April::N,এপ্রিল,April
474,Mai::N,মে,Mai
475,Juni::N,জুন,Juni
476,Juli::N,জুলাই,Juli
477,August::N,অগাস্ট,August
478,September::N,সেপ্টেম্বর,September
479,Oktober::N,অক্টোবর,Oktober
480,November::N,নভেম্বর,November
481,Dezember::N,ডিসেম্বর,Dezember
482,Montag::N,সোমবার,Montag
483,Dienstag::N,মঙ্গলবার,Dienstag
484,Mittwoch::N,বুধবার,Mittwoch
485,Donnerstag::N,বৃহম্পতিবার,Donnerstag
486,Freitag::N,শুক্রবার,Freitag
487,Samstag::N,শনিবার,Samstag
488,Sonntag::N,রবিবার,Sonntag
489,groß::A,বৃহৎ,groß
490,klein::A,ছোট,klein
491,lang::A,দীর্ঘ,lang
492,kurz::A,খর্ব,kurz
493,kurz::A,হ্রস্ব,kurz
494,breit::A,চওড়া,breit
495,schmal::A,সরু,schmal
496,dicht::A,ঘন,dicht
497,dick[Gegenstand]::A,পুরু,dick
498,dünn::A,কৃশ,dünn
499,fein::A,সূক্ষ্ম,fein
500,fest::A,দৃঢ়,fest
501,flach::A,সমতল,flach
502,glatt::A,মসৃণ,glatt
503,hart::A,শক্ত,hart
504,weich::A,নরম,weich
505,rund::A,গোলাকার,rund
506,spitz::A,তীক্ষ্ন,spitz
507,scharf::A,শাণিত,scharf
508,stumpf::A,ভোঁতা,stumpf
509,schwer::A,ভারী,schwer
510,schön::A,সুন্দর,schön
511,heiß::A,গরম,heiß
512,warm::A,ঈষদুষ্ণ,warm
513,kalt::A,ঠাণ্ডা,kalt
514,kühl::A,শীতল,kühl
515,frisch::A,তাজা,frisch
516,feucht::A,ভিজা,feucht
517,nass::A,ভিজা,nass
518,trocken::A,শুষ্ক,trocken
519,voll::A,পূর্ণ,voll
520,leer::A,খালি,leer
521,offen::A,খোলা,offen
522,geschlossen::A,বন্ধ,geschlossen
523,sauber::A,নির্মল,sauber
524,schmutzig::A,নোংরা,schmutzig
525,roh::A,কাঁচা,roh
526,reif::A,পাকা,reif
527,lecker::A,সুস্বাদ,lecker
528,süß::A,মিষ্ট,süß
529,bitter::A,তিক্ত,bitter
530,sauer::A,টক,sauer
531,hell::A,উজ্জ্বল,hell
532,dunkel::A,অন্ধকারময়,dunkel
533,schwarz::A,কালো,schwarz
534,weiß::A,সাদা,weiß
535,rot::A,লাল,rot
536,gelb::A,হলদে,gelb
537,blau::A,নীল,blau
538,grün::A,সবুজ,grün
539,grau::A,ছাই-রঙা,grau
540,bunt::A,রঙিন,bunt
541,billig::A,সস্তা,billig
542,teuer::A,আক্রা,teuer
543,wertvoll::A,মহার্ঘ,wertvoll
544,blind::A,কানা,blind
545,taub::A,বধির,taub
546,kräftig::A,বিশাল,kräftig
547,stark::A,শক্তিশালী,stark
548,schwach::A,দুর্বল,schwach
549,fett::A,মোটা,fett
550,schlank::A,কৃশ,schlank
551,hübsch::A,সুন্দর,hübsch
552,böse::A,খারাপ,böse
553,dumm::A,মূর্খ,dumm
554,faul::A,শ্রমবিমুখ,faul
555,fleißig::A,পরিশ্রমী,fleißig
556,geizig::A,ব্যয়কুণ্ঠ,geizig
557,klug::A,দক্ষ,klug
558,geschickt::A,পটু,geschickt
559,lieb::A,প্রেয়,lieb
560,lustig::A,প্রফুল্ল,lustig
561,sanft::A,নম্র,sanft
562,hungrig::A,ক্ষুধার্ত,hungrig
563,krank::A,অসুস্থ,krank
564,nackt::A,উলঙ্গ,nackt
565,traurig::A,দুঃখিত,traurig
566,lebendig::A,জীবিত,lebendig
567,gut::A,ভালো,gut
568,schlecht::A,মন্দ,schlecht
569,richtig::A,ঠিক,richtig
570,schlimm::A,কদর্য,schlimm
571,wahr::A,বাস্তব,wahr
572,alt::A,পুরাতন,alt
573,neu::A,নব,neu
574,neu::A,নূতন,neu
575,ehemalig::A,পূর্বকালীন,ehemalig
576,alt[Lebewesen]::A,বৃদ্ধ,alt
577,jung::A,তরুণ,jung
578,arm::A,ক্ষুদ্র,arm
579,reich::A,ধনবান্,reich
580,bekannt::A,সুপরিচিত,bekannt
581,berühmt::A,বিখ্যাত,berühmt
582,fremd::A,বিদেশি,fremd
583,verschieden::A,বিসদৃশ,verschieden
584,nah::A,নিকটবতী,nah
585,fern::A,দুরবতী,fern
586,linker::A,বাম,linker
587,rechter::A,ডান,rechter
588,rechter::A,ডাইন,rechter
589,anderer::A,অন্যতর,anderer
590,erster::A,প্রথম,erster
591,zweiter::A,দ্বিতীয়,zweiter
592,dritter::A,তৃতীয়,dritter
593,letzter::A,সর্বশেষ,letzter
594,allein::ADV,একক,allein
595,auf einmal::ADV,জলদি,auf einmal
596,zusammen::ADV,একসঙ্গে,zusammen
597,lange::ADV,লম্বা,lange
598,plötzlich::ADV,হঠাৎ,plötzlich
599,sofort::ADV,মুহ্ণর্তমধ্যে,sofort
600,später::ADV,পশ্চাতে,später
601,jetzt::ADV,এখন,jetzt
602,heute::ADV,আজ,heute
603,morgen::ADV,আগামিকাল,morgen
604,bald::ADV,অস্পকালমধ্যে,bald
605,dann::ADV,তখন,dann
606,gestern::ADV,গতকাল,gestern
607,einst::ADV,একবার মাত্র,einst
608,damals::ADV,তখন,damals
609,danach::ADV,পরে,danach
610,vorher::ADV,আগে,vorher
611,zuerst::ADV,আগে,zuerst
612,einmal::ADV,একবার,einmal
613,manchmal::ADV,কখনও কখনও,manchmal
614,oft::ADV,ঘনঘন,oft
615,immer::ADV,সর্বদা,immer
616,niemals::ADV,কখলও নহে,niemals
617,hier::ADV,এখানে,hier
618,hierhin::ADV,এখানে,hierhin
619,von hier::ADV,ত্রই স্তান হইতে,von hier
620,dort::ADV,ওখানে,dort
621,dorthin::ADV,ওখানে,dorthin
622,geradeaus::ADV,অগ্রগামী,geradeaus
623,vorwärts::ADV,সন্মুখিকে,vorwärts
624,rückwärts::ADV,খিরিয়া,rückwärts
625,zurück::ADV,পিঠ,zurück
626,unten::ADV,নীচে,unten
627,hinab::ADV,নিম্নগামী,hinab
628,oben::ADV,উপরে,oben
629,hinauf::ADV,উচ্চতর অংশে,hinauf
630,überall::ADV,সর্বত্র,überall
631,nicht::ADV,না,nicht
632,ein wenig::ADV,অল্প,ein wenig
633,kaum::ADV,কষ্টসহকাবে,kaum
634,sehr::ADV,খুব,sehr
635,so::ADV,তত,so
636,noch::ADV,এখন পর্যস্ত,noch
637,nur::ADV,শুধু,nur
638,schon::ADV,ইতঃপুর্বে,schon
639,wieder::ADV,আবার,wieder
640,vergebens::ADV,বিফলে,vergebens
641,vor::PRP,সম্মুখে,vor
642,hinter::PRP,পশ্চাতে,hinter
643,unter::PRP,নীচে,unter
644,durch::PRP,দ্বারা,durch
645,neben::PRP,কাছে,neben
646,zwischen::PRP,মধ্যে,zwischen
647,wegen::PRP,জন্য,wegen
648,dies::PRN,এটা,dies
649,das::PRN,ওটা,das
650,alles::PRN,সব,alles
651,ich::PRN,আমি,ich
652,du::PRN,তুমি,du
653,er::PRN,উনি,er
654,wir::PRN,আমরা,wir
655,ihr::PRN,তোমরা,ihr
656,sie::PRN,তারা,sie
657,was::FPRN,কি,was
658,wer::FPRN,কে,wer
659,wo::FADV,কোথায়,wo
660,wohin::FADV,কোথায়,wohin
661,wie::FADV,কেমন,wie
662,warum::FADV,কেন,warum
663,wieviel::FNUM,কত,wieviel
664,eins::NUM,অক,eins
665,zwei::NUM,দুই,zwei
666,drei::NUM,তিন,drei
667,vier::NUM,চার,vier
668,fünf::NUM,পাঁচ,fünf
669,sechs::NUM,ছয়,sechs
670,sieben::NUM,সাত,sieben
671,acht::NUM,আট,acht
672,neun::NUM,নয়,neun
673,zehn::NUM,দশ,zehn
674,elf::NUM,এগারো,elf
675,zwölf::NUM,দ্বাদশ,zwölf
676,zwanzig::NUM,বিশ,zwanzig
677,dreißig::NUM,ত্রিশ,dreißig
678,vierzig::NUM,চল্লিশ,vierzig
679,fünfzig::NUM,পঞ্চাশ,fünfzig
680,sechzig::NUM,ষাট,sechzig
681,siebzig::NUM,সত্তর,siebzig
682,achtzig::NUM,আশি,achtzig
683,neunzig::NUM,নব্বুই,neunzig
684,hundert::NUM,শত,hundert
685,tausend::NUM,হাজার,tausend
686,und::CNJ,আর,und
687,und::CNJ,এবং,und
688,oder::CNJ,বা,oder
689,stehen::V,দাঁড়ানো,stehen
690,sitzen::V,বসা,sitzen
691,liegen::V,শোয়া,liegen
692,hängen::V,ঝোলা,hängen
693,werden::V,হইয়া উঠা,werden
694,passieren::V,ঘটা,passieren
695,beginnen::V,আরম্ভ হওয়া,beginnen
696,enden::V,শেষ হওয়া,enden
697,wechseln::V,রূপাস্তর করা,wechseln
698,aufgehen[Sonne]::V,উদিত হওয়া,aufgehen
699,untergehen[Sonne]::V,অস্ত যাওয়া,untergehen
