,Concept_ID,xal,hu
361,Ski::N,лыҗ,sí
362,Lagerfeuer::N,костёр,tábortűz
363,Last::N,күнд,teher
364,Gang::N,йовлһн,járás
365,Schritt::N,ишкм,lépés
366,Norden::N,ар үзг,észak
367,Süden::N,өмн,dél
368,Süden::N,өмн үзг,dél
369,Westen::N,барун,nyugat
370,Westen::N,барун үзг,nyugat
371,Osten::N,зүн,kelet
372,Osten::N,зүн үзг,kelet
373,Holz::N,модн,fa
374,Brett::N,харһа,deszka
375,Platte::N,хавтха чолун,lap
376,Platte::N,хавтха чолун,lemez
377,Stütze::N,тулг,támasz
378,Stütze::N,тулг,támaszték
379,Stange::N,уньн,rúd
380,Stange::N,уньн,pózna
381,Stock::N,модн,pálca
382,Stab::N,шуург,bot
383,Rohr::N,турва,cső
384,Haus::N,гер,ház
385,Heim::N,гер-бул,otthon
386,Ofen::N,беш,kályha
387,Fußboden::N,девскр,padló
388,Tisch::N,ширә,asztal
389,Stuhl::N,стул,szék
390,Wiege::N,өлгә,bölcső
391,Wiege::N,дүүҗң,bölcső
392,Bett::N,орн,ágy
393,Bett::N,орндг,ágy
394,Regal::N,таг,polc
395,Regal::N,таг,állvány
396,Regal::N,тәвц,polc
397,Regal::N,тәвц,állvány
398,Kiste::N,яршг,láda
399,Fenster::N,терз,ablak
400,Tür::N,үүдн,ajtó
401,Tor::N,үүдн,kapu
402,Tor::N,өргн үүдн,kapu
403,Tor::N,хашан үүдн,kapu
404,Zaun::N,хаша,kerítés
405,Dach::N,деевр,tető
406,Leiter::N,шат,létra
407,Leiter::N,давшур,létra
408,Besen::N,сәвүр,seprű
409,Spaten::N,күрз,ásó
410,Schaufel::N,совг,lapát
411,Gabel::N,серә,villa
412,Löffel::N,ухр,kanál
413,Messer::N,утх,kés
414,Nagel::N,хадасн,szeg
415,Netz::N,гөлм,háló
416,Haken::N,дегә,kampó
417,Griff::N,иш,nyél
418,Griff::N,иш,fogantyú
419,Griff::N,бәрүл,nyél
420,Griff::N,бәрүл,fogantyú
421,Schloss::N,оньс,zár
422,Bild::N,зург,kép
423,Figur::N,фигур,alak
424,Puppe::N,наадһа,bábu
425,Beutel::N,мишг,zacskó
426,Bündel::N,багла,köteg
427,Bündel::N,боодһа,köteg
428,Tasche::N,сумк,táska
429,Eimer::N,суулһ,vödör
430,Deckel::N,бүркәсн,fedő
431,Deckel::N,бүркәсн,fedél
432,Geschirr::N,сав,edény
433,Geschirr::N,сав-сарх,edény
434,Sack::N,мишг,zsák
435,Tasse::N,ааһ,csésze
436,Topf::N,кастрюль,fazék
437,Kessel::N,хәәсн,üst
438,Kessel::N,хәәсн,bogrács
439,Essen::N,зоогллһн,evés
440,Essen::N,зоогллһн,étkezés
441,Nahrung::N,теҗәл,ennivaló
442,Speise::N,хот,étel
443,Fleisch::N,махн,hús
444,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,gabona
445,Brei::N,хаш,pép
446,Brei::N,хаш,kása
447,Brot::N,өдмг,kenyér
448,Scheibe::N,зүсм,szelet
449,Fett::N,өөкн,háj
450,Fett::N,өөкн,zsír
451,Butter::N,тосн,vaj
452,Öl::N,тосн,olaj
453,Salz::N,давсн,só
454,Suppe::N,шөлн,leves
455,Honig::N,бал,méz
456,Milch::N,үсн,tej
457,Tee::N,цә,tea
458,Leder::N,арсн,bőr
459,Wolle::N,утцн,gyapjú
460,Wolle::N,эд,gyapjú
461,Stoff::N,эд,szövet
462,Nadel::N,зүн,tű
463,Faden::N,утцн,fonál
464,Knopf::N,товч,gomb
465,Knoten::N,зәңгдә,csomó
466,Farbe::N,будг,szín
467,Farbe::N,будг,festék
468,Kleidung::N,хувцн,ruha
469,Kleidung::N,хувцн,ruházat
470,Kleidung::N,хувц-хунр,ruha
471,Kleidung::N,хувц-хунр,ruházat
472,Hemd::N,киилг,ing
473,Kragen::N,зах,gallér
474,Ärmel::N,ханцн,ujj
475,Hose::N,шалвур,gatya
476,Hose::N,шалвур,nadrág
477,Gürtel::N,бүс,öv
478,Mütze::N,махла,sapka
479,Schuh::N,башмгуд,cipő
480,Stiefel::N,һосн,csizma
481,Ring::N,билцг,gyűrű
482,Band::N,лент,szalag
483,Kamm::N,сам,fésű
484,Spiegel::N,толь,tükör
485,Riemen::N,бүс,szíj
486,Schnur::N,деесн,zsinór
487,Leine::N,бурнтг,póráz
488,Leine::N,нохан көтлвр,póráz
489,Decke::N,көнҗл,takaró
490,Kissen::N,дер,párna
491,Tuch::N,альчур,kendő
492,Handtuch::N,полотенц,törülköző
493,Handtuch::N,һар-нүүрин альчур,törülköző
494,Kraft::N,күчн,erő
495,Stärke::N,чидл,erő
496,Stärke::N,чидл,erősség
497,Gesundheit::N,эрүл-менд,egészség
498,Krankheit::N,өвчн,kór
499,Krankheit::N,өвчн,betegség
500,Schmerz::N,өвдлһн,fájdalom
501,Wunde::N,шав,seb
502,Fieber::N,безг,láz
503,Arznei::N,эм,orvosság
504,Arznei::N,эм,gyógyszer
505,Brücke::N,тагт,híd
506,Brunnen::N,худг,kút
507,Weide::N,малын идг,legelő
508,Pfad::N,цувг,ösvény
509,Weg::N,хаалһ,út
510,Straße::N,зам,út
511,Dorf::N,хотн,falu
512,Stadt::N,балһсн,város
513,Brief::N,бичг,levél
514,Buch::N,дегтр,könyv
515,Buchstabe::N,үзг,betű
516,Zeitung::N,газет,újság
517,Zeitung::N,газет,hírlap
518,Leben::N,җирһл,élet
519,Tod::N,үкл,halál
520,Tod::N,өңгрлһн,halál
521,Grab::N,оршалһна нүкн,sír
522,Kirche::N,чонҗ,templom
523,Sünde::N,нүл,bűn
524,Sünde::N,нүл,vétek
525,Sünde::N,килнц,bűn
526,Sünde::N,килнц,vétek
527,Gott::N,бурхн,isten
528,Arbeiter::N,көдлмшч,munkás
529,Chef::N,толһач,főnök
530,Meister::N,урн,mester
531,Arzt::N,эмч,orvos
532,Lehrer::N,багш,tanár
533,Lehrer::N,багш,tanító
534,Geld::N,мөңгн,pénz
535,Geschäft::N,көдлмш,üzlet
536,Laden::N,лавк,bolt
537,Preis::N,үн,ár
538,Ware::N,эд-тавр,áru
539,Nutzen::N,олз,haszon
540,Reichtum::N,зөөр,gazdagság
541,Welt::N,орчлң,világ
542,Welt::N,делкә,világ
543,Land::N,орн-нутг,ország
544,Staat::N,государств,állam
545,König::N,хан,király
546,Macht::N,йосн,hatalom
547,Grenze::N,меҗә,határ
548,Krieg::N,дән,háború
549,Feind::N,дәәсн,ellenség
550,Gewalt::N,күч һарһлһн,erőszak
551,Kampf::N,ноолдан,harc
552,Kampf::N,бәрлдлһн,harc
553,Bogen[Waffe]::N,саадг,íj
554,Pfeil::N,сумн,nyíl
555,Gewehr::N,бу,puska
556,Gewehr::N,бу,fegyver
557,Fehler::N,алдг,hiba
558,Lüge::N,худл,hazugság
559,Schaden::N,хорлт,kár
560,Unglück::N,гүрм,csapás
561,Unglück::N,гүрм,balszerencse
562,Schuld::N,гем,bűn
563,Schuld::N,буру,bűn
564,Alter::N,насн,kor
565,Schluss::N,чилгч,vég
566,Schluss::N,чилгч,befejezés
567,Zeit::N,цаг,idő
568,Tag::N,өдр,nap
569,Morgen::N,өрүн,reggel
570,Mittag::N,үд,dél
571,Abend::N,асхн,este
572,Nacht::N,сө,éj
573,Nacht::N,сө,éjszaka
574,Woche::N,долан хонг,hét
575,Monat::N,сар,hó
576,Monat::N,сар,hónap
577,Jahr::N,җил,év
578,Frühling::N,хавр,tavasz
579,Sommer::N,зун,nyár
580,Herbst::N,намр,ősz
581,Winter::N,үвл,tél
582,Januar::N,январь,január
583,Februar::N,февраль,február
584,März::N,март,március
585,März::N,моһа сар,március
586,April::N,апрель,április
587,Mai::N,май,május
588,Juni::N,июнь,június
589,Juni::N,мөчн сар,június
590,Juli::N,июль,július
591,August::N,август,augusztus
592,September::N,һаха сар,szeptember
593,Oktober::N,октябрь,október
594,November::N,ноябрь,november
595,November::N,үкр сар,november
596,Dezember::N,бар сар,december
597,Montag::N,понедельник,hétfő
598,Dienstag::N,вторник,kedd
599,Mittwoch::N,среда,szerda
600,Mittwoch::N,үлмҗ өдр,szerda
601,Donnerstag::N,четверг,csütörtök
602,Donnerstag::N,пүрвә өдр,csütörtök
603,Freitag::N,пятниц,péntek
604,Samstag::N,суббот,szombat
605,Sonntag::N,нарн өдр,vasárnap
606,Sonntag::N,воскресень,vasárnap
607,groß::A,ик,nagy
608,klein::A,бичкн,pici
609,klein::A,бичкн,kicsi
610,lang::A,ут,hosszú
611,kurz::A,оһтр,rövid
612,breit::A,өргн,széles
613,schmal::A,уутьхн,keskeny
614,dicht::A,нигт,sűrű
615,dick[Gegenstand]::A,зузан,vastag
616,dünn::A,нимгн,vékony
617,fein::A,нәрхн,vékony
618,fest::A,бат,szilárd
619,flach::A,хавтха,sík
620,flach::A,хавтха,lapos
621,glatt::A,тегш,sima
622,glatt::A,тиньгр,sima
623,hart::A,хату,kemény
624,weich::A,җөөлн,puha
625,weich::A,җөөлкн,puha
626,rund::A,төгрг,kerek
627,spitz::A,шовһр,hegyes
628,scharf::A,хурц,éles
629,stumpf::A,мука,tompa
630,stumpf::A,мука,életlen
631,schwer::A,күнд,nehéz
632,schwer::A,күнд,súlyos
633,schön::A,сәәхн,szép
634,heiß::A,халун,forró
635,warm::A,дулан,meleg
636,kalt::A,киитн,hideg
637,kühl::A,серүн,hűs
638,kühl::A,серүн,hűvös
639,frisch::A,серүн,üde
640,frisch::A,серүн,friss
641,feucht::A,чиигтә,nedves
642,nass::A,чиигтә,vizes
643,trocken::A,хагсу,száraz
644,voll::A,дүүрң,telt
645,leer::A,сул,üres
646,leer::A,хоосн,üres
647,offen::A,секәтә,nyílt
648,offen::A,секәтә,nyitott
649,geschlossen::A,хаалһата,zárt
650,geschlossen::A,хаалһата,csukott
651,sauber::A,цевр,tiszta
652,schmutzig::A,киртә,piszkos
653,schmutzig::A,киртә,szennyes
654,roh::A,түүкә,nyers
655,reif::A,болсн,érett
656,lecker::A,әмтәхн,finom
657,süß::A,әмтәхн,édes
658,bitter::A,һашун,keserű
659,bitter::A,һашута,keserű
660,sauer::A,ишклң,savanyú
661,hell::A,герлтә,világos
662,dunkel::A,харңһу,sötét
663,schwarz::A,хар,fekete
664,weiß::A,цаһан,fehér
665,rot::A,улан,vörös
666,gelb::A,шар,sárga
667,blau::A,көк,kék
668,grün::A,көк,zöld
669,grau::A,бор,ősz
670,grau::A,бор,szürke
671,bunt::A,алг,tarka
672,bunt::A,алг,színes
673,bunt::A,эрәтә,tarka
674,bunt::A,эрәтә,színes
675,billig::A,кимд,olcsó
676,teuer::A,үнтә,drága
677,wertvoll::A,үнтә,értékes
678,wertvoll::A,эрднь,értékes
679,blind::A,сохр,vak
680,taub::A,дүлә,süket
681,kräftig::A,күчтә,erős
682,stark::A,чаңһ,erős
683,schwach::A,күчн тату,gyenge
684,schwach::A,күчн тату,erőtlen
685,fett::A,тарһн,hájas
686,schlank::A,эццн,karcsú
687,hübsch::A,көркхн,csinos
688,böse::A,уурта,rossz
689,böse::A,уурта,gonosz
690,dumm::A,тенг,buta
691,dumm::A,тенг,ostoba
692,faul::A,залху,lusta
693,fleißig::A,кинән,szorgalmas
694,fleißig::A,кинмһә,szorgalmas
695,geizig::A,ховдг,fukar
696,geizig::A,ховдг,fösvény
697,klug::A,ухата,okos
698,klug::A,ухата,eszes
699,geschickt::A,чадмг,ügyes
700,lieb::A,эңкр,drága
701,lieb::A,эңкр,kedves
702,lustig::A,сергмҗтә,víg
703,lustig::A,сергмҗтә,vidám
704,lustig::A,җирһлтә,víg
705,lustig::A,җирһлтә,vidám
706,sanft::A,номһн,enyhe
707,hungrig::A,өлн,éhes
708,hungrig::A,харһнсн,éhes
709,krank::A,өвчтә,beteg
710,krank::A,шалтгта,beteg
711,nackt::A,нүцкн,csupasz
712,nackt::A,нүцкн,meztelen
713,traurig::A,һундлта,bús
714,traurig::A,һундлта,szomorú
715,lebendig::A,әмд,élő
716,gut::A,сән,jó
717,schlecht::A,му,rossz
718,richtig::A,зөвтә,helyes
719,schlimm::A,җигшүртә,rossz
720,wahr::A,үнн,igaz
721,wahr::A,мөн,igaz
722,alt::A,хуучн,ó
723,alt::A,хуучн,régi
724,neu::A,шин,új
725,ehemalig::A,хуучн,volt
726,ehemalig::A,хуучн,egykori
727,alt[Lebewesen]::A,көгшн,öreg
728,jung::A,баһ,fiatal
729,arm::A,угатя,szegény
730,reich::A,байн,gazdag
731,bekannt::A,таньл,ismert
732,bekannt::A,таньл,ismeretes
733,bekannt::A,таньдг,ismert
734,bekannt::A,таньдг,ismeretes
735,berühmt::A,туурсн,híres
736,fremd::A,күүнә,idegen
737,verschieden::A,әдл биш,különböző
738,verschieden::A,йилһәтә,különböző
739,nah::A,өөрхн,közeli
740,fern::A,хол,távoli
741,linker::A,зүн,bal
742,rechter::A,барун,jobb
743,anderer::A,талдан,más
744,anderer::A,талдан,másik
745,erster::A,негдгч,első
746,zweiter::A,хойрдгч,második
747,dritter::A,һурвдгч,harmadik
748,letzter::A,отхн,utolsó
749,allein::ADV,һанцарн,egyedül
750,auf einmal::ADV,нег дәкҗ,egyszerre
751,zusammen::ADV,хамдан,együtt
752,zusammen::ADV,хамдан,összesen
753,lange::ADV,удан,sokáig
754,lange::ADV,удан,hosszan
755,plötzlich::ADV,генткн,hirtelen
756,plötzlich::ADV,генткн,egyszerre
757,sofort::ADV,дарунь,rögtön
758,sofort::ADV,дарунь,tüstént
759,später::ADV,сүүлд,későn
760,jetzt::ADV,ода,most
761,heute::ADV,эндр,ma
762,morgen::ADV,маңһдур,holnap
763,bald::ADV,дарунь,majd
764,bald::ADV,дарунь,nemsokára
765,dann::ADV,дәкәд,akkor
766,gestern::ADV,өцклдүр,tegnap
767,einst::ADV,нег саамд,hajdan
768,damals::ADV,тиигхд,akkor
769,damals::ADV,тиигхд,akkoriban
770,danach::ADV,тегәд,azután
771,vorher::ADV,урд,előbb
772,zuerst::ADV,түрүләд,először
773,einmal::ADV,нег дәкҗ,egyszer
774,manchmal::ADV,зәрмдән,néha
775,manchmal::ADV,зәрмдән,olykor
776,oft::ADV,хара биш,sokszor
777,oft::ADV,хатяр биш,sokszor
778,oft::ADV,дару-дарунь,sokszor
779,immer::ADV,оньдинд,mindig
780,niemals::ADV,кезә чмгн биш,sohasem
781,hier::ADV,энд,itt
782,hier::ADV,энүнд,itt
783,hierhin::ADV,нааран,erre
784,von hier::ADV,эндәс,innen
785,dort::ADV,тенд,ott
786,dorthin::ADV,тиигән,oda
787,geradeaus::ADV,шуд,egyenesen
788,vorwärts::ADV,уралан,előre
789,rückwärts::ADV,гедргән,hátrafelé
790,zurück::ADV,хәрү,hátra
791,zurück::ADV,хәрү,vissza
792,unten::ADV,дор,alul
793,hinab::ADV,дор,le
794,hinab::ADV,дор,lefelé
795,hinab::ADV,доракшан,le
796,hinab::ADV,доракшан,lefelé
797,oben::ADV,деер,fenn
798,oben::ADV,деер,felül
799,hinauf::ADV,өөдән,fel
800,hinauf::ADV,өөдән,felfelé
801,hinauf::ADV,деер,fel
802,hinauf::ADV,деер,felfelé
803,überall::ADV,альд болв чигн,mindenütt
804,nicht::ADV,эс,nem
805,nicht::ADV,биш,nem
806,nicht::ADV,бичә,nem
