,Concept_ID,udm,bn
182,Ameise::N,кузьыли,পিপীলিকা
183,Laus::N,тэй,উকুন
184,Mücke::N,нымы,মশা
185,Mücke::N,чибинь,মশা
186,Fliege::N,кут,মাছি
187,Schmetterling::N,бубыли,প্রজাপতি
188,Beere::N,узы-боры,বেরি
189,Apfel::N,яблок,আপেল
190,Pilz::N,губи,ছত্রক
191,Zwiebel::N,сугон,পিয়াজ
192,Saat::N,кидыс,বীজ
193,Korn::N,тысь,শস্য
194,Heu::N,турын,খড়
195,Schale::N,кыд,খোসা
196,Grube::N,гу,গর্ত
197,Grube::N,гоп,গর্ত
198,Falle::N,налик,ফাঁদ
199,Schlinge::N,гиӟ,পাশ
200,Schlinge::N,герд,পাশ
201,Spur::N,пытьы,চিহ্ন
202,Spur::N,бервыл,চিহ্ন
203,Asche::N,пень,ভস্ম
204,Dreck::N,дэри,ময়লা
205,Eisen::N,корт,লোহা
206,Gold::N,зарни,স্বর্ণ
207,Silber::N,азвесь,রৌপ্য
208,Kohle::N,эгыр,অঙ্গার
209,Glas::N,стекло,কাচ
210,Glas::N,пияла,কাচ
211,Lehm::N,сюй,মৃত্তিকা
212,Sand::N,луо,বালি
213,Mensch::N,мурт,নর
214,Mensch::N,мурт,মানুষ
215,Mensch::N,адями,নর
216,Mensch::N,адями,মানুষ
217,Mann::N,воргорон,মানুষ
218,Frau::N,кышномурт,নারী
219,Kind::N,нуны,বাচ্চা
220,Kind::N,пинал,বাচ্চা
221,Junge::N,пи,ছেলে
222,Mädchen::N,ныл,মেয়ে
223,Familie::N,семья,পরিবার
224,Großvater::N,песятай,মাতামহ
225,Großvater::N,пересь атай,মাতামহ
226,Großmutter::N,песянай,মাতামহী
227,Großmutter::N,пересь анай,মাতামহী
228,Eltern::N,атай-анай,মাতাপিতা
229,Eltern::N,бубы-мумы,মাতাপিতা
230,Vater::N,айы,পিতা
231,Vater::N,атай,পিতা
232,Mutter::N,мумы,মাতা
233,Sohn::N,пи,ছেলে
234,Tochter::N,ныл,মেয়ে
235,Bruder::N,агай,দাদা
236,Schwester::N,апа,বোন
237,Schwester::N,апа,দিদি
238,Schwester::N,сузэр,বোন
239,Schwester::N,сузэр,দিদি
240,Onkel::N,агай,মামা
241,Tante::N,апа,মাসী
242,Tante::N,кенак,মাসী
243,Ehemann::N,карт,স্বামী
244,Ehefrau::N,кышно,পত্নী
245,Freude::N,шумпотон,উল্লাস
246,Gelächter::N,горем,হাসি
247,Glück::N,шуд,সুখ
248,Kummer::N,кайгу,দুঃখ
249,Kummer::N,куректон,দুঃখ
250,Wunsch::N,мылпотон,আকাঙ্ক্ষা
251,Lust::N,потон,বাসনা
252,Geist::N,лул,আত্না
253,Gedanke::N,малпан,চিন্তা
254,Gedächtnis::N,йырсазь,স্মরণশক্তি
255,Gedächtnis::N,тодэваён,স্মরণশক্তি
256,Verstand::N,йырвизь,মন
257,Sinn::N,смысл,পদার্থ
258,Grund::N,муг,কারণ
259,Grund::N,ньӧм,কারণ
260,Wahrheit::N,зэм,সত্য
261,Wahrheit::N,шонер,সত্য
262,Gespräch::N,вераськон,কথাবার্তা
263,Märchen::N,выжыкыл,রূপকথা
264,Erzählung::N,верос,গল্প
265,Nachricht::N,ивор,তথ্য
266,Neuigkeit::N,выльивор,খবরাখবর
267,Name::N,ним,নাম
268,Rätsel::N,мадькыл,ধাঁধা
269,Rede::N,верам,বক্তৃতা
270,Sprache::N,кыл,ভাষা
271,Stimme::N,куара,স্বর
272,Wort::N,кыл,শব্দ
273,Zeichen::N,пус,প্রতীক
274,Zeichen::N,тодмет,প্রতীক
275,Ruf::N,ӧтён,ডাক
276,Ruf::N,чортон,ডাক
277,Lärm::N,ӵашетон,হৈচৈ
278,Laut::N,куара,ধ্বনি
279,Ton::N,куара,স্বর
280,Lied::N,кырӟан,গান
281,Ruhe::N,чалмыт улон,শান্তি
282,Leute::N,адямиос,প্রজাপুঞ্জ
283,Volk::N,калык,জাতি
284,Arbeit::N,уж,চাকরি
285,Gast::N,куно,অতিথি
286,Geschenk::N,салам,উপহার
287,Geschenk::N,кузьым,উপহার
288,Spiel::N,шудон,খেলা
289,Gesellschaft::N,калык,সঙ্গিগণ
290,Hilfe::N,юрттон,সাহায্য
291,Freund::N,эш,বন্ধু
292,Freund::N,юлтош,বন্ধু
293,Kamerad::N,тодмо,সঙ্গী
294,Angelegenheit::N,уж,বিষয়
295,Anzahl::N,лыд,পরিমাণ
296,Art::N,тус,রকম
297,Stück::N,юдэс,টুকরো
298,Teil::N,люкет,অংশ
299,Hälfte::N,ӝыны,অর্ধেক
300,Kreis::N,котырес,বৃত্ত
301,Kreuz::N,крест,ক্রুশ
302,Linie::N,гож,রেখা
303,Strich::N,гож,কষি
304,Abstand::N,вис,ফাঁক
305,Abstand::N,кусып,ফাঁক
306,Entfernung::N,кусып,ব্যবধান
307,Gegend::N,инты,ক্ষেত্র
308,Platz::N,инты,জায়গা
309,Ort::N,инты,স্থান
310,Ort::N,места,স্থান
311,Seite::N,пал,পার্শ্ব
312,Mitte::N,шор,মধ্য
313,Gegenstand::N,арбери,জিনিস
314,Sache::N,котыр,বস্তু
315,Rand::N,дур,কানা
316,Rand::N,шаер,কানা
317,Kante::N,дур,ধার
318,Ecke::N,сэрег,কোণ
319,Spitze::N,йыл,ডগা
320,Ende::N,пум,প্রান্ত
321,Loch::N,пась,গর্ত
322,Winkel::N,сэрег,কোণ
323,Muster::N,пужы,নমুন্
324,Größe::N,быдӟала,আয়তন
325,Länge::N,кузьдала,দৈর্ঘ্য
326,Höhe::N,ӝуждала,উচ্চতা
327,Gewicht::N,сектала,ওজন
328,Gewicht::N,секытлык,ওজন
329,Menge::N,лыд,পরিমাণ
330,Menge::N,лыдпус,পরিমাণ
331,Haufen::N,люк,পুঞ্জ
332,Reihe::N,чур,শ্রেণী
333,Boot::N,пыж,নৌকা
334,Boot::N,лодка,নৌকা
335,Ruder::N,полыс,দাঁড়
336,Schlitten::N,додьы,স্নেজ্-গাড়ি
337,Ski::N,куас,শী
338,Lagerfeuer::N,тылскем,অগ্নি
339,Last::N,секыт,বোঝা
340,Gang::N,ветлон,হণ্টন
341,Schritt::N,вамыш,পদ
342,Norden::N,уйпал,উত্তরদিক্
343,Süden::N,лымшор,দক্ষিণদিক
344,Westen::N,шунды пуксён,পশ্চিমদিক্
345,Osten::N,шунды ӝужан,পূর্বদিক
346,Holz::N,пу,কাঠ
347,Brett::N,пул,তক্তা
348,Platte::N,плита,ফলক
349,Stütze::N,пыкет,নাগদণ্ড
350,Stange::N,пуӵ,দণ্ড
351,Stock::N,боды,ছড়ি
352,Stab::N,пуӵ,যষ্টি
353,Stab::N,боды,যষ্টি
354,Rohr::N,труба,নল
355,Haus::N,юрт,ঘর
356,Heim::N,корка,বাসা
357,Ofen::N,гур,স্টোভ্
358,Fußboden::N,выж,গহতল
359,Tisch::N,ӝӧк,মেজ
360,Tisch::N,ӝӧк,টেবিল
361,Stuhl::N,пукон,চেয়ার
362,Stuhl::N,пукон,কেদারা
363,Wiege::N,кӧкы,দোলনা
364,Wiege::N,зыбка,দোলনা
365,Bett::N,валес,শয্যা
366,Regal::N,ӝажы,তাক
367,Kiste::N,ящик,বাক্স
368,Fenster::N,укно,জানালা
369,Fenster::N,косяк,জানালা
370,Tür::N,ӧс,দ্বার
371,Tor::N,ӟезьы,দ্বার
372,Zaun::N,забор,বেড়া
373,Dach::N,липет,ছাদ
374,Leiter::N,падӟа,মই
375,Besen::N,ӵужон,গুল্মবিশেষ
376,Besen::N,исьнер,গুল্মবিশেষ
377,Spaten::N,лопатка,কোদাল
378,Schaufel::N,ютырон,বেলচা
379,Gabel::N,тэчы,কাঁটা
380,Gabel::N,вилка,কাঁটা
381,Löffel::N,пуньы,চামচ
382,Messer::N,пурт,ছুরি
383,Nagel::N,кортӵог,পেরেক
384,Netz::N,сеть,জাল
385,Haken::N,курик,কাচি
386,Griff::N,ныд,হাতল
387,Schloss::N,тунгон,তালা
388,Bild::N,суред,ছবি
389,Bild::N,суред,চিত্র
390,Figur::N,фигура,আকার
391,Puppe::N,мунё,পুতুল
392,Beutel::N,пуйы,বটুয়া
393,Bündel::N,керттэт,আঁটি
394,Tasche::N,пуйы,থলি
395,Tasche::N,сумка,থলি
396,Eimer::N,ведра,বাল্তি
397,Deckel::N,ӵоксэт,আবরণ
398,Geschirr::N,тусьты-пуньы,থালা-বাসন
399,Sack::N,пуйы,বস্তা
400,Tasse::N,ӵаша,কাপ
401,Topf::N,миска,পাত্র
402,Kessel::N,пурты,কেটলি
403,Essen::N,сиськон,আহার
404,Nahrung::N,сион,খাদ্য
405,Speise::N,сиён,খাদ্য
406,Fleisch::N,сӥль,মাংস
407,Getreide::N,ю тысь,শস্য
408,Brei::N,ӝук,মণ্ড
409,Brot::N,нянь,রুটি
410,Scheibe::N,шорем,ফালি
411,Fett::N,кӧй,মেদ
412,Butter::N,вӧй,মাখন
413,Öl::N,вӧй,তৈল
414,Salz::N,сылал,নুন
415,Suppe::N,шыд,শুরুয়া
416,Honig::N,чечы,মধু
417,Milch::N,йӧл,দুধ
418,Tee::N,чай,চা
419,Leder::N,сурон,পাকা চামড়া
420,Wolle::N,гон,পশম
421,Wolle::N,ыжгон,পশম
422,Stoff::N,куэм,বস্ত্র
423,Nadel::N,вень,সুচ
424,Faden::N,сӥньыс,সূত্র
425,Knopf::N,бирды,বোতাম
426,Knoten::N,герд,গিঁট
427,Farbe::N,буёл,রং
428,Kleidung::N,дӥсь,কাপড়
429,Hemd::N,дэрем,শার্ট
430,Kragen::N,сирес,গলবন্ধ
431,Ärmel::N,саес,আস্তিন্
432,Hose::N,брюки,ট্রাউজার
433,Hose::N,штань,ট্রাউজার
434,Gürtel::N,кускерттон,কটিবন্ধ
435,Mütze::N,ызьы,টুপি
436,Schuh::N,ботинка,জুতো
437,Stiefel::N,сапег,বুট
438,Ring::N,зундэс,আংটি
439,Band::N,лента,ফিতা
440,Kamm::N,сын,চিরুনি
441,Spiegel::N,синучкон,আয়না
442,Riemen::N,е,চাবুক
443,Schnur::N,гозы,দড়ি
444,Leine::N,думет,শিকল
445,Decke::N,шобрет,কম্বল
446,Kissen::N,миндэр,উপাধান
447,Tuch::N,кышет,বস্ত্র
448,Handtuch::N,ӵушкон,তোয়ালে
449,Kraft::N,кать,জোর
450,Kraft::N,ӟигар,জোর
451,Stärke::N,юнлык,শক্তি
452,Gesundheit::N,тазалык,স্বাস্থ্য
453,Krankheit::N,висён,অসুখ
454,Krankheit::N,висён,ব্যামো
455,Schmerz::N,висён,যন্ত্রণা
456,Wunde::N,яра,ক্ষত
457,Fieber::N,кезег,জ্বর
458,Arznei::N,эмъюм,ঔষধ
459,Brücke::N,выж,সেতু
460,Brunnen::N,колдэч,কূপ
461,Weide::N,возь,পশুচারণভূমি
462,Pfad::N,сюрес,পথ
463,Weg::N,сюрес,পথ
464,Straße::N,сюрес,রাস্তা
465,Dorf::N,гурт,গ্রাম
466,Stadt::N,кар,শহর
467,Stadt::N,город,শহর
468,Brief::N,гожтэт,চিঠি
469,Buch::N,книга,বই
470,Buchstabe::N,буква,অক্ষর
471,Zeitung::N,газет,সংবাদপত্র
472,Leben::N,улон,জীবন
473,Tod::N,кулон,মৃত্যু
474,Grab::N,шайгу,কবর
475,Kirche::N,черк,গির্জা
476,Sünde::N,сьӧлык,পাপ
477,Gott::N,ӥнмар,দেবতা
478,Arbeiter::N,рабочий,শ্রমিক
479,Chef::N,начальник,নেতা
480,Meister::N,кибашлы,ব্যক্তি
481,Arzt::N,врач,চিকিৎসক
482,Lehrer::N,дышетӥсь,অধ্যাপক
483,Geld::N,уксё,মুদ্রা
484,Geld::N,уксё,টাকাপয়সা
485,Geld::N,коньдон,মুদ্রা
486,Geld::N,коньдон,টাকাপয়সা
487,Geschäft::N,уж,ব্যস্ততা
488,Laden::N,магазин,দোকান
489,Preis::N,дун,মূল্য
490,Ware::N,вуз,পণ্যদ্রব্য
491,Nutzen::N,пайда,সুবিধা
492,Reichtum::N,узырлык,ধনদৌলত
493,Welt::N,дунне,জগৎ
494,Land::N,шаер,খেত
495,Staat::N,кун,রাষ্ট্র
496,König::N,эксэй,রাজা
497,Macht::N,власть,প্রভাব
498,Grenze::N,кунгож,সীমা
499,Krieg::N,ож,যুদ্ধ
500,Feind::N,тушмон,শত্রু
501,Gewalt::N,эриктэман,জোর
502,Kampf::N,нюръяськон,লড়াই
503,Bogen[Waffe]::N,пукыӵ,ধনুক
504,Pfeil::N,пукыӵ вень,বাণ
505,Gewehr::N,пыӵал,বন্দুক
506,Fehler::N,янгыш,ভুল
507,Lüge::N,пӧян,মিথ্যা
508,Lüge::N,алдан,মিথ্যা
509,Lüge::N,ӧрекчан,মিথ্যা
510,Schaden::N,изъян,ক্ষতি
511,Unglück::N,куректон,দুর্ভাগ্য
512,Unglück::N,шудтэме усён,দুর্ভাগ্য
513,Schuld::N,янгыш,অপরাধ
514,Alter::N,арлыд,আয়ু
515,Schluss::N,пум,শেষ
516,Zeit::N,дыр,সময়
517,Tag::N,нунал,দিন
518,Morgen::N,ӵукна,সকাল
519,Mittag::N,лымшор,মধ্যাহু
520,Abend::N,ӝыт,সন্ধ্যা
521,Abend::N,акшан,সন্ধ্যা
522,Nacht::N,уй,রাত্রি
523,Woche::N,арня,সপ্তাহ
524,Monat::N,толэзь,মাস
525,Jahr::N,ар,সৌরবর্ষ
526,Frühling::N,тулыс,বসন্তকাল
527,Sommer::N,гужем,গ্রীষ্মকাল
528,Herbst::N,сӥзьыл,শরংঋতু
529,Winter::N,тол,শীতকাল
530,Januar::N,выльартолэзь,জানুয়ারী
531,Februar::N,тулыспал,ফেব্রুয়ারী
532,März::N,южтолэзь,মার্চ
533,April::N,оштолэзь,এপ্রিল
534,Mai::N,куартолэзь,মে
535,Juni::N,вожотолэзь,জুন
536,Juli::N,пӧсьтолэзь,জুলাই
537,August::N,гудырикошкон,অগাস্ট
538,September::N,куарусён,সেপ্টেম্বর
539,Oktober::N,выльӝуктолэзь,অক্টোবর
540,November::N,шуркынмон,নভেম্বর
541,Dezember::N,толсур,ডিসেম্বর
542,Montag::N,вордӥськон,সোমবার
543,Dienstag::N,вторник,মঙ্গলবার
544,Mittwoch::N,вирнунал,বুধবার
545,Donnerstag::N,покчиарня,বৃহম্পতিবার
546,Freitag::N,удмуртарня,শুক্রবার
547,Samstag::N,кӧснунал,শনিবার
548,Sonntag::N,арня,রবিবার
549,groß::A,бадӟым,বৃহৎ
550,klein::A,пичи,ছোট
551,lang::A,кузь,দীর্ঘ
552,kurz::A,вакчи,খর্ব
553,kurz::A,вакчи,হ্রস্ব
554,breit::A,паськыт,চওড়া
555,schmal::A,сюлэг,সরু
556,dicht::A,ӵем,ঘন
557,dick[Gegenstand]::A,зӧк,পুরু
558,dünn::A,векчи,কৃশ
559,fein::A,векчи,সূক্ষ্ম
560,fest::A,юн,দৃঢ়
561,fest::A,чурыт,দৃঢ়
562,flach::A,ӵошкыт,সমতল
563,glatt::A,гылыт,মসৃণ
564,glatt::A,вольыт,মসৃণ
565,hart::A,чурыт,শক্ত
566,weich::A,небыт,নরম
567,rund::A,котырес,গোলাকার
568,spitz::A,йылсо,তীক্ষ্ন
569,scharf::A,лэчыт,শাণিত
570,stumpf::A,ныж,ভোঁতা
571,schwer::A,секыт,ভারী
572,schön::A,чебер,সুন্দর
573,heiß::A,пӧсь,গরম
574,warm::A,шуныт,ঈষদুষ্ণ
575,kalt::A,кезьыт,ঠাণ্ডা
576,kühl::A,юзмыт,শীতল
577,kühl::A,салкым,শীতল
578,frisch::A,выль,তাজা
579,feucht::A,мускыт,ভিজা
580,nass::A,котмем,ভিজা
581,trocken::A,кӧс,শুষ্ক
582,voll::A,тыр,পূর্ণ
583,leer::A,буш,খালি
584,leer::A,тырттэм,খালি
585,offen::A,усьтэм,খোলা
586,geschlossen::A,ӵогам,বন্ধ
587,geschlossen::A,пунням,বন্ধ
588,sauber::A,ӝикыт,নির্মল
589,sauber::A,чылкыт,নির্মল
590,schmutzig::A,нӧд,নোংরা
591,roh::A,ыль,কাঁচা
592,reif::A,вуэм,পাকা
593,lecker::A,ческыт,সুস্বাদ
594,süß::A,ческыт,মিষ্ট
595,bitter::A,курыт,তিক্ত
596,sauer::A,чырс,টক
597,hell::A,югыт,উজ্জ্বল
598,dunkel::A,пеймыт,অন্ধকারময়
599,schwarz::A,сьӧд,কালো
600,weiß::A,тӧдьы,সাদা
601,rot::A,горд,লাল
602,gelb::A,ӵуж,হলদে
603,blau::A,лыз,নীল
604,grün::A,вож,সবুজ
605,grau::A,пурысь,ছাই-রঙা
606,bunt::A,куӵо,রঙিন
607,billig::A,дунтэм,সস্তা
608,teuer::A,дуно,আক্রা
609,wertvoll::A,дуно,মহার্ঘ
610,blind::A,сукыр,কানা
611,blind::A,синтэм,কানা
612,taub::A,пельтэм,বধির
613,kräftig::A,кужмо,বিশাল
614,stark::A,юн,শক্তিশালী
615,stark::A,кужмо,শক্তিশালী
616,schwach::A,ляб,দুর্বল
617,schwach::A,начар,দুর্বল
618,fett::A,кӧй,মোটা
619,schlank::A,веськыт,কৃশ
620,schlank::A,веськрес,কৃশ
621,hübsch::A,чебер,সুন্দর
622,hübsch::A,синмаськымон,সুন্দর
623,böse::A,лек,খারাপ
624,dumm::A,шузи,মূর্খ
625,dumm::A,визьтэм,মূর্খ
626,faul::A,азьтэм,শ্রমবিমুখ
627,fleißig::A,сюлмо,পরিশ্রমী
628,geizig::A,сук,ব্যয়কুণ্ঠ
629,klug::A,визьмо,দক্ষ
630,geschickt::A,усто,পটু
631,geschickt::A,быгатӥсь,পটু
632,lieb::A,мусо,প্রেয়
633,lustig::A,шулдыр,প্রফুল্ল
634,sanft::A,мусо,নম্র
635,sanft::A,эрке,নম্র
636,hungrig::A,сютэм,ক্ষুধার্ত
637,krank::A,висись,অসুস্থ
638,nackt::A,гольык,উলঙ্গ
639,traurig::A,мӧзмыт,দুঃখিত
640,lebendig::A,улэп,জীবিত
641,gut::A,ӟеч,ভালো
642,gut::A,умой,ভালো
643,schlecht::A,урод,মন্দ
644,schlecht::A,алама,মন্দ
645,richtig::A,шонер,ঠিক
646,schlimm::A,алама,কদর্য
647,wahr::A,зэмос,বাস্তব
648,alt::A,вуж,পুরাতন
649,neu::A,выль,নব
650,neu::A,выль,নূতন
651,ehemalig::A,азьвылэз,পূর্বকালীন
652,alt[Lebewesen]::A,пересь,বৃদ্ধ
653,jung::A,егит,তরুণ
654,jung::A,пинал,তরুণ
655,arm::A,начар,ক্ষুদ্র
656,arm::A,куанер,ক্ষুদ্র
657,reich::A,узыр,ধনবান্
658,bekannt::A,тодмо,সুপরিচিত
659,berühmt::A,дано,বিখ্যাত
660,fremd::A,ят,বিদেশি
661,verschieden::A,пӧртэм,বিসদৃশ
662,nah::A,матысь,নিকটবতী
663,fern::A,кыдёкысь,দুরবতী
664,linker::A,паллян,বাম
665,rechter::A,бур,ডান
666,rechter::A,бур,ডাইন
667,rechter::A,бурпал,ডান
668,rechter::A,бурпал,ডাইন
669,anderer::A,мукет,অন্যতর
670,erster::A,нырысетӥез,প্রথম
671,zweiter::A,кыктэтӥез,দ্বিতীয়
672,dritter::A,кунньметӥез,তৃতীয়
673,letzter::A,берло,সর্বশেষ
674,letzter::A,берпум,সর্বশেষ
675,allein::ADV,огназ,একক
676,auf einmal::ADV,огдыре,জলদি
677,zusammen::ADV,ӵош,একসঙ্গে
678,zusammen::ADV,валче,একসঙ্গে
679,lange::ADV,кема,লম্বা
680,plötzlich::ADV,мапламтэ шорысь,হঠাৎ
681,sofort::ADV,али ик,মুহ্ণর্তমধ্যে
682,später::ADV,бергес,পশ্চাতে
683,später::ADV,берлогес,পশ্চাতে
684,jetzt::ADV,али,এখন
685,jetzt::ADV,табере,এখন
686,heute::ADV,туннэ,আজ
687,morgen::ADV,ӵуказе,আগামিকাল
688,bald::ADV,ӝоген,অস্পকালমধ্যে
689,dann::ADV,берло,তখন
690,gestern::ADV,толон,গতকাল
691,einst::ADV,огпол,একবার মাত্র
692,einst::ADV,одӥг пол,একবার মাত্র
693,damals::ADV,соку,তখন
694,danach::ADV,собере,পরে
695,vorher::ADV,азьло,আগে
696,vorher::ADV,азьвыл,আগে
697,zuerst::ADV,азьло,আগে
698,einmal::ADV,огпол,একবার
699,manchmal::ADV,куддыръя,কখনও কখনও
700,oft::ADV,ӵем,ঘনঘন
701,immer::ADV,пыр,সর্বদা
702,immer::ADV,котьку,সর্বদা
703,niemals::ADV,уз ноку,কখলও নহে
