,Concept_ID,da,ku
834,leben::V,leve,jihîn
835,geboren werden::V,fødes,hatin dinyê
836,geboren werden::V,fødes,bûn
837,atmen::V,ånde,hilmijîn
838,trinken::V,drikke,vexwarin
839,essen::V,spise,xwarin
840,schlucken::V,synke,daqulbandin
841,müde werden::V,blive træt,betilîln
842,müde werden::V,blive træt,qerimîn
843,einschlafen::V,falde i søvn,razan
844,schlafen::V,sove,razan
845,schlafen::V,sove,razandin
846,aufwachen::V,vågne,şiyarbûn
847,aufstehen::V,stå op,rabûn
848,sich erholen::V,komme sig,baş bûn
849,krank werden::V,blive syg,nexweş kêt
850,krank sein::V,være syg,nexweş bû
851,schmerzen::V,smerte,êşandin
852,husten::V,hoste,kuxin
853,genesen::V,komme sig,baş bûn
854,sterben::V,dø,mirin
855,umkommen::V,omkomme,mirin
856,sich bewegen::V,bevæge sig,leqîn
857,sich rühren::V,røre på sig,leqîn
858,sich erheben::V,rejse sig,rabûn
859,sich setzen::V,sætte sig,runiştin
860,laufen::V,løbe,meşîn
861,schreiten::V,skride,meşkirin
862,spazierengehen::V,gå en tur,gerandin
863,eilen::V,ile,lezandin
864,sich beeilen::V,skynde sig,zûkirin
865,sausen::V,suse,fîzîn
866,rennen::V,løbe,baz dan
867,rennen::V,rende,baz dan
868,springen::V,hoppe,hilpekîn
869,springen::V,springe,hilpekîn
870,klettern::V,klatre,hilperikîn
871,schaukeln::V,gynge,lorandin
872,kriechen::V,krybe,xuşandin
873,schwimmen::V,svømme,avjenîn
874,tauchen::V,dykke,qutxuyardin
875,tauchen::V,dykke,noqîn
876,rudern::V,ro,qaîq ajotin
877,fahren::V,køre,ajotin
878,fliegen::V,flyve,firîn
879,gehen::V,gå,çûn
880,weggehen::V,gå bort,çûn
881,abfahren::V,køre bort,çûyin
882,anhalten::V,standse,rawestîn
883,hineingehen::V,gå ind,ketin hundir
884,eintreten::V,træde ind,têketin
885,kommen::V,komme,hatin
886,ankommen::V,ankomme,gihan
887,ankommen::V,ankomme,gihîştin
888,zurückkommen::V,komme tilbage,vegerandin
889,bleiben::V,blive,sekinîn
890,bleiben::V,forblive,sekinîn
891,warten::V,vente,payîn
892,erwarten::V,vente,payîn
893,erwarten::V,afvente,payîn
894,suchen::V,søge,lêgerîn
895,finden::V,finde,peyda kirin
896,versuchen::V,forsøge,çeribandin
897,vorbereiten::V,forberede,amade kirin
898,lieben::V,elske,hez kirin
899,mögen::V,holde af,dil kirin
900,mögen::V,kunne lide,dil kirin
901,lachen::V,le,kenîn
902,rühren::V,røre,hêjan
903,weinen::V,græde,girîn
904,schimpfen::V,skænde,pevçûn
905,sich ärgern::V,ærgre sig,enirîn
906,sich fürchten::V,være bange,tirsîn
907,fürchten::V,være bange for,tirsin
908,fliehen::V,flygte,bazdan
909,flüchten::V,flygte,revîn
910,sehen::V,se,dîtin
911,anschauen::V,se på,sêr kirin
912,anschauen::V,betragte,sêr kirin
913,ansehen::V,anse,hesibandin
914,hören::V,høre,guhdar jirin
915,zuhören::V,høre til,guhdarî kirin
916,probieren::V,smage,tehm kirin
917,probieren::V,smage på,tehm kirin
918,riechen::V,lugte,bihn kirin
919,fühlen::V,føle,hîs kirin
920,scheinen::V,synes,xoyer kir
921,zu sehen sein::V,synes,diyar bûn
922,vernehmen::V,erfare,bihîstin
923,frieren::V,fryse,qerişîn
924,tun::V,gøre,kirin
925,können::V,kunne,karin
926,wollen::V,ville,xwestîn
927,anfangen::V,begynde,dest pêkirin
928,beenden::V,afslutte,xelas kirin
929,aufhören::V,ophøre,xelas kirin
930,aufhören::V,holde op,xelas kirin
931,gelingen::V,lykkes,çe bûn
932,geraten::V,blive,qewîmîn
933,öffnen::V,åbne,vekirin
934,schließen::V,lukke,girtin
935,stellen::V,stille,danîn
936,setzen::V,sætte,rûniştin
937,legen::V,lægge,danîn
938,legen::V,lægge,razandin
939,berühren::V,berøre,lêketin
940,verbinden::V,forbinde,anîn pê
941,bedecken::V,dække,sergirtin
942,bedecken::V,bedække,sergirtin
943,aufhängen::V,hænge,aliqandin
944,aufhängen::V,hænge op,aliqandin
945,anzünden::V,tænde,pêxistin
946,anzünden::V,antænde,pêxistin
947,aufheben::V,løfte,hildan
948,aufheben::V,tage op,hildan
949,zurücklassen::V,lade tilbage,hiştin
950,zurücklassen::V,lade tilbage,vehiştin
951,verlieren::V,miste,wendakirin
952,fallen lassen::V,tabe,xistin bixe
953,fallen lassen::V,tabe,xistin
954,fallen lassen::V,droppe,xistin bixe
955,fallen lassen::V,droppe,xistin
956,machen::V,gøre,kirin
957,machen::V,gøre,çêkirin
958,herstellen::V,fremstille,çê kirin
959,herstellen::V,fremstille,peyda kirin
960,bauen::V,bygge,lêkirin
961,reparieren::V,reparere,veherînerîn
962,verbessern::V,rette,sererastkirin
963,verbessern::V,forbedre,sererastkirin
964,ändern::V,ændre,degiş kirin
965,graben::V,grave,kolandin
966,beugen::V,bøje,tewîn
967,beugen::V,bøje,xwar kirin
968,biegen::V,bøje,tewandin
969,biegen::V,bøje,xwarkirin
970,drehen::V,dreje,fitilandin
971,wenden::V,vende,zivîrin
972,umdrehen::V,dreje om,vegerandin
973,heben::V,hæve,hildan
974,hochheben::V,løfte,hildan
975,ergreifen::V,gribe fat i,dest avêtin
976,halten::V,holde,hîştin
977,halten::V,holde,sekinîn
978,drücken::V,trykke,pêl kirin
979,schieben::V,skyde,damdan
980,schieben::V,skubbe,damdan
981,kratzen::V,klø,xurandin
982,kratzen::V,kradse,xurandin
983,lecken::V,slikke,alastin
984,beißen::V,bide,gez kirin
985,abreißen::V,rive af,hilşandin
986,abschneiden::V,skære af,jêkirin
987,binden::V,binde,girêdan
988,stecken::V,stikke,têxistin
989,brechen::V,brække,şikandin
990,klopfen::V,banke,kutandin
991,hauen::V,hugge,li dan
992,kleben::V,klistre,zeliqîn
993,kleben::V,klistre,şirêz kirin
994,reiben::V,gnide,firikandin
995,streichen::V,smøre,bax dan
996,schleifen::V,slibe,çarkirin
997,schneiden::V,skære,jêkirin
998,schneiden::V,klippe,jêkirin
999,rütteln::V,ruske,hejandin
1000,schütteln::V,ryste,daweşîn
1001,schwenken::V,svinge,têwdan
1002,schütten::V,hælde,rijandin
1003,füllen::V,fylde,dagirtin
1004,einwickeln::V,pakke ind,pêçandin
1005,tragen::V,bære,kişandin
1006,tragen::V,bære,rajtin
1007,schleppen::V,slæbe,kişandin
1008,ziehen::V,trække,kişandin
1009,aufbewahren::V,opbevare,hilandin
1010,werfen::V,kaste,avêtin
1011,fangen::V,fange,sem kirin
1012,fangen::V,fange,girtin
1013,packen::V,gribe,pê girtin
1014,verstecken::V,gemme,hîlanin
1015,teilen::V,dele,parvekirin
1016,schicken::V,sende,şandin
1017,bringen::V,bringe,anîn
1018,bringen::V,bringe,birin
1019,hinzufügen::V,tilføje,dan ser
1020,hinzufügen::V,tilføje,li tiştekî zêde kirin
1021,bekommen::V,få,standin
1022,erhalten::V,få,standin
1023,nehmen::V,tage,girtin
1024,wählen::V,vælge,ray dan
1025,auswählen::V,udvælge,bijartin
1026,bewahren::V,bevare,rê li ber girtin
1027,bewahren::V,bevare,lê xwedî derketin
1028,behindern::V,hindre,bara wi
1029,behindern::V,forhindre,bara wi
1030,verderben::V,ødelægge,heram bûn
1031,beschädigen::V,beskadige,xerab kirin
1032,zerbrechen::V,brække itu,şikênandin
1033,zerbrechen::V,brække itu,perçe kirin
1034,zerreißen::V,rive itu,qelişandin
1035,zerstören::V,ødelægge,hilşandin
1036,verbrennen::V,brænde,şewitandin
1037,geben::V,give,dan
1038,geben::V,give,dayin
1039,reichen::V,række,besbûn
1040,reichen::V,række,têrkirin
1041,schenken::V,forære,diyarî kirin
1042,versprechen::V,love,soz dan
1043,wünschen::V,ønske,dil kirin
1044,loben::V,rose,pesinandin
1045,küssen::V,kysse,maçkirin
1046,wiegen::V,vugge,lorandin
1047,wiegen::V,vugge,wezinandin
1048,zudecken::V,dække til,nixumandin
1049,wecken::V,vække,bixwe hesandin
1050,zeigen::V,vise,şanîdan
1051,führen::V,føre,raber kirin
1052,lehren::V,lære,hîn kirin
1053,unterrichten::V,undervise,ders dan
1054,aufziehen::V,opdrage,mesinkirin
1055,leiten::V,lede,rêberî kirin
1056,antreiben::V,skynde på,bezandin
1057,lassen::V,få til at,berdan
1058,lassen::V,få til at,hiştin
1059,einladen::V,indbyde,dawet kirin
1060,einladen::V,invitere,dawet kirin
1061,vereinigen::V,forene,bi yek kirin
1062,besuchen::V,besøge,mêvan bûn
1063,treffen::V,møde,rast hatin
1064,sich versammeln::V,forsamles,li hev çivîn
1065,spielen::V,lege,listin
1066,spielen::V,spille,listin
1067,singen::V,synge,stran
1068,tanzen::V,danse,reqisîn
1069,sich trennen::V,skilles,hew berdan
1070,verlassen::V,forlade,tanê hişt
1071,verlassen::V,forlade,bêkes
1072,retten::V,redde,rihakirin
1073,bewachen::V,bevogte,raçavkirin
1074,schützen::V,skærme,hemet kirin
1075,schützen::V,beskytte,hemet kirin
1076,verteidigen::V,forsvare,paraztin
1077,sich schlagen::V,slås,li hev bezîn
1078,schießen::V,skyde,agir kirin
1079,siegen::V,sejre,biser ketin
1080,ärgern::V,ærgre,xeyirandin
1081,schlagen::V,slå,lêdan
1082,schlagen::V,slå,lêxistin
1083,treten::V,sparke,têlekirin
1084,stechen::V,stikke,têrekirin
1085,stoßen::V,støde,lêketin
1086,stehlen::V,stjæle,dizîn
1087,stehlen::V,stjæle,dizî birin
1088,stören::V,forstyrre,aciz kirin
1089,belästigen::V,genere,li tela yeki ketin
1090,belästigen::V,ulejlige,li tela yeki ketin
1091,verbergen::V,skjule,veşartin
1092,verbergen::V,skjule,kemîndanîn
1093,täuschen::V,villede,xapandin
1094,täuschen::V,villede,lê zexeli kirin
1095,betrügen::V,bedrage,xapandin
1096,töten::V,dræbe,kûştin
1097,wohnen::V,bo,rûniştin
1098,arbeiten::V,arbejde,kar kirin
1099,arbeiten::V,arbejde,şêxulin
1100,sammeln::V,samle,komkirin
1101,pflücken::V,plukke,çinîn
1102,jagen::V,jage,nêçîr kirin
1103,fischen::V,fiske,masî girtin
1104,fassen::V,fange,pê girtin
1105,fassen::V,fange,sêm kirin
1106,hüten::V,vogte,hei jê man
1107,treiben::V,drive,bêherandin
1108,anbinden::V,binde fast,tewilandin
1109,füttern::V,fodre,xwarine dan lê
1110,melken::V,malke,dotin
1111,hacken::V,hakke,kolandin
1112,gießen::V,hælde,av dan
1113,reifen::V,modne,kemilîn
1114,zubereiten::V,tilberede,çe kirin
1115,kochen::V,koge,xwarin çe kirin
1116,kochen::V,koge,kelandin
1117,backen::V,bage,pijandin
1118,braten::V,stege,qelandin
1119,braten::V,stege,sor kirin
1120,umrühren::V,røre om,têvdan
1121,stricken::V,strikke,hûnan
1122,nähen::V,sy,kêl kirin
1123,färben::V,farve,boyax kirin
1124,reinigen::V,rense,paqijkirin
1125,reinigen::V,gøre ren,paqijkirin
1126,waschen::V,vaske,şuştin
1127,abwischen::V,tørre af,pakîj kirin
1128,spülen::V,skylle,şuştin
1129,fegen::V,feje,maliştin
1130,kehren::V,feje,maliştin
1131,baden::V,bade,serîşûştin
1132,sich waschen::V,vaske sig,serîşûştin
1133,ausziehen::V,tage af,jê kirin
1134,anziehen::V,tage på,pê kirin
1135,sich anziehen::V,klæde sig på,xwe kirin
1136,kämmen::V,rede,şeh kirin
1137,kämmen::V,frisere,şeh kirin
1138,schmücken::V,pynte,xemilandin
1139,schmücken::V,smykke,xemilandin
1140,sagen::V,sige,gotin
1141,sagen::V,sige,peyivîn
1142,sprechen::V,snakke,peyivîn
1143,reden::V,tale,axaftin
1144,reden::V,snakke,axaftin
1145,sich unterhalten::V,snakke sammen,hev biştaxilin
1146,fragen::V,spørge,pirsîn
1147,fragen::V,spørge,pirs kirin
1148,bitten::V,bede,tika kirin
1149,erzählen::V,berette,behs kirin
1150,erzählen::V,fortælle,behs kirin
1151,mitteilen::V,meddele,vegotin
1152,nennen::V,nævne,bi nav kirin
1153,rufen::V,råbe,bakirin
1154,prahlen::V,prale,pesnê xwe dan
1155,übersetzen::V,oversætte,qulibandin
1156,übersetzen::V,oversætte,derbas kirin
1157,denken::V,tænke,fikirîn
1158,glauben::V,tro,bawer bûn
1159,bemerken::V,bemærke,bala xwe dan
1160,bemerken::V,bemærke,çac lê ketin
1161,bemerken::V,lægge mærke til,bala xwe dan
1162,bemerken::V,lægge mærke til,çac lê ketin
1163,erkennen::V,genkende,pêhesîn
1164,begreifen::V,begribe,fêmkirin
1165,verstehen::V,forstå,fêmkirin
1166,lernen::V,lære,halmandin
1167,lernen::V,lære,fêrbun
1168,wissen::V,vide,zanîn
1169,sich erinnern an::V,mindes,bir bûn
1170,sich erinnern an::V,huske på,bir bûn
1171,vergessen::V,glemme,ji bir kirin
1172,messen::V,måle,pê kanîn
1173,zählen::V,tælle,hejmardin
1174,rechnen::V,regne,hesibandin
1175,lesen::V,læse,xwendin
1176,malen::V,male,rengandin
1177,malen::V,male,boyax kirin
1178,zeichnen::V,tegne,işaret kirin
1179,schreiben::V,skrive,nivîsandin
1180,besitzen::V,eje,hebûn
1181,besitzen::V,besidde,hebûn
1182,kaufen::V,købe,kirîn
1183,verkaufen::V,sælge,firotin
1184,bezahlen::V,betale,pere dan
1185,zahlen::V,betale,pere dan
1186,zahlen::V,betale,dayin
1187,beherrschen::V,beherske,zebt kirin
1188,beherrschen::V,beherske,hukim kirin
1189,ertragen::V,tåle,bihêzkirin
1190,ertragen::V,udholde,bihêzkirin
1191,hinfallen::V,,kêtin
