,Concept_ID,cv,av
1321,waschen::V,ҫу,чуризе
1322,abwischen::V,шӑл,бацӏцӏине
1323,spülen::V,чӳхе,хулизе
1324,fegen::V,шӑл,лъухьизе
1325,kehren::V,шӑл,лъухьизе
1326,baden::V,шыва кӗр,чордезе
1327,sich waschen::V,ҫӑвӑн,
1328,ausziehen::V,салан,бахъизе
1329,anziehen::V,тӑхӑн,ретӏине
1330,sich anziehen::V,тӑхӑн,ретӏине
1331,kämmen::V,тура,хазе
1332,schmücken::V,илемлет,чӏухӏизабизе
1333,sagen::V,те,бицине
1334,sprechen::V,кала,бицине
1335,reden::V,сӑмахла,гаргадизе
1336,reden::V,калаҫ,гаргадизе
1337,sich unterhalten::V,пупле,гаргадизе
1338,fragen::V,ыйт,цӏехезе
1339,fragen::V,ыйт,гьикъизе
1340,bitten::V,ыйт,гьаризе
1341,erzählen::V,каласа пар,бицине
1342,mitteilen::V,пӗлтер,лъазабизе
1343,mitteilen::V,хыпарла,лъазабизе
1344,nennen::V,те,цӏар лъезе
1345,nennen::V,чӗн,цӏар лъезе
1346,rufen::V,чӗн,ахӏизе
1347,prahlen::V,мухтан,беццаризе
1348,prahlen::V,вӗҫкӗнлен,беццаризе
1349,übersetzen::V,куҫар,буссинабизе
1350,denken::V,шухӑшла,ургъизе
1351,glauben::V,ӗнен,божизе
1352,bemerken::V,асӑрха,берречӏчӏизе
1353,erkennen::V,палла,лъазе
1354,erkennen::V,палла,батӏаго бахъизе
1355,begreifen::V,ӑнлан,бичӏчӏизе
1356,verstehen::V,пӗл,
1357,lernen::V,вӗрен,цӏализе
1358,wissen::V,пӗл,лъазе
1359,wissen::V,ӑнкар,лъазе
1360,sich erinnern an::V,аса ил,ракӏалде щвезе
1361,vergessen::V,ман,кӏочене
1362,vergessen::V,манса кай,кӏочене
1363,messen::V,виҫ,борцине
1364,zählen::V,шутла,рикӏкӏине
1365,rechnen::V,шутла,рикӏкӏине
1366,lesen::V,вула,цӏализе
1367,malen::V,ӳкер,бахъизе
1368,zeichnen::V,ӳкер,бахъизе
1369,schreiben::V,ҫыр,хъвазе
1370,besitzen::V,тыт,щвезе
1371,besitzen::V,тыт,бу́кӏине
1372,kaufen::V,ил,босизе
1373,kaufen::V,туян,босизе
1374,verkaufen::V,сут,бичизе
1375,bezahlen::V,тӳле,кьезе
1376,zahlen::V,тӳле,кьезе
1377,beherrschen::V,тыт,
1378,ertragen::V,тӳс,баччизе
1379,Bauch::N,,чехь
