,Concept_ID,sah,uk
328,Lagerfeuer::N,кутаа,вогнище
329,Last::N,ыарахан,тягар
330,Last::N,ыарахан,вантаж
331,Gang::N,хаамыы,хід
332,Schritt::N,хардыы,крок
333,Norden::N,хоту,північ
334,Süden::N,соҕуруу,південь
335,Westen::N,арҕаа,захід
336,Osten::N,илин,схід
337,Holz::N,мас,дрова
338,Brett::N,дуоска,дошка
339,Brett::N,хаптаһын,дошка
340,Platte::N,билиитэ,плита
341,Stütze::N,тулааһын,підпірка
342,Stange::N,ураҕас,жердина
343,Stock::N,мас,палиця
344,Stock::N,баалкы,палиця
345,Stab::N,ураҕас,палиця
346,Rohr::N,турба,труба
347,Haus::N,дьиэ,дім
348,Haus::N,дьиэ,хата
349,Heim::N,дьиэ,житло
350,Ofen::N,оһох,піч
351,Fußboden::N,муоста,підлога
352,Tisch::N,остуол,стіл
353,Stuhl::N,устуул,стілець
354,Wiege::N,биһик,колиска
355,Bett::N,кырабаат,ліжко
356,Bett::N,кырабаат,постіль
357,Regal::N,долбуур,полиця
358,Kiste::N,дьааһык,ящик
359,Fenster::N,түннүк,вікно
360,Tür::N,аан,двері
361,Tor::N,аан,ворота
362,Zaun::N,соппулуот,паркан
363,Zaun::N,соппулуот,огорожа
364,Dach::N,кырыыса,дах
365,Leiter::N,кирилиэс,драбина
366,Besen::N,миинньик,мітла
367,Spaten::N,күрдьэх,заступ
368,Schaufel::N,күрдьэх,совок
369,Schaufel::N,күрдьэх,лопата
370,Gabel::N,биилкэ,виделка
371,Löffel::N,луоска,ложка
372,Messer::N,быһах,ніж
373,Nagel::N,тоһоҕо,цвях
374,Netz::N,илим,сіть
375,Haken::N,көхө,крюк
376,Griff::N,ук,ручка
377,Griff::N,ук,держак
378,Griff::N,тутаах,ручка
379,Griff::N,тутаах,держак
380,Schloss::N,күлүүс,замок
381,Bild::N,хартыына,картина
382,Figur::N,фигура,фігура
383,Puppe::N,куукула,лялька
384,Beutel::N,мөһөөччук,мішечок
385,Beutel::N,мөһөөччук,торбинка
386,Bündel::N,баайыы,в’язка
387,Tasche::N,суумка,сумка
388,Eimer::N,биэдэрэ,відро
389,Deckel::N,хаппах,кришка
390,Geschirr::N,иһит,посуд
391,Sack::N,куул,мішок
392,Tasse::N,сэлиэнэй,чашка
393,Topf::N,көстүрүүҥкэ,горщик
394,Kessel::N,хочуол,котел
395,Essen::N,аһылык,їжа
396,Nahrung::N,ас,харч
397,Speise::N,аһылык,страва
398,Fleisch::N,эт,м’ясо
399,Getreide::N,злактар,хліб
400,Getreide::N,злактар,збіжжя
401,Brei::N,хааһы,каша
402,Brot::N,килиэп,хліб
403,Scheibe::N,куһуок,скибочка
404,Fett::N,сыа,жир
405,Butter::N,арыы,масло
406,Öl::N,арыы,олія
407,Salz::N,туус,сіль
408,Suppe::N,мин,суп
409,Honig::N,мүөт,мед
410,Milch::N,үүт,молоко
411,Tee::N,чэй,чай
412,Leder::N,тирии,шкіра
413,Wolle::N,түү,шерсть
414,Stoff::N,таҥас,тканина
415,Nadel::N,иннэ,голка
416,Faden::N,сап,нитка
417,Knopf::N,тимэх,ґудзик
418,Knoten::N,түмүк,вузол
419,Farbe::N,кырааска,фарба
420,Kleidung::N,таҥас,одяг
421,Kleidung::N,таҥас,убрання
422,Hemd::N,ырбаахы,сорочка
423,Kragen::N,саҕа,комір
424,Ärmel::N,сиэх,рукав
425,Hose::N,ыстаан,брюки
426,Hose::N,бүрүүкэ,брюки
427,Gürtel::N,кур,пояс
428,Mütze::N,бэргэһэ,шапка
429,Schuh::N,бачыыҥка,ботинок
430,Stiefel::N,саппыкы,чобіт
431,Ring::N,биһилэх,кільце
432,Band::N,лиэнтэ,стрічка
433,Kamm::N,тараах,гребінець
434,Spiegel::N,сиэркилэ,дзеркало
435,Riemen::N,кур,ремінь
436,Schnur::N,быа,вірьовка
437,Leine::N,тэһиин,шворка
438,Decke::N,суорҕан,ковдра
439,Kissen::N,сыттык,подушка
440,Tuch::N,былаат,хустка
441,Handtuch::N,соттор,рушник
442,Kraft::N,сыра,сила
443,Stärke::N,күүс,сила
444,Gesundheit::N,доруобуйа,здоров’я
445,Krankheit::N,ыарыы,хвороба
446,Schmerz::N,ыарыы,біль
447,Wunde::N,баас,рана
448,Fieber::N,түрүлгэн,гарячка
449,Fieber::N,лихорадка,гарячка
450,Fieber::N,температура,гарячка
451,Arznei::N,эмп,ліки
452,Brücke::N,күргэ,міст
453,Brunnen::N,холуодьас,колодязь
454,Weide::N,мэччирэҥ,пасовище
455,Pfad::N,ыллык,стежка
456,Weg::N,суол,шлях
457,Weg::N,суол,дорога
458,Straße::N,суол,вулиця
459,Dorf::N,дэриэбинэ,село
460,Stadt::N,куорат,місто
461,Brief::N,сурук,лист
462,Buch::N,кинигэ,книга
463,Buch::N,кинигэ,книжка
464,Buchstabe::N,буква,буква
465,Buchstabe::N,буква,літера
466,Zeitung::N,хаһыат,газета
467,Leben::N,тыын,життя
468,Tod::N,өлүү,смерть
469,Grab::N,иин,могила
470,Kirche::N,таҥара дьиэтэ,церква
471,Sünde::N,айыы,гріх
472,Gott::N,тангара,бог
473,Arbeiter::N,үлэһит,робітник
474,Chef::N,баһылык,хазяїн
475,Chef::N,начальник,хазяїн
476,Meister::N,уус,умілець
477,Meister::N,маастар,умілець
478,Arzt::N,врач,лікар
479,Lehrer::N,учуутал,вчитель
480,Geld::N,харчы,гроші
481,Geschäft::N,идэ,заняття
482,Laden::N,маҕаһыын,магазин
483,Laden::N,маҕаһыын,крамниця
484,Preis::N,сыана,ціна
485,Ware::N,табаар,товар
486,Nutzen::N,туһа,вигода
487,Nutzen::N,туһа,користь
488,Reichtum::N,баай,багатство
489,Welt::N,аан дойду,світ
490,Land::N,дойду,країна
491,Staat::N,государство,держава
492,König::N,король,король
493,Macht::N,былаас,влада
494,Grenze::N,кыраныысса,кордон
495,Krieg::N,сэрии,війна
496,Feind::N,өстөөх,ворог
497,Gewalt::N,күүһүлээһин,насильство
498,Kampf::N,охсуһуу,бій
499,Kampf::N,охсуһуу,боротьба
500,Bogen[Waffe]::N,ох,лук
501,Pfeil::N,ох,стріла
502,Gewehr::N,саа,рушниця
503,Gewehr::N,саа,гвинтівка
504,Fehler::N,сыыһа,помилка
505,Lüge::N,сымыйа,брехня
506,Schaden::N,хоромньу,шкода
507,Schaden::N,хоромньу,збиток
508,Unglück::N,алдьархай,нещастя
509,Schuld::N,буруй,провина
510,Alter::N,саас,вік
511,Alter::N,саас,літа
512,Schluss::N,тиһэх,кінець
513,Zeit::N,бириэмэ,час
514,Tag::N,күн,день
515,Morgen::N,сарсыарда,ранок
516,Mittag::N,күн ортото,південь
517,Abend::N,киэһэ,вечір
518,Nacht::N,түүн,ніч
519,Woche::N,нэдиэлэ,тиждень
520,Monat::N,ый,місяць
521,Jahr::N,сыл,рік
522,Jahr::N,дьыл,рік
523,Frühling::N,саас,весна
524,Sommer::N,сайын,літо
525,Herbst::N,күһүн,осінь
526,Winter::N,кыһын,зима
527,Januar::N,тохсунньу,січень
528,Februar::N,олунньу,лютий
529,März::N,кулун тутар,березень
530,April::N,муус устар ый,квітень
531,Mai::N,ыам ыйа,травень
532,Juni::N,бэс ыйа,червень
533,Juli::N,от ыйа,липень
534,August::N,атырдьах ыйа,серпень
535,September::N,балаҕан ыйа,вересень
536,Oktober::N,алтынньы,жовтень
537,November::N,сэтинньи,листопад
538,Dezember::N,ахсынньы,грудень
539,Montag::N,бэнидиэнньик,понеділок
540,Dienstag::N,оптуорунньук,вівторок
541,Mittwoch::N,сэрэдэ,середа
542,Donnerstag::N,чэппиэр,четвер
543,Freitag::N,бээтинсэ,п’ятниця
544,Samstag::N,субуота,субота
545,Sonntag::N,баскыһыанньа,неділя
546,groß::A,бөдөҥ,великий
547,groß::A,улахан,великий
548,klein::A,кыр,малий
549,klein::A,кыр,маленький
550,lang::A,уһун,довгий
551,kurz::A,кылгас,короткий
552,breit::A,кэтит,широкий
553,schmal::A,кыараҕас,вузький
554,dicht::A,хойуу,густий
555,dick[Gegenstand]::A,суон,товстий
556,dick[Gegenstand]::A,хойуу,товстий
557,dünn::A,чараас,тонкий
558,fein::A,бытархай,дрібний
559,fein::A,синньигес,дрібний
560,fest::A,бөҕө,міцний
561,fest::A,кытаанах,міцний
562,flach::A,хаптаҕай,плоский
563,glatt::A,кылааккай,рівний
564,glatt::A,кылааккай,гладенький
565,hart::A,хатан,твердий
566,hart::A,кытаанах,твердий
567,weich::A,сымнаҕас,м’який
568,rund::A,төгүрүк,круглий
569,spitz::A,сытыы,гострокінцевий
570,spitz::A,уһуктаах,гострокінцевий
571,scharf::A,сытыы,гострий
572,stumpf::A,сыппах,тупий
573,schwer::A,ыарахан,важкий
574,schön::A,кыраһыабай,вродливий
575,heiß::A,итии,жаркий
576,heiß::A,итии,гарячий
577,warm::A,ичигэс,теплий
578,kalt::A,тымныы,холодний
579,kühl::A,сөрүүн,прохолодний
580,frisch::A,ыраас,свіжий
581,frisch::A,сөрүүн,свіжий
582,frisch::A,тымныы,свіжий
583,feucht::A,сииктээх,вогкий
584,nass::A,инчэҕэй,мокрий
585,trocken::A,кураан,сухий
586,voll::A,толору,повний
587,leer::A,иччитэх,пустий
588,offen::A,аһаҕас,відкритий
589,geschlossen::A,бүтэй,закритий
590,geschlossen::A,бүтэй,зачинений
591,sauber::A,сэбэр,чистий
592,sauber::A,сэбэр,охайний
593,schmutzig::A,кирдээх,брудний
594,roh::A,сиикэй,сирий
595,reif::A,буспут,зрілий
596,reif::A,сиппит-хоппут,зрілий
597,lecker::A,минньигэс,смачний
598,süß::A,минньигэс,солодкий
599,bitter::A,аһыы,гіркий
600,sauer::A,аһыы,кислий
601,hell::A,сырдык,світлий
602,dunkel::A,хараҥа,темний
603,schwarz::A,хара,чорний
604,weiß::A,үрүҥ,сивий
605,weiß::A,маҥан,сивий
606,rot::A,кыһыл,червоний
607,gelb::A,саһархай,жовтий
608,blau::A,күөх,синій
609,grün::A,күөх,зелений
610,grün::A,от күөҕэ,зелений
611,grau::A,сиэрэй,сірий
612,bunt::A,эриэн,барвистий
613,billig::A,чэпчэки,дешевий
614,teuer::A,сыаналаах,дорогий
615,wertvoll::A,сыаналаах,цінний
616,blind::A,хараҕа суох,сліпий
617,taub::A,дьүлэй,глухий
618,kräftig::A,модун,могутній
619,stark::A,күүстээх,сильний
620,schwach::A,мөлтөх,слабкий
621,fett::A,эмис,жирний
622,fett::A,эмис,товстий
623,schlank::A,дьылҕан,тонкий
624,schlank::A,дьылҕан,стрункий
625,schlank::A,дьыпсаҕай,тонкий
626,schlank::A,дьыпсаҕай,стрункий
627,hübsch::A,олус кэрэ,чарівний
628,hübsch::A,көрүөхтэн үчүгэй,чарівний
629,böse::A,өһүөннээх,злий
630,böse::A,өһүөннээх,лихий
631,dumm::A,акаары,дурний
632,faul::A,нэс,ледачий
633,fleißig::A,кыһамньылаах,старанний
634,geizig::A,иҥсэлээх,скупий
635,klug::A,өйдөөх,мудрий
636,klug::A,өйдөөх,розумний
637,geschickt::A,наһаа дьоҕурдаах,умілий
638,lieb::A,тапталлаах,милий
639,lustig::A,көрдөөх,веселий
640,sanft::A,намчы,лагідний
641,sanft::A,сымнаҕас,лагідний
642,hungrig::A,аччык,голодний
643,krank::A,ыалдьар,слабий
644,nackt::A,сыгынньах,голий
645,traurig::A,санаарҕабыллаах,сумний
646,lebendig::A,тыыннаах,живий
647,gut::A,үтүө,добрий
648,gut::A,үчүгэй,добрий
649,schlecht::A,куһаҕан,поганий
650,schlecht::A,куһаҕан,кепський
651,richtig::A,сөп,правильний
652,schlimm::A,сидьиҥ,бридкий
653,schlimm::A,быдьар,бридкий
654,wahr::A,кырдьык,справжній
655,alt::A,былыргы,старий
656,neu::A,саҥа,новий
657,ehemalig::A,урукку,колишній
658,alt[Lebewesen]::A,кырдьаҕас,старий
659,jung::A,эдэр,молодий
660,arm::A,дьадаҥы,бідний
661,reich::A,баай,багатий
662,bekannt::A,билэр,знайомий
663,berühmt::A,аатырбыт,славетний
664,fremd::A,атын,чужий
665,verschieden::A,араас,різний
666,nah::A,чугас,близький
667,fern::A,ыраах,далекий
668,linker::A,хаҥас,лівий
669,rechter::A,уҥа,правий
670,anderer::A,атын,інакший
671,erster::A,маҥнайгы,перший
672,zweiter::A,иккис,другий
673,dritter::A,үһүс,третій
674,letzter::A,тиһэх,останній
675,allein::ADV,соҕотох,сам
676,allein::ADV,соҕотох,один
677,auf einmal::ADV,биирдэ,відразу
678,zusammen::ADV,холбуу,разом
679,zusammen::ADV,холбуу,спільно
680,lange::ADV,уһуннук,довго
681,plötzlich::ADV,эмискэ,раптом
682,sofort::ADV,тута,зараз
683,später::ADV,хойут,пізніше
684,jetzt::ADV,билигин,тепер
685,heute::ADV,бүгүн,сьогодні
686,morgen::ADV,сарсын,завтра
687,bald::ADV,өтөр,незабаром
688,dann::ADV,кэнна,потім
689,gestern::ADV,бэҕэһээ,вчора
690,einst::ADV,биир төгүл,колись
691,einst::ADV,арай биирдэ,колись
692,damals::ADV,оччоҕо,тоді
693,danach::ADV,аары,згодом
694,danach::ADV,ол кэнниттэн,згодом
695,vorher::ADV,урут,раніше
696,zuerst::ADV,маҥнай,спершу
697,zuerst::ADV,маҥнай,спочатку
698,einmal::ADV,биирдэ,один раз
699,manchmal::ADV,арыт,іноді
700,manchmal::ADV,арыт,інколи
701,oft::ADV,чаастатык,часто
702,immer::ADV,мэлдьи,завжди
703,niemals::ADV,хаһан да,ніколи
704,hier::ADV,маныаха,тут
705,hierhin::ADV,бэттэх,сюди
706,von hier::ADV,мантан,звідси
707,dort::ADV,онно,там
708,dorthin::ADV,онно,туди
709,geradeaus::ADV,быһа,прямо
710,geradeaus::ADV,быһаччы,прямо
711,vorwärts::ADV,инники,вперед
712,rückwärts::ADV,төттөру,назад
713,zurück::ADV,төттөрү,назад
714,unten::ADV,аллара,внизу
715,hinab::ADV,аллара,вниз
716,oben::ADV,үөһэ,вгорі
717,hinauf::ADV,өрө,вгору
718,hinauf::ADV,үөһэ,вгору
719,überall::ADV,бэйдиэ,скрізь
720,nicht::ADV,буолбатах,не
721,ein wenig::ADV,кыратык,трохи
722,ein wenig::ADV,кыратык,небагато
723,kaum::ADV,нэһиилэ,ледве
724,sehr::ADV,бэрт,дуже
725,sehr::ADV,наһаа,дуже
726,so::ADV,оччо,так
727,so::ADV,оннук,так
728,noch::ADV,өссө,ще
729,nur::ADV,эрэ,лише
730,nur::ADV,эрэ,тільки
731,nur::ADV,сыччах,лише
732,nur::ADV,сыччах,тільки
733,schon::ADV,бэлиэр,вже
734,wieder::ADV,эмиэ,знову
735,vergebens::ADV,таак,дарма
736,vor::PRP,иннигэр,перед
737,hinter::PRP,кэлин,ззаду
738,hinter::PRP,кэлин,позаду
739,unter::PRP,-ҕа,під
740,unter::PRP,оһох түгэҕэ,під
741,durch::PRP,курдары,крізь
742,neben::PRP,аттыгар,біля
743,zwischen::PRP,ыккардынан,між
744,wegen::PRP,уҥуортан,з-за
745,wegen::PRP,уҥуортан,через
746,dies::PRN,ити,це
747,dies::PRN,бу,це
748,das::PRN,били,то
749,alles::PRN,барыта,все
750,ich::PRN,мин,я
751,du::PRN,эн,ти
752,er::PRN,кнни,він
753,wir::PRN,биһиги,ми
754,ihr::PRN,эһиги,ви
755,sie::PRN,кинилэр,вони
756,was::FPRN,туох,що
757,wer::FPRN,ким,хто
758,wo::FADV,ханна,де
759,wohin::FADV,ханна,куди
760,wie::FADV,хайдах,як
761,warum::FADV,тоҕо,чому
762,wieviel::FNUM,төһө,скільки
763,eins::NUM,биир,один
764,zwei::NUM,икки,два
765,drei::NUM,үс,три
766,vier::NUM,түөрт,чотири
767,fünf::NUM,биэс,п’ять
768,sechs::NUM,алта,шість
769,sieben::NUM,сэттэ,сім
770,acht::NUM,аҕыс,вісім
771,neun::NUM,тоҕус,дев’ять
772,zehn::NUM,уон,десять
773,elf::NUM,уон биир,одинадцять
774,zwölf::NUM,уон икки,дванадцять
775,zwanzig::NUM,сүүрбэ,двадцять
776,dreißig::NUM,отут,тридцять
777,vierzig::NUM,түөрт уон,сорок
778,fünfzig::NUM,биэс уон,п’ятдесят
